Orthogroup	DNOV.longest_only	CQUI.longest_only
OG0000088	LOC115758633|XP_030555227.1|DNOV, LOC115766362|XP_030566125.1|DNOV, LOC115769943|XP_030570850.1|DNOV, LOC115766373|XP_030566137.1|DNOV	LOC119768033|XP_038114253.1|CQUI
OG0000089	LOC115759581|XP_030556409.1|DNOV	LOC6051513|XP_001867948.1|CQUI
OG0000089	LOC115760358|XP_030557507.1|DNOV	LOC6044343|XP_001861873.1|CQUI
OG0000089	LOC115769774|XP_030570599.1|DNOV	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	LOC115758299|XP_030554725.1|DNOV, LOC115758298|XP_030554724.1|DNOV, LOC115765820|XP_030565404.1|DNOV, LOC115766045|XP_030565682.1|DNOV, LOC115769503|XP_030570188.1|DNOV	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	LOC115757670|XP_030553848.1|DNOV	LOC6037334|XP_038105758.1|CQUI
OG0000091	LOC115759049|XP_030555733.1|DNOV, LOC115761273|XP_030558848.1|DNOV, LOC115761272|XP_030558847.1|DNOV	LOC6034718|XP_038115256.1|CQUI
OG0000093	LOC115758323|XP_030554750.1|DNOV	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC115770336|XP_030571434.1|DNOV, LOC115761783|XP_030559578.1|DNOV, LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	LOC115763976|XP_030562641.1|DNOV	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC115769895|XP_030570771.1|DNOV, LOC115769419|XP_030570087.1|DNOV, LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV, LOC115769861|XP_030570719.1|DNOV, LOC115769416|XP_030570083.1|DNOV, LOC115769860|XP_030570709.1|DNOV	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV, LOC115762233|XP_030560233.1|DNOV	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC115763001|XP_030561251.1|DNOV, LOC115762611|XP_030560767.1|DNOV	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC115763410|XP_030561820.1|DNOV, LOC115766038|XP_030565668.1|DNOV, LOC115766116|XP_030565797.1|DNOV	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC115771207|XP_030572667.1|DNOV, LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV, LOC115771159|XP_030572591.1|DNOV	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC115766378|XP_030566142.1|DNOV, LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000117	LOC115769301|XP_030569889.1|DNOV, LOC115769303|XP_030569891.1|DNOV, LOC115769305|XP_030569893.1|DNOV, LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC115758561|XP_030555129.1|DNOV, LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV, LOC115761429|XP_030559055.1|DNOV	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC115768766|XP_030569316.1|DNOV	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC115765330|XP_030564696.1|DNOV	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC115764363|XP_030563185.1|DNOV, LOC115771803|XP_030573534.1|DNOV, LOC115771900|XP_030573645.1|DNOV	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC115763181|XP_030561499.1|DNOV, LOC115767044|XP_030567034.1|DNOV, LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV, LOC115764579|XP_030563591.1|DNOV, LOC115763183|XP_030561504.1|DNOV, LOC115758975|XP_030555641.1|DNOV	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC115761248|XP_030558810.1|DNOV	LOC6045001|XP_038105443.1|CQUI
OG0000126	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV, LOC115761374|XP_030558985.1|DNOV	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC115763691|XP_030562236.1|DNOV, LOC115764129|XP_030562860.1|DNOV, LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC115768023|XP_030568300.1|DNOV, LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC115769661|XP_030570434.1|DNOV, LOC115769320|XP_030569913.1|DNOV, LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV, LOC115769845|XP_030570681.1|DNOV, LOC115769660|XP_030570433.1|DNOV	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC115759801|XP_030556744.1|DNOV	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000139	LOC115769770|XP_030570594.1|DNOV, LOC115769889|XP_030570764.1|DNOV, LOC115769888|XP_030570761.1|DNOV	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC115769898|XP_030570779.1|DNOV, LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC6039460|XP_038119712.1|CQUI
OG0000144	LOC115759963|XP_030556972.1|DNOV	LOC6045045|XP_038109682.1|CQUI
OG0000145	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC115764667|XP_030563715.1|DNOV, LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC115766606|XP_030566453.1|DNOV, LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC115771513|XP_030573108.1|DNOV	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC115769762|XP_030570577.1|DNOV, LOC115770281|XP_030571370.1|DNOV	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV, LOC115765477|XP_030564918.1|DNOV	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC115758981|XP_030555644.1|DNOV, LOC115764662|XP_030563708.1|DNOV	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC115767822|XP_030568021.1|DNOV, LOC115763724|XP_030562278.1|DNOV	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC115758455|XP_030554986.1|DNOV, LOC115763053|XP_030561342.1|DNOV	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC115764089|XP_030562802.1|DNOV	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC115770173|XP_030571193.1|DNOV, LOC115759507|XP_030556307.1|DNOV	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000171	LOC115769196|XP_030569760.1|DNOV	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC115759362|XP_030556143.1|DNOV	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC115766344|XP_030566098.1|DNOV	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC115762740|XP_030560936.1|DNOV, LOC115762637|XP_030560800.1|DNOV, LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV, LOC115762752|XP_030560950.1|DNOV, LOC115762683|XP_030560863.1|DNOV	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC115771883|XP_030573665.1|DNOV, LOC115772024|XP_030573855.1|DNOV, LOC115771789|XP_030573556.1|DNOV, LOC115758462|XP_030554998.1|DNOV	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC115762367|XP_030560402.1|DNOV, LOC115763275|XP_030561614.1|DNOV, LOC115762182|XP_030560167.1|DNOV	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC115770630|XP_030571836.1|DNOV	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC115765636|XP_030565149.1|DNOV, LOC115765633|XP_030565145.1|DNOV, LOC115765599|XP_030565112.1|DNOV	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC115765143|XP_030564406.1|DNOV	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC115771616|XP_030573253.1|DNOV	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC115767049|XP_030567041.1|DNOV	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC115758200|XP_030554608.1|DNOV, LOC115758073|XP_030554447.1|DNOV	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC115758572|XP_030555144.1|DNOV	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC115764814|XP_030563921.1|DNOV	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC115763760|XP_030562334.1|DNOV, LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC115767097|XP_030567105.1|DNOV, LOC115762807|XP_030561023.1|DNOV, LOC115766461|XP_030566255.1|DNOV, LOC115770443|XP_030571578.1|DNOV	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC115765555|XP_030565053.1|DNOV, LOC115765562|XP_030565066.1|DNOV	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC115763118|XP_030561421.1|DNOV, LOC115762248|XP_030560261.1|DNOV, LOC115763829|XP_030562441.1|DNOV, LOC115762247|XP_030560258.1|DNOV	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC115771352|XP_030572885.1|DNOV, LOC115771350|XP_030572883.1|DNOV	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC115765011|XP_030564221.1|DNOV, LOC115766334|XP_030566087.1|DNOV, LOC115766341|XP_030566095.1|DNOV	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC115763061|XP_030561347.1|DNOV	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC115768341|XP_030568764.1|DNOV	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC115767359|XP_030567476.1|DNOV	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC115762518|XP_030560630.1|DNOV, LOC115770788|XP_030572068.1|DNOV	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC115766027|XP_030565658.1|DNOV, LOC115766144|XP_030565839.1|DNOV, LOC115769442|XP_030570113.1|DNOV, LOC115769443|XP_030570114.1|DNOV	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC115758500|XP_030555045.1|DNOV, LOC115771464|XP_030573043.1|DNOV	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000195	LOC115764270|XP_030563055.1|DNOV, LOC115757823|XP_030554106.1|DNOV	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC115765550|XP_030565042.1|DNOV, LOC115765528|XP_030565005.1|DNOV	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC115765549|XP_030565039.1|DNOV	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC115766890|XP_030566823.1|DNOV	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC115766896|XP_030566833.1|DNOV	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC115766812|XP_030566707.1|DNOV	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC115763818|XP_030562428.1|DNOV, LOC115764172|XP_030562919.1|DNOV	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC115768645|XP_030569177.1|DNOV, LOC115768631|XP_030569154.1|DNOV	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC115764630|XP_030563656.1|DNOV	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC115760547|XP_030557801.1|DNOV, LOC115762507|XP_030560611.1|DNOV, LOC115758278|XP_030554704.1|DNOV, LOC115760553|XP_030557815.1|DNOV, LOC115763779|XP_030562363.1|DNOV	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC115771878|XP_030573623.1|DNOV, LOC115764149|XP_030562885.1|DNOV	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC115764558|XP_030563539.1|DNOV	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC115764557|XP_030563538.1|DNOV	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC115770396|XP_030571507.1|DNOV	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000210	LOC115766612|XP_030566462.1|DNOV, LOC115767384|XP_030567504.1|DNOV	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
OG0000211	LOC115761588|XP_030559242.1|DNOV	LOC6047469|XP_001864523.2|CQUI
OG0000212	LOC115766005|XP_030565634.1|DNOV, LOC115765561|XP_030565059.1|DNOV	LOC6033117|XP_038106489.1|CQUI
OG0000213	LOC115769189|XP_030569756.1|DNOV, LOC115762095|XP_030560059.1|DNOV	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	LOC115767835|XP_030568037.1|DNOV, LOC115762255|XP_030560270.1|DNOV, LOC115770556|XP_030571727.1|DNOV, LOC115770555|XP_030571726.1|DNOV	LOC6040777|XP_038112879.1|CQUI
OG0000215	LOC115770381|XP_030571493.1|DNOV, LOC115770372|XP_030571482.1|DNOV, LOC115769657|XP_030570432.1|DNOV	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	LOC115769611|XP_030570368.1|DNOV, LOC115766998|XP_030566980.1|DNOV, LOC115766800|XP_030566685.1|DNOV, LOC115768322|XP_030568734.1|DNOV, LOC115768323|XP_030568735.1|DNOV	LOC6031177|XP_001842020.2|CQUI
OG0000217	LOC115764267|XP_030563050.1|DNOV	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI
OG0000217	LOC115767722|XP_030567890.1|DNOV, LOC115764266|XP_030563048.1|DNOV	LOC6035862|XP_038110287.1|CQUI
OG0000219	LOC115762121|XP_030560086.1|DNOV, LOC115762203|XP_030560186.1|DNOV, LOC115762120|XP_030560085.1|DNOV	LOC6043970|XP_038118955.1|CQUI
OG0000220	LOC115770317|XP_030571413.1|DNOV, LOC115770253|XP_030571327.1|DNOV, LOC115770333|XP_030571431.1|DNOV	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
OG0000221	LOC115771690|XP_030573370.1|DNOV, LOC115764659|XP_030563705.1|DNOV, LOC115771672|XP_030573350.1|DNOV	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI
OG0000222	LOC115763260|XP_030561598.1|DNOV	LOC119769386|XP_038117401.1|CQUI, LOC6045552|XP_038117398.1|CQUI, LOC119769321|XP_038117254.1|CQUI, LOC119769387|XP_038117402.1|CQUI, LOC119769385|XP_038117400.1|CQUI, LOC6042007|XP_038117265.1|CQUI, LOC6040585|XP_038122094.1|CQUI
OG0000222	LOC115769217|XP_030569790.1|DNOV	LOC6042080|XP_001851233.2|CQUI
OG0000224	LOC115762094|XP_030560055.1|DNOV	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI
OG0000225	LOC115770866|XP_030572163.1|DNOV, LOC115770867|XP_030572164.1|DNOV, LOC115770869|XP_030572165.1|DNOV	LOC6048011|XP_038116796.1|CQUI
OG0000226	LOC115769786|XP_030570614.1|DNOV, LOC115769759|XP_030570574.1|DNOV	LOC6051914|XP_038112080.1|CQUI
OG0000228	LOC115760396|XP_030557558.1|DNOV, LOC115763668|XP_030562199.1|DNOV, LOC115763230|XP_030561565.1|DNOV	LOC6035355|XP_038104411.1|CQUI
