Orthogroup	DNOV.longest_only	CCAP.longest_only
OG0000061	LOC115763134|XP_030561437.1|DNOV	CCAP1982_LOCUS7588|CAD6999041.1|CCAP
OG0000061	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV	CCAP1982_LOCUS7592|CAD6999045.1|CCAP
OG0000061	LOC115763160|XP_030561472.1|DNOV, LOC115763156|XP_030561467.1|DNOV	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP
OG0000062	LOC115766456|XP_030566248.1|DNOV, LOC115763354|XP_030561739.1|DNOV	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC115770341|XP_030571439.1|DNOV, LOC115770262|XP_030571339.1|DNOV, LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC115771835|XP_030573576.1|DNOV, LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC115761742|XP_030559494.1|DNOV	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC115769783|XP_030570610.1|DNOV	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC115762160|XP_030560137.1|DNOV	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC115769836|XP_030570670.1|DNOV	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC115764506|XP_030563456.1|DNOV	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC115771374|XP_030572918.1|DNOV, LOC115771373|XP_030572916.1|DNOV, LOC115771375|XP_030572919.1|DNOV	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC115762189|XP_030560172.1|DNOV	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC115760700|XP_030558025.1|DNOV	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC115760737|XP_030558073.1|DNOV	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC115757880|XP_030554180.1|DNOV	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC115764211|XP_030562961.1|DNOV	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC115770426|XP_030571554.1|DNOV	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC115770110|XP_030571087.1|DNOV	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC115766967|XP_030566920.1|DNOV	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC115765531|XP_030565013.1|DNOV	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC115761940|XP_030559834.1|DNOV	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC115757826|XP_030554110.1|DNOV	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC115759443|XP_030556224.1|DNOV	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC115760029|XP_030557056.1|DNOV, LOC115760320|XP_030557468.1|DNOV, LOC115760319|XP_030557467.1|DNOV, LOC115760318|XP_030557466.1|DNOV, LOC115759928|XP_030556925.1|DNOV	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC115762483|XP_030560581.1|DNOV	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC115769469|XP_030570143.1|DNOV	CCAP1982_LOCUS10919|CAD7002428.1|CCAP, CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC115760531|XP_030557814.1|DNOV, LOC115771876|XP_030573620.1|DNOV	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC115764022|XP_030562714.1|DNOV	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC115771570|XP_030573183.1|DNOV	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC115763288|XP_030561633.1|DNOV	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC115759698|XP_030556562.1|DNOV	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC115760890|XP_030558315.1|DNOV	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC115759965|XP_030556974.1|DNOV	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC115763574|XP_030562052.1|DNOV	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC115758292|XP_030554718.1|DNOV	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC115759581|XP_030556409.1|DNOV	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC115769774|XP_030570599.1|DNOV	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC115758299|XP_030554725.1|DNOV	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC115758298|XP_030554724.1|DNOV	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC115765820|XP_030565404.1|DNOV	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000090	LOC115766045|XP_030565682.1|DNOV	CCAP1982_LOCUS20702|CAD7012618.1|CCAP
OG0000091	LOC115757670|XP_030553848.1|DNOV	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC115761273|XP_030558848.1|DNOV	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC115761272|XP_030558847.1|DNOV	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC115766069|XP_030565732.1|DNOV	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC115766167|XP_030565870.1|DNOV	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC115766082|XP_030565748.1|DNOV	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC115758323|XP_030554750.1|DNOV	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC115761783|XP_030559578.1|DNOV	CCAP1982_LOCUS12193|CAD7003757.1|CCAP, CCAP1982_LOCUS12194|CAD7003758.1|CCAP
OG0000094	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC115761336|XP_030558933.1|DNOV, LOC115761351|XP_030558956.1|DNOV, LOC115761323|XP_030558916.1|DNOV	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC115759222|XP_030555977.1|DNOV	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC115763976|XP_030562641.1|DNOV	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC115769895|XP_030570771.1|DNOV	CCAP1982_LOCUS12876|CAD7004470.1|CCAP
OG0000101	LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000101	LOC115769861|XP_030570719.1|DNOV	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000101	LOC115769416|XP_030570083.1|DNOV	CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000102	LOC115760629|XP_030557940.1|DNOV	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC115762233|XP_030560233.1|DNOV	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC115762610|XP_030560765.1|DNOV	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC115763001|XP_030561251.1|DNOV	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC115762611|XP_030560767.1|DNOV	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC115766038|XP_030565668.1|DNOV	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC115766116|XP_030565797.1|DNOV	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC115771159|XP_030572591.1|DNOV	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC115759688|XP_030556541.1|DNOV	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC115759689|XP_030556542.1|DNOV	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC115770882|XP_030572176.1|DNOV	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC115770658|XP_030571884.1|DNOV	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000117	LOC115769301|XP_030569889.1|DNOV	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC115769303|XP_030569891.1|DNOV	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC115769305|XP_030569893.1|DNOV	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000119	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC115761429|XP_030559055.1|DNOV	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC115765330|XP_030564696.1|DNOV	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC115764363|XP_030563185.1|DNOV	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC115763181|XP_030561499.1|DNOV	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC115767044|XP_030567034.1|DNOV	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC115771741|XP_030573428.1|DNOV	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC115761248|XP_030558810.1|DNOV	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC115761374|XP_030558985.1|DNOV	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC115763691|XP_030562236.1|DNOV	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC115769661|XP_030570434.1|DNOV, LOC115769320|XP_030569913.1|DNOV, LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV, LOC115769845|XP_030570681.1|DNOV, LOC115769660|XP_030570433.1|DNOV	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC115761671|XP_030559382.1|DNOV	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC115760166|XP_030557246.1|DNOV	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC115759623|XP_030556467.1|DNOV	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC115757657|XP_030553830.1|DNOV	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC115759801|XP_030556744.1|DNOV	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC115768079|XP_030568404.1|DNOV	CCAP1982_LOCUS11326|CAD7002858.1|CCAP
OG0000137	LOC115764130|XP_030562861.1|DNOV	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC115771032|XP_030572427.1|DNOV	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC115759568|XP_030556393.1|DNOV, LOC115759565|XP_030556391.1|DNOV, LOC115759562|XP_030556388.1|DNOV, LOC115759563|XP_030556389.1|DNOV, LOC115759564|XP_030556390.1|DNOV	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC115769898|XP_030570779.1|DNOV	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC115770626|XP_030571829.1|DNOV	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC115769830|XP_030570664.1|DNOV	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC115764707|XP_030563766.1|DNOV	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC115759963|XP_030556972.1|DNOV	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC115760146|XP_030557215.1|DNOV	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC115760147|XP_030557216.1|DNOV	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC115760148|XP_030557217.1|DNOV	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC115765501|XP_030564973.1|DNOV	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC115763989|XP_030562661.1|DNOV	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC115763990|XP_030562666.1|DNOV	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC115759976|XP_030556989.1|DNOV	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC115759941|XP_030556940.1|DNOV	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC115770071|XP_030571032.1|DNOV	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC115770072|XP_030571033.1|DNOV	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC115758875|XP_030555530.1|DNOV	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC115766062|XP_030565723.1|DNOV	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC115764667|XP_030563715.1|DNOV	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC115768636|XP_030569165.1|DNOV	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC115770295|XP_030571391.1|DNOV	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC115771513|XP_030573108.1|DNOV	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC115769762|XP_030570577.1|DNOV	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC115770281|XP_030571370.1|DNOV	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC115769694|XP_030570477.1|DNOV	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC115769705|XP_030570495.1|DNOV, LOC115766849|XP_030566759.1|DNOV	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC115765477|XP_030564918.1|DNOV	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC115758981|XP_030555644.1|DNOV	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC115764662|XP_030563708.1|DNOV	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC115758215|XP_030554627.1|DNOV, LOC115758111|XP_030554495.1|DNOV, LOC115766229|XP_030565951.1|DNOV, LOC115771572|XP_030573186.1|DNOV, LOC115769302|XP_030569894.1|DNOV, LOC115763122|XP_030561428.1|DNOV	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC115760996|XP_030558467.1|DNOV	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC115771223|XP_030572683.1|DNOV	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC115771224|XP_030572685.1|DNOV	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC115764089|XP_030562802.1|DNOV	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC115770173|XP_030571193.1|DNOV, LOC115759507|XP_030556307.1|DNOV	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000171	LOC115769196|XP_030569760.1|DNOV	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC115759362|XP_030556143.1|DNOV	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC115762740|XP_030560936.1|DNOV, LOC115762637|XP_030560800.1|DNOV, LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV, LOC115762752|XP_030560950.1|DNOV, LOC115762683|XP_030560863.1|DNOV	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC115771883|XP_030573665.1|DNOV, LOC115772024|XP_030573855.1|DNOV	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC115771789|XP_030573556.1|DNOV, LOC115758462|XP_030554998.1|DNOV	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC115762367|XP_030560402.1|DNOV	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC115763275|XP_030561614.1|DNOV, LOC115762182|XP_030560167.1|DNOV	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC115770630|XP_030571836.1|DNOV	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC115765636|XP_030565149.1|DNOV, LOC115765633|XP_030565145.1|DNOV, LOC115765599|XP_030565112.1|DNOV	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC115766989|XP_030566947.1|DNOV, LOC115766940|XP_030566888.1|DNOV, LOC115766939|XP_030566887.1|DNOV, LOC115766987|XP_030566946.1|DNOV, LOC115766942|XP_030566889.1|DNOV	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC115771616|XP_030573253.1|DNOV	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC115758200|XP_030554608.1|DNOV	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC115758073|XP_030554447.1|DNOV	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000181	LOC115764071|XP_030562778.1|DNOV	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC115764814|XP_030563921.1|DNOV	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000182	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC115763760|XP_030562334.1|DNOV, LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC115767097|XP_030567105.1|DNOV, LOC115762807|XP_030561023.1|DNOV, LOC115766461|XP_030566255.1|DNOV, LOC115770443|XP_030571578.1|DNOV	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC115765555|XP_030565053.1|DNOV, LOC115765562|XP_030565066.1|DNOV	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC115763118|XP_030561421.1|DNOV, LOC115762248|XP_030560261.1|DNOV, LOC115763829|XP_030562441.1|DNOV, LOC115762247|XP_030560258.1|DNOV	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	LOC115763061|XP_030561347.1|DNOV	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC115764538|XP_030563508.1|DNOV	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
