Orthogroup	DNOV.longest_only	AAEG.longest_only
OG0000094	LOC115770336|XP_030571434.1|DNOV, LOC115761783|XP_030559578.1|DNOV, LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG
OG0000101	LOC115769895|XP_030570771.1|DNOV, LOC115769419|XP_030570087.1|DNOV, LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV, LOC115769861|XP_030570719.1|DNOV, LOC115769416|XP_030570083.1|DNOV, LOC115769860|XP_030570709.1|DNOV	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV, LOC115762233|XP_030560233.1|DNOV	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC115763001|XP_030561251.1|DNOV, LOC115762611|XP_030560767.1|DNOV	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC115763410|XP_030561820.1|DNOV, LOC115766038|XP_030565668.1|DNOV, LOC115766116|XP_030565797.1|DNOV	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC115771207|XP_030572667.1|DNOV, LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV, LOC115771159|XP_030572591.1|DNOV	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC115766378|XP_030566142.1|DNOV, LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC115759689|XP_030556542.1|DNOV	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC115769301|XP_030569889.1|DNOV, LOC115769303|XP_030569891.1|DNOV, LOC115769305|XP_030569893.1|DNOV, LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC115758561|XP_030555129.1|DNOV, LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV, LOC115761429|XP_030559055.1|DNOV	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC115768766|XP_030569316.1|DNOV	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC115765330|XP_030564696.1|DNOV	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC115764363|XP_030563185.1|DNOV, LOC115771803|XP_030573534.1|DNOV, LOC115771900|XP_030573645.1|DNOV	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC115763181|XP_030561499.1|DNOV, LOC115767044|XP_030567034.1|DNOV, LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV, LOC115764579|XP_030563591.1|DNOV, LOC115763183|XP_030561504.1|DNOV, LOC115758975|XP_030555641.1|DNOV	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC115771741|XP_030573428.1|DNOV	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC115761248|XP_030558810.1|DNOV	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC115761028|XP_030558500.1|DNOV	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV, LOC115761374|XP_030558985.1|DNOV	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC115763691|XP_030562236.1|DNOV, LOC115764129|XP_030562860.1|DNOV, LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC115768023|XP_030568300.1|DNOV, LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC115769661|XP_030570434.1|DNOV, LOC115769320|XP_030569913.1|DNOV, LOC115769811|XP_030570640.1|DNOV, LOC115769841|XP_030570675.1|DNOV, LOC115769747|XP_030570548.1|DNOV, LOC115769845|XP_030570681.1|DNOV, LOC115769660|XP_030570433.1|DNOV	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC115759801|XP_030556744.1|DNOV	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000140	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC115769898|XP_030570779.1|DNOV, LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC115759963|XP_030556972.1|DNOV	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC115764667|XP_030563715.1|DNOV, LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC115766606|XP_030566453.1|DNOV, LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC115771513|XP_030573108.1|DNOV	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC115769762|XP_030570577.1|DNOV, LOC115770281|XP_030571370.1|DNOV	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV, LOC115765477|XP_030564918.1|DNOV	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC115758981|XP_030555644.1|DNOV, LOC115764662|XP_030563708.1|DNOV	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000164	LOC115766229|XP_030565951.1|DNOV, LOC115771572|XP_030573186.1|DNOV, LOC115769302|XP_030569894.1|DNOV, LOC115763122|XP_030561428.1|DNOV	LOC5574446|XP_001661463.1|AAEG
OG0000165	LOC115767822|XP_030568021.1|DNOV, LOC115763724|XP_030562278.1|DNOV	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC115760996|XP_030558467.1|DNOV	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC115758455|XP_030554986.1|DNOV, LOC115763053|XP_030561342.1|DNOV	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC115764089|XP_030562802.1|DNOV	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000171	LOC115769196|XP_030569760.1|DNOV	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC115759362|XP_030556143.1|DNOV	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC115766344|XP_030566098.1|DNOV	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC115762740|XP_030560936.1|DNOV, LOC115762637|XP_030560800.1|DNOV, LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV, LOC115762752|XP_030560950.1|DNOV, LOC115762683|XP_030560863.1|DNOV	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC115771883|XP_030573665.1|DNOV, LOC115772024|XP_030573855.1|DNOV, LOC115771789|XP_030573556.1|DNOV, LOC115758462|XP_030554998.1|DNOV	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC115762367|XP_030560402.1|DNOV, LOC115763275|XP_030561614.1|DNOV, LOC115762182|XP_030560167.1|DNOV	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC115770630|XP_030571836.1|DNOV	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC115765636|XP_030565149.1|DNOV, LOC115765633|XP_030565145.1|DNOV, LOC115765599|XP_030565112.1|DNOV	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC115765143|XP_030564406.1|DNOV	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC115771616|XP_030573253.1|DNOV	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC115758200|XP_030554608.1|DNOV, LOC115758073|XP_030554447.1|DNOV	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC115758572|XP_030555144.1|DNOV	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC115764814|XP_030563921.1|DNOV	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC115763760|XP_030562334.1|DNOV, LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC115767097|XP_030567105.1|DNOV, LOC115762807|XP_030561023.1|DNOV, LOC115766461|XP_030566255.1|DNOV, LOC115770443|XP_030571578.1|DNOV	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC115765555|XP_030565053.1|DNOV, LOC115765562|XP_030565066.1|DNOV	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC115763118|XP_030561421.1|DNOV, LOC115762248|XP_030560261.1|DNOV, LOC115763829|XP_030562441.1|DNOV, LOC115762247|XP_030560258.1|DNOV	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC115771352|XP_030572885.1|DNOV, LOC115771350|XP_030572883.1|DNOV	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC115765011|XP_030564221.1|DNOV, LOC115766334|XP_030566087.1|DNOV, LOC115766341|XP_030566095.1|DNOV	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC115763061|XP_030561347.1|DNOV	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC115768341|XP_030568764.1|DNOV	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC115767359|XP_030567476.1|DNOV	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC115762518|XP_030560630.1|DNOV, LOC115770788|XP_030572068.1|DNOV	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC115766027|XP_030565658.1|DNOV, LOC115766144|XP_030565839.1|DNOV, LOC115769442|XP_030570113.1|DNOV, LOC115769443|XP_030570114.1|DNOV	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC115758500|XP_030555045.1|DNOV, LOC115771464|XP_030573043.1|DNOV	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC115765550|XP_030565042.1|DNOV, LOC115765528|XP_030565005.1|DNOV	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC115765549|XP_030565039.1|DNOV	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC115766890|XP_030566823.1|DNOV	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC115766896|XP_030566833.1|DNOV	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC115766812|XP_030566707.1|DNOV	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC115763818|XP_030562428.1|DNOV, LOC115764172|XP_030562919.1|DNOV	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC115768645|XP_030569177.1|DNOV, LOC115768631|XP_030569154.1|DNOV	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC115764630|XP_030563656.1|DNOV	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC115760547|XP_030557801.1|DNOV, LOC115762507|XP_030560611.1|DNOV, LOC115758278|XP_030554704.1|DNOV, LOC115760553|XP_030557815.1|DNOV, LOC115763779|XP_030562363.1|DNOV	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC115771878|XP_030573623.1|DNOV, LOC115764149|XP_030562885.1|DNOV	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC115764558|XP_030563539.1|DNOV	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC115764557|XP_030563538.1|DNOV	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC115770396|XP_030571507.1|DNOV	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000210	LOC115766612|XP_030566462.1|DNOV, LOC115767384|XP_030567504.1|DNOV	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC115761589|XP_030559244.1|DNOV	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC115761588|XP_030559242.1|DNOV	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC115766005|XP_030565634.1|DNOV, LOC115765561|XP_030565059.1|DNOV	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC115769189|XP_030569756.1|DNOV, LOC115762095|XP_030560059.1|DNOV	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC115767835|XP_030568037.1|DNOV, LOC115762255|XP_030560270.1|DNOV, LOC115770556|XP_030571727.1|DNOV, LOC115770555|XP_030571726.1|DNOV	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC115770381|XP_030571493.1|DNOV, LOC115770372|XP_030571482.1|DNOV, LOC115769657|XP_030570432.1|DNOV	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC115769611|XP_030570368.1|DNOV, LOC115766998|XP_030566980.1|DNOV, LOC115766800|XP_030566685.1|DNOV, LOC115768322|XP_030568734.1|DNOV, LOC115768323|XP_030568735.1|DNOV	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC115764267|XP_030563050.1|DNOV	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC115767722|XP_030567890.1|DNOV, LOC115764266|XP_030563048.1|DNOV	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC115762121|XP_030560086.1|DNOV, LOC115762203|XP_030560186.1|DNOV, LOC115762120|XP_030560085.1|DNOV	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC115770317|XP_030571413.1|DNOV, LOC115770253|XP_030571327.1|DNOV, LOC115770333|XP_030571431.1|DNOV	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC115771690|XP_030573370.1|DNOV, LOC115764659|XP_030563705.1|DNOV, LOC115771672|XP_030573350.1|DNOV	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC115763260|XP_030561598.1|DNOV	LOC5565435|XP_021710162.1|AAEG
OG0000222	LOC115769217|XP_030569790.1|DNOV	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC115762094|XP_030560055.1|DNOV	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC115770866|XP_030572163.1|DNOV, LOC115770867|XP_030572164.1|DNOV, LOC115770869|XP_030572165.1|DNOV	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC115769786|XP_030570614.1|DNOV, LOC115769759|XP_030570574.1|DNOV	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC115760396|XP_030557558.1|DNOV, LOC115763668|XP_030562199.1|DNOV, LOC115763230|XP_030561565.1|DNOV	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC115764843|XP_030563951.1|DNOV, LOC115767635|XP_030567784.1|DNOV, LOC115768126|XP_030568480.1|DNOV	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC115763791|XP_030562380.1|DNOV	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC115760667|XP_030557994.1|DNOV, LOC115760666|XP_030557993.1|DNOV	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC115770685|XP_030571931.1|DNOV, LOC115764124|XP_030562856.1|DNOV, LOC115764118|XP_030562845.1|DNOV	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC115760824|XP_030558208.1|DNOV, LOC115760586|XP_030557872.1|DNOV, LOC115771661|XP_030573332.1|DNOV, LOC115771660|XP_030573330.1|DNOV	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC115771605|XP_030573227.1|DNOV, LOC115771667|XP_030573342.1|DNOV, LOC115771850|XP_030573592.1|DNOV	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC115765920|XP_030565524.1|DNOV, LOC115758742|XP_030555358.1|DNOV, LOC115768207|XP_030568580.1|DNOV	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC115772106|XP_030573936.1|DNOV	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC115767597|XP_030567749.1|DNOV	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC115758580|XP_030555156.1|DNOV, LOC115758581|XP_030555159.1|DNOV	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC115766203|XP_030565913.1|DNOV, LOC115766204|XP_030565914.1|DNOV	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC115763880|XP_030562516.1|DNOV, LOC115763842|XP_030562465.1|DNOV, LOC115763789|XP_030562378.1|DNOV	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC115768092|XP_030568436.1|DNOV	LOC23687671|XP_011493002.2|AAEG
