Orthogroup	DNOV.longest_only	CPIP.longest_only
OG0000087	LOC115759965|XP_030556974.1|DNOV	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC115763574|XP_030562052.1|DNOV, LOC115763556|XP_030562035.1|DNOV	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC115758292|XP_030554718.1|DNOV	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC115759581|XP_030556409.1|DNOV	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC115760358|XP_030557507.1|DNOV	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC115769774|XP_030570599.1|DNOV	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC115758299|XP_030554725.1|DNOV, LOC115758298|XP_030554724.1|DNOV, LOC115765820|XP_030565404.1|DNOV, LOC115766045|XP_030565682.1|DNOV, LOC115769503|XP_030570188.1|DNOV	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC115757670|XP_030553848.1|DNOV	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC115759049|XP_030555733.1|DNOV, LOC115761273|XP_030558848.1|DNOV, LOC115761272|XP_030558847.1|DNOV	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC115758323|XP_030554750.1|DNOV	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC115770336|XP_030571434.1|DNOV, LOC115761783|XP_030559578.1|DNOV, LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC115763976|XP_030562641.1|DNOV	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC115769895|XP_030570771.1|DNOV, LOC115769419|XP_030570087.1|DNOV, LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV, LOC115769861|XP_030570719.1|DNOV, LOC115769416|XP_030570083.1|DNOV, LOC115769860|XP_030570709.1|DNOV	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV, LOC115762233|XP_030560233.1|DNOV	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC115763001|XP_030561251.1|DNOV, LOC115762611|XP_030560767.1|DNOV	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC115763410|XP_030561820.1|DNOV, LOC115766038|XP_030565668.1|DNOV, LOC115766116|XP_030565797.1|DNOV	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC115771207|XP_030572667.1|DNOV, LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV, LOC115771159|XP_030572591.1|DNOV	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC115766378|XP_030566142.1|DNOV, LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC115759688|XP_030556541.1|DNOV	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC115759689|XP_030556542.1|DNOV	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC115769301|XP_030569889.1|DNOV, LOC115769303|XP_030569891.1|DNOV, LOC115769305|XP_030569893.1|DNOV, LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC115758561|XP_030555129.1|DNOV, LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV, LOC115761429|XP_030559055.1|DNOV	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC115768766|XP_030569316.1|DNOV	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC115765330|XP_030564696.1|DNOV	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC115764363|XP_030563185.1|DNOV, LOC115771803|XP_030573534.1|DNOV, LOC115771900|XP_030573645.1|DNOV	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC115763181|XP_030561499.1|DNOV, LOC115767044|XP_030567034.1|DNOV, LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV, LOC115764579|XP_030563591.1|DNOV, LOC115763183|XP_030561504.1|DNOV, LOC115758975|XP_030555641.1|DNOV	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC115771741|XP_030573428.1|DNOV	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC115761248|XP_030558810.1|DNOV	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC115761028|XP_030558500.1|DNOV	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV, LOC115761374|XP_030558985.1|DNOV	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC115763691|XP_030562236.1|DNOV, LOC115764129|XP_030562860.1|DNOV, LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC115768023|XP_030568300.1|DNOV, LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC115761671|XP_030559382.1|DNOV	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000139	LOC115769770|XP_030570594.1|DNOV, LOC115769889|XP_030570764.1|DNOV, LOC115769888|XP_030570761.1|DNOV	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC115769898|XP_030570779.1|DNOV, LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC115759963|XP_030556972.1|DNOV	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC115764667|XP_030563715.1|DNOV, LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC115766606|XP_030566453.1|DNOV, LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC115771513|XP_030573108.1|DNOV	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC115769762|XP_030570577.1|DNOV, LOC115770281|XP_030571370.1|DNOV	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV, LOC115765477|XP_030564918.1|DNOV	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC115758981|XP_030555644.1|DNOV, LOC115764662|XP_030563708.1|DNOV	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC115767822|XP_030568021.1|DNOV, LOC115763724|XP_030562278.1|DNOV	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC115760996|XP_030558467.1|DNOV	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC115758455|XP_030554986.1|DNOV, LOC115763053|XP_030561342.1|DNOV	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC115764089|XP_030562802.1|DNOV	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC115770173|XP_030571193.1|DNOV, LOC115759507|XP_030556307.1|DNOV	LOC120422340|XP_039441668.1|CPIP
OG0000171	LOC115769196|XP_030569760.1|DNOV	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC115766344|XP_030566098.1|DNOV	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC115762740|XP_030560936.1|DNOV, LOC115762637|XP_030560800.1|DNOV, LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV, LOC115762752|XP_030560950.1|DNOV, LOC115762683|XP_030560863.1|DNOV	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC115771883|XP_030573665.1|DNOV, LOC115772024|XP_030573855.1|DNOV, LOC115771789|XP_030573556.1|DNOV, LOC115758462|XP_030554998.1|DNOV	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC115762367|XP_030560402.1|DNOV, LOC115763275|XP_030561614.1|DNOV, LOC115762182|XP_030560167.1|DNOV	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC115770630|XP_030571836.1|DNOV	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC115765636|XP_030565149.1|DNOV, LOC115765633|XP_030565145.1|DNOV, LOC115765599|XP_030565112.1|DNOV	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC115765143|XP_030564406.1|DNOV	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC115771616|XP_030573253.1|DNOV	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC115767049|XP_030567041.1|DNOV	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC115758200|XP_030554608.1|DNOV, LOC115758073|XP_030554447.1|DNOV	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC115758572|XP_030555144.1|DNOV	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC115764814|XP_030563921.1|DNOV	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC115763760|XP_030562334.1|DNOV, LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC115767097|XP_030567105.1|DNOV, LOC115762807|XP_030561023.1|DNOV, LOC115766461|XP_030566255.1|DNOV, LOC115770443|XP_030571578.1|DNOV	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC115765555|XP_030565053.1|DNOV, LOC115765562|XP_030565066.1|DNOV	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC115763118|XP_030561421.1|DNOV, LOC115762248|XP_030560261.1|DNOV, LOC115763829|XP_030562441.1|DNOV, LOC115762247|XP_030560258.1|DNOV	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC115771352|XP_030572885.1|DNOV, LOC115771350|XP_030572883.1|DNOV	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC115765011|XP_030564221.1|DNOV, LOC115766334|XP_030566087.1|DNOV, LOC115766341|XP_030566095.1|DNOV	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC115763061|XP_030561347.1|DNOV	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC115768341|XP_030568764.1|DNOV	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC115764538|XP_030563508.1|DNOV	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC115767359|XP_030567476.1|DNOV	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC115762518|XP_030560630.1|DNOV, LOC115770788|XP_030572068.1|DNOV	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC115766027|XP_030565658.1|DNOV, LOC115766144|XP_030565839.1|DNOV, LOC115769442|XP_030570113.1|DNOV, LOC115769443|XP_030570114.1|DNOV	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC115758500|XP_030555045.1|DNOV, LOC115771464|XP_030573043.1|DNOV	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC115764270|XP_030563055.1|DNOV, LOC115757823|XP_030554106.1|DNOV	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC115765550|XP_030565042.1|DNOV, LOC115765528|XP_030565005.1|DNOV	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC115765549|XP_030565039.1|DNOV	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC115766890|XP_030566823.1|DNOV	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC115766896|XP_030566833.1|DNOV	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC115766812|XP_030566707.1|DNOV	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC115763818|XP_030562428.1|DNOV, LOC115764172|XP_030562919.1|DNOV	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC115768645|XP_030569177.1|DNOV, LOC115768631|XP_030569154.1|DNOV	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC115764630|XP_030563656.1|DNOV	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC115760547|XP_030557801.1|DNOV, LOC115762507|XP_030560611.1|DNOV, LOC115758278|XP_030554704.1|DNOV, LOC115760553|XP_030557815.1|DNOV, LOC115763779|XP_030562363.1|DNOV	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC115771878|XP_030573623.1|DNOV, LOC115764149|XP_030562885.1|DNOV	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC115764558|XP_030563539.1|DNOV	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC115764557|XP_030563538.1|DNOV	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC115770396|XP_030571507.1|DNOV	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC115766612|XP_030566462.1|DNOV, LOC115767384|XP_030567504.1|DNOV	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC115761588|XP_030559242.1|DNOV	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC115766005|XP_030565634.1|DNOV, LOC115765561|XP_030565059.1|DNOV	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC115769189|XP_030569756.1|DNOV, LOC115762095|XP_030560059.1|DNOV	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC115767835|XP_030568037.1|DNOV, LOC115762255|XP_030560270.1|DNOV, LOC115770556|XP_030571727.1|DNOV, LOC115770555|XP_030571726.1|DNOV	LOC120423256|XP_039442910.1|CPIP
OG0000215	LOC115770381|XP_030571493.1|DNOV, LOC115770372|XP_030571482.1|DNOV, LOC115769657|XP_030570432.1|DNOV	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	LOC115769611|XP_030570368.1|DNOV, LOC115766998|XP_030566980.1|DNOV, LOC115766800|XP_030566685.1|DNOV, LOC115768322|XP_030568734.1|DNOV, LOC115768323|XP_030568735.1|DNOV	LOC120420802|XP_039439858.1|CPIP
OG0000217	LOC115764267|XP_030563050.1|DNOV	LOC120428308|XP_039449241.1|CPIP
OG0000217	LOC115767722|XP_030567890.1|DNOV, LOC115764266|XP_030563048.1|DNOV	LOC120424465|XP_039444531.1|CPIP
OG0000220	LOC115770317|XP_030571413.1|DNOV, LOC115770253|XP_030571327.1|DNOV, LOC115770333|XP_030571431.1|DNOV	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	LOC115771690|XP_030573370.1|DNOV, LOC115764659|XP_030563705.1|DNOV, LOC115771672|XP_030573350.1|DNOV	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
