Orthogroup	DNOV.longest_only	DVIR.longest_only
OG0000038	LOC115769427|XP_030570094.1|DNOV	LOC6624649|XP_002047532.2|DVIR
OG0000039	LOC115764701|XP_030563759.1|DNOV	LOC6630003|XP_002054716.2|DVIR
OG0000039	LOC115766337|XP_030566090.1|DNOV	LOC6631924|XP_002055751.1|DVIR
OG0000039	LOC115767237|XP_030567298.1|DNOV	LOC6636063|XP_002059594.1|DVIR
OG0000039	LOC115763887|XP_030562524.1|DNOV	LOC6632395|XP_002056631.2|DVIR
OG0000039	LOC115766283|XP_030566011.1|DNOV	LOC6631925|XP_002055752.1|DVIR, LOC116652072|XP_032295834.1|DVIR
OG0000039	LOC115766288|XP_030566016.1|DNOV	LOC6636702|XP_002060175.3|DVIR
OG0000040	LOC115764750|XP_030563834.1|DNOV	LOC6629625|XP_002054865.1|DVIR
OG0000040	LOC115764751|XP_030563835.1|DNOV	LOC6629626|XP_002054866.2|DVIR
OG0000040	LOC115764712|XP_030563772.1|DNOV	LOC116651842|XP_032294845.1|DVIR
OG0000040	LOC115764710|XP_030563770.1|DNOV	LOC6629623|XP_032294844.1|DVIR
OG0000040	LOC115764684|XP_030563733.1|DNOV	LOC6629621|XP_002054861.1|DVIR
OG0000040	LOC115764805|XP_030563912.1|DNOV	LOC6629627|XP_002054867.1|DVIR
OG0000040	LOC115771625|XP_030573267.1|DNOV	LOC6629744|XP_002053886.1|DVIR
OG0000041	LOC115766169|XP_030565871.1|DNOV	LOC6630636|XP_002053634.1|DVIR
OG0000041	LOC115770695|XP_030571950.1|DNOV	LOC6630746|XP_002053207.1|DVIR
OG0000041	LOC115766040|XP_030565671.1|DNOV	LOC6630637|XP_002053635.1|DVIR
OG0000041	LOC115770759|XP_030572032.1|DNOV	LOC6630744|XP_032290585.1|DVIR
OG0000041	LOC115770764|XP_030572035.1|DNOV	LOC116651238|XP_032293093.1|DVIR
OG0000041	LOC115770708|XP_030571966.1|DNOV	LOC6630745|XP_032292365.1|DVIR
OG0000042	LOC115761613|XP_030559276.1|DNOV	LOC6630880|XP_002053792.2|DVIR
OG0000042	LOC115766969|XP_030566923.1|DNOV	LOC6636545|XP_002060049.1|DVIR
OG0000042	LOC115760708|XP_030558036.1|DNOV	LOC6625347|XP_002051000.3|DVIR
OG0000042	LOC115760858|XP_030558271.1|DNOV	LOC6625529|XP_002051023.1|DVIR
OG0000042	LOC115760707|XP_030558035.1|DNOV	LOC6625448|XP_002050998.1|DVIR
OG0000042	LOC115771107|XP_030572527.1|DNOV	LOC6623106|XP_002046713.1|DVIR
OG0000042	LOC115760710|XP_030558038.1|DNOV, LOC115760709|XP_030558037.1|DNOV	LOC6625348|XP_002051001.1|DVIR
OG0000042	LOC115760926|XP_030558361.1|DNOV, LOC115760860|XP_030558274.1|DNOV	LOC6625349|XP_002051002.1|DVIR
OG0000043	LOC115770548|XP_030571710.1|DNOV	LOC6630320|XP_002053430.1|DVIR
OG0000043	LOC115770561|XP_030571734.1|DNOV	LOC6630323|XP_002053433.1|DVIR
OG0000043	LOC115770570|XP_030571745.1|DNOV	LOC6630318|XP_002053428.2|DVIR
OG0000044	LOC115770712|XP_030571969.1|DNOV	LOC6630493|XP_002053200.1|DVIR
OG0000044	LOC115770689|XP_030571941.1|DNOV	LOC116651012|XP_032292468.1|DVIR
OG0000044	LOC115770724|XP_030571983.1|DNOV	LOC6630492|XP_002053199.1|DVIR
OG0000044	LOC115770670|XP_030571898.1|DNOV	LOC6630491|XP_002053198.1|DVIR
OG0000045	LOC115771022|XP_030572403.1|DNOV	LOC6624147|XP_002046895.1|DVIR
OG0000045	LOC115771240|XP_030572702.1|DNOV	LOC6622199|XP_002046894.1|DVIR
OG0000045	LOC115771239|XP_030572701.1|DNOV	LOC6624099|XP_002046893.1|DVIR
OG0000045	LOC115771237|XP_030572698.1|DNOV	LOC6623107|XP_002046892.1|DVIR
OG0000046	LOC115768148|XP_030568502.1|DNOV	LOC116652288|XP_032296485.1|DVIR, LOC6634418|XP_032296332.1|DVIR
OG0000046	LOC115771633|XP_030573292.1|DNOV	LOC6629466|XP_032291044.1|DVIR, LOC6629465|XP_032291038.1|DVIR
OG0000046	LOC115771634|XP_030573293.1|DNOV	LOC6629467|XP_002053883.2|DVIR
OG0000046	LOC115768146|XP_030568501.1|DNOV	LOC6634417|XP_032296431.1|DVIR
OG0000047	LOC115760745|XP_030558082.1|DNOV	LOC6624848|XP_002050849.2|DVIR
OG0000047	LOC115757956|XP_030554291.1|DNOV	LOC6626318|XP_002049525.1|DVIR
OG0000047	LOC115757840|XP_030554132.1|DNOV	LOC6626924|XP_002049538.1|DVIR
OG0000048	LOC115762856|XP_030561091.1|DNOV	LOC6623128|XP_002046219.1|DVIR
OG0000048	LOC115762855|XP_030561090.1|DNOV	LOC6623818|XP_002046218.1|DVIR
OG0000048	LOC115762848|XP_030561084.1|DNOV	LOC6623801|XP_002046214.1|DVIR
OG0000048	LOC115762847|XP_030561083.1|DNOV	LOC6623780|XP_002046212.1|DVIR
OG0000048	LOC115762857|XP_030561093.1|DNOV	LOC6623749|XP_002046215.1|DVIR
OG0000049	LOC115761458|XP_030559085.1|DNOV	LOC6632704|XP_002056037.1|DVIR
OG0000049	LOC115761547|XP_030559189.1|DNOV	LOC6632699|XP_002056032.2|DVIR
OG0000049	LOC115761542|XP_030559185.1|DNOV	LOC6632702|XP_002056035.3|DVIR
OG0000049	LOC115761399|XP_030559017.1|DNOV	LOC6632698|XP_002056031.1|DVIR
OG0000049	LOC115761457|XP_030559084.1|DNOV	LOC116650324|XP_032289598.1|DVIR
OG0000049	LOC115761552|XP_030559195.1|DNOV	LOC6632703|XP_002056036.2|DVIR
OG0000050	LOC115758280|XP_030554702.1|DNOV	LOC116651245|XP_032293110.1|DVIR
OG0000050	LOC115770327|XP_030571425.1|DNOV	LOC6622355|XP_002047925.1|DVIR
OG0000050	LOC115770328|XP_030571426.1|DNOV	LOC6622345|XP_002047924.2|DVIR
OG0000050	LOC115770326|XP_030571424.1|DNOV	LOC6622312|XP_002047926.2|DVIR
OG0000050	LOC115770322|XP_030571419.1|DNOV	LOC6622403|XP_002047934.2|DVIR
OG0000051	LOC115763752|XP_030562324.1|DNOV	LOC6633160|XP_002056609.1|DVIR
OG0000051	LOC115767886|XP_030568111.1|DNOV	LOC6632364|XP_002056725.1|DVIR
OG0000051	LOC115761373|XP_030558983.1|DNOV	LOC6630427|XP_002053739.1|DVIR
OG0000052	LOC115763778|XP_030562359.1|DNOV	LOC6633117|XP_002056591.1|DVIR
OG0000052	LOC115763892|XP_030562530.1|DNOV	LOC6633119|XP_002056593.1|DVIR
OG0000052	LOC115763891|XP_030562528.1|DNOV	LOC6633120|XP_032289606.1|DVIR
OG0000052	LOC115763777|XP_030562358.1|DNOV	LOC6633118|XP_002056592.2|DVIR
OG0000052	LOC115771518|XP_030573117.1|DNOV	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR
OG0000052	LOC115771510|XP_030573105.1|DNOV	LOC6626911|XP_002050286.2|DVIR
OG0000053	LOC115771927|XP_030573689.1|DNOV	LOC6625282|XP_002049664.3|DVIR
OG0000053	LOC115771866|XP_030573609.1|DNOV	LOC6624847|XP_002049663.1|DVIR
OG0000053	LOC115771921|XP_030573679.1|DNOV	LOC6624846|XP_002049662.1|DVIR
OG0000053	LOC115771855|XP_030573599.1|DNOV	LOC6624845|XP_002049661.1|DVIR
OG0000053	LOC115771936|XP_030573699.1|DNOV	LOC6624806|XP_002049656.1|DVIR
OG0000054	LOC115766043|XP_030565674.1|DNOV	LOC6633223|XP_002056282.1|DVIR
OG0000054	LOC115770765|XP_030572036.1|DNOV	LOC6629800|XP_002053376.1|DVIR
OG0000054	LOC115766097|XP_030565772.1|DNOV	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR
OG0000055	LOC115761433|XP_030559059.1|DNOV	LOC6632628|XP_002056105.1|DVIR
OG0000055	LOC115761408|XP_030559028.1|DNOV	LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR
OG0000056	LOC115764822|XP_030563931.1|DNOV	LOC6630825|XP_002054732.1|DVIR
OG0000056	LOC115764820|XP_030563929.1|DNOV	LOC6630824|XP_002054731.1|DVIR
OG0000056	LOC115764821|XP_030563930.1|DNOV	LOC6630956|XP_002054733.1|DVIR
OG0000058	LOC115758934|XP_030555595.1|DNOV	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR
OG0000058	LOC115758936|XP_030555597.1|DNOV	LOC6628292|XP_002051349.1|DVIR
OG0000058	LOC115758933|XP_030555594.1|DNOV	LOC6628291|XP_002051348.1|DVIR
OG0000058	LOC115758935|XP_030555596.1|DNOV	LOC6628290|XP_002051347.1|DVIR
OG0000058	LOC115766835|XP_030566732.1|DNOV	LOC6633609|XP_002056917.1|DVIR
OG0000059	LOC115764095|XP_030562808.1|DNOV	LOC6635045|XP_002058688.1|DVIR
OG0000059	LOC115764107|XP_030562822.1|DNOV	LOC6635047|XP_002058690.1|DVIR
OG0000059	LOC115764042|XP_030562742.1|DNOV	LOC6635046|XP_032295222.1|DVIR
OG0000059	LOC115764028|XP_030562719.1|DNOV	LOC6635049|XP_002058692.2|DVIR
OG0000059	LOC115764210|XP_030562960.1|DNOV	LOC6635050|XP_002058693.1|DVIR
OG0000059	LOC115764024|XP_030562715.1|DNOV	LOC6634861|XP_002058696.1|DVIR
OG0000060	LOC115768497|XP_030568943.1|DNOV	LOC6634792|XP_002058128.1|DVIR
OG0000060	LOC115768521|XP_030568971.1|DNOV	LOC6634791|XP_002058127.1|DVIR
OG0000060	LOC115760275|XP_030557406.1|DNOV	LOC6625933|XP_002048901.1|DVIR
OG0000060	LOC115767943|XP_030568181.1|DNOV	LOC6633049|XP_032289802.1|DVIR
OG0000060	LOC115765029|XP_030564252.1|DNOV	LOC6632878|XP_032289764.1|DVIR
OG0000060	LOC115767352|XP_030567464.1|DNOV	LOC6633466|XP_002057057.1|DVIR
OG0000060	LOC115759170|XP_030555902.1|DNOV	LOC6628994|XP_002052097.1|DVIR
OG0000061	LOC115763134|XP_030561437.1|DNOV	LOC6628610|XP_002052171.1|DVIR
OG0000061	LOC115763110|XP_030561414.1|DNOV	LOC6628552|XP_002052178.1|DVIR
OG0000061	LOC115763055|XP_030561340.1|DNOV	LOC6628553|XP_002052179.2|DVIR
OG0000061	LOC115763160|XP_030561472.1|DNOV	LOC6628612|XP_002052173.2|DVIR
OG0000061	LOC115763156|XP_030561467.1|DNOV	LOC6628611|XP_002052172.1|DVIR
OG0000062	LOC115766456|XP_030566248.1|DNOV	LOC6632062|XP_002055617.1|DVIR
OG0000063	LOC115770680|XP_030571925.1|DNOV	LOC6631225|XP_002053143.1|DVIR
OG0000063	LOC115770681|XP_030571926.1|DNOV	LOC6631224|XP_002053142.2|DVIR
OG0000063	LOC115770341|XP_030571439.1|DNOV	LOC6623822|XP_002047823.1|DVIR
OG0000063	LOC115770262|XP_030571339.1|DNOV	LOC26531302|XP_015031723.1|DVIR
OG0000063	LOC115770409|XP_030571530.1|DNOV	LOC6623725|XP_002047822.1|DVIR
OG0000063	LOC115770342|XP_030571440.1|DNOV	LOC6623782|XP_015030590.1|DVIR
OG0000064	LOC115758842|XP_030555482.1|DNOV	LOC6628665|XP_002051821.1|DVIR
OG0000065	LOC115771835|XP_030573576.1|DNOV	LOC6629926|XP_002054327.2|DVIR
OG0000065	LOC115759592|XP_030556422.1|DNOV	LOC26531282|XP_032295178.1|DVIR
OG0000065	LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV	LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR
OG0000065	LOC115772094|XP_030573915.1|DNOV	LOC6630377|XP_002054352.2|DVIR
OG0000065	LOC115763851|XP_030562484.1|DNOV	LOC6625225|XP_002050105.1|DVIR
OG0000065	LOC115767459|XP_030567624.1|DNOV	LOC6624840|XP_032293153.1|DVIR
OG0000065	LOC115767413|XP_030567549.1|DNOV	LOC6624839|XP_002049183.2|DVIR
OG0000066	LOC115769505|XP_030570196.1|DNOV	LOC6622764|XP_032291360.1|DVIR
OG0000066	LOC115767618|XP_030567778.1|DNOV	LOC6633501|XP_002056825.1|DVIR
OG0000066	LOC115759113|XP_030555815.1|DNOV	LOC6629133|XP_002051575.1|DVIR
OG0000066	LOC115766084|XP_030565752.1|DNOV	LOC6632483|XP_002056296.1|DVIR
OG0000066	LOC115765364|XP_030564745.1|DNOV	LOC6631952|XP_002055404.1|DVIR
OG0000066	LOC115768347|XP_030568771.1|DNOV	LOC6636077|XP_002059608.1|DVIR
OG0000067	LOC115761742|XP_030559494.1|DNOV	LOC6632379|XP_002056002.1|DVIR
OG0000067	LOC115769783|XP_030570610.1|DNOV	LOC6623824|XP_002047391.1|DVIR
OG0000067	LOC115762160|XP_030560137.1|DNOV	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR
OG0000067	LOC115769836|XP_030570670.1|DNOV	LOC6623938|XP_002047390.1|DVIR
OG0000067	LOC115770913|XP_030572222.1|DNOV	LOC6623911|XP_002046867.1|DVIR
OG0000068	LOC115766532|XP_030566358.1|DNOV	LOC6626486|XP_015029513.1|DVIR
OG0000068	LOC115765365|XP_030564748.1|DNOV	LOC6631686|XP_032295536.1|DVIR
OG0000069	LOC115764506|XP_030563456.1|DNOV	LOC6627146|XP_002048958.2|DVIR
OG0000070	LOC115758973|XP_030555636.1|DNOV	LOC6628714|XP_002051332.1|DVIR
OG0000070	LOC115765204|XP_030564504.1|DNOV	LOC6631435|XP_002054957.2|DVIR
OG0000070	LOC115759073|XP_030555762.1|DNOV	LOC6628614|XP_002051334.1|DVIR
OG0000070	LOC115758728|XP_030555341.1|DNOV	LOC6628613|XP_002051333.1|DVIR
OG0000071	LOC115767110|XP_030567126.1|DNOV	LOC6623560|XP_002048623.2|DVIR
OG0000071	LOC115771374|XP_030572918.1|DNOV	LOC6622067|XP_002047717.2|DVIR
OG0000071	LOC115771373|XP_030572916.1|DNOV	LOC6622389|XP_032290781.1|DVIR
OG0000071	LOC115771375|XP_030572919.1|DNOV	LOC116650646|XP_032290782.1|DVIR
OG0000072	LOC115762189|XP_030560172.1|DNOV	LOC6635857|XP_002059479.1|DVIR
OG0000072	LOC115760700|XP_030558025.1|DNOV	LOC6627108|XP_002050848.2|DVIR
OG0000072	LOC115760737|XP_030558073.1|DNOV	LOC6627106|XP_002050846.1|DVIR
OG0000073	LOC115757880|XP_030554180.1|DNOV	LOC6625785|XP_002049583.1|DVIR
OG0000073	LOC115764211|XP_030562961.1|DNOV	LOC6635019|XP_015024910.1|DVIR
OG0000074	LOC115767646|XP_030567793.1|DNOV	LOC116650728|XP_032291099.1|DVIR
OG0000074	LOC115767642|XP_030567789.1|DNOV	LOC6624120|XP_002046531.3|DVIR
OG0000074	LOC115771062|XP_030572474.1|DNOV	LOC6623893|XP_002046826.2|DVIR
OG0000075	LOC115770432|XP_030571562.1|DNOV	LOC6623483|XP_002048200.1|DVIR
OG0000075	LOC115770426|XP_030571554.1|DNOV	LOC6623521|XP_002048202.1|DVIR
OG0000075	LOC115770110|XP_030571087.1|DNOV	LOC6622654|XP_002048201.1|DVIR
OG0000075	LOC115770275|XP_030571359.1|DNOV	LOC6622714|XP_002048203.1|DVIR
OG0000075	LOC115770445|XP_030571581.1|DNOV	LOC6622627|XP_002048199.1|DVIR
OG0000076	LOC115766967|XP_030566920.1|DNOV	LOC6636598|XP_015023834.1|DVIR
OG0000076	LOC115763785|XP_030562365.1|DNOV	LOC6633207|XP_015026204.1|DVIR
OG0000076	LOC115763786|XP_030562373.1|DNOV	LOC6633206|XP_032289829.1|DVIR
OG0000076	LOC115766325|XP_030566076.1|DNOV	LOC6632148|XP_002055757.3|DVIR
OG0000076	LOC115765287|XP_030564637.1|DNOV	LOC6631560|XP_002055437.1|DVIR
OG0000077	LOC115765531|XP_030565013.1|DNOV	LOC6627101|XP_002049944.1|DVIR
OG0000077	LOC115761940|XP_030559834.1|DNOV	LOC6629945|XP_002053003.1|DVIR
OG0000077	LOC115757826|XP_030554110.1|DNOV	LOC6624992|XP_002049450.1|DVIR
OG0000077	LOC115759443|XP_030556224.1|DNOV	LOC6631157|XP_002054511.2|DVIR
OG0000078	LOC115767483|XP_030567650.1|DNOV	LOC6625190|XP_002049123.3|DVIR
OG0000078	LOC115767481|XP_030567645.1|DNOV	LOC26531397|XP_015030323.1|DVIR
OG0000078	LOC115767473|XP_030567638.1|DNOV	LOC6625191|XP_002049124.2|DVIR
OG0000078	LOC115770100|XP_030571073.1|DNOV	LOC6622767|XP_002048006.1|DVIR
OG0000078	LOC115761731|XP_030559475.1|DNOV	LOC6632525|XP_002056424.2|DVIR
OG0000078	LOC115764426|XP_030563287.1|DNOV	LOC6632017|XP_002055232.3|DVIR
OG0000078	LOC115767246|XP_030567310.1|DNOV	LOC6631517|XP_002055314.1|DVIR
OG0000079	LOC115760029|XP_030557056.1|DNOV	LOC26531450|XP_015028936.1|DVIR
OG0000079	LOC115760320|XP_030557468.1|DNOV	LOC116651562|XP_032294074.1|DVIR
OG0000079	LOC115760319|XP_030557467.1|DNOV, LOC115760318|XP_030557466.1|DNOV	LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR
OG0000079	LOC115759928|XP_030556925.1|DNOV	LOC6628022|XP_002052522.2|DVIR
OG0000079	LOC115760195|XP_030557285.1|DNOV	LOC6628021|XP_002052521.1|DVIR
OG0000080	LOC115762483|XP_030560581.1|DNOV	LOC6635875|XP_002059348.1|DVIR
OG0000080	LOC115766550|XP_030566385.1|DNOV	LOC6625499|XP_002049016.1|DVIR
OG0000081	LOC115769469|XP_030570143.1|DNOV	LOC6622786|XP_002047047.2|DVIR
OG0000082	LOC115760531|XP_030557814.1|DNOV	LOC6624944|XP_002050224.1|DVIR
OG0000082	LOC115771876|XP_030573620.1|DNOV	LOC6631012|XP_032295246.1|DVIR
OG0000082	LOC115764022|XP_030562714.1|DNOV	LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC115771570|XP_030573183.1|DNOV	LOC6624533|XP_002047646.1|DVIR
OG0000083	LOC115763288|XP_030561633.1|DNOV	LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC115759698|XP_030556562.1|DNOV	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC115760890|XP_030558315.1|DNOV	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC115764646|XP_030563684.1|DNOV	LOC6625945|XP_015029990.1|DVIR
OG0000085	LOC115764670|XP_030563721.1|DNOV	LOC6625946|XP_002050343.1|DVIR
OG0000086	LOC115761105|XP_030558592.1|DNOV	LOC6625022|XP_002050781.1|DVIR
OG0000086	LOC115761104|XP_030558591.1|DNOV	LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC115759965|XP_030556974.1|DNOV	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC115763574|XP_030562052.1|DNOV	LOC6633896|XP_002057589.1|DVIR
OG0000087	LOC115763556|XP_030562035.1|DNOV	LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC115758292|XP_030554718.1|DNOV	LOC6624854|XP_002049202.1|DVIR
OG0000088	LOC115758633|XP_030555227.1|DNOV	LOC6628498|XP_002051493.2|DVIR
OG0000088	LOC115766362|XP_030566125.1|DNOV	LOC6623155|XP_015030407.1|DVIR
OG0000088	LOC115769943|XP_030570850.1|DNOV	LOC26531309|XP_015031726.1|DVIR
OG0000088	LOC115766373|XP_030566137.1|DNOV	LOC6623099|XP_002048556.1|DVIR
OG0000089	LOC115759581|XP_030556409.1|DNOV	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC115760358|XP_030557507.1|DNOV	LOC6635266|XP_002058736.2|DVIR
OG0000089	LOC115769774|XP_030570599.1|DNOV	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC115758299|XP_030554725.1|DNOV	LOC6625113|XP_002049287.1|DVIR
OG0000090	LOC115758298|XP_030554724.1|DNOV	LOC6625413|XP_002049290.1|DVIR
OG0000090	LOC115765820|XP_030565404.1|DNOV	LOC6622878|XP_002046497.1|DVIR
OG0000090	LOC115766045|XP_030565682.1|DNOV	LOC6623278|XP_002048567.1|DVIR
OG0000090	LOC115769503|XP_030570188.1|DNOV	LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC115757670|XP_030553848.1|DNOV	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC115759049|XP_030555733.1|DNOV	LOC6627714|XP_002051636.1|DVIR
OG0000091	LOC115761273|XP_030558848.1|DNOV	LOC6632846|XP_002056244.1|DVIR
OG0000091	LOC115761272|XP_030558847.1|DNOV	LOC6632847|XP_002056245.1|DVIR
OG0000092	LOC115766069|XP_030565732.1|DNOV	LOC6630632|XP_002053630.3|DVIR
OG0000092	LOC115766167|XP_030565870.1|DNOV	LOC6630635|XP_002053633.1|DVIR
OG0000092	LOC115766082|XP_030565748.1|DNOV	LOC6630634|XP_002053632.1|DVIR
OG0000093	LOC115758323|XP_030554750.1|DNOV	LOC6627672|XP_002051948.1|DVIR
OG0000093	LOC115767804|XP_030567996.1|DNOV	LOC6631541|XP_002055065.2|DVIR
OG0000094	LOC115770336|XP_030571434.1|DNOV	LOC6623745|XP_002047834.1|DVIR
OG0000094	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000096	LOC115761336|XP_030558933.1|DNOV	LOC6633088|XP_002056271.1|DVIR
OG0000096	LOC115761351|XP_030558956.1|DNOV	LOC6633047|XP_002056270.1|DVIR
OG0000096	LOC115761323|XP_030558916.1|DNOV	LOC6633089|XP_002056272.1|DVIR
OG0000096	LOC115759222|XP_030555977.1|DNOV	LOC6628330|XP_002051202.1|DVIR
OG0000098	LOC115763976|XP_030562641.1|DNOV	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR
OG0000099	LOC115758025|XP_030554389.1|DNOV	LOC6626032|XP_002049608.1|DVIR
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC6633490|XP_015025434.1|DVIR
OG0000100	LOC115758695|XP_030555303.1|DNOV	LOC26530999|XP_015030268.1|DVIR
OG0000100	LOC115763747|XP_030562311.1|DNOV	LOC6632993|XP_015025819.1|DVIR
OG0000100	LOC115759484|XP_030556280.1|DNOV	LOC6629837|XP_002054537.2|DVIR
OG0000100	LOC115764748|XP_030563827.1|DNOV	LOC6630168|XP_002054788.2|DVIR
OG0000100	LOC115764746|XP_030563824.1|DNOV	LOC6630166|XP_015026846.1|DVIR
OG0000100	LOC115764705|XP_030563763.1|DNOV	LOC6630165|XP_002054785.1|DVIR
OG0000101	LOC115769895|XP_030570771.1|DNOV	LOC6622499|XP_032291169.1|DVIR
OG0000101	LOC115769861|XP_030570719.1|DNOV	LOC6622530|XP_015030654.1|DVIR
OG0000101	LOC115769416|XP_030570083.1|DNOV	LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR
OG0000101	LOC115769860|XP_030570709.1|DNOV	LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC115771233|XP_030572694.1|DNOV	LOC6623591|XP_002046807.1|DVIR
OG0000103	LOC115771230|XP_030572692.1|DNOV	LOC6623698|XP_002046808.1|DVIR
OG0000103	LOC115771232|XP_030572693.1|DNOV	LOC6623703|XP_002046809.1|DVIR
OG0000103	LOC115762233|XP_030560233.1|DNOV	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC115762610|XP_030560765.1|DNOV	LOC6623499|XP_002046233.3|DVIR
OG0000104	LOC115763001|XP_030561251.1|DNOV	LOC6634072|XP_002057874.1|DVIR
OG0000104	LOC115762611|XP_030560767.1|DNOV	LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC115763410|XP_030561820.1|DNOV	LOC6634229|XP_002057740.1|DVIR
OG0000105	LOC115766038|XP_030565668.1|DNOV	LOC6631244|XP_002053645.1|DVIR
OG0000105	LOC115766116|XP_030565797.1|DNOV	LOC6631241|XP_032293557.1|DVIR
OG0000107	LOC115762473|XP_030560555.1|DNOV	LOC6626882|XP_002049719.3|DVIR
OG0000107	LOC115766524|XP_030566351.1|DNOV	LOC6624939|XP_002049038.3|DVIR
OG0000107	LOC115766525|XP_030566352.1|DNOV	LOC6624938|XP_032293158.1|DVIR
OG0000107	LOC115766523|XP_030566350.1|DNOV	LOC26530451|XP_015030202.1|DVIR
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC6628484|XP_002052031.2|DVIR
OG0000109	LOC115758763|XP_030555384.1|DNOV	LOC6628432|XP_002052040.2|DVIR
OG0000109	LOC115759000|XP_030555661.1|DNOV	LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC115771207|XP_030572667.1|DNOV	LOC6622405|XP_002046654.1|DVIR
OG0000110	LOC115771206|XP_030572666.1|DNOV	LOC6622336|XP_032291383.1|DVIR
OG0000110	LOC115771081|XP_030572492.1|DNOV	LOC6622410|XP_002046655.1|DVIR
OG0000110	LOC115771102|XP_030572522.1|DNOV	LOC6622454|XP_002046656.2|DVIR
OG0000110	LOC115771159|XP_030572591.1|DNOV	LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC115767450|XP_030567608.1|DNOV	LOC6625186|XP_002049119.1|DVIR
OG0000111	LOC115767471|XP_030567636.1|DNOV	LOC6624898|XP_002049116.1|DVIR
OG0000111	LOC115766597|XP_030566444.1|DNOV	LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC115766378|XP_030566142.1|DNOV	LOC6631730|XP_002055577.1|DVIR
OG0000112	LOC115766361|XP_030566121.1|DNOV	LOC6631731|XP_002055578.1|DVIR
OG0000112	LOC115764351|XP_030563169.1|DNOV	LOC6632015|XP_002055230.1|DVIR
OG0000112	LOC115764305|XP_030563103.1|DNOV	LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC115761208|XP_030558753.1|DNOV	LOC26530946|XP_015024980.1|DVIR
OG0000113	LOC115768193|XP_030568568.1|DNOV	LOC6622156|XP_002048476.2|DVIR
OG0000113	LOC115768345|XP_030568769.1|DNOV	LOC6631790|XP_002055369.2|DVIR
OG0000113	LOC115766418|XP_030566199.1|DNOV	LOC6633853|XP_002057376.2|DVIR
OG0000114	LOC115759690|XP_030556543.1|DNOV	LOC6627890|XP_002052296.1|DVIR
OG0000114	LOC115759688|XP_030556541.1|DNOV	LOC6627889|XP_002052295.1|DVIR
OG0000114	LOC115759689|XP_030556542.1|DNOV	LOC6627888|XP_002052294.1|DVIR
OG0000116	LOC115770882|XP_030572176.1|DNOV	LOC6630742|XP_002053203.1|DVIR
OG0000116	LOC115770658|XP_030571884.1|DNOV	LOC6630740|XP_002053201.1|DVIR
OG0000117	LOC115769303|XP_030569891.1|DNOV	LOC6633971|XP_002057479.1|DVIR
OG0000117	LOC115769305|XP_030569893.1|DNOV	LOC6633970|XP_002057478.1|DVIR
OG0000117	LOC115769308|XP_030569897.1|DNOV	LOC6633968|XP_002057476.1|DVIR
OG0000117	LOC115769307|XP_030569896.1|DNOV	LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC115758561|XP_030555129.1|DNOV	LOC6627951|XP_002051424.1|DVIR
