Orthogroup	DNOV.longest_only	DKIK.longest_only
OG0000052	LOC115771518|XP_030573117.1|DNOV	LOC108082278|XP_017033098.1|DKIK
OG0000052	LOC115771510|XP_030573105.1|DNOV	LOC108082558|XP_017033497.1|DKIK
OG0000053	LOC115771927|XP_030573689.1|DNOV	LOC108070784|XP_017016873.1|DKIK
OG0000053	LOC115771866|XP_030573609.1|DNOV	LOC108070783|XP_017016872.1|DKIK
OG0000053	LOC115771921|XP_030573679.1|DNOV	LOC108070782|XP_017016871.1|DKIK
OG0000053	LOC115771855|XP_030573599.1|DNOV	LOC108070781|XP_017016869.1|DKIK
OG0000053	LOC115771936|XP_030573699.1|DNOV	LOC108070786|XP_017016875.1|DKIK
OG0000054	LOC115766043|XP_030565674.1|DNOV	LOC108081173|XP_017031718.1|DKIK
OG0000054	LOC115770765|XP_030572036.1|DNOV	LOC108080878|XP_017031270.1|DKIK, LOC108080879|XP_017031271.1|DKIK
OG0000054	LOC115766097|XP_030565772.1|DNOV	LOC108081160|XP_017031693.1|DKIK, LOC108081159|XP_017031690.1|DKIK
OG0000055	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV	LOC108085846|XP_017038093.1|DKIK
OG0000055	LOC115761644|XP_030559338.1|DNOV	LOC108085865|XP_017038112.1|DKIK
OG0000056	LOC115764820|XP_030563929.1|DNOV	LOC108071295|XP_017017484.1|DKIK
OG0000056	LOC115764821|XP_030563930.1|DNOV	LOC108071299|XP_017017488.1|DKIK, LOC108071298|XP_017017487.1|DKIK, LOC108071296|XP_017017485.1|DKIK
OG0000058	LOC115758934|XP_030555595.1|DNOV	LOC108084972|XP_017036881.1|DKIK, LOC108082757|XP_017033763.1|DKIK
OG0000058	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV	LOC108082758|XP_017033764.1|DKIK
OG0000058	LOC115766835|XP_030566732.1|DNOV	LOC108070811|XP_017016903.1|DKIK
OG0000059	LOC115764095|XP_030562808.1|DNOV	LOC108085570|XP_017037699.1|DKIK
OG0000059	LOC115764107|XP_030562822.1|DNOV	LOC108085569|XP_017037698.1|DKIK, LOC108085567|XP_017037695.1|DKIK
OG0000059	LOC115764042|XP_030562742.1|DNOV	LOC108085562|XP_017037690.1|DKIK
OG0000059	LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV	LOC108085559|XP_017037687.1|DKIK
OG0000060	LOC115768521|XP_030568971.1|DNOV	LOC108080522|XP_017030803.1|DKIK
OG0000060	LOC115760275|XP_030557406.1|DNOV	LOC108085335|XP_017037380.1|DKIK
OG0000060	LOC115767943|XP_030568181.1|DNOV	LOC108075427|XP_017023341.1|DKIK
OG0000060	LOC115765029|XP_030564252.1|DNOV	LOC108085322|XP_017037367.1|DKIK
OG0000060	LOC115767352|XP_030567464.1|DNOV	LOC108076086|XP_017024289.1|DKIK
OG0000060	LOC115759170|XP_030555902.1|DNOV	LOC108077343|XP_017026120.1|DKIK
OG0000061	LOC115763134|XP_030561437.1|DNOV	LOC108086185|XP_017038537.1|DKIK
OG0000061	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV	LOC108086197|XP_017038548.1|DKIK, LOC108086180|XP_017038532.1|DKIK, LOC108086179|XP_017038531.1|DKIK, LOC108086178|XP_017038530.1|DKIK
OG0000061	LOC115763160|XP_030561472.1|DNOV	LOC108086191|XP_017038544.1|DKIK
OG0000061	LOC115763156|XP_030561467.1|DNOV	LOC108086182|XP_017038533.1|DKIK
OG0000062	LOC115766456|XP_030566248.1|DNOV	LOC108071778|XP_017018123.1|DKIK
OG0000062	LOC115763354|XP_030561739.1|DNOV	LOC108082791|XP_017033825.1|DKIK, LOC108082790|XP_017033824.1|DKIK
OG0000063	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK, LOC108071304|XP_017017500.1|DKIK
OG0000063	LOC115770341|XP_030571439.1|DNOV	LOC108071602|XP_017017872.1|DKIK
OG0000063	LOC115770262|XP_030571339.1|DNOV	LOC108071633|XP_017017906.1|DKIK
OG0000063	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV	LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK
OG0000065	LOC115771835|XP_030573576.1|DNOV	LOC108077717|XP_017026657.1|DKIK
OG0000065	LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV	LOC108077718|XP_017026658.1|DKIK, LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK, LOC108077800|XP_017026803.1|DKIK, LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK
OG0000066	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV	LOC108080484|XP_017030727.1|DKIK, LOC108077666|XP_017026575.1|DKIK
OG0000066	LOC115759113|XP_030555815.1|DNOV	LOC108081852|XP_017032582.1|DKIK
OG0000066	LOC115766084|XP_030565752.1|DNOV	LOC108080961|XP_017031364.1|DKIK
OG0000066	LOC115765364|XP_030564745.1|DNOV	LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK
OG0000066	LOC115768347|XP_030568771.1|DNOV	LOC108072837|XP_017019618.1|DKIK
OG0000067	LOC115761742|XP_030559494.1|DNOV	LOC108084848|XP_017036716.1|DKIK
OG0000067	LOC115769783|XP_030570610.1|DNOV	LOC108085996|XP_017038286.1|DKIK
OG0000067	LOC115762160|XP_030560137.1|DNOV	LOC108077943|XP_017026970.1|DKIK
OG0000067	LOC115769836|XP_030570670.1|DNOV	LOC108085995|XP_017038285.1|DKIK
OG0000067	LOC115770913|XP_030572222.1|DNOV	LOC108071874|XP_017018291.1|DKIK
OG0000068	LOC115766532|XP_030566358.1|DNOV	LOC108084117|XP_017035637.1|DKIK
OG0000068	LOC115765365|XP_030564748.1|DNOV	LOC108074164|XP_017021563.1|DKIK
OG0000069	LOC115764506|XP_030563456.1|DNOV	LOC108072243|XP_017018793.1|DKIK
OG0000070	LOC115758973|XP_030555636.1|DNOV	LOC108082879|XP_017033949.1|DKIK
OG0000070	LOC115765204|XP_030564504.1|DNOV	LOC108076002|XP_017024145.1|DKIK
OG0000070	LOC115759073|XP_030555762.1|DNOV	LOC108082683|XP_017033673.1|DKIK
OG0000070	LOC115758728|XP_030555341.1|DNOV	LOC108082714|XP_017033711.1|DKIK
OG0000071	LOC115767110|XP_030567126.1|DNOV	LOC108073779|XP_017021035.1|DKIK
OG0000071	LOC115771374|XP_030572918.1|DNOV	LOC108070385|XP_017016325.1|DKIK
OG0000071	LOC115771373|XP_030572916.1|DNOV	LOC108070384|XP_017016324.1|DKIK
OG0000071	LOC115771375|XP_030572919.1|DNOV	LOC108070386|XP_017016326.1|DKIK
OG0000072	LOC115760700|XP_030558025.1|DNOV	LOC108076540|XP_017024942.1|DKIK
OG0000072	LOC115760737|XP_030558073.1|DNOV	LOC108076135|XP_017024352.1|DKIK
OG0000073	LOC115757880|XP_030554180.1|DNOV	LOC108082462|XP_017033327.1|DKIK
OG0000073	LOC115764211|XP_030562961.1|DNOV	LOC108075433|XP_017023346.1|DKIK
OG0000074	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV	LOC108071625|XP_017017896.1|DKIK
OG0000074	LOC115771062|XP_030572474.1|DNOV	LOC108071877|XP_017018294.1|DKIK
OG0000075	LOC115770432|XP_030571562.1|DNOV	LOC108078729|XP_017028220.1|DKIK
OG0000075	LOC115770426|XP_030571554.1|DNOV	LOC108078805|XP_017028362.1|DKIK
OG0000075	LOC115770110|XP_030571087.1|DNOV	LOC108078731|XP_017028222.1|DKIK
OG0000076	LOC115766967|XP_030566920.1|DNOV	LOC108078964|XP_017028614.1|DKIK
OG0000076	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV	LOC108085608|XP_017037769.1|DKIK, LOC108085599|XP_017037755.1|DKIK
OG0000076	LOC115766325|XP_030566076.1|DNOV	LOC108085219|XP_017037239.1|DKIK
OG0000076	LOC115765287|XP_030564637.1|DNOV	LOC108085227|XP_017037254.1|DKIK
OG0000077	LOC115765531|XP_030565013.1|DNOV	LOC108076740|XP_017025218.1|DKIK
OG0000077	LOC115761940|XP_030559834.1|DNOV	LOC108073492|XP_017020640.1|DKIK
OG0000077	LOC115757826|XP_030554110.1|DNOV	LOC108070868|XP_017016990.1|DKIK
OG0000077	LOC115759443|XP_030556224.1|DNOV	LOC108077758|XP_017026727.1|DKIK
OG0000078	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV	LOC108082104|XP_017032889.1|DKIK
OG0000078	LOC115770100|XP_030571073.1|DNOV	LOC108083237|XP_017034431.1|DKIK
OG0000078	LOC115761731|XP_030559475.1|DNOV	LOC108084091|XP_017035604.1|DKIK
OG0000078	LOC115764426|XP_030563287.1|DNOV	LOC108080166|XP_017030300.1|DKIK
OG0000078	LOC115767246|XP_030567310.1|DNOV	LOC108083371|XP_017034605.1|DKIK
OG0000079	LOC115759928|XP_030556925.1|DNOV	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK
OG0000079	LOC115760195|XP_030557285.1|DNOV	LOC108086076|XP_017038383.1|DKIK
OG0000080	LOC115762483|XP_030560581.1|DNOV	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK
OG0000080	LOC115766550|XP_030566385.1|DNOV	LOC108076175|XP_017024395.1|DKIK
OG0000081	LOC115769469|XP_030570143.1|DNOV	LOC108073934|XP_017021227.1|DKIK
OG0000082	LOC115760531|XP_030557814.1|DNOV	LOC108076521|XP_017024919.1|DKIK
OG0000082	LOC115771876|XP_030573620.1|DNOV	LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK
OG0000082	LOC115764022|XP_030562714.1|DNOV	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK
OG0000083	LOC115771570|XP_030573183.1|DNOV	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK
OG0000083	LOC115763288|XP_030561633.1|DNOV	LOC108077101|XP_017025775.1|DKIK
OG0000084	LOC115759698|XP_030556562.1|DNOV	LOC108082570|XP_017033516.1|DKIK
OG0000084	LOC115760890|XP_030558315.1|DNOV	LOC108073008|XP_017019953.1|DKIK
OG0000085	LOC115764646|XP_030563684.1|DNOV	LOC108078118|XP_017027223.1|DKIK
OG0000086	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV	LOC108076785|XP_017025280.1|DKIK
OG0000087	LOC115759965|XP_030556974.1|DNOV	LOC108081995|XP_017032728.1|DKIK
OG0000087	LOC115763574|XP_030562052.1|DNOV	LOC108077379|XP_017026162.1|DKIK
OG0000087	LOC115763556|XP_030562035.1|DNOV	LOC108081987|XP_017032714.1|DKIK
OG0000088	LOC115758292|XP_030554718.1|DNOV	LOC108076386|XP_017024698.1|DKIK
OG0000088	LOC115758633|XP_030555227.1|DNOV	LOC108085237|XP_017037265.1|DKIK
OG0000088	LOC115766362|XP_030566125.1|DNOV	LOC108073869|XP_017021143.1|DKIK
OG0000088	LOC115769943|XP_030570850.1|DNOV	LOC108076406|XP_017024734.1|DKIK
OG0000088	LOC115766373|XP_030566137.1|DNOV	LOC108073878|XP_017021152.1|DKIK
OG0000089	LOC115759581|XP_030556409.1|DNOV	LOC108081135|XP_017031645.1|DKIK
OG0000089	LOC115760358|XP_030557507.1|DNOV	LOC108075612|XP_017023634.1|DKIK
OG0000089	LOC115769774|XP_030570599.1|DNOV	LOC108078680|XP_017028115.1|DKIK
OG0000090	LOC115758299|XP_030554725.1|DNOV	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK
OG0000090	LOC115758298|XP_030554724.1|DNOV	LOC108077947|XP_017026974.1|DKIK
OG0000090	LOC115765820|XP_030565404.1|DNOV	LOC108078973|XP_017028631.1|DKIK
OG0000090	LOC115769503|XP_030570188.1|DNOV	LOC108071532|XP_017017793.1|DKIK
OG0000091	LOC115757670|XP_030553848.1|DNOV	LOC108075739|XP_017023776.1|DKIK
OG0000091	LOC115759049|XP_030555733.1|DNOV	LOC108082079|XP_017032861.1|DKIK
OG0000091	LOC115761273|XP_030558848.1|DNOV	LOC108081166|XP_017031709.1|DKIK
OG0000091	LOC115761272|XP_030558847.1|DNOV	LOC108081243|XP_017031811.1|DKIK
OG0000092	LOC115766069|XP_030565732.1|DNOV	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK
OG0000092	LOC115766167|XP_030565870.1|DNOV	LOC108071264|XP_017017444.1|DKIK
OG0000092	LOC115766082|XP_030565748.1|DNOV	LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK
OG0000093	LOC115758323|XP_030554750.1|DNOV	LOC108079645|XP_017029525.1|DKIK
OG0000093	LOC115767804|XP_030567996.1|DNOV	LOC108074155|XP_017021548.1|DKIK
OG0000094	LOC115770336|XP_030571434.1|DNOV	LOC108071561|XP_017017831.1|DKIK
OG0000094	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK
OG0000096	LOC115761336|XP_030558933.1|DNOV	LOC108082873|XP_017033940.1|DKIK
OG0000096	LOC115761351|XP_030558956.1|DNOV	LOC108075861|XP_017023944.1|DKIK
OG0000096	LOC115761323|XP_030558916.1|DNOV	LOC108085902|XP_017038160.1|DKIK
OG0000096	LOC115759222|XP_030555977.1|DNOV	LOC108082876|XP_017033946.1|DKIK
OG0000098	LOC115763976|XP_030562641.1|DNOV	LOC108077716|XP_017026656.1|DKIK
OG0000099	LOC115758025|XP_030554389.1|DNOV	LOC108083427|XP_017034672.1|DKIK
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC108083422|XP_017034666.1|DKIK
OG0000100	LOC115758695|XP_030555303.1|DNOV	LOC108076209|XP_017024435.1|DKIK
OG0000100	LOC115763747|XP_030562311.1|DNOV	LOC108077662|XP_017026570.1|DKIK
OG0000100	LOC115759484|XP_030556280.1|DNOV, LOC115764748|XP_030563827.1|DNOV	LOC108075976|XP_017024117.1|DKIK
OG0000100	LOC115764746|XP_030563824.1|DNOV	LOC108079993|XP_017030051.1|DKIK, LOC108076030|XP_017024178.1|DKIK
OG0000101	LOC115769895|XP_030570771.1|DNOV	LOC108083700|XP_017035084.1|DKIK
OG0000101	LOC115769417|XP_030570084.1|DNOV	LOC108083701|XP_017035085.1|DKIK
OG0000101	LOC115769861|XP_030570719.1|DNOV	LOC108083696|XP_017035073.1|DKIK
OG0000101	LOC115769416|XP_030570083.1|DNOV	LOC108083702|XP_017035086.1|DKIK
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC108073007|XP_017019952.1|DKIK
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC108078325|XP_017027613.1|DKIK
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK
OG0000103	LOC115771232|XP_030572693.1|DNOV	LOC108071951|XP_017018407.1|DKIK
OG0000103	LOC115762233|XP_030560233.1|DNOV	LOC108072142|XP_017018672.1|DKIK
OG0000104	LOC115762610|XP_030560765.1|DNOV	LOC108071553|XP_017017820.1|DKIK
OG0000104	LOC115763001|XP_030561251.1|DNOV	LOC108082132|XP_017032923.1|DKIK
OG0000104	LOC115762611|XP_030560767.1|DNOV	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK
OG0000105	LOC115763410|XP_030561820.1|DNOV	LOC108084017|XP_017035519.1|DKIK
OG0000105	LOC115766038|XP_030565668.1|DNOV	LOC108080884|XP_017031275.1|DKIK
OG0000105	LOC115766116|XP_030565797.1|DNOV	LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK
OG0000107	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV	LOC108072231|XP_017018782.1|DKIK, LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK, LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK
OG0000109	LOC115759000|XP_030555661.1|DNOV	LOC108077298|XP_017026067.1|DKIK
OG0000110	LOC115771207|XP_030572667.1|DNOV	LOC108078140|XP_017027262.1|DKIK
OG0000110	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV	LOC108078152|XP_017027292.1|DKIK
OG0000110	LOC115771102|XP_030572522.1|DNOV	LOC108078144|XP_017027276.1|DKIK
OG0000110	LOC115771159|XP_030572591.1|DNOV	LOC108078161|XP_017027305.1|DKIK
OG0000111	LOC115767450|XP_030567608.1|DNOV	LOC108082105|XP_017032890.1|DKIK
OG0000111	LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	LOC108082108|XP_017032897.1|DKIK
OG0000112	LOC115766378|XP_030566142.1|DNOV	LOC108085943|XP_017038219.1|DKIK
OG0000112	LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV	LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK
OG0000113	LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV	LOC108070647|XP_017016704.1|DKIK
OG0000114	LOC115759690|XP_030556543.1|DNOV	LOC108082011|XP_017032755.1|DKIK
OG0000114	LOC115759688|XP_030556541.1|DNOV	LOC108082009|XP_017032753.1|DKIK
OG0000114	LOC115759689|XP_030556542.1|DNOV	LOC108082010|XP_017032754.1|DKIK
OG0000116	LOC115770882|XP_030572176.1|DNOV	LOC108071262|XP_017017439.1|DKIK
OG0000116	LOC115770658|XP_030571884.1|DNOV	LOC108072007|XP_017018473.1|DKIK, LOC108076606|XP_017025010.1|DKIK, LOC108071989|XP_017018452.1|DKIK
OG0000117	LOC115769301|XP_030569889.1|DNOV	LOC108085279|XP_017037320.1|DKIK
OG0000117	LOC115769303|XP_030569891.1|DNOV	LOC108085280|XP_017037321.1|DKIK
OG0000117	LOC115769305|XP_030569893.1|DNOV	LOC108085261|XP_017037300.1|DKIK
OG0000118	LOC115758561|XP_030555129.1|DNOV	LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK
OG0000119	LOC115761228|XP_030558777.1|DNOV	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK
OG0000119	LOC115761623|XP_030559312.1|DNOV	LOC108084013|XP_017035515.1|DKIK
OG0000119	LOC115761429|XP_030559055.1|DNOV	LOC108084109|XP_017035624.1|DKIK
OG0000120	LOC115768766|XP_030569316.1|DNOV	LOC108076008|XP_017024152.1|DKIK
OG0000120	LOC115765330|XP_030564696.1|DNOV	LOC108073105|XP_017020084.1|DKIK
OG0000120	LOC115765552|XP_030565044.1|DNOV	LOC108082906|XP_017033978.1|DKIK
OG0000120	LOC115762695|XP_030560877.1|DNOV	LOC108083606|XP_017034966.1|DKIK
OG0000121	LOC115764363|XP_030563185.1|DNOV	LOC108071718|XP_017018030.1|DKIK
OG0000121	LOC115771803|XP_030573534.1|DNOV	LOC108077632|XP_017026534.1|DKIK, LOC108077631|XP_017026533.1|DKIK
OG0000121	LOC115771900|XP_030573645.1|DNOV	LOC108077895|XP_017026922.1|DKIK, LOC108077893|XP_017026919.1|DKIK
OG0000122	LOC115763181|XP_030561499.1|DNOV	LOC108074529|XP_017022095.1|DKIK
OG0000122	LOC115767044|XP_030567034.1|DNOV	LOC108074147|XP_017021535.1|DKIK
OG0000122	LOC115762161|XP_030560138.1|DNOV	LOC108078069|XP_017027122.1|DKIK
OG0000122	LOC115759056|XP_030555741.1|DNOV	LOC108086046|XP_017038354.1|DKIK
OG0000123	LOC115759448|XP_030556240.1|DNOV	LOC108076393|XP_017024719.1|DKIK
OG0000123	LOC115763740|XP_030562303.1|DNOV	LOC108080459|XP_017030684.1|DKIK
OG0000124	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV	LOC108076347|XP_017024629.1|DKIK
OG0000124	LOC115764579|XP_030563591.1|DNOV	LOC108078503|XP_017027891.1|DKIK, LOC108078504|XP_017027895.1|DKIK
OG0000125	LOC115771741|XP_030573428.1|DNOV	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK
OG0000125	LOC115761248|XP_030558810.1|DNOV	LOC108083937|XP_017035432.1|DKIK
OG0000125	LOC115761028|XP_030558500.1|DNOV	LOC108076398|XP_017024726.1|DKIK
OG0000127	LOC115761512|XP_030559141.1|DNOV	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK
OG0000127	LOC115761427|XP_030559046.1|DNOV	LOC108084025|XP_017035527.1|DKIK
OG0000127	LOC115761374|XP_030558985.1|DNOV	LOC108084088|XP_017035601.1|DKIK
OG0000128	LOC115763691|XP_030562236.1|DNOV	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK
OG0000128	LOC115764129|XP_030562860.1|DNOV	LOC108082276|XP_017033096.1|DKIK, LOC108082275|XP_017033095.1|DKIK, LOC108082355|XP_017033184.1|DKIK, LOC108082628|XP_017033596.1|DKIK, LOC108075942|XP_017024077.1|DKIK
OG0000128	LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV	LOC108084070|XP_017035577.1|DKIK
OG0000129	LOC115768023|XP_030568300.1|DNOV	LOC108079385|XP_017029196.1|DKIK
OG0000129	LOC115769838|XP_030570672.1|DNOV	LOC108070448|XP_017016416.1|DKIK
OG0000129	LOC115769679|XP_030570455.1|DNOV	LOC108074574|XP_017022165.1|DKIK
OG0000129	LOC115768022|XP_030568299.1|DNOV	LOC108079384|XP_017029194.1|DKIK
OG0000130	LOC115769661|XP_030570434.1|DNOV	LOC108071644|XP_017017924.1|DKIK
OG0000130	LOC115769320|XP_030569913.1|DNOV	LOC108071629|XP_017017901.1|DKIK
OG0000130	LOC115769660|XP_030570433.1|DNOV	LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK
OG0000131	LOC115761671|XP_030559382.1|DNOV	LOC108080803|XP_017031183.1|DKIK
OG0000132	LOC115760166|XP_030557246.1|DNOV	LOC108074500|XP_017022064.1|DKIK
OG0000132	LOC115759623|XP_030556467.1|DNOV	LOC108084363|XP_017036025.1|DKIK
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC108075492|XP_017023441.1|DKIK
OG0000134	LOC115767392|XP_030567515.1|DNOV	LOC108076037|XP_017024186.1|DKIK
OG0000134	LOC115759801|XP_030556744.1|DNOV	LOC108077139|XP_017025842.1|DKIK
OG0000136	LOC115757764|XP_030554048.1|DNOV	LOC108084384|XP_017036065.1|DKIK, LOC108072864|XP_017019673.1|DKIK
OG0000137	LOC115768079|XP_030568404.1|DNOV	LOC108079090|XP_017028805.1|DKIK
OG0000137	LOC115764130|XP_030562861.1|DNOV	LOC108070683|XP_017016744.1|DKIK
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC108079073|XP_017028777.1|DKIK
OG0000138	LOC115759568|XP_030556393.1|DNOV	LOC108085405|XP_017037462.1|DKIK
OG0000138	LOC115759565|XP_030556391.1|DNOV	LOC108085456|XP_017037558.1|DKIK
OG0000138	LOC115759562|XP_030556388.1|DNOV	LOC108085455|XP_017037557.1|DKIK
OG0000138	LOC115759563|XP_030556389.1|DNOV, LOC115759564|XP_030556390.1|DNOV	LOC108085457|XP_017037559.1|DKIK
OG0000139	LOC115769770|XP_030570594.1|DNOV, LOC115769889|XP_030570764.1|DNOV, LOC115769888|XP_030570761.1|DNOV	LOC108077394|XP_017026177.1|DKIK
OG0000140	LOC115771802|XP_030573533.1|DNOV	LOC108084947|XP_017036835.1|DKIK
OG0000141	LOC115769898|XP_030570779.1|DNOV	LOC108077557|XP_017026439.1|DKIK
OG0000141	LOC115769899|XP_030570780.1|DNOV	LOC108077558|XP_017026440.1|DKIK
OG0000141	LOC115769900|XP_030570781.1|DNOV	LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC108073193|XP_017020195.1|DKIK
OG0000142	LOC115760416|XP_030557579.1|DNOV	LOC108072493|XP_017019152.1|DKIK
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC108078996|XP_017028664.1|DKIK
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC108080652|XP_017030964.1|DKIK
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC108084005|XP_017035507.1|DKIK
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC108074187|XP_017021613.1|DKIK
OG0000145	LOC115765270|XP_030564620.1|DNOV	LOC108080161|XP_017030292.1|DKIK
OG0000145	LOC115760146|XP_030557215.1|DNOV	LOC108072611|XP_017019323.1|DKIK
OG0000145	LOC115760147|XP_030557216.1|DNOV	LOC108072579|XP_017019273.1|DKIK
OG0000145	LOC115760148|XP_030557217.1|DNOV	LOC108072578|XP_017019272.1|DKIK
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC108077260|XP_017026015.1|DKIK
OG0000147	LOC115763989|XP_030562661.1|DNOV	LOC108085646|XP_017037825.1|DKIK
OG0000147	LOC115763990|XP_030562666.1|DNOV	LOC108085647|XP_017037826.1|DKIK
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC108086104|XP_017038421.1|DKIK
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC108082842|XP_017033898.1|DKIK
OG0000149	LOC115758472|XP_030555008.1|DNOV	LOC108081466|XP_017032148.1|DKIK
OG0000149	LOC115768180|XP_030568547.1|DNOV	LOC108079227|XP_017028999.1|DKIK
