Orthogroup	DNOV.longest_only	DSER.longest_only
OG0000054	LOC115770765|XP_030572036.1|DNOV	LOC110191860|XP_020818499.1|DSER
OG0000054	LOC115766097|XP_030565772.1|DNOV	LOC110191877|XP_020818520.1|DSER, LOC110191876|XP_020818519.1|DSER
OG0000055	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV	LOC110186635|XP_020811553.1|DSER
OG0000056	LOC115764820|XP_030563929.1|DNOV	LOC110191245|XP_020817684.1|DSER
OG0000056	LOC115764821|XP_030563930.1|DNOV	LOC110191246|XP_020817685.1|DSER, LOC110191243|XP_020817681.1|DSER, LOC110191244|XP_020817682.1|DSER
OG0000058	LOC115758934|XP_030555595.1|DNOV	LOC110185667|XP_020810288.1|DSER, LOC110183409|XP_020807348.1|DSER, LOC110185666|XP_020810287.1|DSER, LOC110183419|XP_020807360.1|DSER
OG0000058	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV	LOC110185668|XP_020810289.1|DSER
OG0000058	LOC115766835|XP_030566732.1|DNOV	LOC110182841|XP_020806632.1|DSER
OG0000059	LOC115764095|XP_030562808.1|DNOV	LOC110186834|XP_020811783.1|DSER
OG0000059	LOC115764107|XP_030562822.1|DNOV	LOC110186820|XP_020811767.1|DSER, LOC110186812|XP_020811757.1|DSER
OG0000059	LOC115764042|XP_030562742.1|DNOV	LOC110186800|XP_020811738.1|DSER
OG0000059	LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV	LOC110186808|XP_020811749.1|DSER
OG0000060	LOC115768521|XP_030568971.1|DNOV	LOC110178856|XP_020801778.1|DSER
OG0000060	LOC115760275|XP_030557406.1|DNOV	LOC110187211|XP_020812270.1|DSER
OG0000060	LOC115767943|XP_030568181.1|DNOV	LOC110177198|XP_020799453.1|DSER
OG0000060	LOC115765029|XP_030564252.1|DNOV	LOC110186504|XP_020811358.1|DSER
OG0000060	LOC115767352|XP_030567464.1|DNOV	LOC110180206|XP_020803522.1|DSER
OG0000060	LOC115759170|XP_030555902.1|DNOV	LOC110184888|XP_020809193.1|DSER
OG0000061	LOC115763134|XP_030561437.1|DNOV	LOC110182375|XP_020806074.1|DSER
OG0000061	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV	LOC110182380|XP_020806081.1|DSER, LOC110182395|XP_020806094.1|DSER, LOC110182350|XP_020806049.1|DSER
OG0000061	LOC115763160|XP_030561472.1|DNOV	LOC110182379|XP_020806080.1|DSER
OG0000061	LOC115763156|XP_030561467.1|DNOV	LOC110182385|XP_020806085.1|DSER
OG0000062	LOC115766456|XP_030566248.1|DNOV	LOC110184172|XP_020808240.1|DSER
OG0000062	LOC115763354|XP_030561739.1|DNOV	LOC110181372|XP_020804760.1|DSER, LOC110181371|XP_020804759.1|DSER
OG0000063	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV	LOC110188078|XP_020813291.1|DSER, LOC110188046|XP_020813258.1|DSER, LOC110188039|XP_020813246.1|DSER
OG0000063	LOC115770341|XP_030571439.1|DNOV	LOC110184769|XP_020809063.1|DSER
OG0000063	LOC115770262|XP_030571339.1|DNOV	LOC110184767|XP_020809060.1|DSER
OG0000063	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV	LOC110184763|XP_020809053.1|DSER, LOC110184765|XP_020809054.1|DSER
OG0000064	LOC115758842|XP_030555482.1|DNOV	LOC110187958|XP_020813135.1|DSER
OG0000065	LOC115771835|XP_030573576.1|DNOV	LOC110191274|XP_020817728.1|DSER
OG0000065	LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV	LOC110191418|XP_020817935.1|DSER, LOC110190919|XP_020817239.1|DSER, LOC110190955|XP_020817298.1|DSER, LOC110190921|XP_020817240.1|DSER, LOC110190210|XP_020816228.1|DSER, LOC110186453|XP_020811297.1|DSER
OG0000066	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV	LOC110191821|XP_020818445.1|DSER, LOC110176494|XP_020798526.1|DSER
OG0000066	LOC115759113|XP_030555815.1|DNOV	LOC110185088|XP_020809431.1|DSER
OG0000066	LOC115766084|XP_030565752.1|DNOV	LOC110191827|XP_020818451.1|DSER
OG0000066	LOC115765364|XP_030564745.1|DNOV	LOC110183659|XP_020807646.1|DSER
OG0000066	LOC115768347|XP_030568771.1|DNOV	LOC110182686|XP_020806438.1|DSER
OG0000067	LOC115761742|XP_030559494.1|DNOV	LOC110177234|XP_020799524.1|DSER
OG0000067	LOC115769783|XP_030570610.1|DNOV	LOC110176240|XP_020798198.1|DSER
OG0000067	LOC115762160|XP_030560137.1|DNOV	LOC110177017|XP_020799193.1|DSER, LOC110183230|XP_020807108.1|DSER
OG0000067	LOC115769836|XP_030570670.1|DNOV	LOC110176239|XP_020798196.1|DSER
OG0000067	LOC115770913|XP_030572222.1|DNOV	LOC110191355|XP_020817861.1|DSER
OG0000068	LOC115766532|XP_030566358.1|DNOV	LOC110182060|XP_020805682.1|DSER
OG0000068	LOC115765365|XP_030564748.1|DNOV	LOC110175923|XP_020797759.1|DSER
OG0000069	LOC115764506|XP_030563456.1|DNOV	LOC110180234|XP_020803548.1|DSER
OG0000070	LOC115758973|XP_030555636.1|DNOV	LOC110185753|XP_020810411.1|DSER, LOC110183288|XP_020807181.1|DSER
OG0000070	LOC115765204|XP_030564504.1|DNOV	LOC110182504|XP_020806211.1|DSER
OG0000070	LOC115759073|XP_030555762.1|DNOV	LOC110185866|XP_020810535.1|DSER, LOC110183296|XP_020807193.1|DSER
OG0000070	LOC115758728|XP_030555341.1|DNOV	LOC110185982|XP_020810665.1|DSER, LOC110183355|XP_020807278.1|DSER, LOC110183303|XP_020807205.1|DSER
OG0000071	LOC115767110|XP_030567126.1|DNOV	LOC110179007|XP_020802002.1|DSER
OG0000071	LOC115771374|XP_030572918.1|DNOV	LOC110179838|XP_020803105.1|DSER
OG0000071	LOC115771373|XP_030572916.1|DNOV	LOC110179839|XP_020803106.1|DSER
OG0000071	LOC115771375|XP_030572919.1|DNOV	LOC110179837|XP_020803104.1|DSER
OG0000072	LOC115762189|XP_030560172.1|DNOV	LOC110181580|XP_020805035.1|DSER
OG0000072	LOC115760700|XP_030558025.1|DNOV	LOC110181287|XP_020804670.1|DSER
OG0000072	LOC115760737|XP_030558073.1|DNOV	LOC110181570|XP_020805024.1|DSER
OG0000073	LOC115757880|XP_030554180.1|DNOV	LOC110176360|XP_020798348.1|DSER
OG0000073	LOC115764211|XP_030562961.1|DNOV	LOC110188202|XP_020813458.1|DSER
OG0000074	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV	LOC110184734|XP_020809020.1|DSER
OG0000074	LOC115771062|XP_030572474.1|DNOV	LOC110185176|XP_020809553.1|DSER
OG0000075	LOC115770432|XP_030571562.1|DNOV	LOC110190480|XP_020816651.1|DSER
OG0000075	LOC115770426|XP_030571554.1|DNOV	LOC110190499|XP_020816674.1|DSER
OG0000075	LOC115770110|XP_030571087.1|DNOV	LOC110190537|XP_020816745.1|DSER
OG0000075	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV	LOC110190595|XP_020816847.1|DSER
OG0000076	LOC115766967|XP_030566920.1|DNOV	LOC110190420|XP_020816550.1|DSER
OG0000076	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV	LOC110176616|XP_020798701.1|DSER, LOC110176604|XP_020798685.1|DSER
OG0000076	LOC115766325|XP_030566076.1|DNOV	LOC110181877|XP_020805462.1|DSER
OG0000076	LOC115765287|XP_030564637.1|DNOV	LOC110182088|XP_020805728.1|DSER
OG0000077	LOC115765531|XP_030565013.1|DNOV	LOC110182629|XP_020806354.1|DSER
OG0000077	LOC115761940|XP_030559834.1|DNOV	LOC110189410|XP_020815129.1|DSER
OG0000077	LOC115757826|XP_030554110.1|DNOV	LOC110177149|XP_020799390.1|DSER
OG0000077	LOC115759443|XP_030556224.1|DNOV	LOC110176398|XP_020798389.1|DSER
OG0000078	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV	LOC110180108|XP_020803404.1|DSER
OG0000078	LOC115770100|XP_030571073.1|DNOV	LOC110190038|XP_020816001.1|DSER
OG0000078	LOC115761731|XP_030559475.1|DNOV	LOC110188466|XP_020813854.1|DSER
OG0000078	LOC115764426|XP_030563287.1|DNOV	LOC110175994|XP_020797848.1|DSER
OG0000078	LOC115767246|XP_030567310.1|DNOV	LOC110184416|XP_020808610.1|DSER
OG0000079	LOC115759928|XP_030556925.1|DNOV	LOC110180505|XP_020803840.1|DSER, LOC110187540|XP_020812592.1|DSER, LOC110187541|XP_020812594.1|DSER, LOC110187582|XP_020812628.1|DSER
OG0000080	LOC115762483|XP_030560581.1|DNOV	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER
OG0000080	LOC115766550|XP_030566385.1|DNOV	LOC110186649|XP_020811608.1|DSER
OG0000081	LOC115769469|XP_030570143.1|DNOV	LOC110187188|XP_020812250.1|DSER
OG0000082	LOC115760531|XP_030557814.1|DNOV	LOC110191132|XP_020817548.1|DSER
OG0000082	LOC115771876|XP_030573620.1|DNOV	LOC110177382|XP_020799743.1|DSER
OG0000082	LOC115764022|XP_030562714.1|DNOV	LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER
OG0000083	LOC115771570|XP_030573183.1|DNOV	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER
OG0000083	LOC115763288|XP_030561633.1|DNOV	LOC110183364|XP_020807285.1|DSER
OG0000084	LOC115759698|XP_030556562.1|DNOV	LOC110178501|XP_020801310.1|DSER
OG0000084	LOC115760890|XP_030558315.1|DNOV	LOC110178514|XP_020801324.1|DSER
OG0000085	LOC115764646|XP_030563684.1|DNOV	LOC110182637|XP_020806367.1|DSER
OG0000086	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV	LOC110182850|XP_020806645.1|DSER
OG0000087	LOC115759965|XP_030556974.1|DNOV	LOC110183207|XP_020807079.1|DSER
OG0000087	LOC115763574|XP_030562052.1|DNOV	LOC110185908|XP_020810581.1|DSER
OG0000087	LOC115763556|XP_030562035.1|DNOV	LOC110187344|XP_020812391.1|DSER
OG0000088	LOC115758292|XP_030554718.1|DNOV	LOC110189420|XP_020815137.1|DSER
OG0000088	LOC115758633|XP_030555227.1|DNOV	LOC110185864|XP_020810532.1|DSER
OG0000088	LOC115766362|XP_030566125.1|DNOV	LOC110181272|XP_020804642.1|DSER
OG0000088	LOC115769943|XP_030570850.1|DNOV	LOC110179240|XP_020802358.1|DSER
OG0000088	LOC115766373|XP_030566137.1|DNOV	LOC110181275|XP_020804649.1|DSER
OG0000089	LOC115759581|XP_030556409.1|DNOV	LOC110177136|XP_020799368.1|DSER
OG0000089	LOC115760358|XP_030557507.1|DNOV	LOC110188209|XP_020813497.1|DSER
OG0000089	LOC115769774|XP_030570599.1|DNOV	LOC110190534|XP_020816740.1|DSER
OG0000090	LOC115758299|XP_030554725.1|DNOV	LOC110191832|XP_020818460.1|DSER
OG0000090	LOC115758298|XP_030554724.1|DNOV	LOC110190013|XP_020816009.1|DSER
OG0000090	LOC115765820|XP_030565404.1|DNOV	LOC110189985|XP_020815933.1|DSER
OG0000090	LOC115769503|XP_030570188.1|DNOV	LOC110178630|XP_020801475.1|DSER
OG0000091	LOC115757670|XP_030553848.1|DNOV	LOC110186300|XP_020811077.1|DSER
OG0000091	LOC115759049|XP_030555733.1|DNOV	LOC110183974|XP_020807988.1|DSER
OG0000091	LOC115761273|XP_030558848.1|DNOV	LOC110187866|XP_020813010.1|DSER
OG0000091	LOC115761272|XP_030558847.1|DNOV	LOC110187865|XP_020813009.1|DSER
OG0000092	LOC115766069|XP_030565732.1|DNOV	LOC110186678|XP_020811604.1|DSER
OG0000092	LOC115766167|XP_030565870.1|DNOV	LOC110186502|XP_020811356.1|DSER
OG0000092	LOC115766082|XP_030565748.1|DNOV	LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER
OG0000093	LOC115758323|XP_030554750.1|DNOV	LOC110177009|XP_020799178.1|DSER
OG0000093	LOC115767804|XP_030567996.1|DNOV	LOC110184366|XP_020808519.1|DSER
OG0000094	LOC115770336|XP_030571434.1|DNOV	LOC110184690|XP_020808961.1|DSER
OG0000094	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER
OG0000096	LOC115761336|XP_030558933.1|DNOV	LOC110181381|XP_020804769.1|DSER
OG0000096	LOC115761351|XP_030558956.1|DNOV	LOC110185590|XP_020810184.1|DSER
OG0000096	LOC115761323|XP_030558916.1|DNOV	LOC110186183|XP_020810901.1|DSER
OG0000096	LOC115759222|XP_030555977.1|DNOV	LOC110181328|XP_020804706.1|DSER
OG0000098	LOC115763976|XP_030562641.1|DNOV	LOC110191273|XP_020817727.1|DSER
OG0000099	LOC115758025|XP_030554389.1|DNOV	LOC110180153|XP_020803462.1|DSER
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC110180130|XP_020803432.1|DSER
OG0000100	LOC115758695|XP_030555303.1|DNOV	LOC110181340|XP_020804722.1|DSER
OG0000100	LOC115763747|XP_030562311.1|DNOV	LOC110186797|XP_020811736.1|DSER
OG0000100	LOC115759484|XP_030556280.1|DNOV, LOC115764748|XP_030563827.1|DNOV	LOC110180531|XP_020803864.1|DSER
OG0000100	LOC115764746|XP_030563824.1|DNOV	LOC110179609|XP_020802865.1|DSER, LOC110180532|XP_020803865.1|DSER
OG0000101	LOC115769895|XP_030570771.1|DNOV	LOC110190009|XP_020815966.1|DSER
OG0000101	LOC115769419|XP_030570087.1|DNOV	LOC110190014|XP_020815971.1|DSER, LOC110190012|XP_020815970.1|DSER
OG0000101	LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV	LOC110190011|XP_020815969.1|DSER
OG0000101	LOC115769861|XP_030570719.1|DNOV	LOC110190008|XP_020815965.1|DSER
OG0000101	LOC115769860|XP_030570709.1|DNOV	LOC110190179|XP_020816186.1|DSER
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC110177925|XP_020800564.1|DSER
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC110188958|XP_020814556.1|DSER
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER
OG0000103	LOC115771232|XP_030572693.1|DNOV	LOC110185268|XP_020809674.1|DSER
OG0000103	LOC115762233|XP_030560233.1|DNOV	LOC110191485|XP_020818009.1|DSER
OG0000104	LOC115762610|XP_030560765.1|DNOV	LOC110188717|XP_020814187.1|DSER
OG0000104	LOC115763001|XP_030561251.1|DNOV	LOC110183736|XP_020807742.1|DSER
OG0000104	LOC115762611|XP_030560767.1|DNOV	LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER
OG0000105	LOC115763410|XP_030561820.1|DNOV	LOC110185918|XP_020810590.1|DSER
OG0000105	LOC115766038|XP_030565668.1|DNOV	LOC110177255|XP_020799565.1|DSER
OG0000105	LOC115766116|XP_030565797.1|DNOV	LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER
OG0000107	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV	LOC110185500|XP_020810053.1|DSER, LOC110184878|XP_020809183.1|DSER, LOC110179784|XP_020803056.1|DSER, LOC110184875|XP_020809180.1|DSER, LOC110184933|XP_020809237.1|DSER, LOC110185499|XP_020810052.1|DSER, LOC110185492|XP_020810046.1|DSER
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC110183425|XP_020807363.1|DSER, LOC110183475|XP_020807414.1|DSER
OG0000109	LOC115759000|XP_030555661.1|DNOV	LOC110183319|XP_020807224.1|DSER
OG0000110	LOC115771207|XP_030572667.1|DNOV	LOC110176728|XP_020798829.1|DSER
OG0000110	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV	LOC110176727|XP_020798828.1|DSER
OG0000110	LOC115771102|XP_030572522.1|DNOV	LOC110176715|XP_020798814.1|DSER
OG0000110	LOC115771159|XP_030572591.1|DNOV	LOC110176729|XP_020798830.1|DSER
OG0000111	LOC115767450|XP_030567608.1|DNOV	LOC110180114|XP_020803416.1|DSER
OG0000111	LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	LOC110176534|XP_020798578.1|DSER
OG0000112	LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER
OG0000113	LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV	LOC110188760|XP_020814262.1|DSER
OG0000114	LOC115759690|XP_030556543.1|DNOV	LOC110179935|XP_020803191.1|DSER, LOC110183971|XP_020807986.1|DSER
OG0000114	LOC115759688|XP_030556541.1|DNOV	LOC110183969|XP_020807983.1|DSER, LOC110179937|XP_020803194.1|DSER
OG0000114	LOC115759689|XP_030556542.1|DNOV	LOC110179936|XP_020803192.1|DSER, LOC110183970|XP_020807984.1|DSER
OG0000116	LOC115770882|XP_030572176.1|DNOV	LOC110186561|XP_020811425.1|DSER
OG0000116	LOC115770658|XP_030571884.1|DNOV	LOC110186560|XP_020811424.1|DSER, LOC110186672|XP_020811597.1|DSER
OG0000117	LOC115769301|XP_030569889.1|DNOV	LOC110186010|XP_020810704.1|DSER
OG0000117	LOC115769303|XP_030569891.1|DNOV	LOC110186011|XP_020810706.1|DSER
OG0000117	LOC115769305|XP_030569893.1|DNOV	LOC110186013|XP_020810708.1|DSER
OG0000117	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV	LOC110186015|XP_020810710.1|DSER
OG0000118	LOC115758561|XP_030555129.1|DNOV	LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER
OG0000119	LOC115761228|XP_030558777.1|DNOV	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER
OG0000119	LOC115761623|XP_030559312.1|DNOV	LOC110188489|XP_020813877.1|DSER
OG0000119	LOC115761429|XP_030559055.1|DNOV	LOC110188600|XP_020814022.1|DSER
OG0000120	LOC115768766|XP_030569316.1|DNOV	LOC110178156|XP_020800849.1|DSER
OG0000120	LOC115765330|XP_030564696.1|DNOV	LOC110180259|XP_020803574.1|DSER
OG0000120	LOC115765552|XP_030565044.1|DNOV	LOC110181780|XP_020805319.1|DSER
OG0000120	LOC115762695|XP_030560877.1|DNOV	LOC110181527|XP_020804963.1|DSER
OG0000121	LOC115764363|XP_030563185.1|DNOV	LOC110184196|XP_020808286.1|DSER
OG0000121	LOC115771803|XP_030573534.1|DNOV	LOC110176499|XP_020798532.1|DSER
OG0000121	LOC115771900|XP_030573645.1|DNOV	LOC110176466|XP_020798484.1|DSER
OG0000122	LOC115763181|XP_030561499.1|DNOV	LOC110182279|XP_020805957.1|DSER
OG0000122	LOC115767044|XP_030567034.1|DNOV	LOC110176072|XP_020797952.1|DSER
OG0000122	LOC115762161|XP_030560138.1|DNOV	LOC110180765|XP_020804107.1|DSER
OG0000122	LOC115759056|XP_030555741.1|DNOV	LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER
OG0000123	LOC115759448|XP_030556240.1|DNOV	LOC110176794|XP_020798893.1|DSER
OG0000123	LOC115763740|XP_030562303.1|DNOV	LOC110191837|XP_020818462.1|DSER
OG0000124	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV	LOC110182095|XP_020805741.1|DSER
OG0000124	LOC115764579|XP_030563591.1|DNOV	LOC110189631|XP_020815432.1|DSER, LOC110189563|XP_020815351.1|DSER, LOC110189632|XP_020815434.1|DSER
OG0000125	LOC115771741|XP_030573428.1|DNOV	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER
OG0000125	LOC115761248|XP_030558810.1|DNOV	LOC110187741|XP_020812858.1|DSER
OG0000125	LOC115761028|XP_030558500.1|DNOV	LOC110181483|XP_020804899.1|DSER
OG0000126	LOC115763320|XP_030561680.1|DNOV	LOC110176345|XP_020798336.1|DSER
OG0000127	LOC115761512|XP_030559141.1|DNOV	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER
OG0000127	LOC115761427|XP_030559046.1|DNOV	LOC110188540|XP_020813949.1|DSER
OG0000127	LOC115761374|XP_030558985.1|DNOV	LOC110188560|XP_020813977.1|DSER
OG0000128	LOC115763691|XP_030562236.1|DNOV	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER
OG0000128	LOC115764129|XP_030562860.1|DNOV	LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER
OG0000128	LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV	LOC110188473|XP_020813862.1|DSER
OG0000129	LOC115768023|XP_030568300.1|DNOV	LOC110183494|XP_020807436.1|DSER
OG0000129	LOC115769838|XP_030570672.1|DNOV	LOC110179824|XP_020803088.1|DSER
OG0000129	LOC115769679|XP_030570455.1|DNOV	LOC110177643|XP_020800117.1|DSER
OG0000129	LOC115768022|XP_030568299.1|DNOV	LOC110183493|XP_020807435.1|DSER
OG0000130	LOC115769661|XP_030570434.1|DNOV	LOC110184738|XP_020809025.1|DSER
OG0000130	LOC115769320|XP_030569913.1|DNOV	LOC110184712|XP_020808991.1|DSER
OG0000130	LOC115769660|XP_030570433.1|DNOV	LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER
OG0000131	LOC115761671|XP_030559382.1|DNOV	LOC110187779|XP_020812906.1|DSER
OG0000132	LOC115760166|XP_030557246.1|DNOV	LOC110187301|XP_020812347.1|DSER
OG0000132	LOC115759623|XP_030556467.1|DNOV	LOC110188245|XP_020813568.1|DSER
OG0000133	LOC115767636|XP_030567786.1|DNOV, LOC115768242|XP_030568628.1|DNOV, LOC115769034|XP_030569597.1|DNOV	LOC110180278|XP_020803590.1|DSER, LOC110185373|XP_020809814.1|DSER, LOC110182848|XP_020806641.1|DSER, LOC110182847|XP_020806638.1|DSER, LOC110188793|XP_020814309.1|DSER, LOC110187608|XP_020812659.1|DSER, LOC110180224|XP_020803534.1|DSER, LOC110188915|XP_020814495.1|DSER, LOC110184601|XP_020808851.1|DSER, LOC110185368|XP_020809808.1|DSER, LOC110185379|XP_020809820.1|DSER, LOC110179879|XP_020803135.1|DSER, LOC110180479|XP_020803822.1|DSER, LOC110185375|XP_020809817.1|DSER
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC110187719|XP_020812822.1|DSER
OG0000134	LOC115767392|XP_030567515.1|DNOV	LOC110182488|XP_020806195.1|DSER
OG0000134	LOC115759801|XP_030556744.1|DNOV	LOC110183406|XP_020807340.1|DSER
OG0000137	LOC115768079|XP_030568404.1|DNOV	LOC110178781|XP_020801686.1|DSER
OG0000137	LOC115764130|XP_030562861.1|DNOV	LOC110191367|XP_020817876.1|DSER
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC110178723|XP_020801587.1|DSER
OG0000138	LOC115759568|XP_030556393.1|DNOV	LOC110188322|XP_020813689.1|DSER
OG0000138	LOC115759565|XP_030556391.1|DNOV	LOC110188325|XP_020813692.1|DSER
OG0000138	LOC115759562|XP_030556388.1|DNOV	LOC110188407|XP_020813791.1|DSER
OG0000138	LOC115759563|XP_030556389.1|DNOV, LOC115759564|XP_030556390.1|DNOV	LOC110188327|XP_020813693.1|DSER
OG0000139	LOC115769770|XP_030570594.1|DNOV, LOC115769889|XP_030570764.1|DNOV, LOC115769888|XP_030570761.1|DNOV	LOC110186087|XP_020810783.1|DSER
OG0000140	LOC115771802|XP_030573533.1|DNOV	LOC110186511|XP_020811367.1|DSER
OG0000141	LOC115769898|XP_030570779.1|DNOV	LOC110189883|XP_020815786.1|DSER
OG0000141	LOC115769899|XP_030570780.1|DNOV	LOC110189884|XP_020815789.1|DSER
OG0000141	LOC115769900|XP_030570781.1|DNOV	LOC110190145|XP_020816133.1|DSER
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC110186134|XP_020810839.1|DSER
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC110179073|XP_020802111.1|DSER
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC110185184|XP_020809560.1|DSER
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC110185174|XP_020809551.1|DSER
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC110188342|XP_020813709.1|DSER
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC110191988|XP_020818678.1|DSER
OG0000144	LOC115759963|XP_030556972.1|DNOV	LOC110182224|XP_020805911.1|DSER
OG0000145	LOC115765270|XP_030564620.1|DNOV	LOC110179043|XP_020802056.1|DSER
OG0000145	LOC115760147|XP_030557216.1|DNOV	LOC110181169|XP_020804501.1|DSER
OG0000145	LOC115760148|XP_030557217.1|DNOV	LOC110181174|XP_020804510.1|DSER
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC110183933|XP_020807956.1|DSER
OG0000147	LOC115763989|XP_030562661.1|DNOV	LOC110176636|XP_020798723.1|DSER
OG0000147	LOC115763990|XP_030562666.1|DNOV	LOC110176639|XP_020798725.1|DSER
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC110176893|XP_020799037.1|DSER
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER
