Orthogroup	DNOV.longest_only	SLEB.longest_only
OG0000050	LOC115770326|XP_030571424.1|DNOV	LOC115632845|XP_030385962.1|SLEB
OG0000050	LOC115770322|XP_030571419.1|DNOV	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB
OG0000051	LOC115763752|XP_030562324.1|DNOV	LOC115624036|XP_030374474.1|SLEB
OG0000051	LOC115767886|XP_030568111.1|DNOV	LOC115632496|XP_030385533.1|SLEB
OG0000051	LOC115761373|XP_030558983.1|DNOV	LOC115620987|XP_030370367.1|SLEB
OG0000052	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV	LOC115621355|XP_030370842.1|SLEB
OG0000052	LOC115771518|XP_030573117.1|DNOV, LOC115771510|XP_030573105.1|DNOV	LOC115621366|XP_030370854.1|SLEB
OG0000053	LOC115771927|XP_030573689.1|DNOV, LOC115771866|XP_030573609.1|DNOV	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB
OG0000053	LOC115771921|XP_030573679.1|DNOV	LOC115634038|XP_030387442.1|SLEB
OG0000053	LOC115771855|XP_030573599.1|DNOV	LOC115634037|XP_030387441.1|SLEB
OG0000053	LOC115771936|XP_030573699.1|DNOV	LOC115634626|XP_030388341.1|SLEB
OG0000054	LOC115766043|XP_030565674.1|DNOV	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB
OG0000054	LOC115770765|XP_030572036.1|DNOV	LOC115623633|XP_030373934.1|SLEB
OG0000054	LOC115766097|XP_030565772.1|DNOV	LOC115624033|XP_030374471.1|SLEB
OG0000056	LOC115764822|XP_030563931.1|DNOV, LOC115764820|XP_030563929.1|DNOV	LOC115626734|XP_030378039.1|SLEB
OG0000056	LOC115764821|XP_030563930.1|DNOV	LOC115626727|XP_030378033.1|SLEB
OG0000058	LOC115758934|XP_030555595.1|DNOV, LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB
OG0000058	LOC115766835|XP_030566732.1|DNOV	LOC115629610|XP_030381967.1|SLEB
OG0000059	LOC115764095|XP_030562808.1|DNOV	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB
OG0000059	LOC115764042|XP_030562742.1|DNOV	LOC115621386|XP_030370879.1|SLEB
OG0000059	LOC115764028|XP_030562719.1|DNOV	LOC115620757|XP_030370013.1|SLEB
OG0000060	LOC115768497|XP_030568943.1|DNOV	LOC115629930|XP_030382394.1|SLEB
OG0000060	LOC115768521|XP_030568971.1|DNOV	LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC115760275|XP_030557406.1|DNOV	LOC115630565|XP_030383041.1|SLEB
OG0000060	LOC115767943|XP_030568181.1|DNOV	LOC115623364|XP_030373510.1|SLEB
OG0000060	LOC115765029|XP_030564252.1|DNOV	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC115767352|XP_030567464.1|DNOV	LOC115629360|XP_030381672.1|SLEB
OG0000060	LOC115759170|XP_030555902.1|DNOV	LOC115630767|XP_030383283.1|SLEB
OG0000061	LOC115763134|XP_030561437.1|DNOV	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC115763160|XP_030561472.1|DNOV	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC115766456|XP_030566248.1|DNOV	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC115763354|XP_030561739.1|DNOV	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB, LOC115626105|XP_030377218.1|SLEB
OG0000063	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC115770341|XP_030571439.1|DNOV	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC115770262|XP_030571339.1|DNOV	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000064	LOC115758842|XP_030555482.1|DNOV	LOC115630780|XP_030383296.1|SLEB
OG0000065	LOC115771835|XP_030573576.1|DNOV, LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC115759113|XP_030555815.1|DNOV	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC115766084|XP_030565752.1|DNOV	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC115765364|XP_030564745.1|DNOV, LOC115768347|XP_030568771.1|DNOV	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC115761742|XP_030559494.1|DNOV	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC115769783|XP_030570610.1|DNOV	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC115762160|XP_030560137.1|DNOV	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC115769836|XP_030570670.1|DNOV	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC115770913|XP_030572222.1|DNOV	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC115766532|XP_030566358.1|DNOV	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC115765365|XP_030564748.1|DNOV	LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC115758973|XP_030555636.1|DNOV	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC115765204|XP_030564504.1|DNOV	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC115759073|XP_030555762.1|DNOV	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC115758728|XP_030555341.1|DNOV	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC115771374|XP_030572918.1|DNOV	LOC115624679|XP_030375338.1|SLEB
OG0000071	LOC115771373|XP_030572916.1|DNOV, LOC115771375|XP_030572919.1|DNOV	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC115762189|XP_030560172.1|DNOV	LOC115625138|XP_030375920.1|SLEB
OG0000072	LOC115760700|XP_030558025.1|DNOV	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC115760737|XP_030558073.1|DNOV	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC115757880|XP_030554180.1|DNOV	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC115764211|XP_030562961.1|DNOV	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC115770432|XP_030571562.1|DNOV	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC115770426|XP_030571554.1|DNOV	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC115770110|XP_030571087.1|DNOV	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC115766967|XP_030566920.1|DNOV	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC115766325|XP_030566076.1|DNOV	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC115765287|XP_030564637.1|DNOV	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC115765531|XP_030565013.1|DNOV	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC115761940|XP_030559834.1|DNOV	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC115757826|XP_030554110.1|DNOV	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC115759443|XP_030556224.1|DNOV	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC115770100|XP_030571073.1|DNOV	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC115761731|XP_030559475.1|DNOV	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC115764426|XP_030563287.1|DNOV	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC115767246|XP_030567310.1|DNOV	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC115759928|XP_030556925.1|DNOV	LOC115631581|XP_030384238.1|SLEB
OG0000080	LOC115762483|XP_030560581.1|DNOV	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC115766550|XP_030566385.1|DNOV	LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC115769469|XP_030570143.1|DNOV	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC115760531|XP_030557814.1|DNOV	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC115771876|XP_030573620.1|DNOV	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC115764022|XP_030562714.1|DNOV	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC115763288|XP_030561633.1|DNOV	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC115759698|XP_030556562.1|DNOV	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC115760890|XP_030558315.1|DNOV	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC115764646|XP_030563684.1|DNOV	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC115759965|XP_030556974.1|DNOV	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC115763574|XP_030562052.1|DNOV	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC115763556|XP_030562035.1|DNOV	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC115758292|XP_030554718.1|DNOV	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC115758633|XP_030555227.1|DNOV	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC115766362|XP_030566125.1|DNOV	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC115769943|XP_030570850.1|DNOV	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC115766373|XP_030566137.1|DNOV	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC115759581|XP_030556409.1|DNOV	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC115760358|XP_030557507.1|DNOV	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC115769774|XP_030570599.1|DNOV	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC115758299|XP_030554725.1|DNOV	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC115758298|XP_030554724.1|DNOV	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC115765820|XP_030565404.1|DNOV	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC115766045|XP_030565682.1|DNOV	LOC115623090|XP_030373157.1|SLEB
OG0000090	LOC115769503|XP_030570188.1|DNOV	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC115757670|XP_030553848.1|DNOV	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC115759049|XP_030555733.1|DNOV	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC115761273|XP_030558848.1|DNOV	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC115761272|XP_030558847.1|DNOV	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC115766069|XP_030565732.1|DNOV	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC115766167|XP_030565870.1|DNOV	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC115766082|XP_030565748.1|DNOV	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC115758323|XP_030554750.1|DNOV	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC115767804|XP_030567996.1|DNOV	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC115770336|XP_030571434.1|DNOV	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC115761783|XP_030559578.1|DNOV, LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC115761336|XP_030558933.1|DNOV	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC115761323|XP_030558916.1|DNOV	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC115759222|XP_030555977.1|DNOV	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC115763976|XP_030562641.1|DNOV	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC115758025|XP_030554389.1|DNOV	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC115768874|XP_030569441.1|DNOV	LOC115622299|XP_030372063.1|SLEB, LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC115758695|XP_030555303.1|DNOV	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC115764748|XP_030563827.1|DNOV	LOC115620196|XP_030369189.1|SLEB
OG0000100	LOC115764746|XP_030563824.1|DNOV	LOC115621551|XP_030371080.1|SLEB
OG0000101	LOC115769419|XP_030570087.1|DNOV	LOC115634430|XP_030387997.1|SLEB
OG0000101	LOC115769417|XP_030570084.1|DNOV	LOC115634424|XP_030387991.1|SLEB
OG0000101	LOC115769418|XP_030570086.1|DNOV	LOC115634427|XP_030387993.1|SLEB
OG0000101	LOC115769861|XP_030570719.1|DNOV	LOC115623200|XP_030373296.1|SLEB
OG0000101	LOC115769416|XP_030570083.1|DNOV	LOC115634418|XP_030387984.1|SLEB
OG0000101	LOC115769860|XP_030570709.1|DNOV	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC115764983|XP_030564174.1|DNOV	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC115760629|XP_030557940.1|DNOV	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC115762233|XP_030560233.1|DNOV	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC115762610|XP_030560765.1|DNOV	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC115763001|XP_030561251.1|DNOV	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC115762611|XP_030560767.1|DNOV	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC115763410|XP_030561820.1|DNOV	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC115766038|XP_030565668.1|DNOV	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC115766116|XP_030565797.1|DNOV	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV	LOC115634454|XP_030388036.1|SLEB
OG0000109	LOC115758411|XP_030554919.1|DNOV	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC115771207|XP_030572667.1|DNOV	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC115771102|XP_030572522.1|DNOV	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC115771159|XP_030572591.1|DNOV	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC115766378|XP_030566142.1|DNOV	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC115766361|XP_030566121.1|DNOV	LOC115629161|XP_030381394.1|SLEB
OG0000112	LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV	LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC115768345|XP_030568769.1|DNOV	LOC115628760|XP_030380835.1|SLEB
OG0000113	LOC115766418|XP_030566199.1|DNOV	LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC115759688|XP_030556541.1|DNOV	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC115759689|XP_030556542.1|DNOV	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC115770882|XP_030572176.1|DNOV	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC115770658|XP_030571884.1|DNOV	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000117	LOC115769301|XP_030569889.1|DNOV	LOC115626178|XP_030377315.1|SLEB
OG0000117	LOC115769303|XP_030569891.1|DNOV	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC115769305|XP_030569893.1|DNOV	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC115758561|XP_030555129.1|DNOV	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC115761228|XP_030558777.1|DNOV	LOC115625335|XP_030376220.1|SLEB
OG0000119	LOC115761623|XP_030559312.1|DNOV	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC115761429|XP_030559055.1|DNOV	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC115768766|XP_030569316.1|DNOV	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC115760963|XP_030558415.1|DNOV	LOC115625193|XP_030376019.1|SLEB
OG0000120	LOC115765330|XP_030564696.1|DNOV	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC115765552|XP_030565044.1|DNOV	LOC115630403|XP_030382790.1|SLEB
OG0000120	LOC115762695|XP_030560877.1|DNOV	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC115764363|XP_030563185.1|DNOV	LOC115625542|XP_030376479.1|SLEB
OG0000121	LOC115771803|XP_030573534.1|DNOV	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC115763181|XP_030561499.1|DNOV	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC115767044|XP_030567034.1|DNOV	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC115759056|XP_030555741.1|DNOV	LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC115759448|XP_030556240.1|DNOV	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC115763740|XP_030562303.1|DNOV	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC115758696|XP_030555300.1|DNOV, LOC115758694|XP_030555299.1|DNOV, LOC115758698|XP_030555305.1|DNOV, LOC115758699|XP_030555306.1|DNOV, LOC115758697|XP_030555301.1|DNOV, LOC115758701|XP_030555310.1|DNOV, LOC115758702|XP_030555311.1|DNOV, LOC115759494|XP_030556293.1|DNOV	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC115764579|XP_030563591.1|DNOV, LOC115763183|XP_030561504.1|DNOV, LOC115758975|XP_030555641.1|DNOV	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC115771741|XP_030573428.1|DNOV	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC115761248|XP_030558810.1|DNOV	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC115761028|XP_030558500.1|DNOV	LOC115630466|XP_030382900.1|SLEB
OG0000126	LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB
OG0000127	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC115761374|XP_030558985.1|DNOV	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC115763691|XP_030562236.1|DNOV	LOC115627037|XP_030378429.1|SLEB
OG0000128	LOC115764129|XP_030562860.1|DNOV	LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC115768023|XP_030568300.1|DNOV	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC115769838|XP_030570672.1|DNOV	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC115769679|XP_030570455.1|DNOV	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC115768022|XP_030568299.1|DNOV	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC115769661|XP_030570434.1|DNOV	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC115769320|XP_030569913.1|DNOV	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC115769660|XP_030570433.1|DNOV	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC115761671|XP_030559382.1|DNOV	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC115760166|XP_030557246.1|DNOV	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC115759623|XP_030556467.1|DNOV	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC115757657|XP_030553830.1|DNOV	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC115767392|XP_030567515.1|DNOV	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC115759801|XP_030556744.1|DNOV	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC115768079|XP_030568404.1|DNOV	LOC115632206|XP_030385118.1|SLEB
OG0000137	LOC115764130|XP_030562861.1|DNOV	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC115771032|XP_030572427.1|DNOV	LOC115623263|XP_030373392.1|SLEB
OG0000138	LOC115759568|XP_030556393.1|DNOV	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC115759562|XP_030556388.1|DNOV	LOC115623756|XP_030374151.1|SLEB
OG0000139	LOC115769770|XP_030570594.1|DNOV, LOC115769889|XP_030570764.1|DNOV, LOC115769888|XP_030570761.1|DNOV	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB
OG0000140	LOC115771802|XP_030573533.1|DNOV	LOC115621072|XP_030370459.1|SLEB
OG0000140	LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV	LOC115631745|XP_030384446.1|SLEB
OG0000141	LOC115769898|XP_030570779.1|DNOV	LOC115632354|XP_030385324.1|SLEB
OG0000141	LOC115769899|XP_030570780.1|DNOV	LOC115632744|XP_030385851.1|SLEB
OG0000141	LOC115769900|XP_030570781.1|DNOV	LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC115770626|XP_030571829.1|DNOV	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV	LOC115628082|XP_030379919.1|SLEB
OG0000142	LOC115767833|XP_030568035.1|DNOV	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC115769511|XP_030570205.1|DNOV	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC115769830|XP_030570664.1|DNOV	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC115764707|XP_030563766.1|DNOV	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC115765151|XP_030564416.1|DNOV	LOC115629778|XP_030382193.1|SLEB
OG0000144	LOC115759963|XP_030556972.1|DNOV	LOC115631998|XP_030384787.1|SLEB
OG0000145	LOC115765270|XP_030564620.1|DNOV	LOC115627757|XP_030379402.1|SLEB
OG0000145	LOC115760146|XP_030557215.1|DNOV	LOC115631049|XP_030383542.1|SLEB
OG0000145	LOC115760147|XP_030557216.1|DNOV	LOC115632005|XP_030384793.1|SLEB
OG0000145	LOC115760148|XP_030557217.1|DNOV	LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC115765501|XP_030564973.1|DNOV	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC115763989|XP_030562661.1|DNOV	LOC115621832|XP_030371499.1|SLEB
OG0000147	LOC115763990|XP_030562666.1|DNOV	LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC115759976|XP_030556989.1|DNOV	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC115763251|XP_030561588.1|DNOV	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC115758472|XP_030555008.1|DNOV	LOC115626190|XP_030377330.1|SLEB
OG0000149	LOC115768180|XP_030568547.1|DNOV	LOC115629267|XP_030381551.1|SLEB
OG0000150	LOC115759941|XP_030556940.1|DNOV	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB
OG0000151	LOC115770071|XP_030571032.1|DNOV	LOC115622266|XP_030372028.1|SLEB
OG0000151	LOC115770072|XP_030571033.1|DNOV	LOC115622260|XP_030372021.1|SLEB
OG0000151	LOC115758875|XP_030555530.1|DNOV	LOC115622264|XP_030372025.1|SLEB
OG0000151	LOC115766062|XP_030565723.1|DNOV	LOC115622278|XP_030372040.1|SLEB
OG0000152	LOC115764961|XP_030564145.1|DNOV	LOC115620943|XP_030370319.1|SLEB
OG0000152	LOC115765069|XP_030564304.1|DNOV	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB
OG0000153	LOC115764667|XP_030563715.1|DNOV	LOC115621745|XP_030371339.1|SLEB
OG0000153	LOC115764744|XP_030563820.1|DNOV, LOC115764661|XP_030563707.1|DNOV	LOC115620210|XP_030369207.1|SLEB
OG0000154	LOC115768636|XP_030569165.1|DNOV	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB
OG0000154	LOC115770295|XP_030571391.1|DNOV	LOC115632597|XP_030385682.1|SLEB
OG0000155	LOC115770985|XP_030572334.1|DNOV	LOC115628421|XP_030380369.1|SLEB
OG0000155	LOC115771041|XP_030572440.1|DNOV	LOC115628363|XP_030380300.1|SLEB
OG0000155	LOC115771139|XP_030572570.1|DNOV	LOC115628359|XP_030380294.1|SLEB
