Orthogroup	DANA.longest_only	DSUZ.longest_only
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC108006280|XP_016925226.1|DSUZ
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC108006287|XP_016925235.1|DSUZ
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC108019017|XP_016942120.1|DSUZ
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC108016198|XP_036675321.1|DSUZ
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC108006036|XP_036674433.1|DSUZ
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC108006007|XP_036674432.1|DSUZ
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC108011397|XP_016932008.2|DSUZ, LOC108011398|XP_036675473.1|DSUZ
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC108007382|XP_016926528.2|DSUZ
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC108010783|XP_016931200.1|DSUZ
OG0000041	LOC6500348|XP_001953017.1|DANA	LOC108007903|XP_036674596.1|DSUZ
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC108007889|XP_036674680.1|DSUZ
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC108007918|XP_016927178.2|DSUZ
OG0000042	LOC26515385|XP_014759495.2|DANA	LOC108011952|XP_016932694.2|DSUZ
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC108017900|XP_016940559.1|DSUZ
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC108017907|XP_016940566.1|DSUZ
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC108017901|XP_016940560.1|DSUZ
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC108017720|XP_016940319.1|DSUZ
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC108006018|XP_016924950.2|DSUZ
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC108006051|XP_036674427.1|DSUZ
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC118878135|XP_036675630.1|DSUZ, LOC108006062|XP_016924995.2|DSUZ
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC108010802|XP_016931225.2|DSUZ
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC108006056|XP_016924989.2|DSUZ
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC108012094|XP_016932860.2|DSUZ
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC108007932|XP_036674251.1|DSUZ
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC108007930|XP_036674252.1|DSUZ
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC108007915|XP_016927173.2|DSUZ
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC108007906|XP_016927164.2|DSUZ, LOC108007917|XP_036674250.1|DSUZ
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC108011721|XP_016932432.2|DSUZ
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC108004812|XP_036670921.1|DSUZ
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC108012264|XP_016933053.1|DSUZ, LOC108012265|XP_016933055.1|DSUZ
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC108005813|XP_016924631.1|DSUZ
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC108005814|XP_016924632.1|DSUZ
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC108014425|XP_016936027.2|DSUZ
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC108014937|XP_016936647.1|DSUZ
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC108014936|XP_016936646.1|DSUZ
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC108015074|XP_016936802.1|DSUZ
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC108011093|XP_036674691.1|DSUZ
OG0000046	LOC6501523|XP_001955420.3|DANA	LOC108011091|XP_016931645.2|DSUZ
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC108011090|XP_016931644.1|DSUZ, LOC108008133|XP_016927411.1|DSUZ, LOC108011098|XP_036674670.1|DSUZ
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC108008533|XP_016927892.1|DSUZ
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC108008555|XP_016927914.1|DSUZ
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC108019650|XP_016943022.1|DSUZ
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC108013633|XP_016935067.1|DSUZ
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC108019638|XP_016943010.1|DSUZ
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC108012941|XP_016933968.1|DSUZ
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC108011323|XP_016931922.2|DSUZ, LOC108011315|XP_016931911.1|DSUZ
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC108007321|XP_016926458.2|DSUZ
OG0000048	LOC6493169|XP_001957191.1|DANA	LOC108019378|XP_016942690.1|DSUZ
OG0000049	LOC6500644|XP_001953636.2|DANA	LOC108020793|XP_016944660.2|DSUZ
OG0000049	LOC6499920|XP_001953633.1|DANA	LOC108020795|XP_016944662.2|DSUZ
OG0000049	LOC6500645|XP_001953637.1|DANA	LOC108019317|XP_016942627.2|DSUZ
OG0000049	LOC6499917|XP_001953639.1|DANA	LOC118877929|XP_036674430.1|DSUZ
OG0000049	LOC6502640|XP_001953638.1|DANA	LOC108019319|XP_016942628.2|DSUZ
OG0000049	LOC6499921|XP_001953632.1|DANA	LOC108020803|XP_016944672.2|DSUZ
OG0000050	LOC6494319|XP_001960538.2|DANA	LOC108009777|XP_016929902.1|DSUZ
OG0000050	LOC6502855|XP_001958555.2|DANA	LOC118878833|XP_036677754.1|DSUZ, LOC108007679|XP_036672301.1|DSUZ
OG0000050	LOC6493851|XP_001958559.1|DANA	LOC108007666|XP_016926877.2|DSUZ, LOC118878835|XP_036677757.1|DSUZ, LOC108007675|XP_016926887.1|DSUZ, LOC118878829|XP_036677750.1|DSUZ
OG0000050	LOC6493850|XP_001958558.2|DANA	LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ
OG0000050	LOC6502856|XP_032309510.1|DANA	LOC108007676|XP_016926888.1|DSUZ, LOC118878830|XP_036677751.1|DSUZ
OG0000050	LOC6493852|XP_001958560.2|DANA	LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ
OG0000050	LOC6502857|XP_001958557.2|DANA	LOC108007677|XP_016926889.1|DSUZ, LOC118878831|XP_036677752.1|DSUZ
OG0000051	LOC6499129|XP_001955245.1|DANA	LOC108007968|XP_016927228.1|DSUZ
OG0000051	LOC6500659|XP_001953666.2|DANA	LOC108008061|XP_016927332.1|DSUZ
OG0000051	LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA	LOC108019243|XP_016942528.2|DSUZ, LOC108010880|XP_036675361.1|DSUZ, LOC118877892|XP_036674208.1|DSUZ, LOC108017397|XP_036673834.1|DSUZ, LOC108019259|XP_016942548.2|DSUZ
OG0000052	LOC6499936|XP_001953600.1|DANA	LOC108016212|XP_016938330.1|DSUZ
OG0000052	LOC6496593|XP_001961216.2|DANA	LOC108018024|XP_016940878.1|DSUZ
OG0000052	LOC6496594|XP_001961217.1|DANA	LOC108018025|XP_016940880.1|DSUZ
OG0000053	LOC6495215|XP_001958835.1|DANA	LOC108019583|XP_016942913.1|DSUZ
OG0000053	LOC6495434|XP_001958836.2|DANA	LOC108019582|XP_016942912.1|DSUZ
OG0000053	LOC6495214|XP_001958837.1|DANA	LOC108019581|XP_016942910.1|DSUZ
OG0000053	LOC6495213|XP_001958838.1|DANA	LOC108019580|XP_016942908.1|DSUZ
OG0000053	LOC6495436|XP_001958842.1|DANA	LOC108019595|XP_016942926.1|DSUZ
OG0000054	LOC6499283|XP_001954953.1|DANA	LOC108007018|XP_016926113.2|DSUZ
OG0000054	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA	LOC108007014|XP_016926109.2|DSUZ, LOC108007012|XP_016926106.2|DSUZ
OG0000054	LOC6499278|XP_001954958.1|DANA	LOC108007023|XP_016926117.2|DSUZ
OG0000054	LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA	LOC108007019|XP_016926114.2|DSUZ
OG0000055	LOC6501597|XP_001955556.1|DANA	LOC108016465|XP_016938609.1|DSUZ
OG0000055	LOC6498987|XP_001955555.1|DANA	LOC108016454|XP_016938596.1|DSUZ
OG0000056	LOC6499765|XP_001953966.1|DANA	LOC108011021|XP_036674004.1|DSUZ
OG0000056	LOC6499766|XP_001953965.2|DANA	LOC108011020|XP_036674003.1|DSUZ
OG0000056	LOC6499767|XP_001953964.1|DANA	LOC108011024|XP_016931542.2|DSUZ
OG0000056	LOC6499768|XP_001953963.1|DANA, LOC6499769|XP_001953962.1|DANA	LOC108011023|XP_016931541.2|DSUZ, LOC108011022|XP_016931540.2|DSUZ
OG0000056	LOC6500303|XP_001952932.1|DANA	LOC108018752|XP_016941818.1|DSUZ
OG0000056	LOC6500302|XP_001952931.2|DANA	LOC108018751|XP_016941817.2|DSUZ
OG0000058	LOC6507265|XP_001956364.1|DANA	LOC108008882|XP_016928279.1|DSUZ, LOC108004630|XP_016923063.1|DSUZ
OG0000058	LOC6502760|XP_001964984.2|DANA	LOC108008875|XP_016928269.1|DSUZ
OG0000058	LOC6497335|XP_001962298.1|DANA	LOC108010497|XP_016930860.1|DSUZ
OG0000058	LOC6503754|XP_001963803.1|DANA	LOC108011123|XP_016931684.1|DSUZ
OG0000059	LOC6499242|XP_001955037.1|DANA	LOC108010906|XP_016931395.2|DSUZ
OG0000059	LOC6499240|XP_001955039.1|DANA, LOC6501345|XP_001955040.1|DANA	LOC108004991|XP_016923598.2|DSUZ, LOC108004995|XP_036675477.1|DSUZ
OG0000059	LOC6499241|XP_001955038.1|DANA	LOC108010901|XP_016931379.2|DSUZ
OG0000059	LOC6499239|XP_001955045.1|DANA	LOC108010889|XP_016931367.2|DSUZ
OG0000060	LOC6504067|XP_001964111.1|DANA	LOC108005298|XP_016923997.1|DSUZ
OG0000060	LOC6497905|XP_001961691.1|DANA	LOC108009039|XP_016928528.1|DSUZ
OG0000060	LOC26514467|XP_032305726.1|DANA	LOC108011241|XP_016931834.2|DSUZ
OG0000060	LOC6505935|XP_001964647.1|DANA	LOC108012147|XP_016932927.2|DSUZ
OG0000060	LOC6502151|XP_001966118.1|DANA	LOC108005224|XP_016923903.1|DSUZ
OG0000060	LOC6496714|XP_014759262.1|DANA	LOC108011810|XP_016932540.1|DSUZ
OG0000061	LOC6496734|XP_001967353.1|DANA	LOC108008066|XP_016927350.1|DSUZ
OG0000061	LOC6496703|XP_001967348.1|DANA	LOC108011189|XP_016931772.1|DSUZ
OG0000061	LOC6496732|XP_001967351.1|DANA	LOC108009548|XP_016929484.1|DSUZ
OG0000062	LOC6504406|XP_001967034.1|DANA	LOC108015083|XP_016936812.1|DSUZ
OG0000062	LOC6497538|XP_001961881.1|DANA	LOC108016949|XP_016939375.1|DSUZ
OG0000062	LOC6496869|XP_001963239.2|DANA	LOC108014192|XP_016935747.1|DSUZ
OG0000062	LOC26515349|XP_014760676.1|DANA, LOC26514282|XP_014760647.1|DANA	LOC108008804|XP_016928198.1|DSUZ
OG0000063	LOC6501263|XP_001954874.3|DANA	LOC108007361|XP_036673723.1|DSUZ
OG0000063	LOC6501262|XP_001954873.1|DANA	LOC108007341|XP_036673724.1|DSUZ
OG0000063	LOC6501264|XP_001954875.1|DANA	LOC108007360|XP_016926501.1|DSUZ
OG0000063	LOC6506480|XP_001957794.2|DANA	LOC108012795|XP_016933718.1|DSUZ
OG0000063	LOC6506483|XP_001957791.1|DANA	LOC108012616|XP_016933525.2|DSUZ
OG0000063	LOC6506482|XP_001957792.1|DANA	LOC108012576|XP_016933479.1|DSUZ
OG0000063	LOC6506481|XP_001957793.1|DANA	LOC108012502|XP_016933399.1|DSUZ
OG0000064	LOC6505404|XP_001964880.1|DANA	LOC118878837|XP_036677759.1|DSUZ, LOC118876785|XP_036678236.1|DSUZ
OG0000065	LOC6499838|XP_001953807.1|DANA	LOC108018380|XP_036672586.1|DSUZ
OG0000065	LOC6499850|XP_001953772.1|DANA, LOC6499849|XP_001953773.1|DANA, LOC6499852|XP_001953771.2|DANA	LOC108015662|XP_016937647.2|DSUZ
OG0000065	LOC6499848|XP_001953774.1|DANA	LOC108015669|XP_036673839.1|DSUZ
OG0000066	LOC6504003|XP_001963990.1|DANA	LOC108005211|XP_016923889.1|DSUZ
OG0000066	LOC6501144|XP_001954630.1|DANA	LOC108016054|XP_016938136.1|DSUZ
OG0000066	LOC6498927|XP_001955666.2|DANA	LOC108014819|XP_016936505.2|DSUZ
OG0000066	LOC6504182|XP_001965172.1|DANA	LOC108009663|XP_016929682.1|DSUZ
OG0000066	LOC6499276|XP_001954968.1|DANA	LOC108007006|XP_016926101.2|DSUZ
OG0000066	LOC6504117|XP_001964219.1|DANA	LOC108019078|XP_016942229.1|DSUZ
OG0000066	LOC6502602|XP_001965886.1|DANA	LOC108009981|XP_016930245.1|DSUZ
OG0000067	LOC6499795|XP_032305657.1|DANA, LOC6499794|XP_001953901.1|DANA	LOC108018360|XP_036672819.1|DSUZ
OG0000067	LOC6506620|XP_001957527.1|DANA	LOC108011429|XP_016932047.1|DSUZ
OG0000067	LOC6495325|XP_001958630.1|DANA	LOC108008496|XP_016927850.1|DSUZ
OG0000067	LOC6493325|XP_001957528.1|DANA	LOC108011430|XP_036670601.1|DSUZ
OG0000067	LOC6506201|XP_001958352.1|DANA	LOC108012571|XP_016933475.1|DSUZ
OG0000068	LOC6506532|XP_001957704.2|DANA	LOC108015543|XP_036672326.1|DSUZ
OG0000068	LOC6500414|XP_001953168.2|DANA	LOC108020078|XP_036672611.1|DSUZ, LOC108015958|XP_036673428.1|DSUZ
OG0000068	LOC6507230|XP_001956426.2|DANA	LOC108012701|XP_036672080.1|DSUZ
OG0000068	LOC6495108|XP_001959037.2|DANA	LOC108018226|XP_016941234.1|DSUZ
OG0000068	LOC6504517|XP_032308101.1|DANA	LOC108015246|XP_016937086.1|DSUZ
OG0000069	LOC6496205|XP_014763669.1|DANA	LOC108008583|XP_016927949.1|DSUZ
OG0000070	LOC6503961|XP_001965215.1|DANA	LOC108010939|XP_016931440.1|DSUZ, LOC108008584|XP_016927954.1|DSUZ
OG0000070	LOC6503769|XP_001963776.1|DANA	LOC108014746|XP_036671592.1|DSUZ
OG0000070	LOC6498205|XP_001962291.1|DANA	LOC108008382|XP_016927718.1|DSUZ
OG0000070	LOC6498204|XP_001962290.1|DANA	LOC108016673|XP_016938880.1|DSUZ
OG0000071	LOC6507148|XP_001956586.1|DANA	LOC108010694|XP_036670542.1|DSUZ
OG0000071	LOC6506125|XP_001958498.2|DANA	LOC118877301|XP_036671340.1|DSUZ
OG0000071	LOC6493818|XP_001958499.2|DANA	LOC108013781|XP_016935236.2|DSUZ
OG0000072	LOC6494126|XP_001960916.1|DANA	LOC108008238|XP_016927518.1|DSUZ
OG0000072	LOC6496437|XP_001960913.2|DANA	LOC108010178|XP_016930510.2|DSUZ
OG0000073	LOC6495130|XP_032306843.1|DANA	LOC108006185|XP_016925109.1|DSUZ
OG0000073	LOC6504831|XP_032309092.1|DANA	LOC108016759|XP_036676337.1|DSUZ
OG0000073	LOC6501709|XP_014767186.1|DANA	LOC108017156|XP_036675209.1|DSUZ
OG0000074	LOC6506390|XP_001957961.1|DANA	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ
OG0000074	LOC6493409|XP_001957690.2|DANA	LOC108004794|XP_016923335.2|DSUZ
OG0000075	LOC6506377|XP_001957995.1|DANA	LOC108013328|XP_016934616.1|DSUZ
OG0000075	LOC6493560|XP_001957997.1|DANA	LOC108013578|XP_016934994.1|DSUZ
OG0000075	LOC6493559|XP_001957996.1|DANA	LOC108012554|XP_016933456.2|DSUZ, LOC108013579|XP_016934995.1|DSUZ
OG0000075	LOC6506378|XP_001957994.1|DANA	LOC108013329|XP_016934617.1|DSUZ
OG0000076	LOC6507708|XP_032310567.1|DANA	LOC108005825|XP_036670890.1|DSUZ
OG0000076	LOC6500532|XP_001953403.2|DANA	LOC108014332|XP_036673815.1|DSUZ
OG0000076	LOC6500015|XP_001953401.2|DANA	LOC108019254|XP_036673770.1|DSUZ
OG0000076	LOC6498742|XP_001967290.3|DANA	LOC108015039|XP_016936760.1|DSUZ
OG0000076	LOC6498743|XP_001967289.1|DANA	LOC108015414|XP_016937334.1|DSUZ
OG0000077	LOC6495454|XP_001958879.1|DANA	LOC108009747|XP_016929834.1|DSUZ
OG0000077	LOC6500548|XP_001953433.1|DANA	LOC108015852|XP_016937909.1|DSUZ
OG0000077	LOC6494255|XP_001960658.2|DANA	LOC108010141|XP_016930463.1|DSUZ
OG0000077	LOC6498930|XP_001955657.2|DANA	LOC108014833|XP_016936524.2|DSUZ
OG0000078	LOC6496013|XP_001960040.1|DANA	LOC108008657|XP_016928031.1|DSUZ
OG0000078	LOC6506366|XP_001958015.1|DANA	LOC108006897|XP_016925974.2|DSUZ
OG0000078	LOC6500459|XP_001953252.2|DANA	LOC108011262|XP_036675195.1|DSUZ
OG0000078	LOC6504531|XP_014759488.1|DANA	LOC108015391|XP_016937300.1|DSUZ
OG0000079	LOC26515455|XP_014762435.1|DANA, LOC6497477|XP_001961997.1|DANA, LOC26514625|XP_014762351.1|DANA	LOC108008373|XP_016927706.1|DSUZ
OG0000079	LOC6497476|XP_001961998.1|DANA	LOC108010440|XP_016930790.1|DSUZ
OG0000080	LOC6492911|XP_032306632.1|DANA, LOC6492910|XP_001955590.1|DANA, LOC6501610|XP_001955588.1|DANA, LOC116656055|XP_032311275.1|DANA, LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ
OG0000080	LOC6492912|XP_001960641.1|DANA	LOC108009443|XP_016929282.1|DSUZ
OG0000081	LOC6507078|XP_001956706.2|DANA	LOC108012473|XP_016933353.1|DSUZ
OG0000082	LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA	LOC108005981|XP_016924910.2|DSUZ
OG0000082	LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA	LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ
OG0000083	LOC6496922|XP_001963135.1|DANA	LOC108021699|XP_016946017.1|DSUZ
OG0000083	LOC6497178|XP_001962608.1|DANA	LOC108019227|XP_016942512.1|DSUZ
OG0000083	LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA	LOC108018957|XP_016942050.1|DSUZ
OG0000083	LOC6497180|XP_001962606.1|DANA	LOC108019013|XP_016942116.1|DSUZ
OG0000083	LOC6498600|XP_014762200.1|DANA	LOC108021302|XP_016945444.1|DSUZ
OG0000084	LOC6493976|XP_001961222.1|DANA	LOC108019885|XP_016943446.1|DSUZ
OG0000084	LOC6496169|XP_001960366.1|DANA	LOC108017776|XP_016940388.1|DSUZ
OG0000085	LOC6496033|XP_001960086.1|DANA	LOC108017846|XP_016940490.1|DSUZ
OG0000085	LOC6496032|XP_014763616.1|DANA	LOC108017929|XP_036669795.1|DSUZ
OG0000085	LOC6496034|XP_001960087.2|DANA	LOC108017827|XP_016940468.1|DSUZ
OG0000085	LOC6496036|XP_001960089.1|DANA	LOC108018199|XP_016941204.1|DSUZ
OG0000085	LOC6496031|XP_001960084.1|DANA	LOC108017928|XP_036669794.1|DSUZ
OG0000086	LOC6495180|XP_001958901.1|DANA	LOC108009612|XP_016929587.1|DSUZ
OG0000087	LOC6496978|XP_001963012.1|DANA	LOC108006715|XP_016925785.1|DSUZ
OG0000087	LOC6497827|XP_032307448.1|DANA	LOC108013454|XP_016934823.1|DSUZ
OG0000087	LOC6498545|XP_001963033.1|DANA	LOC108010645|XP_016931036.1|DSUZ
OG0000088	LOC6496644|XP_001961321.1|DANA	LOC108018081|XP_016940973.1|DSUZ
OG0000088	LOC6502421|XP_001962636.2|DANA	LOC108010533|XP_016930904.1|DSUZ
OG0000088	LOC6507889|XP_032310261.1|DANA	LOC108017064|XP_016939511.1|DSUZ
OG0000088	LOC26514739|XP_014764045.1|DANA	LOC108009734|XP_016929807.1|DSUZ
OG0000088	LOC6507890|XP_032309932.1|DANA	LOC108017056|XP_016939503.2|DSUZ
OG0000089	LOC6500432|XP_001953205.1|DANA	LOC108017134|XP_016939601.1|DSUZ
OG0000089	LOC6494393|XP_001965927.1|DANA	LOC108010600|XP_016930978.1|DSUZ
OG0000089	LOC6507779|XP_001956330.2|DANA	LOC108012396|XP_016933244.1|DSUZ
OG0000090	LOC6495340|XP_001958614.1|DANA	LOC108009148|XP_016928740.1|DSUZ
OG0000090	LOC6495339|XP_032306761.1|DANA	LOC108008436|XP_016927775.1|DSUZ
OG0000090	LOC6507692|XP_014765406.1|DANA	LOC108020200|XP_016943797.1|DSUZ
OG0000090	LOC6507073|XP_032309532.1|DANA	LOC108013274|XP_016934533.1|DSUZ
OG0000091	LOC6505932|XP_001964640.2|DANA	LOC108007205|XP_036674733.1|DSUZ
OG0000091	LOC6497391|XP_001962180.1|DANA	LOC108021626|XP_016945921.1|DSUZ
OG0000091	LOC6500890|XP_001954116.1|DANA	LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ
OG0000091	LOC6500891|XP_001954117.1|DANA	LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000092	LOC6500214|XP_001953014.1|DANA	LOC108007922|XP_016927181.2|DSUZ
OG0000092	LOC6500347|XP_001953016.1|DANA	LOC108007901|XP_016927158.2|DSUZ
OG0000092	LOC6501008|XP_001954370.1|DANA	LOC108007563|XP_016926745.2|DSUZ
OG0000092	LOC6500213|XP_001953015.1|DANA	LOC108007927|XP_016927187.2|DSUZ
OG0000093	LOC6498089|XP_001962057.1|DANA	LOC108017965|XP_016940733.1|DSUZ
OG0000093	LOC6502575|XP_001960179.1|DANA, LOC6508048|XP_032306131.1|DANA	LOC108015401|XP_016937310.2|DSUZ, LOC108008101|XP_016927380.2|DSUZ
OG0000093	LOC6501951|XP_001966753.1|DANA	LOC108015362|XP_016937266.1|DSUZ
OG0000094	LOC6493460|XP_001957805.1|DANA	LOC108012257|XP_016933045.2|DSUZ
OG0000094	LOC6501401|XP_001955180.1|DANA	LOC108014341|XP_016935913.1|DSUZ
OG0000095	LOC116654932|XP_032307586.1|DANA	LOC118879618|XP_036678414.1|DSUZ
OG0000096	LOC26515135|XP_032306053.1|DANA	LOC108005944|XP_016924862.1|DSUZ
OG0000096	LOC26513823|XP_032305336.1|DANA	LOC108021485|XP_016945715.1|DSUZ
OG0000096	LOC6500320|XP_001952965.1|DANA	LOC108006768|XP_036674772.1|DSUZ, LOC118878143|XP_036675694.1|DSUZ
OG0000096	LOC6497252|XP_001962468.1|DANA	LOC108005977|XP_016924907.1|DSUZ
OG0000097	LOC26515323|XP_032307637.1|DANA	LOC108011017|XP_016931534.1|DSUZ
OG0000097	LOC6506261|XP_001958246.1|DANA	LOC108017049|XP_036671976.1|DSUZ
OG0000097	LOC6507844|XP_032310260.1|DANA	LOC108011556|XP_016932215.1|DSUZ, LOC108010507|XP_016930873.2|DSUZ, LOC108015617|XP_036671854.1|DSUZ
OG0000098	LOC6499837|XP_001953808.1|DANA	LOC108018693|XP_036672581.1|DSUZ
OG0000099	LOC6504649|XP_001966471.1|DANA	LOC108016827|XP_016939133.1|DSUZ
OG0000099	LOC6503889|XP_001963789.1|DANA	LOC108016981|XP_016939415.1|DSUZ
OG0000100	LOC26515131|XP_014764095.1|DANA	LOC108008543|XP_016927903.1|DSUZ
OG0000100	LOC6499567|XP_001954364.1|DANA	LOC108007575|XP_016926757.2|DSUZ
OG0000100	LOC6505697|XP_001964437.1|DANA	LOC108016414|XP_016938552.1|DSUZ
OG0000100	LOC6505825|XP_001964439.1|DANA	LOC108016400|XP_016938537.2|DSUZ
OG0000100	LOC6499464|XP_001954581.2|DANA	LOC108006095|XP_016925031.1|DSUZ
OG0000101	LOC6493637|XP_032310766.1|DANA	LOC118877221|XP_036670519.1|DSUZ
OG0000101	LOC6493632|XP_001958135.2|DANA	LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ
OG0000101	LOC116655752|XP_032309646.1|DANA	LOC118877329|XP_036671513.1|DSUZ
OG0000102	LOC6496059|XP_001960131.2|DANA	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC6495563|XP_001959110.1|DANA	LOC108009476|XP_016929345.1|DSUZ
OG0000103	LOC6493013|XP_001956853.1|DANA	LOC108012611|XP_016933519.1|DSUZ
OG0000103	LOC6506530|XP_001957705.2|DANA	LOC108019406|XP_016942716.2|DSUZ
OG0000103	LOC26514817|XP_014765666.1|DANA	LOC108010501|XP_016930863.2|DSUZ
OG0000103	LOC6495378|XP_001958702.1|DANA	LOC108009753|XP_016929854.1|DSUZ
OG0000104	LOC6507022|XP_001956806.1|DANA	LOC108018816|XP_036670778.1|DSUZ
OG0000104	LOC6492993|XP_001956811.1|DANA	LOC108018835|XP_036671763.1|DSUZ
OG0000105	LOC6506095|XP_001965114.2|DANA	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ
OG0000105	LOC6500031|XP_001953356.1|DANA	LOC108019998|XP_036673113.1|DSUZ
OG0000105	LOC6500504|XP_032307642.1|DANA	LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ
OG0000105	LOC6500505|XP_001953361.1|DANA	LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000106	LOC6494361|XP_001960466.1|DANA	LOC108007011|XP_016926105.2|DSUZ, LOC108008554|XP_016927917.1|DSUZ
OG0000106	LOC26513664|XP_032305624.1|DANA, LOC26514945|XP_032306014.1|DANA	LOC108017853|XP_016940497.2|DSUZ, LOC108017854|XP_016940498.2|DSUZ
OG0000107	LOC6496163|XP_001960354.1|DANA	LOC108008259|XP_016927537.1|DSUZ
OG0000107	LOC6496162|XP_032306051.1|DANA	LOC108018663|XP_016941724.2|DSUZ
OG0000107	LOC6496160|XP_032306054.1|DANA	LOC108018456|XP_036668919.1|DSUZ
OG0000108	LOC26513828|XP_014760352.2|DANA	LOC118879591|XP_036678393.1|DSUZ, LOC118879590|XP_036678391.1|DSUZ
OG0000108	LOC26514542|XP_032307979.1|DANA	LOC108006121|XP_036678395.1|DSUZ
OG0000108	LOC116655862|XP_032310454.1|DANA, LOC116656588|XP_032312273.1|DANA, LOC116656445|XP_032311953.1|DANA, LOC116655567|XP_032309387.1|DANA, LOC116655312|XP_032308859.1|DANA	LOC118878771|XP_036677662.1|DSUZ, LOC108020344|XP_016943997.1|DSUZ
