Orthogroup	DANA.longest_only	DFIC.longest_only
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC108090329|XP_017044432.1|DFIC
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC108090331|XP_017044434.1|DFIC
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC108087389|XP_017040220.1|DFIC
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC108087351|XP_017040180.1|DFIC
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC108092195|XP_017047211.1|DFIC
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC108087304|XP_017040112.1|DFIC, LOC108087099|XP_017039770.1|DFIC, LOC108086831|XP_017039366.1|DFIC
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC108087388|XP_017040219.1|DFIC
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC108095953|XP_017052779.1|DFIC
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC108095656|XP_017052310.1|DFIC, LOC108095674|XP_017052331.1|DFIC
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC108095707|XP_017052368.1|DFIC, LOC108095664|XP_017052318.1|DFIC
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC108096011|XP_017052849.1|DFIC
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC108095670|XP_017052324.1|DFIC, LOC108095658|XP_017052312.1|DFIC
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC108102017|XP_017062104.1|DFIC
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC108099782|XP_017058900.1|DFIC
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC108099776|XP_017058894.1|DFIC, LOC108099783|XP_017058901.1|DFIC
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC108089346|XP_017043016.1|DFIC
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC108089335|XP_017043004.1|DFIC
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC108098480|XP_017056880.1|DFIC
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC108097441|XP_017055199.1|DFIC
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC108097439|XP_017055197.1|DFIC
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC108097454|XP_017055215.1|DFIC
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC108091603|XP_017046371.1|DFIC, LOC108091584|XP_017046349.1|DFIC
OG0000046	LOC6501523|XP_001955420.3|DANA	LOC108091607|XP_017046377.1|DFIC
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC108091593|XP_017046357.1|DFIC, LOC108091587|XP_017046351.1|DFIC, LOC108091594|XP_017046358.1|DFIC, LOC108091585|XP_017046350.1|DFIC
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC108090569|XP_017044803.1|DFIC
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC108090570|XP_017044804.1|DFIC
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC108094901|XP_017051236.1|DFIC
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC108089762|XP_017043641.1|DFIC
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC108094950|XP_017051302.1|DFIC
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC108089719|XP_017043575.1|DFIC
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC108089539|XP_017043364.1|DFIC, LOC108089337|XP_017043007.1|DFIC
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC108089535|XP_017043361.1|DFIC
OG0000048	LOC6493169|XP_001957191.1|DANA	LOC108089542|XP_017043368.1|DFIC
OG0000049	LOC6500644|XP_001953636.2|DANA	LOC108091886|XP_017046759.1|DFIC
OG0000049	LOC6499920|XP_001953633.1|DANA	LOC108091864|XP_017046732.1|DFIC
OG0000049	LOC6500645|XP_001953637.1|DANA	LOC108091860|XP_017046729.1|DFIC
OG0000049	LOC6499917|XP_001953639.1|DANA	LOC108091991|XP_017046904.1|DFIC
OG0000049	LOC6502640|XP_001953638.1|DANA	LOC108091993|XP_017046906.1|DFIC
OG0000049	LOC6499921|XP_001953632.1|DANA	LOC108092198|XP_017047214.1|DFIC
OG0000050	LOC6494319|XP_001960538.2|DANA	LOC108093905|XP_017049757.1|DFIC
OG0000050	LOC6502855|XP_001958555.2|DANA	LOC108088748|XP_017042185.1|DFIC
OG0000050	LOC6493851|XP_001958559.1|DANA	LOC108088744|XP_017042181.1|DFIC
OG0000050	LOC6493850|XP_001958558.2|DANA	LOC108088745|XP_017042182.1|DFIC
OG0000050	LOC6502856|XP_032309510.1|DANA	LOC108088747|XP_017042184.1|DFIC
OG0000050	LOC6493852|XP_001958560.2|DANA	LOC108088743|XP_017042180.1|DFIC
OG0000050	LOC6502857|XP_001958557.2|DANA	LOC108088746|XP_017042183.1|DFIC
OG0000051	LOC6499129|XP_001955245.1|DANA	LOC108099282|XP_017058161.1|DFIC
OG0000051	LOC6500659|XP_001953666.2|DANA	LOC108087911|XP_017040982.1|DFIC
OG0000051	LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA	LOC108092094|XP_017047073.1|DFIC, LOC108087894|XP_017040960.1|DFIC, LOC108087917|XP_017040992.1|DFIC
OG0000052	LOC6499936|XP_001953600.1|DANA	LOC108098902|XP_017057587.1|DFIC
OG0000052	LOC6496593|XP_001961216.2|DANA	LOC108087760|XP_017040779.1|DFIC
OG0000052	LOC6496594|XP_001961217.1|DANA	LOC108087818|XP_017040874.1|DFIC
OG0000053	LOC6495215|XP_001958835.1|DANA	LOC108090322|XP_017044423.1|DFIC
OG0000053	LOC6495434|XP_001958836.2|DANA	LOC108090310|XP_017044412.1|DFIC
OG0000053	LOC6495214|XP_001958837.1|DANA	LOC108090321|XP_017044422.1|DFIC
OG0000053	LOC6495213|XP_001958838.1|DANA	LOC108090309|XP_017044411.1|DFIC
OG0000053	LOC6495436|XP_001958842.1|DANA	LOC108090323|XP_017044424.1|DFIC
OG0000054	LOC6499283|XP_001954953.1|DANA	LOC108097528|XP_017055365.1|DFIC
OG0000054	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA	LOC108096334|XP_017053362.1|DFIC
OG0000054	LOC6499278|XP_001954958.1|DANA	LOC108096244|XP_017053162.1|DFIC
OG0000054	LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA	LOC108097685|XP_017055644.1|DFIC
OG0000055	LOC6501596|XP_001955554.1|DANA	LOC108099258|XP_017058122.1|DFIC
OG0000055	LOC6498987|XP_001955555.1|DANA	LOC108099260|XP_017058123.1|DFIC
OG0000056	LOC6499765|XP_001953966.1|DANA	LOC108091640|XP_017046431.1|DFIC
OG0000056	LOC6499766|XP_001953965.2|DANA	LOC108091639|XP_017046430.1|DFIC
OG0000056	LOC6499767|XP_001953964.1|DANA	LOC108091643|XP_017046434.1|DFIC
OG0000056	LOC6499768|XP_001953963.1|DANA, LOC6499769|XP_001953962.1|DANA	LOC108091642|XP_017046433.1|DFIC
OG0000056	LOC6500303|XP_001952932.1|DANA	LOC108098775|XP_017057398.1|DFIC
OG0000056	LOC6500302|XP_001952931.2|DANA	LOC108098940|XP_017057636.1|DFIC
OG0000058	LOC6507265|XP_001956364.1|DANA	LOC108098312|XP_017056614.1|DFIC, LOC108098300|XP_017056599.1|DFIC
OG0000058	LOC6497335|XP_001962298.1|DANA	LOC108093385|XP_017048892.1|DFIC
OG0000058	LOC6503754|XP_001963803.1|DANA	LOC108092885|XP_017048216.1|DFIC
OG0000059	LOC6499242|XP_001955037.1|DANA	LOC108095725|XP_017052388.1|DFIC
OG0000059	LOC6499240|XP_001955039.1|DANA, LOC6501345|XP_001955040.1|DANA	LOC108095914|XP_017052731.1|DFIC, LOC108095915|XP_017052732.1|DFIC
OG0000059	LOC6499241|XP_001955038.1|DANA	LOC108095912|XP_017052729.1|DFIC
OG0000059	LOC6499239|XP_001955045.1|DANA	LOC108096013|XP_017052851.1|DFIC
OG0000060	LOC6504067|XP_001964111.1|DANA	LOC108091169|XP_017045705.1|DFIC
OG0000060	LOC6497905|XP_001961691.1|DANA	LOC108090629|XP_017044896.1|DFIC
OG0000060	LOC26514467|XP_032305726.1|DANA	LOC108090119|XP_017044139.1|DFIC
OG0000060	LOC6505935|XP_001964647.1|DANA	LOC108086822|XP_017039354.1|DFIC
OG0000060	LOC6502151|XP_001966118.1|DANA	LOC108101966|XP_017062037.1|DFIC
OG0000060	LOC6496714|XP_014759262.1|DANA	LOC108092553|XP_017047676.1|DFIC
OG0000061	LOC6496734|XP_001967353.1|DANA	LOC108094528|XP_017050618.1|DFIC
OG0000061	LOC6496703|XP_001967348.1|DANA	LOC108094524|XP_017050615.1|DFIC
OG0000061	LOC6496732|XP_001967351.1|DANA	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC
OG0000062	LOC6504406|XP_001967034.1|DANA	LOC108094292|XP_017050285.1|DFIC
OG0000062	LOC6497538|XP_001961881.1|DANA	LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC
OG0000062	LOC26515349|XP_014760676.1|DANA, LOC26514282|XP_014760647.1|DANA	LOC108096166|XP_017053037.1|DFIC
OG0000063	LOC6501263|XP_001954874.3|DANA	LOC108102253|XP_017062492.1|DFIC
OG0000063	LOC6501262|XP_001954873.1|DANA	LOC108102254|XP_017062493.1|DFIC
OG0000063	LOC6501264|XP_001954875.1|DANA	LOC108102252|XP_017062491.1|DFIC
OG0000063	LOC6506480|XP_001957794.2|DANA	LOC108089709|XP_017043545.1|DFIC
OG0000063	LOC6506483|XP_001957791.1|DANA	LOC108089764|XP_017043644.1|DFIC
OG0000063	LOC6506482|XP_001957792.1|DANA	LOC108089767|XP_017043647.1|DFIC
OG0000063	LOC6506481|XP_001957793.1|DANA	LOC108089761|XP_017043640.1|DFIC
OG0000065	LOC6499838|XP_001953807.1|DANA	LOC108087975|XP_017041064.1|DFIC
OG0000065	LOC6499850|XP_001953772.1|DANA, LOC6499849|XP_001953773.1|DANA, LOC6499852|XP_001953771.2|DANA	LOC108087006|XP_017039644.1|DFIC
OG0000065	LOC6499848|XP_001953774.1|DANA	LOC108087009|XP_017039646.1|DFIC
OG0000066	LOC6504003|XP_001963990.1|DANA	LOC108095590|XP_017052241.1|DFIC
OG0000066	LOC6501144|XP_001954630.1|DANA	LOC108091801|XP_017046658.1|DFIC
OG0000066	LOC6498927|XP_001955666.2|DANA	LOC108102277|XP_017062516.1|DFIC
OG0000066	LOC6504182|XP_001965172.1|DANA	LOC108094357|XP_017050387.1|DFIC
OG0000066	LOC6499276|XP_001954968.1|DANA	LOC108096246|XP_017053178.1|DFIC
OG0000066	LOC6504117|XP_001964219.1|DANA	LOC108091186|XP_017045747.1|DFIC
OG0000066	LOC6502602|XP_001965886.1|DANA	LOC108096709|XP_017054033.1|DFIC
OG0000067	LOC6499795|XP_032305657.1|DANA, LOC6499794|XP_001953901.1|DANA	LOC108098544|XP_017057031.1|DFIC
OG0000067	LOC6506620|XP_001957527.1|DANA	LOC108089737|XP_017043607.1|DFIC
OG0000067	LOC6495325|XP_001958630.1|DANA	LOC108090972|XP_017045416.1|DFIC
OG0000067	LOC6493325|XP_001957528.1|DANA	LOC108089736|XP_017043606.1|DFIC
OG0000067	LOC6506201|XP_001958352.1|DANA	LOC108093275|XP_017048744.1|DFIC
OG0000068	LOC6506532|XP_001957704.2|DANA	LOC108099862|XP_017058999.1|DFIC
OG0000068	LOC6500414|XP_001953168.2|DANA	LOC108101069|XP_017060747.1|DFIC
OG0000068	LOC6507230|XP_001956426.2|DANA	LOC108086952|XP_017039554.1|DFIC
OG0000068	LOC6495108|XP_001959037.2|DANA	LOC108094867|XP_017051178.1|DFIC
OG0000068	LOC6504517|XP_032308101.1|DANA	LOC108098038|XP_017056186.1|DFIC
OG0000069	LOC6496205|XP_014763669.1|DANA	LOC108095205|XP_017051701.1|DFIC
OG0000070	LOC6503961|XP_001965215.1|DANA	LOC108093013|XP_017048405.1|DFIC
OG0000070	LOC6503769|XP_001963776.1|DANA	LOC108097315|XP_017055021.1|DFIC
OG0000070	LOC6498205|XP_001962291.1|DANA	LOC108093017|XP_017048410.1|DFIC
OG0000070	LOC6498204|XP_001962290.1|DANA	LOC108093018|XP_017048411.1|DFIC
OG0000071	LOC6507148|XP_001956586.1|DANA	LOC108100141|XP_017059383.1|DFIC
OG0000071	LOC6506125|XP_001958498.2|DANA	LOC108095396|XP_017051968.1|DFIC
OG0000071	LOC6493818|XP_001958499.2|DANA	LOC108095397|XP_017051969.1|DFIC
OG0000071	LOC6493817|XP_001958497.2|DANA	LOC108095466|XP_017052069.1|DFIC
OG0000072	LOC6496435|XP_001960911.2|DANA	LOC108090389|XP_017044527.1|DFIC
OG0000072	LOC6494126|XP_001960916.1|DANA	LOC108090306|XP_017044405.1|DFIC
OG0000072	LOC6496437|XP_001960913.2|DANA	LOC108090388|XP_017044526.1|DFIC
OG0000073	LOC6495130|XP_032306843.1|DANA	LOC108093786|XP_017049554.1|DFIC
OG0000073	LOC6504831|XP_032309092.1|DANA	LOC108097185|XP_017054817.1|DFIC
OG0000073	LOC6501709|XP_014767186.1|DANA	LOC108098509|XP_017056925.1|DFIC
OG0000074	LOC6506390|XP_001957961.1|DANA	LOC108093150|XP_017048585.1|DFIC
OG0000074	LOC6493409|XP_001957690.2|DANA	LOC108099854|XP_017058989.1|DFIC
OG0000075	LOC6506377|XP_001957995.1|DANA	LOC108096303|XP_017053279.1|DFIC
OG0000075	LOC6493560|XP_001957997.1|DANA	LOC108096448|XP_017053541.1|DFIC
OG0000075	LOC6493559|XP_001957996.1|DANA	LOC108096307|XP_017053282.1|DFIC
OG0000075	LOC6506378|XP_001957994.1|DANA	LOC108096304|XP_017053280.1|DFIC
OG0000076	LOC6507708|XP_032310567.1|DANA	LOC108096321|XP_017053338.1|DFIC
OG0000076	LOC6500532|XP_001953403.2|DANA	LOC108087907|XP_017040976.1|DFIC
OG0000076	LOC6500015|XP_001953401.2|DANA	LOC108088087|XP_017041231.1|DFIC
OG0000076	LOC6498742|XP_001967290.3|DANA	LOC108094504|XP_017050597.1|DFIC
OG0000076	LOC6498743|XP_001967289.1|DANA	LOC108094514|XP_017050608.1|DFIC
OG0000077	LOC6495454|XP_001958879.1|DANA	LOC108094895|XP_017051224.1|DFIC
OG0000077	LOC6500548|XP_001953433.1|DANA	LOC108099491|XP_017058540.1|DFIC
OG0000077	LOC6494255|XP_001960658.2|DANA	LOC108101896|XP_017061947.1|DFIC
OG0000077	LOC6498930|XP_001955657.2|DANA	LOC108088470|XP_017041744.1|DFIC
OG0000078	LOC6496013|XP_001960040.1|DANA	LOC108094965|XP_017051317.1|DFIC
OG0000078	LOC6506366|XP_001958015.1|DANA	LOC108088926|XP_017042437.1|DFIC
OG0000078	LOC6500459|XP_001953252.2|DANA	LOC108093529|XP_017049111.1|DFIC
OG0000078	LOC6504531|XP_014759488.1|DANA	LOC108098116|XP_017056325.1|DFIC
OG0000079	LOC26515455|XP_014762435.1|DANA, LOC6497477|XP_001961997.1|DANA, LOC26514625|XP_014762351.1|DANA	LOC108092477|XP_017047558.1|DFIC
OG0000079	LOC6497476|XP_001961998.1|DANA	LOC108092475|XP_017047555.1|DFIC, LOC108092352|XP_017047375.1|DFIC, LOC108092476|XP_017047557.1|DFIC, LOC108092474|XP_017047554.1|DFIC
OG0000080	LOC6492911|XP_032306632.1|DANA, LOC6492910|XP_001955590.1|DANA, LOC6501610|XP_001955588.1|DANA, LOC116656055|XP_032311275.1|DANA, LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC
OG0000080	LOC6492912|XP_001960641.1|DANA	LOC108090461|XP_017044643.1|DFIC
OG0000081	LOC6507078|XP_001956706.2|DANA	LOC108100698|XP_017060209.1|DFIC
OG0000082	LOC6496417|XP_001960874.1|DANA	LOC108096757|XP_017054106.1|DFIC
OG0000082	LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA	LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC
OG0000082	LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA	LOC108092010|XP_017046931.1|DFIC
OG0000083	LOC6496922|XP_001963135.1|DANA	LOC108089266|XP_017042925.1|DFIC
OG0000083	LOC6497178|XP_001962608.1|DANA	LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC
OG0000083	LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA	LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC
OG0000083	LOC6497183|XP_001962603.1|DANA	LOC108098717|XP_017057324.1|DFIC
OG0000083	LOC6497180|XP_001962606.1|DANA	LOC108098712|XP_017057316.1|DFIC
OG0000083	LOC6498600|XP_014762200.1|DANA	LOC108089245|XP_017042898.1|DFIC
OG0000084	LOC6493976|XP_001961222.1|DANA	LOC108087862|XP_017040935.1|DFIC
OG0000084	LOC6496169|XP_001960366.1|DANA	LOC108093919|XP_017049775.1|DFIC
OG0000085	LOC6496033|XP_001960086.1|DANA	LOC108101444|XP_017061270.1|DFIC
OG0000085	LOC6496032|XP_014763616.1|DANA	LOC108101595|XP_017061496.1|DFIC
OG0000085	LOC6496034|XP_001960087.2|DANA	LOC108101603|XP_017061506.1|DFIC
OG0000085	LOC26515598|XP_014764144.1|DANA, LOC6496035|XP_001960088.2|DANA	LOC108101602|XP_017061505.1|DFIC
OG0000085	LOC6496036|XP_001960089.1|DANA	LOC108101582|XP_017061483.1|DFIC
OG0000085	LOC6496031|XP_001960084.1|DANA	LOC108101594|XP_017061495.1|DFIC
OG0000086	LOC6495180|XP_001958901.1|DANA	LOC108096752|XP_017054097.1|DFIC
OG0000087	LOC6496978|XP_001963012.1|DANA	LOC108101150|XP_017060862.1|DFIC
OG0000087	LOC6497827|XP_032307448.1|DANA	LOC108090029|XP_017044014.1|DFIC
OG0000088	LOC6496644|XP_001961321.1|DANA	LOC108094304|XP_017050312.1|DFIC
OG0000088	LOC6502421|XP_001962636.2|DANA	LOC108101734|XP_017061675.1|DFIC
OG0000088	LOC6507889|XP_032310261.1|DANA	LOC108100188|XP_017059448.1|DFIC
OG0000088	LOC26514739|XP_014764045.1|DANA	LOC108093949|XP_017049834.1|DFIC
OG0000088	LOC6507890|XP_032309932.1|DANA	LOC108100212|XP_017059477.1|DFIC
OG0000089	LOC6500432|XP_001953205.1|DANA	LOC108098591|XP_017057133.1|DFIC
OG0000089	LOC6494393|XP_001965927.1|DANA	LOC108098939|XP_017057635.1|DFIC
OG0000089	LOC6507779|XP_001956330.2|DANA	LOC108087422|XP_017040258.1|DFIC
OG0000090	LOC6495340|XP_001958614.1|DANA	LOC108090757|XP_017045079.1|DFIC
OG0000090	LOC6495339|XP_032306761.1|DANA	LOC108090961|XP_017045394.1|DFIC
OG0000090	LOC6507692|XP_014765406.1|DANA	LOC108096450|XP_017053542.1|DFIC
OG0000090	LOC6507073|XP_032309532.1|DANA	LOC108100299|XP_017059587.1|DFIC
OG0000091	LOC6505932|XP_001964640.2|DANA	LOC108086553|XP_017038985.1|DFIC
OG0000091	LOC6497391|XP_001962180.1|DANA	LOC108102111|XP_017062264.1|DFIC
OG0000091	LOC6500890|XP_001954116.1|DANA	LOC108087170|XP_017039900.1|DFIC
OG0000091	LOC6500891|XP_001954117.1|DANA	LOC108087365|XP_017040194.1|DFIC
OG0000092	LOC6500214|XP_001953014.1|DANA	LOC108096020|XP_017052859.1|DFIC
OG0000092	LOC6500347|XP_001953016.1|DANA	LOC108095984|XP_017052817.1|DFIC
OG0000092	LOC6501008|XP_001954370.1|DANA	LOC108095732|XP_017052397.1|DFIC
OG0000092	LOC6500213|XP_001953015.1|DANA	LOC108096015|XP_017052854.1|DFIC
OG0000093	LOC6498089|XP_001962057.1|DANA	LOC108092694|XP_017047894.1|DFIC
OG0000093	LOC6502575|XP_001960179.1|DANA, LOC6508048|XP_032306131.1|DANA	LOC108094674|XP_017050882.1|DFIC, LOC108093808|XP_017049610.1|DFIC
OG0000093	LOC6501951|XP_001966753.1|DANA	LOC108088659|XP_017042076.1|DFIC
OG0000094	LOC6493460|XP_001957805.1|DANA	LOC108089688|XP_017043524.1|DFIC
OG0000094	LOC6501401|XP_001955180.1|DANA	LOC108091775|XP_017046611.1|DFIC
OG0000096	LOC26515135|XP_032306053.1|DANA	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC
OG0000096	LOC26513823|XP_032305336.1|DANA	LOC108094544|XP_017050641.1|DFIC
OG0000096	LOC6500320|XP_001952965.1|DANA	LOC108087280|XP_017040078.1|DFIC
OG0000096	LOC6497252|XP_001962468.1|DANA	LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC
OG0000097	LOC6507844|XP_032310260.1|DANA	LOC108090015|XP_017044005.1|DFIC, LOC108090546|XP_017044770.1|DFIC, LOC108090547|XP_017044774.1|DFIC, LOC108099718|XP_017058829.1|DFIC, LOC108099719|XP_017058830.1|DFIC, LOC108099737|XP_017058847.1|DFIC, LOC108099759|XP_017058878.1|DFIC
OG0000098	LOC6499837|XP_001953808.1|DANA	LOC108087974|XP_017041063.1|DFIC
OG0000099	LOC6504649|XP_001966471.1|DANA	LOC108097067|XP_017054593.1|DFIC
OG0000099	LOC6504861|XP_001966472.1|DANA	LOC108097066|XP_017054592.1|DFIC
OG0000099	LOC6503889|XP_001963789.1|DANA	LOC108097065|XP_017054590.1|DFIC
OG0000100	LOC26515131|XP_014764095.1|DANA	LOC108090525|XP_017044732.1|DFIC
OG0000100	LOC6505697|XP_001964437.1|DANA	LOC108092048|XP_017046984.1|DFIC
OG0000100	LOC6505825|XP_001964439.1|DANA	LOC108092049|XP_017046985.1|DFIC
OG0000100	LOC6499464|XP_001954581.2|DANA	LOC108097691|XP_017055649.1|DFIC
OG0000101	LOC6493631|XP_032309640.1|DANA	LOC108088290|XP_017041499.1|DFIC
OG0000101	LOC6493632|XP_001958135.2|DANA, LOC116655751|XP_032309645.1|DANA	LOC108088292|XP_017041511.1|DFIC
OG0000102	LOC6496059|XP_001960131.2|DANA	LOC108093909|XP_017049764.1|DFIC
OG0000102	LOC6495563|XP_001959110.1|DANA	LOC108090478|XP_017044665.1|DFIC
OG0000103	LOC6493013|XP_001956853.1|DANA	LOC108094023|XP_017049946.1|DFIC
OG0000103	LOC6506530|XP_001957705.2|DANA	LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC
OG0000103	LOC26514817|XP_014765666.1|DANA	LOC108099865|XP_017059002.1|DFIC
OG0000103	LOC6495378|XP_001958702.1|DANA	LOC108086454|XP_017038864.1|DFIC
OG0000104	LOC6507022|XP_001956806.1|DANA	LOC108089623|XP_017043475.1|DFIC
OG0000104	LOC6492993|XP_001956811.1|DANA	LOC108089503|XP_017043297.1|DFIC
OG0000105	LOC6506095|XP_001965114.2|DANA	LOC108091851|XP_017046719.1|DFIC
OG0000105	LOC6500031|XP_001953356.1|DANA	LOC108099251|XP_017058111.1|DFIC
OG0000105	LOC6500504|XP_032307642.1|DANA	LOC108099504|XP_017058556.1|DFIC
OG0000105	LOC6500505|XP_001953361.1|DANA	LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC
OG0000106	LOC6494361|XP_001960466.1|DANA	LOC108096187|XP_017053062.1|DFIC, LOC108096357|XP_017053398.1|DFIC, LOC108098423|XP_017056805.1|DFIC, LOC108098436|XP_017056816.1|DFIC, LOC108100916|XP_017060521.1|DFIC, LOC108100923|XP_017060536.1|DFIC, LOC108100983|XP_017060633.1|DFIC
OG0000106	LOC26513664|XP_032305624.1|DANA, LOC26514945|XP_032306014.1|DANA	LOC108087622|XP_017040553.1|DFIC, LOC108087617|XP_017040548.1|DFIC
OG0000107	LOC6496163|XP_001960354.1|DANA	LOC108096602|XP_017053789.1|DFIC
OG0000107	LOC6500335|XP_032305359.1|DANA, LOC6497608|XP_032307443.1|DANA	LOC108095598|XP_017052255.1|DFIC, LOC108095582|XP_017052230.1|DFIC
OG0000107	LOC6496162|XP_032306051.1|DANA	LOC108096607|XP_017053803.1|DFIC
OG0000108	LOC26514542|XP_032307979.1|DANA	LOC108094564|XP_017050665.1|DFIC, LOC108086319|XP_017038711.1|DFIC
OG0000108	LOC6495673|XP_032305942.1|DANA, LOC116655428|XP_032309214.1|DANA, LOC116654760|XP_032307058.1|DANA, LOC116654769|XP_032307129.1|DANA, LOC116655862|XP_032310454.1|DANA, LOC116656588|XP_032312273.1|DANA, LOC116656445|XP_032311953.1|DANA, LOC116655567|XP_032309387.1|DANA, LOC116655312|XP_032308859.1|DANA, LOC116655419|XP_032309203.1|DANA	LOC108101060|XP_017060740.1|DFIC
OG0000109	LOC6498617|XP_032311444.1|DANA	LOC108099999|XP_017059189.1|DFIC
OG0000109	LOC6498616|XP_032311446.1|DANA, LOC6498615|XP_001963161.2|DANA	LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC
OG0000109	LOC6498606|XP_001963149.2|DANA	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC
OG0000110	LOC6493509|XP_001957895.2|DANA	LOC108088246|XP_017041452.1|DFIC
OG0000110	LOC6493510|XP_001957896.1|DANA	LOC108088248|XP_017041454.1|DFIC
OG0000110	LOC6493511|XP_001957897.1|DANA	LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC
OG0000110	LOC6506428|XP_001957898.1|DANA	LOC108088256|XP_017041463.1|DFIC
OG0000111	LOC6494597|XP_001960038.1|DANA	LOC108094777|XP_017051039.1|DFIC
OG0000111	LOC6494598|XP_001960034.3|DANA	LOC108094927|XP_017051274.1|DFIC
OG0000111	LOC6496010|XP_001960035.1|DANA	LOC108094929|XP_017051277.1|DFIC
OG0000112	LOC6504959|XP_001965732.1|DANA	LOC108098021|XP_017056163.1|DFIC
OG0000112	LOC6504534|XP_001967086.1|DANA	LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC
OG0000113	LOC6499153|XP_001955201.2|DANA	LOC108090089|XP_017044080.1|DFIC
OG0000113	LOC26514152|XP_014765581.1|DANA	LOC108100512|XP_017059956.1|DFIC
OG0000114	LOC6502753|XP_001965083.1|DANA	LOC108102109|XP_017062262.1|DFIC, LOC108102091|XP_017062235.1|DFIC
OG0000114	LOC6506027|XP_001965082.1|DANA	LOC108102106|XP_017062258.1|DFIC, LOC108095639|XP_017052297.1|DFIC
OG0000114	LOC6504280|XP_001965081.1|DANA	LOC108102107|XP_017062260.1|DFIC
OG0000116	LOC6500211|XP_001953022.2|DANA	LOC108096024|XP_017052862.1|DFIC
OG0000116	LOC6500206|XP_014766419.2|DANA	LOC108095865|XP_017052658.1|DFIC
OG0000116	LOC6500205|XP_001953029.1|DANA	LOC108095951|XP_017052778.1|DFIC
OG0000116	LOC6500210|XP_001953023.1|DANA	LOC108095695|XP_017052354.1|DFIC
OG0000116	LOC6500207|XP_001953026.1|DANA	LOC108095681|XP_017052339.1|DFIC
