Orthogroup	DANA.longest_only	CPIP.longest_only
OG0000087	LOC6496978|XP_001963012.1|DANA	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC6497827|XP_032307448.1|DANA, LOC6498545|XP_001963033.1|DANA	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC6496644|XP_001961321.1|DANA	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC6500432|XP_001953205.1|DANA	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC6494393|XP_001965927.1|DANA	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC6507779|XP_001956330.2|DANA	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC6495340|XP_001958614.1|DANA, LOC6495339|XP_032306761.1|DANA, LOC6507692|XP_014765406.1|DANA, LOC6507073|XP_032309532.1|DANA	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC6505932|XP_001964640.2|DANA	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC6497391|XP_001962180.1|DANA, LOC6500890|XP_001954116.1|DANA, LOC6500891|XP_001954117.1|DANA	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC6498089|XP_001962057.1|DANA	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC6493460|XP_001957805.1|DANA, LOC6493461|XP_001957806.1|DANA, LOC6501401|XP_001955180.1|DANA	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000095	LOC116654932|XP_032307586.1|DANA	LOC120418486|XP_039436859.1|CPIP, LOC120413017|XP_039429610.1|CPIP
OG0000098	LOC6499837|XP_001953808.1|DANA	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC6503889|XP_001963789.1|DANA	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC6493631|XP_032309640.1|DANA, LOC6493637|XP_032310766.1|DANA, LOC6493632|XP_001958135.2|DANA, LOC116655751|XP_032309645.1|DANA, LOC116655752|XP_032309646.1|DANA	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC6496059|XP_001960131.2|DANA	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC6495563|XP_001959110.1|DANA	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC6493013|XP_001956853.1|DANA, LOC6506530|XP_001957705.2|DANA, LOC26514817|XP_014765666.1|DANA, LOC6495378|XP_001958702.1|DANA	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC6492993|XP_001956811.1|DANA	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC6506095|XP_001965114.2|DANA, LOC6500031|XP_001953356.1|DANA, LOC6500504|XP_032307642.1|DANA, LOC6500505|XP_001953361.1|DANA	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC6498617|XP_032311444.1|DANA, LOC6498616|XP_032311446.1|DANA, LOC6498615|XP_001963161.2|DANA	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC6498607|XP_001963150.1|DANA, LOC6498606|XP_001963149.2|DANA	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC6493509|XP_001957895.2|DANA, LOC6493510|XP_001957896.1|DANA, LOC6493511|XP_001957897.1|DANA, LOC6506428|XP_001957898.1|DANA	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC6494597|XP_001960038.1|DANA, LOC6494598|XP_001960034.3|DANA, LOC6496010|XP_001960035.1|DANA	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC6504959|XP_001965732.1|DANA, LOC6504534|XP_001967086.1|DANA	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC26514615|XP_014759306.1|DANA, LOC6499153|XP_001955201.2|DANA, LOC6497498|XP_014761715.2|DANA, LOC26514152|XP_014765581.1|DANA	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC6506027|XP_001965082.1|DANA	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC6504280|XP_001965081.1|DANA	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC6497093|XP_001962768.1|DANA, LOC6497092|XP_001962769.1|DANA, LOC116654468|XP_032311254.1|DANA, LOC6498420|XP_032311255.1|DANA	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC6497208|XP_001962556.2|DANA, LOC6505594|XP_001964630.1|DANA, LOC6503719|XP_001965264.1|DANA, LOC6503708|XP_032311143.1|DANA	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA, LOC6500639|XP_001953623.1|DANA, LOC6499924|XP_032307469.1|DANA	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC6504852|XP_014759830.1|DANA	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC6502526|XP_001959929.1|DANA	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC6500257|XP_001952924.1|DANA, LOC6498269|XP_001962431.1|DANA, LOC6500259|XP_001952922.1|DANA, LOC6500258|XP_001952923.2|DANA	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC6497421|XP_001962120.1|DANA, LOC6505057|XP_032307888.1|DANA, LOC6495324|XP_001958631.1|DANA, LOC6507209|XP_032311380.1|DANA	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC6494655|XP_001959924.1|DANA, LOC6499709|XP_001954084.1|DANA, LOC6499440|XP_032312082.1|DANA, LOC6499441|XP_001954634.1|DANA, LOC6501146|XP_001954636.1|DANA	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC6495418|XP_001958805.1|DANA, LOC6504313|XP_001967793.2|DANA	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC6505922|XP_014760838.1|DANA	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC6500877|XP_014766772.1|DANA	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC6494128|XP_001960910.1|DANA, LOC6494129|XP_001960909.2|DANA	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC6501441|XP_014767048.1|DANA, LOC26514746|XP_032307471.1|DANA	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC6500069|XP_001953278.1|DANA, LOC6500068|XP_001953279.1|DANA, LOC6500070|XP_001953277.1|DANA, LOC6500071|XP_001953276.2|DANA	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA, LOC6494975|XP_001959301.2|DANA, LOC6494974|XP_001959302.2|DANA, LOC6494976|XP_001959299.2|DANA, LOC6494977|XP_014763093.1|DANA, LOC6498353|XP_032311292.1|DANA, LOC6499213|XP_032305663.1|DANA	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC6504105|XP_014761187.1|DANA, LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC6500194|XP_001953040.2|DANA	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA, LOC6505793|XP_001964386.1|DANA	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC6500909|XP_032305809.1|DANA	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC6507381|XP_014765193.1|DANA, LOC6501405|XP_001955183.1|DANA	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC6493751|XP_014764526.1|DANA	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	LOC26514920|XP_032309317.1|DANA	LOC120423772|XP_039443625.1|CPIP
OG0000139	LOC6503841|XP_001965236.1|DANA, LOC6494508|XP_001960203.1|DANA, LOC6504071|XP_001965200.1|DANA	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC6505923|XP_001964627.1|DANA	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC6493033|XP_001956909.1|DANA, LOC6493035|XP_001956911.2|DANA, LOC6506964|XP_001956912.3|DANA, LOC6506963|XP_001956913.2|DANA	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC6503405|XP_032312316.1|DANA	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC6505749|XP_032305662.1|DANA	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC6505104|XP_032307877.1|DANA	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC6506275|XP_001958215.1|DANA	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC6493678|XP_001958216.1|DANA	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC6499955|XP_014766291.1|DANA	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC6505218|XP_032307837.1|DANA	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC26514477|XP_014760209.1|DANA	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC6501923|XP_001966699.3|DANA, LOC6496821|XP_001963330.1|DANA, LOC6496822|XP_001963329.2|DANA	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC6497036|XP_001962875.1|DANA	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC6499192|XP_001955143.1|DANA, LOC6499191|XP_001955144.1|DANA	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC6497490|XP_001961975.1|DANA	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC6505350|XP_032311033.1|DANA	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC6505398|XP_001966896.1|DANA, LOC6502176|XP_032309346.1|DANA	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC6499069|XP_001955369.1|DANA, LOC6499070|XP_001955368.1|DANA, LOC6499071|XP_001955367.1|DANA	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC6501547|XP_001955456.1|DANA, LOC26513740|XP_014767205.1|DANA, LOC6501548|XP_001955457.2|DANA	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC6499512|XP_032309745.1|DANA, LOC6499513|XP_001954469.1|DANA, LOC26514622|XP_014765646.1|DANA	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC6506421|XP_001957910.1|DANA, LOC6506426|XP_001957904.1|DANA, LOC6493516|XP_032310219.1|DANA	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC6504315|XP_001967792.1|DANA, LOC6504316|XP_001967794.1|DANA, LOC6502539|XP_001958803.3|DANA	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC6496001|XP_001960014.2|DANA, LOC6507641|XP_001956059.1|DANA, LOC6507415|XP_001956060.1|DANA	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC6493872|XP_001958596.1|DANA	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC6507855|XP_001956475.1|DANA, LOC6506334|XP_032309699.1|DANA	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC6500815|XP_001953973.1|DANA, LOC6500816|XP_001953974.1|DANA, LOC6500817|XP_001953975.1|DANA	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC6506389|XP_001957964.1|DANA, LOC6504193|XP_001965167.1|DANA, LOC6504224|XP_001965130.2|DANA	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC6497190|XP_001962589.1|DANA, LOC6501685|XP_001955757.1|DANA, LOC6498878|XP_001955758.2|DANA	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC6503622|XP_032308428.1|DANA, LOC6493627|XP_001958126.2|DANA	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC6494788|XP_001959669.1|DANA	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC116654746|XP_032306927.1|DANA, LOC6495828|XP_032306926.1|DANA	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC6499826|XP_001953835.2|DANA	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC6502845|XP_001957991.1|DANA, LOC6493556|XP_001957990.1|DANA, LOC6499907|XP_001953658.1|DANA	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC6497315|XP_001962336.2|DANA, LOC6497316|XP_001962335.1|DANA	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC6497107|XP_032311135.1|DANA	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC6502870|XP_032311863.1|DANA	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC6493096|XP_032309598.1|DANA	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC26515599|XP_014764145.1|DANA, LOC6494145|XP_001960871.1|DANA	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC6495093|XP_001959081.3|DANA, LOC6505362|XP_001964855.1|DANA, LOC6495767|XP_001959531.1|DANA	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC6500937|XP_001954206.2|DANA	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC6499579|XP_001954348.3|DANA	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC6501804|XP_001967174.3|DANA	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC6501645|XP_001955669.1|DANA	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC6504796|XP_001966360.1|DANA	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC6496228|XP_032306947.1|DANA, LOC6494932|XP_001959377.1|DANA	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC6497819|XP_001961509.2|DANA	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC6501483|XP_001955343.1|DANA, LOC6499250|XP_001955024.1|DANA	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC6501427|XP_001955231.1|DANA	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC6499135|XP_001955233.1|DANA, LOC6499134|XP_001955234.1|DANA	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC6504700|XP_014759779.2|DANA, LOC6493761|XP_001958385.1|DANA, LOC6506375|XP_032310821.1|DANA	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC116655995|XP_032310894.1|DANA, LOC6496842|XP_032310893.1|DANA	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC6496485|XP_001960995.1|DANA, LOC6499566|XP_001954365.1|DANA	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC6502971|XP_001963494.2|DANA, LOC6502969|XP_001963496.1|DANA	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC6499874|XP_014766265.1|DANA, LOC6502883|XP_001963667.2|DANA, LOC26514423|XP_014759128.1|DANA	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC6497807|XP_001961486.2|DANA	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC6504888|XP_014759844.1|DANA	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC6494288|XP_032306121.1|DANA	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC6502153|XP_032309341.1|DANA	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC6494624|XP_032306077.1|DANA	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC6501170|XP_001954686.1|DANA, LOC26515342|XP_014765721.1|DANA, LOC6506666|XP_001957449.3|DANA	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC6498051|XP_001961971.1|DANA, LOC6498050|XP_001961970.1|DANA, LOC6506883|XP_001957065.1|DANA	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC6494710|XP_001959814.2|DANA	LOC120422322|XP_039441648.1|CPIP
OG0000195	LOC6503861|XP_014761094.1|DANA, LOC6495493|XP_001958967.1|DANA, LOC6494001|XP_001961163.1|DANA	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC6497604|XP_032307481.1|DANA, LOC6497600|XP_014761734.1|DANA	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC6497924|XP_014761894.1|DANA	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC6502181|XP_001966069.1|DANA	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC6502190|XP_001966060.2|DANA	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC116654479|XP_032308721.1|DANA	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC6501604|XP_001955572.2|DANA, LOC6505549|XP_001964720.1|DANA, LOC6505551|XP_014760701.2|DANA, LOC6505550|XP_001964721.2|DANA, LOC6505548|XP_001964722.1|DANA, LOC6505546|XP_001964723.1|DANA	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC6501050|XP_001954462.1|DANA, LOC6501049|XP_001954459.1|DANA	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC6505717|XP_001964397.1|DANA	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC6495972|XP_001959954.1|DANA, LOC6495969|XP_001959951.2|DANA, LOC6495970|XP_001959952.1|DANA, LOC6495968|XP_001959950.1|DANA, LOC6495971|XP_001959953.1|DANA	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC6501078|XP_001954516.1|DANA, LOC6505863|XP_001964505.1|DANA	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC6496203|XP_001960440.1|DANA	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC6494376|XP_001960438.1|DANA	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC6506650|XP_001957474.2|DANA, LOC6506649|XP_032310004.1|DANA	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC6494433|XP_001960321.1|DANA, LOC6503682|XP_001963941.2|DANA	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC6500742|XP_014766694.1|DANA	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC6498130|XP_001962139.2|DANA, LOC6497412|XP_014761697.1|DANA, LOC6497784|XP_001961445.2|DANA	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC6506233|XP_032310206.1|DANA, LOC6493890|XP_032311524.1|DANA	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC6504984|XP_001965688.1|DANA, LOC6495471|XP_001958920.1|DANA, LOC6503420|XP_001967462.2|DANA	LOC120423256|XP_039442910.1|CPIP
OG0000215	LOC6493803|XP_001958471.2|DANA, LOC6493804|XP_001958472.1|DANA, LOC6493801|XP_001958468.1|DANA	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	LOC6507780|XP_014765471.1|DANA, LOC6503389|XP_001967627.1|DANA	LOC120420802|XP_039439858.1|CPIP
OG0000217	LOC6504938|XP_032309276.1|DANA	LOC120428308|XP_039449241.1|CPIP
OG0000217	LOC6497869|XP_001961608.1|DANA, LOC6504939|XP_001966620.1|DANA	LOC120424465|XP_039444531.1|CPIP
OG0000220	LOC6507007|XP_001956841.1|DANA, LOC6507008|XP_001956838.1|DANA, LOC6493005|XP_001956839.1|DANA	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	LOC6494857|XP_001959539.2|DANA, LOC6501555|XP_001955466.2|DANA, LOC6494856|XP_032306615.1|DANA	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
OG0000222	LOC6498414|XP_032311055.1|DANA	LOC120415515|XP_039433006.1|CPIP
OG0000224	LOC6496135|XP_014763639.1|DANA	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP
OG0000225	LOC26515209|XP_014759161.1|DANA, LOC6503410|XP_001967482.2|DANA, LOC6503439|XP_001967481.1|DANA	LOC120425954|XP_039446528.1|CPIP
