Orthogroup	DANA.longest_only	DEUG.longest_only
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC108113686|XP_017079852.1|DEUG
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC108113695|XP_017079861.1|DEUG, LOC108113682|XP_017079848.1|DEUG
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC108116281|XP_017083557.1|DEUG
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC108114047|XP_017080284.1|DEUG
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC108114051|XP_017080293.1|DEUG, LOC108113998|XP_017080232.1|DEUG
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC108107675|XP_017070752.1|DEUG
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC108107619|XP_017070678.1|DEUG
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC108110175|XP_017074588.1|DEUG
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC108104996|XP_017066862.1|DEUG
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC108104997|XP_017066863.1|DEUG
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC108105004|XP_017066870.1|DEUG
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC108116573|XP_017084003.1|DEUG
OG0000046	LOC6501523|XP_001955420.3|DANA	LOC108116534|XP_017083961.1|DEUG, LOC108116575|XP_017084005.1|DEUG
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC108116563|XP_017083991.1|DEUG, LOC108116555|XP_017083982.1|DEUG, LOC108112347|XP_017077663.1|DEUG
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC108112199|XP_017077502.1|DEUG
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC108113383|XP_017079444.1|DEUG
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC108106728|XP_017069453.1|DEUG
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC108114731|XP_017081330.1|DEUG
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC108106783|XP_017069514.1|DEUG
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC108113976|XP_017080206.1|DEUG
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC108114267|XP_017080653.1|DEUG, LOC108114271|XP_017080657.1|DEUG
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC108113900|XP_017080095.1|DEUG
OG0000048	LOC6493169|XP_001957191.1|DANA	LOC108114275|XP_017080660.1|DEUG
OG0000049	LOC6500644|XP_001953636.2|DANA	LOC108117079|XP_017084741.1|DEUG
OG0000049	LOC6499920|XP_001953633.1|DANA	LOC108117054|XP_017084715.1|DEUG
OG0000049	LOC6500645|XP_001953637.1|DANA	LOC108117035|XP_017084693.1|DEUG
OG0000049	LOC6499917|XP_001953639.1|DANA	LOC108117069|XP_017084731.1|DEUG
OG0000049	LOC6502640|XP_001953638.1|DANA	LOC108117036|XP_017084694.1|DEUG
OG0000049	LOC6499921|XP_001953632.1|DANA	LOC108117318|XP_017085175.1|DEUG
OG0000050	LOC6494319|XP_001960538.2|DANA	LOC108106209|XP_017068623.1|DEUG
OG0000050	LOC6502855|XP_001958555.2|DANA	LOC108116755|XP_017084263.1|DEUG
OG0000050	LOC6493851|XP_001958559.1|DANA	LOC108116756|XP_017084264.1|DEUG
OG0000050	LOC6493850|XP_001958558.2|DANA	LOC108116757|XP_017084265.1|DEUG
OG0000050	LOC6502856|XP_032309510.1|DANA	LOC108116725|XP_017084231.1|DEUG
OG0000050	LOC6493852|XP_001958560.2|DANA	LOC108116727|XP_017084233.1|DEUG
OG0000050	LOC6502857|XP_001958557.2|DANA	LOC108116726|XP_017084232.1|DEUG
OG0000051	LOC6499129|XP_001955245.1|DANA	LOC108109429|XP_017073417.1|DEUG
OG0000051	LOC6500659|XP_001953666.2|DANA	LOC108117064|XP_017084724.1|DEUG
OG0000051	LOC26515388|XP_014767422.1|DANA	LOC108111707|XP_017076746.1|DEUG
OG0000051	LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA	LOC108111705|XP_017076743.1|DEUG, LOC108111631|XP_017076651.1|DEUG, LOC108111676|XP_017076702.1|DEUG, LOC108111706|XP_017076744.1|DEUG, LOC108111732|XP_017076775.1|DEUG
OG0000052	LOC6505124|XP_001964791.1|DANA, LOC6496824|XP_001963326.1|DANA, LOC6498306|XP_001962504.1|DANA, LOC6498305|XP_001962503.1|DANA, LOC6498307|XP_001962505.3|DANA	LOC108109394|XP_017073383.1|DEUG
OG0000052	LOC6499936|XP_001953600.1|DANA	LOC108110028|XP_017074367.1|DEUG
OG0000052	LOC6496593|XP_001961216.2|DANA	LOC108111978|XP_017077180.1|DEUG
OG0000052	LOC6496594|XP_001961217.1|DANA	LOC108111977|XP_017077179.1|DEUG
OG0000053	LOC6495215|XP_001958835.1|DANA	LOC108104547|XP_017066177.1|DEUG
OG0000053	LOC6495434|XP_001958836.2|DANA	LOC108104546|XP_017066176.1|DEUG
OG0000053	LOC6495214|XP_001958837.1|DANA	LOC108104610|XP_017066273.1|DEUG
OG0000053	LOC6495213|XP_001958838.1|DANA	LOC108104585|XP_017066235.1|DEUG
OG0000053	LOC6495436|XP_001958842.1|DANA	LOC108113522|XP_017079606.1|DEUG
OG0000054	LOC6499283|XP_001954953.1|DANA	LOC108116465|XP_017083884.1|DEUG
OG0000054	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA	LOC108116310|XP_017083589.1|DEUG, LOC108116309|XP_017083588.1|DEUG
OG0000054	LOC6499278|XP_001954958.1|DANA	LOC108116517|XP_017083943.1|DEUG
OG0000054	LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA	LOC108116481|XP_017083903.1|DEUG
OG0000055	LOC6501596|XP_001955554.1|DANA	LOC108111360|XP_017076282.1|DEUG, LOC108112571|XP_017078103.1|DEUG, LOC108111359|XP_017076280.1|DEUG
OG0000055	LOC6498987|XP_001955555.1|DANA	LOC108111363|XP_017076285.1|DEUG
OG0000056	LOC6499765|XP_001953966.1|DANA	LOC108115632|XP_017082673.1|DEUG
OG0000056	LOC6499766|XP_001953965.2|DANA	LOC108115630|XP_017082671.1|DEUG
OG0000056	LOC6499767|XP_001953964.1|DANA	LOC108115634|XP_017082675.1|DEUG
OG0000056	LOC6499768|XP_001953963.1|DANA, LOC6499769|XP_001953962.1|DANA	LOC108115633|XP_017082674.1|DEUG
OG0000056	LOC6500303|XP_001952932.1|DANA	LOC108116242|XP_017083521.1|DEUG
OG0000056	LOC6500302|XP_001952931.2|DANA	LOC108116270|XP_017083548.1|DEUG
OG0000058	LOC6507265|XP_001956364.1|DANA	LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG
OG0000058	LOC6502760|XP_001964984.2|DANA	LOC108111925|XP_017077056.1|DEUG
OG0000058	LOC6497335|XP_001962298.1|DANA	LOC108113468|XP_017079539.1|DEUG
OG0000058	LOC6503754|XP_001963803.1|DANA	LOC108103231|XP_017064121.1|DEUG
OG0000059	LOC6499242|XP_001955037.1|DANA	LOC108113647|XP_017079807.1|DEUG
OG0000059	LOC6499240|XP_001955039.1|DANA, LOC6501345|XP_001955040.1|DANA	LOC108113544|XP_017079627.1|DEUG, LOC108113548|XP_017079631.1|DEUG
OG0000059	LOC6499241|XP_001955038.1|DANA	LOC108113646|XP_017079806.1|DEUG
OG0000059	LOC6499239|XP_001955045.1|DANA	LOC108113524|XP_017079604.1|DEUG
OG0000060	LOC6504067|XP_001964111.1|DANA	LOC108103845|XP_017065030.1|DEUG
OG0000060	LOC6497905|XP_001961691.1|DANA	LOC108103085|XP_017063927.1|DEUG
OG0000060	LOC26514467|XP_032305726.1|DANA	LOC108115377|XP_017082302.1|DEUG
OG0000060	LOC6505935|XP_001964647.1|DANA	LOC108104222|XP_017065654.1|DEUG
OG0000060	LOC6502151|XP_001966118.1|DANA	LOC108103803|XP_017064973.1|DEUG
OG0000060	LOC6496714|XP_014759262.1|DANA	LOC108110620|XP_017075208.1|DEUG
OG0000061	LOC6496734|XP_001967353.1|DANA	LOC108105141|XP_017067063.1|DEUG
OG0000061	LOC6496703|XP_001967348.1|DANA	LOC108105148|XP_017067072.1|DEUG
OG0000061	LOC6496732|XP_001967351.1|DANA	LOC108105132|XP_017067054.1|DEUG
OG0000062	LOC6504406|XP_001967034.1|DANA	LOC108118092|XP_017086134.1|DEUG
OG0000062	LOC6497538|XP_001961881.1|DANA	LOC108106953|XP_017069718.1|DEUG
OG0000062	LOC26515327|XP_014762422.1|DANA	LOC108106952|XP_017069717.1|DEUG, LOC108115227|XP_017082074.1|DEUG
OG0000062	LOC6496869|XP_001963239.2|DANA	LOC108106954|XP_017069720.1|DEUG
OG0000062	LOC26515349|XP_014760676.1|DANA, LOC26514282|XP_014760647.1|DANA	LOC108109225|XP_017073184.1|DEUG
OG0000063	LOC6501263|XP_001954874.3|DANA	LOC108111516|XP_017076523.1|DEUG
OG0000063	LOC6501262|XP_001954873.1|DANA	LOC108111518|XP_017076525.1|DEUG
OG0000063	LOC6501264|XP_001954875.1|DANA	LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG
OG0000063	LOC6506480|XP_001957794.2|DANA	LOC108114063|XP_017080306.1|DEUG
OG0000063	LOC6506483|XP_001957791.1|DANA	LOC108113978|XP_017080208.1|DEUG
OG0000063	LOC6506482|XP_001957792.1|DANA	LOC108113990|XP_017080222.1|DEUG
OG0000063	LOC6506481|XP_001957793.1|DANA	LOC108113962|XP_017080165.1|DEUG
OG0000065	LOC6499838|XP_001953807.1|DANA	LOC108111755|XP_017076801.1|DEUG
OG0000065	LOC6499850|XP_001953772.1|DANA, LOC6499849|XP_001953773.1|DANA, LOC6499852|XP_001953771.2|DANA	LOC108111472|XP_017076433.1|DEUG
OG0000065	LOC6499848|XP_001953774.1|DANA	LOC108111537|XP_017076550.1|DEUG
OG0000066	LOC6504003|XP_001963990.1|DANA	LOC108103887|XP_017065107.1|DEUG
OG0000066	LOC6501144|XP_001954630.1|DANA	LOC108116142|XP_017083360.1|DEUG
OG0000066	LOC6498927|XP_001955666.2|DANA	LOC108115952|XP_017083078.1|DEUG
OG0000066	LOC6504182|XP_001965172.1|DANA	LOC108114786|XP_017081387.1|DEUG
OG0000066	LOC6499276|XP_001954968.1|DANA	LOC108116291|XP_017083569.1|DEUG
OG0000066	LOC6504117|XP_001964219.1|DANA	LOC108110127|XP_017074522.1|DEUG
OG0000066	LOC6502602|XP_001965886.1|DANA	LOC108112986|XP_017078881.1|DEUG
OG0000067	LOC6499795|XP_032305657.1|DANA, LOC6499794|XP_001953901.1|DANA	LOC108110201|XP_017074664.1|DEUG
OG0000067	LOC6506620|XP_001957527.1|DANA	LOC108108193|XP_017071634.1|DEUG
OG0000067	LOC6495325|XP_001958630.1|DANA	LOC108104759|XP_017066483.1|DEUG
OG0000067	LOC6493325|XP_001957528.1|DANA	LOC108107601|XP_017070655.1|DEUG
OG0000067	LOC6506201|XP_001958352.1|DANA	LOC108113955|XP_017080157.1|DEUG
OG0000068	LOC6506532|XP_001957704.2|DANA	LOC108108396|XP_017071938.1|DEUG
OG0000068	LOC6500414|XP_001953168.2|DANA	LOC108117125|XP_017084845.1|DEUG
OG0000068	LOC6507230|XP_001956426.2|DANA	LOC108108595|XP_017072182.1|DEUG
OG0000068	LOC6495108|XP_001959037.2|DANA	LOC108109162|XP_017073074.1|DEUG
OG0000068	LOC6504517|XP_032308101.1|DANA	LOC108117707|XP_017085744.1|DEUG
OG0000069	LOC6496205|XP_014763669.1|DANA	LOC108107209|XP_017070114.1|DEUG
OG0000070	LOC6503961|XP_001965215.1|DANA	LOC108113477|XP_017079549.1|DEUG
OG0000070	LOC6503769|XP_001963776.1|DANA	LOC108105517|XP_017067632.1|DEUG
OG0000070	LOC6498205|XP_001962291.1|DANA	LOC108113476|XP_017079548.1|DEUG
OG0000070	LOC6498204|XP_001962290.1|DANA	LOC108117153|XP_017084908.1|DEUG
OG0000071	LOC6507148|XP_001956586.1|DANA	LOC108113923|XP_017080119.1|DEUG
OG0000071	LOC6506125|XP_001958498.2|DANA	LOC108113853|XP_017080051.1|DEUG
OG0000071	LOC6493818|XP_001958499.2|DANA	LOC108113829|XP_017080027.1|DEUG
OG0000071	LOC6493817|XP_001958497.2|DANA	LOC108113830|XP_017080028.1|DEUG
OG0000072	LOC6494126|XP_001960916.1|DANA	LOC108112416|XP_017077748.1|DEUG
OG0000072	LOC6496437|XP_001960913.2|DANA	LOC108112101|XP_017077339.1|DEUG
OG0000073	LOC6495130|XP_032306843.1|DANA	LOC108112923|XP_017078801.1|DEUG
OG0000073	LOC6504831|XP_032309092.1|DANA	LOC108102436|XP_017062902.1|DEUG
OG0000073	LOC6501709|XP_014767186.1|DANA	LOC108115124|XP_017081864.1|DEUG
OG0000074	LOC6506390|XP_001957961.1|DANA	LOC108107571|XP_017070620.1|DEUG
OG0000074	LOC6493409|XP_001957690.2|DANA	LOC108108501|XP_017072057.1|DEUG
OG0000075	LOC6506377|XP_001957995.1|DANA	LOC108117400|XP_017085296.1|DEUG
OG0000075	LOC6493560|XP_001957997.1|DANA	LOC108117379|XP_017085261.1|DEUG
OG0000075	LOC6493559|XP_001957996.1|DANA	LOC108117401|XP_017085297.1|DEUG
OG0000075	LOC6506378|XP_001957994.1|DANA	LOC108117381|XP_017085265.1|DEUG
OG0000076	LOC6507708|XP_032310567.1|DANA	LOC108107737|XP_017070877.1|DEUG
OG0000076	LOC6500532|XP_001953403.2|DANA	LOC108111743|XP_017076786.1|DEUG, LOC108112539|XP_017077961.1|DEUG
OG0000076	LOC6500015|XP_001953401.2|DANA	LOC108111731|XP_017076774.1|DEUG
OG0000076	LOC6498742|XP_001967290.3|DANA	LOC108103550|XP_017064568.1|DEUG
OG0000076	LOC6498743|XP_001967289.1|DANA	LOC108103567|XP_017064581.1|DEUG
OG0000077	LOC6495454|XP_001958879.1|DANA	LOC108109158|XP_017073068.1|DEUG
OG0000077	LOC6500548|XP_001953433.1|DANA	LOC108109792|XP_017073986.1|DEUG
OG0000077	LOC6494255|XP_001960658.2|DANA	LOC108107356|XP_017070344.1|DEUG
OG0000077	LOC6498930|XP_001955657.2|DANA	LOC108116009|XP_017083176.1|DEUG
OG0000078	LOC6496013|XP_001960040.1|DANA	LOC108108942|XP_017072686.1|DEUG
OG0000078	LOC6506366|XP_001958015.1|DANA	LOC108108692|XP_017072286.1|DEUG
OG0000078	LOC6500459|XP_001953252.2|DANA	LOC108115080|XP_017081817.1|DEUG
OG0000078	LOC6504531|XP_014759488.1|DANA	LOC108115236|XP_017082120.1|DEUG
OG0000079	LOC26515455|XP_014762435.1|DANA, LOC6497477|XP_001961997.1|DANA, LOC26514625|XP_014762351.1|DANA	LOC108110575|XP_017075161.1|DEUG
OG0000079	LOC6497476|XP_001961998.1|DANA	LOC108110510|XP_017075079.1|DEUG
OG0000080	LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG
OG0000080	LOC6492912|XP_001960641.1|DANA	LOC108112904|XP_017078751.1|DEUG
OG0000081	LOC6507078|XP_001956706.2|DANA	LOC108102865|XP_017063558.1|DEUG
OG0000082	LOC6496417|XP_001960874.1|DANA	LOC108112180|XP_017077478.1|DEUG
OG0000082	LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA	LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG
OG0000082	LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG
OG0000083	LOC6496922|XP_001963135.1|DANA	LOC108111226|XP_017076117.1|DEUG
OG0000083	LOC6497178|XP_001962608.1|DANA	LOC108111194|XP_017076078.1|DEUG
OG0000083	LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA	LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG
OG0000083	LOC6497183|XP_001962603.1|DANA	LOC108110531|XP_017075102.1|DEUG
OG0000083	LOC6497180|XP_001962606.1|DANA	LOC108110509|XP_017075078.1|DEUG
OG0000083	LOC6498600|XP_014762200.1|DANA	LOC108111080|XP_017075904.1|DEUG
OG0000084	LOC6493976|XP_001961222.1|DANA	LOC108112025|XP_017077258.1|DEUG
OG0000084	LOC6496169|XP_001960366.1|DANA	LOC108112786|XP_017078554.1|DEUG
OG0000085	LOC6496033|XP_001960086.1|DANA	LOC108112272|XP_017077584.1|DEUG
OG0000085	LOC6496032|XP_014763616.1|DANA	LOC108112566|XP_017078016.1|DEUG
OG0000085	LOC6496034|XP_001960087.2|DANA	LOC108112224|XP_017077532.1|DEUG
OG0000085	LOC6496036|XP_001960089.1|DANA	LOC108113263|XP_017079301.1|DEUG
OG0000085	LOC6496031|XP_001960084.1|DANA	LOC108112567|XP_017078019.1|DEUG
OG0000086	LOC6495180|XP_001958901.1|DANA	LOC108112934|XP_017078816.1|DEUG
OG0000087	LOC6496978|XP_001963012.1|DANA	LOC108110461|XP_017075018.1|DEUG
OG0000087	LOC6497827|XP_032307448.1|DANA	LOC108105764|XP_017067973.1|DEUG
OG0000087	LOC6498545|XP_001963033.1|DANA	LOC108110497|XP_017075066.1|DEUG
OG0000088	LOC6496644|XP_001961321.1|DANA	LOC108114909|XP_017081575.1|DEUG
OG0000088	LOC6502421|XP_001962636.2|DANA	LOC108105118|XP_017067040.1|DEUG
OG0000088	LOC6507889|XP_032310261.1|DANA	LOC108113980|XP_017080211.1|DEUG
OG0000088	LOC26514739|XP_014764045.1|DANA	LOC108112340|XP_017077658.1|DEUG
OG0000088	LOC6507890|XP_032309932.1|DANA	LOC108114015|XP_017080251.1|DEUG
OG0000089	LOC6500432|XP_001953205.1|DANA	LOC108116217|XP_017083494.1|DEUG
OG0000089	LOC6494393|XP_001965927.1|DANA	LOC108110281|XP_017074767.1|DEUG
OG0000089	LOC6507779|XP_001956330.2|DANA	LOC108114313|XP_017080713.1|DEUG
OG0000090	LOC6495340|XP_001958614.1|DANA	LOC108104816|XP_017066589.1|DEUG
OG0000090	LOC6495339|XP_032306761.1|DANA	LOC108104868|XP_017066681.1|DEUG
OG0000090	LOC6507692|XP_014765406.1|DANA	LOC108107791|XP_017070990.1|DEUG
OG0000090	LOC6507073|XP_032309532.1|DANA	LOC108102781|XP_017063431.1|DEUG
OG0000091	LOC6505932|XP_001964640.2|DANA	LOC108116035|XP_017083214.1|DEUG
OG0000091	LOC6497391|XP_001962180.1|DANA	LOC108104140|XP_017065530.1|DEUG
OG0000091	LOC6500890|XP_001954116.1|DANA	LOC108116874|XP_017084454.1|DEUG
OG0000091	LOC6500891|XP_001954117.1|DANA	LOC108117005|XP_017084662.1|DEUG
OG0000092	LOC6500214|XP_001953014.1|DANA	LOC108113681|XP_017079847.1|DEUG
OG0000092	LOC6500347|XP_001953016.1|DANA	LOC108113814|XP_017080011.1|DEUG
OG0000092	LOC6501008|XP_001954370.1|DANA	LOC108113547|XP_017079630.1|DEUG
OG0000092	LOC6500213|XP_001953015.1|DANA	LOC108113683|XP_017079849.1|DEUG
OG0000093	LOC6498089|XP_001962057.1|DANA	LOC108106152|XP_017068542.1|DEUG
OG0000093	LOC6502575|XP_001960179.1|DANA, LOC6508048|XP_032306131.1|DANA	LOC108118091|XP_017086133.1|DEUG, LOC108112753|XP_017078493.1|DEUG
OG0000093	LOC6501951|XP_001966753.1|DANA	LOC108117628|XP_017085645.1|DEUG
OG0000094	LOC6493460|XP_001957805.1|DANA	LOC108113907|XP_017080103.1|DEUG
OG0000094	LOC6501401|XP_001955180.1|DANA	LOC108115240|XP_017082086.1|DEUG
OG0000096	LOC26515135|XP_032306053.1|DANA	LOC108107140|XP_017070033.1|DEUG
OG0000096	LOC26513823|XP_032305336.1|DANA	LOC108105161|XP_017067089.1|DEUG
OG0000096	LOC6500320|XP_001952965.1|DANA	LOC108105237|XP_017067197.1|DEUG
OG0000096	LOC6497252|XP_001962468.1|DANA	LOC108114809|XP_017081419.1|DEUG
OG0000097	LOC26515323|XP_032307637.1|DANA	LOC108118252|XP_017086330.1|DEUG
OG0000097	LOC6507844|XP_032310260.1|DANA	LOC108108462|XP_017072005.1|DEUG, LOC108108459|XP_017072002.1|DEUG, LOC108108474|XP_017072022.1|DEUG, LOC108108469|XP_017072016.1|DEUG, LOC108108458|XP_017072001.1|DEUG, LOC108108456|XP_017071999.1|DEUG, LOC108108414|XP_017071956.1|DEUG, LOC108108415|XP_017071957.1|DEUG, LOC108108416|XP_017071958.1|DEUG, LOC108108441|XP_017071983.1|DEUG
OG0000098	LOC6499837|XP_001953808.1|DANA	LOC108111754|XP_017076799.1|DEUG
OG0000099	LOC6504649|XP_001966471.1|DANA	LOC108103640|XP_017064680.1|DEUG
OG0000099	LOC6504861|XP_001966472.1|DANA	LOC108103641|XP_017064681.1|DEUG
OG0000099	LOC6503889|XP_001963789.1|DANA	LOC108103645|XP_017064690.1|DEUG
OG0000100	LOC26515131|XP_014764095.1|DANA	LOC108112739|XP_017078466.1|DEUG
OG0000100	LOC6499567|XP_001954364.1|DANA	LOC108113550|XP_017079633.1|DEUG
OG0000100	LOC6505697|XP_001964437.1|DANA	LOC108111672|XP_017076695.1|DEUG
OG0000100	LOC6505825|XP_001964439.1|DANA	LOC108111638|XP_017076658.1|DEUG
OG0000100	LOC6499464|XP_001954581.2|DANA	LOC108109450|XP_017073438.1|DEUG
OG0000101	LOC6493637|XP_032310766.1|DANA	LOC108108528|XP_017072088.1|DEUG, LOC108108399|XP_017071941.1|DEUG
OG0000101	LOC6493632|XP_001958135.2|DANA, LOC116655751|XP_032309645.1|DANA	LOC108108525|XP_017072086.1|DEUG
OG0000102	LOC6496059|XP_001960131.2|DANA	LOC108112823|XP_017078615.1|DEUG
OG0000102	LOC6495563|XP_001959110.1|DANA	LOC108104532|XP_017066151.1|DEUG
OG0000103	LOC6493013|XP_001956853.1|DANA	LOC108108264|XP_017071711.1|DEUG
OG0000103	LOC6506530|XP_001957705.2|DANA	LOC108108575|XP_017072156.1|DEUG
OG0000103	LOC26514817|XP_014765666.1|DANA	LOC108108573|XP_017072153.1|DEUG
OG0000103	LOC6495378|XP_001958702.1|DANA	LOC108106655|XP_017069366.1|DEUG
OG0000104	LOC6507022|XP_001956806.1|DANA	LOC108114702|XP_017081288.1|DEUG
OG0000104	LOC6492993|XP_001956811.1|DANA	LOC108114429|XP_017080906.1|DEUG
OG0000105	LOC6506095|XP_001965114.2|DANA	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG
OG0000105	LOC6500031|XP_001953356.1|DANA	LOC108109406|XP_017073392.1|DEUG
OG0000105	LOC6500504|XP_032307642.1|DANA	LOC108109430|XP_017073419.1|DEUG
OG0000105	LOC6500505|XP_001953361.1|DANA	LOC108109438|XP_017073428.1|DEUG
OG0000106	LOC6494361|XP_001960466.1|DANA	LOC108105110|XP_017067033.1|DEUG, LOC108116313|XP_017083592.1|DEUG, LOC108105733|XP_017067937.1|DEUG, LOC108105731|XP_017067935.1|DEUG, LOC108105758|XP_017067966.1|DEUG, LOC108105732|XP_017067936.1|DEUG
OG0000106	LOC26513664|XP_032305624.1|DANA, LOC26514945|XP_032306014.1|DANA	LOC108112085|XP_017077323.1|DEUG, LOC108112271|XP_017077583.1|DEUG
OG0000107	LOC6496163|XP_001960354.1|DANA	LOC108112143|XP_017077380.1|DEUG
OG0000107	LOC6500335|XP_032305359.1|DANA, LOC6497608|XP_032307443.1|DANA	LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG
OG0000107	LOC6496162|XP_032306051.1|DANA	LOC108112145|XP_017077381.1|DEUG
OG0000107	LOC6496160|XP_032306054.1|DANA	LOC108112146|XP_017077382.1|DEUG
OG0000109	LOC6498617|XP_032311444.1|DANA	LOC108110457|XP_017075013.1|DEUG
OG0000109	LOC6498616|XP_032311446.1|DANA, LOC6498615|XP_001963161.2|DANA	LOC108110593|XP_017075180.1|DEUG
OG0000109	LOC6498607|XP_001963150.1|DANA	LOC108110528|XP_017075098.1|DEUG
OG0000109	LOC6498606|XP_001963149.2|DANA	LOC108111190|XP_017076066.1|DEUG
OG0000110	LOC6493509|XP_001957895.2|DANA	LOC108102707|XP_017063338.1|DEUG
OG0000110	LOC6493510|XP_001957896.1|DANA	LOC108102709|XP_017063339.1|DEUG
OG0000110	LOC6493511|XP_001957897.1|DANA	LOC108102713|XP_017063342.1|DEUG
OG0000110	LOC6506428|XP_001957898.1|DANA	LOC108102757|XP_017063405.1|DEUG
OG0000111	LOC6494597|XP_001960038.1|DANA	LOC108108929|XP_017072669.1|DEUG
OG0000111	LOC6494598|XP_001960034.3|DANA	LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG
OG0000111	LOC6496010|XP_001960035.1|DANA	LOC108108887|XP_017072593.1|DEUG
OG0000112	LOC6504959|XP_001965732.1|DANA	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG
OG0000112	LOC6504534|XP_001967086.1|DANA	LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG
OG0000113	LOC6499153|XP_001955201.2|DANA	LOC108115254|XP_017082100.1|DEUG
OG0000113	LOC26514152|XP_014765581.1|DANA	LOC108103515|XP_017064515.1|DEUG
OG0000114	LOC6502753|XP_001965083.1|DANA	LOC108104067|XP_017065417.1|DEUG
OG0000114	LOC6506027|XP_001965082.1|DANA	LOC108104063|XP_017065414.1|DEUG
OG0000114	LOC6504280|XP_001965081.1|DANA	LOC108104065|XP_017065416.1|DEUG
OG0000116	LOC6500211|XP_001953022.2|DANA	LOC108113693|XP_017079859.1|DEUG
OG0000116	LOC6500206|XP_014766419.2|DANA	LOC108113810|XP_017080008.1|DEUG
OG0000116	LOC6500205|XP_001953029.1|DANA	LOC108113669|XP_017079834.1|DEUG
OG0000116	LOC6500210|XP_001953023.1|DANA	LOC108113673|XP_017079837.1|DEUG
OG0000116	LOC6500207|XP_001953026.1|DANA	LOC108113671|XP_017079835.1|DEUG, LOC108113815|XP_017080013.1|DEUG
OG0000116	LOC6500209|XP_001953024.1|DANA, LOC6500208|XP_001953025.1|DANA	LOC108113688|XP_017079853.1|DEUG
OG0000117	LOC6497093|XP_001962768.1|DANA	LOC108105784|XP_017067999.1|DEUG
OG0000117	LOC6497092|XP_001962769.1|DANA	LOC108105785|XP_017068000.1|DEUG
OG0000117	LOC116654468|XP_032311254.1|DANA	LOC108105786|XP_017068001.1|DEUG
OG0000117	LOC6498420|XP_032311255.1|DANA	LOC108105788|XP_017068004.1|DEUG
OG0000118	LOC6497208|XP_001962556.2|DANA	LOC108102545|XP_017063093.1|DEUG
OG0000118	LOC6503719|XP_001965264.1|DANA, LOC6503708|XP_032311143.1|DANA	LOC108105815|XP_017068045.1|DEUG
OG0000119	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA	LOC108108384|XP_017071922.1|DEUG
OG0000119	LOC6500639|XP_001953623.1|DANA	LOC108108359|XP_017071890.1|DEUG
