Orthogroup	DELE.longest_only	BTRY.longest_only
OG0000059	LOC108148904|XP_017131709.1|DELE, LOC108148902|XP_017131707.1|DELE, LOC108148903|XP_017131708.1|DELE, LOC108148901|XP_017131706.1|DELE, LOC108148972|XP_017131800.1|DELE, LOC108148971|XP_017131799.1|DELE, LOC108148470|XP_017130991.1|DELE	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC108137714|XP_017115086.1|DELE	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC108143025|XP_017122707.1|DELE	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC108138018|XP_017115477.1|DELE	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC108138025|XP_017115485.1|DELE, LOC108138035|XP_017115497.1|DELE	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC108136516|XP_017113265.1|DELE, LOC108138778|XP_017116734.1|DELE, LOC108138779|XP_017116735.1|DELE, LOC108141958|XP_017121089.1|DELE, LOC108136038|XP_017112458.1|DELE, LOC108136028|XP_017112449.1|DELE, LOC108134584|XP_017110431.1|DELE, LOC108134586|XP_017110432.1|DELE, LOC108134589|XP_017110436.1|DELE	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC108135091|XP_017111151.1|DELE, LOC108135089|XP_017111149.1|DELE, LOC108135090|XP_017111150.1|DELE	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC108150132|XP_017133588.1|DELE, LOC108150112|XP_017133565.1|DELE, LOC108150366|XP_017133993.1|DELE, LOC108150356|XP_017133979.1|DELE	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000065	LOC108134781|XP_017110718.1|DELE, LOC108141665|XP_017120628.1|DELE, LOC108134782|XP_017110720.1|DELE, LOC108135129|XP_017111226.1|DELE, LOC108135083|XP_017111141.1|DELE, LOC108135130|XP_017111227.1|DELE	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC108138418|XP_017116103.1|DELE, LOC108148300|XP_017130771.1|DELE, LOC108148542|XP_017131073.1|DELE, LOC108135204|XP_017111317.1|DELE, LOC108140441|XP_017118660.1|DELE, LOC108140875|XP_017119394.1|DELE, LOC108135378|XP_017111558.1|DELE	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC108147479|XP_017129518.1|DELE	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC108141513|XP_017120431.1|DELE	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC108147383|XP_017129307.1|DELE	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC108144464|XP_017124859.1|DELE	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC108147571|XP_017129645.1|DELE	LOC120769525|XP_039952497.1|BTRY
OG0000070	LOC108136307|XP_017112891.1|DELE	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC108138084|XP_017115563.1|DELE, LOC108141686|XP_017120657.1|DELE	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC108146757|XP_017128380.1|DELE, LOC108146589|XP_017128100.1|DELE	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC108137979|XP_017115440.1|DELE	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC108137893|XP_017115321.1|DELE	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC108137978|XP_017115439.1|DELE	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC108144661|XP_017125196.1|DELE	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC108150393|XP_017134024.1|DELE	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC108141036|XP_017119625.1|DELE	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC108142390|XP_017121714.1|DELE	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC108135696|XP_017112027.1|DELE	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC108142566|XP_017122005.1|DELE	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC108142541|XP_017121955.1|DELE	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC108142539|XP_017121953.1|DELE	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC108145993|XP_017127221.1|DELE	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC108135055|XP_017111088.1|DELE, LOC108135054|XP_017111087.1|DELE	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC108134879|XP_017110865.1|DELE	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC108143509|XP_017123469.1|DELE	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC108143053|XP_017122754.1|DELE	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC108144573|XP_017125051.1|DELE	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC108148773|XP_017131468.1|DELE	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC108143331|XP_017123140.1|DELE, LOC108146642|XP_017128176.1|DELE, LOC108141001|XP_017119564.1|DELE, LOC108144954|XP_017125592.1|DELE, LOC108136186|XP_017112673.1|DELE	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC108134678|XP_017110564.1|DELE, LOC108134679|XP_017110565.1|DELE	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC108144727|XP_017125313.1|DELE, LOC108144830|XP_017125456.1|DELE	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC108144561|XP_017125028.1|DELE	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC108146394|XP_017127879.1|DELE	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC108137556|XP_017114771.1|DELE, LOC108137394|XP_017114542.1|DELE	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC108139183|XP_017117297.1|DELE, LOC108139182|XP_017117296.1|DELE	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC108141924|XP_017121037.1|DELE, LOC108142089|XP_017121272.1|DELE, LOC108141663|XP_017120626.1|DELE, LOC108141752|XP_017120736.1|DELE	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC108141923|XP_017121035.1|DELE	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC108145181|XP_017125909.1|DELE	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC108141471|XP_017120366.1|DELE	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC108149598|XP_017132782.1|DELE	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC108141653|XP_017120612.1|DELE	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC108138695|XP_017116529.1|DELE	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC108141784|XP_017120782.1|DELE	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC108145086|XP_017125761.1|DELE	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC108141125|XP_017119833.1|DELE, LOC108140991|XP_017119555.1|DELE	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC108150208|XP_017133709.1|DELE	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC108141353|XP_017120159.1|DELE	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC108141325|XP_017120093.1|DELE	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC108146219|XP_017127627.1|DELE	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC108148708|XP_017131350.1|DELE	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC108138282|XP_017115927.1|DELE	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC108136749|XP_017113584.1|DELE	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC108136955|XP_017113929.1|DELE	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC108144026|XP_017124146.1|DELE	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC108144083|XP_017124223.1|DELE	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC108147082|XP_017128860.1|DELE, LOC108144092|XP_017124235.1|DELE	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC108149483|XP_017132590.1|DELE, LOC108149273|XP_017132205.1|DELE	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC108136649|XP_017113461.1|DELE, LOC108138633|XP_017116460.1|DELE	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC108148190|XP_017130585.1|DELE	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000095	LOC108141591|XP_017120528.1|DELE	LOC120774625|XP_039960283.1|BTRY, LOC120781826|XP_039969980.1|BTRY
OG0000096	LOC108138746|XP_017116635.1|DELE, LOC108138284|XP_017115929.1|DELE, LOC108140674|XP_017119108.1|DELE	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC108138624|XP_017116401.1|DELE	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC108136221|XP_017112731.1|DELE	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC108136166|XP_017112652.1|DELE	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC108136339|XP_017112932.1|DELE	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC108146008|XP_017127262.1|DELE	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC108146010|XP_017127274.1|DELE	LOC120776632|XP_039963382.1|BTRY
OG0000102	LOC108144533|XP_017124982.1|DELE	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC108145434|XP_017126345.1|DELE	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC108150149|XP_017133604.1|DELE, LOC108135601|XP_017111902.1|DELE, LOC108135599|XP_017111899.1|DELE	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC108144606|XP_017125116.1|DELE	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC108146472|XP_017127979.1|DELE	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC108141735|XP_017120717.1|DELE	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC108145705|XP_017126755.1|DELE	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC108143740|XP_017123762.1|DELE	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC108143955|XP_017124042.1|DELE, LOC108143741|XP_017123763.1|DELE	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC108135376|XP_017111556.1|DELE, LOC108150406|XP_017134052.1|DELE, LOC108150407|XP_017134054.1|DELE, LOC108150451|XP_017134100.1|DELE, LOC108135377|XP_017111557.1|DELE, LOC108140848|XP_017119321.1|DELE	LOC120770816|XP_039954328.1|BTRY
OG0000109	LOC108142109|XP_017121293.1|DELE, LOC108142059|XP_017121232.1|DELE	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC108142847|XP_017122405.1|DELE, LOC108142851|XP_017122408.1|DELE	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC108142800|XP_017122344.1|DELE	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC108143602|XP_017123614.1|DELE, LOC108143335|XP_017123143.1|DELE, LOC108145905|XP_017127098.1|DELE, LOC108143305|XP_017123108.1|DELE	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC108147660|XP_017129832.1|DELE	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC108145153|XP_017125862.1|DELE, LOC108143829|XP_017123866.1|DELE	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC108149996|XP_017133417.1|DELE, LOC108148204|XP_017130600.1|DELE, LOC108148205|XP_017130601.1|DELE, LOC108138199|XP_017115809.1|DELE, LOC108142622|XP_017122099.1|DELE	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC108138081|XP_017115558.1|DELE	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC108138085|XP_017115560.1|DELE	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC108143885|XP_017123948.1|DELE	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC108149302|XP_017132242.1|DELE	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC108149304|XP_017132243.1|DELE	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC108149305|XP_017132244.1|DELE	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC108149307|XP_017132247.1|DELE	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC108148033|XP_017130362.1|DELE, LOC108147816|XP_017130059.1|DELE	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC108144956|XP_017125590.1|DELE, LOC108149318|XP_017132266.1|DELE	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC108135133|XP_017111230.1|DELE, LOC108135026|XP_017111046.1|DELE	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC108135059|XP_017111091.1|DELE	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC108137071|XP_017114066.1|DELE	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC108144394|XP_017124663.1|DELE	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC108146325|XP_017127777.1|DELE	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC108137437|XP_017114591.1|DELE	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC108147769|XP_017129988.1|DELE	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC108142313|XP_017121554.1|DELE	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC108141307|XP_017120063.1|DELE, LOC108149198|XP_017132117.1|DELE	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC108144268|XP_017124442.1|DELE, LOC108136864|XP_017113794.1|DELE, LOC108148237|XP_017130642.1|DELE, LOC108148236|XP_017130640.1|DELE, LOC108148239|XP_017130644.1|DELE	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC108148774|XP_017131471.1|DELE	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC108136899|XP_017113845.1|DELE	LOC120770437|XP_039953842.1|BTRY
OG0000127	LOC108141207|XP_017119944.1|DELE, LOC108140979|XP_017119537.1|DELE, LOC108141206|XP_017119942.1|DELE	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC108141242|XP_017119988.1|DELE	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC108145252|XP_017126018.1|DELE	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC108138513|XP_017116247.1|DELE	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC108150127|XP_017133582.1|DELE, LOC108141963|XP_017121097.1|DELE, LOC108140011|XP_017118203.1|DELE, LOC108138512|XP_017116246.1|DELE	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC108142383|XP_017121706.1|DELE, LOC108142691|XP_017122189.1|DELE, LOC108142382|XP_017121705.1|DELE, LOC108142380|XP_017121704.1|DELE	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC108149907|XP_017133301.1|DELE	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC108138336|XP_017115989.1|DELE, LOC108138353|XP_017116013.1|DELE	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC108136780|XP_017113631.1|DELE	LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC108135231|XP_017111382.1|DELE	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC108149954|XP_017133359.1|DELE, LOC108147842|XP_017130089.1|DELE, LOC108135330|XP_017111507.1|DELE	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC108143269|XP_017123072.1|DELE	LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY
OG0000137	LOC108148293|XP_017130752.1|DELE	LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC108142433|XP_017121783.1|DELE	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC108147460|XP_017129480.1|DELE	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC108139146|XP_017117253.1|DELE	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC108150545|XP_017134266.1|DELE	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC108136437|XP_017113085.1|DELE	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC108135695|XP_017112026.1|DELE	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC108135152|XP_017111265.1|DELE	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC108135421|XP_017111634.1|DELE	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC108137776|XP_017115173.1|DELE	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC108137321|XP_017114435.1|DELE	LOC120774460|XP_039960049.1|BTRY
OG0000145	LOC108150480|XP_017134172.1|DELE	LOC120767329|XP_039949207.1|BTRY
OG0000145	LOC108150411|XP_017134058.1|DELE	LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC108138203|XP_017115811.1|DELE	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC108148352|XP_017130857.1|DELE	LOC120771570|XP_039955573.1|BTRY
OG0000147	LOC108148353|XP_017130858.1|DELE	LOC120771587|XP_039955596.1|BTRY
OG0000148	LOC108134721|XP_017110611.1|DELE	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC108149372|XP_017132368.1|DELE	LOC120774421|XP_039959984.1|BTRY
OG0000149	LOC108147714|XP_017129926.1|DELE	LOC120774650|XP_039960308.1|BTRY
OG0000150	LOC108147774|XP_017129992.1|DELE, LOC108147902|XP_017130151.1|DELE, LOC108147901|XP_017130150.1|DELE	LOC120767670|XP_039949776.1|BTRY
OG0000151	LOC108142256|XP_017121465.1|DELE	LOC120776428|XP_039963015.1|BTRY
OG0000151	LOC108142289|XP_017121527.1|DELE	LOC120776430|XP_039963017.1|BTRY
OG0000151	LOC108142662|XP_017122153.1|DELE	LOC120776426|XP_039963012.1|BTRY
OG0000152	LOC108136672|XP_017113484.1|DELE, LOC108136823|XP_017113716.1|DELE, LOC108147086|XP_017128863.1|DELE, LOC108147258|XP_017129144.1|DELE	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC108139370|XP_017117584.1|DELE	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY
OG0000153	LOC108139135|XP_017117237.1|DELE, LOC108139379|XP_017117594.1|DELE, LOC108139372|XP_017117588.1|DELE	LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC108148655|XP_017131279.1|DELE, LOC108148648|XP_017131266.1|DELE	LOC120781967|XP_039970078.1|BTRY
OG0000154	LOC108136063|XP_017112496.1|DELE	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY
OG0000155	LOC108142306|XP_017121546.1|DELE, LOC108142266|XP_017121478.1|DELE, LOC108142307|XP_017121547.1|DELE	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000157	LOC108145388|XP_017126272.1|DELE, LOC108145390|XP_017126274.1|DELE, LOC108145497|XP_017126445.1|DELE	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC108146654|XP_017128188.1|DELE, LOC108146671|XP_017128214.1|DELE	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC108150562|XP_017134285.1|DELE	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC108135608|XP_017111911.1|DELE	LOC120777576|XP_039964918.1|BTRY
OG0000159	LOC108136109|XP_017112576.1|DELE	LOC120776720|XP_039963559.1|BTRY
OG0000160	LOC108144015|XP_017124129.1|DELE, LOC108144001|XP_017124110.1|DELE	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY
OG0000161	LOC108146262|XP_017127691.1|DELE	LOC120776653|XP_039963438.1|BTRY
OG0000161	LOC108137762|XP_017115153.1|DELE	LOC120776673|XP_039963480.1|BTRY
OG0000162	LOC108146617|XP_017128152.1|DELE, LOC108145765|XP_017126822.1|DELE, LOC108135191|XP_017111301.1|DELE	LOC120770752|XP_039954273.1|BTRY
OG0000162	LOC108138876|XP_017116891.1|DELE	LOC120767364|XP_039949270.1|BTRY
OG0000163	LOC108145657|XP_017126698.1|DELE	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY
OG0000163	LOC108149173|XP_017132069.1|DELE, LOC108149962|XP_017133371.1|DELE	LOC120768111|XP_039950592.1|BTRY
OG0000164	LOC108147588|XP_017129716.1|DELE	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY
OG0000165	LOC108140933|XP_017119487.1|DELE, LOC108140926|XP_017119479.1|DELE, LOC108135739|XP_017112062.1|DELE	LOC120774127|XP_039959433.1|BTRY
OG0000166	LOC108145485|XP_017126430.1|DELE	LOC120767345|XP_039949237.1|BTRY
OG0000167	LOC108150090|XP_017133543.1|DELE, LOC108150180|XP_017133659.1|DELE	LOC120777096|XP_039964164.1|BTRY, LOC120777607|XP_039964990.1|BTRY
OG0000169	LOC108136695|XP_017113508.1|DELE	LOC120766587|XP_039948125.1|BTRY
OG0000169	LOC108142254|XP_017121463.1|DELE, LOC108135848|XP_017112228.1|DELE	LOC120769318|XP_039952204.1|BTRY
OG0000170	LOC108149517|XP_017132634.1|DELE, LOC108149516|XP_017132633.1|DELE	LOC120767715|XP_039949846.1|BTRY
OG0000170	LOC108149287|XP_017132219.1|DELE	LOC120769504|XP_039952470.1|BTRY
OG0000171	LOC108149326|XP_017132279.1|DELE	LOC120767977|XP_039950322.1|BTRY
OG0000171	LOC108141715|XP_017120695.1|DELE	LOC120768796|XP_039951486.1|BTRY
OG0000171	LOC108134828|XP_017110771.1|DELE	LOC120773413|XP_039958216.1|BTRY
OG0000172	LOC108146171|XP_017127561.1|DELE	LOC120776604|XP_039963324.1|BTRY
OG0000173	LOC108137514|XP_017114716.1|DELE, LOC108136587|XP_017113392.1|DELE	LOC120772884|XP_039957670.1|BTRY
OG0000173	LOC108137563|XP_017114777.1|DELE	LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY
OG0000174	LOC108147337|XP_017129254.1|DELE	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY
OG0000174	LOC108141762|XP_017120750.1|DELE, LOC108137267|XP_017114394.1|DELE, LOC108144967|XP_017125604.1|DELE	LOC120770120|XP_039953233.1|BTRY
OG0000175	LOC108140669|XP_017119101.1|DELE	LOC120766532|XP_039948037.1|BTRY
OG0000175	LOC108147188|XP_017129027.1|DELE	LOC120776096|XP_039962518.1|BTRY
OG0000175	LOC108147190|XP_017129031.1|DELE	LOC120776103|XP_039962530.1|BTRY
OG0000176	LOC108146050|XP_017127343.1|DELE, LOC108146051|XP_017127345.1|DELE, LOC108145948|XP_017127146.1|DELE, LOC108145950|XP_017127148.1|DELE	LOC120777600|XP_039964972.1|BTRY, LOC120777156|XP_039964234.1|BTRY
