Orthogroup	DELE.longest_only	ASTE.longest_only
OG0000122	LOC108147769|XP_017129988.1|DELE, LOC108142313|XP_017121554.1|DELE, LOC108141307|XP_017120063.1|DELE, LOC108149198|XP_017132117.1|DELE	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC108144268|XP_017124442.1|DELE, LOC108136864|XP_017113794.1|DELE, LOC108148237|XP_017130642.1|DELE, LOC108148236|XP_017130640.1|DELE, LOC108148239|XP_017130644.1|DELE	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC108148774|XP_017131471.1|DELE	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC108136899|XP_017113845.1|DELE	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC108148524|XP_017131051.1|DELE	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC108141207|XP_017119944.1|DELE, LOC108140979|XP_017119537.1|DELE, LOC108141206|XP_017119942.1|DELE, LOC108141242|XP_017119988.1|DELE	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC108145252|XP_017126018.1|DELE, LOC108141660|XP_017120618.1|DELE, LOC108145226|XP_017125977.1|DELE	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC108138513|XP_017116247.1|DELE, LOC108150127|XP_017133582.1|DELE, LOC108141963|XP_017121097.1|DELE, LOC108140011|XP_017118203.1|DELE, LOC108138512|XP_017116246.1|DELE	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC108142383|XP_017121706.1|DELE, LOC108142691|XP_017122189.1|DELE, LOC108142382|XP_017121705.1|DELE, LOC108142380|XP_017121704.1|DELE	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC108138336|XP_017115989.1|DELE, LOC108138353|XP_017116013.1|DELE, LOC108136780|XP_017113631.1|DELE	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC108135231|XP_017111382.1|DELE	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC108135330|XP_017111507.1|DELE	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC108143269|XP_017123072.1|DELE	LOC118508014|XP_035903292.1|ASTE
OG0000137	LOC108148293|XP_017130752.1|DELE	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC108142433|XP_017121783.1|DELE	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000140	LOC108148775|XP_017131473.1|DELE	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC108147394|XP_017129319.1|DELE, LOC108147460|XP_017129480.1|DELE, LOC108147461|XP_017129482.1|DELE, LOC108147462|XP_017129483.1|DELE	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC108139146|XP_017117253.1|DELE	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC108134990|XP_017111012.1|DELE, LOC108150545|XP_017134266.1|DELE	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC108136437|XP_017113085.1|DELE	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC108135695|XP_017112026.1|DELE	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC108135691|XP_017112022.1|DELE	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC108135152|XP_017111265.1|DELE	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC108135421|XP_017111634.1|DELE	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC108137776|XP_017115173.1|DELE	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC108137321|XP_017114435.1|DELE, LOC108150480|XP_017134172.1|DELE, LOC108150411|XP_017134058.1|DELE	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC108138203|XP_017115811.1|DELE	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC108148352|XP_017130857.1|DELE, LOC108148353|XP_017130858.1|DELE	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC108134721|XP_017110611.1|DELE	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC108141972|XP_017121112.1|DELE	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC108149372|XP_017132368.1|DELE, LOC108147714|XP_017129926.1|DELE	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC108136672|XP_017113484.1|DELE, LOC108136823|XP_017113716.1|DELE, LOC108147086|XP_017128863.1|DELE, LOC108147258|XP_017129144.1|DELE	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC108139370|XP_017117584.1|DELE, LOC108139135|XP_017117237.1|DELE, LOC108139379|XP_017117594.1|DELE, LOC108139372|XP_017117588.1|DELE	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC108148655|XP_017131279.1|DELE, LOC108148648|XP_017131266.1|DELE, LOC108136063|XP_017112496.1|DELE	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC108142306|XP_017121546.1|DELE, LOC108142266|XP_017121478.1|DELE, LOC108142307|XP_017121547.1|DELE	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC108145388|XP_017126272.1|DELE, LOC108145390|XP_017126274.1|DELE, LOC108145497|XP_017126445.1|DELE	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC108144982|XP_017125624.1|DELE, LOC108146654|XP_017128188.1|DELE, LOC108146671|XP_017128214.1|DELE	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC108150562|XP_017134285.1|DELE	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC108135608|XP_017111911.1|DELE, LOC108136109|XP_017112576.1|DELE	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC108144015|XP_017124129.1|DELE, LOC108144001|XP_017124110.1|DELE	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC108146617|XP_017128152.1|DELE, LOC108145765|XP_017126822.1|DELE, LOC108135191|XP_017111301.1|DELE, LOC108138876|XP_017116891.1|DELE	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC108145657|XP_017126698.1|DELE, LOC108149173|XP_017132069.1|DELE, LOC108149962|XP_017133371.1|DELE	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC108140933|XP_017119487.1|DELE, LOC108140926|XP_017119479.1|DELE, LOC108135739|XP_017112062.1|DELE, LOC108147417|XP_017129344.1|DELE	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC108145485|XP_017126430.1|DELE	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC108145338|XP_017126216.1|DELE	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC108136695|XP_017113508.1|DELE	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC108149517|XP_017132634.1|DELE, LOC108149516|XP_017132633.1|DELE	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC108149326|XP_017132279.1|DELE	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC108141715|XP_017120695.1|DELE	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC108134828|XP_017110771.1|DELE	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC108146171|XP_017127561.1|DELE	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC108137514|XP_017114716.1|DELE, LOC108136587|XP_017113392.1|DELE, LOC108137563|XP_017114777.1|DELE	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC108147337|XP_017129254.1|DELE, LOC108141762|XP_017120750.1|DELE, LOC108137267|XP_017114394.1|DELE, LOC108144967|XP_017125604.1|DELE	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC108140669|XP_017119101.1|DELE	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC108147186|XP_017129021.1|DELE, LOC108147188|XP_017129027.1|DELE, LOC108147190|XP_017129031.1|DELE	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC108141616|XP_017120571.1|DELE	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC108148867|XP_017131656.1|DELE	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC108141476|XP_017120373.1|DELE, LOC108137931|XP_017115370.1|DELE	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC108138955|XP_017117023.1|DELE	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC108147200|XP_017129043.1|DELE, LOC108148528|XP_017131054.1|DELE	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC108148292|XP_017130751.1|DELE	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC108148377|XP_017130891.1|DELE, LOC108148376|XP_017130890.1|DELE	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC108138397|XP_017116065.1|DELE, LOC108147229|XP_017129110.1|DELE, LOC108147084|XP_017128862.1|DELE, LOC108142288|XP_017121523.1|DELE, LOC108142796|XP_017122335.1|DELE	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC108138206|XP_017115814.1|DELE, LOC108138019|XP_017115478.1|DELE, LOC108138031|XP_017115493.1|DELE	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC108147570|XP_017129643.1|DELE, LOC108149948|XP_017133353.1|DELE, LOC108147252|XP_017129138.1|DELE, LOC108149949|XP_017133354.1|DELE	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC108145005|XP_017125659.1|DELE, LOC108145090|XP_017125771.1|DELE	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC108148225|XP_017130629.1|DELE, LOC108134612|XP_017110480.1|DELE, LOC108134673|XP_017110559.1|DELE	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC108138869|XP_017116885.1|DELE	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC108147648|XP_017129795.1|DELE	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC108149997|XP_017133419.1|DELE	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC108144860|XP_017125497.1|DELE	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC108145113|XP_017125805.1|DELE, LOC108145054|XP_017125723.1|DELE	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC108144847|XP_017125480.1|DELE	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC108140438|XP_017118656.1|DELE, LOC108146750|XP_017128368.1|DELE, LOC108146751|XP_017128369.1|DELE	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC108134763|XP_017110697.1|DELE, LOC108134697|XP_017110583.1|DELE, LOC108145961|XP_017127169.1|DELE	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC108150472|XP_017134154.1|DELE	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC108148107|XP_017130441.1|DELE	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC108148118|XP_017130457.1|DELE	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC108148102|XP_017130436.1|DELE	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC108148861|XP_017131648.1|DELE, LOC108149012|XP_017131847.1|DELE, LOC108148859|XP_017131645.1|DELE, LOC108148945|XP_017131767.1|DELE	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC108148594|XP_017131164.1|DELE, LOC108148713|XP_017131368.1|DELE	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC108137018|XP_017114007.1|DELE	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC108144215|XP_017124378.1|DELE, LOC108144800|XP_017125409.1|DELE, LOC108144851|XP_017125485.1|DELE	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC108140522|XP_017118821.1|DELE, LOC108135817|XP_017112182.1|DELE	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC108141280|XP_017120036.1|DELE	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC108141517|XP_017120435.1|DELE	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC108146864|XP_017128579.1|DELE	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC108142029|XP_017121195.1|DELE, LOC108148044|XP_017130378.1|DELE, LOC108148045|XP_017130380.1|DELE, LOC108147772|XP_017129991.1|DELE, LOC108139448|XP_017117663.1|DELE, LOC108136442|XP_017113092.1|DELE	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC108134596|XP_017110446.1|DELE	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC108138281|XP_017115925.1|DELE, LOC108138178|XP_017115774.1|DELE, LOC108143674|XP_017123674.1|DELE, LOC108138283|XP_017115928.1|DELE	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC108142544|XP_017121961.1|DELE, LOC108149630|XP_017132853.1|DELE	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC108137309|XP_017114423.1|DELE, LOC108144590|XP_017125083.1|DELE, LOC108147107|XP_017128885.1|DELE	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC108143127|XP_017122857.1|DELE, LOC108143241|XP_017123028.1|DELE	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC108150211|XP_017133719.1|DELE, LOC108134806|XP_017110747.1|DELE	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC108137159|XP_017114216.1|DELE	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC108149226|XP_017132147.1|DELE, LOC108137158|XP_017114215.1|DELE, LOC108139476|XP_017117690.1|DELE, LOC108139897|XP_017118090.1|DELE, LOC108139709|XP_017117922.1|DELE, LOC108142406|XP_017121746.1|DELE	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC108138617|XP_017116394.1|DELE, LOC108138691|XP_017116527.1|DELE	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC108145129|XP_017125833.1|DELE, LOC108145100|XP_017125780.1|DELE, LOC108145117|XP_017125817.1|DELE	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC108142264|XP_017121475.1|DELE, LOC108142428|XP_017121777.1|DELE, LOC108142858|XP_017122418.1|DELE	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC108144997|XP_017125646.1|DELE, LOC108139157|XP_017117264.1|DELE, LOC108144996|XP_017125644.1|DELE	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC108149222|XP_017132142.1|DELE	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC108141370|XP_017120189.1|DELE	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC108139175|XP_017117286.1|DELE, LOC108139174|XP_017117285.1|DELE, LOC108139179|XP_017117289.1|DELE	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC108150297|XP_017133896.1|DELE, LOC108150300|XP_017133901.1|DELE, LOC108150219|XP_017133751.1|DELE	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC108136906|XP_017113857.1|DELE, LOC108137448|XP_017114626.1|DELE, LOC108143889|XP_017123956.1|DELE, LOC108138042|XP_017115503.1|DELE	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC108147201|XP_017129044.1|DELE	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC108140604|XP_017119004.1|DELE	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC108141260|XP_017120001.1|DELE	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC108135128|XP_017111225.1|DELE, LOC108145089|XP_017125766.1|DELE, LOC108145053|XP_017125722.1|DELE	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC108148837|XP_017131593.1|DELE, LOC108143070|XP_017122772.1|DELE, LOC108143021|XP_017122701.1|DELE	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC108143077|XP_017122782.1|DELE, LOC108143106|XP_017122817.1|DELE, LOC108142926|XP_017122508.1|DELE	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC108137829|XP_017115243.1|DELE, LOC108137774|XP_017115165.1|DELE, LOC108144774|XP_017125376.1|DELE	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC108145110|XP_017125796.1|DELE	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC108142201|XP_017121377.1|DELE, LOC108149121|XP_017132014.1|DELE	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC108142131|XP_017121315.1|DELE, LOC108141937|XP_017121064.1|DELE, LOC108141938|XP_017121068.1|DELE	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC108147219|XP_017129086.1|DELE, LOC108148404|XP_017130926.1|DELE	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC108135144|XP_017111245.1|DELE, LOC108135156|XP_017111266.1|DELE, LOC108148299|XP_017130770.1|DELE	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC108136086|XP_017112543.1|DELE, LOC108136110|XP_017112578.1|DELE	LOC118503481|XP_035892675.1|ASTE
OG0000242	LOC108135321|XP_017111498.1|DELE	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE
OG0000246	LOC108144313|XP_017124500.1|DELE	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC108146823|XP_017128503.1|DELE, LOC108146822|XP_017128502.1|DELE, LOC108146911|XP_017128642.1|DELE	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC108135624|XP_017111932.1|DELE, LOC108135598|XP_017111898.1|DELE, LOC108149706|XP_017132961.1|DELE, LOC108147164|XP_017129028.1|DELE	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC108149558|XP_017132685.1|DELE, LOC108140200|XP_017118392.1|DELE, LOC108149557|XP_017132684.1|DELE, LOC108149271|XP_017132203.1|DELE	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC108138222|XP_017115830.1|DELE, LOC108138286|XP_017115932.1|DELE, LOC108138221|XP_017115829.1|DELE	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC108134912|XP_017110914.1|DELE, LOC108144239|XP_017124407.1|DELE, LOC108150204|XP_017133704.1|DELE	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC108149719|XP_017132974.1|DELE, LOC108137541|XP_017114757.1|DELE	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC108145169|XP_017125889.1|DELE, LOC108145173|XP_017125894.1|DELE	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC108149711|XP_017132966.1|DELE, LOC108141277|XP_017120033.1|DELE	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC108149345|XP_017132324.1|DELE, LOC108140038|XP_017118230.1|DELE, LOC108149344|XP_017132323.1|DELE, LOC108149343|XP_017132321.1|DELE	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC108145010|XP_017125663.1|DELE	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC108137953|XP_017115401.1|DELE	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC108142318|XP_017121560.1|DELE	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC108137571|XP_017114787.1|DELE, LOC108137570|XP_017114786.1|DELE, LOC108144045|XP_017124174.1|DELE	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC108148448|XP_017130972.1|DELE, LOC108148968|XP_017131795.1|DELE	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC108148202|XP_017130598.1|DELE, LOC108148201|XP_017130596.1|DELE	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC108148907|XP_017131711.1|DELE	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC108136947|XP_017113918.1|DELE, LOC108136747|XP_017113579.1|DELE	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC108143427|XP_017123330.1|DELE	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC108148250|XP_017130659.1|DELE, LOC108144494|XP_017124915.1|DELE, LOC108140179|XP_017118372.1|DELE, LOC108144348|XP_017124585.1|DELE	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC108134960|XP_017110973.1|DELE	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC108140571|XP_017118931.1|DELE, LOC108135333|XP_017111513.1|DELE, LOC108141020|XP_017119590.1|DELE	LOC118508518|XP_035904265.1|ASTE
OG0000279	LOC108147442|XP_017129456.1|DELE, LOC108147443|XP_017129457.1|DELE	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC108146064|XP_017127366.1|DELE, LOC108146065|XP_017127367.1|DELE, LOC108146062|XP_017127365.1|DELE	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC108142701|XP_017122205.1|DELE, LOC108147635|XP_017129780.1|DELE, LOC108134834|XP_017110782.1|DELE	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC108146358|XP_017127824.1|DELE	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC108144445|XP_017124820.1|DELE	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC108148670|XP_017131293.1|DELE	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC108138218|XP_017115826.1|DELE	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC108150537|XP_017134259.1|DELE	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC108145190|XP_017125921.1|DELE	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC108144840|XP_017125469.1|DELE	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC108146775|XP_017128404.1|DELE	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC108150146|XP_017133605.1|DELE, LOC108135337|XP_017111517.1|DELE, LOC108135857|XP_017112244.1|DELE	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC108150477|XP_017134170.1|DELE	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC108145587|XP_017126589.1|DELE	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC108149795|XP_017133148.1|DELE, LOC108144639|XP_017125163.1|DELE, LOC108145495|XP_017126441.1|DELE	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC108135202|XP_017111315.1|DELE, LOC108145844|XP_017126948.1|DELE, LOC108141518|XP_017120440.1|DELE	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC108134917|XP_017110923.1|DELE, LOC108135588|XP_017111880.1|DELE, LOC108135416|XP_017111618.1|DELE	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC108145309|XP_017126142.1|DELE	LOC118511253|XP_035909996.1|ASTE
OG0000301	LOC108138322|XP_017115970.1|DELE	LOC118514291|XP_035916946.1|ASTE
OG0000302	LOC108142838|XP_017122393.1|DELE, LOC108142703|XP_017122207.1|DELE	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE
