Orthogroup	DELE.longest_only	BCOP.longest_only
OG0000089	LOC108141125|XP_017119833.1|DELE, LOC108140991|XP_017119555.1|DELE	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC108139313|XP_017117508.1|DELE	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC108150208|XP_017133709.1|DELE	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC108141353|XP_017120159.1|DELE, LOC108141325|XP_017120093.1|DELE, LOC108146219|XP_017127627.1|DELE, LOC108145938|XP_017127135.1|DELE	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC108148708|XP_017131350.1|DELE	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC108138282|XP_017115927.1|DELE, LOC108136749|XP_017113584.1|DELE, LOC108136955|XP_017113929.1|DELE	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC108144026|XP_017124146.1|DELE, LOC108144083|XP_017124223.1|DELE, LOC108147082|XP_017128860.1|DELE, LOC108144092|XP_017124235.1|DELE	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC108149483|XP_017132590.1|DELE, LOC108149273|XP_017132205.1|DELE	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC108144381|XP_017124644.1|DELE, LOC108144383|XP_017124647.1|DELE	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC108136649|XP_017113461.1|DELE, LOC108138633|XP_017116460.1|DELE	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC108150099|XP_017133552.1|DELE, LOC108150100|XP_017133553.1|DELE, LOC108148190|XP_017130585.1|DELE	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC108138746|XP_017116635.1|DELE, LOC108138284|XP_017115929.1|DELE, LOC108140674|XP_017119108.1|DELE, LOC108138624|XP_017116401.1|DELE	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC108136221|XP_017112731.1|DELE, LOC108136166|XP_017112652.1|DELE	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC108136339|XP_017112932.1|DELE	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC108146008|XP_017127262.1|DELE, LOC108146010|XP_017127274.1|DELE	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC108144533|XP_017124982.1|DELE	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC108147095|XP_017128871.1|DELE	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC108150149|XP_017133604.1|DELE, LOC108135601|XP_017111902.1|DELE, LOC108135599|XP_017111899.1|DELE, LOC108144606|XP_017125116.1|DELE	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC108146472|XP_017127979.1|DELE	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC108141735|XP_017120717.1|DELE, LOC108145705|XP_017126755.1|DELE	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC108136674|XP_017113486.1|DELE, LOC108136167|XP_017112653.1|DELE, LOC108136675|XP_017113487.1|DELE, LOC108150095|XP_017133547.1|DELE, LOC108143740|XP_017123762.1|DELE, LOC108143955|XP_017124042.1|DELE, LOC108143741|XP_017123763.1|DELE	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC108142109|XP_017121293.1|DELE, LOC108142059|XP_017121232.1|DELE	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC108142251|XP_017121459.1|DELE, LOC108142847|XP_017122405.1|DELE, LOC108142851|XP_017122408.1|DELE, LOC108142800|XP_017122344.1|DELE	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC108143602|XP_017123614.1|DELE, LOC108143335|XP_017123143.1|DELE, LOC108145905|XP_017127098.1|DELE, LOC108143305|XP_017123108.1|DELE	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC108149996|XP_017133417.1|DELE, LOC108148204|XP_017130600.1|DELE, LOC108148205|XP_017130601.1|DELE, LOC108138199|XP_017115809.1|DELE, LOC108142622|XP_017122099.1|DELE	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC108149302|XP_017132242.1|DELE, LOC108149304|XP_017132243.1|DELE, LOC108149305|XP_017132244.1|DELE, LOC108149307|XP_017132247.1|DELE	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC108148033|XP_017130362.1|DELE, LOC108147816|XP_017130059.1|DELE, LOC108144956|XP_017125590.1|DELE, LOC108149318|XP_017132266.1|DELE	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC108135133|XP_017111230.1|DELE, LOC108135026|XP_017111046.1|DELE, LOC108135059|XP_017111091.1|DELE	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC108137071|XP_017114066.1|DELE	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC108144394|XP_017124663.1|DELE	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC108147769|XP_017129988.1|DELE, LOC108142313|XP_017121554.1|DELE, LOC108141307|XP_017120063.1|DELE, LOC108149198|XP_017132117.1|DELE	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC108144268|XP_017124442.1|DELE, LOC108136864|XP_017113794.1|DELE, LOC108148237|XP_017130642.1|DELE, LOC108148236|XP_017130640.1|DELE, LOC108148239|XP_017130644.1|DELE	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC108148774|XP_017131471.1|DELE	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC108136899|XP_017113845.1|DELE	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC108148524|XP_017131051.1|DELE	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC108141207|XP_017119944.1|DELE, LOC108140979|XP_017119537.1|DELE, LOC108141206|XP_017119942.1|DELE, LOC108141242|XP_017119988.1|DELE	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC108138513|XP_017116247.1|DELE, LOC108150127|XP_017133582.1|DELE, LOC108141963|XP_017121097.1|DELE, LOC108140011|XP_017118203.1|DELE, LOC108138512|XP_017116246.1|DELE	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC108149907|XP_017133301.1|DELE	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC108138336|XP_017115989.1|DELE, LOC108138353|XP_017116013.1|DELE, LOC108136780|XP_017113631.1|DELE	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC108135231|XP_017111382.1|DELE	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC108135330|XP_017111507.1|DELE	LOC119077122|XP_037040188.1|BCOP
OG0000136	LOC108143269|XP_017123072.1|DELE	LOC119080269|XP_037044424.1|BCOP
OG0000137	LOC108148293|XP_017130752.1|DELE	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC108142433|XP_017121783.1|DELE	LOC119075970|XP_037038454.1|BCOP
OG0000138	LOC108143794|XP_017123806.1|DELE, LOC108143898|XP_017123962.1|DELE, LOC108144076|XP_017124215.1|DELE, LOC108144086|XP_017124228.1|DELE, LOC108144077|XP_017124216.1|DELE	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC108148775|XP_017131473.1|DELE	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC108147461|XP_017129482.1|DELE, LOC108147462|XP_017129483.1|DELE	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC108139146|XP_017117253.1|DELE	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC108134990|XP_017111012.1|DELE	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC108136437|XP_017113085.1|DELE	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC108135695|XP_017112026.1|DELE	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC108135691|XP_017112022.1|DELE	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC108135152|XP_017111265.1|DELE	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC108135421|XP_017111634.1|DELE	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC108137776|XP_017115173.1|DELE	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC108137321|XP_017114435.1|DELE, LOC108150480|XP_017134172.1|DELE, LOC108150411|XP_017134058.1|DELE	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC108138203|XP_017115811.1|DELE	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC108148352|XP_017130857.1|DELE, LOC108148353|XP_017130858.1|DELE	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC108134721|XP_017110611.1|DELE	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC108141972|XP_017121112.1|DELE	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC108149372|XP_017132368.1|DELE, LOC108147714|XP_017129926.1|DELE	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC108136672|XP_017113484.1|DELE, LOC108136823|XP_017113716.1|DELE, LOC108147086|XP_017128863.1|DELE, LOC108147258|XP_017129144.1|DELE	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC108148655|XP_017131279.1|DELE, LOC108148648|XP_017131266.1|DELE, LOC108136063|XP_017112496.1|DELE	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC108142306|XP_017121546.1|DELE, LOC108142266|XP_017121478.1|DELE, LOC108142307|XP_017121547.1|DELE	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC108145388|XP_017126272.1|DELE, LOC108145390|XP_017126274.1|DELE, LOC108145497|XP_017126445.1|DELE	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC108144982|XP_017125624.1|DELE, LOC108146654|XP_017128188.1|DELE, LOC108146671|XP_017128214.1|DELE	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC108150562|XP_017134285.1|DELE	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC108135608|XP_017111911.1|DELE	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC108144015|XP_017124129.1|DELE, LOC108144001|XP_017124110.1|DELE	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC108146617|XP_017128152.1|DELE, LOC108145765|XP_017126822.1|DELE, LOC108135191|XP_017111301.1|DELE, LOC108138876|XP_017116891.1|DELE	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000165	LOC108140933|XP_017119487.1|DELE, LOC108140926|XP_017119479.1|DELE, LOC108135739|XP_017112062.1|DELE, LOC108147417|XP_017129344.1|DELE	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC108145485|XP_017126430.1|DELE	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC108145338|XP_017126216.1|DELE	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC108150090|XP_017133543.1|DELE, LOC108150180|XP_017133659.1|DELE, LOC108150118|XP_017133574.1|DELE, LOC108150143|XP_017133601.1|DELE	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC108136695|XP_017113508.1|DELE	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC108142254|XP_017121463.1|DELE, LOC108135848|XP_017112228.1|DELE	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC108149517|XP_017132634.1|DELE, LOC108149516|XP_017132633.1|DELE	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC108149326|XP_017132279.1|DELE	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC108141715|XP_017120695.1|DELE	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC108134828|XP_017110771.1|DELE	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC108146171|XP_017127561.1|DELE	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC108137514|XP_017114716.1|DELE, LOC108136587|XP_017113392.1|DELE, LOC108137563|XP_017114777.1|DELE	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC108140669|XP_017119101.1|DELE	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC108147186|XP_017129021.1|DELE, LOC108147188|XP_017129027.1|DELE, LOC108147190|XP_017129031.1|DELE	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC108141616|XP_017120571.1|DELE	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC108148867|XP_017131656.1|DELE	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC108143207|XP_017122963.1|DELE	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC108141476|XP_017120373.1|DELE, LOC108137931|XP_017115370.1|DELE	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC108138955|XP_017117023.1|DELE	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC108141166|XP_017119883.1|DELE	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC108148292|XP_017130751.1|DELE	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC108148377|XP_017130891.1|DELE, LOC108148376|XP_017130890.1|DELE	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC108138397|XP_017116065.1|DELE, LOC108147229|XP_017129110.1|DELE, LOC108147084|XP_017128862.1|DELE, LOC108142288|XP_017121523.1|DELE, LOC108142796|XP_017122335.1|DELE	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC108138206|XP_017115814.1|DELE, LOC108138019|XP_017115478.1|DELE, LOC108138031|XP_017115493.1|DELE	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC108147570|XP_017129643.1|DELE, LOC108149948|XP_017133353.1|DELE, LOC108147252|XP_017129138.1|DELE, LOC108149949|XP_017133354.1|DELE	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC108145005|XP_017125659.1|DELE, LOC108145090|XP_017125771.1|DELE	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC108138453|XP_017116144.1|DELE	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC108148225|XP_017130629.1|DELE, LOC108134612|XP_017110480.1|DELE, LOC108134673|XP_017110559.1|DELE	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC108138869|XP_017116885.1|DELE	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC108147648|XP_017129795.1|DELE	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC108149997|XP_017133419.1|DELE	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC108145113|XP_017125805.1|DELE, LOC108145054|XP_017125723.1|DELE	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC108140438|XP_017118656.1|DELE, LOC108146750|XP_017128368.1|DELE, LOC108146751|XP_017128369.1|DELE	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC108134763|XP_017110697.1|DELE, LOC108134697|XP_017110583.1|DELE, LOC108145961|XP_017127169.1|DELE	LOC119066429|XP_037024804.1|BCOP
OG0000195	LOC108143466|XP_017123395.1|DELE	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP
OG0000196	LOC108150472|XP_017134154.1|DELE	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC108148107|XP_017130441.1|DELE	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC108148118|XP_017130457.1|DELE	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC108148102|XP_017130436.1|DELE	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC108149060|XP_017131895.1|DELE, LOC108145334|XP_017126249.1|DELE, LOC108149678|XP_017132914.1|DELE, LOC108145052|XP_017125721.1|DELE	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC108148861|XP_017131648.1|DELE, LOC108149012|XP_017131847.1|DELE, LOC108148859|XP_017131645.1|DELE, LOC108148945|XP_017131767.1|DELE	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC108148594|XP_017131164.1|DELE, LOC108148713|XP_017131368.1|DELE	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC108137018|XP_017114007.1|DELE	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC108146643|XP_017128178.1|DELE, LOC108146647|XP_017128182.1|DELE	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC108144215|XP_017124378.1|DELE, LOC108144800|XP_017125409.1|DELE, LOC108144851|XP_017125485.1|DELE	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC108140522|XP_017118821.1|DELE, LOC108135817|XP_017112182.1|DELE	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC108141280|XP_017120036.1|DELE	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC108138335|XP_017115988.1|DELE	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC108141517|XP_017120435.1|DELE	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC108145655|XP_017126697.1|DELE, LOC108146515|XP_017128040.1|DELE	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC108146864|XP_017128579.1|DELE	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000209	LOC108138275|XP_017115916.1|DELE, LOC108138036|XP_017115498.1|DELE, LOC108145108|XP_017125793.1|DELE	LOC119074339|XP_037036325.1|BCOP
OG0000210	LOC108142029|XP_017121195.1|DELE, LOC108148044|XP_017130378.1|DELE, LOC108148045|XP_017130380.1|DELE, LOC108147772|XP_017129991.1|DELE, LOC108139448|XP_017117663.1|DELE, LOC108136442|XP_017113092.1|DELE	LOC119068545|XP_037028059.1|BCOP
OG0000211	LOC108134596|XP_017110446.1|DELE	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP
OG0000212	LOC108138281|XP_017115925.1|DELE, LOC108138178|XP_017115774.1|DELE, LOC108143674|XP_017123674.1|DELE, LOC108138283|XP_017115928.1|DELE	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP
OG0000213	LOC108142544|XP_017121961.1|DELE, LOC108149630|XP_017132853.1|DELE	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP
OG0000214	LOC108137309|XP_017114423.1|DELE, LOC108144590|XP_017125083.1|DELE, LOC108147107|XP_017128885.1|DELE	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP
OG0000215	LOC108143127|XP_017122857.1|DELE, LOC108143241|XP_017123028.1|DELE	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP
OG0000217	LOC108137159|XP_017114216.1|DELE	LOC119076525|XP_037039206.1|BCOP
OG0000217	LOC108149226|XP_017132147.1|DELE, LOC108137158|XP_017114215.1|DELE, LOC108139476|XP_017117690.1|DELE, LOC108139897|XP_017118090.1|DELE, LOC108139709|XP_017117922.1|DELE, LOC108142406|XP_017121746.1|DELE	LOC119066897|XP_037025481.1|BCOP
OG0000219	LOC108145129|XP_017125833.1|DELE, LOC108145100|XP_017125780.1|DELE, LOC108145117|XP_017125817.1|DELE	LOC119073633|XP_037035119.1|BCOP
OG0000220	LOC108142264|XP_017121475.1|DELE, LOC108142428|XP_017121777.1|DELE, LOC108142858|XP_017122418.1|DELE	LOC119083685|XP_037049364.1|BCOP
OG0000221	LOC108144997|XP_017125646.1|DELE, LOC108139157|XP_017117264.1|DELE, LOC108144996|XP_017125644.1|DELE	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP
OG0000222	LOC108149222|XP_017132142.1|DELE	LOC119076255|XP_037038817.1|BCOP
OG0000223	LOC108146690|XP_017128236.1|DELE, LOC108142184|XP_017121358.1|DELE, LOC108146349|XP_017127811.1|DELE	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP
OG0000224	LOC108138552|XP_017116315.1|DELE	LOC119081110|XP_037045746.1|BCOP
OG0000224	LOC108141370|XP_017120189.1|DELE	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP
OG0000225	LOC108139175|XP_017117286.1|DELE, LOC108139174|XP_017117285.1|DELE, LOC108139179|XP_017117289.1|DELE	LOC119066756|XP_037025327.1|BCOP
OG0000226	LOC108150297|XP_017133896.1|DELE, LOC108150300|XP_017133901.1|DELE, LOC108150219|XP_017133751.1|DELE	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP
OG0000228	LOC108136906|XP_017113857.1|DELE, LOC108137448|XP_017114626.1|DELE, LOC108143889|XP_017123956.1|DELE, LOC108138042|XP_017115503.1|DELE	LOC119085720|XP_037052063.1|BCOP
OG0000229	LOC108147201|XP_017129044.1|DELE	LOC119085369|XP_037051647.1|BCOP
OG0000229	LOC108140604|XP_017119004.1|DELE	LOC119077980|XP_037041257.1|BCOP
OG0000230	LOC108141260|XP_017120001.1|DELE	LOC119081748|XP_037046818.1|BCOP, LOC119067276|XP_037026048.1|BCOP
