Orthogroup	DELE.longest_only	CCAP.longest_only
OG0000072	LOC108137978|XP_017115439.1|DELE	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC108144661|XP_017125196.1|DELE	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC108141036|XP_017119625.1|DELE	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC108142390|XP_017121714.1|DELE	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC108142566|XP_017122005.1|DELE	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC108142541|XP_017121955.1|DELE	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC108142539|XP_017121953.1|DELE	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC108145993|XP_017127221.1|DELE	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC108143509|XP_017123469.1|DELE	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC108143053|XP_017122754.1|DELE	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC108144573|XP_017125051.1|DELE	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC108148773|XP_017131468.1|DELE	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC108134678|XP_017110564.1|DELE, LOC108134679|XP_017110565.1|DELE	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC108144727|XP_017125313.1|DELE, LOC108144830|XP_017125456.1|DELE	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC108146394|XP_017127879.1|DELE	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC108137556|XP_017114771.1|DELE, LOC108137394|XP_017114542.1|DELE	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC108139183|XP_017117297.1|DELE, LOC108139182|XP_017117296.1|DELE	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC108141924|XP_017121037.1|DELE, LOC108142089|XP_017121272.1|DELE, LOC108141663|XP_017120626.1|DELE, LOC108141752|XP_017120736.1|DELE	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC108141923|XP_017121035.1|DELE	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC108145181|XP_017125909.1|DELE	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC108141471|XP_017120366.1|DELE	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000085	LOC108136184|XP_017112675.1|DELE	CCAP1982_LOCUS21882|CAD7013864.1|CCAP
OG0000087	LOC108141653|XP_017120612.1|DELE	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC108138695|XP_017116529.1|DELE	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC108145086|XP_017125761.1|DELE	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC108141125|XP_017119833.1|DELE	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC108150208|XP_017133709.1|DELE	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC108141353|XP_017120159.1|DELE	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC108141325|XP_017120093.1|DELE	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC108146219|XP_017127627.1|DELE	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC108148708|XP_017131350.1|DELE	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC108136749|XP_017113584.1|DELE	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC108136955|XP_017113929.1|DELE	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC108144026|XP_017124146.1|DELE	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC108144083|XP_017124223.1|DELE	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC108147082|XP_017128860.1|DELE, LOC108144092|XP_017124235.1|DELE	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC108149483|XP_017132590.1|DELE, LOC108149273|XP_017132205.1|DELE	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC108148190|XP_017130585.1|DELE	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000095	LOC108141591|XP_017120528.1|DELE	CCAP1982_LOCUS10147|CAD7001655.1|CCAP, CCAP1982_LOCUS8397|CAD6999886.1|CCAP, CCAP1982_LOCUS10512|CAD7002024.1|CCAP, CCAP1982_LOCUS10342|CAD7001853.1|CCAP
OG0000096	LOC108138746|XP_017116635.1|DELE, LOC108138284|XP_017115929.1|DELE, LOC108140674|XP_017119108.1|DELE	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC108138624|XP_017116401.1|DELE	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC108134780|XP_017110717.1|DELE	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC108146008|XP_017127262.1|DELE	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000101	LOC108146010|XP_017127274.1|DELE	CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000102	LOC108145434|XP_017126345.1|DELE	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC108150149|XP_017133604.1|DELE, LOC108135601|XP_017111902.1|DELE, LOC108135599|XP_017111899.1|DELE	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC108144606|XP_017125116.1|DELE	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC108146472|XP_017127979.1|DELE	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC108141735|XP_017120717.1|DELE	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC108145705|XP_017126755.1|DELE	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC108143740|XP_017123762.1|DELE	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC108143955|XP_017124042.1|DELE, LOC108143741|XP_017123763.1|DELE	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC108135376|XP_017111556.1|DELE, LOC108150406|XP_017134052.1|DELE, LOC108150407|XP_017134054.1|DELE, LOC108150451|XP_017134100.1|DELE, LOC108135377|XP_017111557.1|DELE, LOC108140848|XP_017119321.1|DELE	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC108142109|XP_017121293.1|DELE, LOC108142059|XP_017121232.1|DELE	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC108142847|XP_017122405.1|DELE, LOC108142851|XP_017122408.1|DELE	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC108142800|XP_017122344.1|DELE	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC108143602|XP_017123614.1|DELE, LOC108143335|XP_017123143.1|DELE, LOC108145905|XP_017127098.1|DELE, LOC108143305|XP_017123108.1|DELE	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC108149996|XP_017133417.1|DELE, LOC108148204|XP_017130600.1|DELE, LOC108148205|XP_017130601.1|DELE, LOC108138199|XP_017115809.1|DELE, LOC108142622|XP_017122099.1|DELE	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC108138081|XP_017115558.1|DELE	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC108138085|XP_017115560.1|DELE	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC108143885|XP_017123948.1|DELE	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC108135162|XP_017111274.1|DELE, LOC108143883|XP_017123945.1|DELE	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC108143884|XP_017123947.1|DELE, LOC108143891|XP_017123953.1|DELE, LOC108143882|XP_017123943.1|DELE	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC108149302|XP_017132242.1|DELE	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC108149304|XP_017132243.1|DELE	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC108149305|XP_017132244.1|DELE	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC108149307|XP_017132247.1|DELE	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC108148033|XP_017130362.1|DELE, LOC108147816|XP_017130059.1|DELE	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC108135133|XP_017111230.1|DELE, LOC108135026|XP_017111046.1|DELE	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC108135059|XP_017111091.1|DELE	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC108144394|XP_017124663.1|DELE	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC108137437|XP_017114591.1|DELE	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC108147769|XP_017129988.1|DELE	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC108142313|XP_017121554.1|DELE	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC108141307|XP_017120063.1|DELE, LOC108149198|XP_017132117.1|DELE	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC108144268|XP_017124442.1|DELE, LOC108136864|XP_017113794.1|DELE, LOC108148237|XP_017130642.1|DELE, LOC108148236|XP_017130640.1|DELE, LOC108148239|XP_017130644.1|DELE	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC108148774|XP_017131471.1|DELE	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC108136899|XP_017113845.1|DELE	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC108148524|XP_017131051.1|DELE	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC108141207|XP_017119944.1|DELE, LOC108140979|XP_017119537.1|DELE, LOC108141206|XP_017119942.1|DELE	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC108141242|XP_017119988.1|DELE	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC108145252|XP_017126018.1|DELE	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000129	LOC108150127|XP_017133582.1|DELE, LOC108141963|XP_017121097.1|DELE, LOC108140011|XP_017118203.1|DELE, LOC108138512|XP_017116246.1|DELE	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC108142383|XP_017121706.1|DELE, LOC108142691|XP_017122189.1|DELE, LOC108142382|XP_017121705.1|DELE, LOC108142380|XP_017121704.1|DELE	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC108149907|XP_017133301.1|DELE	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC108138336|XP_017115989.1|DELE, LOC108138353|XP_017116013.1|DELE	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC108136780|XP_017113631.1|DELE	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC108135231|XP_017111382.1|DELE	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC108135330|XP_017111507.1|DELE	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000136	LOC108143269|XP_017123072.1|DELE	CCAP1982_LOCUS19560|CAD7011460.1|CCAP
OG0000137	LOC108148293|XP_017130752.1|DELE	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC108142433|XP_017121783.1|DELE	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC108143794|XP_017123806.1|DELE, LOC108143898|XP_017123962.1|DELE, LOC108144076|XP_017124215.1|DELE, LOC108144086|XP_017124228.1|DELE, LOC108144077|XP_017124216.1|DELE	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC108147460|XP_017129480.1|DELE	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC108139146|XP_017117253.1|DELE	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000142	LOC108150545|XP_017134266.1|DELE	CCAP1982_LOCUS3469|CAD6994736.1|CCAP
OG0000142	LOC108140437|XP_017118659.1|DELE	CCAP1982_LOCUS418|CAD6991494.1|CCAP
OG0000143	LOC108135691|XP_017112022.1|DELE	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC108135152|XP_017111265.1|DELE	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC108137776|XP_017115173.1|DELE	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC108150480|XP_017134172.1|DELE	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC108150411|XP_017134058.1|DELE	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC108138203|XP_017115811.1|DELE	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC108148352|XP_017130857.1|DELE	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC108148353|XP_017130858.1|DELE	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC108134721|XP_017110611.1|DELE	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC108147774|XP_017129992.1|DELE, LOC108147902|XP_017130151.1|DELE, LOC108147901|XP_017130150.1|DELE	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC108142256|XP_017121465.1|DELE	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC108142289|XP_017121527.1|DELE	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC108142270|XP_017121482.1|DELE	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC108142662|XP_017122153.1|DELE	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC108136672|XP_017113484.1|DELE, LOC108136823|XP_017113716.1|DELE, LOC108147086|XP_017128863.1|DELE, LOC108147258|XP_017129144.1|DELE	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC108139370|XP_017117584.1|DELE	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC108139135|XP_017117237.1|DELE, LOC108139379|XP_017117594.1|DELE, LOC108139372|XP_017117588.1|DELE	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC108148655|XP_017131279.1|DELE, LOC108148648|XP_017131266.1|DELE	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC108136063|XP_017112496.1|DELE	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC108142306|XP_017121546.1|DELE, LOC108142266|XP_017121478.1|DELE, LOC108142307|XP_017121547.1|DELE	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC108145388|XP_017126272.1|DELE, LOC108145390|XP_017126274.1|DELE, LOC108145497|XP_017126445.1|DELE	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC108146654|XP_017128188.1|DELE, LOC108146671|XP_017128214.1|DELE	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC108150562|XP_017134285.1|DELE	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC108135608|XP_017111911.1|DELE	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC108136109|XP_017112576.1|DELE	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC108144015|XP_017124129.1|DELE, LOC108144001|XP_017124110.1|DELE	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC108146262|XP_017127691.1|DELE	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC108137762|XP_017115153.1|DELE	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC108138876|XP_017116891.1|DELE	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC108145657|XP_017126698.1|DELE	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC108149173|XP_017132069.1|DELE, LOC108149962|XP_017133371.1|DELE	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC108147588|XP_017129716.1|DELE	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC108145485|XP_017126430.1|DELE	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC108150090|XP_017133543.1|DELE, LOC108150180|XP_017133659.1|DELE	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC108150143|XP_017133601.1|DELE	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC108136695|XP_017113508.1|DELE	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC108142254|XP_017121463.1|DELE, LOC108135848|XP_017112228.1|DELE	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC108149517|XP_017132634.1|DELE, LOC108149516|XP_017132633.1|DELE	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC108149287|XP_017132219.1|DELE	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC108149326|XP_017132279.1|DELE	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC108141715|XP_017120695.1|DELE	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC108146171|XP_017127561.1|DELE	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC108137514|XP_017114716.1|DELE, LOC108136587|XP_017113392.1|DELE	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC108137563|XP_017114777.1|DELE	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC108147337|XP_017129254.1|DELE	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC108141762|XP_017120750.1|DELE, LOC108137267|XP_017114394.1|DELE, LOC108144967|XP_017125604.1|DELE	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC108140669|XP_017119101.1|DELE	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC108147186|XP_017129021.1|DELE, LOC108147188|XP_017129027.1|DELE, LOC108147190|XP_017129031.1|DELE	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC108146050|XP_017127343.1|DELE, LOC108146051|XP_017127345.1|DELE, LOC108145948|XP_017127146.1|DELE, LOC108145950|XP_017127148.1|DELE	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC108148867|XP_017131656.1|DELE	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC108141476|XP_017120373.1|DELE	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC108137931|XP_017115370.1|DELE	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000180	LOC108138594|XP_017116377.1|DELE	CCAP1982_LOCUS23260|CAD7015315.1|CCAP
OG0000181	LOC108141166|XP_017119883.1|DELE	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC108147200|XP_017129043.1|DELE	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000181	LOC108148528|XP_017131054.1|DELE	CCAP1982_LOCUS2967|CAD6994205.1|CCAP
OG0000182	LOC108148292|XP_017130751.1|DELE	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC108148377|XP_017130891.1|DELE, LOC108148376|XP_017130890.1|DELE	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC108138397|XP_017116065.1|DELE, LOC108147229|XP_017129110.1|DELE, LOC108147084|XP_017128862.1|DELE, LOC108142288|XP_017121523.1|DELE, LOC108142796|XP_017122335.1|DELE	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	LOC108138206|XP_017115814.1|DELE, LOC108138019|XP_017115478.1|DELE, LOC108138031|XP_017115493.1|DELE	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	LOC108147570|XP_017129643.1|DELE, LOC108149948|XP_017133353.1|DELE, LOC108147252|XP_017129138.1|DELE, LOC108149949|XP_017133354.1|DELE	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	LOC108138869|XP_017116885.1|DELE	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	LOC108144457|XP_017124837.1|DELE	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
OG0000190	LOC108144860|XP_017125497.1|DELE	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	LOC108145113|XP_017125805.1|DELE, LOC108145054|XP_017125723.1|DELE	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	LOC108144847|XP_017125480.1|DELE	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
OG0000192	LOC108146750|XP_017128368.1|DELE, LOC108146751|XP_017128369.1|DELE	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	LOC108145961|XP_017127169.1|DELE	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	LOC108150519|XP_017134229.1|DELE	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP
OG0000196	LOC108150523|XP_017134239.1|DELE	CCAP1982_LOCUS7526|CAD6998979.1|CCAP
OG0000196	LOC108150472|XP_017134154.1|DELE	CCAP1982_LOCUS7517|CAD6998970.1|CCAP
OG0000198	LOC108149060|XP_017131895.1|DELE, LOC108145334|XP_017126249.1|DELE, LOC108149678|XP_017132914.1|DELE, LOC108145052|XP_017125721.1|DELE	CCAP1982_LOCUS6820|CAD6998205.1|CCAP
OG0000199	LOC108144909|XP_017125561.1|DELE, LOC108144908|XP_017125559.1|DELE, LOC108144262|XP_017124433.1|DELE, LOC108144253|XP_017124422.1|DELE	CCAP1982_LOCUS23457|CAD7015518.1|CCAP, CCAP1982_LOCUS10693|CAD7002205.1|CCAP, CCAP1982_LOCUS10694|CAD7002206.1|CCAP, CCAP1982_LOCUS23455|CAD7015516.1|CCAP, CCAP1982_LOCUS10695|CAD7002207.1|CCAP, CCAP1982_LOCUS23456|CAD7015517.1|CCAP
OG0000200	LOC108148861|XP_017131648.1|DELE, LOC108149012|XP_017131847.1|DELE, LOC108148859|XP_017131645.1|DELE, LOC108148945|XP_017131767.1|DELE	CCAP1982_LOCUS40|CAD6991092.1|CCAP
OG0000201	LOC108148594|XP_017131164.1|DELE	CCAP1982_LOCUS3128|CAD6994375.1|CCAP
OG0000201	LOC108148713|XP_017131368.1|DELE	CCAP1982_LOCUS3126|CAD6994373.1|CCAP
OG0000202	LOC108146643|XP_017128178.1|DELE, LOC108146647|XP_017128182.1|DELE	CCAP1982_LOCUS8517|CAD7000012.1|CCAP
OG0000203	LOC108144215|XP_017124378.1|DELE, LOC108144800|XP_017125409.1|DELE, LOC108144851|XP_017125485.1|DELE	CCAP1982_LOCUS21030|CAD7012933.1|CCAP
