Orthogroup	DMEL.longest_only	ASTE.longest_only
OG0000128	Ugt49C1|NP_001036565.1|DMEL, Ugt49B1|NP_611563.1|DMEL, Ugt49B2|NP_001097859.4|DMEL	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	Fum1|NP_572339.1|DMEL, Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL	LOC118506636|XP_035899907.1|ASTE
OG0000130	CG7386|NP_648036.1|DMEL, CG10274|NP_001097525.1|DMEL, D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL	LOC118507218|XP_035901212.1|ASTE
OG0000132	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL, CG7142|NP_650703.1|DMEL	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	eff|NP_731941.1|DMEL	LOC118502732|XP_035891190.1|ASTE
OG0000134	Ubc2|NP_477137.1|DMEL	LOC118514038|XP_035916413.1|ASTE
OG0000136	CG43088|NP_001245670.1|DMEL	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	Rm62|NP_524243.2|DMEL	LOC118507552|XP_035902026.1|ASTE
OG0000137	CG10077|NP_648062.2|DMEL	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	CG14443|NP_572330.2|DMEL	LOC118509389|XP_035905827.1|ASTE
OG0000140	grass|NP_651543.1|DMEL	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	GstO1|NP_648237.1|DMEL, GstO2|NP_729388.1|DMEL, se|NP_648235.1|DMEL, GstO3|NP_648234.1|DMEL	LOC118513164|XP_035914504.1|ASTE
OG0000142	nAChRalpha1|NP_001262916.1|DMEL	LOC118504509|XP_035894932.1|ASTE
OG0000142	nAChRalpha4|NP_001097669.2|DMEL	LOC118513535|XP_035915303.1|ASTE
OG0000142	nAChRalpha3|NP_525079.3|DMEL	LOC118517327|XP_035919203.1|ASTE
OG0000143	GNBP1|NP_524142.2|DMEL	LOC118512636|XP_035913225.1|ASTE
OG0000143	GNBP2|NP_524141.1|DMEL	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	dpr9|NP_996215.1|DMEL	LOC118504520|XP_035894945.1|ASTE
OG0000144	dpr8|NP_727781.1|DMEL	LOC118517574|XP_035919714.1|ASTE
OG0000144	dpr21|NP_001163838.2|DMEL	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	Idgf4|NP_511101.2|DMEL, Idgf3|NP_477256.1|DMEL, Idgf1|NP_477258.1|DMEL, Idgf2|NP_477257.2|DMEL	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	CG6180|NP_609588.1|DMEL	LOC118509851|XP_035906945.1|ASTE
OG0000147	CG17919|NP_649644.1|DMEL, CG10298|NP_649643.1|DMEL	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	CG31954|NP_722915.1|DMEL	LOC118503637|XP_035893028.1|ASTE
OG0000148	Try29F|NP_523518.2|DMEL	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	Obp28a|NP_523505.1|DMEL, Obp19d|NP_523421.2|DMEL	LOC118507680|XP_035902367.1|ASTE
OG0000152	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	Sp212|NP_996209.2|DMEL, CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL	LOC118505122|XP_035896329.1|ASTE
OG0000154	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL, Or71a|NP_524078.2|DMEL	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL	LOC118507321|XP_035901601.1|ASTE
OG0000157	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	CG13869|NP_611458.2|DMEL, CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	slif|NP_649428.1|DMEL	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	CG5535|NP_649019.2|DMEL, CG7255|NP_001036607.1|DMEL	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL, hoe1|NP_608876.1|DMEL	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	Lsp1gamma|NP_523868.1|DMEL, Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	DIP1|NP_728449.1|DMEL, blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	Cht8|NP_611542.2|DMEL	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	Cht9|NP_611543.3|DMEL, Cht4|NP_524962.2|DMEL	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	CG6000|NP_651210.3|DMEL	LOC118512165|XP_035912137.1|ASTE
OG0000170	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	nAChRalpha5|NP_001356885.1|DMEL	LOC118512486|XP_035912877.1|ASTE
OG0000171	nAChRalpha6|NP_995675.1|DMEL	LOC118504537|XP_035895000.1|ASTE
OG0000171	nAChRalpha7|NP_001162795.1|DMEL	LOC118517651|XP_035919876.1|ASTE
OG0000172	promL|NP_647770.1|DMEL	LOC118513117|XP_035914409.1|ASTE
OG0000173	CG42566|NP_001097421.2|DMEL, CG13510|NP_611700.2|DMEL	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	Or43a|NP_523647.2|DMEL, Or30a|NP_523520.2|DMEL, Or49b|NP_523721.1|DMEL	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	CG6723|NP_650069.2|DMEL	LOC118505676|XP_035897701.1|ASTE
OG0000175	CG42235|NP_651446.2|DMEL	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	Cyp1|NP_523366.2|DMEL	LOC118516399|XP_035918158.1|ASTE
OG0000177	Moca-cyp|NP_733246.1|DMEL	LOC118504483|XP_035894893.1|ASTE
OG0000179	CG1698|NP_610517.1|DMEL, CG8850|NP_725122.2|DMEL	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	CG15279|NP_609726.1|DMEL	LOC118504074|XP_035894020.1|ASTE
OG0000181	CG3348|NP_652261.1|DMEL, CG14246|NP_652260.1|DMEL	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	CG31548|NP_730974.1|DMEL	LOC118507594|XP_035902154.1|ASTE
OG0000182	CG12171|NP_649563.1|DMEL, CG31549|NP_730972.2|DMEL	LOC118507593|XP_035902153.1|ASTE
OG0000183	eIF4E7|NP_726718.1|DMEL, eIF4E6|NP_651654.1|DMEL, eIF4E4|NP_648052.1|DMEL, eIF4E1|NP_524829.1|DMEL	LOC118510271|XP_035907766.1|ASTE
OG0000184	CG18585|NP_609132.1|DMEL, CG7025|NP_609133.2|DMEL	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	CG31960|NP_722942.1|DMEL, azot|NP_610336.1|DMEL, Acam|NP_476988.1|DMEL, CG30378|NP_724628.1|DMEL	LOC118514354|XP_035917069.1|ASTE
OG0000186	feo|NP_572658.2|DMEL, sofe|NP_572659.2|DMEL	LOC118504849|XP_035895754.1|ASTE
OG0000188	CG14693|NP_001262467.1|DMEL, CG8958|NP_573105.1|DMEL, CG12698|NP_573100.1|DMEL	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	Rbp9|NP_001259974.1|DMEL	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	elav|NP_525033.1|DMEL	LOC118506640|XP_035899914.1|ASTE
OG0000190	Pkcdelta|NP_572797.3|DMEL	LOC118510368|XP_035907979.1|ASTE
OG0000190	inaC|NP_476863.1|DMEL	LOC118504545|XP_035895041.1|ASTE
OG0000191	Spn42Da|NP_524955.2|DMEL, Spn42Db|NP_610244.2|DMEL	LOC118512001|XP_035911636.1|ASTE
OG0000191	Spn55B|NP_524953.1|DMEL	LOC118506505|XP_035899612.1|ASTE
OG0000192	CG14720|NP_650108.2|DMEL, CG34429|NP_001097598.1|DMEL, CG34428|NP_001097597.2|DMEL	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	Pgant4|NP_001137779.1|DMEL, CG31776|NP_722909.2|DMEL, Pgant6|NP_647749.2|DMEL	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	beat-IIIc|NP_724042.1|DMEL	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	CG9503|NP_572987.1|DMEL	LOC118502626|XP_035890899.1|ASTE
OG0000197	CG45065|NP_001285251.1|DMEL	LOC118502627|XP_035890901.1|ASTE
OG0000197	CG9518|NP_572979.1|DMEL	LOC118502628|XP_035890902.1|ASTE
OG0000200	CG31445|NP_651689.1|DMEL, CG11951|NP_001350853.2|DMEL, SP1029|NP_652618.1|DMEL	LOC118503806|XP_035893399.1|ASTE
OG0000201	CG13833|NP_651111.1|DMEL, CG17121|NP_651114.1|DMEL	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	Mdh2|NP_650696.1|DMEL	LOC118506617|XP_035899877.1|ASTE
OG0000203	CG30103|NP_725682.2|DMEL, veil|NP_611217.1|DMEL, NT5E-2|NP_611218.1|DMEL	LOC118507050|XP_035900904.1|ASTE
OG0000205	Rh6|NP_524368.5|DMEL, Rh2|NP_524398.1|DMEL	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	gsb|NP_523863.1|DMEL	LOC118503159|XP_035892013.1|ASTE
OG0000206	gsb-n|NP_523862.1|DMEL	LOC118517639|XP_035919843.1|ASTE
OG0000207	CG10638|NP_729808.1|DMEL	LOC118503769|XP_035893332.1|ASTE
OG0000210	CG31664|NP_001356905.1|DMEL, l_1_G0193|NP_572427.1|DMEL	LOC118510803|XP_035909015.1|ASTE
OG0000211	Desat1|NP_652731.1|DMEL	LOC118505116|XP_035896320.1|ASTE
OG0000212	Tep3|NP_523507.2|DMEL, Tep2|NP_523506.1|DMEL, Tep1|NP_523578.1|DMEL	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	Ir76a|NP_001097647.3|DMEL, Ir41a|NP_995744.4|DMEL	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	Hex-A|NP_524848.1|DMEL, Hex-C|NP_524674.1|DMEL, Hex-t2|NP_733151.2|DMEL	LOC118508206|XP_035903670.1|ASTE
OG0000215	CG7458|NP_649374.1|DMEL, SLC22A|NP_649370.1|DMEL	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	CG16719|NP_648344.1|DMEL, CG12395|NP_573101.1|DMEL	LOC118514658|XP_035917584.1|ASTE
OG0000217	Pdha|NP_726945.1|DMEL	LOC118506853|XP_035900475.1|ASTE
OG0000217	CG7024|NP_572182.1|DMEL	LOC118512344|XP_035912523.1|ASTE
OG0000218	CG33282|NP_001097067.1|DMEL, CG15408|NP_608767.1|DMEL, CG3285|NP_608766.1|DMEL	LOC118510059|XP_035907341.1|ASTE
OG0000219	Tsp42Ed|NP_523630.1|DMEL, Tsp42Ea|NP_525012.2|DMEL, Tsp42Ee|NP_523631.1|DMEL	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	Doc3|NP_648280.1|DMEL, Doc1|NP_648283.1|DMEL, Doc2|NP_648282.1|DMEL	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	Lfg|NP_725236.1|DMEL, CG9722|NP_650341.1|DMEL, Nmda1|NP_523722.1|DMEL	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	NimB2|NP_723857.1|DMEL	LOC118508815|XP_035904449.1|ASTE
OG0000224	GstE12|NP_611964.1|DMEL	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	CG42812|NP_001097901.2|DMEL, CG42811|NP_001189279.1|DMEL, CG13613|NP_001097900.2|DMEL	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	Ilp1|NP_648359.1|DMEL, Ilp3|NP_648360.2|DMEL, Ilp5|NP_996037.2|DMEL	LOC118506112|XP_035898708.1|ASTE
OG0000228	Tim17b|NP_001015401.1|DMEL, Tim17b1|NP_649526.2|DMEL, CG1724|NP_608439.2|DMEL, Tim17b2|NP_524746.2|DMEL	LOC118507788|XP_035902717.1|ASTE
OG0000229	CG3339|NP_001036762.2|DMEL, kl-5|NP_001015499.4|DMEL	LOC118505141|XP_035896386.1|ASTE
OG0000229	Dhc93AB|NP_001262793.1|DMEL	LOC118505366|XP_035896957.1|ASTE
OG0000230	Jhe|NP_523758.3|DMEL, Jhedup|NP_611085.2|DMEL	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	Zip89B|NP_536747.2|DMEL, Zip42C.2|NP_610231.2|DMEL, Zip42C.1|NP_525107.1|DMEL	LOC118503459|XP_035892635.1|ASTE
OG0000233	neo|NP_651733.1|DMEL, mey|NP_651870.3|DMEL, nyo|NP_651871.2|DMEL	LOC118508457|XP_035904152.1|ASTE
OG0000235	Smvt|NP_651891.2|DMEL, CG2187|NP_651890.1|DMEL, salt|NP_651889.3|DMEL	LOC118504927|XP_035895913.1|ASTE
OG0000236	Hsp60B|NP_524925.1|DMEL, Hsp60C|NP_608948.2|DMEL, Hsp60A|NP_511115.2|DMEL	LOC118507015|XP_035900844.1|ASTE
OG0000237	Eb1|NP_724495.2|DMEL	LOC118512278|XP_035912368.1|ASTE
OG0000237	CG32371|NP_729295.1|DMEL, CG2955|NP_608817.1|DMEL, CG15306|NP_572618.1|DMEL	LOC118511482|XP_035910512.1|ASTE
OG0000238	CG31674|NP_610063.4|DMEL, CG9331|NP_788080.1|DMEL, CG31673|NP_724294.1|DMEL	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	Sodh-2|NP_524311.1|DMEL, Sodh-1|NP_477348.1|DMEL	LOC118504709|XP_035895435.1|ASTE
OG0000240	dpr17|NP_731670.1|DMEL, dpr15|NP_731672.1|DMEL, dpr11|NP_788586.1|DMEL	LOC118507974|XP_035903200.1|ASTE
OG0000241	AGO2|NP_730054.1|DMEL	LOC118503481|XP_035892675.1|ASTE
OG0000246	CG6967|NP_611185.3|DMEL	LOC118504838|XP_035895735.1|ASTE
OG0000247	Est-P|NP_788501.1|DMEL, Est-6|NP_788500.1|DMEL	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	Adgf-A|NP_524130.1|DMEL, Adgf-B|NP_649006.2|DMEL, Adgf-E|NP_610977.1|DMEL	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	CG8360|NP_609195.1|DMEL, CG8353|NP_609196.1|DMEL, CG8349|NP_609197.2|DMEL	LOC118510725|XP_035908828.1|ASTE
OG0000250	Vha68-2|NP_652004.2|DMEL, Vha68-1|NP_523560.2|DMEL, Vha68-3|NP_609595.1|DMEL	LOC118508491|XP_035904202.1|ASTE
OG0000251	Idh3a|NP_001259705.1|DMEL, CG3483|NP_611912.1|DMEL, CG32026|NP_729420.1|DMEL	LOC118505075|XP_035896254.1|ASTE
OG0000255	Cyp6g1|NP_610743.2|DMEL	LOC118504899|XP_035895857.1|ASTE
OG0000256	MFS15|NP_611375.2|DMEL, CG15096|NP_611376.1|DMEL	LOC118509298|XP_035905630.1|ASTE
OG0000257	shu|NP_611837.1|DMEL	LOC118507286|XP_035901529.1|ASTE
OG0000261	Cyp4ac3|NP_608918.1|DMEL, Cyp4ac1|NP_608916.1|DMEL, Cyp4ac2|NP_608917.3|DMEL	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	Mdr49|NP_523724.2|DMEL	LOC118512787|XP_035913596.1|ASTE
OG0000263	Cpr49Aa|NP_001097285.1|DMEL	LOC118513361|XP_035914886.1|ASTE
OG0000263	Cpr65Az|NP_648031.1|DMEL	LOC118513013|XP_035914180.1|ASTE
OG0000264	CanA-14F|NP_001245717.1|DMEL, Pp2B-14D|NP_523373.2|DMEL, CanA1|NP_524600.3|DMEL	LOC118507130|XP_035901042.1|ASTE
OG0000267	CG15534|NP_651792.1|DMEL, CG15533|NP_651791.2|DMEL	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	Obp83b|NP_524242.2|DMEL, Obp83a|NP_001287190.1|DMEL	LOC118502745|XP_035891203.1|ASTE
OG0000269	CG6763|NP_651138.1|DMEL	LOC118507820|XP_035902791.1|ASTE
OG0000269	CG5715|NP_651242.1|DMEL	LOC118510294|XP_035907812.1|ASTE
OG0000270	St1|NP_611815.3|DMEL	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	ND-51|NP_608987.1|DMEL, ND-51L1|NP_611238.2|DMEL, ND-51L2|NP_725449.1|DMEL	LOC118513311|XP_035914791.1|ASTE
OG0000272	Ank|NP_001162819.1|DMEL	LOC118509040|XP_035904990.1|ASTE
OG0000273	Acyp2|NP_650491.1|DMEL, CG34161|NP_001097143.1|DMEL, CG11052|NP_652181.1|DMEL	LOC118508518|XP_035904265.1|ASTE
OG0000279	S-Lap1|NP_648244.1|DMEL, S-Lap2|NP_729394.1|DMEL	LOC118506563|XP_035899778.1|ASTE
OG0000280	CG9451|NP_649118.1|DMEL, CG9449|NP_001137976.1|DMEL, CG9452|NP_649119.2|DMEL	LOC118512959|XP_035914076.1|ASTE
OG0000281	zpg|NP_648049.1|DMEL, Inx6|NP_572374.1|DMEL, Inx5|NP_573353.2|DMEL	LOC118509940|XP_035907165.1|ASTE
OG0000282	Gr64e|NP_001027106.1|DMEL	LOC118502391|XP_035890506.1|ASTE
OG0000283	Twdlbeta|NP_610707.2|DMEL	LOC118507494|XP_035901916.1|ASTE
OG0000283	TwdlT|NP_651999.1|DMEL	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	beat-Ib|NP_523579.1|DMEL	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	beat-Ia|NP_001285975.1|DMEL	LOC118514629|XP_035917520.1|ASTE
OG0000285	Jheh1|NP_611385.1|DMEL	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	CG6484|NP_611234.1|DMEL	LOC118506849|XP_035900472.1|ASTE
OG0000292	CG10960|NP_648605.1|DMEL	LOC118503100|XP_035891919.1|ASTE
OG0000293	CG10252|NP_651171.1|DMEL, CG31870|NP_723620.1|DMEL, CG31468|NP_732890.1|DMEL	LOC118505627|XP_035897593.1|ASTE
OG0000294	Ca-alpha1D|NP_723952.2|DMEL	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	cac|NP_001356945.1|DMEL	LOC118504855|XP_035895764.1|ASTE
OG0000295	CG12857|NP_610987.1|DMEL, CG30357|NP_724707.1|DMEL	LOC118510879|XP_035909139.1|ASTE
OG0000296	ttm3|NP_610130.1|DMEL, ttm2|NP_612023.1|DMEL, ttm50|NP_570027.1|DMEL	LOC118517585|XP_035919753.1|ASTE
OG0000299	CG32473|NP_731787.1|DMEL, CG8774|NP_650274.2|DMEL, CG8773|NP_650273.2|DMEL	LOC118505430|XP_035897097.1|ASTE
OG0000301	Gat|NP_651930.2|DMEL	LOC118511253|XP_035909996.1|ASTE
OG0000301	Ntl|NP_609135.1|DMEL	LOC118514291|XP_035916946.1|ASTE
OG0000302	CG11309|NP_649301.1|DMEL, CG7632|NP_649302.1|DMEL	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE
OG0000303	Tim13|NP_648505.1|DMEL, CG42302|NP_001097022.2|DMEL, CG34132|NP_001036344.1|DMEL	LOC118507766|XP_035902676.1|ASTE
OG0000304	CG1774|NP_651875.1|DMEL, CG1635|NP_651873.3|DMEL, CG1638|NP_001097991.1|DMEL	LOC118508384|XP_035904014.1|ASTE
OG0000305	CG33986|NP_001034017.2|DMEL	LOC118507753|XP_035902656.1|ASTE
OG0000306	Klp59C|NP_611759.1|DMEL, Klp59D|NP_611762.1|DMEL, Klp10A|NP_572687.1|DMEL	LOC118512366|XP_035912608.1|ASTE
OG0000307	wrd|NP_732295.1|DMEL	LOC118510839|XP_035909059.1|ASTE
OG0000307	wdb|NP_001368946.1|DMEL	LOC118502856|XP_035891454.1|ASTE
OG0000310	CG34283|NP_001097831.1|DMEL, CG32625|NP_727732.1|DMEL	LOC118513409|XP_035915008.1|ASTE
OG0000311	Takl2|NP_651090.2|DMEL, Takl1|NP_732554.1|DMEL, Tak1|NP_524080.1|DMEL	LOC118504484|XP_035894895.1|ASTE
OG0000312	Shawl|NP_001097131.2|DMEL	LOC118517146|XP_035918899.1|ASTE, LOC118517151|XP_035918906.1|ASTE, LOC118513648|XP_035915608.1|ASTE
OG0000312	Shaw|NP_001137782.1|DMEL	LOC118513649|XP_035915610.1|ASTE, LOC118517144|XP_035918895.1|ASTE, LOC118513650|XP_035915617.1|ASTE
OG0000313	Acer|NP_477195.1|DMEL, Ance|NP_477046.1|DMEL	LOC118508810|XP_035904444.1|ASTE, LOC118508812|XP_035904446.1|ASTE, LOC118508811|XP_035904445.1|ASTE
OG0000315	Sr-CIII|NP_524747.1|DMEL, Sr-CIV|NP_608789.1|DMEL, Sr-CII|NP_524720.2|DMEL, Sr-CI|NP_477102.1|DMEL	LOC118503834|XP_035893436.1|ASTE
OG0000320	Art1|NP_650017.1|DMEL, Art2|NP_608821.1|DMEL, Art6|NP_650322.1|DMEL	LOC118508584|XP_035904382.1|ASTE
OG0000321	Mal-B2|NP_723693.3|DMEL, Mal-B1|NP_609522.1|DMEL	LOC118509005|XP_035904912.1|ASTE, LOC118513008|XP_035914171.1|ASTE, LOC118509003|XP_035904910.1|ASTE, LOC118509001|XP_035904907.1|ASTE
OG0000322	CG5213|NP_650473.1|DMEL, ssx|NP_569908.1|DMEL, Sxl|NP_001259303.1|DMEL	LOC118515307|XP_035917877.1|ASTE, LOC118502558|XP_035890757.1|ASTE
OG0000323	p38b|NP_477361.1|DMEL, p38c|NP_996277.1|DMEL, p38a|NP_477163.1|DMEL	LOC118504036|XP_035893917.1|ASTE
OG0000324	mars|NP_610878.1|DMEL	LOC118506347|XP_035899225.1|ASTE
OG0000325	CG6839|NP_649076.1|DMEL, CG3819|NP_649078.1|DMEL	LOC118503776|XP_035893340.1|ASTE, LOC118503777|XP_035893341.1|ASTE, LOC118503774|XP_035893339.1|ASTE
OG0000331	CG8673|NP_609182.1|DMEL, CG8668|NP_609184.1|DMEL	LOC118510627|XP_035908560.1|ASTE
OG0000332	pie|NP_524740.2|DMEL	LOC118505999|XP_035898474.1|ASTE
OG0000332	Phf7|NP_608374.1|DMEL	LOC118507643|XP_035902296.1|ASTE
OG0000333	scramb1|NP_648389.3|DMEL	LOC118512922|XP_035913972.1|ASTE, LOC118512921|XP_035913966.1|ASTE
OG0000334	Gapdh1|NP_525108.2|DMEL, Gapdh2|NP_542445.1|DMEL, CG9010|NP_611172.1|DMEL	LOC118511655|XP_035910894.1|ASTE
OG0000335	CG13078|NP_609989.1|DMEL, CG13077|NP_609990.1|DMEL	LOC118509228|XP_035905429.1|ASTE, LOC118513231|XP_035914670.1|ASTE
OG0000338	nSyb|NP_001261269.1|DMEL	LOC118512934|XP_035914000.1|ASTE
