Orthogroup	DMEL.longest_only	AEAL.longest_only
OG0000073	lolal|NP_524778.1|DMEL	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	br|NP_001162638.2|DMEL	LOC109416850|XP_029728654.1|AEAL
OG0000073	pre-mod_mdg4_-L|NP_001287445.1|DMEL, pre-mod_mdg4_-N|NP_001303532.1|DMEL, mod_mdg4_|NP_732636.1|DMEL	LOC115260610|XP_029717501.1|AEAL
OG0000074	CG10472|NP_648017.1|DMEL, CG7542|NP_648995.3|DMEL	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000076	CG42540|NP_001246627.1|DMEL	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	CG33253|NP_001259699.1|DMEL	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	betaTub56D|NP_725896.1|DMEL	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	betaTub85D|NP_524290.2|DMEL	LOC109414298|XP_019543658.1|AEAL
OG0000077	betaTub60D|NP_523842.2|DMEL	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	betaTub97EF|NP_651606.2|DMEL	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	CG15128|NP_611441.1|DMEL, CG7634|NP_649332.1|DMEL, wa-cup|NP_649721.2|DMEL, r-cup|NP_608419.1|DMEL, p-cup|NP_573216.1|DMEL	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL, Amyrel|NP_477262.1|DMEL	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL
OG0000082	Cyp6d2|NP_611698.1|DMEL, Cyp6d4|NP_651082.1|DMEL, Cyp6d5|NP_650327.1|DMEL	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL
OG0000083	LManI|NP_609407.1|DMEL, LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL, LManIII|NP_609250.2|DMEL, LManIV|NP_609251.2|DMEL, LManII|NP_609408.1|DMEL	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL
OG0000084	CG15073|NP_611362.2|DMEL	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000084	CG8388|NP_611075.1|DMEL	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL
OG0000085	CG30491|NP_610306.1|DMEL	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	fest|NP_611412.1|DMEL	LOC109423303|XP_019553776.2|AEAL
OG0000087	Cpr30F|NP_723504.1|DMEL	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL
OG0000088	Vha16-1|NP_476801.1|DMEL	LOC109422315|XP_019552548.1|AEAL
OG0000089	alphaTub84B|NP_476772.1|DMEL, alphaTub84D|NP_524264.1|DMEL	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL
OG0000089	alphaTub85E|NP_524297.1|DMEL	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL
OG0000089	alphaTub67C|NP_524009.2|DMEL	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL
OG0000090	CG30339|NP_724813.1|DMEL, CG12926|NP_610510.2|DMEL, CG33514|NP_001014558.1|DMEL, CG33966|NP_001033984.1|DMEL	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL
OG0000091	Vha100-1|NP_651672.1|DMEL	LOC109398456|XP_029716267.1|AEAL
OG0000091	Vha100-5|NP_609515.1|DMEL, Vha100-2|NP_650722.1|DMEL, Vha100-4|NP_650720.1|DMEL	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL
OG0000093	Su_var_205|NP_476755.1|DMEL	LOC109429581|XP_029719934.1|AEAL
OG0000094	Or67d|NP_648390.2|DMEL, Or83c|NP_524244.2|DMEL	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL
OG0000099	Cyp4d1|NP_476907.2|DMEL	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL
OG0000101	pip|NP_788536.1|DMEL	LOC109412780|XP_029726786.1|AEAL
OG0000102	PPO1|NP_476812.1|DMEL	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL
OG0000102	PPO2|NP_610443.1|DMEL, PPO3|NP_524760.1|DMEL	LOC109622447|XP_019932332.1|AEAL
OG0000103	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL, CG7460|NP_649004.1|DMEL, CG7737|NP_001286308.1|DMEL	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL
OG0000104	Fbp2|NP_523522.1|DMEL, CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL
OG0000105	Or67a|NP_524005.2|DMEL, Or85d|NP_524281.1|DMEL, Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL	LOC109405837|XP_029725568.1|AEAL
OG0000109	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL
OG0000110	CG32379|NP_729252.2|DMEL, CG8562|NP_648118.1|DMEL, CG18417|NP_648119.1|DMEL, CG8560|NP_648120.3|DMEL	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL
OG0000111	Obp56a|NP_611442.1|DMEL, Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL
OG0000112	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL, CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL
OG0000113	CG44271|NP_001285689.1|DMEL, CG43058|NP_001246302.1|DMEL, dgrn|NP_649596.1|DMEL, elfless|NP_001163003.1|DMEL	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL
OG0000117	CG7953|NP_609683.1|DMEL, CG7916|NP_609682.1|DMEL, CG8997|NP_609681.1|DMEL, CG33306|NP_995706.1|DMEL	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL
OG0000118	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL, Cyp28a5|NP_609694.1|DMEL	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL
OG0000119	Npc2e|NP_731439.2|DMEL, Npc2c|NP_649976.1|DMEL, Npc2d|NP_649975.1|DMEL	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL
OG0000120	Roc1a|NP_001138143.2|DMEL	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL
OG0000121	CG15369|NP_572542.1|DMEL, CG31313|NP_731919.1|DMEL, Cys|NP_476856.1|DMEL, CG8066|NP_650374.1|DMEL	LOC109412858|XP_029720354.1|AEAL
OG0000122	Or22c|NP_523454.2|DMEL, Or10a|NP_511122.1|DMEL, Or45b|NP_523667.1|DMEL, Or24a|NP_523470.3|DMEL	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL
OG0000123	CG3565|NP_611942.1|DMEL, d-cup|NP_650235.1|DMEL, CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL, sunz|NP_649673.1|DMEL	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL
OG0000124	CG5348|NP_611156.3|DMEL, CG12376|NP_610405.3|DMEL, CG14744|NP_001097232.2|DMEL, CG14743|NP_610408.2|DMEL	LOC109418909|XP_019548676.2|AEAL
OG0000125	Men-b|NP_001163750.1|DMEL	LOC109424811|XP_029723580.1|AEAL
OG0000125	Men|NP_524880.2|DMEL	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL
OG0000125	Menl-1|NP_001027428.1|DMEL, Menl-2|NP_001027424.2|DMEL	LOC109424782|XP_019555511.2|AEAL
OG0000127	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL, CG18745|NP_652648.1|DMEL, CG18747|NP_652650.2|DMEL	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL
OG0000128	Ugt49C1|NP_001036565.1|DMEL, Ugt49B1|NP_611563.1|DMEL, Ugt49B2|NP_001097859.4|DMEL	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL
OG0000129	Fum1|NP_572339.1|DMEL, Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL
OG0000130	CG7386|NP_648036.1|DMEL, CG10274|NP_001097525.1|DMEL, D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL
OG0000132	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL, CG7142|NP_650703.1|DMEL	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL
OG0000134	eff|NP_731941.1|DMEL	LOC115260541|XP_029717313.1|AEAL
OG0000134	Ubc2|NP_477137.1|DMEL	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL
OG0000136	CG43088|NP_001245670.1|DMEL	LOC109398787|XP_019526726.1|AEAL
OG0000137	Rm62|NP_524243.2|DMEL	LOC115263730|XP_029722864.1|AEAL
OG0000137	CG10077|NP_648062.2|DMEL	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL
OG0000137	CG14443|NP_572330.2|DMEL	LOC109398020|XP_019525907.2|AEAL, LOC115254004|XP_029714092.1|AEAL, LOC109399484|XP_029714091.1|AEAL
OG0000140	grass|NP_651543.1|DMEL	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL
OG0000141	GstO1|NP_648237.1|DMEL, GstO2|NP_729388.1|DMEL, se|NP_648235.1|DMEL, GstO3|NP_648234.1|DMEL	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL
OG0000142	nAChRalpha1|NP_001262916.1|DMEL	LOC109403328|XP_029718579.1|AEAL
OG0000142	nAChRalpha3|NP_525079.3|DMEL	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL
OG0000143	GNBP1|NP_524142.2|DMEL	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL
OG0000143	GNBP2|NP_524141.1|DMEL	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL
OG0000144	dpr9|NP_996215.1|DMEL	LOC109403306|XP_029718564.1|AEAL
OG0000144	dpr8|NP_727781.1|DMEL	LOC109426949|XP_029717841.1|AEAL
OG0000144	dpr21|NP_001163838.2|DMEL	LOC115254968|XP_029708517.1|AEAL
OG0000145	Idgf4|NP_511101.2|DMEL, Idgf3|NP_477256.1|DMEL, Idgf1|NP_477258.1|DMEL, Idgf2|NP_477257.2|DMEL	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL
OG0000147	CG6180|NP_609588.1|DMEL	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL
OG0000147	CG17919|NP_649644.1|DMEL, CG10298|NP_649643.1|DMEL	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL
OG0000148	CG31954|NP_722915.1|DMEL	LOC109405767|XP_029724593.1|AEAL
OG0000148	Try29F|NP_523518.2|DMEL	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL
OG0000149	Obp28a|NP_523505.1|DMEL, Obp19d|NP_523421.2|DMEL	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL
OG0000152	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL
OG0000153	Sp212|NP_996209.2|DMEL, CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL
OG0000154	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL, Or71a|NP_524078.2|DMEL	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL
OG0000155	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL
OG0000157	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL
OG0000158	CG13869|NP_611458.2|DMEL, CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL
OG0000159	slif|NP_649428.1|DMEL	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL
OG0000159	CG5535|NP_649019.2|DMEL, CG7255|NP_001036607.1|DMEL	LOC109623253|XP_029712103.1|AEAL
OG0000160	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL	LOC115254457|XP_029707843.1|AEAL, LOC109426346|XP_019557349.2|AEAL, LOC109405184|XP_029707842.1|AEAL, LOC109405094|XP_029713970.1|AEAL, LOC109405272|XP_019533883.2|AEAL, LOC109426350|XP_019557356.2|AEAL, LOC109404764|XP_019533285.2|AEAL, LOC115258102|XP_029713983.1|AEAL, LOC109402934|XP_019531218.2|AEAL, LOC109399012|XP_019527002.2|AEAL, LOC109402932|XP_019531217.2|AEAL, LOC109416090|XP_019545602.2|AEAL, LOC109402938|XP_019531223.2|AEAL
OG0000162	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL, hoe1|NP_608876.1|DMEL	LOC109621844|XP_029726960.1|AEAL, LOC109421286|XP_029726965.1|AEAL, LOC109621841|XP_029724033.1|AEAL
OG0000163	Lsp1gamma|NP_523868.1|DMEL, Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL	LOC109402902|XP_029724483.1|AEAL, LOC115264692|XP_029724541.1|AEAL, LOC109401520|XP_019529641.2|AEAL, LOC109408459|XP_019537336.2|AEAL, LOC109419367|XP_019549144.2|AEAL, LOC109420356|XP_019550228.2|AEAL, LOC115264665|XP_029724484.1|AEAL, LOC109402901|XP_019531186.2|AEAL, LOC109401553|XP_019529669.2|AEAL, LOC115264666|XP_029724485.1|AEAL, LOC109402898|XP_019531184.2|AEAL, LOC109401557|XP_019529670.2|AEAL
OG0000165	DIP1|NP_728449.1|DMEL, blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL	LOC115256807|XP_029711631.1|AEAL, LOC109405102|XP_019533645.2|AEAL, LOC109428340|XP_029711628.1|AEAL
OG0000166	Cht8|NP_611542.2|DMEL	LOC109423729|XP_019554264.2|AEAL
OG0000166	Cht9|NP_611543.3|DMEL, Cht4|NP_524962.2|DMEL	LOC109414235|XP_019543590.2|AEAL, LOC109416753|XP_029722349.1|AEAL, LOC109407462|XP_029721918.1|AEAL
OG0000169	CG6000|NP_651210.3|DMEL	LOC115268598|XP_029732574.1|AEAL, LOC109621376|XP_019930964.2|AEAL, LOC109402478|XP_029716952.1|AEAL, LOC109410004|XP_019539084.2|AEAL, LOC109419654|XP_019549426.2|AEAL, LOC115253860|XP_029724716.1|AEAL, LOC115264836|XP_029724711.1|AEAL, LOC109419655|XP_029725852.1|AEAL, LOC109410005|XP_029724705.1|AEAL
OG0000169	CG4456|NP_001189076.1|DMEL, CG12279|NP_650227.1|DMEL	LOC115253855|XP_029724718.1|AEAL
OG0000170	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL	LOC109407235|XP_019535776.2|AEAL, LOC109414302|XP_029714896.1|AEAL, LOC109429344|XP_019560793.2|AEAL, LOC109428387|XP_019559658.2|AEAL, LOC109420951|XP_019550971.2|AEAL
OG0000171	nAChRalpha5|NP_001356885.1|DMEL	LOC115268599|XP_029732575.1|AEAL, LOC109621746|XP_029732587.1|AEAL
OG0000171	nAChRalpha6|NP_995675.1|DMEL	LOC109407097|XP_029709913.1|AEAL
OG0000171	nAChRalpha7|NP_001162795.1|DMEL	LOC109424591|XP_029710783.1|AEAL, LOC115268768|XP_029732798.1|AEAL
OG0000172	promL|NP_647770.1|DMEL	LOC109432183|XP_029726080.1|AEAL, LOC109409765|XP_029726114.1|AEAL
OG0000173	CG42566|NP_001097421.2|DMEL, CG13510|NP_611700.2|DMEL	LOC115258756|XP_029715000.1|AEAL, LOC115263032|XP_029721828.1|AEAL, LOC109417534|XP_019547154.1|AEAL, LOC115263026|XP_029721817.1|AEAL, LOC109410217|XP_029714990.1|AEAL, LOC115253744|XP_029721818.1|AEAL, LOC109417533|XP_029714862.1|AEAL, LOC115263031|XP_029721827.1|AEAL
