Orthogroup	DMEL.longest_only	CPIP.longest_only
OG0000089	alphaTub84B|NP_476772.1|DMEL, alphaTub84D|NP_524264.1|DMEL	LOC120414898|XP_039432159.1|CPIP
OG0000089	alphaTub85E|NP_524297.1|DMEL	LOC120415074|XP_039432408.1|CPIP
OG0000089	alphaTub67C|NP_524009.2|DMEL	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	CG30339|NP_724813.1|DMEL, CG12926|NP_610510.2|DMEL, CG33514|NP_001014558.1|DMEL, CG33966|NP_001033984.1|DMEL	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	Vha100-1|NP_651672.1|DMEL	LOC120425404|XP_039445863.1|CPIP
OG0000091	Vha100-5|NP_609515.1|DMEL, Vha100-2|NP_650722.1|DMEL, Vha100-4|NP_650720.1|DMEL	LOC120424933|XP_039445164.1|CPIP
OG0000093	Su_var_205|NP_476755.1|DMEL	LOC120423404|XP_039443137.1|CPIP
OG0000094	Or67d|NP_648390.2|DMEL, Or83c|NP_524244.2|DMEL	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	Cyp4d1|NP_476907.2|DMEL	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	pip|NP_788536.1|DMEL	LOC120427216|XP_039448015.1|CPIP
OG0000102	PPO1|NP_476812.1|DMEL	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	PPO2|NP_610443.1|DMEL, PPO3|NP_524760.1|DMEL	LOC120432492|XP_039453640.1|CPIP
OG0000103	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL, CG7460|NP_649004.1|DMEL, CG7737|NP_001286308.1|DMEL	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	Fbp2|NP_523522.1|DMEL, CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	Or67a|NP_524005.2|DMEL, Or85d|NP_524281.1|DMEL, Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL	LOC120425216|XP_039445581.1|CPIP
OG0000109	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	CG18301|NP_609419.1|DMEL, Lip4|NP_001260356.1|DMEL	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	CG32379|NP_729252.2|DMEL, CG8562|NP_648118.1|DMEL, CG18417|NP_648119.1|DMEL, CG8560|NP_648120.3|DMEL	LOC120432096|XP_039453165.1|CPIP
OG0000111	Obp56a|NP_611442.1|DMEL, Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL, CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	CG44271|NP_001285689.1|DMEL, CG43058|NP_001246302.1|DMEL, dgrn|NP_649596.1|DMEL, elfless|NP_001163003.1|DMEL	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	CG44008|NP_001260398.1|DMEL	LOC120417802|XP_039435938.1|CPIP
OG0000114	CG14933|NP_652566.1|DMEL, CG42486|NP_001162960.1|DMEL	LOC120420276|XP_039439211.1|CPIP
OG0000117	CG7953|NP_609683.1|DMEL, CG7916|NP_609682.1|DMEL, CG8997|NP_609681.1|DMEL, CG33306|NP_995706.1|DMEL	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL, Cyp28a5|NP_609694.1|DMEL	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	Npc2e|NP_731439.2|DMEL, Npc2c|NP_649976.1|DMEL, Npc2d|NP_649975.1|DMEL	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	Roc1a|NP_001138143.2|DMEL	LOC120417029|XP_039434907.1|CPIP
OG0000120	Roc2|NP_610691.1|DMEL	LOC120419990|XP_039438806.1|CPIP
OG0000121	CG15369|NP_572542.1|DMEL, CG31313|NP_731919.1|DMEL, Cys|NP_476856.1|DMEL, CG8066|NP_650374.1|DMEL	LOC120425384|XP_039445833.1|CPIP
OG0000122	Or22c|NP_523454.2|DMEL, Or10a|NP_511122.1|DMEL, Or45b|NP_523667.1|DMEL, Or24a|NP_523470.3|DMEL	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	CG3565|NP_611942.1|DMEL, d-cup|NP_650235.1|DMEL, CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL, sunz|NP_649673.1|DMEL	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	CG5348|NP_611156.3|DMEL, CG12376|NP_610405.3|DMEL, CG14744|NP_001097232.2|DMEL, CG14743|NP_610408.2|DMEL	LOC120432594|XP_039453766.1|CPIP
OG0000125	Men-b|NP_001163750.1|DMEL	LOC120423344|XP_039443047.1|CPIP
OG0000125	Men|NP_524880.2|DMEL	LOC120424516|XP_039444604.1|CPIP
OG0000125	Menl-1|NP_001027428.1|DMEL, Menl-2|NP_001027424.2|DMEL	LOC120423353|XP_039443062.1|CPIP
OG0000126	Prtl99C|NP_651735.3|DMEL, ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL, CG46191|NP_001303590.1|DMEL, CG46192|NP_001303591.1|DMEL, CG46193|NP_001303592.1|DMEL	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL, CG18745|NP_652648.1|DMEL, CG18747|NP_652650.2|DMEL	LOC120415380|XP_039432838.1|CPIP
OG0000128	Ugt49C1|NP_001036565.1|DMEL, Ugt49B1|NP_611563.1|DMEL, Ugt49B2|NP_001097859.4|DMEL	LOC120422626|XP_039442054.1|CPIP
OG0000129	Fum1|NP_572339.1|DMEL, Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL	LOC120414363|XP_039431459.1|CPIP
OG0000131	snk|NP_001097766.1|DMEL	LOC120421833|XP_039441048.1|CPIP
OG0000132	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL, CG7142|NP_650703.1|DMEL	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	eff|NP_731941.1|DMEL	LOC120419432|XP_039438078.1|CPIP
OG0000137	Rm62|NP_524243.2|DMEL	LOC120418758|XP_039437164.1|CPIP
OG0000137	CG10077|NP_648062.2|DMEL	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	CG14443|NP_572330.2|DMEL	LOC120423772|XP_039443625.1|CPIP
OG0000139	CG14983|NP_647843.1|DMEL, CG17329|NP_609784.2|DMEL, CG13481|NP_001097605.1|DMEL, CG31807|NP_723984.1|DMEL, CG33552|NP_001014488.1|DMEL	LOC120416811|XP_039434620.1|CPIP
OG0000140	grass|NP_651543.1|DMEL	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	GstO1|NP_648237.1|DMEL, GstO2|NP_729388.1|DMEL, se|NP_648235.1|DMEL, GstO3|NP_648234.1|DMEL	LOC120421894|XP_039441123.1|CPIP
OG0000142	nAChRalpha1|NP_001262916.1|DMEL	LOC120425952|XP_039446526.1|CPIP
OG0000142	nAChRalpha4|NP_001097669.2|DMEL	LOC120415036|XP_039432338.1|CPIP
OG0000142	nAChRalpha3|NP_525079.3|DMEL	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	GNBP1|NP_524142.2|DMEL	LOC120418513|XP_039436884.1|CPIP
OG0000143	GNBP2|NP_524141.1|DMEL	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	dpr9|NP_996215.1|DMEL	LOC120426607|XP_039447334.1|CPIP
OG0000144	dpr8|NP_727781.1|DMEL	LOC120421600|XP_039440761.1|CPIP
OG0000144	dpr21|NP_001163838.2|DMEL	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	Idgf4|NP_511101.2|DMEL, Idgf3|NP_477256.1|DMEL, Idgf1|NP_477258.1|DMEL, Idgf2|NP_477257.2|DMEL	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	CG6180|NP_609588.1|DMEL	LOC120428306|XP_039449243.1|CPIP
OG0000147	CG17919|NP_649644.1|DMEL, CG10298|NP_649643.1|DMEL	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	CG31954|NP_722915.1|DMEL	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	Try29F|NP_523518.2|DMEL	LOC120415212|XP_039432602.1|CPIP
OG0000149	Obp28a|NP_523505.1|DMEL, Obp19d|NP_523421.2|DMEL	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL	LOC120418953|XP_039437425.1|CPIP
OG0000153	Sp212|NP_996209.2|DMEL, CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL, Or71a|NP_524078.2|DMEL	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	CG13869|NP_611458.2|DMEL, CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	slif|NP_649428.1|DMEL	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	CG5535|NP_649019.2|DMEL, CG7255|NP_001036607.1|DMEL	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL, hoe1|NP_608876.1|DMEL	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	Lsp1gamma|NP_523868.1|DMEL, Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	DIP1|NP_728449.1|DMEL, blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL	LOC120432214|XP_039453308.1|CPIP
OG0000166	Cht8|NP_611542.2|DMEL	LOC120421911|XP_039441147.1|CPIP
OG0000166	Cht9|NP_611543.3|DMEL, Cht4|NP_524962.2|DMEL	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	CG6000|NP_651210.3|DMEL	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	CG4456|NP_001189076.1|DMEL, CG12279|NP_650227.1|DMEL	LOC120422340|XP_039441668.1|CPIP
OG0000170	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	nAChRalpha5|NP_001356885.1|DMEL	LOC120420966|XP_039440032.1|CPIP
OG0000171	nAChRalpha7|NP_001162795.1|DMEL	LOC120431005|XP_039452098.1|CPIP
OG0000172	promL|NP_647770.1|DMEL	LOC120428396|XP_039449341.1|CPIP
OG0000173	CG42566|NP_001097421.2|DMEL, CG13510|NP_611700.2|DMEL	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	Or43a|NP_523647.2|DMEL, Or30a|NP_523520.2|DMEL, Or49b|NP_523721.1|DMEL	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	CG6723|NP_650069.2|DMEL	LOC120424126|XP_039444103.1|CPIP
OG0000175	CG42235|NP_651446.2|DMEL	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	Cyp1|NP_523366.2|DMEL	LOC120425631|XP_039446148.1|CPIP
OG0000177	Moca-cyp|NP_733246.1|DMEL	LOC120428667|XP_039449649.1|CPIP
OG0000178	CG42259|NP_001036256.2|DMEL	LOC120420001|XP_039438828.1|CPIP
OG0000179	CG1698|NP_610517.1|DMEL, CG8850|NP_725122.2|DMEL	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	CG15279|NP_609726.1|DMEL	LOC120422941|XP_039442456.1|CPIP
OG0000181	CG3348|NP_652261.1|DMEL, CG14246|NP_652260.1|DMEL	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	CG31548|NP_730974.1|DMEL	LOC120416502|XP_039434153.1|CPIP
OG0000182	CG12171|NP_649563.1|DMEL, CG31549|NP_730972.2|DMEL	LOC120422607|XP_039442031.1|CPIP
OG0000183	eIF4E7|NP_726718.1|DMEL, eIF4E6|NP_651654.1|DMEL, eIF4E4|NP_648052.1|DMEL, eIF4E1|NP_524829.1|DMEL	LOC120413491|XP_039430281.1|CPIP
OG0000184	CG18585|NP_609132.1|DMEL, CG7025|NP_609133.2|DMEL	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	CG31960|NP_722942.1|DMEL, azot|NP_610336.1|DMEL, Acam|NP_476988.1|DMEL, CG30378|NP_724628.1|DMEL	LOC120414876|XP_039432133.1|CPIP
OG0000186	feo|NP_572658.2|DMEL, sofe|NP_572659.2|DMEL	LOC120425279|XP_039445664.1|CPIP
OG0000188	CG14693|NP_001262467.1|DMEL, CG8958|NP_573105.1|DMEL, CG12698|NP_573100.1|DMEL	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	Rbp9|NP_001259974.1|DMEL	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	elav|NP_525033.1|DMEL	LOC120414346|XP_039431435.1|CPIP
OG0000190	Pkc53E|NP_725626.1|DMEL	LOC120431901|XP_039452967.1|CPIP
OG0000190	Pkcdelta|NP_572797.3|DMEL	LOC120422439|XP_039441807.1|CPIP
OG0000191	Spn42Da|NP_524955.2|DMEL, Spn42Db|NP_610244.2|DMEL	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	CG14720|NP_650108.2|DMEL, CG34429|NP_001097598.1|DMEL, CG34428|NP_001097597.2|DMEL	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	Pgant4|NP_001137779.1|DMEL, CG31776|NP_722909.2|DMEL, Pgant6|NP_647749.2|DMEL	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	SkpE|NP_608359.1|DMEL, SkpC|NP_608358.1|DMEL, SkpD|NP_608357.2|DMEL, SkpF|NP_611796.1|DMEL	LOC120422322|XP_039441648.1|CPIP
OG0000195	SkpA|NP_477390.1|DMEL, SkpB|NP_610729.1|DMEL	LOC120424550|XP_039444650.1|CPIP
OG0000196	beat-IIIa|NP_001188828.1|DMEL, beat-IIIb|NP_788071.3|DMEL	LOC120412488|XP_039428916.1|CPIP
OG0000196	beat-IIIc|NP_724042.1|DMEL	LOC120412489|XP_039428918.1|CPIP
OG0000197	CG9503|NP_572987.1|DMEL	LOC120425939|XP_039446504.1|CPIP
OG0000197	CG45065|NP_001285251.1|DMEL	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	CG9518|NP_572979.1|DMEL	LOC120425664|XP_039446183.1|CPIP
OG0000200	CG31445|NP_651689.1|DMEL, CG11951|NP_001350853.2|DMEL, SP1029|NP_652618.1|DMEL	LOC120432531|XP_039453692.1|CPIP
OG0000201	CG13833|NP_651111.1|DMEL, CG17121|NP_651114.1|DMEL	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	Mdh2|NP_650696.1|DMEL	LOC120414329|XP_039431403.1|CPIP
OG0000203	CG30103|NP_725682.2|DMEL, veil|NP_611217.1|DMEL, NT5E-2|NP_611218.1|DMEL	LOC120427917|XP_039448789.1|CPIP
OG0000205	Rh6|NP_524368.5|DMEL, Rh2|NP_524398.1|DMEL	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	gsb|NP_523863.1|DMEL	LOC120417260|XP_039435150.1|CPIP
OG0000206	gsb-n|NP_523862.1|DMEL	LOC120417248|XP_039435140.1|CPIP
OG0000207	CG10638|NP_729808.1|DMEL	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	CG31664|NP_001356905.1|DMEL, l_1_G0193|NP_572427.1|DMEL	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	Desat1|NP_652731.1|DMEL	LOC120423846|XP_039443727.1|CPIP
OG0000212	Tep3|NP_523507.2|DMEL, Tep2|NP_523506.1|DMEL, Tep1|NP_523578.1|DMEL	LOC120430516|XP_039451550.1|CPIP
OG0000213	Ir76a|NP_001097647.3|DMEL, Ir41a|NP_995744.4|DMEL	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	Hex-A|NP_524848.1|DMEL, Hex-C|NP_524674.1|DMEL, Hex-t2|NP_733151.2|DMEL	LOC120423256|XP_039442910.1|CPIP
OG0000215	CG7458|NP_649374.1|DMEL, SLC22A|NP_649370.1|DMEL	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	CG16719|NP_648344.1|DMEL, CG12395|NP_573101.1|DMEL	LOC120420802|XP_039439858.1|CPIP
OG0000217	Pdha|NP_726945.1|DMEL	LOC120428308|XP_039449241.1|CPIP
OG0000217	CG7024|NP_572182.1|DMEL	LOC120424465|XP_039444531.1|CPIP
OG0000220	Doc3|NP_648280.1|DMEL, Doc1|NP_648283.1|DMEL, Doc2|NP_648282.1|DMEL	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	Lfg|NP_725236.1|DMEL, CG9722|NP_650341.1|DMEL, Nmda1|NP_523722.1|DMEL	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
OG0000222	NimB2|NP_723857.1|DMEL	LOC120415515|XP_039433006.1|CPIP
OG0000224	GstE12|NP_611964.1|DMEL	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP
OG0000225	CG42812|NP_001097901.2|DMEL, CG42811|NP_001189279.1|DMEL, CG13613|NP_001097900.2|DMEL	LOC120425954|XP_039446528.1|CPIP
OG0000226	Ilp1|NP_648359.1|DMEL, Ilp3|NP_648360.2|DMEL, Ilp5|NP_996037.2|DMEL	LOC120421843|XP_039441063.1|CPIP
OG0000228	Tim17b|NP_001015401.1|DMEL, Tim17b1|NP_649526.2|DMEL, CG1724|NP_608439.2|DMEL, Tim17b2|NP_524746.2|DMEL	LOC120428998|XP_039450071.1|CPIP
OG0000229	CG3339|NP_001036762.2|DMEL, kl-5|NP_001015499.4|DMEL	LOC120414275|XP_039431334.1|CPIP
OG0000229	Dhc93AB|NP_001262793.1|DMEL	LOC120425261|XP_039445636.1|CPIP
OG0000230	Jhe|NP_523758.3|DMEL, Jhedup|NP_611085.2|DMEL	LOC120430980|XP_039452052.1|CPIP, LOC120424083|XP_039444031.1|CPIP, LOC120424078|XP_039444027.1|CPIP, LOC120421623|XP_039440785.1|CPIP, LOC120428686|XP_039449690.1|CPIP, LOC120428123|XP_039449043.1|CPIP, LOC120430983|XP_039452079.1|CPIP
OG0000232	Zip89B|NP_536747.2|DMEL, Zip42C.2|NP_610231.2|DMEL, Zip42C.1|NP_525107.1|DMEL	LOC120419875|XP_039438670.1|CPIP
OG0000233	neo|NP_651733.1|DMEL, mey|NP_651870.3|DMEL, nyo|NP_651871.2|DMEL	LOC120431567|XP_039452612.1|CPIP
OG0000234	CG34184|NP_001097310.1|DMEL, CG34442|NP_001097311.1|DMEL, CG34443|NP_001097312.1|DMEL	LOC120428222|XP_039449134.1|CPIP
OG0000235	Smvt|NP_651891.2|DMEL, CG2187|NP_651890.1|DMEL, salt|NP_651889.3|DMEL	LOC120415083|XP_039432425.1|CPIP
