Orthogroup	DMEL.longest_only	CCAP.longest_only
OG0000062	CG12111|NP_572491.1|DMEL, Lectin-galC1|NP_477200.1|DMEL, lectin-37Da|NP_001188846.1|DMEL, Sfp24F|NP_001162870.1|DMEL, CG43055|NP_001245867.1|DMEL	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	CG42826|NP_001189079.1|DMEL, CG32053|NP_729587.1|DMEL, CG32054|NP_729588.1|DMEL, CG42825|NP_729590.1|DMEL	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	CG10096|NP_001027183.1|DMEL, Sgp|NP_609241.1|DMEL, CG10097|NP_731699.2|DMEL, CG14893|NP_650568.2|DMEL, CG17562|NP_650566.1|DMEL, CG17560|NP_650567.1|DMEL	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	Alp5|NP_650931.1|DMEL	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	Alp9|NP_647977.1|DMEL	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	Alp6|NP_610496.1|DMEL	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	Alp10|NP_647976.1|DMEL	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	CG30428|NP_726513.1|DMEL	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	CG10725|NP_648647.1|DMEL, CG10154|NP_001189089.1|DMEL, CG10140|NP_648648.2|DMEL	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	jtb|NP_611126.1|DMEL	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	CG15712|NP_611131.2|DMEL	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	CG4409|NP_001097337.1|DMEL	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	lolal|NP_524778.1|DMEL	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	pre-mod_mdg4_-E|NP_001287451.1|DMEL	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000073	pre-mod_mdg4_-L|NP_001287445.1|DMEL, pre-mod_mdg4_-N|NP_001303532.1|DMEL, mod_mdg4_|NP_732636.1|DMEL	CCAP1982_LOCUS2819|CAD6994042.1|CCAP
OG0000074	CG10472|NP_648017.1|DMEL	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	Hsp27|NP_524000.1|DMEL	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	Hsp23|NP_523999.1|DMEL	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	Hsp26|NP_523997.1|DMEL	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	CG42540|NP_001246627.1|DMEL	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	betaTub56D|NP_725896.1|DMEL	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	betaTub85D|NP_524290.2|DMEL	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	betaTub60D|NP_523842.2|DMEL	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	betaTub97EF|NP_651606.2|DMEL	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	Acp24A4|NP_001036330.1|DMEL, CG16713|NP_608799.1|DMEL	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	tfc|NP_612091.1|DMEL	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	Cyp6d2|NP_611698.1|DMEL, Cyp6d4|NP_651082.1|DMEL	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	Cyp6d5|NP_650327.1|DMEL	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LManI|NP_609407.1|DMEL, LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL, LManIII|NP_609250.2|DMEL, LManIV|NP_609251.2|DMEL	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LManII|NP_609408.1|DMEL	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	CG15073|NP_611362.2|DMEL	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	CG8388|NP_611075.1|DMEL	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	Cpr30F|NP_723504.1|DMEL	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	Cpr35B|NP_609713.1|DMEL	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	Vha16-1|NP_476801.1|DMEL	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	alphaTub84B|NP_476772.1|DMEL	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	alphaTub67C|NP_524009.2|DMEL	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	CG30339|NP_724813.1|DMEL	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	CG12926|NP_610510.2|DMEL	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	CG33514|NP_001014558.1|DMEL	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	Vha100-1|NP_651672.1|DMEL	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	Vha100-2|NP_650722.1|DMEL	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	Vha100-4|NP_650720.1|DMEL	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	CG10513|NP_651370.2|DMEL	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	CG11892|NP_651372.1|DMEL	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	CG31380|NP_733121.1|DMEL, CG10514|NP_651371.1|DMEL	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	Su_var_205|NP_476755.1|DMEL	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	Or83c|NP_524244.2|DMEL	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	CG17568|NP_609951.2|DMEL, wek|NP_524930.1|DMEL, CG6254|NP_649983.2|DMEL	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	CG10366|NP_609995.1|DMEL	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	pip|NP_788536.1|DMEL	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000102	PPO2|NP_610443.1|DMEL	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL, CG7460|NP_649004.1|DMEL	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	CG7737|NP_001286308.1|DMEL	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	Pdh|NP_524105.2|DMEL	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	Fbp2|NP_523522.1|DMEL	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	Or85d|NP_524281.1|DMEL	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	Gr59c|NP_726292.1|DMEL, Gr36b|NP_724039.1|DMEL, Gr36c|NP_724040.1|DMEL, Gr36a|NP_724038.2|DMEL, Gr59d|NP_611758.2|DMEL	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	CG18301|NP_609419.1|DMEL, Lip4|NP_001260356.1|DMEL	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	CG8562|NP_648118.1|DMEL, CG18417|NP_648119.1|DMEL	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	CG8560|NP_648120.3|DMEL	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	Obp56a|NP_611442.1|DMEL, Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	CG44271|NP_001285689.1|DMEL, CG43058|NP_001246302.1|DMEL, dgrn|NP_649596.1|DMEL, elfless|NP_001163003.1|DMEL	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	CG44008|NP_001260398.1|DMEL	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	CG14933|NP_652566.1|DMEL	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	CG31102|NP_001262951.1|DMEL	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	CG10550|NP_651380.2|DMEL	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	CG31097|NP_733093.2|DMEL, CG31288|NP_733094.1|DMEL	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	CG7953|NP_609683.1|DMEL	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	CG7916|NP_609682.1|DMEL	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	CG8997|NP_609681.1|DMEL	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	CG33306|NP_995706.1|DMEL	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	Npc2e|NP_731439.2|DMEL, Npc2c|NP_649976.1|DMEL	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	Npc2d|NP_649975.1|DMEL	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	Roc2|NP_610691.1|DMEL	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	CG15369|NP_572542.1|DMEL	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	Or22c|NP_523454.2|DMEL	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	Or10a|NP_511122.1|DMEL	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	Or45b|NP_523667.1|DMEL, Or24a|NP_523470.3|DMEL	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	CG3565|NP_611942.1|DMEL, d-cup|NP_650235.1|DMEL, CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL, sunz|NP_649673.1|DMEL	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	Men-b|NP_001163750.1|DMEL	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	Men|NP_524880.2|DMEL	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	Prtl99C|NP_651735.3|DMEL, ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL, CG46191|NP_001303590.1|DMEL, CG46192|NP_001303591.1|DMEL, CG46193|NP_001303592.1|DMEL	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL, CG18745|NP_652648.1|DMEL	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	CG18747|NP_652650.2|DMEL	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	Ugt49C1|NP_001036565.1|DMEL	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	Ugt49B2|NP_001097859.4|DMEL	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	CG7386|NP_648036.1|DMEL, CG10274|NP_001097525.1|DMEL, D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	snk|NP_001097766.1|DMEL	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	CG7142|NP_650703.1|DMEL	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	eff|NP_731941.1|DMEL	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	Ubc2|NP_477137.1|DMEL	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	Rm62|NP_524243.2|DMEL	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	CG10077|NP_648062.2|DMEL	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	ouib|NP_649822.2|DMEL, nom|NP_649821.2|DMEL, CG8159|NP_649823.2|DMEL, M1BP|NP_649825.1|DMEL, ranshi|NP_649824.1|DMEL	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	GstO2|NP_729388.1|DMEL	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	nAChRalpha1|NP_001262916.1|DMEL	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	GNBP2|NP_524141.1|DMEL	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	dpr9|NP_996215.1|DMEL	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	dpr21|NP_001163838.2|DMEL	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	Idgf3|NP_477256.1|DMEL	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	Idgf1|NP_477258.1|DMEL	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	Idgf2|NP_477257.2|DMEL	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	CG6180|NP_609588.1|DMEL	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	CG17919|NP_649644.1|DMEL	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	CG10298|NP_649643.1|DMEL	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	CG31954|NP_722915.1|DMEL	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	Gr22a|NP_722733.1|DMEL, Gr22f|NP_722729.2|DMEL, Gr22c|NP_722732.2|DMEL, Gr22b|NP_001014456.1|DMEL, Gr22e|NP_722731.1|DMEL	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	CG6996|NP_649189.2|DMEL	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	CG17147|NP_001262099.1|DMEL	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	CG17145|NP_649192.2|DMEL	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	CG5883|NP_648526.2|DMEL	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	Sp212|NP_996209.2|DMEL	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	Or71a|NP_524078.2|DMEL	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	slif|NP_649428.1|DMEL	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	CG5535|NP_649019.2|DMEL	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	CG7255|NP_001036607.1|DMEL	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	CG3386|NP_612049.1|DMEL	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	CG4004|NP_727638.2|DMEL	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	hoe1|NP_608876.1|DMEL	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	Lsp1gamma|NP_523868.1|DMEL	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	Cp1|NP_523735.2|DMEL	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	Cht8|NP_611542.2|DMEL	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	CG13308|NP_648261.2|DMEL, CG13312|NP_648260.1|DMEL	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	CG32024|NP_729417.2|DMEL	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	CG6000|NP_651210.3|DMEL	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	CG4456|NP_001189076.1|DMEL, CG12279|NP_650227.1|DMEL	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	CG17681|NP_724098.2|DMEL	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	nAChRalpha5|NP_001356885.1|DMEL	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	nAChRalpha6|NP_995675.1|DMEL	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	promL|NP_647770.1|DMEL	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	CG42566|NP_001097421.2|DMEL	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	CG13510|NP_611700.2|DMEL	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	Or43a|NP_523647.2|DMEL	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	Or30a|NP_523520.2|DMEL, Or49b|NP_523721.1|DMEL	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	CG6723|NP_650069.2|DMEL	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	CG42235|NP_651446.2|DMEL	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	CG13716|NP_647920.1|DMEL, CG34266|NP_001097507.1|DMEL, CG13711|NP_647928.1|DMEL, CG13713|NP_652709.1|DMEL	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	Moca-cyp|NP_733246.1|DMEL	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	CG1698|NP_610517.1|DMEL	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	CG8850|NP_725122.2|DMEL	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000180	GstE4|NP_611326.1|DMEL	CCAP1982_LOCUS23260|CAD7015315.1|CCAP
OG0000181	CG14645|NP_652325.2|DMEL	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	CG3348|NP_652261.1|DMEL	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000181	CG14246|NP_652260.1|DMEL	CCAP1982_LOCUS2967|CAD6994205.1|CCAP
OG0000182	CG31548|NP_730974.1|DMEL	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	CG12171|NP_649563.1|DMEL, CG31549|NP_730972.2|DMEL	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	eIF4E7|NP_726718.1|DMEL, eIF4E6|NP_651654.1|DMEL, eIF4E4|NP_648052.1|DMEL, eIF4E1|NP_524829.1|DMEL	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
OG0000184	CG18585|NP_609132.1|DMEL, CG7025|NP_609133.2|DMEL	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP
OG0000185	CG31960|NP_722942.1|DMEL, azot|NP_610336.1|DMEL, Acam|NP_476988.1|DMEL, CG30378|NP_724628.1|DMEL	CCAP1982_LOCUS20041|CAD7011929.1|CCAP
OG0000189	Rbp9|NP_001259974.1|DMEL	CCAP1982_LOCUS5974|CAD6997342.1|CCAP
OG0000190	Pkc53E|NP_725626.1|DMEL	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP
OG0000190	inaC|NP_476863.1|DMEL	CCAP1982_LOCUS19909|CAD7011799.1|CCAP
OG0000191	Spn42Da|NP_524955.2|DMEL, Spn42Db|NP_610244.2|DMEL	CCAP1982_LOCUS22306|CAD7014304.1|CCAP
OG0000191	Spn55B|NP_524953.1|DMEL	CCAP1982_LOCUS20861|CAD7012757.1|CCAP
OG0000192	CG34429|NP_001097598.1|DMEL, CG34428|NP_001097597.2|DMEL	CCAP1982_LOCUS14387|CAD7006052.1|CCAP
OG0000193	Pgant6|NP_647749.2|DMEL	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP
OG0000196	beat-IIIa|NP_001188828.1|DMEL	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP
OG0000196	beat-IIIb|NP_788071.3|DMEL	CCAP1982_LOCUS7526|CAD6998979.1|CCAP
OG0000196	beat-IIIc|NP_724042.1|DMEL	CCAP1982_LOCUS7517|CAD6998970.1|CCAP
OG0000198	CG33137|NP_788343.3|DMEL, CG33467|NP_001286440.1|DMEL, CG33919|NP_001027393.1|DMEL	CCAP1982_LOCUS6820|CAD6998205.1|CCAP
