Orthogroup	DPER.longest_only	CPIP.longest_only
OG0000087	LOC6589273|XP_026844109.1|DPER	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC6593903|XP_002018780.1|DPER, LOC6589141|XP_002014431.1|DPER	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC6601258|XP_002026327.1|DPER	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC113565706|XP_026844403.1|DPER	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC6601937|XP_002026979.1|DPER	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC6592691|XP_002017728.1|DPER, LOC6593093|XP_026842252.1|DPER, LOC113566321|XP_026847263.1|DPER, LOC6601034|XP_002026122.2|DPER	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC6587436|XP_026850695.1|DPER	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC6589208|XP_002014698.1|DPER, LOC6588440|XP_002013817.1|DPER, LOC6588470|XP_002013826.1|DPER	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC6588885|XP_026844631.1|DPER	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC6600289|XP_026849039.1|DPER, LOC6587848|XP_002013277.1|DPER	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC6598722|XP_002023869.1|DPER	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC6598378|XP_026846207.1|DPER	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC6602368|XP_026848566.1|DPER, LOC6602367|XP_026848565.1|DPER, LOC113566568|XP_026848547.1|DPER, LOC6602366|XP_026848564.1|DPER, LOC6602370|XP_026848567.1|DPER, LOC6602371|XP_026848545.1|DPER	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC6589981|XP_002016329.1|DPER	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC6593018|XP_002018259.1|DPER	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC6600283|XP_002025396.1|DPER, LOC6596091|XP_026845530.1|DPER, LOC113566017|XP_026845529.1|DPER, LOC6601265|XP_002026394.1|DPER	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC6593376|XP_002019042.1|DPER, LOC6599813|XP_002024913.1|DPER	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC113567433|XP_026851048.1|DPER, LOC6591576|XP_002017405.2|DPER, LOC6591573|XP_026849170.1|DPER	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC6589777|XP_002014720.1|DPER, LOC6589778|XP_026844019.1|DPER, LOC6594954|XP_002020322.2|DPER	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC6596622|XP_002021630.1|DPER	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC6597183|XP_002022328.2|DPER, LOC6597184|XP_002022329.2|DPER, LOC6597186|XP_002022331.1|DPER, LOC6597187|XP_002022332.2|DPER	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC6590619|XP_002016706.1|DPER, LOC6590615|XP_002016702.1|DPER, LOC6590616|XP_002016703.1|DPER	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC6600036|XP_002025083.2|DPER, LOC113566310|XP_026847204.1|DPER	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC6593354|XP_002018820.2|DPER, LOC6588309|XP_002013782.2|DPER, LOC6588086|XP_002013767.2|DPER	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC6604575|XP_002029459.1|DPER	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC6595495|XP_002020600.1|DPER	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC6597997|XP_002023222.1|DPER, LOC6598029|XP_002023221.1|DPER, LOC6598028|XP_002023220.1|DPER, LOC6598027|XP_002023219.1|DPER	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC6589861|XP_002015166.1|DPER, LOC6599402|XP_026847098.1|DPER	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC6598639|XP_002023820.1|DPER, LOC6598637|XP_002023818.1|DPER, LOC6598638|XP_002023819.1|DPER	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC6600097|XP_002025205.2|DPER	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC6590173|XP_002016107.1|DPER	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC6599963|XP_002025040.1|DPER, LOC6587257|XP_002013500.1|DPER, LOC6587434|XP_002013499.1|DPER	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC6595720|XP_002020578.1|DPER, LOC6599189|XP_002024346.1|DPER, LOC6592948|XP_002017692.1|DPER, LOC6589395|XP_002014644.1|DPER	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC6600859|XP_002025996.1|DPER, LOC6591749|XP_002016987.1|DPER, LOC6591748|XP_002016986.1|DPER	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC6592458|XP_002017793.1|DPER, LOC6592447|XP_002017792.2|DPER, LOC6592445|XP_026841433.1|DPER, LOC6592444|XP_026841435.1|DPER	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC6587197|XP_026840187.1|DPER	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC6587322|XP_026840529.1|DPER	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC6589945|XP_002015973.1|DPER, LOC6589946|XP_002015974.1|DPER	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC6595651|XP_002020775.1|DPER, LOC6593662|XP_026843526.1|DPER	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC6594438|XP_002019550.1|DPER, LOC6594439|XP_002019551.2|DPER, LOC6594437|XP_002019549.1|DPER, LOC6594436|XP_002019548.2|DPER	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC6591138|XP_026841346.1|DPER, LOC6591137|XP_002015931.1|DPER	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC6600225|XP_026846733.1|DPER, LOC6595739|XP_002021356.1|DPER, LOC113565640|XP_026844003.1|DPER, LOC6604479|XP_026846732.1|DPER	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC6587235|XP_002013890.1|DPER	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC6589424|XP_002014544.2|DPER, LOC6591607|XP_002017102.1|DPER	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC6588294|XP_002012910.1|DPER	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC6601084|XP_026847344.1|DPER, LOC6587713|XP_026840068.1|DPER	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC6604534|XP_026847613.1|DPER	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000139	LOC6595551|XP_002020638.1|DPER, LOC6595550|XP_002020637.1|DPER	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC6587347|XP_002013026.1|DPER, LOC6600838|XP_026842581.1|DPER	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC6601432|XP_026847826.1|DPER, LOC6601434|XP_002026469.1|DPER, LOC6601435|XP_002026471.1|DPER, LOC6601436|XP_002026472.1|DPER	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC6592001|XP_002016826.1|DPER	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC6591470|XP_026840208.1|DPER	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC6598595|XP_026846352.1|DPER	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC6599054|XP_002024170.1|DPER	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC6599053|XP_002024169.2|DPER	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC6591617|XP_002017119.2|DPER	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC6598384|XP_026850061.1|DPER	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC6589307|XP_026844454.1|DPER	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC6597884|XP_026846962.1|DPER, LOC6589346|XP_002015321.1|DPER, LOC6589344|XP_002015319.1|DPER, LOC6589345|XP_002015320.1|DPER	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC6603062|XP_002028055.1|DPER	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC6588072|XP_002013315.1|DPER	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC6588718|XP_002014991.1|DPER	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC6593518|XP_002019209.2|DPER	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC6593815|XP_002019062.1|DPER, LOC6599925|XP_002025053.1|DPER	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC6587401|XP_002013652.1|DPER, LOC6587313|XP_002013654.2|DPER	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC6588597|XP_002013631.1|DPER, LOC6588624|XP_002013628.1|DPER, LOC6588591|XP_002013629.2|DPER	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC6598833|XP_026849429.1|DPER, LOC6598832|XP_026849435.1|DPER, LOC113566039|XP_026845649.1|DPER	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC6597170|XP_002022348.1|DPER, LOC6597196|XP_002022341.1|DPER, LOC6597197|XP_002022342.1|DPER	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000156	LOC113566465|XP_026847953.1|DPER	LOC120418449|XP_039436805.1|CPIP
OG0000157	LOC6592443|XP_002017788.1|DPER, LOC6592446|XP_002017791.1|DPER, LOC113565052|XP_026841013.1|DPER	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC6600977|XP_026841188.1|DPER, LOC113565999|XP_026845403.1|DPER, LOC6596108|XP_002021261.2|DPER	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC6596168|XP_002021145.2|DPER	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC6598893|XP_026847869.1|DPER, LOC6597048|XP_026845483.1|DPER	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC6587958|XP_002012778.1|DPER, LOC6587907|XP_002012779.1|DPER	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC6603387|XP_002028373.1|DPER, LOC6589167|XP_002015024.2|DPER	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC6593292|XP_002019185.1|DPER, LOC6587704|XP_026840272.1|DPER	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC6598661|XP_002023779.2|DPER, LOC6600107|XP_026846681.1|DPER	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC6600875|XP_002025910.1|DPER	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC6600870|XP_002025905.1|DPER, LOC6600871|XP_026841757.1|DPER	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC6588463|XP_002013457.1|DPER	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC6599645|XP_002024755.2|DPER, LOC6588226|XP_002013958.1|DPER	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC6589767|XP_026844617.1|DPER, LOC6589766|XP_002014925.1|DPER	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC6598082|XP_026843556.1|DPER	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC6603374|XP_026845885.1|DPER	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC113566576|XP_026848585.1|DPER, LOC6591490|XP_026849952.1|DPER, LOC6587788|XP_026839976.1|DPER, LOC6588077|XP_026842102.1|DPER, LOC6600615|XP_026847635.1|DPER, LOC6590989|XP_026841961.1|DPER, LOC6590990|XP_026840586.1|DPER, LOC6600602|XP_026847640.1|DPER, LOC6600817|XP_026841451.1|DPER, LOC6590004|XP_002016054.1|DPER, LOC113565146|XP_026842020.1|DPER, LOC6600600|XP_002025590.2|DPER	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC6590945|XP_002016015.1|DPER, LOC6590933|XP_002016012.1|DPER	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC6590910|XP_026842071.1|DPER, LOC6593850|XP_002019218.1|DPER, LOC6592364|XP_002017969.1|DPER	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC6594575|XP_002019826.1|DPER	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC6592066|XP_026848234.1|DPER	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC113566297|XP_026847132.1|DPER	LOC120425631|XP_039446148.1|CPIP
OG0000178	LOC113566101|XP_026845952.1|DPER	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC6593033|XP_002017710.1|DPER, LOC6591109|XP_026841469.1|DPER	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC6593359|XP_026843516.1|DPER	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC6587450|XP_002013053.1|DPER, LOC6598755|XP_026845471.1|DPER	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC6588239|XP_002014129.1|DPER	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC6587677|XP_002014128.1|DPER, LOC6588170|XP_002014127.1|DPER	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC6601664|XP_002026729.1|DPER, LOC6601932|XP_026848776.1|DPER	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC6588908|XP_026844068.1|DPER, LOC6588910|XP_002014616.1|DPER	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC6590477|XP_002016663.1|DPER, LOC6591758|XP_002017419.1|DPER, LOC6591757|XP_002017418.1|DPER	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC6596899|XP_026849895.1|DPER, LOC113566201|XP_026846570.1|DPER, LOC6597208|XP_002022616.1|DPER, LOC6591781|XP_002017142.1|DPER, LOC6591782|XP_002017143.1|DPER, LOC113567328|XP_026850536.1|DPER	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC6591847|XP_026844373.1|DPER, LOC6599347|XP_026847209.1|DPER, LOC6599448|XP_026847207.1|DPER	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC6596288|XP_026843746.1|DPER	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC6598151|XP_026846353.1|DPER	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC6590354|XP_026841949.1|DPER	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC6597034|XP_026845712.1|DPER	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC6590792|XP_002015536.2|DPER	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC113567323|XP_026850501.1|DPER, LOC113565988|XP_026845379.1|DPER, LOC6595906|XP_026845380.1|DPER	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC6589745|XP_002014996.2|DPER, LOC6599609|XP_002024765.1|DPER	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC6603752|XP_002028717.1|DPER, LOC6604179|XP_026846674.1|DPER, LOC6600099|XP_002025203.1|DPER, LOC6592776|XP_026841766.1|DPER	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC6603541|XP_002028512.2|DPER, LOC6595424|XP_026844783.1|DPER	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC6603537|XP_026843437.1|DPER	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC6602888|XP_026845135.1|DPER	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC6602885|XP_026849666.1|DPER	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC6602886|XP_026849657.1|DPER	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC6595233|XP_002020255.1|DPER, LOC6597989|XP_026843297.1|DPER, LOC6595234|XP_002020256.2|DPER	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC6598809|XP_026844368.1|DPER, LOC6598806|XP_002023978.1|DPER	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC6594185|XP_002019816.1|DPER	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC6591309|XP_002016132.2|DPER, LOC113565072|XP_026841210.1|DPER, LOC6591307|XP_026842078.1|DPER	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC6587789|XP_002012764.1|DPER, LOC6588211|XP_002013381.1|DPER	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC6592540|XP_002018315.1|DPER	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC6592539|XP_002018314.1|DPER	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC6596224|XP_026845243.1|DPER	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC6590462|XP_002015853.1|DPER, LOC6600424|XP_026848404.1|DPER	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC6598706|XP_002023885.1|DPER	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC6589194|XP_002014618.1|DPER, LOC6589193|XP_026844063.1|DPER	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC6602286|XP_026848556.1|DPER, LOC6590765|XP_002015397.2|DPER	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC6599389|XP_026847075.1|DPER, LOC6591196|XP_002015445.1|DPER, LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER	LOC120423256|XP_039442910.1|CPIP
OG0000215	LOC6602193|XP_026848038.1|DPER, LOC6602192|XP_026848037.1|DPER, LOC6595839|XP_026845456.1|DPER	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	LOC6598189|XP_002023363.1|DPER, LOC6599178|XP_002024369.1|DPER, LOC6599143|XP_002024377.1|DPER, LOC6599156|XP_002024383.1|DPER, LOC6599145|XP_002024379.2|DPER, LOC6601936|XP_002026978.1|DPER, LOC6603240|XP_002028216.1|DPER	LOC120420802|XP_039439858.1|CPIP
OG0000217	LOC6597347|XP_002022549.1|DPER	LOC120428308|XP_039449241.1|CPIP
OG0000217	LOC6588853|XP_002014908.2|DPER, LOC6597348|XP_002022550.1|DPER	LOC120424465|XP_039444531.1|CPIP
OG0000220	LOC6603022|XP_002028043.1|DPER, LOC6603020|XP_002028041.1|DPER, LOC6603021|XP_002028042.1|DPER	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	LOC6592960|XP_002017962.1|DPER, LOC6588577|XP_002013622.2|DPER, LOC6592959|XP_026841017.1|DPER	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
OG0000222	LOC6598101|XP_002023243.2|DPER	LOC120415515|XP_039433006.1|CPIP
OG0000224	LOC6592353|XP_002018425.1|DPER	LOC120422440|XP_039441819.1|CPIP, LOC120422449|XP_039441830.1|CPIP, LOC120422434|XP_039441790.1|CPIP, LOC120422437|XP_039441805.1|CPIP
OG0000225	LOC113566005|XP_026845454.1|DPER, LOC6592129|XP_026839946.1|DPER, LOC6592112|XP_002016838.2|DPER	LOC120425954|XP_039446528.1|CPIP
OG0000226	LOC6602823|XP_002027825.2|DPER, LOC6602822|XP_002027824.1|DPER, LOC6602817|XP_002027819.2|DPER	LOC120421843|XP_039441063.1|CPIP
OG0000228	LOC6594401|XP_002019347.1|DPER, LOC113564959|XP_026840570.1|DPER, LOC6596405|XP_026843531.1|DPER	LOC120428998|XP_039450071.1|CPIP
OG0000229	LOC6587187|XP_026840041.1|DPER, LOC6587181|XP_002013055.2|DPER	LOC120414275|XP_039431334.1|CPIP
OG0000229	LOC6594363|XP_026850362.1|DPER	LOC120425261|XP_039445636.1|CPIP
