Orthogroup	DPER.longest_only	DEUG.longest_only
OG0000045	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	LOC108107619|XP_017070678.1|DEUG
OG0000046	LOC6598792|XP_002023903.1|DPER	LOC108110175|XP_017074588.1|DEUG
OG0000046	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER	LOC108104996|XP_017066862.1|DEUG, LOC108104997|XP_017066863.1|DEUG
OG0000046	LOC6591074|XP_002015712.2|DPER	LOC108105004|XP_017066870.1|DEUG
OG0000046	LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER	LOC108116573|XP_017084003.1|DEUG, LOC108116534|XP_017083961.1|DEUG, LOC108116575|XP_017084005.1|DEUG, LOC108116563|XP_017083991.1|DEUG, LOC108116555|XP_017083982.1|DEUG, LOC108112347|XP_017077663.1|DEUG
OG0000047	LOC6589933|XP_002015961.2|DPER	LOC108113383|XP_017079444.1|DEUG
OG0000047	LOC6592655|XP_026842447.1|DPER	LOC108106728|XP_017069453.1|DEUG
OG0000047	LOC6592377|XP_002017999.1|DPER	LOC108106783|XP_017069514.1|DEUG
OG0000048	LOC6599875|XP_002024929.1|DPER, LOC6599876|XP_002024930.2|DPER	LOC108114267|XP_017080653.1|DEUG, LOC108114271|XP_017080657.1|DEUG
OG0000048	LOC6599882|XP_002024936.1|DPER	LOC108113900|XP_017080095.1|DEUG
OG0000048	LOC6599879|XP_002024933.1|DPER	LOC108114275|XP_017080660.1|DEUG
OG0000049	LOC6598767|XP_002023801.1|DPER, LOC113564913|XP_026840082.1|DPER	LOC108117079|XP_017084741.1|DEUG
OG0000049	LOC6598735|XP_002023804.1|DPER	LOC108117054|XP_017084715.1|DEUG
OG0000049	LOC6598764|XP_002023798.1|DPER	LOC108117069|XP_017084731.1|DEUG
OG0000049	LOC6598765|XP_002023799.1|DPER	LOC108117036|XP_017084694.1|DEUG
OG0000049	LOC6598736|XP_026840083.1|DPER	LOC108117318|XP_017085175.1|DEUG
OG0000050	LOC6600939|XP_002026041.2|DPER	LOC108106209|XP_017068623.1|DEUG
OG0000050	LOC6603416|XP_002028421.2|DPER	LOC108116755|XP_017084263.1|DEUG
OG0000050	LOC6603438|XP_026848195.1|DPER	LOC108116756|XP_017084264.1|DEUG
OG0000050	LOC6603412|XP_002028417.1|DPER, LOC6603413|XP_026848216.1|DPER	LOC108116757|XP_017084265.1|DEUG
OG0000050	LOC113566500|XP_026848194.1|DPER, LOC6603415|XP_026848193.1|DPER	LOC108116725|XP_017084231.1|DEUG
OG0000050	LOC6603437|XP_002028415.2|DPER	LOC108116727|XP_017084233.1|DEUG
OG0000050	LOC6603414|XP_002028419.2|DPER	LOC108116726|XP_017084232.1|DEUG
OG0000051	LOC6588071|XP_002014115.1|DPER	LOC108109429|XP_017073417.1|DEUG
OG0000051	LOC6598821|XP_026848488.1|DPER, LOC6598820|XP_002023932.1|DPER	LOC108117064|XP_017084724.1|DEUG
OG0000051	LOC6591581|XP_026848899.1|DPER, LOC113566604|XP_026848831.1|DPER	LOC108111705|XP_017076743.1|DEUG, LOC108111631|XP_017076651.1|DEUG, LOC108111676|XP_017076702.1|DEUG, LOC108111706|XP_017076744.1|DEUG, LOC108111732|XP_017076775.1|DEUG
OG0000052	LOC6588118|XP_002013763.1|DPER	LOC108109404|XP_017073394.1|DEUG, LOC108116631|XP_017084099.1|DEUG
OG0000052	LOC6588232|XP_026849799.1|DPER	LOC108109394|XP_017073383.1|DEUG, LOC108110610|XP_017075201.1|DEUG, LOC108110028|XP_017074367.1|DEUG, LOC108110036|XP_017074380.1|DEUG
OG0000052	LOC6590971|XP_002015907.1|DPER	LOC108111978|XP_017077180.1|DEUG
OG0000052	LOC6591184|XP_002015908.1|DPER	LOC108111977|XP_017077179.1|DEUG
OG0000053	LOC6589988|XP_002015740.1|DPER	LOC108104547|XP_017066177.1|DEUG
OG0000053	LOC6589987|XP_002015739.1|DPER	LOC108104546|XP_017066176.1|DEUG
OG0000053	LOC6589986|XP_002015738.1|DPER	LOC108104610|XP_017066273.1|DEUG
OG0000053	LOC6589985|XP_002015737.2|DPER	LOC108104585|XP_017066235.1|DEUG
OG0000053	LOC6590437|XP_002015733.2|DPER	LOC108113522|XP_017079606.1|DEUG
OG0000054	LOC6594489|XP_002019960.1|DPER, LOC6594490|XP_002019961.1|DPER	LOC108116465|XP_017083884.1|DEUG
OG0000054	LOC6594491|XP_026850312.1|DPER	LOC108116310|XP_017083589.1|DEUG, LOC108116309|XP_017083588.1|DEUG
OG0000054	LOC6594493|XP_002019964.1|DPER	LOC108116517|XP_017083943.1|DEUG
OG0000054	LOC6590894|XP_002016261.1|DPER, LOC6594492|XP_002019963.1|DPER	LOC108116481|XP_017083903.1|DEUG
OG0000055	LOC113566737|XP_026849496.1|DPER, LOC113566729|XP_026849439.1|DPER, LOC113567357|XP_026850699.1|DPER	LOC108111360|XP_017076282.1|DEUG, LOC108112571|XP_017078103.1|DEUG, LOC108111359|XP_017076280.1|DEUG
OG0000056	LOC6595083|XP_002020145.1|DPER	LOC108115632|XP_017082673.1|DEUG
OG0000056	LOC6595082|XP_002020144.1|DPER	LOC108115630|XP_017082671.1|DEUG
OG0000056	LOC6595081|XP_002020143.1|DPER	LOC108115634|XP_017082675.1|DEUG, LOC108115633|XP_017082674.1|DEUG
OG0000056	LOC6588033|XP_002012860.1|DPER	LOC108116242|XP_017083521.1|DEUG
OG0000056	LOC6588046|XP_002012859.1|DPER	LOC108116270|XP_017083548.1|DEUG
OG0000058	LOC6593936|XP_002019265.2|DPER, LOC6590269|XP_002015472.1|DPER	LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG
OG0000058	LOC6593807|XP_002019274.1|DPER	LOC108113468|XP_017079539.1|DEUG
OG0000058	LOC6600389|XP_002025477.1|DPER	LOC108103231|XP_017064121.1|DEUG
OG0000059	LOC6588560|XP_026851114.1|DPER	LOC108113647|XP_017079807.1|DEUG
OG0000059	LOC6588594|XP_026851089.1|DPER	LOC108113544|XP_017079627.1|DEUG
OG0000059	LOC6588660|XP_026843599.1|DPER	LOC108113548|XP_017079631.1|DEUG
OG0000059	LOC6588641|XP_002013982.1|DPER	LOC108113646|XP_017079806.1|DEUG
OG0000059	LOC6587581|XP_002013987.1|DPER, LOC6587593|XP_002013986.1|DPER	LOC108113519|XP_017079600.1|DEUG, LOC108117030|XP_017084687.1|DEUG, LOC108117052|XP_017084713.1|DEUG
OG0000059	LOC6587355|XP_002013989.1|DPER	LOC108113524|XP_017079604.1|DEUG
OG0000060	LOC6603233|XP_026845368.1|DPER	LOC108103845|XP_017065030.1|DEUG
OG0000060	LOC6595658|XP_002020780.1|DPER	LOC108103085|XP_017063927.1|DEUG
OG0000060	LOC6591405|XP_002017180.1|DPER	LOC108115377|XP_017082302.1|DEUG
OG0000060	LOC6595218|XP_026848071.1|DPER	LOC108104222|XP_017065654.1|DEUG
OG0000060	LOC6596974|XP_002022138.1|DPER	LOC108103803|XP_017064973.1|DEUG
OG0000061	LOC6596401|XP_002021586.2|DPER	LOC108105141|XP_017067063.1|DEUG
OG0000061	LOC6596505|XP_002021579.1|DPER	LOC108105148|XP_017067072.1|DEUG
OG0000061	LOC6596398|XP_002021583.1|DPER	LOC108105132|XP_017067054.1|DEUG
OG0000061	LOC6596397|XP_002021582.1|DPER	LOC108105140|XP_017067062.1|DEUG
OG0000062	LOC6597499|XP_002022647.1|DPER	LOC108118092|XP_017086134.1|DEUG
OG0000062	LOC6597957|XP_002023160.1|DPER	LOC108106953|XP_017069718.1|DEUG
OG0000063	LOC6591531|XP_002017317.1|DPER	LOC108111516|XP_017076523.1|DEUG, LOC108111518|XP_017076525.1|DEUG
OG0000063	LOC6591530|XP_002017316.1|DPER	LOC108111515|XP_017076522.1|DEUG, LOC108104887|XP_017066708.1|DEUG
OG0000063	LOC6600252|XP_002025417.1|DPER	LOC108114063|XP_017080306.1|DEUG
OG0000063	LOC6600250|XP_002025415.1|DPER	LOC108113978|XP_017080208.1|DEUG
OG0000063	LOC6600251|XP_026849074.1|DPER	LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG
OG0000065	LOC6598720|XP_002023867.2|DPER	LOC108111755|XP_017076801.1|DEUG
OG0000065	LOC6598721|XP_002023868.1|DPER, LOC6592724|XP_026840805.1|DPER	LOC108111216|XP_017076106.1|DEUG, LOC108111756|XP_017076802.1|DEUG
OG0000065	LOC6598627|XP_002023839.1|DPER	LOC108111472|XP_017076433.1|DEUG
OG0000065	LOC6598629|XP_002023841.1|DPER	LOC108111537|XP_017076550.1|DEUG
OG0000065	LOC6598628|XP_002023840.1|DPER	LOC108111531|XP_017076543.1|DEUG
OG0000066	LOC6599270|XP_002024265.1|DPER	LOC108103887|XP_017065107.1|DEUG
OG0000066	LOC6591665|XP_002016994.1|DPER	LOC108116142|XP_017083360.1|DEUG
OG0000066	LOC6588399|XP_002012948.2|DPER	LOC108115952|XP_017083078.1|DEUG
OG0000066	LOC6593739|XP_002018997.1|DPER	LOC108114786|XP_017081387.1|DEUG
OG0000066	LOC6594244|XP_002019977.1|DPER	LOC108116291|XP_017083569.1|DEUG
OG0000066	LOC6599208|XP_002024332.1|DPER	LOC108110127|XP_017074522.1|DEUG
OG0000066	LOC6597988|XP_002023084.2|DPER	LOC108112986|XP_017078881.1|DEUG
OG0000067	LOC6587985|XP_002013720.1|DPER	LOC108110201|XP_017074664.1|DEUG
OG0000067	LOC6600313|XP_026849051.1|DPER	LOC108108193|XP_017071634.1|DEUG
OG0000067	LOC6592947|XP_002017691.1|DPER	LOC108104759|XP_017066483.1|DEUG
OG0000067	LOC6600311|XP_002025365.2|DPER	LOC108107601|XP_017070655.1|DEUG
OG0000067	LOC6599619|XP_026849500.1|DPER	LOC108113955|XP_017080157.1|DEUG
OG0000068	LOC6600249|XP_026849073.1|DPER	LOC108108396|XP_017071938.1|DEUG
OG0000068	LOC6595219|XP_026850489.1|DPER, LOC113564897|XP_026839974.1|DPER, LOC6595222|XP_026849095.1|DPER, LOC6593500|XP_002019163.2|DPER	LOC108117125|XP_017084845.1|DEUG, LOC108108595|XP_017072182.1|DEUG, LOC108109162|XP_017073074.1|DEUG
OG0000068	LOC6597733|XP_026846914.1|DPER	LOC108117707|XP_017085744.1|DEUG
OG0000069	LOC6593153|XP_002018327.2|DPER	LOC108107209|XP_017070114.1|DEUG
OG0000070	LOC6593928|XP_002019257.1|DPER	LOC108113477|XP_017079549.1|DEUG
OG0000070	LOC6600003|XP_026849240.1|DPER	LOC108105517|XP_017067632.1|DEUG
OG0000070	LOC6593930|XP_002019259.1|DPER	LOC108113476|XP_017079548.1|DEUG
OG0000070	LOC6593929|XP_002019258.1|DPER	LOC108117153|XP_017084908.1|DEUG
OG0000071	LOC113566413|XP_026847671.1|DPER	LOC108113923|XP_017080119.1|DEUG
OG0000071	LOC6602203|XP_002027211.2|DPER	LOC108113853|XP_017080051.1|DEUG
OG0000071	LOC6602202|XP_002027210.1|DPER	LOC108113829|XP_017080027.1|DEUG
OG0000071	LOC6602204|XP_002027212.1|DPER	LOC108113830|XP_017080028.1|DEUG
OG0000072	LOC6589935|XP_002015963.1|DPER	LOC108112416|XP_017077748.1|DEUG
OG0000072	LOC6589940|XP_026842218.1|DPER	LOC108112101|XP_017077339.1|DEUG
OG0000073	LOC6590059|XP_002016391.2|DPER	LOC108112923|XP_017078801.1|DEUG
OG0000073	LOC6596773|XP_026845891.1|DPER	LOC108102436|XP_017062902.1|DEUG
OG0000073	LOC6598784|XP_026845038.1|DPER	LOC108115124|XP_017081864.1|DEUG
OG0000074	LOC6601461|XP_002026428.1|DPER	LOC108107571|XP_017070620.1|DEUG
OG0000074	LOC6595912|XP_002021058.1|DPER	LOC108108501|XP_017072057.1|DEUG
OG0000075	LOC6599641|XP_026849541.1|DPER	LOC108117400|XP_017085296.1|DEUG
OG0000075	LOC6599637|XP_002024747.1|DPER, LOC6599639|XP_002024749.1|DPER	LOC108117379|XP_017085261.1|DEUG
OG0000075	LOC6599638|XP_002024748.1|DPER, LOC6599640|XP_002024750.1|DPER	LOC108117401|XP_017085297.1|DEUG
OG0000075	LOC6599642|XP_002024752.1|DPER	LOC108117381|XP_017085265.1|DEUG
OG0000076	LOC6599674|XP_026847351.1|DPER	LOC108107737|XP_017070877.1|DEUG
OG0000076	LOC6592161|XP_002017347.1|DPER, LOC6592159|XP_026850722.1|DPER	LOC108111743|XP_017076786.1|DEUG, LOC108112539|XP_017077961.1|DEUG, LOC108111731|XP_017076774.1|DEUG
OG0000076	LOC6597369|XP_002022410.2|DPER	LOC108103550|XP_017064568.1|DEUG
OG0000076	LOC6597368|XP_002022409.1|DPER	LOC108103567|XP_017064581.1|DEUG
OG0000077	LOC6592709|XP_002018511.1|DPER	LOC108109158|XP_017073068.1|DEUG
OG0000077	LOC6594922|XP_002020130.2|DPER	LOC108109792|XP_017073986.1|DEUG
OG0000077	LOC6601317|XP_026842235.1|DPER	LOC108107356|XP_017070344.1|DEUG
OG0000077	LOC6588313|XP_026850466.1|DPER	LOC108116009|XP_017083176.1|DEUG
OG0000078	LOC6590621|XP_002016708.1|DPER	LOC108108942|XP_017072686.1|DEUG
OG0000078	LOC6595620|XP_026844510.1|DPER, LOC6592106|XP_002017289.1|DPER, LOC6596196|XP_002021125.1|DPER	LOC108108692|XP_017072286.1|DEUG
OG0000078	LOC6594273|XP_026849445.1|DPER	LOC108115080|XP_017081817.1|DEUG
OG0000078	LOC6599452|XP_002024516.1|DPER	LOC108115236|XP_017082120.1|DEUG
OG0000078	LOC6598424|XP_002023602.1|DPER	LOC108105339|XP_017067321.1|DEUG
OG0000079	LOC6589089|XP_002014971.1|DPER	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG
OG0000079	LOC6589086|XP_002014968.1|DPER	LOC108110510|XP_017075079.1|DEUG
OG0000080	LOC6602128|XP_002027100.1|DPER, LOC6602151|XP_026842704.1|DPER, LOC6602152|XP_026842703.1|DPER	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG
OG0000080	LOC6601604|XP_026841767.1|DPER	LOC108112904|XP_017078751.1|DEUG
OG0000081	LOC6601043|XP_026849686.1|DPER	LOC108102865|XP_017063558.1|DEUG
OG0000082	LOC6590930|XP_002016009.1|DPER	LOC108112180|XP_017077478.1|DEUG
OG0000082	LOC6587757|XP_002012761.1|DPER	LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG
OG0000082	LOC6588213|XP_002013604.1|DPER	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG
OG0000083	LOC113565890|XP_026845054.1|DPER, LOC6589605|XP_002014312.2|DPER	LOC108111226|XP_017076117.1|DEUG
OG0000083	LOC6593873|XP_002019170.1|DPER, LOC6593874|XP_026842967.1|DPER	LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG
OG0000083	LOC113565380|XP_026842968.1|DPER	LOC108110531|XP_017075102.1|DEUG
OG0000083	LOC6593875|XP_002019172.1|DPER	LOC108110509|XP_017075078.1|DEUG
OG0000083	LOC6589606|XP_002014313.2|DPER, LOC113565891|XP_026845056.1|DPER	LOC108111080|XP_017075904.1|DEUG
OG0000084	LOC6591191|XP_002015915.1|DPER	LOC108112025|XP_017077258.1|DEUG
OG0000084	LOC6600795|XP_002025966.1|DPER	LOC108112786|XP_017078554.1|DEUG
OG0000085	LOC6602084|XP_026841580.1|DPER	LOC108112566|XP_017078016.1|DEUG
OG0000085	LOC6590808|XP_002016354.1|DPER	LOC108113263|XP_017079301.1|DEUG
OG0000085	LOC6602085|XP_002027163.1|DPER	LOC108112567|XP_017078019.1|DEUG
OG0000086	LOC6589907|XP_002016516.1|DPER	LOC108112934|XP_017078816.1|DEUG
OG0000087	LOC6589273|XP_026844109.1|DPER	LOC108110461|XP_017075018.1|DEUG
OG0000087	LOC6593903|XP_002018780.1|DPER	LOC108105764|XP_017067973.1|DEUG
OG0000087	LOC6589141|XP_002014431.1|DPER	LOC108110497|XP_017075066.1|DEUG
OG0000088	LOC6601258|XP_002026327.1|DPER	LOC108114909|XP_017081575.1|DEUG
OG0000088	LOC6593404|XP_002018858.2|DPER	LOC108105118|XP_017067040.1|DEUG
OG0000088	LOC6591475|XP_002017466.2|DPER	LOC108113980|XP_017080211.1|DEUG
OG0000088	LOC6590413|XP_002016426.1|DPER, LOC6590414|XP_002016427.1|DPER	LOC108112340|XP_017077658.1|DEUG
OG0000088	LOC6591474|XP_002017465.1|DPER	LOC108114015|XP_017080251.1|DEUG
OG0000089	LOC113565706|XP_026844403.1|DPER	LOC108116217|XP_017083494.1|DEUG
OG0000089	LOC6601937|XP_002026979.1|DPER	LOC108114313|XP_017080713.1|DEUG
OG0000090	LOC6592691|XP_002017728.1|DPER	LOC108104816|XP_017066589.1|DEUG
OG0000090	LOC6593093|XP_026842252.1|DPER	LOC108104868|XP_017066681.1|DEUG
OG0000090	LOC113566321|XP_026847263.1|DPER	LOC108107791|XP_017070990.1|DEUG
OG0000090	LOC6601034|XP_002026122.2|DPER	LOC108102781|XP_017063431.1|DEUG
OG0000091	LOC6587436|XP_026850695.1|DPER	LOC108116035|XP_017083214.1|DEUG
OG0000091	LOC6589208|XP_002014698.1|DPER	LOC108104140|XP_017065530.1|DEUG
OG0000091	LOC6588440|XP_002013817.1|DPER	LOC108116874|XP_017084454.1|DEUG
OG0000091	LOC6588470|XP_002013826.1|DPER	LOC108117005|XP_017084662.1|DEUG
OG0000092	LOC6591879|XP_002017077.1|DPER	LOC108113681|XP_017079847.1|DEUG
OG0000092	LOC6591877|XP_002017075.1|DPER	LOC108113814|XP_017080011.1|DEUG
OG0000092	LOC6591761|XP_002017422.1|DPER	LOC108113547|XP_017079630.1|DEUG
OG0000092	LOC6591878|XP_002017076.1|DPER	LOC108113683|XP_017079849.1|DEUG
OG0000093	LOC6588885|XP_026844631.1|DPER	LOC108106152|XP_017068542.1|DEUG
OG0000093	LOC6592489|XP_002018395.2|DPER	LOC108118091|XP_017086133.1|DEUG, LOC108112753|XP_017078493.1|DEUG
OG0000093	LOC6597406|XP_002022414.1|DPER	LOC108117628|XP_017085645.1|DEUG
OG0000094	LOC6600289|XP_026849039.1|DPER	LOC108113907|XP_017080103.1|DEUG
OG0000094	LOC6587848|XP_002013277.1|DPER	LOC108115240|XP_017082086.1|DEUG
OG0000096	LOC6588640|XP_002013209.1|DPER	LOC108107140|XP_017070033.1|DEUG
OG0000096	LOC6588001|XP_002013207.1|DPER	LOC108105161|XP_017067089.1|DEUG
OG0000096	LOC6587692|XP_002012897.1|DPER	LOC108105237|XP_017067197.1|DEUG
OG0000096	LOC6593471|XP_026843094.1|DPER	LOC108114809|XP_017081419.1|DEUG
OG0000097	LOC6598928|XP_026848961.1|DPER	LOC108108462|XP_017072005.1|DEUG, LOC108108459|XP_017072002.1|DEUG, LOC108108474|XP_017072022.1|DEUG, LOC108108469|XP_017072016.1|DEUG, LOC108108458|XP_017072001.1|DEUG, LOC108108456|XP_017071999.1|DEUG, LOC108108414|XP_017071956.1|DEUG, LOC108108415|XP_017071957.1|DEUG, LOC108108416|XP_017071958.1|DEUG, LOC108108441|XP_017071983.1|DEUG
OG0000098	LOC6598722|XP_002023869.1|DPER	LOC108111754|XP_017076799.1|DEUG
OG0000099	LOC6600180|XP_002025279.1|DPER	LOC108103640|XP_017064680.1|DEUG
OG0000099	LOC6600179|XP_002025278.2|DPER	LOC108103641|XP_017064681.1|DEUG
OG0000099	LOC6598378|XP_026846207.1|DPER	LOC108103645|XP_017064690.1|DEUG
OG0000100	LOC113565196|XP_026842416.1|DPER	LOC108112739|XP_017078466.1|DEUG
OG0000100	LOC6588260|XP_002013399.2|DPER, LOC6587372|XP_026851254.1|DPER	LOC108111672|XP_017076695.1|DEUG
OG0000101	LOC113566568|XP_026848547.1|DPER	LOC108108528|XP_017072088.1|DEUG
OG0000101	LOC6602370|XP_026848567.1|DPER	LOC108108525|XP_017072086.1|DEUG
OG0000101	LOC6602371|XP_026848545.1|DPER	LOC108108526|XP_017072087.1|DEUG
OG0000102	LOC6589981|XP_002016329.1|DPER	LOC108112823|XP_017078615.1|DEUG
OG0000102	LOC6593018|XP_002018259.1|DPER	LOC108104532|XP_017066151.1|DEUG
OG0000103	LOC6600283|XP_002025396.1|DPER	LOC108108264|XP_017071711.1|DEUG
OG0000103	LOC6596091|XP_026845530.1|DPER	LOC108108575|XP_017072156.1|DEUG
OG0000103	LOC113566017|XP_026845529.1|DPER	LOC108108573|XP_017072153.1|DEUG
OG0000103	LOC6601265|XP_002026394.1|DPER	LOC108106655|XP_017069366.1|DEUG
OG0000104	LOC6599818|XP_026847290.1|DPER	LOC108114702|XP_017081288.1|DEUG
OG0000104	LOC6593376|XP_002019042.1|DPER	LOC108108275|XP_017071764.1|DEUG
OG0000104	LOC6599813|XP_002024913.1|DPER	LOC108114429|XP_017080906.1|DEUG
OG0000105	LOC113567433|XP_026851048.1|DPER	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG
OG0000105	LOC6591576|XP_002017405.2|DPER	LOC108109406|XP_017073392.1|DEUG
OG0000105	LOC6591573|XP_026849170.1|DPER	LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG
OG0000106	LOC6601558|XP_002026678.2|DPER	LOC108116307|XP_017083585.1|DEUG, LOC108105110|XP_017067033.1|DEUG, LOC108116313|XP_017083592.1|DEUG, LOC108105733|XP_017067937.1|DEUG, LOC108105731|XP_017067935.1|DEUG, LOC108105758|XP_017067966.1|DEUG, LOC108105732|XP_017067936.1|DEUG, LOC108112085|XP_017077323.1|DEUG, LOC108112271|XP_017077583.1|DEUG, LOC108113119|XP_017079108.1|DEUG, LOC108112181|XP_017077479.1|DEUG
OG0000107	LOC6590254|XP_002015884.1|DPER	LOC108112143|XP_017077380.1|DEUG
OG0000107	LOC6603539|XP_002028510.1|DPER	LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG, LOC108118430|XP_017086601.1|DEUG, LOC108118401|XP_017086566.1|DEUG, LOC108118431|XP_017086602.1|DEUG
OG0000107	LOC6590253|XP_002015883.1|DPER	LOC108112145|XP_017077381.1|DEUG, LOC108112146|XP_017077382.1|DEUG
OG0000109	LOC6589777|XP_002014720.1|DPER, LOC6589778|XP_026844019.1|DPER	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG
OG0000109	LOC6596622|XP_002021630.1|DPER	LOC108111190|XP_017076066.1|DEUG
OG0000110	LOC6597183|XP_002022328.2|DPER	LOC108102707|XP_017063338.1|DEUG
OG0000110	LOC6597184|XP_002022329.2|DPER	LOC108102709|XP_017063339.1|DEUG
OG0000110	LOC6597186|XP_002022331.1|DPER	LOC108102713|XP_017063342.1|DEUG
OG0000110	LOC6597187|XP_002022332.2|DPER	LOC108102757|XP_017063405.1|DEUG
OG0000111	LOC6590619|XP_002016706.1|DPER	LOC108108929|XP_017072669.1|DEUG
OG0000111	LOC6590615|XP_002016702.1|DPER	LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG
OG0000111	LOC6590616|XP_002016703.1|DPER	LOC108108887|XP_017072593.1|DEUG
OG0000112	LOC6600036|XP_002025083.2|DPER	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG
OG0000112	LOC113566310|XP_026847204.1|DPER	LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG
OG0000113	LOC6593354|XP_002018820.2|DPER	LOC108115278|XP_017082125.1|DEUG
OG0000113	LOC6588309|XP_002013782.2|DPER	LOC108115254|XP_017082100.1|DEUG
OG0000114	LOC6595493|XP_002020598.1|DPER	LOC108104067|XP_017065417.1|DEUG
OG0000114	LOC6604575|XP_002029459.1|DPER	LOC108104063|XP_017065414.1|DEUG
OG0000114	LOC6595495|XP_002020600.1|DPER	LOC108104065|XP_017065416.1|DEUG
OG0000116	LOC6591523|XP_026847060.1|DPER	LOC108113693|XP_017079859.1|DEUG
OG0000116	LOC6591517|XP_002017065.1|DPER	LOC108113810|XP_017080008.1|DEUG
OG0000116	LOC6591555|XP_002017064.1|DPER	LOC108113669|XP_017079834.1|DEUG
OG0000116	LOC6591522|XP_002017070.1|DPER	LOC108113673|XP_017079837.1|DEUG
OG0000116	LOC6591520|XP_002017068.1|DPER	LOC108113671|XP_017079835.1|DEUG, LOC108113815|XP_017080013.1|DEUG
OG0000116	LOC6591521|XP_002017069.1|DPER	LOC108113688|XP_017079853.1|DEUG
OG0000117	LOC6597997|XP_002023222.1|DPER	LOC108105784|XP_017067999.1|DEUG
OG0000117	LOC6598029|XP_002023221.1|DPER	LOC108105785|XP_017068000.1|DEUG
OG0000117	LOC6598028|XP_002023220.1|DPER	LOC108105786|XP_017068001.1|DEUG
OG0000117	LOC6598027|XP_002023219.1|DPER	LOC108105788|XP_017068004.1|DEUG
OG0000118	LOC6589861|XP_002015166.1|DPER	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG
OG0000118	LOC6599402|XP_026847098.1|DPER	LOC108105815|XP_017068045.1|DEUG
OG0000119	LOC6598639|XP_002023820.1|DPER	LOC108108384|XP_017071922.1|DEUG
OG0000119	LOC6598637|XP_002023818.1|DPER	LOC108108359|XP_017071890.1|DEUG
OG0000119	LOC6598638|XP_002023819.1|DPER	LOC108108370|XP_017071907.1|DEUG
OG0000120	LOC6600097|XP_002025205.2|DPER	LOC108105484|XP_017067590.1|DEUG
OG0000120	LOC6590173|XP_002016107.1|DPER	LOC108106341|XP_017068810.1|DEUG
OG0000120	LOC6599516|XP_002024644.1|DPER	LOC108104718|XP_017066428.1|DEUG
OG0000121	LOC6599963|XP_002025040.1|DPER	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG
OG0000121	LOC6587257|XP_002013500.1|DPER	LOC108105232|XP_017067189.1|DEUG
OG0000121	LOC6587434|XP_002013499.1|DPER	LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG
OG0000122	LOC6595720|XP_002020578.1|DPER	LOC108111528|XP_017076541.1|DEUG
OG0000122	LOC6599189|XP_002024346.1|DPER	LOC108117063|XP_017084727.1|DEUG
OG0000122	LOC6592948|XP_002017692.1|DPER	LOC108104772|XP_017066497.1|DEUG
OG0000122	LOC6589395|XP_002014644.1|DPER	LOC108110643|XP_017075233.1|DEUG
OG0000123	LOC6600859|XP_002025996.1|DPER	LOC108107365|XP_017070356.1|DEUG
OG0000123	LOC6591749|XP_002016987.1|DPER	LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG
OG0000123	LOC6591748|XP_002016986.1|DPER	LOC108116127|XP_017083340.1|DEUG
OG0000124	LOC6592458|XP_002017793.1|DPER	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG
OG0000124	LOC6592447|XP_002017792.2|DPER	LOC108104471|XP_017066025.1|DEUG
OG0000124	LOC6592445|XP_026841433.1|DPER	LOC108104442|XP_017065992.1|DEUG
OG0000125	LOC6587197|XP_026840187.1|DPER	LOC108115856|XP_017082970.1|DEUG
OG0000125	LOC6587322|XP_026840529.1|DPER	LOC108116946|XP_017084583.1|DEUG
OG0000125	LOC6589945|XP_002015973.1|DPER	LOC108112733|XP_017078459.1|DEUG
