Orthogroup	DPER.longest_only	BCOP.longest_only
OG0000077	LOC6601317|XP_026842235.1|DPER	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC6588313|XP_026850466.1|DPER	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC6590621|XP_002016708.1|DPER, LOC6595620|XP_026844510.1|DPER, LOC6592106|XP_002017289.1|DPER, LOC6596196|XP_002021125.1|DPER, LOC6594273|XP_026849445.1|DPER, LOC6599452|XP_002024516.1|DPER, LOC6598424|XP_002023602.1|DPER	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC6589425|XP_026844350.1|DPER, LOC6588939|XP_002014909.1|DPER, LOC6589087|XP_002014969.1|DPER, LOC113565681|XP_026844239.1|DPER, LOC6589088|XP_002014970.1|DPER, LOC6589089|XP_002014971.1|DPER, LOC6589086|XP_002014968.1|DPER	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC6602128|XP_002027100.1|DPER, LOC6602151|XP_026842704.1|DPER, LOC6602152|XP_026842703.1|DPER, LOC6601604|XP_026841767.1|DPER	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC6601044|XP_002026132.2|DPER, LOC6601043|XP_026849686.1|DPER	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC6590930|XP_002016009.1|DPER, LOC6587757|XP_002012761.1|DPER, LOC6588213|XP_002013604.1|DPER	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC113565890|XP_026845054.1|DPER, LOC6589605|XP_002014312.2|DPER, LOC6593873|XP_002019170.1|DPER, LOC6593874|XP_026842967.1|DPER, LOC113565380|XP_026842968.1|DPER, LOC6593875|XP_002019172.1|DPER	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC6589606|XP_002014313.2|DPER, LOC113565891|XP_026845056.1|DPER	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC6591191|XP_002015915.1|DPER	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC6602085|XP_002027163.1|DPER	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC6589907|XP_002016516.1|DPER	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC6589273|XP_026844109.1|DPER	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC6593903|XP_002018780.1|DPER, LOC6589141|XP_002014431.1|DPER	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC6601258|XP_002026327.1|DPER	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC6593404|XP_002018858.2|DPER, LOC6591475|XP_002017466.2|DPER, LOC6590413|XP_002016426.1|DPER, LOC6590414|XP_002016427.1|DPER, LOC6591474|XP_002017465.1|DPER	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC113565706|XP_026844403.1|DPER	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC6601937|XP_002026979.1|DPER	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC6592691|XP_002017728.1|DPER, LOC6593093|XP_026842252.1|DPER, LOC113566321|XP_026847263.1|DPER, LOC6601034|XP_002026122.2|DPER	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC6587436|XP_026850695.1|DPER	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC6589208|XP_002014698.1|DPER, LOC6588440|XP_002013817.1|DPER, LOC6588470|XP_002013826.1|DPER	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC6591879|XP_002017077.1|DPER, LOC6591877|XP_002017075.1|DPER, LOC6591761|XP_002017422.1|DPER, LOC6591878|XP_002017076.1|DPER	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC6588885|XP_026844631.1|DPER	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC6592489|XP_002018395.2|DPER	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC6595624|XP_002020698.1|DPER, LOC6597406|XP_002022414.1|DPER	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC6600289|XP_026849039.1|DPER, LOC6587848|XP_002013277.1|DPER	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC6588640|XP_002013209.1|DPER, LOC6588001|XP_002013207.1|DPER, LOC6587692|XP_002012897.1|DPER, LOC6593471|XP_026843094.1|DPER	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC6600180|XP_002025279.1|DPER, LOC6600179|XP_002025278.2|DPER	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC6598378|XP_026846207.1|DPER	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC6602368|XP_026848566.1|DPER, LOC6602367|XP_026848565.1|DPER, LOC113566568|XP_026848547.1|DPER, LOC6602366|XP_026848564.1|DPER, LOC6602370|XP_026848567.1|DPER, LOC6602371|XP_026848545.1|DPER	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC6589981|XP_002016329.1|DPER	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC6600283|XP_002025396.1|DPER, LOC6596091|XP_026845530.1|DPER, LOC113566017|XP_026845529.1|DPER, LOC6601265|XP_002026394.1|DPER	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC6599818|XP_026847290.1|DPER	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC6593376|XP_002019042.1|DPER, LOC6599813|XP_002024913.1|DPER	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC113567433|XP_026851048.1|DPER, LOC6591576|XP_002017405.2|DPER, LOC6591573|XP_026849170.1|DPER	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC6596622|XP_002021630.1|DPER	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC6597183|XP_002022328.2|DPER, LOC6597184|XP_002022329.2|DPER, LOC6597186|XP_002022331.1|DPER, LOC6597187|XP_002022332.2|DPER	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC6590619|XP_002016706.1|DPER, LOC6590615|XP_002016702.1|DPER, LOC6590616|XP_002016703.1|DPER	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC6593354|XP_002018820.2|DPER, LOC6588309|XP_002013782.2|DPER, LOC6588086|XP_002013767.2|DPER	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC6597997|XP_002023222.1|DPER, LOC6598029|XP_002023221.1|DPER, LOC6598028|XP_002023220.1|DPER, LOC6598027|XP_002023219.1|DPER	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC6589861|XP_002015166.1|DPER, LOC6599402|XP_026847098.1|DPER	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC6598639|XP_002023820.1|DPER, LOC6598637|XP_002023818.1|DPER, LOC6598638|XP_002023819.1|DPER	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC6600097|XP_002025205.2|DPER	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC6590173|XP_002016107.1|DPER	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC6595720|XP_002020578.1|DPER, LOC6599189|XP_002024346.1|DPER, LOC6592948|XP_002017692.1|DPER, LOC6589395|XP_002014644.1|DPER	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC6600859|XP_002025996.1|DPER, LOC6591749|XP_002016987.1|DPER, LOC6591748|XP_002016986.1|DPER	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC6587197|XP_026840187.1|DPER	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC6587322|XP_026840529.1|DPER	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC6595651|XP_002020775.1|DPER, LOC6593662|XP_026843526.1|DPER	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC6594438|XP_002019550.1|DPER, LOC6594439|XP_002019551.2|DPER, LOC6594437|XP_002019549.1|DPER, LOC6594436|XP_002019548.2|DPER	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC6600225|XP_026846733.1|DPER, LOC6595739|XP_002021356.1|DPER, LOC113565640|XP_026844003.1|DPER, LOC6604479|XP_026846732.1|DPER	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC6587235|XP_002013890.1|DPER	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC6589424|XP_002014544.2|DPER, LOC6591607|XP_002017102.1|DPER	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC6588294|XP_002012910.1|DPER	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC6596579|XP_026843085.1|DPER	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC6601084|XP_026847344.1|DPER, LOC6587713|XP_026840068.1|DPER	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC6604534|XP_026847613.1|DPER	LOC119075970|XP_037038454.1|BCOP
OG0000138	LOC6594569|XP_002019588.1|DPER, LOC6594568|XP_002019587.1|DPER, LOC6594570|XP_026840494.1|DPER, LOC6594332|XP_002019590.1|DPER	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC6587347|XP_002013026.1|DPER, LOC6600838|XP_026842581.1|DPER	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC6601435|XP_002026471.1|DPER, LOC6601436|XP_002026472.1|DPER	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC6592001|XP_002016826.1|DPER	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC6591470|XP_026840208.1|DPER	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC6598595|XP_026846352.1|DPER	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC6599054|XP_002024170.1|DPER	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC6599053|XP_002024169.2|DPER	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC6591617|XP_002017119.2|DPER	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC6598384|XP_026850061.1|DPER	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC6589307|XP_026844454.1|DPER	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC6597884|XP_026846962.1|DPER, LOC6589346|XP_002015321.1|DPER, LOC6589344|XP_002015319.1|DPER, LOC6589345|XP_002015320.1|DPER	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC6603062|XP_002028055.1|DPER	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC6588072|XP_002013315.1|DPER	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC6588718|XP_002014991.1|DPER	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC6593518|XP_002019209.2|DPER	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC6593815|XP_002019062.1|DPER, LOC6599925|XP_002025053.1|DPER	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC6587401|XP_002013652.1|DPER, LOC6587313|XP_002013654.2|DPER	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC6598833|XP_026849429.1|DPER, LOC6598832|XP_026849435.1|DPER, LOC113566039|XP_026845649.1|DPER	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC6597170|XP_002022348.1|DPER, LOC6597196|XP_002022341.1|DPER, LOC6597197|XP_002022342.1|DPER	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC6592443|XP_002017788.1|DPER, LOC6592446|XP_002017791.1|DPER, LOC113565052|XP_026841013.1|DPER	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC6600977|XP_026841188.1|DPER, LOC113565999|XP_026845403.1|DPER, LOC6596108|XP_002021261.2|DPER	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC6596168|XP_002021145.2|DPER	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC6598893|XP_026847869.1|DPER	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC6587958|XP_002012778.1|DPER, LOC6587907|XP_002012779.1|DPER	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC6603387|XP_002028373.1|DPER, LOC6589167|XP_002015024.2|DPER	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000165	LOC6598661|XP_002023779.2|DPER, LOC6600107|XP_026846681.1|DPER	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC6600875|XP_002025910.1|DPER	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC6600870|XP_002025905.1|DPER, LOC6600871|XP_026841757.1|DPER	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC6602505|XP_002027550.1|DPER, LOC6602503|XP_026848840.1|DPER, LOC6602506|XP_002027551.1|DPER, LOC6602504|XP_002027549.2|DPER	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC6588463|XP_002013457.1|DPER	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC6599645|XP_002024755.2|DPER, LOC6588226|XP_002013958.1|DPER	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC6589767|XP_026844617.1|DPER, LOC6589766|XP_002014925.1|DPER	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC6598082|XP_026843556.1|DPER	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC6588676|XP_026844905.1|DPER	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC6603374|XP_026845885.1|DPER	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC113566576|XP_026848585.1|DPER, LOC6591490|XP_026849952.1|DPER, LOC6587788|XP_026839976.1|DPER, LOC6588077|XP_026842102.1|DPER, LOC6600615|XP_026847635.1|DPER, LOC6590989|XP_026841961.1|DPER, LOC6590990|XP_026840586.1|DPER, LOC6600602|XP_026847640.1|DPER, LOC6600817|XP_026841451.1|DPER, LOC6590004|XP_002016054.1|DPER, LOC113565146|XP_026842020.1|DPER, LOC6600600|XP_002025590.2|DPER	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC6590945|XP_002016015.1|DPER, LOC6590933|XP_002016012.1|DPER	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC6594575|XP_002019826.1|DPER	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC6592066|XP_026848234.1|DPER	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC113566297|XP_026847132.1|DPER	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC113566771|XP_026849641.1|DPER	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC6593033|XP_002017710.1|DPER, LOC6591109|XP_026841469.1|DPER	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC6593359|XP_026843516.1|DPER	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC6594585|XP_002019290.1|DPER	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC6588239|XP_002014129.1|DPER	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC6587677|XP_002014128.1|DPER, LOC6588170|XP_002014127.1|DPER	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC6601664|XP_002026729.1|DPER, LOC6601932|XP_026848776.1|DPER	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC6588908|XP_026844068.1|DPER, LOC6588910|XP_002014616.1|DPER	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC6590477|XP_002016663.1|DPER, LOC6591758|XP_002017419.1|DPER, LOC6591757|XP_002017418.1|DPER	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC6596899|XP_026849895.1|DPER, LOC113566201|XP_026846570.1|DPER, LOC6597208|XP_002022616.1|DPER, LOC6591781|XP_002017142.1|DPER, LOC6591782|XP_002017143.1|DPER, LOC113567328|XP_026850536.1|DPER	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC6597643|XP_002022746.1|DPER	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC6591847|XP_026844373.1|DPER, LOC6599347|XP_026847209.1|DPER, LOC6599448|XP_026847207.1|DPER	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC6596288|XP_026843746.1|DPER	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC6598151|XP_026846353.1|DPER	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC6597034|XP_026845712.1|DPER	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC6590792|XP_002015536.2|DPER	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC113567323|XP_026850501.1|DPER, LOC113565988|XP_026845379.1|DPER, LOC6595906|XP_026845380.1|DPER	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC6589745|XP_002014996.2|DPER, LOC6599609|XP_002024765.1|DPER	LOC119066429|XP_037024804.1|BCOP
OG0000196	LOC6603537|XP_026843437.1|DPER	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC6602888|XP_026845135.1|DPER	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC6602885|XP_026849666.1|DPER	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC6602886|XP_026849657.1|DPER	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC6593254|XP_002018375.2|DPER, LOC6603161|XP_002028176.1|DPER, LOC6601311|XP_026841453.1|DPER, LOC113565066|XP_026841143.1|DPER	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC6595233|XP_002020255.1|DPER, LOC6597989|XP_026843297.1|DPER, LOC6595234|XP_002020256.2|DPER	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC6598809|XP_026844368.1|DPER, LOC6598806|XP_002023978.1|DPER	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC6594185|XP_002019816.1|DPER	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC6595806|XP_002021318.1|DPER, LOC6590775|XP_002016463.2|DPER, LOC113566279|XP_026847045.1|DPER, LOC6597787|XP_002022990.2|DPER	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC6591309|XP_002016132.2|DPER, LOC113565072|XP_026841210.1|DPER, LOC6591307|XP_026842078.1|DPER	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC6587789|XP_002012764.1|DPER, LOC6588211|XP_002013381.1|DPER	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC6592540|XP_002018315.1|DPER	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC6595407|XP_026844785.1|DPER	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC6592539|XP_002018314.1|DPER	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC6600993|XP_002026179.1|DPER	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC6596224|XP_026845243.1|DPER	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000209	LOC6590794|XP_026842909.1|DPER	LOC119074339|XP_037036325.1|BCOP
OG0000210	LOC6590462|XP_002015853.1|DPER, LOC6600424|XP_026848404.1|DPER	LOC119068545|XP_037028059.1|BCOP
OG0000211	LOC6599359|XP_026847203.1|DPER, LOC6598704|XP_002023883.1|DPER, LOC6588600|XP_002013948.1|DPER, LOC6591472|XP_002017463.1|DPER, LOC6602310|XP_002027369.1|DPER	LOC119070444|XP_037030690.1|BCOP
OG0000211	LOC6598706|XP_002023885.1|DPER	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP
OG0000212	LOC6589194|XP_002014618.1|DPER, LOC6589193|XP_026844063.1|DPER	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP
OG0000213	LOC6602286|XP_026848556.1|DPER, LOC6590765|XP_002015397.2|DPER	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP
OG0000214	LOC6599389|XP_026847075.1|DPER, LOC6591196|XP_002015445.1|DPER, LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP
OG0000215	LOC6602193|XP_026848038.1|DPER, LOC6602192|XP_026848037.1|DPER, LOC6595839|XP_026845456.1|DPER	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP
OG0000217	LOC6597347|XP_002022549.1|DPER	LOC119076525|XP_037039206.1|BCOP
OG0000217	LOC6588853|XP_002014908.2|DPER, LOC6597348|XP_002022550.1|DPER	LOC119066897|XP_037025481.1|BCOP
OG0000219	LOC6590590|XP_026841508.1|DPER, LOC6590884|XP_026841510.1|DPER, LOC6590592|XP_026841509.1|DPER	LOC119073633|XP_037035119.1|BCOP
OG0000220	LOC6603022|XP_002028043.1|DPER, LOC6603020|XP_002028041.1|DPER, LOC6603021|XP_002028042.1|DPER	LOC119083685|XP_037049364.1|BCOP
OG0000221	LOC6592960|XP_002017962.1|DPER, LOC6588577|XP_002013622.2|DPER, LOC6592959|XP_026841017.1|DPER	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP
OG0000222	LOC6598101|XP_002023243.2|DPER	LOC119076255|XP_037038817.1|BCOP
OG0000223	LOC6591058|XP_002016640.2|DPER, LOC6601011|XP_026849708.1|DPER, LOC6597131|XP_002022319.1|DPER, LOC6595822|XP_026845396.1|DPER	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP
