Orthogroup	DPER.longest_only	HILL.longest_only
OG0000041	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER, LOC6591518|XP_002017066.1|DPER, LOC6591551|XP_002017060.1|DPER	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL
OG0000043	LOC6594473|XP_002019739.2|DPER, LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER, LOC6594474|XP_002019740.1|DPER, LOC6594076|XP_002019736.1|DPER, LOC6594478|XP_002019744.1|DPER, LOC6594479|XP_002019745.1|DPER	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL
OG0000044	LOC6591553|XP_026847828.1|DPER, LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER, LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER, LOC113564933|XP_026840246.1|DPER	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC6603693|XP_002028666.1|DPER	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC6601537|XP_002026551.1|DPER, LOC6595948|XP_002021076.1|DPER, LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC6598792|XP_002023903.1|DPER, LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER, LOC6591074|XP_002015712.2|DPER, LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC6589933|XP_002015961.2|DPER, LOC6592655|XP_026842447.1|DPER, LOC6592377|XP_002017999.1|DPER	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC6599712|XP_002024897.1|DPER, LOC6599711|XP_002024896.1|DPER, LOC6599880|XP_026847455.1|DPER, LOC6599882|XP_002024936.1|DPER, LOC6599879|XP_002024933.1|DPER	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC6598767|XP_002023801.1|DPER, LOC113564913|XP_026840082.1|DPER, LOC6598735|XP_002023804.1|DPER, LOC6598764|XP_002023798.1|DPER, LOC6598765|XP_002023799.1|DPER, LOC6598736|XP_026840083.1|DPER	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC6600939|XP_002026041.2|DPER, LOC6603417|XP_002028422.1|DPER, LOC6603416|XP_002028421.2|DPER, LOC6603438|XP_026848195.1|DPER, LOC6603412|XP_002028417.1|DPER, LOC6603413|XP_026848216.1|DPER, LOC113566500|XP_026848194.1|DPER, LOC6603415|XP_026848193.1|DPER, LOC6603437|XP_002028415.2|DPER, LOC6603414|XP_002028419.2|DPER	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC6589988|XP_002015740.1|DPER, LOC6589987|XP_002015739.1|DPER, LOC6589986|XP_002015738.1|DPER	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC6589985|XP_002015737.2|DPER, LOC6590437|XP_002015733.2|DPER	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC6594489|XP_002019960.1|DPER, LOC6594490|XP_002019961.1|DPER, LOC6594491|XP_026850312.1|DPER, LOC6594493|XP_002019964.1|DPER, LOC6590894|XP_002016261.1|DPER, LOC6594492|XP_002019963.1|DPER	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000056	LOC6588033|XP_002012860.1|DPER, LOC6588046|XP_002012859.1|DPER	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC6593806|XP_002019273.1|DPER, LOC6593936|XP_002019265.2|DPER, LOC6590269|XP_002015472.1|DPER, LOC6593807|XP_002019274.1|DPER, LOC6600389|XP_002025477.1|DPER	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC6603233|XP_026845368.1|DPER	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC6595218|XP_026848071.1|DPER	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC6596401|XP_002021586.2|DPER, LOC6596505|XP_002021579.1|DPER, LOC6596504|XP_002021578.1|DPER, LOC6596398|XP_002021583.1|DPER, LOC6596397|XP_002021582.1|DPER	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC6591531|XP_002017317.1|DPER, LOC6591530|XP_002017316.1|DPER, LOC6600252|XP_002025417.1|DPER, LOC6600250|XP_002025415.1|DPER, LOC6600251|XP_026849074.1|DPER	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000064	LOC6594000|XP_002019052.1|DPER	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL
OG0000067	LOC6587985|XP_002013720.1|DPER, LOC6600313|XP_026849051.1|DPER	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC6592947|XP_002017691.1|DPER, LOC6600311|XP_002025365.2|DPER	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC6599619|XP_026849500.1|DPER	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC6600249|XP_026849073.1|DPER, LOC6595219|XP_026850489.1|DPER, LOC113564897|XP_026839974.1|DPER, LOC6595222|XP_026849095.1|DPER, LOC6593500|XP_002019163.2|DPER, LOC6597733|XP_026846914.1|DPER	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC6593928|XP_002019257.1|DPER, LOC6600003|XP_026849240.1|DPER, LOC6593930|XP_002019259.1|DPER, LOC6593929|XP_002019258.1|DPER	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC113566413|XP_026847671.1|DPER	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC6602203|XP_002027211.2|DPER, LOC6602202|XP_002027210.1|DPER, LOC6602204|XP_002027212.1|DPER	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC6589942|XP_002015970.1|DPER, LOC6589935|XP_002015963.1|DPER	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC6589940|XP_026842218.1|DPER	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC6590059|XP_002016391.2|DPER	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC6596773|XP_026845891.1|DPER	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC6598784|XP_026845038.1|DPER	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC6601461|XP_002026428.1|DPER, LOC6595912|XP_002021058.1|DPER	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC6599641|XP_026849541.1|DPER	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC6599637|XP_002024747.1|DPER, LOC6599639|XP_002024749.1|DPER	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC6599638|XP_002024748.1|DPER, LOC6599640|XP_002024750.1|DPER, LOC6599642|XP_002024752.1|DPER	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC6599674|XP_026847351.1|DPER	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC6597369|XP_002022410.2|DPER	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC6592709|XP_002018511.1|DPER	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC6594922|XP_002020130.2|DPER	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC6601317|XP_026842235.1|DPER	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC6588313|XP_026850466.1|DPER	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC6590621|XP_002016708.1|DPER, LOC6595620|XP_026844510.1|DPER, LOC6592106|XP_002017289.1|DPER, LOC6596196|XP_002021125.1|DPER, LOC6594273|XP_026849445.1|DPER, LOC6599452|XP_002024516.1|DPER, LOC6598424|XP_002023602.1|DPER	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC6589425|XP_026844350.1|DPER, LOC6588939|XP_002014909.1|DPER, LOC6589087|XP_002014969.1|DPER, LOC113565681|XP_026844239.1|DPER, LOC6589088|XP_002014970.1|DPER, LOC6589089|XP_002014971.1|DPER, LOC6589086|XP_002014968.1|DPER	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC6602128|XP_002027100.1|DPER, LOC6602151|XP_026842704.1|DPER, LOC6602152|XP_026842703.1|DPER, LOC6601604|XP_026841767.1|DPER	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC6601044|XP_002026132.2|DPER, LOC6601043|XP_026849686.1|DPER	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC6590930|XP_002016009.1|DPER, LOC6587757|XP_002012761.1|DPER, LOC6588213|XP_002013604.1|DPER	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC113565890|XP_026845054.1|DPER, LOC6589605|XP_002014312.2|DPER, LOC6593873|XP_002019170.1|DPER, LOC6593874|XP_026842967.1|DPER, LOC113565380|XP_026842968.1|DPER, LOC6593875|XP_002019172.1|DPER	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC6589606|XP_002014313.2|DPER, LOC113565891|XP_026845056.1|DPER	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC6591191|XP_002015915.1|DPER	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC6602085|XP_002027163.1|DPER	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC6589907|XP_002016516.1|DPER	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC6589273|XP_026844109.1|DPER	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC6593903|XP_002018780.1|DPER	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC6589141|XP_002014431.1|DPER	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC6601258|XP_002026327.1|DPER	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC113565706|XP_026844403.1|DPER	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC6601937|XP_002026979.1|DPER	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC6592691|XP_002017728.1|DPER, LOC6593093|XP_026842252.1|DPER, LOC113566321|XP_026847263.1|DPER, LOC6601034|XP_002026122.2|DPER	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC6587436|XP_026850695.1|DPER	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC6589208|XP_002014698.1|DPER, LOC6588440|XP_002013817.1|DPER, LOC6588470|XP_002013826.1|DPER	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC6591879|XP_002017077.1|DPER, LOC6591877|XP_002017075.1|DPER, LOC6591761|XP_002017422.1|DPER, LOC6591878|XP_002017076.1|DPER	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC6588885|XP_026844631.1|DPER	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC6600289|XP_026849039.1|DPER, LOC6587848|XP_002013277.1|DPER	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC6588640|XP_002013209.1|DPER, LOC6588001|XP_002013207.1|DPER, LOC6587692|XP_002012897.1|DPER, LOC6593471|XP_026843094.1|DPER	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC6598722|XP_002023869.1|DPER	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC6600180|XP_002025279.1|DPER, LOC6600179|XP_002025278.2|DPER	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC6598378|XP_026846207.1|DPER	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC113565196|XP_026842416.1|DPER, LOC6588260|XP_002013399.2|DPER, LOC6587372|XP_026851254.1|DPER, LOC6588656|XP_002013635.1|DPER	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC6602368|XP_026848566.1|DPER, LOC6602367|XP_026848565.1|DPER, LOC113566568|XP_026848547.1|DPER, LOC6602366|XP_026848564.1|DPER, LOC6602370|XP_026848567.1|DPER	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC6602371|XP_026848545.1|DPER	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC6589981|XP_002016329.1|DPER	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC6593018|XP_002018259.1|DPER	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000103	LOC6600283|XP_002025396.1|DPER, LOC6596091|XP_026845530.1|DPER, LOC113566017|XP_026845529.1|DPER, LOC6601265|XP_002026394.1|DPER	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC6599818|XP_026847290.1|DPER	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC6593376|XP_002019042.1|DPER, LOC6599813|XP_002024913.1|DPER	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC113567433|XP_026851048.1|DPER, LOC6591576|XP_002017405.2|DPER, LOC6591573|XP_026849170.1|DPER	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	LOC6596622|XP_002021630.1|DPER	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC6597183|XP_002022328.2|DPER	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC6597184|XP_002022329.2|DPER, LOC6597186|XP_002022331.1|DPER, LOC6597187|XP_002022332.2|DPER	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC6600036|XP_002025083.2|DPER, LOC113566310|XP_026847204.1|DPER	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC6593354|XP_002018820.2|DPER, LOC6588309|XP_002013782.2|DPER, LOC6588086|XP_002013767.2|DPER	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC6597997|XP_002023222.1|DPER, LOC6598029|XP_002023221.1|DPER, LOC6598028|XP_002023220.1|DPER, LOC6598027|XP_002023219.1|DPER	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC6589861|XP_002015166.1|DPER, LOC6599402|XP_026847098.1|DPER	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC6598639|XP_002023820.1|DPER, LOC6598637|XP_002023818.1|DPER, LOC6598638|XP_002023819.1|DPER	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC6600097|XP_002025205.2|DPER	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC6590173|XP_002016107.1|DPER	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC6595720|XP_002020578.1|DPER, LOC6599189|XP_002024346.1|DPER, LOC6592948|XP_002017692.1|DPER, LOC6589395|XP_002014644.1|DPER	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC6600859|XP_002025996.1|DPER, LOC6591749|XP_002016987.1|DPER, LOC6591748|XP_002016986.1|DPER	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC6587197|XP_026840187.1|DPER	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC6587322|XP_026840529.1|DPER	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC6595651|XP_002020775.1|DPER, LOC6593662|XP_026843526.1|DPER	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC6594438|XP_002019550.1|DPER, LOC6594439|XP_002019551.2|DPER, LOC6594437|XP_002019549.1|DPER, LOC6594436|XP_002019548.2|DPER	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC6591138|XP_026841346.1|DPER, LOC6591137|XP_002015931.1|DPER	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC6600225|XP_026846733.1|DPER, LOC6595739|XP_002021356.1|DPER, LOC113565640|XP_026844003.1|DPER, LOC6604479|XP_026846732.1|DPER	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC6587235|XP_002013890.1|DPER	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC6589424|XP_002014544.2|DPER, LOC6591607|XP_002017102.1|DPER	LOC119646571|XP_037902988.1|HILL
OG0000134	LOC6588294|XP_002012910.1|DPER	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC6597038|XP_026845611.1|DPER, LOC6596579|XP_026843085.1|DPER	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC6601084|XP_026847344.1|DPER, LOC6587713|XP_026840068.1|DPER	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC6604534|XP_026847613.1|DPER	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC6587347|XP_002013026.1|DPER, LOC6600838|XP_026842581.1|DPER	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC6601432|XP_026847826.1|DPER, LOC6601434|XP_002026469.1|DPER, LOC6601435|XP_002026471.1|DPER, LOC6601436|XP_002026472.1|DPER	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC6592001|XP_002016826.1|DPER	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC6591470|XP_026840208.1|DPER	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC6598595|XP_026846352.1|DPER	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC6599054|XP_002024170.1|DPER	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC6599053|XP_002024169.2|DPER	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC6591617|XP_002017119.2|DPER	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC6598384|XP_026850061.1|DPER	LOC119655655|XP_037917566.1|HILL
OG0000144	LOC6589307|XP_026844454.1|DPER	LOC119654514|XP_037915885.1|HILL
OG0000145	LOC6597884|XP_026846962.1|DPER, LOC6589346|XP_002015321.1|DPER, LOC6589344|XP_002015319.1|DPER, LOC6589345|XP_002015320.1|DPER	LOC119660803|XP_037925563.1|HILL
OG0000147	LOC6603062|XP_002028055.1|DPER	LOC119651641|XP_037911244.1|HILL
OG0000147	LOC6588072|XP_002013315.1|DPER	LOC119650938|XP_037910096.1|HILL
OG0000148	LOC6588718|XP_002014991.1|DPER	LOC119647178|XP_037903918.1|HILL
OG0000148	LOC6593518|XP_002019209.2|DPER	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL
OG0000149	LOC6593815|XP_002019062.1|DPER, LOC6599925|XP_002025053.1|DPER	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL
OG0000151	LOC6596026|XP_026845415.1|DPER, LOC6596030|XP_002021029.1|DPER, LOC6596029|XP_026845638.1|DPER, LOC6596008|XP_002020997.1|DPER	LOC119649273|XP_037907290.1|HILL
OG0000152	LOC6587401|XP_002013652.1|DPER, LOC6587313|XP_002013654.2|DPER	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL
OG0000154	LOC6598833|XP_026849429.1|DPER, LOC6598832|XP_026849435.1|DPER, LOC113566039|XP_026845649.1|DPER	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL
