Orthogroup	DPER.longest_only	DHYD.longest_only
OG0000051	LOC6598821|XP_026848488.1|DPER, LOC6598820|XP_002023932.1|DPER	LOC111598254|XP_023169188.2|DHYD
OG0000052	LOC6588118|XP_002013763.1|DPER, LOC6588232|XP_026849799.1|DPER	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD
OG0000052	LOC6590971|XP_002015907.1|DPER	LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD
OG0000052	LOC6591184|XP_002015908.1|DPER	LOC111604234|XP_023177982.1|DHYD
OG0000053	LOC6589988|XP_002015740.1|DPER	LOC111602599|XP_023175526.2|DHYD
OG0000053	LOC6589987|XP_002015739.1|DPER	LOC111602600|XP_023175527.2|DHYD
OG0000053	LOC6589986|XP_002015738.1|DPER	LOC111596382|XP_023166356.2|DHYD
OG0000053	LOC6589985|XP_002015737.2|DPER	LOC111596381|XP_023166355.2|DHYD
OG0000053	LOC6590437|XP_002015733.2|DPER	LOC111596379|XP_023166352.2|DHYD
OG0000054	LOC6594489|XP_002019960.1|DPER, LOC6594490|XP_002019961.1|DPER	LOC111604826|XP_023178817.2|DHYD
OG0000054	LOC6594491|XP_026850312.1|DPER	LOC111593322|XP_023161796.2|DHYD
OG0000054	LOC6594493|XP_002019964.1|DPER, LOC6590894|XP_002016261.1|DPER, LOC6594492|XP_002019963.1|DPER	LOC111604856|XP_023178857.2|DHYD
OG0000055	LOC113567362|XP_026850717.1|DPER, LOC113566737|XP_026849496.1|DPER, LOC113566729|XP_026849439.1|DPER, LOC113567357|XP_026850699.1|DPER	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD
OG0000056	LOC6595083|XP_002020145.1|DPER	LOC111599611|XP_023171068.2|DHYD
OG0000056	LOC6595081|XP_002020143.1|DPER	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD
OG0000056	LOC6588033|XP_002012860.1|DPER, LOC6588046|XP_002012859.1|DPER	LOC111600558|XP_023172478.1|DHYD
OG0000058	LOC6593806|XP_002019273.1|DPER, LOC6593936|XP_002019265.2|DPER, LOC6590269|XP_002015472.1|DPER	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD
OG0000058	LOC6593807|XP_002019274.1|DPER	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD
OG0000058	LOC6600389|XP_002025477.1|DPER	LOC111591894|XP_023159568.1|DHYD
OG0000059	LOC6588560|XP_026851114.1|DPER	LOC111595783|XP_030078737.1|DHYD
OG0000059	LOC6588594|XP_026851089.1|DPER, LOC6588660|XP_026843599.1|DPER	LOC111595875|XP_023165572.2|DHYD
OG0000059	LOC6588641|XP_002013982.1|DPER	LOC111595256|XP_023164673.2|DHYD
OG0000059	LOC6587355|XP_002013989.1|DPER	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD
OG0000060	LOC6603233|XP_026845368.1|DPER	LOC111605118|XP_023179239.1|DHYD
OG0000060	LOC6595658|XP_002020780.1|DPER	LOC111594203|XP_023163168.1|DHYD
OG0000060	LOC6591405|XP_002017180.1|DPER	LOC115482748|XP_030081618.1|DHYD
OG0000060	LOC6595218|XP_026848071.1|DPER	LOC111597837|XP_023168500.1|DHYD
OG0000060	LOC6596974|XP_002022138.1|DPER	LOC111598840|XP_023170044.1|DHYD
OG0000061	LOC6596401|XP_002021586.2|DPER	LOC111601172|XP_023173419.2|DHYD
OG0000061	LOC6596505|XP_002021579.1|DPER, LOC6596504|XP_002021578.1|DPER	LOC111601168|XP_023173414.2|DHYD
OG0000061	LOC6596398|XP_002021583.1|DPER	LOC111601143|XP_023173378.2|DHYD
OG0000061	LOC6596397|XP_002021582.1|DPER	LOC111601144|XP_023173379.1|DHYD
OG0000062	LOC6597499|XP_002022647.1|DPER	LOC111598288|XP_023169239.1|DHYD
OG0000062	LOC6597957|XP_002023160.1|DPER	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD
OG0000063	LOC6591531|XP_002017317.1|DPER, LOC6591530|XP_002017316.1|DPER	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD
OG0000063	LOC6600252|XP_002025417.1|DPER	LOC111597578|XP_023168144.2|DHYD
OG0000063	LOC6600250|XP_002025415.1|DPER	LOC111597466|XP_023167982.2|DHYD
OG0000063	LOC6600251|XP_026849074.1|DPER	LOC111597464|XP_023167980.2|DHYD
OG0000065	LOC6598720|XP_002023867.2|DPER	LOC111598539|XP_023169599.2|DHYD
OG0000065	LOC6598721|XP_002023868.1|DPER, LOC6592724|XP_026840805.1|DPER, LOC6598627|XP_002023839.1|DPER, LOC6598629|XP_002023841.1|DPER, LOC6598628|XP_002023840.1|DPER, LOC6598626|XP_002023838.1|DPER	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD
OG0000066	LOC6591665|XP_002016994.1|DPER, LOC6588399|XP_002012948.2|DPER	LOC111596465|XP_023166485.1|DHYD
OG0000066	LOC6593739|XP_002018997.1|DPER	LOC111603713|XP_023177187.1|DHYD
OG0000066	LOC6594244|XP_002019977.1|DPER	LOC111604865|XP_023178868.2|DHYD
OG0000066	LOC6599208|XP_002024332.1|DPER	LOC111595983|XP_023165737.1|DHYD
OG0000066	LOC6597988|XP_002023084.2|DPER	LOC111603187|XP_023176438.2|DHYD
OG0000067	LOC6587985|XP_002013720.1|DPER	LOC111603515|XP_023176907.2|DHYD
OG0000067	LOC6600313|XP_026849051.1|DPER	LOC111593087|XP_023161450.1|DHYD
OG0000067	LOC6592947|XP_002017691.1|DPER	LOC111604531|XP_023178401.2|DHYD
OG0000067	LOC6600311|XP_002025365.2|DPER	LOC111593109|XP_023161477.2|DHYD
OG0000067	LOC6599619|XP_026849500.1|DPER	LOC111601094|XP_023173298.2|DHYD
OG0000068	LOC6595219|XP_026850489.1|DPER, LOC113564897|XP_026839974.1|DPER, LOC6595222|XP_026849095.1|DPER, LOC6593500|XP_002019163.2|DPER	LOC111593542|XP_023162133.2|DHYD
OG0000068	LOC6597733|XP_026846914.1|DPER	LOC111598177|XP_023169045.2|DHYD
OG0000069	LOC6593153|XP_002018327.2|DPER	LOC111593948|XP_023162811.1|DHYD
OG0000070	LOC6593928|XP_002019257.1|DPER	LOC111602191|XP_023174921.2|DHYD
OG0000070	LOC6600003|XP_026849240.1|DPER	LOC111591972|XP_023159687.1|DHYD
OG0000070	LOC6593930|XP_002019259.1|DPER	LOC111602192|XP_023174922.2|DHYD
OG0000070	LOC6593929|XP_002019258.1|DPER	LOC111602194|XP_023174924.2|DHYD
OG0000071	LOC6602204|XP_002027212.1|DPER	LOC111599791|XP_030081795.1|DHYD
OG0000072	LOC6589942|XP_002015970.1|DPER	LOC111604605|XP_023178486.1|DHYD
OG0000072	LOC6589935|XP_002015963.1|DPER	LOC111594128|XP_023163054.2|DHYD
OG0000072	LOC6589940|XP_026842218.1|DPER	LOC111594127|XP_023163053.2|DHYD
OG0000073	LOC6590059|XP_002016391.2|DPER	LOC111595450|XP_023164945.1|DHYD
OG0000073	LOC6596773|XP_026845891.1|DPER	LOC111597481|XP_023168396.1|DHYD
OG0000073	LOC6598784|XP_026845038.1|DPER	LOC111602674|XP_023175635.2|DHYD
OG0000074	LOC6601461|XP_002026428.1|DPER	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD
OG0000074	LOC6595912|XP_002021058.1|DPER	LOC111601089|XP_023173284.2|DHYD
OG0000075	LOC6599641|XP_026849541.1|DPER	LOC111595080|XP_023164404.2|DHYD
OG0000075	LOC6599637|XP_002024747.1|DPER, LOC6599639|XP_002024749.1|DPER	LOC111595078|XP_023164402.1|DHYD
OG0000075	LOC6599638|XP_002024748.1|DPER, LOC6599640|XP_002024750.1|DPER	LOC111595081|XP_023164405.1|DHYD
OG0000075	LOC6599642|XP_002024752.1|DPER	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD
OG0000076	LOC6599674|XP_026847351.1|DPER	LOC111599682|XP_023171158.1|DHYD
OG0000076	LOC6592161|XP_002017347.1|DPER, LOC6592159|XP_026850722.1|DPER	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD
OG0000076	LOC6597369|XP_002022410.2|DPER	LOC111600172|XP_023171933.1|DHYD
OG0000076	LOC6597368|XP_002022409.1|DPER	LOC111594068|XP_023162969.2|DHYD
OG0000077	LOC6592709|XP_002018511.1|DPER	LOC111599997|XP_023171665.1|DHYD
OG0000077	LOC6594922|XP_002020130.2|DPER	LOC111595708|XP_023165321.1|DHYD
OG0000077	LOC6601317|XP_026842235.1|DPER	LOC111599697|XP_023171187.1|DHYD
OG0000077	LOC6588313|XP_026850466.1|DPER	LOC111592482|XP_023160465.1|DHYD
OG0000078	LOC6590621|XP_002016708.1|DPER	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD
OG0000078	LOC6595620|XP_026844510.1|DPER, LOC6592106|XP_002017289.1|DPER, LOC6596196|XP_002021125.1|DPER	LOC111604289|XP_023178073.2|DHYD
OG0000078	LOC6594273|XP_026849445.1|DPER	LOC111603428|XP_023176780.2|DHYD
OG0000078	LOC6599452|XP_002024516.1|DPER	LOC111603133|XP_023176376.1|DHYD
OG0000078	LOC6598424|XP_002023602.1|DPER	LOC111596540|XP_023166579.2|DHYD
OG0000079	LOC6589087|XP_002014969.1|DPER, LOC113565681|XP_026844239.1|DPER	LOC111601195|XP_023173453.2|DHYD
OG0000079	LOC6589089|XP_002014971.1|DPER	LOC111601222|XP_023173489.2|DHYD
OG0000079	LOC6589086|XP_002014968.1|DPER	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD
OG0000080	LOC6602128|XP_002027100.1|DPER, LOC6602151|XP_026842704.1|DPER, LOC6602152|XP_026842703.1|DPER	LOC111600911|XP_023173040.2|DHYD
OG0000080	LOC6601604|XP_026841767.1|DPER	LOC111592557|XP_023160621.1|DHYD
OG0000081	LOC6601044|XP_002026132.2|DPER, LOC6601043|XP_026849686.1|DPER	LOC111595375|XP_023164839.2|DHYD
OG0000082	LOC6590930|XP_002016009.1|DPER	LOC111600682|XP_023172704.2|DHYD
OG0000082	LOC6587757|XP_002012761.1|DPER	LOC111595221|XP_023164604.2|DHYD
OG0000082	LOC6588213|XP_002013604.1|DPER	LOC111595651|XP_023165246.2|DHYD
OG0000083	LOC113565890|XP_026845054.1|DPER, LOC6589605|XP_002014312.2|DPER, LOC6593873|XP_002019170.1|DPER, LOC6593874|XP_026842967.1|DPER, LOC113565380|XP_026842968.1|DPER, LOC6593875|XP_002019172.1|DPER	LOC111605744|XP_023180216.2|DHYD
OG0000083	LOC6589606|XP_002014313.2|DPER, LOC113565891|XP_026845056.1|DPER	LOC111592658|XP_030079136.1|DHYD
OG0000084	LOC6591191|XP_002015915.1|DPER	LOC111604038|XP_023177666.2|DHYD
OG0000084	LOC6600795|XP_002025966.1|DPER	LOC111594007|XP_023162872.2|DHYD
OG0000085	LOC6602085|XP_002027163.1|DPER	LOC111604178|XP_023177892.1|DHYD
OG0000086	LOC6589907|XP_002016516.1|DPER	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD
OG0000087	LOC6589273|XP_026844109.1|DPER	LOC111598477|XP_023169504.1|DHYD
OG0000087	LOC6593903|XP_002018780.1|DPER	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD
OG0000087	LOC6589141|XP_002014431.1|DPER	LOC111604004|XP_023177629.2|DHYD
OG0000088	LOC6601258|XP_002026327.1|DPER	LOC111592149|XP_023159964.1|DHYD
OG0000088	LOC6593404|XP_002018858.2|DPER	LOC111598938|XP_023170184.1|DHYD
OG0000088	LOC6591475|XP_002017466.2|DPER	LOC111593116|XP_023161484.1|DHYD
OG0000088	LOC6590413|XP_002016426.1|DPER, LOC6590414|XP_002016427.1|DPER	LOC111604481|XP_023178334.1|DHYD
OG0000088	LOC6591474|XP_002017465.1|DPER	LOC111593117|XP_023161486.2|DHYD
OG0000089	LOC113565706|XP_026844403.1|DPER	LOC111603588|XP_023177012.1|DHYD
OG0000089	LOC6601937|XP_002026979.1|DPER	LOC111603721|XP_023177200.1|DHYD
OG0000090	LOC6592691|XP_002017728.1|DPER	LOC111592171|XP_023159993.2|DHYD
OG0000090	LOC6593093|XP_026842252.1|DPER	LOC111592119|XP_023159918.2|DHYD
OG0000090	LOC113566321|XP_026847263.1|DPER	LOC111592435|XP_023160386.1|DHYD
OG0000090	LOC6601034|XP_002026122.2|DPER	LOC111598762|XP_023169942.2|DHYD
OG0000091	LOC6587436|XP_026850695.1|DPER	LOC111601403|XP_023173720.2|DHYD
OG0000091	LOC6589208|XP_002014698.1|DPER	LOC111599470|XP_023170907.2|DHYD
OG0000091	LOC6588440|XP_002013817.1|DPER	LOC111592942|XP_023161174.1|DHYD
OG0000091	LOC6588470|XP_002013826.1|DPER	LOC111592941|XP_023161173.1|DHYD
OG0000092	LOC6591879|XP_002017077.1|DPER	LOC111599699|XP_023171192.2|DHYD
OG0000092	LOC6591877|XP_002017075.1|DPER	LOC111597499|XP_023168028.2|DHYD
OG0000092	LOC6591761|XP_002017422.1|DPER, LOC6591878|XP_002017076.1|DPER	LOC111597484|XP_023168003.2|DHYD
OG0000093	LOC6588885|XP_026844631.1|DPER	LOC111601939|XP_023174562.2|DHYD
OG0000093	LOC6597406|XP_002022414.1|DPER	LOC111593071|XP_023161417.1|DHYD
OG0000094	LOC6600289|XP_026849039.1|DPER	LOC111597580|XP_023168146.2|DHYD
OG0000094	LOC6587848|XP_002013277.1|DPER	LOC111599491|XP_023170925.1|DHYD
OG0000096	LOC6588640|XP_002013209.1|DPER	LOC111595909|XP_023165620.2|DHYD
OG0000096	LOC6588001|XP_002013207.1|DPER	LOC111595917|XP_023165636.1|DHYD
OG0000096	LOC6587692|XP_002012897.1|DPER	LOC111595908|XP_023165619.2|DHYD
OG0000096	LOC6593471|XP_026843094.1|DPER	LOC111594349|XP_023163377.2|DHYD
OG0000098	LOC6598722|XP_002023869.1|DPER	LOC111596482|XP_023166511.1|DHYD
OG0000099	LOC6600180|XP_002025279.1|DPER	LOC111595394|XP_023164864.2|DHYD
OG0000099	LOC6598378|XP_026846207.1|DPER	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD
OG0000100	LOC113565196|XP_026842416.1|DPER	LOC111601225|XP_023173488.1|DHYD
OG0000100	LOC6588260|XP_002013399.2|DPER	LOC111602698|XP_030078699.1|DHYD
OG0000100	LOC6587372|XP_026851254.1|DPER	LOC111593272|XP_023161711.2|DHYD
OG0000100	LOC6588656|XP_002013635.1|DPER	LOC111593249|XP_030080785.1|DHYD
OG0000101	LOC6602367|XP_026848565.1|DPER	LOC111605102|XP_023179212.1|DHYD
OG0000101	LOC6602370|XP_026848567.1|DPER	LOC115483448|XP_030081298.1|DHYD
OG0000101	LOC6602371|XP_026848545.1|DPER	LOC111605109|XP_030081823.1|DHYD
OG0000102	LOC6589981|XP_002016329.1|DPER	LOC111597672|XP_023168266.1|DHYD
OG0000102	LOC6593018|XP_002018259.1|DPER	LOC111597731|XP_023168344.2|DHYD
OG0000103	LOC6600283|XP_002025396.1|DPER, LOC6596091|XP_026845530.1|DPER	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD
OG0000103	LOC113566017|XP_026845529.1|DPER	LOC111601117|XP_023173339.2|DHYD
OG0000103	LOC6601265|XP_002026394.1|DPER	LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC6599818|XP_026847290.1|DPER	LOC111604659|XP_023178583.1|DHYD
OG0000104	LOC6593376|XP_002019042.1|DPER	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD
OG0000104	LOC6599813|XP_002024913.1|DPER	LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC113567433|XP_026851048.1|DPER	LOC111603935|XP_023177532.2|DHYD
OG0000105	LOC6591576|XP_002017405.2|DPER	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD
OG0000105	LOC6591573|XP_026849170.1|DPER	LOC111597554|XP_023168119.2|DHYD
OG0000107	LOC6590254|XP_002015884.1|DPER, LOC6603539|XP_002028510.1|DPER, LOC6590253|XP_002015883.1|DPER	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD
OG0000109	LOC6589777|XP_002014720.1|DPER, LOC6589778|XP_026844019.1|DPER, LOC6594954|XP_002020322.2|DPER	LOC111600828|XP_023172903.2|DHYD
OG0000109	LOC6596622|XP_002021630.1|DPER	LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC6597183|XP_002022328.2|DPER	LOC111602899|XP_030081123.1|DHYD
OG0000110	LOC6597184|XP_002022329.2|DPER	LOC111602896|XP_023176001.2|DHYD
OG0000110	LOC6597186|XP_002022331.1|DPER	LOC111602908|XP_030081181.1|DHYD
OG0000110	LOC6597187|XP_002022332.2|DPER	LOC111602891|XP_023175994.1|DHYD
OG0000111	LOC6590619|XP_002016706.1|DPER	LOC111593853|XP_023162670.1|DHYD
OG0000111	LOC6590615|XP_002016702.1|DPER, LOC6590616|XP_002016703.1|DPER	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD
OG0000112	LOC6600036|XP_002025083.2|DPER	LOC111605329|XP_023179566.2|DHYD
OG0000112	LOC113566310|XP_026847204.1|DPER	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC6588309|XP_002013782.2|DPER, LOC6588086|XP_002013767.2|DPER	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000114	LOC6595493|XP_002020598.1|DPER	LOC111603785|XP_023177294.1|DHYD
OG0000114	LOC6604575|XP_002029459.1|DPER	LOC111603782|XP_023177292.2|DHYD
OG0000114	LOC6595495|XP_002020600.1|DPER	LOC111603784|XP_023177293.1|DHYD
OG0000116	LOC6591523|XP_026847060.1|DPER	LOC111604852|XP_023178853.1|DHYD
OG0000116	LOC6591517|XP_002017065.1|DPER, LOC6591555|XP_002017064.1|DPER	LOC111604823|XP_023178815.2|DHYD
OG0000116	LOC6591521|XP_002017069.1|DPER	LOC111604866|XP_030078684.1|DHYD, LOC111604867|XP_030078683.1|DHYD, LOC111604903|XP_023178910.2|DHYD
OG0000117	LOC6597997|XP_002023222.1|DPER	LOC111600402|XP_023172250.2|DHYD
OG0000117	LOC6598029|XP_002023221.1|DPER	LOC111600404|XP_023172253.2|DHYD
OG0000117	LOC6598028|XP_002023220.1|DPER	LOC111600405|XP_023172254.1|DHYD
OG0000117	LOC6598027|XP_002023219.1|DPER	LOC111600409|XP_023172258.2|DHYD
OG0000118	LOC6599402|XP_026847098.1|DPER	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD
OG0000119	LOC6598639|XP_002023820.1|DPER	LOC111594626|XP_023163785.1|DHYD
OG0000119	LOC6598637|XP_002023818.1|DPER	LOC111594598|XP_023163731.1|DHYD
OG0000119	LOC6598638|XP_002023819.1|DPER	LOC111594582|XP_023163708.1|DHYD
OG0000120	LOC6600097|XP_002025205.2|DPER	LOC111604779|XP_023178762.1|DHYD
OG0000120	LOC6590173|XP_002016107.1|DPER	LOC111600604|XP_023172567.2|DHYD
OG0000120	LOC6597670|XP_026848895.1|DPER	LOC111603518|XP_023176910.1|DHYD
OG0000120	LOC6599516|XP_002024644.1|DPER	LOC111601088|XP_023173283.1|DHYD
OG0000121	LOC6599963|XP_002025040.1|DPER	LOC111603179|XP_023176430.1|DHYD
OG0000121	LOC6587257|XP_002013500.1|DPER	LOC111597218|XP_030080606.1|DHYD
OG0000121	LOC6587434|XP_002013499.1|DPER	LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD
OG0000122	LOC6595720|XP_002020578.1|DPER	LOC111594761|XP_023163978.2|DHYD
OG0000122	LOC6599189|XP_002024346.1|DPER	LOC111601844|XP_023174446.2|DHYD
OG0000122	LOC6592948|XP_002017692.1|DPER	LOC111604606|XP_023178487.1|DHYD
OG0000122	LOC6589395|XP_002014644.1|DPER	LOC111602177|XP_030079238.1|DHYD
OG0000123	LOC6600859|XP_002025996.1|DPER	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD
OG0000123	LOC6591748|XP_002016986.1|DPER	LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD
OG0000124	LOC6592458|XP_002017793.1|DPER	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD
OG0000124	LOC6592447|XP_002017792.2|DPER, LOC6592445|XP_026841433.1|DPER	LOC111597130|XP_023167459.2|DHYD
OG0000125	LOC6587197|XP_026840187.1|DPER	LOC111598816|XP_023170014.1|DHYD
OG0000125	LOC6587322|XP_026840529.1|DPER	LOC111596553|XP_023166598.2|DHYD
OG0000125	LOC6589945|XP_002015973.1|DPER	LOC111594119|XP_023163047.2|DHYD
OG0000126	LOC6593662|XP_026843526.1|DPER	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD
OG0000127	LOC6594438|XP_002019550.1|DPER, LOC6594439|XP_002019551.2|DPER	LOC111602713|XP_023175721.1|DHYD
OG0000127	LOC6594437|XP_002019549.1|DPER	LOC111602743|XP_023175763.2|DHYD
OG0000127	LOC6594436|XP_002019548.2|DPER	LOC111602747|XP_023175766.2|DHYD
OG0000128	LOC6591138|XP_026841346.1|DPER	LOC111604073|XP_030081308.1|DHYD
OG0000129	LOC6600225|XP_026846733.1|DPER	LOC111597362|XP_023167785.1|DHYD
OG0000129	LOC6595739|XP_002021356.1|DPER	LOC111600994|XP_023173154.2|DHYD
OG0000129	LOC113565640|XP_026844003.1|DPER	LOC111600993|XP_023173153.1|DHYD
OG0000129	LOC6604479|XP_026846732.1|DPER	LOC111597361|XP_023167784.1|DHYD
OG0000130	LOC113566721|XP_026849408.1|DPER	LOC111595665|XP_023165255.2|DHYD
OG0000130	LOC6601427|XP_026847802.1|DPER	LOC111595642|XP_023165234.2|DHYD
OG0000130	LOC6601429|XP_002026465.2|DPER, LOC6599462|XP_002024611.2|DPER	LOC111595664|XP_023165254.2|DHYD
OG0000131	LOC6587235|XP_002013890.1|DPER	LOC111594556|XP_023163679.2|DHYD
OG0000132	LOC6589424|XP_002014544.2|DPER	LOC111595014|XP_023164289.2|DHYD
OG0000132	LOC6591607|XP_002017102.1|DPER	LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC6588294|XP_002012910.1|DPER	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC6597038|XP_026845611.1|DPER	LOC111598831|XP_030078873.1|DHYD
OG0000134	LOC6596579|XP_026843085.1|DPER	LOC111601548|XP_023173960.1|DHYD
OG0000136	LOC113565174|XP_026842244.1|DPER, LOC113565244|XP_026842782.1|DPER	LOC111597401|XP_023167848.2|DHYD
OG0000137	LOC6601084|XP_026847344.1|DPER	LOC111596505|XP_023166534.1|DHYD
OG0000137	LOC6587713|XP_026840068.1|DPER	LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC6604534|XP_026847613.1|DPER	LOC111601021|XP_023173196.2|DHYD
OG0000138	LOC6594569|XP_002019588.1|DPER	LOC111603648|XP_023177095.2|DHYD
OG0000138	LOC6594570|XP_026840494.1|DPER	LOC111603646|XP_023177093.2|DHYD
OG0000138	LOC6594332|XP_002019590.1|DPER	LOC111603667|XP_023177119.1|DHYD
OG0000139	LOC6595551|XP_002020638.1|DPER, LOC6595550|XP_002020637.1|DPER	LOC111592313|XP_023160190.2|DHYD, LOC111592302|XP_023160177.2|DHYD
OG0000140	LOC6587347|XP_002013026.1|DPER	LOC111598783|XP_023169969.2|DHYD
OG0000140	LOC6600838|XP_026842581.1|DPER	LOC111603316|XP_023176608.2|DHYD
OG0000141	LOC6601434|XP_002026469.1|DPER	LOC111601723|XP_023174214.2|DHYD
OG0000141	LOC6601435|XP_002026471.1|DPER	LOC111601724|XP_023174215.1|DHYD
OG0000141	LOC6601436|XP_002026472.1|DPER	LOC111601725|XP_023174216.2|DHYD
OG0000142	LOC6592001|XP_002016826.1|DPER	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC6591470|XP_026840208.1|DPER	LOC111598639|XP_030081632.1|DHYD
OG0000142	LOC6598595|XP_026846352.1|DPER	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC6599054|XP_002024170.1|DPER	LOC111593521|XP_023162080.2|DHYD
OG0000143	LOC6599053|XP_002024169.2|DPER	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD
OG0000144	LOC6591617|XP_002017119.2|DPER	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC6598384|XP_026850061.1|DPER	LOC111596455|XP_023166450.1|DHYD
OG0000144	LOC6589307|XP_026844454.1|DPER	LOC111604000|XP_023177617.1|DHYD
OG0000145	LOC6597884|XP_026846962.1|DPER	LOC111603372|XP_023176692.1|DHYD
OG0000145	LOC6589346|XP_002015321.1|DPER	LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD
OG0000145	LOC6589344|XP_002015319.1|DPER	LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD
OG0000145	LOC6589345|XP_002015320.1|DPER	LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC6603062|XP_002028055.1|DPER	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC6588072|XP_002013315.1|DPER	LOC111594434|XP_030080605.1|DHYD
OG0000148	LOC6588718|XP_002014991.1|DPER	LOC111601105|XP_023173316.2|DHYD
OG0000148	LOC6593518|XP_002019209.2|DPER	LOC111593768|XP_023162555.2|DHYD
OG0000149	LOC6593815|XP_002019062.1|DPER	LOC111592069|XP_023159843.2|DHYD
OG0000149	LOC6599925|XP_002025053.1|DPER	LOC111593628|XP_023162265.1|DHYD
OG0000150	LOC6589040|XP_002015352.1|DPER, LOC6589039|XP_002015351.1|DPER, LOC6589038|XP_002015350.1|DPER, LOC6589037|XP_026844000.1|DPER	LOC111596269|XP_023166174.2|DHYD
OG0000151	LOC6596026|XP_026845415.1|DPER	LOC111600942|XP_023173081.2|DHYD
OG0000151	LOC6596030|XP_002021029.1|DPER	LOC115483388|XP_030081010.1|DHYD
OG0000151	LOC6596029|XP_026845638.1|DPER	LOC111595796|XP_023165454.1|DHYD
OG0000151	LOC6596008|XP_002020997.1|DPER	LOC111599240|XP_023170605.2|DHYD
OG0000152	LOC6587401|XP_002013652.1|DPER	LOC111596245|XP_023166145.2|DHYD
OG0000152	LOC6587313|XP_002013654.2|DPER	LOC111596244|XP_023166144.1|DHYD
OG0000153	LOC6588597|XP_002013631.1|DPER	LOC111593253|XP_023161680.1|DHYD
OG0000153	LOC6588624|XP_002013628.1|DPER	LOC111593270|XP_023161709.2|DHYD
