Orthogroup	DPER.longest_only	CCAP.longest_only
OG0000059	LOC6588560|XP_026851114.1|DPER, LOC6588594|XP_026851089.1|DPER, LOC6588660|XP_026843599.1|DPER, LOC6588641|XP_002013982.1|DPER, LOC6587581|XP_002013987.1|DPER, LOC6587593|XP_002013986.1|DPER, LOC6587355|XP_002013989.1|DPER	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP
OG0000060	LOC6595218|XP_026848071.1|DPER	CCAP1982_LOCUS3311|CAD6994573.1|CCAP
OG0000061	LOC6596401|XP_002021586.2|DPER	CCAP1982_LOCUS7588|CAD6999041.1|CCAP
OG0000061	LOC6596505|XP_002021579.1|DPER, LOC6596504|XP_002021578.1|DPER	CCAP1982_LOCUS7592|CAD6999045.1|CCAP
OG0000061	LOC6596398|XP_002021583.1|DPER, LOC6596397|XP_002021582.1|DPER	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP
OG0000062	LOC113565328|XP_026842921.1|DPER, LOC6597499|XP_002022647.1|DPER, LOC6597957|XP_002023160.1|DPER, LOC113565624|XP_026843917.1|DPER	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC6600252|XP_002025417.1|DPER, LOC6600250|XP_002025415.1|DPER, LOC6600251|XP_026849074.1|DPER	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC6598720|XP_002023867.2|DPER, LOC6598721|XP_002023868.1|DPER, LOC6592724|XP_026840805.1|DPER, LOC6598627|XP_002023839.1|DPER, LOC6598629|XP_002023841.1|DPER, LOC6598628|XP_002023840.1|DPER, LOC6598626|XP_002023838.1|DPER	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC6587985|XP_002013720.1|DPER	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC6600313|XP_026849051.1|DPER	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC6592947|XP_002017691.1|DPER	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC6600311|XP_002025365.2|DPER	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC6593153|XP_002018327.2|DPER	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000069	LOC113566578|XP_026848593.1|DPER, LOC113566222|XP_026846742.1|DPER	CCAP1982_LOCUS11675|CAD7003215.1|CCAP, CCAP1982_LOCUS19857|CAD7011745.1|CCAP, CCAP1982_LOCUS10171|CAD7001680.1|CCAP, CCAP1982_LOCUS5820|CAD6997179.1|CCAP
OG0000071	LOC6602203|XP_002027211.2|DPER, LOC6602202|XP_002027210.1|DPER, LOC6602204|XP_002027212.1|DPER	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC6589942|XP_002015970.1|DPER	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC6589935|XP_002015963.1|DPER	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC6589940|XP_026842218.1|DPER	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC6590059|XP_002016391.2|DPER	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC6598784|XP_026845038.1|DPER	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC6601461|XP_002026428.1|DPER	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC6599637|XP_002024747.1|DPER, LOC6599639|XP_002024749.1|DPER	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC6599638|XP_002024748.1|DPER, LOC6599640|XP_002024750.1|DPER	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC6599642|XP_002024752.1|DPER	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC6599674|XP_026847351.1|DPER	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC6592709|XP_002018511.1|DPER	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC6594922|XP_002020130.2|DPER	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC6601317|XP_026842235.1|DPER	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC6588313|XP_026850466.1|DPER	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC6589087|XP_002014969.1|DPER, LOC113565681|XP_026844239.1|DPER, LOC6589088|XP_002014970.1|DPER, LOC6589089|XP_002014971.1|DPER	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC6602128|XP_002027100.1|DPER, LOC6602151|XP_026842704.1|DPER, LOC6602152|XP_026842703.1|DPER	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC6601043|XP_026849686.1|DPER	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC6590930|XP_002016009.1|DPER, LOC6587757|XP_002012761.1|DPER	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC6588213|XP_002013604.1|DPER	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC113565890|XP_026845054.1|DPER, LOC6589605|XP_002014312.2|DPER, LOC6593873|XP_002019170.1|DPER, LOC6593874|XP_026842967.1|DPER, LOC113565380|XP_026842968.1|DPER, LOC6593875|XP_002019172.1|DPER	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC6589606|XP_002014313.2|DPER, LOC113565891|XP_026845056.1|DPER	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC6591191|XP_002015915.1|DPER	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC6600795|XP_002025966.1|DPER	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000086	LOC6589907|XP_002016516.1|DPER	CCAP1982_LOCUS22578|CAD7014579.1|CCAP
OG0000087	LOC6589273|XP_026844109.1|DPER	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC6593903|XP_002018780.1|DPER	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC6601258|XP_002026327.1|DPER	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC113565706|XP_026844403.1|DPER	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC6601937|XP_002026979.1|DPER	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC6592691|XP_002017728.1|DPER	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC6593093|XP_026842252.1|DPER	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC113566321|XP_026847263.1|DPER	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC6587436|XP_026850695.1|DPER	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC6589208|XP_002014698.1|DPER	CCAP1982_LOCUS1153|CAD6992285.1|CCAP
OG0000091	LOC6588440|XP_002013817.1|DPER	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC6588470|XP_002013826.1|DPER	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC6591879|XP_002017077.1|DPER	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC6591877|XP_002017075.1|DPER	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC6591761|XP_002017422.1|DPER, LOC6591878|XP_002017076.1|DPER	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC6588885|XP_026844631.1|DPER	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC6587848|XP_002013277.1|DPER	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC6588640|XP_002013209.1|DPER, LOC6588001|XP_002013207.1|DPER, LOC6587692|XP_002012897.1|DPER	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC6593471|XP_026843094.1|DPER	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC6598722|XP_002023869.1|DPER	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC6602368|XP_026848566.1|DPER	CCAP1982_LOCUS12876|CAD7004470.1|CCAP
OG0000101	LOC6602367|XP_026848565.1|DPER	CCAP1982_LOCUS12874|CAD7004468.1|CCAP
OG0000101	LOC6602366|XP_026848564.1|DPER	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000101	LOC6602370|XP_026848567.1|DPER	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000102	LOC6593018|XP_002018259.1|DPER	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC6600283|XP_002025396.1|DPER, LOC6596091|XP_026845530.1|DPER, LOC113566017|XP_026845529.1|DPER	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC6601265|XP_002026394.1|DPER	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC6599818|XP_026847290.1|DPER	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC6593376|XP_002019042.1|DPER	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC6599813|XP_002024913.1|DPER	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC6591576|XP_002017405.2|DPER	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC6591573|XP_026849170.1|DPER	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC6590254|XP_002015884.1|DPER, LOC6603539|XP_002028510.1|DPER, LOC6590253|XP_002015883.1|DPER	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC6596622|XP_002021630.1|DPER	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC6597184|XP_002022329.2|DPER, LOC6597186|XP_002022331.1|DPER	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC6597187|XP_002022332.2|DPER	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC6590619|XP_002016706.1|DPER, LOC6590615|XP_002016702.1|DPER, LOC6590616|XP_002016703.1|DPER	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC6593354|XP_002018820.2|DPER, LOC6588309|XP_002013782.2|DPER, LOC6588086|XP_002013767.2|DPER	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC6604575|XP_002029459.1|DPER	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC6595495|XP_002020600.1|DPER	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC6591523|XP_026847060.1|DPER	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC6591517|XP_002017065.1|DPER, LOC6591555|XP_002017064.1|DPER	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC6591522|XP_002017070.1|DPER, LOC6591520|XP_002017068.1|DPER, LOC6591521|XP_002017069.1|DPER	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC6597997|XP_002023222.1|DPER	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC6598029|XP_002023221.1|DPER	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC6598028|XP_002023220.1|DPER	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC6598027|XP_002023219.1|DPER	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC6589861|XP_002015166.1|DPER	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC6598639|XP_002023820.1|DPER, LOC6598637|XP_002023818.1|DPER	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC6598638|XP_002023819.1|DPER	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC6590337|XP_002016294.1|DPER, LOC6590173|XP_002016107.1|DPER	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC6599963|XP_002025040.1|DPER	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC6595720|XP_002020578.1|DPER	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC6599189|XP_002024346.1|DPER	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC6592948|XP_002017692.1|DPER, LOC6589395|XP_002014644.1|DPER	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC6600859|XP_002025996.1|DPER, LOC6591749|XP_002016987.1|DPER, LOC6591748|XP_002016986.1|DPER	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC6587197|XP_026840187.1|DPER	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC6587322|XP_026840529.1|DPER	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC6595651|XP_002020775.1|DPER, LOC6593662|XP_026843526.1|DPER	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC6594438|XP_002019550.1|DPER, LOC6594439|XP_002019551.2|DPER, LOC6594437|XP_002019549.1|DPER	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC6594436|XP_002019548.2|DPER	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC6591138|XP_026841346.1|DPER	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000129	LOC6595739|XP_002021356.1|DPER, LOC113565640|XP_026844003.1|DPER, LOC6604479|XP_026846732.1|DPER	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC113566721|XP_026849408.1|DPER, LOC6601427|XP_026847802.1|DPER, LOC6601429|XP_002026465.2|DPER, LOC6599462|XP_002024611.2|DPER	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC6587235|XP_002013890.1|DPER	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC6589424|XP_002014544.2|DPER	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC6591607|XP_002017102.1|DPER	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC6588294|XP_002012910.1|DPER	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC6596579|XP_026843085.1|DPER	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC6601084|XP_026847344.1|DPER	CCAP1982_LOCUS11326|CAD7002858.1|CCAP
OG0000137	LOC6587713|XP_026840068.1|DPER	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC6604534|XP_026847613.1|DPER	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC6594569|XP_002019588.1|DPER, LOC6594568|XP_002019587.1|DPER, LOC6594570|XP_026840494.1|DPER, LOC6594332|XP_002019590.1|DPER	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC6601434|XP_002026469.1|DPER	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC6592001|XP_002016826.1|DPER	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC6599053|XP_002024169.2|DPER	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC6591617|XP_002017119.2|DPER	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC6589307|XP_026844454.1|DPER	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC6589346|XP_002015321.1|DPER	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC6589344|XP_002015319.1|DPER	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC6589345|XP_002015320.1|DPER	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC6603062|XP_002028055.1|DPER	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC6588072|XP_002013315.1|DPER	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000148	LOC6588718|XP_002014991.1|DPER	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC6589040|XP_002015352.1|DPER, LOC6589039|XP_002015351.1|DPER, LOC6589038|XP_002015350.1|DPER, LOC6589037|XP_026844000.1|DPER	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC6596026|XP_026845415.1|DPER	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC6596030|XP_002021029.1|DPER	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC6596029|XP_026845638.1|DPER	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC6596008|XP_002020997.1|DPER	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC6587401|XP_002013652.1|DPER, LOC6587313|XP_002013654.2|DPER	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC6588597|XP_002013631.1|DPER	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC6588624|XP_002013628.1|DPER, LOC6588591|XP_002013629.2|DPER	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC6598833|XP_026849429.1|DPER, LOC6598832|XP_026849435.1|DPER	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC113566039|XP_026845649.1|DPER	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC6597170|XP_002022348.1|DPER, LOC6597196|XP_002022341.1|DPER, LOC6597197|XP_002022342.1|DPER	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000156	LOC113566465|XP_026847953.1|DPER	CCAP1982_LOCUS6204|CAD6997566.1|CCAP
OG0000157	LOC6592443|XP_002017788.1|DPER, LOC6592446|XP_002017791.1|DPER, LOC113565052|XP_026841013.1|DPER	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC113565999|XP_026845403.1|DPER, LOC6596108|XP_002021261.2|DPER	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC6596168|XP_002021145.2|DPER	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC6598893|XP_026847869.1|DPER	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC6597048|XP_026845483.1|DPER	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC6587958|XP_002012778.1|DPER, LOC6587907|XP_002012779.1|DPER	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC6600571|XP_026847610.1|DPER	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC6603227|XP_026845349.1|DPER	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC6589167|XP_002015024.2|DPER	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC6593292|XP_002019185.1|DPER	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC6587704|XP_026840272.1|DPER	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC6592834|XP_002017686.1|DPER	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC6600875|XP_002025910.1|DPER	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC6602505|XP_002027550.1|DPER, LOC6602503|XP_026848840.1|DPER	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC6602504|XP_002027549.2|DPER	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC6588463|XP_002013457.1|DPER	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC6599645|XP_002024755.2|DPER, LOC6588226|XP_002013958.1|DPER	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC6589767|XP_026844617.1|DPER, LOC6589766|XP_002014925.1|DPER	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC6589768|XP_002014927.1|DPER	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC6598082|XP_026843556.1|DPER	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC6588676|XP_026844905.1|DPER	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC113566576|XP_026848585.1|DPER, LOC6591490|XP_026849952.1|DPER, LOC6587788|XP_026839976.1|DPER, LOC6588077|XP_026842102.1|DPER, LOC6600615|XP_026847635.1|DPER, LOC6590989|XP_026841961.1|DPER, LOC6590990|XP_026840586.1|DPER, LOC6600602|XP_026847640.1|DPER, LOC6600817|XP_026841451.1|DPER, LOC6590004|XP_002016054.1|DPER, LOC113565146|XP_026842020.1|DPER, LOC6600600|XP_002025590.2|DPER	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC6590945|XP_002016015.1|DPER	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC6590933|XP_002016012.1|DPER	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC6590910|XP_026842071.1|DPER	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC6593850|XP_002019218.1|DPER, LOC6592364|XP_002017969.1|DPER	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC6594575|XP_002019826.1|DPER	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC6592066|XP_026848234.1|DPER	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC6599669|XP_002024801.1|DPER, LOC6599665|XP_002024797.1|DPER, LOC113566346|XP_026847408.1|DPER, LOC6599662|XP_002024794.1|DPER	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000179	LOC6593033|XP_002017710.1|DPER	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC6591109|XP_026841469.1|DPER	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000180	LOC6592321|XP_002018555.1|DPER	CCAP1982_LOCUS23260|CAD7015315.1|CCAP
OG0000181	LOC6594585|XP_002019290.1|DPER	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC6587450|XP_002013053.1|DPER	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
OG0000181	LOC6598755|XP_026845471.1|DPER	CCAP1982_LOCUS2967|CAD6994205.1|CCAP
OG0000182	LOC6588239|XP_002014129.1|DPER	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP
OG0000182	LOC6587677|XP_002014128.1|DPER, LOC6588170|XP_002014127.1|DPER	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP
OG0000183	LOC6601664|XP_002026729.1|DPER, LOC6601932|XP_026848776.1|DPER	CCAP1982_LOCUS11927|CAD7003476.1|CCAP
