Orthogroup	DPER.longest_only	DVIR.longest_only
OG0000051	LOC6588071|XP_002014115.1|DPER	LOC6633160|XP_002056609.1|DVIR
OG0000051	LOC6598821|XP_026848488.1|DPER, LOC6598820|XP_002023932.1|DPER	LOC6630427|XP_002053739.1|DVIR
OG0000052	LOC6588118|XP_002013763.1|DPER, LOC6588232|XP_026849799.1|DPER	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR
OG0000052	LOC6590971|XP_002015907.1|DPER	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR
OG0000052	LOC6591184|XP_002015908.1|DPER	LOC6626911|XP_002050286.2|DVIR
OG0000053	LOC6589988|XP_002015740.1|DPER	LOC6625282|XP_002049664.3|DVIR
OG0000053	LOC6589987|XP_002015739.1|DPER	LOC6624847|XP_002049663.1|DVIR
OG0000053	LOC6589986|XP_002015738.1|DPER	LOC6624846|XP_002049662.1|DVIR
OG0000053	LOC6589985|XP_002015737.2|DPER	LOC6624845|XP_002049661.1|DVIR
OG0000053	LOC6590437|XP_002015733.2|DPER	LOC6624806|XP_002049656.1|DVIR
OG0000054	LOC6594489|XP_002019960.1|DPER, LOC6594490|XP_002019961.1|DPER	LOC6633223|XP_002056282.1|DVIR
OG0000054	LOC6594491|XP_026850312.1|DPER	LOC6629800|XP_002053376.1|DVIR
OG0000054	LOC6594493|XP_002019964.1|DPER, LOC6590894|XP_002016261.1|DPER, LOC6594492|XP_002019963.1|DPER	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR
OG0000055	LOC113567362|XP_026850717.1|DPER, LOC113566737|XP_026849496.1|DPER, LOC113566729|XP_026849439.1|DPER, LOC113567357|XP_026850699.1|DPER	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR
OG0000056	LOC6595083|XP_002020145.1|DPER	LOC6630824|XP_002054731.1|DVIR
OG0000056	LOC6595081|XP_002020143.1|DPER	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR
OG0000056	LOC6588033|XP_002012860.1|DPER, LOC6588046|XP_002012859.1|DPER	LOC6627508|XP_002052791.1|DVIR
OG0000058	LOC6593806|XP_002019273.1|DPER, LOC6593936|XP_002019265.2|DPER, LOC6590269|XP_002015472.1|DPER	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR
OG0000058	LOC6593807|XP_002019274.1|DPER	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR
OG0000058	LOC6600389|XP_002025477.1|DPER	LOC6633609|XP_002056917.1|DVIR
OG0000059	LOC6588560|XP_026851114.1|DPER	LOC6635045|XP_002058688.1|DVIR
OG0000059	LOC6588594|XP_026851089.1|DPER, LOC6588660|XP_026843599.1|DPER	LOC6635047|XP_002058690.1|DVIR
OG0000059	LOC6588641|XP_002013982.1|DPER	LOC6635046|XP_032295222.1|DVIR
OG0000059	LOC6587355|XP_002013989.1|DPER	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR
OG0000060	LOC6603233|XP_026845368.1|DPER	LOC6634791|XP_002058127.1|DVIR
OG0000060	LOC6595658|XP_002020780.1|DPER	LOC6625933|XP_002048901.1|DVIR
OG0000060	LOC6591405|XP_002017180.1|DPER	LOC6633049|XP_032289802.1|DVIR
OG0000060	LOC6595218|XP_026848071.1|DPER	LOC6632878|XP_032289764.1|DVIR
OG0000060	LOC6596974|XP_002022138.1|DPER	LOC6633466|XP_002057057.1|DVIR
OG0000061	LOC6596401|XP_002021586.2|DPER	LOC6628610|XP_002052171.1|DVIR
OG0000061	LOC6596505|XP_002021579.1|DPER, LOC6596504|XP_002021578.1|DPER	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR
OG0000061	LOC6596398|XP_002021583.1|DPER	LOC6628612|XP_002052173.2|DVIR
OG0000061	LOC6596397|XP_002021582.1|DPER	LOC6628611|XP_002052172.1|DVIR
OG0000062	LOC113565328|XP_026842921.1|DPER	LOC6630621|XP_002053750.1|DVIR
OG0000062	LOC6597499|XP_002022647.1|DPER	LOC6632062|XP_002055617.1|DVIR
OG0000062	LOC113565624|XP_026843917.1|DPER	LOC6634206|XP_002057799.2|DVIR
OG0000063	LOC6591531|XP_002017317.1|DPER, LOC6591530|XP_002017316.1|DPER	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR
OG0000063	LOC6600252|XP_002025417.1|DPER	LOC6623822|XP_002047823.1|DVIR
OG0000063	LOC6600250|XP_002025415.1|DPER	LOC26531302|XP_015031723.1|DVIR
OG0000063	LOC6600251|XP_026849074.1|DPER	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR
OG0000065	LOC6598720|XP_002023867.2|DPER	LOC6629926|XP_002054327.2|DVIR
OG0000065	LOC6598721|XP_002023868.1|DPER, LOC6592724|XP_026840805.1|DPER, LOC6598627|XP_002023839.1|DPER, LOC6598629|XP_002023841.1|DPER, LOC6598628|XP_002023840.1|DPER, LOC6598626|XP_002023838.1|DPER	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR
OG0000066	LOC6591665|XP_002016994.1|DPER, LOC6588399|XP_002012948.2|DPER	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR
OG0000066	LOC6593739|XP_002018997.1|DPER	LOC6629133|XP_002051575.1|DVIR
OG0000066	LOC6594244|XP_002019977.1|DPER	LOC6632483|XP_002056296.1|DVIR
OG0000066	LOC6599208|XP_002024332.1|DPER	LOC6631952|XP_002055404.1|DVIR
OG0000066	LOC6597988|XP_002023084.2|DPER	LOC6636077|XP_002059608.1|DVIR
OG0000067	LOC6587985|XP_002013720.1|DPER	LOC6632379|XP_002056002.1|DVIR
OG0000067	LOC6600313|XP_026849051.1|DPER	LOC6623824|XP_002047391.1|DVIR
OG0000067	LOC6592947|XP_002017691.1|DPER	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR
OG0000067	LOC6600311|XP_002025365.2|DPER	LOC6623938|XP_002047390.1|DVIR
OG0000067	LOC6599619|XP_026849500.1|DPER	LOC6623911|XP_002046867.1|DVIR
OG0000068	LOC6595219|XP_026850489.1|DPER, LOC113564897|XP_026839974.1|DPER, LOC6595222|XP_026849095.1|DPER, LOC6593500|XP_002019163.2|DPER	LOC6626486|XP_015029513.1|DVIR
OG0000068	LOC6597733|XP_026846914.1|DPER	LOC6631686|XP_032295536.1|DVIR
OG0000069	LOC6593153|XP_002018327.2|DPER	LOC6627146|XP_002048958.2|DVIR
OG0000070	LOC6593928|XP_002019257.1|DPER	LOC6628714|XP_002051332.1|DVIR
OG0000070	LOC6600003|XP_026849240.1|DPER	LOC6631435|XP_002054957.2|DVIR
OG0000070	LOC6593930|XP_002019259.1|DPER	LOC6628614|XP_002051334.1|DVIR
OG0000070	LOC6593929|XP_002019258.1|DPER	LOC6628613|XP_002051333.1|DVIR
OG0000071	LOC113566413|XP_026847671.1|DPER	LOC6623560|XP_002048623.2|DVIR
OG0000071	LOC6602203|XP_002027211.2|DPER	LOC6622067|XP_002047717.2|DVIR
OG0000071	LOC6602202|XP_002027210.1|DPER	LOC6622389|XP_032290781.1|DVIR
OG0000071	LOC6602204|XP_002027212.1|DPER	LOC116650646|XP_032290782.1|DVIR
OG0000072	LOC6589942|XP_002015970.1|DPER	LOC6635857|XP_002059479.1|DVIR
OG0000072	LOC6589935|XP_002015963.1|DPER	LOC6627108|XP_002050848.2|DVIR
OG0000072	LOC6589940|XP_026842218.1|DPER	LOC6627106|XP_002050846.1|DVIR
OG0000073	LOC6590059|XP_002016391.2|DPER	LOC6625785|XP_002049583.1|DVIR
OG0000073	LOC6596773|XP_026845891.1|DPER	LOC6634684|XP_032289237.1|DVIR
OG0000073	LOC6598784|XP_026845038.1|DPER	LOC6635019|XP_015024910.1|DVIR
OG0000074	LOC6601461|XP_002026428.1|DPER	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR
OG0000074	LOC6595912|XP_002021058.1|DPER	LOC6623893|XP_002046826.2|DVIR
OG0000075	LOC6599641|XP_026849541.1|DPER	LOC6623483|XP_002048200.1|DVIR
OG0000075	LOC6599637|XP_002024747.1|DPER, LOC6599639|XP_002024749.1|DPER	LOC6623521|XP_002048202.1|DVIR
OG0000075	LOC6599638|XP_002024748.1|DPER, LOC6599640|XP_002024750.1|DPER	LOC6622654|XP_002048201.1|DVIR
OG0000075	LOC6599642|XP_002024752.1|DPER	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR
OG0000076	LOC6599674|XP_026847351.1|DPER	LOC6636598|XP_015023834.1|DVIR
OG0000076	LOC6592161|XP_002017347.1|DPER, LOC6592159|XP_026850722.1|DPER	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR
OG0000076	LOC6597369|XP_002022410.2|DPER	LOC6632148|XP_002055757.3|DVIR
OG0000076	LOC6597368|XP_002022409.1|DPER	LOC6631560|XP_002055437.1|DVIR
OG0000077	LOC6592709|XP_002018511.1|DPER	LOC6627101|XP_002049944.1|DVIR
OG0000077	LOC6594922|XP_002020130.2|DPER	LOC6629945|XP_002053003.1|DVIR
OG0000077	LOC6601317|XP_026842235.1|DPER	LOC6624992|XP_002049450.1|DVIR
OG0000077	LOC6588313|XP_026850466.1|DPER	LOC6631157|XP_002054511.2|DVIR
OG0000078	LOC6590621|XP_002016708.1|DPER	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR
OG0000078	LOC6595620|XP_026844510.1|DPER, LOC6592106|XP_002017289.1|DPER, LOC6596196|XP_002021125.1|DPER	LOC6622767|XP_002048006.1|DVIR
OG0000078	LOC6594273|XP_026849445.1|DPER	LOC6632525|XP_002056424.2|DVIR
OG0000078	LOC6599452|XP_002024516.1|DPER	LOC6632017|XP_002055232.3|DVIR
OG0000078	LOC6598424|XP_002023602.1|DPER	LOC6631517|XP_002055314.1|DVIR
OG0000079	LOC6589087|XP_002014969.1|DPER, LOC113565681|XP_026844239.1|DPER	LOC26531450|XP_015028936.1|DVIR
OG0000079	LOC6589088|XP_002014970.1|DPER	LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR
OG0000079	LOC6589089|XP_002014971.1|DPER	LOC6628022|XP_002052522.2|DVIR
OG0000079	LOC6589086|XP_002014968.1|DPER	LOC6628021|XP_002052521.1|DVIR
OG0000080	LOC6602128|XP_002027100.1|DPER, LOC6602151|XP_026842704.1|DPER, LOC6602152|XP_026842703.1|DPER	LOC6635875|XP_002059348.1|DVIR
OG0000080	LOC6601604|XP_026841767.1|DPER	LOC6625499|XP_002049016.1|DVIR
OG0000081	LOC6601044|XP_002026132.2|DPER, LOC6601043|XP_026849686.1|DPER	LOC6622786|XP_002047047.2|DVIR
OG0000082	LOC6590930|XP_002016009.1|DPER	LOC6624944|XP_002050224.1|DVIR
OG0000082	LOC6587757|XP_002012761.1|DPER	LOC6631012|XP_032295246.1|DVIR
OG0000082	LOC6588213|XP_002013604.1|DPER	LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC113565890|XP_026845054.1|DPER, LOC6589605|XP_002014312.2|DPER, LOC6593873|XP_002019170.1|DPER, LOC6593874|XP_026842967.1|DPER, LOC113565380|XP_026842968.1|DPER, LOC6593875|XP_002019172.1|DPER	LOC6624533|XP_002047646.1|DVIR
OG0000083	LOC6589606|XP_002014313.2|DPER, LOC113565891|XP_026845056.1|DPER	LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC6591191|XP_002015915.1|DPER	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC6600795|XP_002025966.1|DPER	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC6602085|XP_002027163.1|DPER	LOC6625945|XP_015029990.1|DVIR
OG0000086	LOC6589907|XP_002016516.1|DPER	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC6589273|XP_026844109.1|DPER	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC6593903|XP_002018780.1|DPER	LOC6633896|XP_002057589.1|DVIR
OG0000087	LOC6589141|XP_002014431.1|DPER	LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC6601258|XP_002026327.1|DPER	LOC6624854|XP_002049202.1|DVIR
OG0000088	LOC6593404|XP_002018858.2|DPER	LOC6628498|XP_002051493.2|DVIR
OG0000088	LOC6591475|XP_002017466.2|DPER	LOC6623155|XP_015030407.1|DVIR
OG0000088	LOC6590413|XP_002016426.1|DPER, LOC6590414|XP_002016427.1|DPER	LOC26531309|XP_015031726.1|DVIR
OG0000088	LOC6591474|XP_002017465.1|DPER	LOC6623099|XP_002048556.1|DVIR
OG0000089	LOC113565706|XP_026844403.1|DPER	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC6601937|XP_002026979.1|DPER	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC6592691|XP_002017728.1|DPER	LOC6625113|XP_002049287.1|DVIR
OG0000090	LOC6593093|XP_026842252.1|DPER	LOC6625413|XP_002049290.1|DVIR
OG0000090	LOC113566321|XP_026847263.1|DPER	LOC6622878|XP_002046497.1|DVIR
OG0000090	LOC6601034|XP_002026122.2|DPER	LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC6587436|XP_026850695.1|DPER	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC6589208|XP_002014698.1|DPER	LOC6627714|XP_002051636.1|DVIR
OG0000091	LOC6588440|XP_002013817.1|DPER	LOC6632846|XP_002056244.1|DVIR
OG0000091	LOC6588470|XP_002013826.1|DPER	LOC6632847|XP_002056245.1|DVIR
OG0000092	LOC6591879|XP_002017077.1|DPER	LOC6630632|XP_002053630.3|DVIR
OG0000092	LOC6591877|XP_002017075.1|DPER	LOC6630635|XP_002053633.1|DVIR
OG0000092	LOC6591761|XP_002017422.1|DPER, LOC6591878|XP_002017076.1|DPER	LOC6630634|XP_002053632.1|DVIR
OG0000093	LOC6588885|XP_026844631.1|DPER	LOC6627672|XP_002051948.1|DVIR
OG0000093	LOC6597406|XP_002022414.1|DPER	LOC6631541|XP_002055065.2|DVIR
OG0000094	LOC6600289|XP_026849039.1|DPER	LOC6623745|XP_002047834.1|DVIR
OG0000094	LOC6587848|XP_002013277.1|DPER	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000096	LOC6588640|XP_002013209.1|DPER	LOC6633088|XP_002056271.1|DVIR
OG0000096	LOC6588001|XP_002013207.1|DPER	LOC6633047|XP_002056270.1|DVIR
OG0000096	LOC6587692|XP_002012897.1|DPER	LOC6633089|XP_002056272.1|DVIR
OG0000096	LOC6593471|XP_026843094.1|DPER	LOC6628330|XP_002051202.1|DVIR
OG0000098	LOC6598722|XP_002023869.1|DPER	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR
OG0000099	LOC6600180|XP_002025279.1|DPER	LOC6626032|XP_002049608.1|DVIR
OG0000099	LOC6600179|XP_002025278.2|DPER	LOC6633367|XP_032296645.1|DVIR
OG0000099	LOC6598378|XP_026846207.1|DPER	LOC6633490|XP_015025434.1|DVIR
OG0000100	LOC113565196|XP_026842416.1|DPER	LOC26530999|XP_015030268.1|DVIR
OG0000100	LOC6588260|XP_002013399.2|DPER	LOC6629837|XP_002054537.2|DVIR
OG0000100	LOC6587372|XP_026851254.1|DPER	LOC6630168|XP_002054788.2|DVIR
OG0000100	LOC6588656|XP_002013635.1|DPER	LOC6630165|XP_002054785.1|DVIR
OG0000101	LOC6602368|XP_026848566.1|DPER	LOC6622499|XP_032291169.1|DVIR
OG0000101	LOC6602370|XP_026848567.1|DPER	LOC6622530|XP_015030654.1|DVIR
OG0000101	LOC6602371|XP_026848545.1|DPER	LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC6589981|XP_002016329.1|DPER	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC6593018|XP_002018259.1|DPER	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC6600283|XP_002025396.1|DPER, LOC6596091|XP_026845530.1|DPER	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR
OG0000103	LOC113566017|XP_026845529.1|DPER	LOC6623703|XP_002046809.1|DVIR
OG0000103	LOC6601265|XP_002026394.1|DPER	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC6599818|XP_026847290.1|DPER	LOC6623499|XP_002046233.3|DVIR
OG0000104	LOC6593376|XP_002019042.1|DPER	LOC6634072|XP_002057874.1|DVIR
OG0000104	LOC6599813|XP_002024913.1|DPER	LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC113567433|XP_026851048.1|DPER	LOC6634229|XP_002057740.1|DVIR
OG0000105	LOC6591576|XP_002017405.2|DPER	LOC6631244|XP_002053645.1|DVIR
OG0000105	LOC6591573|XP_026849170.1|DPER	LOC6631241|XP_032293557.1|DVIR
OG0000107	LOC6590254|XP_002015884.1|DPER, LOC6603539|XP_002028510.1|DPER, LOC6590253|XP_002015883.1|DPER	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR
OG0000109	LOC6589777|XP_002014720.1|DPER, LOC6589778|XP_026844019.1|DPER, LOC6594954|XP_002020322.2|DPER	LOC6628484|XP_002052031.2|DVIR
OG0000109	LOC6596622|XP_002021630.1|DPER	LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC6597183|XP_002022328.2|DPER	LOC6622405|XP_002046654.1|DVIR
OG0000110	LOC6597184|XP_002022329.2|DPER	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR
OG0000110	LOC6597186|XP_002022331.1|DPER	LOC6622454|XP_002046656.2|DVIR
OG0000110	LOC6597187|XP_002022332.2|DPER	LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC6590619|XP_002016706.1|DPER	LOC6625186|XP_002049119.1|DVIR
OG0000111	LOC6590615|XP_002016702.1|DPER, LOC6590616|XP_002016703.1|DPER	LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC6600036|XP_002025083.2|DPER	LOC6631730|XP_002055577.1|DVIR
OG0000112	LOC113566310|XP_026847204.1|DPER	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC6588309|XP_002013782.2|DPER, LOC6588086|XP_002013767.2|DPER	LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR
OG0000114	LOC6595493|XP_002020598.1|DPER	LOC6627890|XP_002052296.1|DVIR
OG0000114	LOC6604575|XP_002029459.1|DPER	LOC6627889|XP_002052295.1|DVIR
OG0000114	LOC6595495|XP_002020600.1|DPER	LOC6627888|XP_002052294.1|DVIR
OG0000116	LOC6591523|XP_026847060.1|DPER	LOC6630742|XP_002053203.1|DVIR
OG0000116	LOC6591517|XP_002017065.1|DPER, LOC6591555|XP_002017064.1|DPER	LOC6630740|XP_002053201.1|DVIR
OG0000116	LOC6591521|XP_002017069.1|DPER	LOC6630741|XP_002053202.1|DVIR
OG0000117	LOC6598029|XP_002023221.1|DPER	LOC6633971|XP_002057479.1|DVIR
OG0000117	LOC6598028|XP_002023220.1|DPER	LOC6633970|XP_002057478.1|DVIR
OG0000117	LOC6598027|XP_002023219.1|DPER	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC6599402|XP_026847098.1|DPER	LOC6627951|XP_002051424.1|DVIR
OG0000119	LOC6598637|XP_002023818.1|DPER	LOC6632723|XP_002056046.1|DVIR
OG0000119	LOC6598638|XP_002023819.1|DPER	LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC6600097|XP_002025205.2|DPER	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC6590173|XP_002016107.1|DPER	LOC6625102|XP_002050121.1|DVIR
OG0000120	LOC6597670|XP_026848895.1|DPER	LOC6635721|XP_002059158.1|DVIR
OG0000120	LOC6599516|XP_002024644.1|DPER	LOC6622041|XP_002046464.1|DVIR
OG0000121	LOC6599963|XP_002025040.1|DPER	LOC6632053|XP_002055250.1|DVIR
OG0000121	LOC6587257|XP_002013500.1|DPER	LOC6630360|XP_002054040.1|DVIR
OG0000121	LOC6587434|XP_002013499.1|DPER	LOC6630940|XP_032295844.1|DVIR
OG0000122	LOC6595720|XP_002020578.1|DPER	LOC6628202|XP_002052211.2|DVIR
OG0000122	LOC6599189|XP_002024346.1|DPER	LOC6635441|XP_002058981.1|DVIR
OG0000122	LOC6592948|XP_002017692.1|DPER	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR
OG0000122	LOC6589395|XP_002014644.1|DPER	LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC6600859|XP_002025996.1|DPER	LOC6626378|XP_002050355.1|DVIR
OG0000123	LOC6591748|XP_002016986.1|DPER	LOC6633191|XP_032289496.1|DVIR
OG0000124	LOC6592458|XP_002017793.1|DPER	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR
OG0000124	LOC6592447|XP_002017792.2|DPER, LOC6592445|XP_026841433.1|DPER	LOC6625762|XP_002049873.1|DVIR
OG0000124	LOC6592444|XP_026841435.1|DPER	LOC26530619|XP_015030228.1|DVIR, LOC6626200|XP_015029349.1|DVIR
OG0000125	LOC6587197|XP_026840187.1|DPER	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC6587322|XP_026840529.1|DPER	LOC6632605|XP_015026066.1|DVIR
OG0000125	LOC6589945|XP_002015973.1|DPER	LOC6627104|XP_002050844.2|DVIR
OG0000126	LOC6593662|XP_026843526.1|DPER	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC6594438|XP_002019550.1|DPER, LOC6594439|XP_002019551.2|DPER	LOC6632494|XP_002056447.1|DVIR
OG0000127	LOC6594437|XP_002019549.1|DPER	LOC6632493|XP_002056446.1|DVIR
OG0000127	LOC6594436|XP_002019548.2|DPER	LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC6591138|XP_026841346.1|DPER	LOC6625639|XP_002050309.2|DVIR
OG0000128	LOC6591137|XP_002015931.1|DPER	LOC6634932|XP_002058443.1|DVIR
OG0000129	LOC6600225|XP_026846733.1|DPER	LOC6633554|XP_002057251.1|DVIR
OG0000129	LOC6595739|XP_002021356.1|DPER	LOC6623097|XP_002048662.1|DVIR
OG0000129	LOC113565640|XP_026844003.1|DPER	LOC6623858|XP_002048663.1|DVIR
OG0000129	LOC6604479|XP_026846732.1|DPER	LOC6633555|XP_002057252.1|DVIR
OG0000130	LOC113566721|XP_026849408.1|DPER	LOC6623290|XP_002047305.2|DVIR
OG0000130	LOC6601427|XP_026847802.1|DPER	LOC6623408|XP_002047299.1|DVIR
OG0000130	LOC6601429|XP_002026465.2|DPER, LOC6599462|XP_002024611.2|DPER	LOC6622176|XP_002047304.1|DVIR
OG0000131	LOC6587235|XP_002013890.1|DPER	LOC6632894|XP_015026057.1|DVIR
OG0000132	LOC6589424|XP_002014544.2|DPER	LOC6628376|XP_002052628.1|DVIR
OG0000132	LOC6591607|XP_002017102.1|DPER	LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC6588294|XP_002012910.1|DPER	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC6597038|XP_026845611.1|DPER	LOC6633468|XP_002057059.1|DVIR
OG0000134	LOC6596579|XP_026843085.1|DPER	LOC6629234|XP_032294008.1|DVIR
OG0000136	LOC113565174|XP_026842244.1|DPER, LOC113565244|XP_026842782.1|DPER	LOC6629430|XP_032295424.1|DVIR
OG0000137	LOC6601084|XP_026847344.1|DPER	LOC6636844|XP_032291502.1|DVIR
OG0000137	LOC6587713|XP_026840068.1|DPER	LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC6604534|XP_026847613.1|DPER	LOC6623869|XP_002046853.1|DVIR
OG0000138	LOC6594569|XP_002019588.1|DPER	LOC6629259|XP_032295167.1|DVIR
OG0000138	LOC6594570|XP_026840494.1|DPER	LOC6629610|XP_002054675.3|DVIR
OG0000138	LOC6594332|XP_002019590.1|DPER	LOC6629608|XP_002054673.2|DVIR
OG0000139	LOC6595551|XP_002020638.1|DPER, LOC6595550|XP_002020637.1|DPER	LOC6623530|XP_002047325.1|DVIR, LOC116650758|XP_032291326.1|DVIR, LOC6623382|XP_032290418.1|DVIR
OG0000140	LOC6587347|XP_002013026.1|DPER	LOC6630875|XP_002054323.2|DVIR
OG0000140	LOC6600838|XP_026842581.1|DPER	LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR
OG0000141	LOC6601434|XP_002026469.1|DPER	LOC6624242|XP_002046959.2|DVIR
OG0000141	LOC6601435|XP_002026471.1|DPER	LOC6624546|XP_002046960.1|DVIR
OG0000141	LOC6601436|XP_002026472.1|DPER	LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC6592001|XP_002016826.1|DPER	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC6591470|XP_026840208.1|DPER	LOC6636755|XP_032296696.1|DVIR
OG0000142	LOC6598595|XP_026846352.1|DPER	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC6599054|XP_002024170.1|DPER	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC6599053|XP_002024169.2|DPER	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC6591617|XP_002017119.2|DPER	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC6598384|XP_026850061.1|DPER	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC6589307|XP_026844454.1|DPER	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC6597884|XP_026846962.1|DPER	LOC6631571|XP_002055558.2|DVIR
OG0000145	LOC6589346|XP_002015321.1|DPER	LOC6627695|XP_002052255.1|DVIR
OG0000145	LOC6589344|XP_002015319.1|DPER	LOC6627697|XP_002052257.1|DVIR
OG0000145	LOC6589345|XP_002015320.1|DPER	LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC6603062|XP_002028055.1|DPER	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC6588072|XP_002013315.1|DPER	LOC6634949|XP_002058537.1|DVIR
OG0000148	LOC6588718|XP_002014991.1|DPER	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC6593518|XP_002019209.2|DPER	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC6593815|XP_002019062.1|DPER	LOC6627743|XP_002051297.1|DVIR
OG0000149	LOC6599925|XP_002025053.1|DPER	LOC6634481|XP_002058158.1|DVIR
