Orthogroup	CQUI.longest_only	DHYD.longest_only
OG0000654	LOC6039542|XP_038121287.1|CQUI	LOC111603693|XP_023177150.1|DHYD
OG0000655	LOC6041337|XP_001850614.2|CQUI	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD, LOC111599045|XP_023170329.2|DHYD
OG0000656	LOC6051101|XP_038116957.1|CQUI	LOC111592027|XP_023159790.1|DHYD
OG0000657	LOC6041310|XP_001850590.2|CQUI	LOC111595742|XP_023165364.2|DHYD, LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD
OG0000658	LOC6037018|XP_038108424.1|CQUI	LOC111598305|XP_023169261.1|DHYD, LOC111599566|XP_023171003.1|DHYD, LOC115483783|XP_030081897.1|DHYD
OG0000659	LOC6036999|XP_001846964.1|CQUI	LOC111603964|XP_023177569.1|DHYD, LOC111600442|XP_023172305.1|DHYD
OG0000660	LOC6053861|XP_001869873.1|CQUI	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD, LOC111603769|XP_023177271.1|DHYD, LOC111605531|XP_023179859.2|DHYD, LOC111605535|XP_023179866.2|DHYD
OG0000661	LOC6033622|XP_001844049.2|CQUI	LOC111592855|XP_023161063.1|DHYD, LOC111605558|XP_023179894.1|DHYD
OG0000662	LOC6052557|XP_038120537.1|CQUI	LOC111601559|XP_023173969.1|DHYD, LOC111601892|XP_023174503.2|DHYD
OG0000663	LOC6039520|XP_001849122.2|CQUI	LOC111604609|XP_023178491.2|DHYD
OG0000664	LOC6046260|XP_038114809.1|CQUI	LOC111604049|XP_023177674.1|DHYD
OG0000665	LOC6048712|XP_001865588.1|CQUI	LOC111598581|XP_023169654.2|DHYD, LOC111598579|XP_023169652.2|DHYD
OG0000666	LOC6054798|XP_038119012.1|CQUI	LOC111593572|XP_023162205.2|DHYD, LOC111602846|XP_023175926.2|DHYD
OG0000667	LOC6046897|XP_038119403.1|CQUI	LOC111598417|XP_023169427.1|DHYD, LOC111602966|XP_023176114.1|DHYD
OG0000668	LOC6046395|XP_038118170.1|CQUI	LOC111598601|XP_023169685.1|DHYD, LOC111594606|XP_023163749.1|DHYD
OG0000669	LOC119770724|XP_038122042.1|CQUI	LOC111591900|XP_023159576.1|DHYD, LOC111591886|XP_023159558.2|DHYD
OG0000670	LOC6046815|XP_038111687.1|CQUI	LOC111593648|XP_023162296.2|DHYD, LOC111604066|XP_023177700.1|DHYD
OG0000671	LOC6038345|XP_001848160.1|CQUI	LOC111598756|XP_023169935.2|DHYD, LOC111601493|XP_023173848.2|DHYD
OG0000672	LOC6043037|XP_038113688.1|CQUI	LOC111592356|XP_023160280.1|DHYD, LOC111596738|XP_023166837.1|DHYD, LOC111596730|XP_023166830.2|DHYD
OG0000673	LOC6034544|XP_001844844.1|CQUI	LOC111597231|XP_023167631.1|DHYD, LOC111604509|XP_023178372.1|DHYD
OG0000677	LOC119771220|XP_038122896.1|CQUI	LOC111599803|XP_023171352.1|DHYD, LOC111600224|XP_023172018.1|DHYD
OG0000678	LOC6049218|XP_001866018.1|CQUI	LOC111602520|XP_023175375.2|DHYD
OG0000679	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI	LOC111595374|XP_023164838.2|DHYD
OG0000680	LOC6040463|XP_038110968.1|CQUI	LOC111595942|XP_023165676.1|DHYD, LOC111595941|XP_023165673.2|DHYD
OG0000681	LOC6034420|XP_038105001.1|CQUI	LOC111594580|XP_023163705.1|DHYD, LOC111598183|XP_023169049.1|DHYD
OG0000683	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI	LOC111596499|XP_023166528.2|DHYD
OG0000684	LOC6048395|XP_001865319.1|CQUI	LOC111604568|XP_023178437.1|DHYD, LOC111601528|XP_023173925.1|DHYD
OG0000685	LOC6037400|XP_038114905.1|CQUI	LOC111602608|XP_023175536.1|DHYD
OG0000686	LOC6051596|XP_038120199.1|CQUI	LOC111601542|XP_023173984.2|DHYD, LOC111600187|XP_023171963.2|DHYD
OG0000687	LOC6035321|XP_001845536.1|CQUI	LOC111593265|XP_023161704.1|DHYD, LOC111599286|XP_023170653.1|DHYD
OG0000688	LOC6040659|XP_038115242.1|CQUI	LOC111605369|XP_023179617.1|DHYD
OG0000689	LOC119769612|XP_038118657.1|CQUI	LOC111597704|XP_023168310.1|DHYD, LOC111597687|XP_023168287.1|DHYD
OG0000690	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI	LOC111593629|XP_023162267.2|DHYD
OG0000691	LOC6038874|XP_038122076.1|CQUI	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD, LOC111592340|XP_023160236.1|DHYD
OG0000692	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI	LOC111604703|XP_023178644.2|DHYD
OG0000694	LOC6047733|XP_038120382.1|CQUI	LOC111604055|XP_023177683.2|DHYD, LOC111592784|XP_023160955.1|DHYD
OG0000695	LOC6043622|XP_038113841.1|CQUI	LOC111602263|XP_023175026.1|DHYD, LOC111602370|XP_023175153.2|DHYD
OG0000696	LOC6034106|XP_001844471.1|CQUI	LOC111595766|XP_023165416.1|DHYD
OG0000697	LOC6037877|XP_001847743.2|CQUI	LOC111593002|XP_023161295.1|DHYD, LOC111596362|XP_023166327.1|DHYD
OG0000698	LOC6054309|XP_038113357.1|CQUI	LOC111605526|XP_023179855.2|DHYD, LOC111605545|XP_023179875.2|DHYD
OG0000699	LOC6031882|XP_038111805.1|CQUI	LOC111600984|XP_023173147.1|DHYD, LOC111600074|XP_023171782.2|DHYD
OG0000700	LOC6045669|XP_038108368.1|CQUI	LOC111599175|XP_023170526.2|DHYD, LOC111596079|XP_023165904.2|DHYD
OG0000701	LOC6050972|XP_038112604.1|CQUI	LOC111595753|XP_023165383.1|DHYD, LOC111600219|XP_023172009.2|DHYD
OG0000702	LOC6052432|XP_038117603.1|CQUI	LOC111604979|XP_023179045.2|DHYD, LOC111604983|XP_030078632.1|DHYD
OG0000703	LOC6035033|XP_038122275.1|CQUI	LOC111600361|XP_023172203.2|DHYD, LOC111595619|XP_023165193.2|DHYD
OG0000704	LOC6038164|XP_038120107.1|CQUI	LOC111594254|XP_030081774.1|DHYD, LOC111597912|XP_023168621.2|DHYD
OG0000705	LOC6052245|XP_038115015.1|CQUI	LOC111603688|XP_023177138.1|DHYD
OG0000706	LOC6046887|XP_038117985.1|CQUI	LOC111600594|XP_023172555.2|DHYD, LOC111597324|XP_030080082.1|DHYD
OG0000707	LOC6045804|XP_038117453.1|CQUI	LOC111593471|XP_023162004.1|DHYD, LOC111594052|XP_023162935.1|DHYD
OG0000708	LOC6037569|XP_038120474.1|CQUI	LOC111594167|XP_023163121.2|DHYD, LOC111605158|XP_030079396.1|DHYD
OG0000709	LOC6039218|XP_038117369.1|CQUI	LOC111601979|XP_023174628.2|DHYD, LOC111596813|XP_023166947.1|DHYD
OG0000710	LOC6031510|XP_001842300.1|CQUI	LOC111602767|XP_023175798.1|DHYD, LOC111605361|XP_023179608.1|DHYD
OG0000711	LOC6036869|XP_001846852.1|CQUI	LOC111597480|XP_023167999.1|DHYD, LOC111602032|XP_023174699.1|DHYD
OG0000712	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI	LOC111602079|XP_023174779.1|DHYD, LOC111602078|XP_023174777.1|DHYD
OG0000713	LOC6049870|XP_001866561.1|CQUI	LOC111594533|XP_023163638.2|DHYD, LOC111598556|XP_023169618.1|DHYD
OG0000714	LOC6045584|XP_038113889.1|CQUI	LOC111603141|XP_023176384.2|DHYD, LOC111599537|XP_023170964.2|DHYD
OG0000715	LOC119767953|XP_038113953.1|CQUI	LOC111603330|XP_023176632.2|DHYD
OG0000716	LOC6040190|XP_001849640.2|CQUI	LOC111591885|XP_023159557.1|DHYD, LOC111604303|XP_023178102.1|DHYD
OG0000724	LOC6042711|XP_001870728.1|CQUI	LOC111598361|XP_023169342.1|DHYD, LOC111597395|XP_023167839.1|DHYD
OG0000726	LOC6035562|XP_038104583.1|CQUI	LOC111603439|XP_023176791.2|DHYD, LOC111603423|XP_023176776.2|DHYD
OG0000727	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI	LOC111596208|XP_023166089.2|DHYD, LOC111596201|XP_030080823.1|DHYD
OG0000730	LOC6031123|XP_001841967.1|CQUI	LOC111603318|XP_030079654.1|DHYD, LOC111596307|XP_030080540.1|DHYD
OG0000731	LOC6043928|XP_001861511.1|CQUI	LOC111599468|XP_023170909.2|DHYD, LOC111597709|XP_023168317.2|DHYD
OG0000732	LOC6041983|XP_001851156.1|CQUI	LOC111594874|XP_023164122.1|DHYD, LOC111594873|XP_023164119.1|DHYD
OG0000733	LOC6047563|XP_001864598.2|CQUI	LOC111595239|XP_023164645.2|DHYD, LOC111601687|XP_023174161.1|DHYD
OG0000734	LOC6052234|XP_038116578.1|CQUI	LOC111597535|XP_023168081.2|DHYD
OG0000735	LOC6044469|XP_001861983.1|CQUI	LOC111593485|XP_023162014.1|DHYD, LOC111603872|XP_023177447.2|DHYD
OG0000736	LOC6037099|XP_038112503.1|CQUI	LOC111603989|XP_030079038.1|DHYD, LOC111604008|XP_023177632.2|DHYD
OG0000738	LOC6036448|XP_001846499.1|CQUI	LOC111599329|XP_023170718.1|DHYD, LOC111603947|XP_023177545.2|DHYD
OG0000739	LOC6036343|XP_038110352.1|CQUI	LOC111599568|XP_023171008.1|DHYD, LOC111599567|XP_023171005.1|DHYD
OG0000740	LOC6045778|XP_038107229.1|CQUI	LOC111602803|XP_030080183.1|DHYD
OG0000740	LOC6038854|XP_038113339.1|CQUI	LOC111592038|XP_030081565.1|DHYD
OG0000741	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI	LOC111595576|XP_030080375.1|DHYD, LOC111594076|XP_030080042.1|DHYD
OG0000742	LOC6046871|XP_038115688.1|CQUI	LOC111593044|XP_023161381.2|DHYD, LOC111593026|XP_023161346.2|DHYD
OG0000743	LOC6050273|XP_001866910.2|CQUI	LOC111595385|XP_023164852.2|DHYD, LOC111594398|XP_023163437.2|DHYD
OG0000744	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI	LOC111600028|XP_023171711.2|DHYD, LOC115483369|XP_030080936.1|DHYD, LOC111596984|XP_023167236.2|DHYD
OG0000746	LOC6043117|XP_001855912.2|CQUI	LOC111604126|XP_023177811.1|DHYD
OG0000753	LOC6048959|XP_038122824.1|CQUI	LOC111601406|XP_023173732.2|DHYD, LOC111600487|XP_023172382.2|DHYD
OG0000754	LOC6049897|XP_001866577.2|CQUI	LOC111598326|XP_023169292.2|DHYD, LOC111600192|XP_023171969.2|DHYD
OG0000756	LOC6046145|XP_001863379.2|CQUI	LOC111600842|XP_023172915.1|DHYD
OG0000757	LOC6046554|XP_038118070.1|CQUI	LOC111594214|XP_023163181.1|DHYD, LOC111604493|XP_023178352.1|DHYD
OG0000758	LOC6040607|XP_038119298.1|CQUI	LOC111604669|XP_023178599.2|DHYD, LOC111604667|XP_023178596.1|DHYD
OG0000761	LOC6033760|XP_038107373.1|CQUI	LOC111592650|XP_023160762.2|DHYD, LOC111592651|XP_023160767.2|DHYD
OG0000762	LOC6037908|XP_001847768.1|CQUI	LOC111598979|XP_023170247.1|DHYD, LOC111599345|XP_023170743.2|DHYD
OG0000764	LOC6039471|XP_038122347.1|CQUI	LOC111605326|XP_030080107.1|DHYD
OG0000765	LOC6049633|XP_038120394.1|CQUI	LOC111592450|XP_023160403.1|DHYD, LOC111601888|XP_023174498.2|DHYD
OG0000766	LOC6046669|XP_001863836.1|CQUI	LOC111593770|XP_023162558.2|DHYD, LOC111598124|XP_023168951.1|DHYD
OG0000767	LOC6033818|XP_001844213.2|CQUI	LOC111603555|XP_023176956.2|DHYD, LOC111605085|XP_023179189.2|DHYD
OG0000768	LOC6037757|XP_038118780.1|CQUI	LOC111592326|XP_023160219.1|DHYD
OG0000769	LOC6036915|XP_001846890.2|CQUI	LOC111602937|XP_030080831.1|DHYD, LOC111596866|XP_023167077.1|DHYD
OG0000770	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI	LOC111595314|XP_023164737.2|DHYD
OG0000771	LOC6037662|XP_038113592.1|CQUI	LOC111601570|XP_023173987.1|DHYD
OG0000778	LOC6038198|XP_038117770.1|CQUI	LOC111598269|XP_023169214.2|DHYD, LOC111598537|XP_023169593.2|DHYD
OG0000779	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI	LOC111603369|XP_023176688.1|DHYD
OG0000780	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD
OG0000781	LOC6037941|XP_038110485.1|CQUI	LOC111605606|XP_023179989.1|DHYD, LOC111597617|XP_023168184.2|DHYD
OG0000782	LOC6034796|XP_038114655.1|CQUI	LOC111599810|XP_023171364.1|DHYD, LOC111596880|XP_023167097.1|DHYD
OG0000783	LOC6034787|XP_001845060.1|CQUI	LOC111597765|XP_023168390.1|DHYD, LOC111603539|XP_023176981.1|DHYD
OG0000784	LOC6052698|XP_038104428.1|CQUI	LOC111605186|XP_023179351.2|DHYD, LOC111601828|XP_023174422.1|DHYD
OG0000785	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI	LOC111599617|XP_023171077.2|DHYD
OG0000786	LOC6037507|XP_038107901.1|CQUI	LOC111603492|XP_023176864.1|DHYD
OG0000787	LOC6035614|XP_001845763.1|CQUI	LOC111605676|XP_023180110.2|DHYD
OG0000788	LOC6045925|XP_001863200.1|CQUI	LOC111602901|XP_023176006.1|DHYD
OG0000789	LOC6047537|XP_001864587.2|CQUI	LOC111602289|XP_023175057.2|DHYD
OG0000790	LOC119767740|XP_038113035.1|CQUI	LOC111595996|XP_023165763.1|DHYD, LOC111595995|XP_023165760.1|DHYD
OG0000791	LOC6036471|XP_001846521.1|CQUI	LOC111604253|XP_023178009.1|DHYD
OG0000792	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI	LOC111595832|XP_023165507.2|DHYD
OG0000793	LOC6046063|XP_001863318.1|CQUI	LOC111596696|XP_023166780.1|DHYD
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC111593988|XP_023162847.2|DHYD
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC111604041|XP_023177664.1|DHYD, LOC111598502|XP_023169536.2|DHYD
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC111602793|XP_023175834.1|DHYD, LOC111598156|XP_023169009.1|DHYD
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC111603429|XP_023176782.1|DHYD
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC111599738|XP_023171266.1|DHYD, LOC111599668|XP_023171141.2|DHYD
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC111602034|XP_023174701.1|DHYD
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC111593229|XP_023161653.1|DHYD
OG0000802	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD
OG0000803	LOC6036009|XP_001846113.1|CQUI	LOC111601618|XP_023174056.2|DHYD, LOC111597531|XP_023168076.1|DHYD
OG0000811	LOC6032795|XP_001843334.2|CQUI	LOC111598739|XP_023169906.2|DHYD, LOC111605280|XP_023179492.2|DHYD
OG0000812	LOC6031005|XP_038117373.1|CQUI	LOC111600182|XP_023171953.1|DHYD
OG0000813	LOC6036541|XP_001846586.2|CQUI	LOC111599215|XP_030080392.1|DHYD
OG0000814	LOC6042898|XP_038118763.1|CQUI	LOC111594183|XP_023163134.1|DHYD
OG0000815	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI	LOC111599074|XP_023170372.2|DHYD
OG0000816	LOC6036458|XP_001846508.1|CQUI	LOC111602802|XP_023175862.2|DHYD
OG0000817	LOC6041737|XP_001850957.1|CQUI	LOC111600289|XP_023172109.1|DHYD, LOC111600290|XP_023172110.2|DHYD
OG0000819	LOC6051147|XP_038117088.1|CQUI	LOC111602423|XP_030079873.1|DHYD, LOC111602412|XP_023175211.1|DHYD
OG0000820	LOC6038086|XP_038108938.1|CQUI	LOC111601041|XP_023173262.1|DHYD, LOC111600099|XP_023171828.1|DHYD
OG0000821	LOC6036623|XP_001846651.2|CQUI	LOC111596653|XP_023166726.2|DHYD, LOC111595515|XP_023165063.1|DHYD
OG0000822	LOC6036736|XP_001846735.2|CQUI	LOC111599008|XP_023170290.1|DHYD
OG0000830	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI	LOC111593439|XP_023161958.2|DHYD
OG0000831	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI	LOC111594304|XP_023163310.2|DHYD
OG0000832	LOC6038039|XP_001847884.1|CQUI	LOC111594011|XP_023162876.1|DHYD, LOC111603652|XP_023177103.2|DHYD
OG0000833	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI	LOC111592289|XP_023160160.2|DHYD
OG0000834	LOC6049792|XP_001866498.2|CQUI	LOC111597801|XP_023168453.2|DHYD, LOC111597802|XP_023168455.1|DHYD
OG0000836	LOC6033191|XP_038110903.1|CQUI	LOC111603869|XP_023177444.1|DHYD
OG0000837	LOC6046885|XP_038117989.1|CQUI	LOC111604060|XP_023177694.1|DHYD
OG0000838	LOC6039707|XP_001849263.2|CQUI	LOC111605537|XP_023179868.1|DHYD
OG0000839	LOC6032544|XP_001843124.2|CQUI	LOC111604820|XP_023178810.2|DHYD, LOC111601448|XP_023173792.2|DHYD
OG0000840	LOC6033814|XP_001844211.2|CQUI	LOC111592527|XP_023160599.2|DHYD, LOC111593987|XP_023162845.1|DHYD
OG0000841	LOC6043584|XP_038118851.1|CQUI	LOC111598493|XP_023169523.2|DHYD
OG0000842	LOC6052627|XP_038111165.1|CQUI	LOC111600736|XP_023172780.1|DHYD
OG0000843	LOC6052901|XP_001869081.2|CQUI	LOC111600100|XP_030081241.1|DHYD
OG0000844	LOC6040955|XP_038108140.1|CQUI	LOC111603601|XP_023177028.1|DHYD
OG0000845	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI	LOC111602427|XP_023175234.2|DHYD
OG0000854	LOC6041770|XP_001850988.2|CQUI	LOC111596711|XP_023166799.1|DHYD
OG0000855	LOC6040439|XP_038111121.1|CQUI	LOC111596692|XP_023167190.1|DHYD
OG0000856	LOC6042751|XP_038104746.1|CQUI	LOC111605741|XP_030078605.1|DHYD
OG0000857	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI	LOC111600183|XP_023171956.2|DHYD
OG0000858	LOC6033717|XP_001844137.2|CQUI	LOC111594489|XP_023163566.2|DHYD
OG0000860	LOC6032867|XP_038115886.1|CQUI	LOC111591932|XP_023159631.2|DHYD
OG0000861	LOC6037309|XP_001847235.1|CQUI	LOC111593891|XP_023162726.2|DHYD
OG0000862	LOC6043976|XP_001861556.2|CQUI	LOC111597955|XP_023168687.1|DHYD
OG0000863	LOC6044024|XP_038115592.1|CQUI	LOC111603621|XP_023177059.2|DHYD, LOC111593340|XP_023161819.2|DHYD, LOC111594125|XP_023163055.1|DHYD
OG0000864	LOC6041419|XP_038113943.1|CQUI	LOC111593452|XP_023161977.2|DHYD
OG0000865	LOC6032934|XP_038112958.1|CQUI	LOC115482964|XP_030079343.1|DHYD, LOC111598443|XP_023169452.2|DHYD, LOC111603467|XP_023176824.2|DHYD
OG0000866	LOC6041493|XP_038110702.1|CQUI	LOC111595850|XP_023165528.2|DHYD
OG0000867	LOC6050061|XP_001866728.2|CQUI	LOC111598972|XP_023170234.2|DHYD, LOC111594407|XP_023163451.1|DHYD
OG0000868	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI	LOC111604964|XP_023179016.1|DHYD
OG0000869	LOC119767364|XP_038111763.1|CQUI	LOC111603414|XP_023176764.2|DHYD, LOC111603419|XP_023176769.1|DHYD, LOC111603417|XP_023176766.1|DHYD, LOC111603430|XP_023176783.2|DHYD, LOC111603418|XP_023176768.2|DHYD
OG0000871	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI	LOC111595570|XP_023165135.1|DHYD
OG0000872	LOC6038131|XP_001847929.1|CQUI	LOC111595960|XP_023165700.1|DHYD, LOC111600085|XP_023171792.1|DHYD
OG0000873	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI	LOC111600930|XP_030078651.1|DHYD
OG0000874	LOC6037196|XP_038109655.1|CQUI	LOC111593252|XP_023161684.2|DHYD
OG0000875	LOC6040537|XP_038110191.1|CQUI	LOC111601340|XP_023173637.1|DHYD, LOC111598850|XP_023170053.1|DHYD, LOC111592327|XP_023160220.1|DHYD
OG0000882	LOC6051045|XP_038104452.1|CQUI	LOC111596542|XP_023166582.1|DHYD
OG0000885	LOC6048168|XP_001865124.1|CQUI, LOC6048169|XP_001865125.1|CQUI, LOC6048170|XP_001865126.1|CQUI	LOC111601408|XP_023173734.1|DHYD
OG0000887	LOC6052421|XP_038120936.1|CQUI, LOC6052420|XP_038121806.1|CQUI, LOC6039002|XP_001848684.2|CQUI	LOC111593634|XP_023162274.2|DHYD
OG0000888	LOC6036591|XP_038115396.1|CQUI, LOC6036581|XP_038118642.1|CQUI	LOC111596521|XP_030081178.1|DHYD, LOC111601464|XP_023173813.2|DHYD
OG0000889	LOC6033544|XP_001843978.2|CQUI	LOC111597555|XP_023168120.1|DHYD
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC111604129|XP_023177817.2|DHYD
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC111601133|XP_023173368.1|DHYD
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC111605703|XP_023180149.1|DHYD
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC111603400|XP_030081730.1|DHYD
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC111592386|XP_023160329.2|DHYD, LOC111603565|XP_023176979.1|DHYD
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC111602033|XP_030079545.1|DHYD
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC111600102|XP_023171831.1|DHYD
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC111602822|XP_023175898.1|DHYD
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC111596877|XP_023167093.2|DHYD, LOC111601296|XP_023173576.1|DHYD
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC111595624|XP_023165202.1|DHYD
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC111593528|XP_023162089.1|DHYD
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC111593570|XP_023162200.1|DHYD
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC111600704|XP_023172729.2|DHYD
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC111596228|XP_030080351.1|DHYD
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC111598523|XP_030081590.1|DHYD, LOC111599399|XP_030079268.1|DHYD
OG0000918	LOC6053853|XP_038107451.1|CQUI	LOC111594098|XP_023163018.2|DHYD
OG0000920	LOC6037854|XP_038106185.1|CQUI, LOC119766065|XP_038106368.1|CQUI, LOC6037857|XP_001847730.2|CQUI, LOC6037858|XP_038106186.1|CQUI, LOC119765965|XP_038106190.1|CQUI, LOC119765963|XP_038106188.1|CQUI, LOC119765964|XP_038106189.1|CQUI, LOC6039737|XP_001849288.1|CQUI	LOC111600229|XP_023172024.1|DHYD
OG0000921	LOC119770129|XP_038120407.1|CQUI, LOC6032513|XP_038120403.1|CQUI	LOC111593394|XP_030079432.1|DHYD
OG0000922	LOC6035826|XP_001845946.2|CQUI	LOC111596016|XP_023165808.1|DHYD
OG0000923	LOC6039960|XP_001849453.1|CQUI	LOC111604969|XP_023179027.2|DHYD
OG0000924	LOC6052729|XP_038108922.1|CQUI	LOC111598118|XP_023168943.2|DHYD
OG0000925	LOC6037245|XP_038114185.1|CQUI, LOC6037244|XP_001847173.1|CQUI	LOC111602003|XP_023174659.1|DHYD
OG0000935	LOC6041293|XP_038115420.1|CQUI	LOC111603562|XP_023176970.2|DHYD
OG0000936	LOC6044999|XP_001862423.1|CQUI	LOC111600846|XP_023172918.1|DHYD, LOC111605035|XP_023179138.1|DHYD
OG0000937	LOC6047549|XP_038122304.1|CQUI, LOC6038645|XP_038109622.1|CQUI	LOC111603287|XP_023176568.2|DHYD
OG0000938	LOC6041884|XP_001851080.1|CQUI	LOC111598130|XP_023168959.1|DHYD
OG0000939	LOC6044428|XP_001861946.1|CQUI	LOC111592903|XP_023161118.1|DHYD
OG0000941	LOC6049171|XP_001865978.1|CQUI	LOC111594257|XP_023163246.1|DHYD, LOC111595857|XP_023165540.1|DHYD
OG0000942	LOC6050303|XP_001866931.2|CQUI	LOC111594382|XP_023163416.2|DHYD
OG0000943	LOC6036204|XP_038120020.1|CQUI	LOC111600602|XP_023172564.1|DHYD
OG0000944	LOC6038238|XP_038118238.1|CQUI	LOC111605014|XP_023179111.1|DHYD, LOC111601506|XP_023173868.1|DHYD
OG0000945	LOC6040018|XP_001849494.2|CQUI	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD
OG0000946	LOC6044471|XP_038106712.1|CQUI, LOC6041548|XP_038107584.1|CQUI	LOC111599327|XP_023170716.2|DHYD
OG0000947	LOC6034360|XP_001844678.1|CQUI, LOC6034379|XP_038109332.1|CQUI, LOC6034378|XP_038109331.1|CQUI, LOC6034359|XP_001844677.2|CQUI	LOC111600133|XP_023171873.2|DHYD
