Orthogroup	CQUI.longest_only	BCOP.longest_only
OG0000056	LOC6046589|XP_038114917.1|CQUI, LOC6046586|XP_001863762.1|CQUI, LOC6046588|XP_001863763.1|CQUI	LOC119075842|XP_037038285.1|BCOP, LOC119069079|XP_037028851.1|BCOP, LOC119070819|XP_037031210.1|BCOP, LOC119077330|XP_037040408.1|BCOP, LOC119083576|XP_037049217.1|BCOP, LOC119072255|XP_037033333.1|BCOP, LOC119080728|XP_037045140.1|BCOP, LOC119073796|XP_037035427.1|BCOP, LOC119076770|XP_037039620.1|BCOP, LOC119078571|XP_037042041.1|BCOP, LOC119080735|XP_037045174.1|BCOP, LOC119084316|XP_037050135.1|BCOP
OG0000057	LOC119766168|XP_038106507.1|CQUI	LOC119082293|XP_037047662.1|BCOP
OG0000057	LOC119769777|XP_038119303.1|CQUI	LOC119077205|XP_037040283.1|BCOP
OG0000058	LOC6045941|XP_001863218.2|CQUI, LOC6049584|XP_001866314.2|CQUI, LOC119770688|XP_038121949.1|CQUI, LOC6049585|XP_001866315.2|CQUI, LOC6045940|XP_001863217.1|CQUI, LOC6045939|XP_001863216.2|CQUI	LOC119080858|XP_037045328.1|BCOP
OG0000060	LOC6052719|XP_038111213.1|CQUI	LOC119068417|XP_037027881.1|BCOP
OG0000060	LOC6034874|XP_038108204.1|CQUI	LOC119069761|XP_037029789.1|BCOP
OG0000061	LOC6034211|XP_001844564.2|CQUI, LOC6034202|XP_038108803.1|CQUI	LOC119067640|XP_037026635.1|BCOP, LOC119079107|XP_037042821.1|BCOP, LOC119078167|XP_037041537.1|BCOP, LOC119076906|XP_037039818.1|BCOP, LOC119085000|XP_037051067.1|BCOP
OG0000064	LOC119766898|XP_038109227.1|CQUI, LOC6032658|XP_038104168.1|CQUI, LOC119765271|XP_038104730.1|CQUI	LOC119072676|XP_037033846.1|BCOP, LOC119084722|XP_037050692.1|BCOP, LOC119081134|XP_037045774.1|BCOP, LOC119085665|XP_037052008.1|BCOP
OG0000067	LOC6051936|XP_038110342.1|CQUI, LOC6032295|XP_038111782.1|CQUI, LOC6032296|XP_001842932.2|CQUI	LOC119084735|XP_037050703.1|BCOP, LOC119072217|XP_037033292.1|BCOP, LOC119085607|XP_037051925.1|BCOP
OG0000067	LOC6032826|XP_038121454.1|CQUI	LOC119076438|XP_037039101.1|BCOP
OG0000068	LOC6036588|XP_038118645.1|CQUI, LOC6036586|XP_001846619.2|CQUI, LOC6042516|XP_001851810.2|CQUI, LOC6042515|XP_038108176.1|CQUI, LOC6042514|XP_001851807.2|CQUI	LOC119084165|XP_037049915.1|BCOP
OG0000068	LOC6036917|XP_001846892.2|CQUI	LOC119072059|XP_037033087.1|BCOP, LOC119067027|XP_037025654.1|BCOP
OG0000070	LOC6037947|XP_001847798.2|CQUI, LOC6037948|XP_001847799.2|CQUI	LOC119071237|XP_037031965.1|BCOP
OG0000071	LOC119766520|XP_038107045.1|CQUI	LOC119066621|XP_037025073.1|BCOP, LOC119075170|XP_037037491.1|BCOP
OG0000071	LOC6035460|XP_038107044.1|CQUI, LOC6035462|XP_001845648.2|CQUI, LOC6044126|XP_001861681.2|CQUI	LOC119077499|XP_037040619.1|BCOP, LOC119080663|XP_037044988.1|BCOP, LOC119072693|XP_037033860.1|BCOP
OG0000071	LOC6035447|XP_001845634.1|CQUI	LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP
OG0000073	LOC6036627|XP_001846655.1|CQUI	LOC119072039|XP_037033052.1|BCOP
OG0000073	LOC6046963|XP_038105849.1|CQUI	LOC119070609|XP_037030924.1|BCOP
OG0000073	LOC6034716|XP_038105946.1|CQUI, LOC6034713|XP_038105974.1|CQUI	LOC119067527|XP_037026453.1|BCOP
OG0000073	LOC6042684|XP_038116667.1|CQUI	LOC119085615|XP_037051934.1|BCOP
OG0000074	LOC6032868|XP_001843393.1|CQUI, LOC6032869|XP_001843394.2|CQUI, LOC6032872|XP_038117359.1|CQUI, LOC119768790|XP_038115896.1|CQUI, LOC119768789|XP_038115895.1|CQUI, LOC6049339|XP_001866118.2|CQUI, LOC119769377|XP_038117358.1|CQUI, LOC6049343|XP_038117357.1|CQUI, LOC6049341|XP_001866122.2|CQUI, LOC6032899|XP_001843424.2|CQUI, LOC6032870|XP_001843395.2|CQUI, LOC6043916|XP_001861478.2|CQUI, LOC6032877|XP_001843402.2|CQUI, LOC6032878|XP_038115901.1|CQUI, LOC119768791|XP_038115897.1|CQUI, LOC6032830|XP_001843365.2|CQUI	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC6037261|XP_038121511.1|CQUI, LOC6037263|XP_001847191.2|CQUI, LOC6037266|XP_001847194.2|CQUI, LOC119770532|XP_038121512.1|CQUI, LOC6037267|XP_001847195.2|CQUI, LOC6037265|XP_001847193.1|CQUI	LOC119066796|XP_037025355.1|BCOP
OG0000076	LOC6052885|XP_038117932.1|CQUI	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC119770103|XP_038120268.1|CQUI	LOC119068533|XP_037028044.1|BCOP
OG0000077	LOC6034293|XP_038107616.1|CQUI	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC119766730|XP_038108150.1|CQUI	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC6034296|XP_038108770.1|CQUI	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC6035184|XP_038117374.1|CQUI	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC6049605|XP_038114648.1|CQUI	LOC119072413|XP_037033522.1|BCOP
OG0000080	LOC6033299|XP_001843765.2|CQUI, LOC6052278|XP_038114013.1|CQUI	LOC119082209|XP_037047551.1|BCOP, LOC119080227|XP_037044368.1|BCOP
OG0000080	LOC6037192|XP_001847123.2|CQUI	LOC119071114|XP_037031655.1|BCOP
OG0000080	LOC6051411|XP_001867853.2|CQUI	LOC119071117|XP_037031661.1|BCOP
OG0000080	LOC6039848|XP_001849353.1|CQUI, LOC6036493|XP_001846542.2|CQUI, LOC6036492|XP_001846541.1|CQUI, LOC6036497|XP_038105714.1|CQUI, LOC6036496|XP_001846545.2|CQUI	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC6036554|XP_038117118.1|CQUI	LOC119066627|XP_037025085.1|BCOP, LOC119075064|XP_037037353.1|BCOP
OG0000081	LOC119767488|XP_038112134.1|CQUI, LOC119766215|XP_038106582.1|CQUI, LOC119767474|XP_038112079.1|CQUI, LOC6048831|XP_038114225.1|CQUI, LOC119770322|XP_038120914.1|CQUI, LOC6050169|XP_038109602.1|CQUI	LOC119080801|XP_037045266.1|BCOP
OG0000081	LOC6031300|XP_038114779.1|CQUI	LOC119077978|XP_037041256.1|BCOP, LOC119079546|XP_037043429.1|BCOP, LOC119082960|XP_037048502.1|BCOP, LOC119082961|XP_037048503.1|BCOP, LOC119082962|XP_037048504.1|BCOP, LOC119066874|XP_037025443.1|BCOP, LOC119066603|XP_037025061.1|BCOP, LOC119083562|XP_037049185.1|BCOP, LOC119069899|XP_037030006.1|BCOP, LOC119080371|XP_037044567.1|BCOP
OG0000082	LOC6041263|XP_038117473.1|CQUI, LOC6044163|XP_001861715.1|CQUI	LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC6049436|XP_038110738.1|CQUI, LOC6049432|XP_001866193.2|CQUI	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP, LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC6037438|XP_001847352.2|CQUI	LOC119085264|XP_037051509.1|BCOP
OG0000084	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI, LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI, LOC6037611|XP_038121017.1|CQUI, LOC6039554|XP_038121068.1|CQUI	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC6043932|XP_001861515.1|CQUI	LOC119078404|XP_037041802.1|BCOP, LOC119075491|XP_037037853.1|BCOP, LOC119078406|XP_037041805.1|BCOP, LOC119075492|XP_037037854.1|BCOP, LOC119082788|XP_037048277.1|BCOP, LOC119079916|XP_037043902.1|BCOP, LOC119073099|XP_037034308.1|BCOP, LOC119077221|XP_037040300.1|BCOP
OG0000085	LOC6043704|XP_001861330.2|CQUI	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC6046855|XP_001863974.2|CQUI	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI	LOC119075763|XP_037038198.1|BCOP, LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC6044343|XP_001861873.1|CQUI	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000089	LOC6032552|XP_001843131.2|CQUI, LOC6052838|XP_038121869.1|CQUI, LOC6042540|XP_038119675.1|CQUI	LOC119085328|XP_037051605.1|BCOP
OG0000090	LOC6048426|XP_038107457.1|CQUI	LOC119078560|XP_037042023.1|BCOP
OG0000090	LOC6048423|XP_038106295.1|CQUI	LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC6043421|XP_001858976.2|CQUI, LOC6043422|XP_001858981.2|CQUI	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC6031518|XP_038110050.1|CQUI	LOC119070006|XP_037030164.1|BCOP
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP
OG0000094	LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC119081968|XP_037047175.1|BCOP
OG0000095	LOC119768985|XP_038116780.1|CQUI, LOC119767931|XP_038113881.1|CQUI, LOC119769601|XP_038118615.1|CQUI, LOC119769410|XP_038117611.1|CQUI, LOC119770324|XP_038120919.1|CQUI, LOC119770734|XP_038122068.1|CQUI, LOC119766181|XP_038106540.1|CQUI, LOC119766251|XP_038106618.1|CQUI, LOC119769331|XP_038117270.1|CQUI, LOC119770517|XP_038121457.1|CQUI, LOC119770756|XP_038122132.1|CQUI, LOC119770359|XP_038120999.1|CQUI, LOC119766446|XP_038106929.1|CQUI, LOC119766006|XP_038106252.1|CQUI, LOC119769197|XP_038117039.1|CQUI, LOC119766412|XP_038106874.1|CQUI, LOC119769027|XP_038116837.1|CQUI, LOC119769878|XP_038119586.1|CQUI, LOC119766468|XP_038106954.1|CQUI	LOC119068814|XP_037028486.1|BCOP
OG0000098	LOC6043060|XP_001855216.2|CQUI, LOC6043061|XP_001855221.2|CQUI, LOC6043062|XP_001855226.2|CQUI, LOC6043058|XP_001855209.2|CQUI, LOC6043064|XP_038110526.1|CQUI, LOC6043063|XP_038110529.1|CQUI, LOC6043057|XP_001855204.2|CQUI, LOC6042688|XP_001870709.2|CQUI, LOC6043069|XP_001855260.2|CQUI, LOC6043068|XP_001855257.2|CQUI, LOC6036778|XP_001846774.2|CQUI, LOC6034167|XP_001844468.2|CQUI, LOC6043065|XP_001855237.2|CQUI, LOC6043067|XP_038110530.1|CQUI	LOC119076678|XP_037039470.1|BCOP, LOC119078741|XP_037042332.1|BCOP
OG0000099	LOC6042279|XP_038116741.1|CQUI, LOC6048005|XP_001864973.2|CQUI	LOC119079068|XP_037042772.1|BCOP, LOC119080441|XP_037044699.1|BCOP
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000115	LOC119769006|XP_038116806.1|CQUI, LOC119769062|XP_038116882.1|CQUI, LOC119769300|XP_038117204.1|CQUI, LOC119770503|XP_038121428.1|CQUI, LOC119767757|XP_038113112.1|CQUI, LOC119769036|XP_038116847.1|CQUI, LOC119768898|XP_038116610.1|CQUI, LOC119770514|XP_038121445.1|CQUI, LOC119768934|XP_038116682.1|CQUI, LOC119768953|XP_038116721.1|CQUI, LOC119768578|XP_038114539.1|CQUI, LOC119768960|XP_038116731.1|CQUI, LOC119766209|XP_038106571.1|CQUI, LOC119766471|XP_038106957.1|CQUI, LOC119770116|XP_038120368.1|CQUI, LOC119769253|XP_038117117.1|CQUI, LOC119767398|XP_038111831.1|CQUI, LOC119768979|XP_038116773.1|CQUI, LOC119770429|XP_038121252.1|CQUI, LOC119769087|XP_038116918.1|CQUI, LOC119766175|XP_038106534.1|CQUI, LOC119766067|XP_038106370.1|CQUI, LOC119768902|XP_038116615.1|CQUI, LOC119766513|XP_038107030.1|CQUI, LOC119769021|XP_038116830.1|CQUI, LOC119766262|XP_038106630.1|CQUI, LOC119765938|XP_038106143.1|CQUI, LOC119766332|XP_038106741.1|CQUI, LOC119769159|XP_038116990.1|CQUI, LOC119770232|XP_038120614.1|CQUI, LOC119770238|XP_038120627.1|CQUI, LOC119765981|XP_038106218.1|CQUI, LOC119766230|XP_038106597.1|CQUI, LOC119768959|XP_038116730.1|CQUI, LOC119766174|XP_038106533.1|CQUI, LOC119769088|XP_038116919.1|CQUI, LOC119766139|XP_038106467.1|CQUI, LOC119769596|XP_038118601.1|CQUI, LOC119769973|XP_038119853.1|CQUI, LOC119770115|XP_038120358.1|CQUI, LOC119769326|XP_038117263.1|CQUI, LOC119769350|XP_038117313.1|CQUI, LOC119766163|XP_038106501.1|CQUI, LOC119766492|XP_038107002.1|CQUI, LOC119766358|XP_038106779.1|CQUI, LOC119765947|XP_038106156.1|CQUI	LOC119072021|XP_037033034.1|BCOP
OG0000117	LOC6044863|XP_001862308.2|CQUI	LOC119075248|XP_037037542.1|BCOP
OG0000117	LOC6044862|XP_001862307.2|CQUI	LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC6035055|XP_038118246.1|CQUI, LOC119765545|XP_038105568.1|CQUI, LOC6053503|XP_038107385.1|CQUI, LOC6053501|XP_038107384.1|CQUI, LOC6053502|XP_001869575.2|CQUI, LOC6050728|XP_038115049.1|CQUI, LOC6045048|XP_038110978.1|CQUI, LOC6052145|XP_038110752.1|CQUI, LOC6052144|XP_038110429.1|CQUI, LOC6052150|XP_038113155.1|CQUI, LOC6052147|XP_038113874.1|CQUI, LOC119767869|XP_038113545.1|CQUI, LOC6052143|XP_038112795.1|CQUI, LOC6052148|XP_038112796.1|CQUI, LOC6033945|XP_038110866.1|CQUI, LOC6033947|XP_038110875.1|CQUI, LOC6033948|XP_001844337.2|CQUI	LOC119069243|XP_037029191.1|BCOP, LOC119073673|XP_037035178.1|BCOP
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000133	LOC119770440|XP_038121292.1|CQUI, LOC119770283|XP_038120801.1|CQUI, LOC119770622|XP_038121774.1|CQUI, LOC119765086|XP_038104146.1|CQUI, LOC119769630|XP_038118746.1|CQUI, LOC119769180|XP_038117012.1|CQUI	LOC119078344|XP_037041742.1|BCOP
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC119077122|XP_037040188.1|BCOP
OG0000135	LOC6049619|XP_001866346.2|CQUI	LOC119083265|XP_037048841.1|BCOP, LOC119078024|XP_037041326.1|BCOP, LOC119078036|XP_037041342.1|BCOP, LOC119078035|XP_037041341.1|BCOP, LOC119078026|XP_037041331.1|BCOP
OG0000135	LOC6044713|XP_038118460.1|CQUI, LOC6031850|XP_001842552.2|CQUI, LOC6031847|XP_001842550.2|CQUI, LOC6031845|XP_038113070.1|CQUI, LOC6031849|XP_038106751.1|CQUI, LOC6044704|XP_001862171.2|CQUI, LOC119769579|XP_038118461.1|CQUI, LOC6044706|XP_038118458.1|CQUI, LOC6044707|XP_001862174.2|CQUI, LOC6039384|XP_038116668.1|CQUI, LOC6039383|XP_038121409.1|CQUI, LOC6042036|XP_038116703.1|CQUI, LOC6042035|XP_038116704.1|CQUI, LOC6048014|XP_001864988.2|CQUI, LOC6039462|XP_001849071.2|CQUI, LOC6039463|XP_001849072.2|CQUI, LOC6039461|XP_001849070.2|CQUI, LOC6039456|XP_038116655.1|CQUI, LOC6039457|XP_001849069.2|CQUI, LOC6037306|XP_038120293.1|CQUI, LOC6039465|XP_001849074.2|CQUI, LOC6044705|XP_038116699.1|CQUI, LOC6044711|XP_038118459.1|CQUI, LOC6042061|XP_038121096.1|CQUI	LOC119073097|XP_037034306.1|BCOP
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC6035038|XP_001845280.2|CQUI	LOC119071652|XP_037032507.1|BCOP
OG0000143	LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC119084638|XP_037050601.1|BCOP
OG0000144	LOC6045050|XP_038112582.1|CQUI	LOC119084631|XP_037050594.1|BCOP
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC119066144|XP_037024335.1|BCOP
OG0000146	LOC6047124|XP_038111333.1|CQUI, LOC6047125|XP_038110970.1|CQUI, LOC6047118|XP_001864216.2|CQUI, LOC6047115|XP_001864214.2|CQUI, LOC6047112|XP_001864211.2|CQUI, LOC6047113|XP_001864212.2|CQUI, LOC6047111|XP_001864210.2|CQUI, LOC6047116|XP_001864215.2|CQUI, LOC6047108|XP_001864207.2|CQUI, LOC119766008|XP_038106254.1|CQUI, LOC6047123|XP_001864221.2|CQUI, LOC6047120|XP_001864218.2|CQUI, LOC6047121|XP_001864219.2|CQUI, LOC6047122|XP_001864220.2|CQUI, LOC6036757|XP_001846755.2|CQUI, LOC119767476|XP_038112083.1|CQUI, LOC6047119|XP_001864217.2|CQUI, LOC6036754|XP_038111578.1|CQUI, LOC6036755|XP_001846753.2|CQUI, LOC6047110|XP_001864209.2|CQUI, LOC6047127|XP_001864225.2|CQUI	LOC119074033|XP_037035870.1|BCOP
OG0000146	LOC6054684|XP_001870557.2|CQUI	LOC119079110|XP_037042826.1|BCOP, LOC119079108|XP_037042824.1|BCOP
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC119083723|XP_037049415.1|BCOP
OG0000147	LOC6040893|XP_001850221.2|CQUI	LOC119069330|XP_037029290.1|BCOP
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC6034204|XP_001844558.2|CQUI	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
