Orthogroup	CQUI.longest_only	DERE.longest_only
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC6546506|XP_026832953.1|DERE, LOC6552799|XP_001979027.1|DERE
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC6553676|XP_001980418.1|DERE
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC6555581|XP_015008726.1|DERE
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC113563952|XP_026833685.1|DERE, LOC113563950|XP_026833684.1|DERE, LOC6545510|XP_015012990.1|DERE
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC6546722|XP_001974594.1|DERE
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC6540855|XP_001970375.1|DERE, LOC6547312|XP_001976339.1|DERE
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC6545153|XP_001971583.1|DERE, LOC6546214|XP_001972909.1|DERE, LOC26526609|XP_015014313.1|DERE, LOC6547246|XP_026836375.1|DERE
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC6541678|XP_001969298.1|DERE, LOC6545266|XP_001973256.1|DERE
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC6545983|XP_001972191.2|DERE, LOC6552845|XP_001980953.1|DERE, LOC6552850|XP_001980958.2|DERE
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC6541724|XP_026834322.1|DERE, LOC6541702|XP_026835082.1|DERE
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC6542019|XP_001969959.1|DERE
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC6544572|XP_001971451.2|DERE, LOC6544308|XP_001971450.1|DERE, LOC6544307|XP_001971449.3|DERE, LOC6544306|XP_001971448.1|DERE
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC6547569|XP_001974846.1|DERE, LOC6547573|XP_001974850.1|DERE, LOC6547572|XP_026836839.1|DERE
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC6549919|XP_001978671.1|DERE, LOC6550010|XP_001977476.1|DERE, LOC113564579|XP_026838421.1|DERE, LOC6549742|XP_001978647.2|DERE
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC113564127|XP_026835137.1|DERE, LOC6549603|XP_001975736.1|DERE, LOC6552710|XP_026831517.1|DERE, LOC6549195|XP_026836393.1|DERE
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC6540738|XP_001969562.1|DERE, LOC6540920|XP_001969563.1|DERE, LOC6540785|XP_001969564.1|DERE, LOC6540760|XP_001969565.1|DERE
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC6540609|XP_001968779.3|DERE, LOC6540594|XP_001968778.1|DERE, LOC6543468|XP_001969543.1|DERE
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC6552165|XP_001980717.1|DERE, LOC6552163|XP_001980715.1|DERE, LOC6552164|XP_001980716.1|DERE
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC6555510|XP_015008783.1|DERE
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC6546603|XP_001976042.1|DERE
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC6549747|XP_001977350.1|DERE, LOC6552855|XP_001979940.1|DERE, LOC6552857|XP_026831855.1|DERE, LOC6552856|XP_001979941.1|DERE
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC6541936|XP_001968351.2|DERE, LOC6551621|XP_001977124.1|DERE, LOC6543179|XP_001969187.2|DERE, LOC6541798|XP_001968644.1|DERE
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC6548565|XP_001976637.1|DERE, LOC6553667|XP_026839511.1|DERE, LOC6553075|XP_001979096.1|DERE, LOC6553074|XP_001979095.1|DERE, LOC6553076|XP_001979097.1|DERE
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC6548499|XP_026835634.1|DERE, LOC113564261|XP_026836019.1|DERE, LOC6541590|XP_001970428.1|DERE, LOC6543273|XP_001970427.1|DERE, LOC6540959|XP_001970425.3|DERE
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC6553712|XP_001980356.1|DERE
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC6554336|XP_001981300.2|DERE, LOC6543059|XP_001968919.2|DERE
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC6553214|XP_001979216.1|DERE, LOC6553215|XP_001979217.1|DERE, LOC6553213|XP_001979215.1|DERE, LOC6553212|XP_001979214.2|DERE
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC6547674|XP_026836856.1|DERE, LOC6547673|XP_026837174.1|DERE, LOC6553622|XP_001979280.3|DERE
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC6551485|XP_001978469.1|DERE, LOC6544586|XP_001972385.1|DERE, LOC26527022|XP_015015590.1|DERE, LOC6551486|XP_001978470.2|DERE
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC6545208|XP_001972099.1|DERE, LOC6544918|XP_026833930.1|DERE
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC6541175|XP_001969759.3|DERE, LOC6541657|XP_001969760.1|DERE, LOC6551904|XP_001979665.1|DERE
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC6552776|XP_001979961.1|DERE
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC6542600|XP_001969921.1|DERE
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC6552702|XP_001979021.1|DERE
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC6544719|XP_001971526.1|DERE
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC26527006|XP_015011494.1|DERE
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC6546331|XP_001971807.1|DERE, LOC6543195|XP_001969031.3|DERE, LOC6545872|XP_001972723.1|DERE, LOC6547503|XP_026836977.1|DERE, LOC6547504|XP_001976237.1|DERE
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC6554805|XP_001981583.1|DERE
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC6545774|XP_001971641.3|DERE, LOC6545776|XP_001971643.2|DERE, LOC6545777|XP_026833843.1|DERE, LOC6545778|XP_001971645.1|DERE
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC6554784|XP_001981981.3|DERE
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC6544493|XP_001973798.3|DERE
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC6550529|XP_026837492.1|DERE
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC6546315|XP_001972823.1|DERE
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC6546316|XP_001972824.2|DERE
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC6552889|XP_001979989.2|DERE
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC6550597|XP_001978174.1|DERE
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC26525957|XP_026838622.1|DERE
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC6551708|XP_001977287.1|DERE, LOC6547581|XP_001976219.1|DERE, LOC6547583|XP_001976221.2|DERE
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC6542355|XP_001969708.2|DERE
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC6553244|XP_001979064.2|DERE, LOC6553243|XP_001979063.1|DERE
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC6541587|XP_001968573.1|DERE
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC6541249|XP_001969268.1|DERE
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC6543066|XP_001970166.1|DERE, LOC6550329|XP_001977887.1|DERE
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC6552563|XP_001979901.1|DERE, LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE, LOC26526154|XP_015014231.1|DERE
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC6544072|XP_026832725.1|DERE, LOC6544096|XP_026833302.1|DERE, LOC6544095|XP_001971436.1|DERE
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC6547270|XP_001974875.2|DERE, LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC6544265|XP_026832803.1|DERE
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC6546356|XP_001972888.2|DERE, LOC6544310|XP_026833410.1|DERE
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE, LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC6546347|XP_001970966.1|DERE, LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC6549661|XP_001978710.1|DERE, LOC6544503|XP_001971991.1|DERE
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC6547745|XP_001974999.3|DERE, LOC6547744|XP_001974998.1|DERE
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC6554354|XP_001982052.1|DERE
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC6545616|XP_001972150.2|DERE, LOC6553714|XP_001980358.1|DERE
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC6543431|XP_026834333.1|DERE
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC6542123|XP_001969351.2|DERE
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC6550361|XP_001977767.2|DERE
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC6543644|XP_026832503.1|DERE
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC6549317|XP_001974488.1|DERE, LOC6549319|XP_001974490.1|DERE
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC6543205|XP_001970653.1|DERE, LOC6541195|XP_026834803.1|DERE, LOC6546634|XP_001975850.1|DERE
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC6553921|XP_001980568.1|DERE
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC6554532|XP_026839551.1|DERE, LOC6554498|XP_001981732.3|DERE
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC6550560|XP_001977960.1|DERE
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC6554198|XP_001981464.2|DERE
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC6555794|XP_001982464.1|DERE
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC6541913|XP_026834959.1|DERE, LOC6546848|XP_026836600.1|DERE
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC6541623|XP_026834996.1|DERE
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC6554638|XP_001981553.1|DERE, LOC6555236|XP_026837473.1|DERE
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC6552781|XP_001978967.1|DERE
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC6552779|XP_001978965.1|DERE, LOC6552556|XP_001978964.1|DERE
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC6555798|XP_026838925.1|DERE, LOC6555039|XP_001981410.1|DERE, LOC6544952|XP_001971546.1|DERE, LOC6545624|XP_026832536.1|DERE
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC6541771|XP_001970177.1|DERE, LOC6541579|XP_001970178.1|DERE
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE, LOC6554316|XP_001981747.1|DERE, LOC6542827|XP_001970546.1|DERE
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC6551412|XP_001977198.3|DERE, LOC6551411|XP_001977197.2|DERE
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC6551769|XP_001980638.2|DERE, LOC6550551|XP_001977983.1|DERE, LOC6550514|XP_001977989.1|DERE
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC113564136|XP_026835269.1|DERE
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC6555551|XP_026838961.1|DERE
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC6551361|XP_026837239.1|DERE
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC6543209|XP_001970713.3|DERE, LOC6541783|XP_001970712.1|DERE
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC6553825|XP_001980520.2|DERE, LOC26527035|XP_015014385.1|DERE, LOC6545375|XP_001972624.3|DERE
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC6542922|XP_001968569.1|DERE, LOC6541216|XP_001968568.1|DERE, LOC6546371|XP_001971316.1|DERE
OG0000194	LOC119767854|XP_038113466.1|CQUI	LOC113564262|XP_026836021.1|DERE, LOC113564254|XP_026835934.1|DERE, LOC6550498|XP_001977813.1|DERE, LOC6548060|XP_026837096.1|DERE, LOC6547902|XP_026836629.1|DERE, LOC6548066|XP_001975068.3|DERE
OG0000195	LOC6041450|XP_001850708.2|CQUI	LOC6550456|XP_001977833.1|DERE, LOC6547813|XP_001976406.1|DERE
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC6555691|XP_001982419.1|DERE, LOC6546907|XP_026836838.1|DERE
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC6549581|XP_026836705.1|DERE, LOC6549570|XP_026836755.1|DERE
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC6549575|XP_015012092.1|DERE
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC6550613|XP_001978140.1|DERE
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC6550635|XP_026837415.1|DERE
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC6550636|XP_026837413.1|DERE
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC6554869|XP_026836420.1|DERE, LOC113563728|XP_026831626.1|DERE, LOC6554870|XP_026832106.1|DERE, LOC6554871|XP_001981367.1|DERE, LOC6554868|XP_026839754.1|DERE
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC6554761|XP_001982197.2|DERE, LOC6554758|XP_001982194.1|DERE
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC6551932|XP_001979676.1|DERE
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC6548188|XP_001975210.2|DERE, LOC6548190|XP_026836796.1|DERE, LOC6548189|XP_026836730.1|DERE
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC6553124|XP_001980069.1|DERE, LOC6554083|XP_001979595.1|DERE
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC6548461|XP_001976720.1|DERE
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC6548459|XP_001976718.1|DERE
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC6544924|XP_026832506.1|DERE, LOC6544922|XP_026832508.1|DERE
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC6542477|XP_001970213.2|DERE, LOC6543442|XP_001970265.1|DERE, LOC6541097|XP_001970171.1|DERE, LOC6543050|XP_001970710.1|DERE
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC6543280|XP_026834185.1|DERE, LOC6551613|XP_001978593.2|DERE
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC6553731|XP_026832112.1|DERE
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC6541947|XP_001970180.1|DERE, LOC6542011|XP_026834427.1|DERE, LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC6545488|XP_026832824.1|DERE, LOC6543147|XP_026838619.1|DERE, LOC113564604|XP_026838625.1|DERE
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC6549781|XP_001977312.1|DERE, LOC6549026|XP_001975535.1|DERE, LOC6554255|XP_001981676.3|DERE
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC6544027|XP_001973708.1|DERE, LOC6543691|XP_001973702.1|DERE
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC6543977|XP_026832612.1|DERE, LOC6550512|XP_001977987.1|DERE
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC6551104|XP_001976909.1|DERE
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC6550977|XP_001976910.1|DERE
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC6542203|XP_001970690.1|DERE, LOC6542806|XP_015014719.1|DERE, LOC6541114|XP_001970689.1|DERE
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC6544974|XP_001971571.1|DERE, LOC6545036|XP_001971568.1|DERE, LOC6545037|XP_001971569.1|DERE
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC6546627|XP_001975843.1|DERE, LOC6552613|XP_001979893.1|DERE, LOC6546626|XP_026835960.1|DERE
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC6540807|XP_001969548.1|DERE
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	LOC6548447|XP_001976665.1|DERE
OG0000225	LOC6048011|XP_038116796.1|CQUI	LOC26526626|XP_015009396.1|DERE, LOC6554836|XP_001981992.2|DERE, LOC6554837|XP_001981993.1|DERE
OG0000226	LOC6051914|XP_038112080.1|CQUI	LOC6546016|XP_001972228.1|DERE, LOC6546018|XP_001972230.1|DERE, LOC6546022|XP_001972234.2|DERE
OG0000228	LOC6035355|XP_038104411.1|CQUI	LOC6544247|XP_001973814.1|DERE, LOC6552389|XP_001978907.1|DERE, LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE
OG0000229	LOC6033009|XP_038108186.1|CQUI	LOC6554637|XP_026837444.1|DERE, LOC26526662|XP_026835008.1|DERE
OG0000229	LOC6043526|XP_038113796.1|CQUI	LOC6553508|XP_001979354.2|DERE
OG0000230	LOC6032803|XP_038119651.1|CQUI, LOC6045865|XP_001863154.2|CQUI, LOC6045866|XP_001863152.2|CQUI, LOC6045867|XP_001863153.2|CQUI, LOC6045871|XP_001863155.1|CQUI, LOC6032804|XP_001843343.2|CQUI, LOC6038924|XP_038109200.1|CQUI, LOC6032802|XP_038119653.1|CQUI, LOC6038934|XP_038109248.1|CQUI	LOC6548853|XP_026837124.1|DERE, LOC113564355|XP_026837129.1|DERE
OG0000232	LOC6034440|XP_001844755.2|CQUI	LOC6553321|XP_001980165.1|DERE, LOC6543057|XP_001970735.3|DERE, LOC6543035|XP_001970736.1|DERE
OG0000233	LOC6036502|XP_038104913.1|CQUI	LOC6554467|XP_001981303.1|DERE, LOC6554717|XP_001981079.1|DERE, LOC6554716|XP_026831736.1|DERE
OG0000234	LOC6041204|XP_001850498.1|CQUI	LOC6549556|XP_001975644.2|DERE, LOC6549555|XP_015011668.1|DERE, LOC26526377|XP_015012795.1|DERE
OG0000235	LOC6038137|XP_001847970.2|CQUI	LOC6554425|XP_001981050.1|DERE, LOC6554565|XP_001981051.1|DERE, LOC6554111|XP_001981052.1|DERE
OG0000236	LOC6041207|XP_001850501.2|CQUI	LOC6541842|XP_001968203.1|DERE, LOC6543172|XP_001968832.1|DERE, LOC6551527|XP_015010884.1|DERE
OG0000237	LOC6036222|XP_038118255.1|CQUI	LOC6542364|XP_026834004.1|DERE
OG0000238	LOC119767602|XP_038112456.1|CQUI, LOC6048793|XP_038112940.1|CQUI	LOC6548748|XP_026835779.1|DERE, LOC6548261|XP_015011984.2|DERE, LOC6548749|XP_001974106.1|DERE
OG0000239	LOC6046346|XP_038121117.1|CQUI	LOC6551925|XP_026831461.1|DERE, LOC6553144|XP_001979128.1|DERE
