Orthogroup	CQUI.longest_only	DELE.longest_only
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC108150099|XP_017133552.1|DELE, LOC108150100|XP_017133553.1|DELE, LOC108148190|XP_017130585.1|DELE
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC108134780|XP_017110717.1|DELE
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC108136339|XP_017112932.1|DELE
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC108146008|XP_017127262.1|DELE, LOC108146010|XP_017127274.1|DELE
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC108144533|XP_017124982.1|DELE
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC108145434|XP_017126345.1|DELE, LOC108147095|XP_017128871.1|DELE
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC108150149|XP_017133604.1|DELE, LOC108135601|XP_017111902.1|DELE, LOC108135599|XP_017111899.1|DELE, LOC108144606|XP_017125116.1|DELE
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC108141735|XP_017120717.1|DELE, LOC108145705|XP_017126755.1|DELE
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC108136674|XP_017113486.1|DELE, LOC108136167|XP_017112653.1|DELE, LOC108136675|XP_017113487.1|DELE, LOC108150095|XP_017133547.1|DELE, LOC108143740|XP_017123762.1|DELE, LOC108143955|XP_017124042.1|DELE, LOC108143741|XP_017123763.1|DELE
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC108135305|XP_017111479.1|DELE, LOC108135351|XP_017111532.1|DELE
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC108142109|XP_017121293.1|DELE, LOC108142059|XP_017121232.1|DELE
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC108142251|XP_017121459.1|DELE, LOC108142847|XP_017122405.1|DELE, LOC108142851|XP_017122408.1|DELE, LOC108142800|XP_017122344.1|DELE
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC108143602|XP_017123614.1|DELE, LOC108143335|XP_017123143.1|DELE, LOC108145905|XP_017127098.1|DELE, LOC108143305|XP_017123108.1|DELE
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC108147660|XP_017129832.1|DELE, LOC108145153|XP_017125862.1|DELE, LOC108143829|XP_017123866.1|DELE
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC108149996|XP_017133417.1|DELE, LOC108148204|XP_017130600.1|DELE, LOC108148205|XP_017130601.1|DELE, LOC108138199|XP_017115809.1|DELE, LOC108142622|XP_017122099.1|DELE
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC108149302|XP_017132242.1|DELE, LOC108149304|XP_017132243.1|DELE, LOC108149305|XP_017132244.1|DELE, LOC108149307|XP_017132247.1|DELE
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC108148033|XP_017130362.1|DELE, LOC108147816|XP_017130059.1|DELE, LOC108144956|XP_017125590.1|DELE, LOC108149318|XP_017132266.1|DELE
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC108135133|XP_017111230.1|DELE, LOC108135026|XP_017111046.1|DELE, LOC108135059|XP_017111091.1|DELE
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC108137071|XP_017114066.1|DELE
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC108144394|XP_017124663.1|DELE
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC108137437|XP_017114591.1|DELE, LOC108139344|XP_017117557.1|DELE, LOC108139343|XP_017117556.1|DELE, LOC108139345|XP_017117558.1|DELE
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC108147769|XP_017129988.1|DELE, LOC108142313|XP_017121554.1|DELE, LOC108141307|XP_017120063.1|DELE, LOC108149198|XP_017132117.1|DELE
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC108144268|XP_017124442.1|DELE, LOC108136864|XP_017113794.1|DELE, LOC108148237|XP_017130642.1|DELE, LOC108148236|XP_017130640.1|DELE, LOC108148239|XP_017130644.1|DELE
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC108144356|XP_017124607.1|DELE, LOC108145410|XP_017126299.1|DELE, LOC108145353|XP_017126231.1|DELE
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC108136899|XP_017113845.1|DELE
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC108148524|XP_017131051.1|DELE
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC108141207|XP_017119944.1|DELE, LOC108140979|XP_017119537.1|DELE, LOC108141206|XP_017119942.1|DELE, LOC108141242|XP_017119988.1|DELE
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC108145252|XP_017126018.1|DELE, LOC108141660|XP_017120618.1|DELE, LOC108145226|XP_017125977.1|DELE
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC108138513|XP_017116247.1|DELE, LOC108150127|XP_017133582.1|DELE, LOC108141963|XP_017121097.1|DELE, LOC108140011|XP_017118203.1|DELE, LOC108138512|XP_017116246.1|DELE
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC108142383|XP_017121706.1|DELE, LOC108142691|XP_017122189.1|DELE, LOC108142382|XP_017121705.1|DELE, LOC108142380|XP_017121704.1|DELE
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC108138336|XP_017115989.1|DELE, LOC108138353|XP_017116013.1|DELE, LOC108136780|XP_017113631.1|DELE
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC108135231|XP_017111382.1|DELE
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC108135330|XP_017111507.1|DELE
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC108148293|XP_017130752.1|DELE
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC108142433|XP_017121783.1|DELE
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC108134962|XP_017110976.1|DELE, LOC108145788|XP_017126848.1|DELE, LOC108150441|XP_017134088.1|DELE, LOC108143169|XP_017122902.1|DELE, LOC108144332|XP_017124531.1|DELE
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC108148775|XP_017131473.1|DELE
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC108147394|XP_017129319.1|DELE, LOC108147460|XP_017129480.1|DELE, LOC108147461|XP_017129482.1|DELE, LOC108147462|XP_017129483.1|DELE
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC108139146|XP_017117253.1|DELE
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC108134990|XP_017111012.1|DELE, LOC108150545|XP_017134266.1|DELE
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC108136437|XP_017113085.1|DELE
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC108135695|XP_017112026.1|DELE
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC108135691|XP_017112022.1|DELE
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC108135152|XP_017111265.1|DELE
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC108135421|XP_017111634.1|DELE
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC108137776|XP_017115173.1|DELE
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC108137321|XP_017114435.1|DELE, LOC108150480|XP_017134172.1|DELE, LOC108150411|XP_017134058.1|DELE
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC108138203|XP_017115811.1|DELE
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC108148352|XP_017130857.1|DELE, LOC108148353|XP_017130858.1|DELE
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC108134721|XP_017110611.1|DELE
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC108141972|XP_017121112.1|DELE
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC108149372|XP_017132368.1|DELE, LOC108147714|XP_017129926.1|DELE
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC108136672|XP_017113484.1|DELE, LOC108136823|XP_017113716.1|DELE, LOC108147086|XP_017128863.1|DELE, LOC108147258|XP_017129144.1|DELE
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC108139370|XP_017117584.1|DELE, LOC108139135|XP_017117237.1|DELE, LOC108139379|XP_017117594.1|DELE, LOC108139372|XP_017117588.1|DELE
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC108148655|XP_017131279.1|DELE, LOC108148648|XP_017131266.1|DELE, LOC108136063|XP_017112496.1|DELE
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC108142306|XP_017121546.1|DELE, LOC108142266|XP_017121478.1|DELE, LOC108142307|XP_017121547.1|DELE
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC108145388|XP_017126272.1|DELE, LOC108145390|XP_017126274.1|DELE, LOC108145497|XP_017126445.1|DELE
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC108144982|XP_017125624.1|DELE, LOC108146654|XP_017128188.1|DELE, LOC108146671|XP_017128214.1|DELE
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC108150562|XP_017134285.1|DELE
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC108135608|XP_017111911.1|DELE, LOC108136109|XP_017112576.1|DELE
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC108144015|XP_017124129.1|DELE, LOC108144001|XP_017124110.1|DELE
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC108146617|XP_017128152.1|DELE, LOC108145765|XP_017126822.1|DELE, LOC108135191|XP_017111301.1|DELE, LOC108138876|XP_017116891.1|DELE
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC108145657|XP_017126698.1|DELE, LOC108149173|XP_017132069.1|DELE, LOC108149962|XP_017133371.1|DELE
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC108140933|XP_017119487.1|DELE, LOC108140926|XP_017119479.1|DELE, LOC108135739|XP_017112062.1|DELE, LOC108147417|XP_017129344.1|DELE
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC108145338|XP_017126216.1|DELE
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC108136695|XP_017113508.1|DELE
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC108142254|XP_017121463.1|DELE, LOC108135848|XP_017112228.1|DELE
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC108149517|XP_017132634.1|DELE, LOC108149516|XP_017132633.1|DELE
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC108149326|XP_017132279.1|DELE
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC108141715|XP_017120695.1|DELE
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC108134828|XP_017110771.1|DELE
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC108146171|XP_017127561.1|DELE
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC108137514|XP_017114716.1|DELE, LOC108136587|XP_017113392.1|DELE, LOC108137563|XP_017114777.1|DELE
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC108147337|XP_017129254.1|DELE, LOC108141762|XP_017120750.1|DELE, LOC108137267|XP_017114394.1|DELE, LOC108144967|XP_017125604.1|DELE
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC108140669|XP_017119101.1|DELE
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC108147186|XP_017129021.1|DELE, LOC108147188|XP_017129027.1|DELE, LOC108147190|XP_017129031.1|DELE
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC108141616|XP_017120571.1|DELE
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC108148867|XP_017131656.1|DELE
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC108137253|XP_017114325.1|DELE
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC108141476|XP_017120373.1|DELE, LOC108137931|XP_017115370.1|DELE
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC108138955|XP_017117023.1|DELE
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC108147200|XP_017129043.1|DELE, LOC108148528|XP_017131054.1|DELE
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC108148292|XP_017130751.1|DELE
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC108148377|XP_017130891.1|DELE, LOC108148376|XP_017130890.1|DELE
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC108138397|XP_017116065.1|DELE, LOC108147229|XP_017129110.1|DELE, LOC108147084|XP_017128862.1|DELE, LOC108142288|XP_017121523.1|DELE, LOC108142796|XP_017122335.1|DELE
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC108138206|XP_017115814.1|DELE, LOC108138019|XP_017115478.1|DELE, LOC108138031|XP_017115493.1|DELE
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC108147570|XP_017129643.1|DELE, LOC108149948|XP_017133353.1|DELE, LOC108147252|XP_017129138.1|DELE, LOC108149949|XP_017133354.1|DELE
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC108145005|XP_017125659.1|DELE, LOC108145090|XP_017125771.1|DELE
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC108148225|XP_017130629.1|DELE, LOC108134612|XP_017110480.1|DELE, LOC108134673|XP_017110559.1|DELE
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC108138869|XP_017116885.1|DELE
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC108147648|XP_017129795.1|DELE
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC108149997|XP_017133419.1|DELE
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC108145113|XP_017125805.1|DELE, LOC108145054|XP_017125723.1|DELE
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC108140438|XP_017118656.1|DELE, LOC108146750|XP_017128368.1|DELE, LOC108146751|XP_017128369.1|DELE
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC108134763|XP_017110697.1|DELE, LOC108134697|XP_017110583.1|DELE, LOC108145961|XP_017127169.1|DELE
OG0000194	LOC119767854|XP_038113466.1|CQUI	LOC108143339|XP_017123148.1|DELE, LOC108138349|XP_017116007.1|DELE, LOC108145051|XP_017125720.1|DELE, LOC108143343|XP_017123152.1|DELE, LOC108143298|XP_017123102.1|DELE, LOC108143433|XP_017123336.1|DELE, LOC108143464|XP_017123390.1|DELE, LOC108143393|XP_017123255.1|DELE
OG0000195	LOC6041450|XP_001850708.2|CQUI	LOC108143466|XP_017123395.1|DELE
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC108137211|XP_017114290.1|DELE, LOC108144910|XP_017125562.1|DELE
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC108150519|XP_017134229.1|DELE, LOC108150523|XP_017134239.1|DELE
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC108150472|XP_017134154.1|DELE
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC108148107|XP_017130441.1|DELE
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC108148118|XP_017130457.1|DELE
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC108148102|XP_017130436.1|DELE
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC108148861|XP_017131648.1|DELE, LOC108149012|XP_017131847.1|DELE, LOC108148859|XP_017131645.1|DELE, LOC108148945|XP_017131767.1|DELE
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC108148594|XP_017131164.1|DELE, LOC108148713|XP_017131368.1|DELE
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC108137018|XP_017114007.1|DELE
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC108144215|XP_017124378.1|DELE, LOC108144800|XP_017125409.1|DELE, LOC108144851|XP_017125485.1|DELE
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC108140522|XP_017118821.1|DELE, LOC108135817|XP_017112182.1|DELE
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC108141280|XP_017120036.1|DELE
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC108141517|XP_017120435.1|DELE
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC108146864|XP_017128579.1|DELE
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC108138275|XP_017115916.1|DELE, LOC108138036|XP_017115498.1|DELE, LOC108145108|XP_017125793.1|DELE
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC108142029|XP_017121195.1|DELE, LOC108148044|XP_017130378.1|DELE, LOC108148045|XP_017130380.1|DELE, LOC108147772|XP_017129991.1|DELE, LOC108139448|XP_017117663.1|DELE, LOC108136442|XP_017113092.1|DELE
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC108134596|XP_017110446.1|DELE
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC108138281|XP_017115925.1|DELE, LOC108138178|XP_017115774.1|DELE, LOC108143674|XP_017123674.1|DELE, LOC108138283|XP_017115928.1|DELE
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC108142544|XP_017121961.1|DELE, LOC108149630|XP_017132853.1|DELE
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC108137309|XP_017114423.1|DELE, LOC108144590|XP_017125083.1|DELE, LOC108147107|XP_017128885.1|DELE
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC108143127|XP_017122857.1|DELE, LOC108143241|XP_017123028.1|DELE
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC108150211|XP_017133719.1|DELE, LOC108134806|XP_017110747.1|DELE
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC108137159|XP_017114216.1|DELE
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC108149226|XP_017132147.1|DELE, LOC108137158|XP_017114215.1|DELE, LOC108139476|XP_017117690.1|DELE, LOC108139897|XP_017118090.1|DELE, LOC108139709|XP_017117922.1|DELE, LOC108142406|XP_017121746.1|DELE
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC108145129|XP_017125833.1|DELE, LOC108145100|XP_017125780.1|DELE, LOC108145117|XP_017125817.1|DELE
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC108142264|XP_017121475.1|DELE, LOC108142428|XP_017121777.1|DELE, LOC108142858|XP_017122418.1|DELE
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC108144997|XP_017125646.1|DELE, LOC108139157|XP_017117264.1|DELE, LOC108144996|XP_017125644.1|DELE
OG0000222	LOC119769386|XP_038117401.1|CQUI, LOC6045552|XP_038117398.1|CQUI, LOC119769321|XP_038117254.1|CQUI, LOC119769387|XP_038117402.1|CQUI, LOC119769385|XP_038117400.1|CQUI, LOC6042007|XP_038117265.1|CQUI, LOC6040585|XP_038122094.1|CQUI	LOC108149323|XP_017132273.1|DELE
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC108149222|XP_017132142.1|DELE
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	LOC108141370|XP_017120189.1|DELE
OG0000225	LOC6048011|XP_038116796.1|CQUI	LOC108139175|XP_017117286.1|DELE, LOC108139174|XP_017117285.1|DELE, LOC108139179|XP_017117289.1|DELE
OG0000226	LOC6051914|XP_038112080.1|CQUI	LOC108150297|XP_017133896.1|DELE, LOC108150300|XP_017133901.1|DELE, LOC108150219|XP_017133751.1|DELE
OG0000228	LOC6035355|XP_038104411.1|CQUI	LOC108136906|XP_017113857.1|DELE, LOC108137448|XP_017114626.1|DELE, LOC108143889|XP_017123956.1|DELE, LOC108138042|XP_017115503.1|DELE
OG0000229	LOC6033009|XP_038108186.1|CQUI	LOC108147201|XP_017129044.1|DELE
OG0000229	LOC6043526|XP_038113796.1|CQUI	LOC108140604|XP_017119004.1|DELE
OG0000230	LOC6032803|XP_038119651.1|CQUI, LOC6045865|XP_001863154.2|CQUI, LOC6045866|XP_001863152.2|CQUI, LOC6045867|XP_001863153.2|CQUI, LOC6045871|XP_001863155.1|CQUI, LOC6032804|XP_001843343.2|CQUI, LOC6038924|XP_038109200.1|CQUI, LOC6032802|XP_038119653.1|CQUI, LOC6038934|XP_038109248.1|CQUI	LOC108141260|XP_017120001.1|DELE
OG0000232	LOC6034440|XP_001844755.2|CQUI	LOC108135128|XP_017111225.1|DELE, LOC108145089|XP_017125766.1|DELE, LOC108145053|XP_017125722.1|DELE
OG0000233	LOC6036502|XP_038104913.1|CQUI	LOC108148837|XP_017131593.1|DELE, LOC108143070|XP_017122772.1|DELE, LOC108143021|XP_017122701.1|DELE
