Orthogroup	CQUI.longest_only	DSUZ.longest_only
OG0000082	LOC6053936|XP_001869938.2|CQUI, LOC6035883|XP_038106135.1|CQUI, LOC6040822|XP_001850162.2|CQUI, LOC6053935|XP_038112245.1|CQUI, LOC6048581|XP_001865480.2|CQUI, LOC6041263|XP_038117473.1|CQUI, LOC6044163|XP_001861715.1|CQUI	LOC108005981|XP_016924910.2|DSUZ, LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ
OG0000083	LOC6049436|XP_038110738.1|CQUI, LOC6049432|XP_001866193.2|CQUI	LOC108021699|XP_016946017.1|DSUZ, LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ, LOC108019013|XP_016942116.1|DSUZ, LOC108021302|XP_016945444.1|DSUZ
OG0000084	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI, LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI, LOC6037611|XP_038121017.1|CQUI, LOC6039554|XP_038121068.1|CQUI	LOC108019885|XP_016943446.1|DSUZ
OG0000084	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI	LOC108017776|XP_016940388.1|DSUZ
OG0000085	LOC6043704|XP_001861330.2|CQUI	LOC108017928|XP_036669794.1|DSUZ
OG0000086	LOC6046855|XP_001863974.2|CQUI	LOC108009612|XP_016929587.1|DSUZ
OG0000087	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI	LOC108006715|XP_016925785.1|DSUZ
OG0000087	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI	LOC108013454|XP_016934823.1|DSUZ, LOC108010645|XP_016931036.1|DSUZ
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC108018081|XP_016940973.1|DSUZ
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC108010533|XP_016930904.1|DSUZ, LOC108017064|XP_016939511.1|DSUZ, LOC108009734|XP_016929807.1|DSUZ, LOC108017056|XP_016939503.2|DSUZ
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC108017134|XP_016939601.1|DSUZ, LOC108013957|XP_016935459.1|DSUZ
OG0000089	LOC6044343|XP_001861873.1|CQUI	LOC108010600|XP_016930978.1|DSUZ
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC108012396|XP_016933244.1|DSUZ
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC108009148|XP_016928740.1|DSUZ, LOC108008436|XP_016927775.1|DSUZ, LOC108020200|XP_016943797.1|DSUZ, LOC108013274|XP_016934533.1|DSUZ
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC108007205|XP_036674733.1|DSUZ
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC108021626|XP_016945921.1|DSUZ, LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ, LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC108017965|XP_016940733.1|DSUZ
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC108012257|XP_016933045.2|DSUZ, LOC108014341|XP_016935913.1|DSUZ
OG0000095	LOC119769833|XP_038119458.1|CQUI, LOC119769291|XP_038117196.1|CQUI, LOC119770554|XP_038121568.1|CQUI	LOC108006352|XP_036677367.1|DSUZ
OG0000095	LOC119766865|XP_038109027.1|CQUI	LOC118879618|XP_036678414.1|DSUZ
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC108018693|XP_036672581.1|DSUZ
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC108016981|XP_016939415.1|DSUZ
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC118877221|XP_036670519.1|DSUZ, LOC108020440|XP_036670524.1|DSUZ, LOC118877222|XP_036670523.1|DSUZ, LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ, LOC118877521|XP_036672462.1|DSUZ, LOC118877329|XP_036671513.1|DSUZ, LOC118877522|XP_036672463.1|DSUZ, LOC118877220|XP_036670518.1|DSUZ
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC108009476|XP_016929345.1|DSUZ, LOC108008646|XP_016928020.1|DSUZ
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ, LOC108009753|XP_016929854.1|DSUZ
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC108008643|XP_016928021.1|DSUZ, LOC108018835|XP_036671763.1|DSUZ
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ, LOC108019998|XP_036673113.1|DSUZ, LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC108021564|XP_036669705.1|DSUZ, LOC108021565|XP_016945829.1|DSUZ
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC108005294|XP_016923988.1|DSUZ
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC118877474|XP_036672419.1|DSUZ, LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ, LOC108005830|XP_016924657.1|DSUZ
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ, LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC108016223|XP_016938342.1|DSUZ, LOC108016234|XP_016938352.1|DSUZ, LOC108016246|XP_016938362.1|DSUZ, LOC108016266|XP_016938383.1|DSUZ
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC108005242|XP_036668710.1|DSUZ, LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC108013939|XP_016935439.2|DSUZ, LOC108013886|XP_036674104.1|DSUZ, LOC118877873|XP_036674103.1|DSUZ
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC108016657|XP_016938855.1|DSUZ
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC108009227|XP_036669490.1|DSUZ
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC108015022|XP_016936739.1|DSUZ, LOC108015070|XP_016936798.1|DSUZ, LOC118877889|XP_036674201.1|DSUZ, LOC108013784|XP_016935240.2|DSUZ, LOC118877888|XP_036674200.1|DSUZ, LOC108020171|XP_016943763.2|DSUZ, LOC108020172|XP_016943764.1|DSUZ, LOC118877890|XP_036674203.1|DSUZ
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC108013308|XP_016934591.1|DSUZ, LOC108016559|XP_036676660.1|DSUZ, LOC108008928|XP_016928328.1|DSUZ, LOC108013335|XP_016934628.1|DSUZ
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC108008818|XP_016928213.1|DSUZ, LOC108011578|XP_016932237.1|DSUZ, LOC108015987|XP_036674987.1|DSUZ, LOC108015985|XP_016938061.1|DSUZ, LOC108015988|XP_036675055.1|DSUZ
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC108009296|XP_016929025.1|DSUZ, LOC108019931|XP_016943529.1|DSUZ, LOC108019575|XP_016942900.2|DSUZ, LOC108019576|XP_016942901.1|DSUZ
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC108014689|XP_036677888.1|DSUZ
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC108005267|XP_036676969.1|DSUZ, LOC108016717|XP_016938933.1|DSUZ, LOC108016711|XP_036676723.1|DSUZ, LOC118878326|XP_036676537.1|DSUZ, LOC108016712|XP_016938928.2|DSUZ, LOC108016722|XP_016938940.1|DSUZ, LOC108016714|XP_036676510.1|DSUZ, LOC108016720|XP_016938936.2|DSUZ, LOC108013699|XP_016935106.2|DSUZ, LOC108013698|XP_036676126.1|DSUZ, LOC108005265|XP_016923944.1|DSUZ, LOC118878363|XP_036676965.1|DSUZ, LOC108005371|XP_016924118.1|DSUZ, LOC108005260|XP_016923938.1|DSUZ, LOC108009171|XP_016928793.1|DSUZ
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC108007946|XP_016927204.2|DSUZ, LOC108007945|XP_036674902.1|DSUZ, LOC108007944|XP_036674903.1|DSUZ, LOC108013814|XP_016935278.1|DSUZ
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC108010195|XP_016930528.1|DSUZ, LOC108010196|XP_036669301.1|DSUZ, LOC108008131|XP_036668973.1|DSUZ, LOC108008129|XP_016927408.2|DSUZ, LOC108008357|XP_016927677.1|DSUZ, LOC108013855|XP_036672845.1|DSUZ, LOC118878072|XP_036675185.1|DSUZ, LOC108013857|XP_036675109.1|DSUZ
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC108015255|XP_016937096.1|DSUZ, LOC108017063|XP_036671380.1|DSUZ, LOC108021458|XP_016945678.1|DSUZ, LOC108015254|XP_036676726.1|DSUZ
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC108012428|XP_016933280.1|DSUZ, LOC108013549|XP_016934948.1|DSUZ, LOC108012291|XP_016933082.2|DSUZ, LOC108013475|XP_016934846.1|DSUZ
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC108021171|XP_016945241.2|DSUZ, LOC108021172|XP_016945242.2|DSUZ, LOC108018628|XP_016941683.2|DSUZ, LOC118879035|XP_036677923.1|DSUZ
OG0000133	LOC119770440|XP_038121292.1|CQUI, LOC119770283|XP_038120801.1|CQUI, LOC119770622|XP_038121774.1|CQUI, LOC119765086|XP_038104146.1|CQUI, LOC119769630|XP_038118746.1|CQUI	LOC118879533|XP_036678283.1|DSUZ, LOC118878648|XP_036677585.1|DSUZ
OG0000133	LOC119769180|XP_038117012.1|CQUI	LOC118878761|XP_036677654.1|DSUZ
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC108015612|XP_036674075.1|DSUZ
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC108021390|XP_016945580.1|DSUZ
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC108015817|XP_036674836.1|DSUZ
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC108013009|XP_016934085.1|DSUZ
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC108014921|XP_036676193.1|DSUZ
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC108019730|XP_016943147.1|DSUZ, LOC108016725|XP_016938943.1|DSUZ, LOC118877470|XP_036672413.1|DSUZ, LOC108012681|XP_016933600.1|DSUZ, LOC108012740|XP_016933662.1|DSUZ, LOC108009189|XP_016928829.1|DSUZ, LOC108005023|XP_016923646.2|DSUZ, LOC118877581|XP_036672735.1|DSUZ, LOC118878255|XP_036676024.1|DSUZ, LOC118878254|XP_036676023.1|DSUZ, LOC118878224|XP_036675959.1|DSUZ, LOC108010429|XP_016930781.1|DSUZ, LOC108020145|XP_016943738.1|DSUZ, LOC108007384|XP_016926561.1|DSUZ
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC108016159|XP_016938267.2|DSUZ
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC108012516|XP_016933414.1|DSUZ, LOC108013537|XP_016934921.1|DSUZ, LOC108013534|XP_016934920.2|DSUZ, LOC108012517|XP_016933416.1|DSUZ
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC108018807|XP_036673232.1|DSUZ
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC108015869|XP_036678422.1|DSUZ, LOC108014398|XP_036677665.1|DSUZ
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC108018853|XP_036676512.1|DSUZ
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC108014745|XP_016936416.2|DSUZ
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC108014744|XP_016936415.2|DSUZ
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC108014158|XP_036673976.1|DSUZ
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC108006566|XP_016925590.1|DSUZ
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC118879345|XP_036678091.1|DSUZ
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC108015400|XP_016937309.1|DSUZ, LOC108021509|XP_016945755.2|DSUZ, LOC108020907|XP_016944815.1|DSUZ
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC108014298|XP_016935854.1|DSUZ
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC108016003|XP_036674909.1|DSUZ, LOC108016028|XP_016938111.2|DSUZ
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC108006771|XP_016925814.1|DSUZ
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC108015949|XP_016938058.2|DSUZ
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC108017334|XP_016939856.1|DSUZ, LOC108019118|XP_016942332.1|DSUZ
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC108007217|XP_016926341.2|DSUZ, LOC108011900|XP_016932639.2|DSUZ, LOC108011890|XP_016932625.2|DSUZ, LOC108011677|XP_016932367.1|DSUZ, LOC108007221|XP_036674693.1|DSUZ
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC108016406|XP_016938544.2|DSUZ, LOC108016404|XP_036674566.1|DSUZ, LOC108016418|XP_016938556.2|DSUZ
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC108005604|XP_016924396.2|DSUZ, LOC118877636|XP_036673035.1|DSUZ, LOC108012958|XP_036671692.1|DSUZ
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC108005827|XP_016924653.1|DSUZ, LOC108005836|XP_016924667.1|DSUZ, LOC108005764|XP_016924582.2|DSUZ
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC108019672|XP_016943052.1|DSUZ, LOC108019660|XP_016943040.1|DSUZ, LOC108019667|XP_016943045.1|DSUZ
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC108018074|XP_016940965.2|DSUZ, LOC108005818|XP_016924635.1|DSUZ, LOC108005816|XP_016924633.2|DSUZ
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC118877193|XP_036670343.1|DSUZ, LOC108007702|XP_016926929.1|DSUZ
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC108008027|XP_036670592.1|DSUZ, LOC108007996|XP_036671360.1|DSUZ
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC108014395|XP_036673181.1|DSUZ, LOC108014396|XP_036673188.1|DSUZ
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC108006700|XP_036672275.1|DSUZ, LOC108012730|XP_016933650.1|DSUZ, LOC108008952|XP_016928355.1|DSUZ, LOC108019286|XP_016942594.1|DSUZ
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC108013614|XP_016935044.1|DSUZ, LOC118879769|XP_036678638.1|DSUZ, LOC108015699|XP_016937719.1|DSUZ
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ, LOC108012734|XP_016933655.1|DSUZ
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC108008564|XP_016927924.1|DSUZ, LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC108015763|XP_016937791.1|DSUZ
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC108012719|XP_016933637.1|DSUZ, LOC108014890|XP_016936597.1|DSUZ
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC108021529|XP_016945780.1|DSUZ, LOC108021528|XP_016945779.1|DSUZ
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC108018039|XP_036669567.1|DSUZ
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC108015077|XP_016936845.1|DSUZ
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC108015189|XP_016936992.1|DSUZ
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC108012315|XP_016933104.2|DSUZ, LOC108007174|XP_036671023.1|DSUZ
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC108008393|XP_016927726.1|DSUZ, LOC118876910|XP_036668978.1|DSUZ, LOC108008692|XP_016928077.1|DSUZ
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC108017714|XP_016940312.1|DSUZ, LOC108013104|XP_016934244.1|DSUZ, LOC108019703|XP_016943087.1|DSUZ
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC108010642|XP_036674300.1|DSUZ
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC108016299|XP_036675381.1|DSUZ, LOC108016300|XP_036675386.1|DSUZ
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC108006325|XP_016925314.1|DSUZ
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC108014832|XP_036673503.1|DSUZ
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC108015200|XP_016937015.1|DSUZ
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC108009732|XP_016929805.1|DSUZ, LOC108009802|XP_016929963.1|DSUZ
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC108021460|XP_016945680.1|DSUZ
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC108020161|XP_016943752.1|DSUZ, LOC108006366|XP_016925376.2|DSUZ
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC108006732|XP_016925764.2|DSUZ
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC108006751|XP_016925792.1|DSUZ, LOC108006750|XP_016925791.1|DSUZ
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC108014928|XP_016936637.2|DSUZ, LOC108020151|XP_016943741.1|DSUZ, LOC108012673|XP_016933588.1|DSUZ, LOC108012363|XP_016933204.1|DSUZ
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC108015061|XP_016936793.1|DSUZ, LOC108007776|XP_016927025.1|DSUZ
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC108011626|XP_016932307.1|DSUZ, LOC108019844|XP_016943367.1|DSUZ, LOC108007566|XP_016926748.1|DSUZ, LOC108019843|XP_016943365.1|DSUZ
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC108021819|XP_016946112.1|DSUZ, LOC108004679|XP_016923156.1|DSUZ
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC108018276|XP_036674146.1|DSUZ, LOC108006304|XP_016925280.1|DSUZ, LOC108018996|XP_016942095.1|DSUZ
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC108019870|XP_036669590.1|DSUZ
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC108016814|XP_036676083.1|DSUZ
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC108005376|XP_036677251.1|DSUZ
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC108018031|XP_016940891.1|DSUZ, LOC108018034|XP_016940900.1|DSUZ
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC108014716|XP_016936373.2|DSUZ, LOC108006707|XP_016925735.2|DSUZ, LOC108011267|XP_016931864.1|DSUZ
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC108021635|XP_016945931.2|DSUZ, LOC108021636|XP_016945932.1|DSUZ, LOC108012937|XP_016933961.1|DSUZ
