Orthogroup	CQUI.longest_only	DYAK.longest_only
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC6536099|XP_002096707.1|DYAK, LOC6536028|XP_002096643.1|DYAK
OG0000089	LOC6044343|XP_001861873.1|CQUI	LOC6536414|XP_002096996.1|DYAK
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC6532521|XP_002093267.1|DYAK
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC6528787|XP_002089821.1|DYAK, LOC6528791|XP_002089825.1|DYAK, LOC6532959|XP_002093694.1|DYAK, LOC6532328|XP_002093088.2|DYAK
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC6538091|XP_015048654.1|DYAK
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC6527294|XP_002088388.1|DYAK, LOC6535563|XP_015047216.1|DYAK, LOC6535562|XP_002096191.1|DYAK
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC6527671|XP_002088757.1|DYAK
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC6533581|XP_002094291.1|DYAK, LOC6537561|XP_002098107.2|DYAK
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC6536810|XP_002097380.1|DYAK
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC6524444|XP_002100302.2|DYAK
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC6534957|XP_015050955.2|DYAK, LOC6539439|XP_002086331.3|DYAK, LOC6534953|XP_039230714.1|DYAK, LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK, LOC6539441|XP_039230706.1|DYAK
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC6531176|XP_002092005.1|DYAK
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC6528685|XP_002089727.1|DYAK, LOC6538432|XP_002098956.1|DYAK, LOC6531759|XP_002092549.1|DYAK
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK, LOC6529323|XP_015052185.1|DYAK
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC6527852|XP_002088924.1|DYAK, LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK, LOC6536226|XP_002096817.1|DYAK, LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC6527159|XP_002088253.3|DYAK, LOC120320421|XP_015053624.1|DYAK, LOC6527158|XP_002088252.2|DYAK
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC6527148|XP_002088242.1|DYAK
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC6533315|XP_002094041.3|DYAK, LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK, LOC6533318|XP_002094044.1|DYAK
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK, LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC6527566|XP_002088656.1|DYAK, LOC6527565|XP_002088655.1|DYAK, LOC6527564|XP_002088654.1|DYAK, LOC6527563|XP_002088653.1|DYAK
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK, LOC6528194|XP_002089257.1|DYAK
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK, LOC6536470|XP_002097051.3|DYAK
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC6523825|XP_002099700.1|DYAK
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC6530249|XP_002091186.1|DYAK
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC6537295|XP_002097853.1|DYAK, LOC6537293|XP_002097851.3|DYAK, LOC6537294|XP_002097852.1|DYAK
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC6526500|XP_039226456.1|DYAK, LOC6525028|XP_039226839.1|DYAK, LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK, LOC6528633|XP_002089675.2|DYAK, LOC6528635|XP_002089677.2|DYAK
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC6536869|XP_015047972.1|DYAK
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC6537992|XP_002098527.3|DYAK, LOC6528273|XP_002089326.1|DYAK
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC6530664|XP_002091562.1|DYAK, LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK, LOC6535945|XP_002096561.2|DYAK
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC6533183|XP_002093909.1|DYAK, LOC6533179|XP_002093905.1|DYAK, LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK
OG0000133	LOC119770440|XP_038121292.1|CQUI, LOC119770283|XP_038120801.1|CQUI, LOC119770622|XP_038121774.1|CQUI, LOC119765086|XP_038104146.1|CQUI, LOC119769630|XP_038118746.1|CQUI	LOC120322271|XP_039233256.1|DYAK
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC6537276|XP_002097834.1|DYAK
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC6527184|XP_002088278.1|DYAK
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC6537555|XP_002098101.1|DYAK
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC6533242|XP_002093968.1|DYAK
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC26534914|XP_015045456.1|DYAK
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC6532874|XP_002093610.1|DYAK, LOC6534094|XP_002094780.1|DYAK, LOC6526848|XP_002087948.2|DYAK, LOC6529540|XP_002090538.1|DYAK, LOC6529539|XP_002090537.2|DYAK
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC6538298|XP_002098825.1|DYAK
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC6532700|XP_002093442.1|DYAK, LOC6532702|XP_002093444.2|DYAK, LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC6538713|XP_002099228.3|DYAK
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC6540503|XP_039229515.1|DYAK
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC6525320|XP_002101156.1|DYAK
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC6534200|XP_002094883.1|DYAK
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC6534201|XP_002094884.2|DYAK
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC6537248|XP_039232329.1|DYAK
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC6524725|XP_039231928.1|DYAK
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC26536134|XP_039226772.1|DYAK
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC6527414|XP_002088506.2|DYAK
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC6526734|XP_002087837.1|DYAK
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC6527822|XP_002088895.2|DYAK
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC6526936|XP_002088034.1|DYAK, LOC6526086|XP_002101903.1|DYAK
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC6537338|XP_002097895.1|DYAK, LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK, LOC26535678|XP_039230328.1|DYAK
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC6533334|XP_002094060.2|DYAK, LOC6533328|XP_002094054.1|DYAK, LOC6533329|XP_002094055.1|DYAK
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC6530839|XP_002091722.1|DYAK, LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC6535202|XP_002095861.1|DYAK
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC6534272|XP_002094953.2|DYAK, LOC6534470|XP_002095147.1|DYAK
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC6537638|XP_002098183.1|DYAK, LOC6537639|XP_002098184.1|DYAK
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC6533954|XP_002094654.2|DYAK, LOC6533515|XP_002094226.1|DYAK, LOC26534882|XP_039228674.1|DYAK, LOC6527627|XP_002088715.1|DYAK
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC6532182|XP_002092950.3|DYAK, LOC6526367|XP_002087488.1|DYAK, LOC6524505|XP_002100362.1|DYAK
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC6526197|XP_015046681.1|DYAK, LOC6533062|XP_002093794.1|DYAK
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC120321040|XP_039228226.1|DYAK, LOC6530704|XP_002091595.3|DYAK
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC6538787|XP_002099300.1|DYAK
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC6532584|XP_002093328.2|DYAK, LOC6536867|XP_002097436.1|DYAK
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC6529559|XP_002090556.3|DYAK, LOC6529560|XP_002090557.1|DYAK
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC6528206|XP_002089268.1|DYAK
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC6527905|XP_039226885.1|DYAK
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC6525200|XP_039226094.1|DYAK
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC6533428|XP_002094145.1|DYAK
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC6531309|XP_015051236.1|DYAK, LOC6531306|XP_002092110.1|DYAK
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC6528398|XP_039226551.1|DYAK, LOC6527831|XP_002088904.1|DYAK, LOC6530046|XP_002090992.1|DYAK
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC6536634|XP_002097206.1|DYAK
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC6538448|XP_039232654.1|DYAK
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC6524952|XP_002100792.1|DYAK
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC6538179|XP_002098707.2|DYAK
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC6523879|XP_002099752.2|DYAK
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC6528805|XP_002089837.1|DYAK, LOC6530153|XP_039227810.1|DYAK
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC6528270|XP_002089323.2|DYAK
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC6538273|XP_002098800.1|DYAK, LOC6538358|XP_002098882.1|DYAK
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC6537506|XP_002098052.1|DYAK
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC6537504|XP_002098050.1|DYAK, LOC6537503|XP_002098049.3|DYAK
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC6523883|XP_015045362.2|DYAK, LOC6538113|XP_002098648.1|DYAK, LOC6533220|XP_002093946.1|DYAK, LOC6532576|XP_039230642.1|DYAK
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC6526924|XP_039227701.1|DYAK
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC6526773|XP_002087876.1|DYAK, LOC6528505|XP_002089551.1|DYAK, LOC6538463|XP_002098987.1|DYAK, LOC6528506|XP_002089552.1|DYAK
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC6526053|XP_002101870.3|DYAK, LOC6526054|XP_002101871.1|DYAK
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC6536556|XP_002097132.2|DYAK, LOC6524932|XP_002100772.1|DYAK, LOC6524926|XP_002100766.1|DYAK
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC6526646|XP_039226426.1|DYAK
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC6523810|XP_015045348.1|DYAK
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC6524498|XP_039227389.1|DYAK
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC6528336|XP_015054421.1|DYAK, LOC6528337|XP_015054409.1|DYAK
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC6537400|XP_002097956.1|DYAK, LOC26536027|XP_015050360.1|DYAK, LOC6533976|XP_002094671.3|DYAK
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC6526730|XP_002087833.1|DYAK, LOC6526729|XP_002087832.1|DYAK, LOC6533470|XP_002094181.1|DYAK
OG0000194	LOC119767854|XP_038113466.1|CQUI	LOC26534550|XP_015052825.1|DYAK, LOC6530600|XP_002091513.2|DYAK, LOC26535046|XP_015051561.1|DYAK, LOC6525148|XP_039226420.1|DYAK, LOC6530614|XP_002091527.1|DYAK, LOC6530613|XP_002091526.2|DYAK, LOC6530607|XP_002091520.1|DYAK
OG0000195	LOC6041450|XP_001850708.2|CQUI	LOC6531829|XP_002092616.1|DYAK
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC6523827|XP_002099702.1|DYAK, LOC6530191|XP_002091129.1|DYAK
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC6529482|XP_039228123.1|DYAK, LOC6529487|XP_039228174.1|DYAK
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC6529478|XP_015052370.1|DYAK
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC6524768|XP_002100612.1|DYAK
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC120321921|XP_039232122.1|DYAK
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC6524759|XP_002100603.1|DYAK
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK, LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK, LOC6538064|XP_015048632.1|DYAK
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC6537830|XP_002098371.3|DYAK, LOC6537833|XP_002098374.1|DYAK
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC6535527|XP_002096156.1|DYAK
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC6531635|XP_002092432.3|DYAK, LOC6531634|XP_039228283.1|DYAK
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC6537165|XP_002097726.1|DYAK, LOC6535617|XP_002096245.2|DYAK
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC6532161|XP_002092937.1|DYAK
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC6532160|XP_002092936.1|DYAK
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC6533893|XP_039229992.1|DYAK
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC120320595|XP_039226640.1|DYAK, LOC6527680|XP_002088766.2|DYAK, LOC6526931|XP_039227047.1|DYAK, LOC6528339|XP_002089392.1|DYAK
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC6531807|XP_039227799.1|DYAK, LOC6526462|XP_002087581.2|DYAK, LOC6525374|XP_002101210.2|DYAK
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC6536829|XP_002097399.1|DYAK
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC6526922|XP_002088020.1|DYAK, LOC6526923|XP_002088021.1|DYAK, LOC6528963|XP_002089995.1|DYAK
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC6534897|XP_039230744.1|DYAK, LOC6540014|XP_039226182.1|DYAK
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC6525931|XP_002101751.1|DYAK, LOC6530497|XP_002091412.1|DYAK, LOC6538392|XP_002098916.2|DYAK
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC26534749|XP_039230801.1|DYAK, LOC6539813|XP_002086695.1|DYAK, LOC26535082|XP_039230802.1|DYAK
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC6532520|XP_002093266.2|DYAK, LOC6524928|XP_002100768.2|DYAK
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC6524209|XP_002100072.1|DYAK
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC6524208|XP_002100071.2|DYAK
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC6528362|XP_002089411.1|DYAK, LOC6528359|XP_002089408.1|DYAK, LOC6528363|XP_002089412.1|DYAK
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC6532625|XP_002093369.1|DYAK, LOC6532622|XP_002093366.1|DYAK, LOC6532623|XP_002093367.1|DYAK
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC6530039|XP_002090985.1|DYAK, LOC6537346|XP_002097903.1|DYAK, LOC6530038|XP_002090984.1|DYAK
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC6528187|XP_002089250.1|DYAK
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	LOC6532110|XP_002092886.1|DYAK
OG0000225	LOC6048011|XP_038116796.1|CQUI	LOC26535924|XP_015048989.1|DYAK, LOC6538724|XP_002099239.2|DYAK, LOC6538725|XP_002099240.1|DYAK
OG0000226	LOC6051914|XP_038112080.1|CQUI	LOC6533537|XP_002094247.1|DYAK, LOC6533539|XP_002094249.3|DYAK, LOC6533543|XP_002094253.2|DYAK
