Orthogroup	CQUI.longest_only	DMIR.longest_only
OG0000060	LOC6052719|XP_038111213.1|CQUI	LOC108152548|XP_017137449.1|DMIR
OG0000060	LOC6034874|XP_038108204.1|CQUI	LOC108156375|XP_017143272.1|DMIR
OG0000061	LOC6034209|XP_001844562.2|CQUI	LOC108161397|XP_017151135.2|DMIR, LOC108161521|XP_017151288.2|DMIR, LOC108161432|XP_017151184.1|DMIR, LOC108164261|XP_017155390.2|DMIR
OG0000067	LOC6051936|XP_038110342.1|CQUI, LOC6032295|XP_038111782.1|CQUI, LOC6032296|XP_001842932.2|CQUI	LOC108156681|XP_017143806.1|DMIR, LOC108150910|XP_017134723.1|DMIR
OG0000067	LOC6032826|XP_038121454.1|CQUI	LOC108153593|XP_017139164.1|DMIR
OG0000068	LOC6036588|XP_038118645.1|CQUI, LOC6036586|XP_001846619.2|CQUI, LOC6042516|XP_001851810.2|CQUI, LOC6042515|XP_038108176.1|CQUI, LOC6042514|XP_001851807.2|CQUI, LOC6036917|XP_001846892.2|CQUI	LOC108152679|XP_033242710.1|DMIR, LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR, LOC108163289|XP_017153992.1|DMIR
OG0000070	LOC6037947|XP_001847798.2|CQUI, LOC6037948|XP_001847799.2|CQUI	LOC108161360|XP_017151091.1|DMIR, LOC108164841|XP_017156256.1|DMIR, LOC108161362|XP_017151093.1|DMIR, LOC108161363|XP_017151095.1|DMIR
OG0000071	LOC119766520|XP_038107045.1|CQUI	LOC117186448|XP_033243164.1|DMIR
OG0000071	LOC6035460|XP_038107044.1|CQUI, LOC6035462|XP_001845648.2|CQUI, LOC6044126|XP_001861681.2|CQUI, LOC6035447|XP_001845634.1|CQUI	LOC108165608|XP_017157174.1|DMIR, LOC108150751|XP_017134533.1|DMIR, LOC108153450|XP_017138959.1|DMIR
OG0000072	LOC6046366|XP_038106922.1|CQUI, LOC6037132|XP_001847069.2|CQUI, LOC6046369|XP_001863585.1|CQUI, LOC6046367|XP_001863584.2|CQUI, LOC6046372|XP_001863588.1|CQUI, LOC6046370|XP_001863586.2|CQUI	LOC108160257|XP_017149612.1|DMIR, LOC108159396|XP_017148120.1|DMIR, LOC108160256|XP_017149611.1|DMIR
OG0000073	LOC6036627|XP_001846655.1|CQUI	LOC117189979|XP_033250952.1|DMIR, LOC108159670|XP_017148639.1|DMIR
OG0000073	LOC6034716|XP_038105946.1|CQUI, LOC6034713|XP_038105974.1|CQUI	LOC108150973|XP_017134799.1|DMIR
OG0000074	LOC6032868|XP_001843393.1|CQUI, LOC6032869|XP_001843394.2|CQUI, LOC6032872|XP_038117359.1|CQUI, LOC119768790|XP_038115896.1|CQUI, LOC119768789|XP_038115895.1|CQUI, LOC6049339|XP_001866118.2|CQUI, LOC119769377|XP_038117358.1|CQUI, LOC6049343|XP_038117357.1|CQUI, LOC6049341|XP_001866122.2|CQUI, LOC6032899|XP_001843424.2|CQUI, LOC6032870|XP_001843395.2|CQUI, LOC6043916|XP_001861478.2|CQUI, LOC6032877|XP_001843402.2|CQUI, LOC6032878|XP_038115901.1|CQUI, LOC119768791|XP_038115897.1|CQUI, LOC6032830|XP_001843365.2|CQUI	LOC108152480|XP_017137342.1|DMIR, LOC108153512|XP_017139057.1|DMIR
OG0000076	LOC6052885|XP_038117932.1|CQUI	LOC108153442|XP_033243040.1|DMIR
OG0000076	LOC119770103|XP_038120268.1|CQUI	LOC108164834|XP_017156246.1|DMIR
OG0000077	LOC6034293|XP_038107616.1|CQUI	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR
OG0000077	LOC119766730|XP_038108150.1|CQUI	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR
OG0000077	LOC6034296|XP_038108770.1|CQUI	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR
OG0000077	LOC6035184|XP_038117374.1|CQUI	LOC108154903|XP_017140844.1|DMIR
OG0000078	LOC6049605|XP_038114648.1|CQUI	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR, LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR, LOC108157815|XP_017145503.1|DMIR, LOC108164827|XP_033245184.1|DMIR, LOC108165160|XP_017156716.1|DMIR
OG0000080	LOC6039848|XP_001849353.1|CQUI, LOC6036493|XP_001846542.2|CQUI, LOC6036492|XP_001846541.1|CQUI, LOC6036497|XP_038105714.1|CQUI, LOC6036496|XP_001846545.2|CQUI	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR, LOC108160659|XP_017150285.1|DMIR
OG0000082	LOC6053936|XP_001869938.2|CQUI, LOC6035883|XP_038106135.1|CQUI, LOC6040822|XP_001850162.2|CQUI, LOC6053935|XP_038112245.1|CQUI, LOC6048581|XP_001865480.2|CQUI, LOC6041263|XP_038117473.1|CQUI, LOC6044163|XP_001861715.1|CQUI	LOC108160171|XP_017149484.1|DMIR, LOC108156489|XP_017143463.1|DMIR, LOC108154939|XP_017140918.1|DMIR
OG0000083	LOC6049436|XP_038110738.1|CQUI, LOC6049432|XP_001866193.2|CQUI	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR, LOC108162999|XP_017153506.2|DMIR
OG0000084	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI, LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI, LOC6037611|XP_038121017.1|CQUI, LOC6039554|XP_038121068.1|CQUI	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR
OG0000084	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR
OG0000085	LOC6043704|XP_001861330.2|CQUI	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR
OG0000086	LOC6046855|XP_001863974.2|CQUI	LOC117194445|XP_033254904.1|DMIR, LOC117194667|XP_033255069.1|DMIR, LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR, LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR, LOC117194342|XP_033254802.1|DMIR, LOC117194780|XP_033255164.1|DMIR, LOC117194896|XP_033255250.1|DMIR, LOC117191823|XP_033252479.1|DMIR, LOC117194813|XP_033255187.1|DMIR, LOC117191469|XP_033252217.1|DMIR, LOC117194900|XP_033255255.1|DMIR, LOC117194917|XP_033255273.1|DMIR, LOC117194804|XP_033255178.1|DMIR, LOC117191393|XP_033252168.1|DMIR, LOC117191470|XP_033252218.1|DMIR, LOC117194618|XP_033255037.1|DMIR, LOC117194784|XP_033255169.1|DMIR, LOC117194908|XP_033255265.1|DMIR, LOC117190777|XP_033251731.1|DMIR, LOC117194945|XP_033255305.1|DMIR, LOC117194943|XP_033255304.1|DMIR, LOC117194341|XP_033254800.1|DMIR, LOC117194471|XP_033254927.1|DMIR, LOC117194810|XP_033255184.1|DMIR, LOC117194782|XP_033255167.1|DMIR, LOC117194805|XP_033255179.1|DMIR, LOC117191824|XP_033252480.1|DMIR, LOC117194375|XP_033254839.1|DMIR, LOC117191827|XP_033252483.1|DMIR, LOC117194913|XP_033255269.1|DMIR, LOC117190006|XP_033250989.1|DMIR, LOC117194641|XP_033255048.1|DMIR, LOC117194469|XP_033254922.1|DMIR, LOC117192088|XP_033252680.1|DMIR, LOC117194921|XP_033255277.1|DMIR, LOC117191851|XP_033252507.1|DMIR, LOC117194940|XP_033255295.1|DMIR, LOC117194746|XP_033255133.1|DMIR, LOC117194906|XP_033255262.1|DMIR, LOC117194783|XP_033255168.1|DMIR, LOC117194910|XP_033255266.1|DMIR, LOC117194394|XP_033254864.1|DMIR, LOC117194347|XP_033254807.1|DMIR, LOC117194393|XP_033254861.1|DMIR, LOC117194897|XP_033255251.1|DMIR, LOC117191471|XP_033252219.1|DMIR, LOC117194616|XP_033255035.1|DMIR, LOC117194809|XP_033255183.1|DMIR, LOC117194339|XP_033254796.1|DMIR, LOC117194332|XP_033254794.1|DMIR, LOC117194907|XP_033255263.1|DMIR, LOC117191829|XP_033252486.1|DMIR, LOC117191034|XP_033251895.1|DMIR, LOC117191830|XP_033252488.1|DMIR, LOC117191825|XP_033252482.1|DMIR, LOC117194696|XP_033255097.1|DMIR, LOC117194358|XP_033254814.1|DMIR, LOC117194392|XP_033254860.1|DMIR, LOC117194905|XP_033255261.1|DMIR, LOC117194939|XP_033255294.1|DMIR, LOC117194937|XP_033255290.1|DMIR, LOC117194666|XP_033255068.1|DMIR, LOC117194651|XP_033255058.1|DMIR, LOC117194685|XP_033255086.1|DMIR, LOC117194759|XP_033255149.1|DMIR, LOC117194898|XP_033255252.1|DMIR, LOC117194316|XP_033254777.1|DMIR, LOC117194374|XP_033254836.1|DMIR, LOC117194387|XP_033254852.1|DMIR, LOC117194444|XP_033254903.1|DMIR, LOC117194949|XP_033255311.1|DMIR, LOC117194936|XP_033255287.1|DMIR, LOC117194373|XP_033254834.1|DMIR, LOC117194388|XP_033254855.1|DMIR, LOC117185894|XP_033255094.1|DMIR, LOC117194811|XP_033255185.1|DMIR, LOC117194468|XP_033254920.1|DMIR, LOC117194924|XP_033255279.1|DMIR, LOC117194920|XP_033255276.1|DMIR, LOC117192028|XP_033252640.1|DMIR, LOC117194808|XP_033255182.1|DMIR, LOC117194372|XP_033254832.1|DMIR, LOC117194779|XP_033255161.1|DMIR, LOC117191059|XP_033251918.1|DMIR, LOC117194748|XP_033255137.1|DMIR, LOC117194812|XP_033255186.1|DMIR, LOC117194343|XP_033254803.1|DMIR, LOC117194389|XP_033254857.1|DMIR, LOC117194359|XP_033254821.1|DMIR, LOC117194778|XP_033255159.1|DMIR, LOC117194371|XP_033254831.1|DMIR, LOC117190382|XP_033251354.1|DMIR, LOC117194918|XP_033255274.1|DMIR, LOC117194579|XP_033255010.1|DMIR, LOC117194815|XP_033255189.1|DMIR, LOC117194925|XP_033255280.1|DMIR, LOC117194928|XP_033255282.1|DMIR, LOC117191822|XP_033252478.1|DMIR, LOC117194619|XP_033255038.1|DMIR, LOC108159200|XP_033255292.1|DMIR, LOC117194652|XP_033255059.1|DMIR, LOC117194930|XP_033255284.1|DMIR, LOC117194814|XP_033255188.1|DMIR, LOC117194642|XP_033255050.1|DMIR, LOC117194938|XP_033255293.1|DMIR, LOC117194653|XP_033255060.1|DMIR, LOC117194766|XP_033255154.1|DMIR, LOC117194691|XP_033255092.1|DMIR
OG0000087	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI	LOC108161399|XP_017151137.1|DMIR
OG0000087	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI	LOC108162440|XP_017152666.1|DMIR, LOC108161407|XP_017151147.1|DMIR
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC108162539|XP_017152811.1|DMIR, LOC108154400|XP_017140155.1|DMIR, LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR, LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC108155180|XP_017141339.1|DMIR
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC108152982|XP_017138197.1|DMIR
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC108158810|XP_017146987.1|DMIR, LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR, LOC108153204|XP_017138513.1|DMIR, LOC108165393|XP_017156920.1|DMIR
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC108154728|XP_033244852.1|DMIR
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC108162520|XP_017152790.1|DMIR, LOC108156561|XP_017143573.1|DMIR, LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC108162786|XP_017153175.1|DMIR
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC108152816|XP_017137892.1|DMIR, LOC108153924|XP_017139508.1|DMIR
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC108154822|XP_017140713.1|DMIR
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC108164818|XP_017156227.1|DMIR
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC108165233|XP_033242797.1|DMIR, LOC108152627|XP_017137590.1|DMIR, LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC108160538|XP_017150092.1|DMIR
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC108160481|XP_017149990.1|DMIR
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR, LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC108163569|XP_017154425.1|DMIR, LOC108153719|XP_017139336.1|DMIR
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC108154606|XP_017140412.2|DMIR, LOC108153878|XP_033245780.1|DMIR, LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR, LOC108154865|XP_017140783.1|DMIR
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC108164043|XP_017155110.2|DMIR
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC108165577|XP_017157139.1|DMIR, LOC108165536|XP_017157099.1|DMIR, LOC108153747|XP_017139366.1|DMIR, LOC108153676|XP_017139281.1|DMIR
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC108164775|XP_017156184.1|DMIR, LOC108165219|XP_017156755.1|DMIR
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC108161198|XP_017150908.1|DMIR, LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC108162627|XP_017152939.2|DMIR, LOC108162628|XP_017152940.2|DMIR, LOC108161119|XP_033248742.1|DMIR
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC108162472|XP_017152711.1|DMIR, LOC108165023|XP_017156548.1|DMIR
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC108156728|XP_017143872.1|DMIR, LOC108154494|XP_017140284.1|DMIR, LOC108154395|XP_017140149.1|DMIR
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC108164784|XP_017156196.1|DMIR
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC108153203|XP_017138517.1|DMIR, LOC108156155|XP_017142969.1|DMIR, LOC108156154|XP_017142967.1|DMIR
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC108161700|XP_017151502.1|DMIR, LOC108164727|XP_017156108.1|DMIR, LOC108158443|XP_017146214.1|DMIR, LOC108163637|XP_017154537.1|DMIR
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC108159114|XP_017147585.2|DMIR, LOC117188072|XP_033247262.1|DMIR, LOC108157055|XP_017144373.1|DMIR, LOC108157056|XP_033245914.1|DMIR
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC108160897|XP_017150658.1|DMIR, LOC108158305|XP_033247655.1|DMIR, LOC108160961|XP_017150744.1|DMIR, LOC108158221|XP_017145941.1|DMIR, LOC117194038|XP_033254570.1|DMIR
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC108156792|XP_017143958.1|DMIR
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC108163762|XP_017154724.1|DMIR, LOC108163331|XP_017154055.1|DMIR
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC108157811|XP_017145497.1|DMIR, LOC108154327|XP_017140076.1|DMIR, LOC108157782|XP_017145460.1|DMIR, LOC108157767|XP_017145439.1|DMIR
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC117191333|XP_033252127.1|DMIR, LOC108158481|XP_017146277.1|DMIR, LOC108158482|XP_017146278.1|DMIR
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC108154788|XP_017140666.1|DMIR, LOC108153744|XP_017139362.1|DMIR, LOC108162038|XP_017152050.2|DMIR, LOC108154778|XP_033246692.1|DMIR
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC108165488|XP_017157029.1|DMIR, LOC108151689|XP_017135924.1|DMIR, LOC108151690|XP_017135925.1|DMIR, LOC108165486|XP_017157028.1|DMIR
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC108161809|XP_017151658.1|DMIR, LOC108156801|XP_017143973.1|DMIR
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC108154929|XP_033244994.1|DMIR
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC108163575|XP_017154431.1|DMIR
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC108152098|XP_017136638.1|DMIR, LOC108156126|XP_017142929.1|DMIR
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC108152216|XP_017136881.1|DMIR
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC108161347|XP_017151074.1|DMIR, LOC108161442|XP_017151193.1|DMIR, LOC108161598|XP_017151375.1|DMIR, LOC108162662|XP_017152991.1|DMIR
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC108157051|XP_017144359.1|DMIR, LOC108158358|XP_033248266.1|DMIR, LOC117192427|XP_033252990.1|DMIR
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC108151106|XP_017134993.1|DMIR, LOC108151107|XP_017134995.1|DMIR, LOC108151105|XP_017134992.1|DMIR, LOC108151108|XP_017134997.1|DMIR
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC108156058|XP_017142830.1|DMIR
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC108156055|XP_017142820.1|DMIR
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC108159083|XP_017147530.1|DMIR
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC117185781|XP_033243143.1|DMIR
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC108151637|XP_017135832.1|DMIR
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC108157589|XP_033245539.1|DMIR
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC108164714|XP_017156081.1|DMIR
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC108161611|XP_017151399.1|DMIR
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC108164718|XP_017156091.1|DMIR, LOC108163255|XP_017153915.1|DMIR, LOC108163257|XP_017153917.1|DMIR, LOC108163256|XP_017153916.1|DMIR
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC108161567|XP_017151345.2|DMIR
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC108157240|XP_017144699.1|DMIR
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC108162821|XP_017153226.1|DMIR
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC108163790|XP_017154763.1|DMIR
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC108162083|XP_017152126.1|DMIR, LOC108153187|XP_017138492.1|DMIR
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC108156314|XP_017143193.1|DMIR, LOC108156315|XP_033244062.1|DMIR
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC108157603|XP_017145221.2|DMIR, LOC108157524|XP_017145117.1|DMIR, LOC108157525|XP_017145118.2|DMIR
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC108157566|XP_017145174.2|DMIR, LOC108157565|XP_017145173.2|DMIR, LOC108151226|XP_017135212.1|DMIR
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC108151607|XP_017135782.1|DMIR, LOC108150933|XP_017134752.1|DMIR, LOC108150902|XP_017134700.1|DMIR
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC108160962|XP_017150746.1|DMIR, LOC108158231|XP_017145952.1|DMIR, LOC117194039|XP_033254575.1|DMIR, LOC117193954|XP_033254500.1|DMIR, LOC117193637|XP_033254273.1|DMIR, LOC108158538|XP_017146434.1|DMIR
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC117193770|XP_033254388.1|DMIR, LOC108160104|XP_017149383.1|DMIR, LOC108152417|XP_017137219.1|DMIR, LOC108152415|XP_033242867.1|DMIR
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC108151429|XP_017135511.1|DMIR
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC108151257|XP_017135262.1|DMIR, LOC108152747|XP_017137790.1|DMIR
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC108155541|XP_017141907.2|DMIR, LOC108155539|XP_017141905.2|DMIR
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC108162572|XP_017152864.1|DMIR, LOC108163394|XP_017154141.1|DMIR
