Orthogroup	CQUI.longest_only	ASTE.longest_only
OG0000057	LOC119766318|XP_038106722.1|CQUI, LOC119766444|XP_038106927.1|CQUI, LOC119769334|XP_038117279.1|CQUI, LOC119767753|XP_038113071.1|CQUI, LOC119769047|XP_038116866.1|CQUI, LOC119766245|XP_038106610.1|CQUI, LOC119770822|XP_038122297.1|CQUI	LOC118508925|XP_035904701.1|ASTE, LOC118502372|XP_035890485.1|ASTE, LOC118509992|XP_035907268.1|ASTE, LOC118506863|XP_035900492.1|ASTE
OG0000058	LOC6045941|XP_001863218.2|CQUI	LOC118513234|XP_035914678.1|ASTE
OG0000058	LOC6049584|XP_001866314.2|CQUI, LOC119770688|XP_038121949.1|CQUI, LOC6049585|XP_001866315.2|CQUI	LOC118509609|XP_035906312.1|ASTE
OG0000060	LOC6052719|XP_038111213.1|CQUI	LOC118506293|XP_035899121.1|ASTE
OG0000060	LOC6034874|XP_038108204.1|CQUI	LOC118514292|XP_035916947.1|ASTE
OG0000061	LOC6034211|XP_001844564.2|CQUI, LOC6034202|XP_038108803.1|CQUI	LOC118507312|XP_035901588.1|ASTE, LOC118507313|XP_035901589.1|ASTE
OG0000061	LOC6034207|XP_001844560.2|CQUI, LOC6034208|XP_001844561.2|CQUI	LOC118508145|XP_035903575.1|ASTE
OG0000061	LOC6034206|XP_001844559.1|CQUI	LOC118508147|XP_035903576.1|ASTE
OG0000061	LOC6034210|XP_001844563.2|CQUI	LOC118508152|XP_035903582.1|ASTE
OG0000067	LOC6051936|XP_038110342.1|CQUI, LOC6032295|XP_038111782.1|CQUI, LOC6032296|XP_001842932.2|CQUI	LOC118517599|XP_035919781.1|ASTE, LOC118517600|XP_035919782.1|ASTE, LOC118517598|XP_035919779.1|ASTE
OG0000067	LOC6032826|XP_038121454.1|CQUI	LOC118509032|XP_035904963.1|ASTE
OG0000068	LOC6036588|XP_038118645.1|CQUI, LOC6036586|XP_001846619.2|CQUI	LOC118509544|XP_035906185.1|ASTE
OG0000068	LOC6042516|XP_001851810.2|CQUI	LOC118512181|XP_035912164.1|ASTE
OG0000068	LOC6042515|XP_038108176.1|CQUI	LOC118504040|XP_035893930.1|ASTE
OG0000068	LOC6042514|XP_001851807.2|CQUI	LOC118504041|XP_035893931.1|ASTE
OG0000068	LOC6036917|XP_001846892.2|CQUI	LOC118505785|XP_035897988.1|ASTE
OG0000070	LOC6037948|XP_001847799.2|CQUI	LOC118514552|XP_035917436.1|ASTE, LOC118514553|XP_035917437.1|ASTE
OG0000071	LOC119767574|XP_038112401.1|CQUI	LOC118508081|XP_035903437.1|ASTE
OG0000071	LOC6037850|XP_001847723.2|CQUI	LOC118508137|XP_035903544.1|ASTE
OG0000071	LOC119766520|XP_038107045.1|CQUI	LOC118507755|XP_035902660.1|ASTE
OG0000071	LOC6035460|XP_038107044.1|CQUI, LOC6035462|XP_001845648.2|CQUI, LOC6044126|XP_001861681.2|CQUI	LOC118508078|XP_035903435.1|ASTE, LOC118512339|XP_035912519.1|ASTE, LOC118508073|XP_035903430.1|ASTE
OG0000071	LOC6035447|XP_001845634.1|CQUI	LOC118508077|XP_035903434.1|ASTE, LOC118508075|XP_035903432.1|ASTE
OG0000072	LOC6037132|XP_001847069.2|CQUI	LOC118515883|XP_035917965.1|ASTE, LOC118514335|XP_035917037.1|ASTE
OG0000072	LOC6046369|XP_001863585.1|CQUI, LOC6046367|XP_001863584.2|CQUI, LOC6046372|XP_001863588.1|CQUI, LOC6046370|XP_001863586.2|CQUI	LOC118511004|XP_035909412.1|ASTE, LOC118509229|XP_035905431.1|ASTE
OG0000073	LOC6036627|XP_001846655.1|CQUI	LOC118508175|XP_035903617.1|ASTE
OG0000073	LOC6046963|XP_038105849.1|CQUI	LOC118505021|XP_035896105.1|ASTE
OG0000073	LOC6034716|XP_038105946.1|CQUI	LOC118504541|XP_035895010.1|ASTE
OG0000073	LOC6034713|XP_038105974.1|CQUI	LOC118504546|XP_035895042.1|ASTE
OG0000073	LOC6042203|XP_038114550.1|CQUI	LOC118504255|XP_035894375.1|ASTE
OG0000073	LOC6042684|XP_038116667.1|CQUI	LOC118508670|XP_035904399.1|ASTE
OG0000074	LOC6032872|XP_038117359.1|CQUI, LOC119768790|XP_038115896.1|CQUI	LOC118516380|XP_035918125.1|ASTE, LOC118512784|XP_035913591.1|ASTE
OG0000074	LOC119768789|XP_038115895.1|CQUI	LOC118510203|XP_035907633.1|ASTE
OG0000074	LOC6049339|XP_001866118.2|CQUI, LOC119769377|XP_038117358.1|CQUI, LOC6049343|XP_038117357.1|CQUI, LOC6049341|XP_001866122.2|CQUI, LOC6032899|XP_001843424.2|CQUI, LOC6032870|XP_001843395.2|CQUI, LOC6043916|XP_001861478.2|CQUI	LOC118512755|XP_035913538.1|ASTE, LOC118516368|XP_035918114.1|ASTE, LOC118512757|XP_035913540.1|ASTE, LOC118512754|XP_035913537.1|ASTE, LOC118516371|XP_035918117.1|ASTE, LOC118516372|XP_035918118.1|ASTE, LOC118516374|XP_035918120.1|ASTE, LOC118512758|XP_035913541.1|ASTE, LOC118516373|XP_035918119.1|ASTE, LOC118512753|XP_035913536.1|ASTE, LOC118512756|XP_035913539.1|ASTE, LOC118516369|XP_035918115.1|ASTE, LOC118512737|XP_035913495.1|ASTE
OG0000074	LOC6032877|XP_001843402.2|CQUI, LOC6032878|XP_038115901.1|CQUI, LOC119768791|XP_038115897.1|CQUI, LOC6032830|XP_001843365.2|CQUI	LOC118513102|XP_035914396.1|ASTE, LOC118513101|XP_035914395.1|ASTE, LOC118513100|XP_035914394.1|ASTE
OG0000076	LOC6052885|XP_038117932.1|CQUI	LOC118512277|XP_035912363.1|ASTE, LOC118517163|XP_035918937.1|ASTE
OG0000076	LOC119770103|XP_038120268.1|CQUI	LOC118504620|XP_035895194.1|ASTE
OG0000077	LOC6034293|XP_038107616.1|CQUI	LOC118507281|XP_035901485.1|ASTE
OG0000077	LOC119766730|XP_038108150.1|CQUI	LOC118512454|XP_035912813.1|ASTE
OG0000077	LOC6034296|XP_038108770.1|CQUI	LOC118506025|XP_035898529.1|ASTE
OG0000077	LOC6035184|XP_038117374.1|CQUI	LOC118511962|XP_035911578.1|ASTE
OG0000077	LOC6045157|XP_001862558.2|CQUI	LOC118511892|XP_035911415.1|ASTE
OG0000078	LOC6049605|XP_038114648.1|CQUI	LOC118506363|XP_035899271.1|ASTE
OG0000080	LOC6033299|XP_001843765.2|CQUI, LOC6052278|XP_038114013.1|CQUI	LOC118508108|XP_035903495.1|ASTE, LOC118508106|XP_035903493.1|ASTE
OG0000080	LOC6037192|XP_001847123.2|CQUI	LOC118503106|XP_035891931.1|ASTE
OG0000080	LOC6051411|XP_001867853.2|CQUI	LOC118509536|XP_035906155.1|ASTE
OG0000080	LOC6039848|XP_001849353.1|CQUI, LOC6036493|XP_001846542.2|CQUI	LOC118508460|XP_035904157.1|ASTE
OG0000080	LOC6036492|XP_001846541.1|CQUI	LOC118508462|XP_035904160.1|ASTE
OG0000081	LOC6050638|XP_038119589.1|CQUI, LOC6032516|XP_038114916.1|CQUI, LOC6046846|XP_001863975.2|CQUI, LOC119768672|XP_038115040.1|CQUI, LOC119769351|XP_038117314.1|CQUI, LOC6040653|XP_001850016.2|CQUI, LOC119768833|XP_038116151.1|CQUI, LOC6036554|XP_038117118.1|CQUI, LOC119767488|XP_038112134.1|CQUI, LOC119766215|XP_038106582.1|CQUI, LOC119767474|XP_038112079.1|CQUI, LOC6048831|XP_038114225.1|CQUI, LOC119770322|XP_038120914.1|CQUI, LOC6050169|XP_038109602.1|CQUI	LOC118512948|XP_035914060.1|ASTE, LOC118512949|XP_035914061.1|ASTE
OG0000081	LOC6031300|XP_038114779.1|CQUI	LOC118517328|XP_035919201.1|ASTE
OG0000082	LOC6053936|XP_001869938.2|CQUI	LOC118507692|XP_035902418.1|ASTE, LOC118513643|XP_035915603.1|ASTE, LOC118517141|XP_035918892.1|ASTE, LOC118513644|XP_035915604.1|ASTE, LOC118513645|XP_035915605.1|ASTE
OG0000083	LOC6049436|XP_038110738.1|CQUI	LOC118512490|XP_035912888.1|ASTE
OG0000083	LOC6049432|XP_001866193.2|CQUI	LOC118512492|XP_035912890.1|ASTE, LOC118512491|XP_035912889.1|ASTE
OG0000084	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI	LOC118507487|XP_035901904.1|ASTE
OG0000084	LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI	LOC118509025|XP_035904952.1|ASTE, LOC118504703|XP_035895429.1|ASTE, LOC118508829|XP_035904468.1|ASTE, LOC118509024|XP_035904951.1|ASTE, LOC118509023|XP_035904949.1|ASTE
OG0000084	LOC6037611|XP_038121017.1|CQUI	LOC118513092|XP_035914386.1|ASTE
OG0000084	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI	LOC118503417|XP_035892550.1|ASTE
OG0000085	LOC6043932|XP_001861515.1|CQUI	LOC118512093|XP_035911950.1|ASTE
OG0000085	LOC6043704|XP_001861330.2|CQUI	LOC118513044|XP_035914229.1|ASTE
OG0000086	LOC6046855|XP_001863974.2|CQUI	LOC118508907|XP_035904661.1|ASTE
OG0000087	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI	LOC118511165|XP_035909796.1|ASTE
OG0000087	LOC6046700|XP_001863862.1|CQUI	LOC118511162|XP_035909794.1|ASTE
OG0000087	LOC6046706|XP_001863867.2|CQUI	LOC118511161|XP_035909793.1|ASTE
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC118503330|XP_035892383.1|ASTE
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC118505310|XP_035896841.1|ASTE
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE
OG0000089	LOC6032552|XP_001843131.2|CQUI, LOC6052838|XP_038121869.1|CQUI, LOC6042540|XP_038119675.1|CQUI	LOC118506188|XP_035898872.1|ASTE
OG0000090	LOC6048423|XP_038106295.1|CQUI	LOC118506264|XP_035899059.1|ASTE
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC118507859|XP_035902942.1|ASTE
OG0000091	LOC6050543|XP_001867131.2|CQUI	LOC118505601|XP_035897522.1|ASTE, LOC118516562|XP_035918416.1|ASTE
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE
OG0000092	LOC6043421|XP_001858976.2|CQUI	LOC118502652|XP_035890995.1|ASTE
OG0000092	LOC6043413|XP_038116759.1|CQUI	LOC118502656|XP_035891000.1|ASTE
OG0000093	LOC6032151|XP_001842804.1|CQUI	LOC118510780|XP_035908957.1|ASTE
OG0000093	LOC6031518|XP_038110050.1|CQUI	LOC118512414|XP_035912706.1|ASTE
OG0000094	LOC6046778|XP_001863915.2|CQUI	LOC118502720|XP_035891168.1|ASTE
OG0000094	LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC118506771|XP_035900263.1|ASTE, LOC118514681|XP_035917717.1|ASTE, LOC118516006|XP_035918152.1|ASTE
OG0000095	LOC119768985|XP_038116780.1|CQUI, LOC119767931|XP_038113881.1|CQUI, LOC119769601|XP_038118615.1|CQUI, LOC119769410|XP_038117611.1|CQUI, LOC119770324|XP_038120919.1|CQUI, LOC119770734|XP_038122068.1|CQUI, LOC119766181|XP_038106540.1|CQUI, LOC119766251|XP_038106618.1|CQUI, LOC119769331|XP_038117270.1|CQUI, LOC119770517|XP_038121457.1|CQUI, LOC119770756|XP_038122132.1|CQUI, LOC119770359|XP_038120999.1|CQUI, LOC119766446|XP_038106929.1|CQUI, LOC119766006|XP_038106252.1|CQUI, LOC119769197|XP_038117039.1|CQUI, LOC119766412|XP_038106874.1|CQUI, LOC119769027|XP_038116837.1|CQUI, LOC119769878|XP_038119586.1|CQUI, LOC119766468|XP_038106954.1|CQUI	LOC118507514|XP_035901957.1|ASTE
OG0000095	LOC119769233|XP_038117091.1|CQUI, LOC119770349|XP_038120977.1|CQUI, LOC119769917|XP_038119688.1|CQUI	LOC118515076|XP_035917701.1|ASTE, LOC118504363|XP_035894651.1|ASTE, LOC118511614|XP_035910801.1|ASTE, LOC118515153|XP_035917755.1|ASTE
OG0000095	LOC119769872|XP_038119547.1|CQUI, LOC119768930|XP_038116672.1|CQUI, LOC119768952|XP_038116719.1|CQUI, LOC119769460|XP_038117895.1|CQUI	LOC118513342|XP_035914863.1|ASTE
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC118506462|XP_035899533.1|ASTE
OG0000098	LOC6043060|XP_001855216.2|CQUI, LOC6043061|XP_001855221.2|CQUI, LOC6043062|XP_001855226.2|CQUI, LOC6043058|XP_001855209.2|CQUI, LOC6043064|XP_038110526.1|CQUI, LOC6043063|XP_038110529.1|CQUI	LOC118503065|XP_035891826.1|ASTE
OG0000098	LOC6043057|XP_001855204.2|CQUI	LOC118503062|XP_035891822.1|ASTE
OG0000098	LOC6042688|XP_001870709.2|CQUI, LOC6043069|XP_001855260.2|CQUI, LOC6043068|XP_001855257.2|CQUI, LOC6036778|XP_001846774.2|CQUI, LOC6034167|XP_001844468.2|CQUI, LOC6043065|XP_001855237.2|CQUI, LOC6043067|XP_038110530.1|CQUI	LOC118503063|XP_035891823.1|ASTE, LOC118503064|XP_035891825.1|ASTE
OG0000099	LOC6042279|XP_038116741.1|CQUI	LOC118506913|XP_035900599.1|ASTE
OG0000099	LOC6042285|XP_001851422.2|CQUI	LOC118502385|XP_035890500.1|ASTE
OG0000099	LOC6054549|XP_038116742.1|CQUI	LOC118506916|XP_035900604.1|ASTE
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC118510504|XP_035908303.1|ASTE
OG0000102	LOC6042849|XP_038117049.1|CQUI	LOC118509466|XP_035905987.1|ASTE
OG0000102	LOC6036514|XP_038106639.1|CQUI	LOC118511833|XP_035911269.1|ASTE
OG0000102	LOC6050891|XP_001867414.2|CQUI	LOC118509016|XP_035904927.1|ASTE
OG0000102	LOC6050894|XP_038117044.1|CQUI	LOC118509017|XP_035904928.1|ASTE
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC118504365|XP_035894655.1|ASTE
OG0000103	LOC6051635|XP_038111149.1|CQUI	LOC118508203|XP_035903666.1|ASTE
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC118506605|XP_035899865.1|ASTE
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI	LOC118505426|XP_035897081.1|ASTE
OG0000109	LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC118502869|XP_035891469.1|ASTE
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC118504419|XP_035894746.1|ASTE
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI	LOC118511309|XP_035910114.1|ASTE
OG0000110	LOC6043130|XP_001856154.2|CQUI	LOC118511304|XP_035910107.1|ASTE
OG0000111	LOC6047827|XP_001864828.1|CQUI	LOC118503662|XP_035893080.1|ASTE, LOC118503161|XP_035892015.1|ASTE
OG0000111	LOC6045849|XP_001863137.1|CQUI	LOC118504876|XP_035895821.1|ASTE
OG0000111	LOC6045843|XP_001863132.1|CQUI	LOC118507965|XP_035903187.1|ASTE
OG0000111	LOC6045847|XP_001863135.1|CQUI	LOC118507089|XP_035900970.1|ASTE
OG0000111	LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC118503024|XP_035891741.1|ASTE
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC118509754|XP_035906778.1|ASTE
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC118512990|XP_035914139.1|ASTE
OG0000114	LOC6051857|XP_001868221.2|CQUI, LOC6051856|XP_001868220.2|CQUI	LOC118514102|XP_035916561.1|ASTE, LOC118510681|XP_035908737.1|ASTE, LOC118503529|XP_035892807.1|ASTE
OG0000115	LOC119769006|XP_038116806.1|CQUI, LOC119769062|XP_038116882.1|CQUI, LOC119769300|XP_038117204.1|CQUI, LOC119770503|XP_038121428.1|CQUI, LOC119767757|XP_038113112.1|CQUI, LOC119769036|XP_038116847.1|CQUI, LOC119768898|XP_038116610.1|CQUI, LOC119770514|XP_038121445.1|CQUI, LOC119768934|XP_038116682.1|CQUI, LOC119768953|XP_038116721.1|CQUI, LOC119768578|XP_038114539.1|CQUI, LOC119768960|XP_038116731.1|CQUI, LOC119766209|XP_038106571.1|CQUI, LOC119766471|XP_038106957.1|CQUI, LOC119770116|XP_038120368.1|CQUI, LOC119769253|XP_038117117.1|CQUI, LOC119767398|XP_038111831.1|CQUI, LOC119768979|XP_038116773.1|CQUI, LOC119770429|XP_038121252.1|CQUI, LOC119769087|XP_038116918.1|CQUI, LOC119766175|XP_038106534.1|CQUI, LOC119766067|XP_038106370.1|CQUI, LOC119768902|XP_038116615.1|CQUI, LOC119766513|XP_038107030.1|CQUI, LOC119769021|XP_038116830.1|CQUI, LOC119766262|XP_038106630.1|CQUI, LOC119765938|XP_038106143.1|CQUI, LOC119766332|XP_038106741.1|CQUI, LOC119769159|XP_038116990.1|CQUI, LOC119770232|XP_038120614.1|CQUI, LOC119770238|XP_038120627.1|CQUI, LOC119765981|XP_038106218.1|CQUI, LOC119766230|XP_038106597.1|CQUI, LOC119768959|XP_038116730.1|CQUI, LOC119766174|XP_038106533.1|CQUI, LOC119769088|XP_038116919.1|CQUI, LOC119766139|XP_038106467.1|CQUI, LOC119769596|XP_038118601.1|CQUI, LOC119769973|XP_038119853.1|CQUI, LOC119770115|XP_038120358.1|CQUI, LOC119769326|XP_038117263.1|CQUI, LOC119769350|XP_038117313.1|CQUI, LOC119766163|XP_038106501.1|CQUI, LOC119766492|XP_038107002.1|CQUI, LOC119766358|XP_038106779.1|CQUI, LOC119765947|XP_038106156.1|CQUI	LOC118507936|XP_035903140.1|ASTE
OG0000115	LOC119766527|XP_038107088.1|CQUI	LOC118510005|XP_035907283.1|ASTE
OG0000117	LOC6044862|XP_001862307.2|CQUI	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC6033809|XP_001844207.2|CQUI	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI	LOC118510253|XP_035907732.1|ASTE
OG0000119	LOC6033931|XP_001844320.2|CQUI	LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC118506630|XP_035899894.1|ASTE
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC118507218|XP_035901212.1|ASTE
OG0000131	LOC6035055|XP_038118246.1|CQUI, LOC119765545|XP_038105568.1|CQUI	LOC118504381|XP_035894684.1|ASTE
OG0000131	LOC6053503|XP_038107385.1|CQUI, LOC6053501|XP_038107384.1|CQUI, LOC6053502|XP_001869575.2|CQUI, LOC6050728|XP_038115049.1|CQUI, LOC6045048|XP_038110978.1|CQUI, LOC6052145|XP_038110752.1|CQUI, LOC6052144|XP_038110429.1|CQUI, LOC6052150|XP_038113155.1|CQUI, LOC6052147|XP_038113874.1|CQUI, LOC119767869|XP_038113545.1|CQUI, LOC6052143|XP_038112795.1|CQUI, LOC6052148|XP_038112796.1|CQUI	LOC118507054|XP_035900909.1|ASTE, LOC118507053|XP_035900908.1|ASTE
OG0000131	LOC6033945|XP_038110866.1|CQUI	LOC118502872|XP_035891473.1|ASTE
OG0000131	LOC6033947|XP_038110875.1|CQUI	LOC118502877|XP_035891487.1|ASTE
OG0000132	LOC6031879|XP_001842577.1|CQUI, LOC6031878|XP_001842576.1|CQUI	LOC118509218|XP_035905394.1|ASTE
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI	LOC118503160|XP_035892014.1|ASTE
OG0000132	LOC6046245|XP_001863473.2|CQUI	LOC118502510|XP_035890646.1|ASTE
OG0000133	LOC119770440|XP_038121292.1|CQUI	LOC118506929|XP_035900664.1|ASTE, LOC118515142|XP_035917736.1|ASTE
OG0000133	LOC119770283|XP_038120801.1|CQUI	LOC118515187|XP_035917779.1|ASTE, LOC118511144|XP_035909766.1|ASTE
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC118514038|XP_035916413.1|ASTE
OG0000135	LOC6031850|XP_001842552.2|CQUI, LOC6031847|XP_001842550.2|CQUI, LOC6031845|XP_038113070.1|CQUI, LOC6031849|XP_038106751.1|CQUI, LOC6044704|XP_001862171.2|CQUI	LOC118504599|XP_035895157.1|ASTE, LOC118502450|XP_035890572.1|ASTE
OG0000135	LOC6044711|XP_038118459.1|CQUI	LOC118504593|XP_035895148.1|ASTE
OG0000135	LOC6042061|XP_038121096.1|CQUI	LOC118515262|XP_035917840.1|ASTE, LOC118508259|XP_035903777.1|ASTE
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC6050896|XP_001867417.2|CQUI	LOC118511893|XP_035911416.1|ASTE
OG0000137	LOC6048049|XP_001865019.2|CQUI	LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI	LOC118512572|XP_035913082.1|ASTE
OG0000140	LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI	LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE
OG0000140	LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC6035038|XP_001845280.2|CQUI	LOC118508535|XP_035904305.1|ASTE
OG0000143	LOC6035039|XP_001845281.2|CQUI	LOC118508252|XP_035903758.1|ASTE
OG0000143	LOC6035847|XP_001845963.1|CQUI	LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC118514648|XP_035917567.1|ASTE
OG0000144	LOC6045050|XP_038112582.1|CQUI	LOC118514646|XP_035917563.1|ASTE
OG0000145	LOC6034352|XP_001844671.2|CQUI	LOC118513794|XP_035915873.1|ASTE
OG0000145	LOC6034354|XP_001844673.2|CQUI	LOC118513795|XP_035915874.1|ASTE
OG0000146	LOC6047120|XP_001864218.2|CQUI, LOC6047121|XP_001864219.2|CQUI, LOC6047122|XP_001864220.2|CQUI, LOC6036757|XP_001846755.2|CQUI, LOC119767476|XP_038112083.1|CQUI, LOC6047119|XP_001864217.2|CQUI, LOC6036754|XP_038111578.1|CQUI, LOC6036755|XP_001846753.2|CQUI	LOC118508422|XP_035904084.1|ASTE
OG0000146	LOC6047110|XP_001864209.2|CQUI	LOC118505869|XP_035898185.1|ASTE, LOC118505871|XP_035898187.1|ASTE
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC6040894|XP_001850222.1|CQUI	LOC118505553|XP_035897399.1|ASTE
OG0000147	LOC6040889|XP_001850217.2|CQUI	LOC118505551|XP_035897397.1|ASTE
OG0000147	LOC6040893|XP_001850221.2|CQUI	LOC118505552|XP_035897398.1|ASTE
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC6034204|XP_001844558.2|CQUI	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE
OG0000148	LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC118513557|XP_035915372.1|ASTE
OG0000148	LOC6054140|XP_038106138.1|CQUI, LOC6036102|XP_001846195.1|CQUI, LOC6036709|XP_001846713.2|CQUI, LOC6037449|XP_001847361.2|CQUI, LOC6036101|XP_001846194.1|CQUI, LOC6038909|XP_001848608.2|CQUI, LOC6038910|XP_001848609.2|CQUI, LOC6038908|XP_001848607.1|CQUI	LOC118509176|XP_035905334.1|ASTE, LOC118509179|XP_035905337.1|ASTE, LOC118509180|XP_035905338.1|ASTE, LOC118509178|XP_035905336.1|ASTE, LOC118509177|XP_035905335.1|ASTE
