Orthogroup	CQUI.longest_only	DPSE.longest_only
OG0000082	LOC6053936|XP_001869938.2|CQUI, LOC6035883|XP_038106135.1|CQUI, LOC6040822|XP_001850162.2|CQUI, LOC6053935|XP_038112245.1|CQUI, LOC6048581|XP_001865480.2|CQUI, LOC6041263|XP_038117473.1|CQUI, LOC6044163|XP_001861715.1|CQUI	LOC4803829|XP_001360483.2|DPSE, LOC4800945|XP_001358129.3|DPSE, LOC4801644|XP_001358698.2|DPSE
OG0000083	LOC6049436|XP_038110738.1|CQUI, LOC6049432|XP_001866193.2|CQUI	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE, LOC26532411|XP_033235904.1|DPSE
OG0000084	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI, LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI, LOC6037611|XP_038121017.1|CQUI, LOC6039554|XP_038121068.1|CQUI	LOC4803751|XP_001360416.2|DPSE
OG0000084	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI	LOC4805472|XP_001361867.2|DPSE
OG0000085	LOC6043704|XP_001861330.2|CQUI	LOC4804898|XP_001361384.3|DPSE
OG0000086	LOC6046855|XP_001863974.2|CQUI	LOC4804253|XP_001360840.1|DPSE
OG0000087	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI	LOC4816786|XP_001356332.1|DPSE
OG0000087	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI	LOC4817851|XP_001357379.2|DPSE, LOC6902768|XP_002132512.2|DPSE
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC4805581|XP_001361962.1|DPSE
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC6903460|XP_002132339.1|DPSE, LOC6897738|XP_015038003.2|DPSE, LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE, LOC6897737|XP_002137843.1|DPSE
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC4802911|XP_001359737.1|DPSE
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC4812687|XP_001353070.2|DPSE
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC4805122|XP_001361578.1|DPSE, LOC4805121|XP_015040451.2|DPSE, LOC6900041|XP_002135405.1|DPSE, LOC6899944|XP_002135312.2|DPSE
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC4801161|XP_015037056.1|DPSE
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC4816825|XP_001356505.3|DPSE, LOC4801449|XP_033232375.1|DPSE, LOC4801443|XP_001358537.1|DPSE
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC4817063|XP_015036040.1|DPSE
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC4813472|XP_015043125.2|DPSE, LOC4801917|XP_001358935.4|DPSE
OG0000095	LOC119769833|XP_038119458.1|CQUI, LOC119769291|XP_038117196.1|CQUI, LOC119770554|XP_038121568.1|CQUI	LOC4814670|XP_033237657.1|DPSE
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC4800823|XP_001358028.1|DPSE
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC6901374|XP_015041636.2|DPSE
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC6900247|XP_015044019.2|DPSE, LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC4804100|XP_001360716.3|DPSE
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC4804567|XP_001361108.2|DPSE
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE, LOC4813251|XP_033237392.1|DPSE, LOC4805641|XP_001362010.2|DPSE
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC4817994|XP_001357248.2|DPSE, LOC4812453|XP_001352571.2|DPSE
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC6897188|XP_033241709.1|DPSE, LOC4802641|XP_001359524.3|DPSE, LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE, LOC6896786|XP_002136991.3|DPSE
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC4816673|XP_001356046.3|DPSE
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC4813509|XP_001353237.3|DPSE, LOC4813564|XP_001353238.4|DPSE, LOC4813596|XP_001353239.2|DPSE, LOC4813344|XP_001353235.2|DPSE
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC4804957|XP_001361436.2|DPSE, LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC4816070|XP_001355599.3|DPSE, LOC4814555|XP_001355049.4|DPSE
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC4801479|XP_001358564.4|DPSE, LOC6899502|XP_033240539.1|DPSE, LOC117185048|XP_033240543.1|DPSE, LOC26531981|XP_033240362.1|DPSE, LOC6899402|XP_002136128.1|DPSE, LOC6899401|XP_002136127.1|DPSE, LOC6904066|XP_033240668.1|DPSE, LOC117185004|XP_033240273.1|DPSE, LOC117185065|XP_033240663.1|DPSE, LOC6904030|XP_033240677.1|DPSE, LOC117185072|XP_033240678.1|DPSE, LOC6897235|XP_002137407.2|DPSE, LOC26533299|XP_015041637.2|DPSE, LOC6901379|XP_002134067.2|DPSE
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC4816702|XP_001356233.1|DPSE, LOC4816357|XP_001356234.2|DPSE, LOC4816358|XP_001356235.2|DPSE, LOC6902710|XP_002133224.1|DPSE
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC4816812|XP_001356809.3|DPSE, LOC6901699|XP_002134369.2|DPSE
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC4800772|XP_001357987.3|DPSE, LOC4800771|XP_001357986.2|DPSE, LOC4800773|XP_001357988.3|DPSE
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC6901854|XP_002133392.2|DPSE
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC4803913|XP_001360557.1|DPSE
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC4815827|XP_001355632.3|DPSE, LOC6897326|XP_002137478.2|DPSE, LOC4801728|XP_001358772.2|DPSE
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC4817541|XP_001356952.2|DPSE, LOC6901494|XP_002134180.2|DPSE, LOC4805302|XP_001361724.1|DPSE, LOC4817383|XP_001356484.3|DPSE
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC4805442|XP_001361843.2|DPSE, LOC4802279|XP_001359231.2|DPSE, LOC4802278|XP_001359230.2|DPSE
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC4805062|XP_001361526.2|DPSE, LOC6898772|XP_002138749.2|DPSE, LOC6898774|XP_002138751.4|DPSE, LOC6898775|XP_004444382.2|DPSE
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC4801426|XP_003736507.1|DPSE
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC26532672|XP_033236106.1|DPSE, LOC26532541|XP_033236242.1|DPSE, LOC6903471|XP_015035428.2|DPSE
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE, LOC4802973|XP_001359783.3|DPSE
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC4803763|XP_001360426.3|DPSE, LOC4803762|XP_001360427.4|DPSE
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC6901846|XP_002133384.1|DPSE, LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC4814083|XP_001354216.4|DPSE, LOC4813204|XP_015043202.2|DPSE, LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC4817091|XP_033235701.1|DPSE, LOC4802383|XP_001359312.1|DPSE
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC6897020|XP_002137205.1|DPSE
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC4816709|XP_001356064.2|DPSE
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC6899972|XP_002135340.3|DPSE, LOC4801920|XP_001358938.2|DPSE
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC6900167|XP_002135506.1|DPSE
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC6903254|XP_002132953.2|DPSE, LOC6903167|XP_002132867.2|DPSE, LOC6903166|XP_002132866.2|DPSE
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC4801149|XP_001358287.3|DPSE, LOC6898982|XP_033234599.1|DPSE
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC4812798|XP_015043199.2|DPSE, LOC6900706|XP_015043198.1|DPSE, LOC4813077|XP_015043197.2|DPSE, LOC6900705|XP_002135068.1|DPSE
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC6897479|XP_002137628.3|DPSE
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC4811728|XP_033232983.1|DPSE
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC6901253|XP_002133954.2|DPSE
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC4813283|XP_001353993.3|DPSE
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC4813434|XP_001353992.4|DPSE
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC6897589|XP_033241591.1|DPSE
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC6901434|XP_033238837.1|DPSE
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC26533897|XP_015044394.2|DPSE
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC4814222|XP_001354408.3|DPSE, LOC4817494|XP_001356913.2|DPSE, LOC4817492|XP_001356911.2|DPSE, LOC4817493|XP_001356912.1|DPSE
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC4816304|XP_001355892.2|DPSE
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC4801881|XP_001358904.3|DPSE
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC4816928|XP_033236378.1|DPSE
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC4816143|XP_033237038.1|DPSE
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC4818071|XP_001357237.3|DPSE, LOC4816056|XP_001355620.2|DPSE
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC4801596|XP_001358665.3|DPSE, LOC4801597|XP_001358666.3|DPSE, LOC4801595|XP_001358664.3|DPSE
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC6897277|XP_002137437.2|DPSE, LOC4801623|XP_001358681.3|DPSE, LOC6897279|XP_002137439.1|DPSE
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC4800918|XP_033241792.1|DPSE, LOC4800917|XP_001358106.2|DPSE, LOC26533071|XP_015042600.2|DPSE
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC4813315|XP_001353247.3|DPSE, LOC4812763|XP_001353242.2|DPSE, LOC4813790|XP_001353243.2|DPSE
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE, LOC4805065|XP_001361529.3|DPSE
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC4805548|XP_001361934.2|DPSE, LOC4812810|XP_001353456.2|DPSE, LOC4813871|XP_033238538.1|DPSE
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC4813365|XP_033240111.1|DPSE
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC4813653|XP_001353959.3|DPSE, LOC4813539|XP_001353160.3|DPSE
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC4800954|XP_001358138.2|DPSE, LOC4800957|XP_001358139.3|DPSE
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC6902668|XP_002133184.2|DPSE, LOC4816956|XP_001356727.2|DPSE
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC6902382|XP_002133322.1|DPSE, LOC6897260|XP_002137424.2|DPSE
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC4805524|XP_001361913.2|DPSE, LOC4805523|XP_001361912.3|DPSE
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC6897332|XP_002137485.2|DPSE
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC6900999|XP_002134695.2|DPSE, LOC4801348|XP_001358457.2|DPSE
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC6902949|XP_002132675.1|DPSE, LOC4816800|XP_001356660.2|DPSE
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC4816415|XP_015036793.2|DPSE
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC4817310|XP_001356348.3|DPSE
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC6901864|XP_033241343.1|DPSE
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE, LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE, LOC6897231|XP_033232298.1|DPSE, LOC6900096|XP_002135454.2|DPSE, LOC6898323|XP_002138378.2|DPSE, LOC4803976|XP_001360613.4|DPSE, LOC6900110|XP_002135462.3|DPSE, LOC6898268|XP_033233872.1|DPSE, LOC6899002|XP_033233436.1|DPSE, LOC4812066|XP_033238024.1|DPSE
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC6898259|XP_033233396.1|DPSE, LOC4803831|XP_001360485.1|DPSE
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC4803481|XP_001360199.2|DPSE, LOC4816187|XP_001355838.3|DPSE, LOC4805188|XP_001361635.2|DPSE
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC6897968|XP_002138067.1|DPSE
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC4802223|XP_002137664.4|DPSE
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC4815261|XP_002134398.2|DPSE
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC4801082|XP_001358241.2|DPSE
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC6902105|XP_002133636.2|DPSE
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC4805135|XP_015040459.2|DPSE, LOC6898179|XP_033234236.1|DPSE
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC4817927|XP_033236715.1|DPSE
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC4801174|XP_001358308.3|DPSE, LOC4800753|XP_015038637.2|DPSE
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC4802044|XP_001359037.2|DPSE
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC4802043|XP_001359036.2|DPSE, LOC6897440|XP_002137590.2|DPSE
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC6900177|XP_002135516.2|DPSE, LOC4812682|XP_015044112.2|DPSE
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC4817147|XP_001356460.3|DPSE, LOC4816852|XP_001356459.3|DPSE
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC4804996|XP_001361466.1|DPSE, LOC4802654|XP_001359534.1|DPSE, LOC6897693|XP_002137819.1|DPSE, LOC6898742|XP_002138729.1|DPSE, LOC6898741|XP_002138728.1|DPSE
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC4815480|XP_001355402.3|DPSE, LOC6902241|XP_002133768.2|DPSE, LOC6897595|XP_033241793.1|DPSE
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC6897456|XP_033241163.1|DPSE, LOC4814758|XP_001355055.1|DPSE, LOC4814826|XP_001355051.3|DPSE
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC6902645|XP_033235428.1|DPSE
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC4814760|XP_033239771.1|DPSE
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC4815789|XP_033238609.1|DPSE
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC6898085|XP_033233403.1|DPSE
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC4802843|XP_001359679.3|DPSE, LOC26532408|XP_015042933.2|DPSE, LOC4813888|XP_001353589.3|DPSE
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC4817245|XP_001356707.4|DPSE, LOC4812047|XP_001352715.1|DPSE
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC6899792|XP_033239808.1|DPSE, LOC4811669|XP_001352258.2|DPSE, LOC117183193|XP_033237724.1|DPSE, LOC6896928|XP_033238236.1|DPSE, LOC4805143|XP_001361595.2|DPSE
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC4816773|XP_015036492.2|DPSE, LOC4817701|XP_001357081.4|DPSE
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC4816535|XP_015036495.2|DPSE
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC4815865|XP_001355518.2|DPSE
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC6902142|XP_033240109.1|DPSE
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC4816099|XP_001355514.4|DPSE
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC6896763|XP_033232743.1|DPSE, LOC6902764|XP_033236196.1|DPSE, LOC4800468|XP_001357737.1|DPSE
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC4800909|XP_001358098.3|DPSE, LOC4800908|XP_001358097.2|DPSE
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC4803189|XP_001359972.1|DPSE
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC6898299|XP_002138361.2|DPSE, LOC4803932|XP_001360573.3|DPSE, LOC4803933|XP_015039442.2|DPSE
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC6896969|XP_002137154.1|DPSE, LOC4801828|XP_001358861.1|DPSE
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC4804616|XP_001361149.2|DPSE
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC4804615|XP_001361148.1|DPSE
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC6900480|XP_002134870.3|DPSE
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC6898086|XP_002138171.2|DPSE
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC4803708|XP_001360382.3|DPSE, LOC4816053|XP_001355344.3|DPSE
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC4800837|XP_001358041.1|DPSE
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC4817234|XP_001356462.4|DPSE, LOC4817206|XP_015035836.2|DPSE
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC6900601|XP_002134973.2|DPSE, LOC6898024|XP_002138113.2|DPSE
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC4815359|XP_001355083.1|DPSE, LOC4803365|XP_001360104.2|DPSE, LOC6897492|XP_002137641.2|DPSE
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC4812373|XP_001352879.3|DPSE, LOC4812359|XP_001352880.2|DPSE, LOC4812903|XP_001353579.3|DPSE
