Orthogroup	CQUI.longest_only	BTRY.longest_only
OG0000064	LOC6032658|XP_038104168.1|CQUI	LOC120780401|XP_039968620.1|BTRY, LOC120775272|XP_039961303.1|BTRY, LOC120780623|XP_039968818.1|BTRY, LOC120779299|XP_039967446.1|BTRY, LOC120780006|XP_039968226.1|BTRY, LOC120780661|XP_039968856.1|BTRY
OG0000064	LOC119765271|XP_038104730.1|CQUI	LOC120781186|XP_039969243.1|BTRY, LOC120780806|XP_039968987.1|BTRY, LOC120780428|XP_039968639.1|BTRY
OG0000067	LOC6051936|XP_038110342.1|CQUI, LOC6032295|XP_038111782.1|CQUI, LOC6032296|XP_001842932.2|CQUI	LOC120771541|XP_039955568.1|BTRY, LOC120766666|XP_039948233.1|BTRY, LOC120778614|XP_039966425.1|BTRY
OG0000068	LOC6036588|XP_038118645.1|CQUI, LOC6036586|XP_001846619.2|CQUI, LOC6042516|XP_001851810.2|CQUI, LOC6042515|XP_038108176.1|CQUI, LOC6042514|XP_001851807.2|CQUI, LOC6036917|XP_001846892.2|CQUI	LOC120776119|XP_039962576.1|BTRY
OG0000070	LOC6037947|XP_001847798.2|CQUI, LOC6037948|XP_001847799.2|CQUI	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY, LOC120775922|XP_039962258.1|BTRY, LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC6035460|XP_038107044.1|CQUI, LOC6035462|XP_001845648.2|CQUI, LOC6044126|XP_001861681.2|CQUI, LOC6035447|XP_001845634.1|CQUI	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC6046366|XP_038106922.1|CQUI, LOC6037132|XP_001847069.2|CQUI, LOC6046369|XP_001863585.1|CQUI, LOC6046367|XP_001863584.2|CQUI, LOC6046372|XP_001863588.1|CQUI, LOC6046370|XP_001863586.2|CQUI	LOC120771304|XP_039955172.1|BTRY, LOC120772988|XP_039957836.1|BTRY, LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC6036627|XP_001846655.1|CQUI	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC6034716|XP_038105946.1|CQUI, LOC6034713|XP_038105974.1|CQUI	LOC120773570|XP_039958474.1|BTRY
OG0000074	LOC6032868|XP_001843393.1|CQUI, LOC6032869|XP_001843394.2|CQUI, LOC6032872|XP_038117359.1|CQUI, LOC119768790|XP_038115896.1|CQUI, LOC119768789|XP_038115895.1|CQUI, LOC6049339|XP_001866118.2|CQUI, LOC119769377|XP_038117358.1|CQUI, LOC6049343|XP_038117357.1|CQUI, LOC6049341|XP_001866122.2|CQUI, LOC6032899|XP_001843424.2|CQUI, LOC6032870|XP_001843395.2|CQUI, LOC6043916|XP_001861478.2|CQUI, LOC6032877|XP_001843402.2|CQUI, LOC6032878|XP_038115901.1|CQUI, LOC119768791|XP_038115897.1|CQUI, LOC6032830|XP_001843365.2|CQUI	LOC120778910|XP_039966891.1|BTRY, LOC120776970|XP_039963997.1|BTRY
OG0000076	LOC6052885|XP_038117932.1|CQUI	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC119770103|XP_038120268.1|CQUI	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC6034293|XP_038107616.1|CQUI	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC119766730|XP_038108150.1|CQUI	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC6034296|XP_038108770.1|CQUI	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC6035184|XP_038117374.1|CQUI	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC6049605|XP_038114648.1|CQUI	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000080	LOC6039848|XP_001849353.1|CQUI, LOC6036493|XP_001846542.2|CQUI, LOC6036492|XP_001846541.1|CQUI, LOC6036497|XP_038105714.1|CQUI, LOC6036496|XP_001846545.2|CQUI	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY, LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC6036554|XP_038117118.1|CQUI	LOC120769098|XP_039951891.1|BTRY
OG0000082	LOC6053936|XP_001869938.2|CQUI, LOC6035883|XP_038106135.1|CQUI, LOC6040822|XP_001850162.2|CQUI, LOC6053935|XP_038112245.1|CQUI, LOC6048581|XP_001865480.2|CQUI, LOC6041263|XP_038117473.1|CQUI, LOC6044163|XP_001861715.1|CQUI	LOC120782787|XP_039971189.1|BTRY, LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC6049436|XP_038110738.1|CQUI, LOC6049432|XP_001866193.2|CQUI	LOC120768958|XP_039951686.1|BTRY, LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC6037438|XP_001847352.2|CQUI	LOC120774147|XP_039959486.1|BTRY
OG0000084	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI, LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI, LOC6037611|XP_038121017.1|CQUI, LOC6039554|XP_038121068.1|CQUI	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC6043932|XP_001861515.1|CQUI	LOC120772591|XP_039957235.1|BTRY
OG0000085	LOC6043704|XP_001861330.2|CQUI	LOC120770283|XP_039953552.1|BTRY
OG0000086	LOC6046855|XP_001863974.2|CQUI	LOC120771042|XP_039954775.1|BTRY
OG0000087	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY, LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC120771351|XP_039955235.1|BTRY, LOC120771989|XP_039956278.1|BTRY, LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY, LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC120769362|XP_039952257.1|BTRY, LOC120773577|XP_039958502.1|BTRY, LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC6043421|XP_001858976.2|CQUI, LOC6043422|XP_001858981.2|CQUI	LOC120766302|XP_039947649.1|BTRY
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC120768178|XP_039950676.1|BTRY
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY, LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC120776874|XP_039963866.1|BTRY, LOC120776871|XP_039963862.1|BTRY, LOC120776875|XP_039963867.1|BTRY, LOC120776632|XP_039963382.1|BTRY, LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY, LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC120769260|XP_039952098.1|BTRY, LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY, LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY, LOC120782189|XP_039970265.1|BTRY
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY, LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC120776060|XP_039962460.1|BTRY, LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC120769109|XP_039951905.1|BTRY, LOC120769110|XP_039951906.1|BTRY, LOC120769113|XP_039951909.1|BTRY, LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC120777410|XP_039964643.1|BTRY, LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY, LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC120772192|XP_039956592.1|BTRY
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC120768461|XP_039951097.1|BTRY, LOC120771261|XP_039955113.1|BTRY, LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC120779597|XP_039967879.1|BTRY, LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC120775214|XP_039961211.1|BTRY, LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC6035055|XP_038118246.1|CQUI, LOC119765545|XP_038105568.1|CQUI, LOC6053503|XP_038107385.1|CQUI, LOC6053501|XP_038107384.1|CQUI, LOC6053502|XP_001869575.2|CQUI, LOC6050728|XP_038115049.1|CQUI, LOC6045048|XP_038110978.1|CQUI, LOC6052145|XP_038110752.1|CQUI, LOC6052144|XP_038110429.1|CQUI, LOC6052150|XP_038113155.1|CQUI, LOC6052147|XP_038113874.1|CQUI, LOC119767869|XP_038113545.1|CQUI, LOC6052143|XP_038112795.1|CQUI, LOC6052148|XP_038112796.1|CQUI, LOC6033945|XP_038110866.1|CQUI, LOC6033947|XP_038110875.1|CQUI, LOC6033948|XP_001844337.2|CQUI	LOC120777585|XP_039964937.1|BTRY, LOC120774653|XP_039960312.1|BTRY
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY, LOC120768834|XP_039951523.1|BTRY
OG0000133	LOC119766493|XP_038107004.1|CQUI	LOC120768700|XP_039951406.1|BTRY, LOC120774641|XP_039960299.1|BTRY, LOC120781122|XP_039969190.1|BTRY
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC120768520|XP_039951184.1|BTRY
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC120776700|XP_039963518.1|BTRY, LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC120774460|XP_039960049.1|BTRY, LOC120767329|XP_039949207.1|BTRY, LOC120767331|XP_039949208.1|BTRY, LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC120771570|XP_039955573.1|BTRY, LOC120771587|XP_039955596.1|BTRY
OG0000147	LOC6040893|XP_001850221.2|CQUI	LOC120771578|XP_039955585.1|BTRY
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC120774421|XP_039959984.1|BTRY, LOC120774650|XP_039960308.1|BTRY
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY, LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC120772834|XP_039957574.1|BTRY, LOC120781967|XP_039970078.1|BTRY, LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY, LOC120770124|XP_039953238.1|BTRY
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC120777576|XP_039964918.1|BTRY, LOC120776720|XP_039963559.1|BTRY
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY
OG0000161	LOC6032163|XP_038107343.1|CQUI	LOC120779202|XP_039967408.1|BTRY
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC120770752|XP_039954273.1|BTRY, LOC120767364|XP_039949270.1|BTRY
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY, LOC120768111|XP_039950592.1|BTRY
OG0000164	LOC6038558|XP_038110867.1|CQUI	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC120774127|XP_039959433.1|BTRY
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC120766587|XP_039948125.1|BTRY
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC120769318|XP_039952204.1|BTRY
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC120767715|XP_039949846.1|BTRY
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC120767977|XP_039950322.1|BTRY
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC120768796|XP_039951486.1|BTRY
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC120773413|XP_039958216.1|BTRY
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC120776604|XP_039963324.1|BTRY
OG0000173	LOC6049119|XP_001865935.1|CQUI	LOC120776095|XP_039962512.1|BTRY, LOC120774770|XP_039960477.1|BTRY
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC120772884|XP_039957670.1|BTRY, LOC120773101|XP_039958006.1|BTRY, LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY, LOC120770120|XP_039953233.1|BTRY
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC120766532|XP_039948037.1|BTRY
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC120776080|XP_039962483.1|BTRY
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC120775458|XP_039961580.1|BTRY
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC120775217|XP_039961219.1|BTRY
OG0000178	LOC6050306|XP_038115632.1|CQUI, LOC6050305|XP_001866936.2|CQUI, LOC6050298|XP_001866934.2|CQUI, LOC6050158|XP_001866810.2|CQUI, LOC6050159|XP_001866811.2|CQUI, LOC119768751|XP_038115645.1|CQUI	LOC120770276|XP_039953524.1|BTRY, LOC120770275|XP_039953523.1|BTRY, LOC120770274|XP_039953522.1|BTRY, LOC120770268|XP_039953516.1|BTRY, LOC120770273|XP_039953520.1|BTRY, LOC120770272|XP_039953519.1|BTRY, LOC120770269|XP_039953517.1|BTRY, LOC120770277|XP_039953525.1|BTRY, LOC120779296|XP_039967443.1|BTRY, LOC120770271|XP_039953518.1|BTRY
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC120771923|XP_039956148.1|BTRY, LOC120772290|XP_039956734.1|BTRY
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC120770495|XP_039953948.1|BTRY
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC120771514|XP_039955506.1|BTRY, LOC120777160|XP_039964241.1|BTRY
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC120766634|XP_039948186.1|BTRY, LOC120766685|XP_039948264.1|BTRY
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC120779196|XP_039967400.1|BTRY, LOC120779187|XP_039967387.1|BTRY
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC120777123|XP_039964200.1|BTRY, LOC120769501|XP_039952467.1|BTRY
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC120768418|XP_039951033.1|BTRY, LOC120769400|XP_039952310.1|BTRY, LOC120769399|XP_039952309.1|BTRY
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC120775336|XP_039961412.1|BTRY
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC120780585|XP_039968777.1|BTRY, LOC120780913|XP_039969078.1|BTRY, LOC120780943|XP_039969107.1|BTRY, LOC120780096|XP_039968307.1|BTRY, LOC120780378|XP_039968601.1|BTRY
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC120767237|XP_039949011.1|BTRY
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC120773446|XP_039958265.1|BTRY
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC120774124|XP_039959427.1|BTRY
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC120772720|XP_039957402.1|BTRY
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC120775910|XP_039962236.1|BTRY, LOC120778623|XP_039966441.1|BTRY
