Orthogroup	CQUI.longest_only	DMEL.longest_only
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	CG30339|NP_724813.1|DMEL, CG12926|NP_610510.2|DMEL, CG33514|NP_001014558.1|DMEL, CG33966|NP_001033984.1|DMEL
OG0000091	LOC6037334|XP_038105758.1|CQUI	Vha100-1|NP_651672.1|DMEL
OG0000091	LOC6034718|XP_038115256.1|CQUI	Vha100-5|NP_609515.1|DMEL, Vha100-2|NP_650722.1|DMEL, Vha100-4|NP_650720.1|DMEL
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	Su_var_205|NP_476755.1|DMEL
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	Or67d|NP_648390.2|DMEL, Or83c|NP_524244.2|DMEL
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	Cyp4d1|NP_476907.2|DMEL
OG0000101	LOC6031031|XP_038120612.1|CQUI	pip|NP_788536.1|DMEL
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	PPO1|NP_476812.1|DMEL
OG0000102	LOC6039374|XP_038104844.1|CQUI	PPO2|NP_610443.1|DMEL, PPO3|NP_524760.1|DMEL
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL, CG7460|NP_649004.1|DMEL, CG7737|NP_001286308.1|DMEL
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	Fbp2|NP_523522.1|DMEL, CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC6047452|XP_038116619.1|CQUI	Or67a|NP_524005.2|DMEL, Or85d|NP_524281.1|DMEL, Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	CG18301|NP_609419.1|DMEL, Lip4|NP_001260356.1|DMEL
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	CG32379|NP_729252.2|DMEL, CG8562|NP_648118.1|DMEL, CG18417|NP_648119.1|DMEL, CG8560|NP_648120.3|DMEL
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	Obp56a|NP_611442.1|DMEL, Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL, CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	CG44271|NP_001285689.1|DMEL, CG43058|NP_001246302.1|DMEL, dgrn|NP_649596.1|DMEL, elfless|NP_001163003.1|DMEL
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	CG7953|NP_609683.1|DMEL, CG7916|NP_609682.1|DMEL, CG8997|NP_609681.1|DMEL, CG33306|NP_995706.1|DMEL
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL, Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	Npc2e|NP_731439.2|DMEL, Npc2c|NP_649976.1|DMEL, Npc2d|NP_649975.1|DMEL
OG0000120	LOC6045947|XP_001863227.1|CQUI	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC6036207|XP_038120021.1|CQUI	Roc2|NP_610691.1|DMEL
OG0000121	LOC6033966|XP_001844354.1|CQUI	CG15369|NP_572542.1|DMEL, CG31313|NP_731919.1|DMEL, Cys|NP_476856.1|DMEL, CG8066|NP_650374.1|DMEL
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	Or22c|NP_523454.2|DMEL, Or10a|NP_511122.1|DMEL, Or45b|NP_523667.1|DMEL, Or24a|NP_523470.3|DMEL
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	CG3565|NP_611942.1|DMEL, d-cup|NP_650235.1|DMEL, CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL, sunz|NP_649673.1|DMEL
OG0000124	LOC6034071|XP_001844446.1|CQUI	CG5348|NP_611156.3|DMEL, CG12376|NP_610405.3|DMEL, CG14744|NP_001097232.2|DMEL, CG14743|NP_610408.2|DMEL
OG0000125	LOC6045001|XP_038105443.1|CQUI	Men|NP_524880.2|DMEL
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	Prtl99C|NP_651735.3|DMEL, ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL, CG46191|NP_001303590.1|DMEL, CG46192|NP_001303591.1|DMEL, CG46193|NP_001303592.1|DMEL
OG0000127	LOC6037843|XP_038111453.1|CQUI	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL, CG18745|NP_652648.1|DMEL, CG18747|NP_652650.2|DMEL
OG0000128	LOC6043355|XP_038120797.1|CQUI	Ugt49C1|NP_001036565.1|DMEL, Ugt49B1|NP_611563.1|DMEL, Ugt49B2|NP_001097859.4|DMEL
OG0000129	LOC6040494|XP_038119684.1|CQUI	Fum1|NP_572339.1|DMEL, Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL
OG0000130	LOC6037744|XP_001847624.2|CQUI	CG7386|NP_648036.1|DMEL, CG10274|NP_001097525.1|DMEL, D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL, CG7142|NP_650703.1|DMEL
OG0000134	LOC6052953|XP_038113348.1|CQUI	eff|NP_731941.1|DMEL
OG0000134	LOC6033339|XP_001843803.1|CQUI	Ubc2|NP_477137.1|DMEL
OG0000137	LOC6042021|XP_038106251.1|CQUI	Rm62|NP_524243.2|DMEL
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	CG10077|NP_648062.2|DMEL
OG0000137	LOC6035609|XP_038118403.1|CQUI	CG14443|NP_572330.2|DMEL
OG0000139	LOC6040185|XP_001849635.2|CQUI	CG14983|NP_647843.1|DMEL, CG17329|NP_609784.2|DMEL, CG13481|NP_001097605.1|DMEL, CG31807|NP_723984.1|DMEL, CG33552|NP_001014488.1|DMEL
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	grass|NP_651543.1|DMEL
OG0000141	LOC6030837|XP_001841701.2|CQUI	GstO1|NP_648237.1|DMEL, GstO2|NP_729388.1|DMEL, se|NP_648235.1|DMEL, GstO3|NP_648234.1|DMEL
OG0000142	LOC6039236|XP_038120121.1|CQUI	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC6044332|XP_038109956.1|CQUI	nAChRalpha4|NP_001097669.2|DMEL
OG0000142	LOC6048699|XP_038103996.1|CQUI	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC6041351|XP_038120395.1|CQUI	GNBP1|NP_524142.2|DMEL
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	GNBP2|NP_524141.1|DMEL
OG0000144	LOC6048354|XP_038114540.1|CQUI	dpr9|NP_996215.1|DMEL
OG0000144	LOC6039460|XP_038119712.1|CQUI	dpr8|NP_727781.1|DMEL
OG0000144	LOC6045045|XP_038109682.1|CQUI	dpr21|NP_001163838.2|DMEL
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	Idgf4|NP_511101.2|DMEL, Idgf3|NP_477256.1|DMEL, Idgf1|NP_477258.1|DMEL, Idgf2|NP_477257.2|DMEL
OG0000147	LOC6042249|XP_001851387.2|CQUI	CG6180|NP_609588.1|DMEL
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	CG17919|NP_649644.1|DMEL, CG10298|NP_649643.1|DMEL
OG0000148	LOC6031471|XP_038111140.1|CQUI	CG31954|NP_722915.1|DMEL
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	Try29F|NP_523518.2|DMEL
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	Obp28a|NP_523505.1|DMEL, Obp19d|NP_523421.2|DMEL
OG0000152	LOC6031785|XP_038110277.1|CQUI	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	Sp212|NP_996209.2|DMEL, CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL, Or71a|NP_524078.2|DMEL
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	CG13869|NP_611458.2|DMEL, CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	slif|NP_649428.1|DMEL
OG0000159	LOC6035692|XP_038109533.1|CQUI	CG5535|NP_649019.2|DMEL, CG7255|NP_001036607.1|DMEL
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL, hoe1|NP_608876.1|DMEL
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	Lsp1gamma|NP_523868.1|DMEL, Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	DIP1|NP_728449.1|DMEL, blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	Cht9|NP_611543.3|DMEL, Cht4|NP_524962.2|DMEL
OG0000169	LOC6047014|XP_001864125.2|CQUI	CG6000|NP_651210.3|DMEL
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	CG4456|NP_001189076.1|DMEL, CG12279|NP_650227.1|DMEL
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL
OG0000171	LOC6049441|XP_038114112.1|CQUI	nAChRalpha5|NP_001356885.1|DMEL
OG0000171	LOC6043756|XP_038110408.1|CQUI	nAChRalpha6|NP_995675.1|DMEL
OG0000171	LOC6051581|XP_038105341.1|CQUI	nAChRalpha7|NP_001162795.1|DMEL
OG0000172	LOC6032888|XP_038115797.1|CQUI	promL|NP_647770.1|DMEL
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	CG42566|NP_001097421.2|DMEL, CG13510|NP_611700.2|DMEL
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	Or43a|NP_523647.2|DMEL, Or30a|NP_523520.2|DMEL, Or49b|NP_523721.1|DMEL
OG0000175	LOC6042891|XP_038121685.1|CQUI	CG6723|NP_650069.2|DMEL
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	CG42235|NP_651446.2|DMEL
OG0000177	LOC119765279|XP_038104752.1|CQUI	Cyp1|NP_523366.2|DMEL
OG0000177	LOC6044855|XP_038114600.1|CQUI	Moca-cyp|NP_733246.1|DMEL
OG0000178	LOC119770385|XP_038121070.1|CQUI	CG42259|NP_001036256.2|DMEL
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	CG1698|NP_610517.1|DMEL, CG8850|NP_725122.2|DMEL
OG0000179	LOC6054543|XP_038109008.1|CQUI	CG15279|NP_609726.1|DMEL
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	CG3348|NP_652261.1|DMEL, CG14246|NP_652260.1|DMEL
OG0000182	LOC6045919|XP_038120260.1|CQUI	CG31548|NP_730974.1|DMEL
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	CG12171|NP_649563.1|DMEL, CG31549|NP_730972.2|DMEL
OG0000183	LOC119770031|XP_038120042.1|CQUI	eIF4E7|NP_726718.1|DMEL, eIF4E6|NP_651654.1|DMEL, eIF4E4|NP_648052.1|DMEL, eIF4E1|NP_524829.1|DMEL
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	CG18585|NP_609132.1|DMEL, CG7025|NP_609133.2|DMEL
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	CG31960|NP_722942.1|DMEL, azot|NP_610336.1|DMEL, Acam|NP_476988.1|DMEL, CG30378|NP_724628.1|DMEL
OG0000186	LOC6043534|XP_038112948.1|CQUI	feo|NP_572658.2|DMEL, sofe|NP_572659.2|DMEL
OG0000188	LOC6048613|XP_038121408.1|CQUI	CG14693|NP_001262467.1|DMEL, CG8958|NP_573105.1|DMEL, CG12698|NP_573100.1|DMEL
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	Rbp9|NP_001259974.1|DMEL
OG0000189	LOC6040495|XP_038115089.1|CQUI	elav|NP_525033.1|DMEL
OG0000190	LOC6053655|XP_038108154.1|CQUI	Pkcdelta|NP_572797.3|DMEL
OG0000191	LOC6048101|XP_038106999.1|CQUI	Spn42Da|NP_524955.2|DMEL, Spn42Db|NP_610244.2|DMEL
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	CG14720|NP_650108.2|DMEL, CG34429|NP_001097598.1|DMEL, CG34428|NP_001097597.2|DMEL
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	Pgant4|NP_001137779.1|DMEL, CG31776|NP_722909.2|DMEL, Pgant6|NP_647749.2|DMEL
OG0000194	LOC119767854|XP_038113466.1|CQUI	CG33225|NP_001286682.1|DMEL, CG14227|NP_608345.2|DMEL, CG30288|NP_001097398.1|DMEL, CG30289|NP_726081.1|DMEL, CG30414|NP_001163264.1|DMEL
OG0000195	LOC6041450|XP_001850708.2|CQUI	SkpE|NP_608359.1|DMEL, SkpC|NP_608358.1|DMEL, SkpD|NP_608357.2|DMEL, SkpF|NP_611796.1|DMEL
OG0000195	LOC6032919|XP_001843442.1|CQUI	SkpA|NP_477390.1|DMEL, SkpB|NP_610729.1|DMEL
OG0000196	LOC6036352|XP_038110858.1|CQUI	beat-IIIa|NP_001188828.1|DMEL, beat-IIIb|NP_788071.3|DMEL
OG0000196	LOC6049487|XP_038113426.1|CQUI	beat-IIIc|NP_724042.1|DMEL
OG0000197	LOC6039214|XP_001848855.1|CQUI	CG9503|NP_572987.1|DMEL
OG0000197	LOC6039207|XP_038122040.1|CQUI	CG45065|NP_001285251.1|DMEL
OG0000197	LOC6032716|XP_038122035.1|CQUI	CG9518|NP_572979.1|DMEL
OG0000200	LOC6048961|XP_038122842.1|CQUI	CG31445|NP_651689.1|DMEL, CG11951|NP_001350853.2|DMEL, SP1029|NP_652618.1|DMEL
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	CG13833|NP_651111.1|DMEL, CG17121|NP_651114.1|DMEL
OG0000202	LOC6040476|XP_001849862.1|CQUI	Mdh2|NP_650696.1|DMEL
OG0000203	LOC6049238|XP_038119741.1|CQUI	CG30103|NP_725682.2|DMEL, veil|NP_611217.1|DMEL, NT5E-2|NP_611218.1|DMEL
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	Rh6|NP_524368.5|DMEL, Rh2|NP_524398.1|DMEL
OG0000206	LOC6038367|XP_038114070.1|CQUI	gsb|NP_523863.1|DMEL
OG0000206	LOC6047129|XP_038112898.1|CQUI	gsb-n|NP_523862.1|DMEL
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	CG10638|NP_729808.1|DMEL
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	Spn28Da|NP_001036345.1|DMEL, Spn28F|NP_524957.2|DMEL, Spn38F|NP_524956.2|DMEL, Spn28B|NP_609128.2|DMEL, Spn42Dd|NP_001163067.1|DMEL
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	CG31664|NP_001356905.1|DMEL, l_1_G0193|NP_572427.1|DMEL
OG0000211	LOC6047469|XP_001864523.2|CQUI	Desat1|NP_652731.1|DMEL
OG0000212	LOC6033117|XP_038106489.1|CQUI	Tep3|NP_523507.2|DMEL, Tep2|NP_523506.1|DMEL, Tep1|NP_523578.1|DMEL
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	Ir76a|NP_001097647.3|DMEL, Ir41a|NP_995744.4|DMEL
OG0000214	LOC6040777|XP_038112879.1|CQUI	Hex-A|NP_524848.1|DMEL, Hex-C|NP_524674.1|DMEL, Hex-t2|NP_733151.2|DMEL
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	CG7458|NP_649374.1|DMEL, SLC22A|NP_649370.1|DMEL
OG0000216	LOC6031177|XP_001842020.2|CQUI	CG16719|NP_648344.1|DMEL, CG12395|NP_573101.1|DMEL
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	Pdha|NP_726945.1|DMEL
OG0000217	LOC6035862|XP_038110287.1|CQUI	CG7024|NP_572182.1|DMEL
OG0000219	LOC6043970|XP_038118955.1|CQUI	Tsp42Ed|NP_523630.1|DMEL, Tsp42Ea|NP_525012.2|DMEL, Tsp42Ee|NP_523631.1|DMEL
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	Doc3|NP_648280.1|DMEL, Doc1|NP_648283.1|DMEL, Doc2|NP_648282.1|DMEL
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	Lfg|NP_725236.1|DMEL, CG9722|NP_650341.1|DMEL, Nmda1|NP_523722.1|DMEL
OG0000222	LOC6042080|XP_001851233.2|CQUI	NimB2|NP_723857.1|DMEL
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	GstE12|NP_611964.1|DMEL
OG0000225	LOC6048011|XP_038116796.1|CQUI	CG42812|NP_001097901.2|DMEL, CG42811|NP_001189279.1|DMEL, CG13613|NP_001097900.2|DMEL
OG0000226	LOC6051914|XP_038112080.1|CQUI	Ilp1|NP_648359.1|DMEL, Ilp3|NP_648360.2|DMEL, Ilp5|NP_996037.2|DMEL
OG0000228	LOC6035355|XP_038104411.1|CQUI	Tim17b|NP_001015401.1|DMEL, Tim17b1|NP_649526.2|DMEL, CG1724|NP_608439.2|DMEL, Tim17b2|NP_524746.2|DMEL
OG0000229	LOC6033009|XP_038108186.1|CQUI	CG3339|NP_001036762.2|DMEL, kl-5|NP_001015499.4|DMEL
OG0000229	LOC6043526|XP_038113796.1|CQUI	Dhc93AB|NP_001262793.1|DMEL
OG0000230	LOC6032803|XP_038119651.1|CQUI, LOC6045865|XP_001863154.2|CQUI, LOC6045866|XP_001863152.2|CQUI, LOC6045867|XP_001863153.2|CQUI, LOC6045871|XP_001863155.1|CQUI, LOC6032804|XP_001843343.2|CQUI, LOC6038924|XP_038109200.1|CQUI, LOC6032802|XP_038119653.1|CQUI, LOC6038934|XP_038109248.1|CQUI	Jhe|NP_523758.3|DMEL, Jhedup|NP_611085.2|DMEL
OG0000232	LOC6034440|XP_001844755.2|CQUI	Zip89B|NP_536747.2|DMEL, Zip42C.2|NP_610231.2|DMEL, Zip42C.1|NP_525107.1|DMEL
OG0000233	LOC6036502|XP_038104913.1|CQUI	neo|NP_651733.1|DMEL, mey|NP_651870.3|DMEL, nyo|NP_651871.2|DMEL
OG0000234	LOC6041204|XP_001850498.1|CQUI	CG34184|NP_001097310.1|DMEL, CG34442|NP_001097311.1|DMEL, CG34443|NP_001097312.1|DMEL
OG0000235	LOC6038137|XP_001847970.2|CQUI	Smvt|NP_651891.2|DMEL, CG2187|NP_651890.1|DMEL, salt|NP_651889.3|DMEL
OG0000236	LOC6041207|XP_001850501.2|CQUI	Hsp60B|NP_524925.1|DMEL, Hsp60C|NP_608948.2|DMEL, Hsp60A|NP_511115.2|DMEL
OG0000237	LOC6036222|XP_038118255.1|CQUI	Eb1|NP_724495.2|DMEL
OG0000238	LOC119767602|XP_038112456.1|CQUI, LOC6048793|XP_038112940.1|CQUI	CG31674|NP_610063.4|DMEL, CG9331|NP_788080.1|DMEL, CG31673|NP_724294.1|DMEL
OG0000239	LOC6046346|XP_038121117.1|CQUI	Sodh-2|NP_524311.1|DMEL, Sodh-1|NP_477348.1|DMEL
