Orthogroup	CQUI.longest_only	DVIR.longest_only
OG0000080	LOC6039848|XP_001849353.1|CQUI, LOC6036493|XP_001846542.2|CQUI, LOC6036492|XP_001846541.1|CQUI, LOC6036497|XP_038105714.1|CQUI, LOC6036496|XP_001846545.2|CQUI	LOC6635875|XP_002059348.1|DVIR, LOC6625499|XP_002049016.1|DVIR
OG0000082	LOC6053936|XP_001869938.2|CQUI, LOC6035883|XP_038106135.1|CQUI, LOC6040822|XP_001850162.2|CQUI, LOC6053935|XP_038112245.1|CQUI, LOC6048581|XP_001865480.2|CQUI, LOC6041263|XP_038117473.1|CQUI, LOC6044163|XP_001861715.1|CQUI	LOC6624944|XP_002050224.1|DVIR, LOC6631012|XP_032295246.1|DVIR, LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC6049436|XP_038110738.1|CQUI, LOC6049432|XP_001866193.2|CQUI	LOC6624533|XP_002047646.1|DVIR, LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC6040637|XP_038118743.1|CQUI, LOC6040638|XP_038118742.1|CQUI, LOC6040643|XP_038117287.1|CQUI, LOC6040635|XP_001850003.2|CQUI, LOC6040641|XP_001850001.2|CQUI, LOC6037611|XP_038121017.1|CQUI, LOC6039554|XP_038121068.1|CQUI	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC6043704|XP_001861330.2|CQUI	LOC6625945|XP_015029990.1|DVIR
OG0000086	LOC6046855|XP_001863974.2|CQUI	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI	LOC6633896|XP_002057589.1|DVIR, LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC6624854|XP_002049202.1|DVIR
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC6628498|XP_002051493.2|DVIR, LOC6623155|XP_015030407.1|DVIR, LOC26531309|XP_015031726.1|DVIR, LOC6623099|XP_002048556.1|DVIR
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC6044343|XP_001861873.1|CQUI	LOC6635266|XP_002058736.2|DVIR
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC6625113|XP_002049287.1|DVIR, LOC6625413|XP_002049290.1|DVIR, LOC6622878|XP_002046497.1|DVIR, LOC6623278|XP_002048567.1|DVIR, LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC6627714|XP_002051636.1|DVIR, LOC6632846|XP_002056244.1|DVIR, LOC6632847|XP_002056245.1|DVIR
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC6627672|XP_002051948.1|DVIR
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC6623745|XP_002047834.1|DVIR, LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC6633490|XP_015025434.1|DVIR
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC6622499|XP_032291169.1|DVIR, LOC6622530|XP_015030654.1|DVIR, LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR, LOC6622519|XP_015030651.1|DVIR
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR, LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC6634072|XP_002057874.1|DVIR, LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC6634229|XP_002057740.1|DVIR, LOC6631244|XP_002053645.1|DVIR, LOC6631241|XP_032293557.1|DVIR
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC6628484|XP_002052031.2|DVIR
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC6622405|XP_002046654.1|DVIR, LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR, LOC6622454|XP_002046656.2|DVIR, LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC6625186|XP_002049119.1|DVIR, LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC6631730|XP_002055577.1|DVIR, LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC26530946|XP_015024980.1|DVIR, LOC6622156|XP_002048476.2|DVIR, LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC6633971|XP_002057479.1|DVIR, LOC6633970|XP_002057478.1|DVIR, LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC6627951|XP_002051424.1|DVIR, LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC6632723|XP_002056046.1|DVIR, LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC6634529|XP_002057958.1|DVIR
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC6625102|XP_002050121.1|DVIR
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC6632053|XP_002055250.1|DVIR, LOC6630360|XP_002054040.1|DVIR, LOC6630940|XP_032295844.1|DVIR
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC6628202|XP_002052211.2|DVIR, LOC6635441|XP_002058981.1|DVIR, LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR, LOC6625762|XP_002049873.1|DVIR, LOC26530619|XP_015030228.1|DVIR, LOC6626200|XP_015029349.1|DVIR
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC6632605|XP_015026066.1|DVIR
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR, LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC6625639|XP_002050309.2|DVIR, LOC6634932|XP_002058443.1|DVIR, LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC6633554|XP_002057251.1|DVIR, LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC6623290|XP_002047305.2|DVIR, LOC6623408|XP_002047299.1|DVIR, LOC6623210|XP_002047302.3|DVIR, LOC6623486|XP_002047301.2|DVIR, LOC6623424|XP_002047300.2|DVIR, LOC6622176|XP_002047304.1|DVIR
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC6628376|XP_002052628.1|DVIR, LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC6629234|XP_032294008.1|DVIR
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC6636844|XP_032291502.1|DVIR, LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC6623869|XP_002046853.1|DVIR
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC6623530|XP_002047325.1|DVIR, LOC116650758|XP_032291326.1|DVIR, LOC6623382|XP_032290418.1|DVIR
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC6630875|XP_002054323.2|DVIR, LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC6624242|XP_002046959.2|DVIR, LOC6624546|XP_002046960.1|DVIR, LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC6636755|XP_032296696.1|DVIR
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC6631571|XP_002055558.2|DVIR, LOC6627695|XP_002052255.1|DVIR, LOC6627697|XP_002052257.1|DVIR, LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC6634949|XP_002058537.1|DVIR, LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC6627743|XP_002051297.1|DVIR, LOC6634481|XP_002058158.1|DVIR
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC6630161|XP_002054781.2|DVIR, LOC6630159|XP_002054779.1|DVIR, LOC6630160|XP_002054780.1|DVIR
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC6635099|XP_002058361.1|DVIR, LOC26531881|XP_015031806.2|DVIR
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC6622871|XP_032290541.1|DVIR, LOC6622732|XP_002046664.1|DVIR, LOC6622713|XP_002046665.2|DVIR
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC6626201|XP_002049879.1|DVIR, LOC6626203|XP_002049881.1|DVIR, LOC6626202|XP_002049880.1|DVIR
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC6625323|XP_002049089.1|DVIR, LOC6623768|XP_002047813.2|DVIR, LOC6623710|XP_002047812.1|DVIR
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC6623061|XP_002047662.1|DVIR
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC26531581|XP_032289971.1|DVIR, LOC6622688|XP_002048229.1|DVIR
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC6630948|XP_002053938.1|DVIR, LOC6630855|XP_002053937.1|DVIR
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC6628081|XP_002051165.1|DVIR, LOC26531809|XP_015028988.1|DVIR, LOC6635651|XP_002059197.1|DVIR
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC6629062|XP_002051606.1|DVIR, LOC6630526|XP_002054803.1|DVIR
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC6631307|XP_002055050.2|DVIR, LOC6632451|XP_002056513.2|DVIR
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC6626384|XP_002050058.1|DVIR, LOC6626385|XP_032292428.1|DVIR
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC6635007|XP_002058651.1|DVIR
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC6623321|XP_002048206.3|DVIR, LOC6635089|XP_002058419.1|DVIR
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC6627500|XP_002052783.1|DVIR, LOC6627501|XP_002052784.1|DVIR
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC6634090|XP_002057510.3|DVIR
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC6628333|XP_032293686.1|DVIR
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC6636703|XP_002060176.2|DVIR
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC26531776|XP_032291441.1|DVIR, LOC6623137|XP_002046100.2|DVIR, LOC6634114|XP_032293821.1|DVIR, LOC26531600|XP_032294232.1|DVIR, LOC26531579|XP_032291437.1|DVIR, LOC6623100|XP_002046099.1|DVIR
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC6625358|XP_002050230.1|DVIR, LOC6625360|XP_002050232.1|DVIR, LOC26531341|XP_015030314.1|DVIR, LOC6624947|XP_002050227.3|DVIR
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC6625558|XP_002048894.1|DVIR, LOC6627663|XP_002051103.1|DVIR, LOC6625969|XP_002050500.1|DVIR
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC6630589|XP_002053280.1|DVIR
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC6630464|XP_015027450.1|DVIR, LOC6630465|XP_002053462.3|DVIR, LOC116649753|XP_032290680.1|DVIR, LOC116650632|XP_032290685.1|DVIR
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC6631752|XP_002055002.1|DVIR
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC6630905|XP_015026920.1|DVIR
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC6635592|XP_002059017.1|DVIR
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC6625988|XP_032293143.1|DVIR, LOC6626070|XP_032293124.1|DVIR
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC6628569|XP_032293612.1|DVIR
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC6629781|XP_002054743.1|DVIR
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC6632407|XP_002056622.1|DVIR, LOC6632408|XP_002056623.1|DVIR
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC6632406|XP_002056621.1|DVIR, LOC6632405|XP_002056620.1|DVIR
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC6636939|XP_002060388.2|DVIR, LOC6623592|XP_032290877.1|DVIR, LOC6632192|XP_002055647.3|DVIR, LOC6623437|XP_032291055.1|DVIR
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC6635619|XP_002059138.1|DVIR, LOC6635618|XP_032294720.1|DVIR
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC6624569|XP_002047651.2|DVIR, LOC6632994|XP_002056495.1|DVIR, LOC6636335|XP_002059934.1|DVIR
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC6632418|XP_002055799.2|DVIR, LOC6636688|XP_002060166.2|DVIR, LOC6636701|XP_002060174.1|DVIR
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC6627642|XP_032293499.1|DVIR
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC6636083|XP_032295503.1|DVIR
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC6633473|XP_032296536.1|DVIR
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC6635954|XP_032292237.1|DVIR, LOC6630014|XP_002053407.2|DVIR
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR, LOC26530443|XP_015031598.1|DVIR, LOC6624470|XP_015031333.1|DVIR
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC6628580|XP_002051514.1|DVIR, LOC6622956|XP_032290772.1|DVIR
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC6632120|XP_002055258.2|DVIR, LOC6625148|XP_002049557.1|DVIR
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC6635719|XP_032294685.1|DVIR, LOC6635725|XP_002059162.2|DVIR
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC6635718|XP_032294682.1|DVIR
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC6633752|XP_015025605.1|DVIR
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC6633759|XP_032296617.1|DVIR
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC6633761|XP_032296607.1|DVIR
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC6632553|XP_002056536.3|DVIR, LOC6634875|XP_002058604.1|DVIR
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC6635093|XP_002058355.1|DVIR, LOC6635092|XP_002058354.1|DVIR
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC6630367|XP_002054903.1|DVIR
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC6625513|XP_002050095.1|DVIR, LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR, LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC6631015|XP_002054291.1|DVIR, LOC6635104|XP_002058664.1|DVIR
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC6625254|XP_002048974.1|DVIR
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC6625255|XP_002048975.1|DVIR
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC6622261|XP_002048176.1|DVIR
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC6625370|XP_002049066.2|DVIR, LOC6633805|XP_002057094.2|DVIR
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC6630249|XP_002053763.1|DVIR
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC6629143|XP_002052891.2|DVIR, LOC6635617|XP_015024480.1|DVIR
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC6623068|XP_002048502.2|DVIR, LOC6625565|XP_032291620.1|DVIR
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC6631573|XP_032295286.1|DVIR, LOC6636475|XP_002059924.1|DVIR, LOC6630262|XP_002053421.1|DVIR, LOC6630259|XP_002053418.1|DVIR
