Orthogroup	CQUI.longest_only	DANA.longest_only
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC6505932|XP_001964640.2|DANA
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC6497391|XP_001962180.1|DANA, LOC6500890|XP_001954116.1|DANA, LOC6500891|XP_001954117.1|DANA
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC6498089|XP_001962057.1|DANA
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC6493460|XP_001957805.1|DANA, LOC6493461|XP_001957806.1|DANA, LOC6501401|XP_001955180.1|DANA
OG0000095	LOC119766865|XP_038109027.1|CQUI	LOC116654932|XP_032307586.1|DANA
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC6499837|XP_001953808.1|DANA
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC6503889|XP_001963789.1|DANA
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC6493631|XP_032309640.1|DANA, LOC6493637|XP_032310766.1|DANA, LOC6493632|XP_001958135.2|DANA, LOC116655751|XP_032309645.1|DANA, LOC116655752|XP_032309646.1|DANA
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC6496059|XP_001960131.2|DANA
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC6495563|XP_001959110.1|DANA
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC6493013|XP_001956853.1|DANA, LOC6506530|XP_001957705.2|DANA, LOC26514817|XP_014765666.1|DANA, LOC6495378|XP_001958702.1|DANA
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC6492993|XP_001956811.1|DANA
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC6506095|XP_001965114.2|DANA, LOC6500031|XP_001953356.1|DANA, LOC6500504|XP_032307642.1|DANA, LOC6500505|XP_001953361.1|DANA
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC6498617|XP_032311444.1|DANA, LOC6498616|XP_032311446.1|DANA, LOC6498615|XP_001963161.2|DANA
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC6498607|XP_001963150.1|DANA, LOC6498606|XP_001963149.2|DANA
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC6493509|XP_001957895.2|DANA, LOC6493510|XP_001957896.1|DANA, LOC6493511|XP_001957897.1|DANA, LOC6506428|XP_001957898.1|DANA
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC6494597|XP_001960038.1|DANA, LOC6494598|XP_001960034.3|DANA, LOC6496010|XP_001960035.1|DANA
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC6504959|XP_001965732.1|DANA, LOC6504534|XP_001967086.1|DANA
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC26514615|XP_014759306.1|DANA, LOC6499153|XP_001955201.2|DANA, LOC6497498|XP_014761715.2|DANA, LOC26514152|XP_014765581.1|DANA
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC6497093|XP_001962768.1|DANA, LOC6497092|XP_001962769.1|DANA, LOC116654468|XP_032311254.1|DANA, LOC6498420|XP_032311255.1|DANA
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC6497208|XP_001962556.2|DANA, LOC6505594|XP_001964630.1|DANA, LOC6503719|XP_001965264.1|DANA, LOC6503708|XP_032311143.1|DANA
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA, LOC6500639|XP_001953623.1|DANA, LOC6499924|XP_032307469.1|DANA
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC6504852|XP_014759830.1|DANA
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC6502526|XP_001959929.1|DANA
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC6500257|XP_001952924.1|DANA, LOC6498269|XP_001962431.1|DANA, LOC6500259|XP_001952922.1|DANA, LOC6500258|XP_001952923.2|DANA
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC6497421|XP_001962120.1|DANA, LOC6505057|XP_032307888.1|DANA, LOC6495324|XP_001958631.1|DANA, LOC6507209|XP_032311380.1|DANA
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC6494655|XP_001959924.1|DANA, LOC6499709|XP_001954084.1|DANA, LOC6499440|XP_032312082.1|DANA, LOC6499441|XP_001954634.1|DANA, LOC6501146|XP_001954636.1|DANA
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC6495418|XP_001958805.1|DANA, LOC6504313|XP_001967793.2|DANA
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC6500877|XP_014766772.1|DANA
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC6501441|XP_014767048.1|DANA, LOC26514746|XP_032307471.1|DANA
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC6500069|XP_001953278.1|DANA, LOC6500068|XP_001953279.1|DANA, LOC6500070|XP_001953277.1|DANA, LOC6500071|XP_001953276.2|DANA
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA, LOC6494975|XP_001959301.2|DANA, LOC6494974|XP_001959302.2|DANA, LOC6494976|XP_001959299.2|DANA, LOC6494977|XP_014763093.1|DANA, LOC6498353|XP_032311292.1|DANA, LOC6499213|XP_032305663.1|DANA
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC6504105|XP_014761187.1|DANA, LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC6506173|XP_001958415.1|DANA, LOC6493780|XP_001958418.1|DANA, LOC6493779|XP_001958417.1|DANA, LOC6493778|XP_001958416.1|DANA
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA, LOC6505793|XP_001964386.1|DANA
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC6500909|XP_032305809.1|DANA
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC6496896|XP_014761428.1|DANA
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC6507381|XP_014765193.1|DANA, LOC6501405|XP_001955183.1|DANA
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC6493751|XP_014764526.1|DANA
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC26514920|XP_032309317.1|DANA
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC6503841|XP_001965236.1|DANA, LOC6494508|XP_001960203.1|DANA, LOC6504071|XP_001965200.1|DANA
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC6505923|XP_001964627.1|DANA
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC6493033|XP_001956909.1|DANA, LOC6493035|XP_001956911.2|DANA, LOC6506964|XP_001956912.3|DANA, LOC6506963|XP_001956913.2|DANA
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC6503405|XP_032312316.1|DANA
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC6505749|XP_032305662.1|DANA
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC6505104|XP_032307877.1|DANA
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC6506275|XP_001958215.1|DANA
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC6493678|XP_001958216.1|DANA
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC6499955|XP_014766291.1|DANA
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC6505218|XP_032307837.1|DANA
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC26514477|XP_014760209.1|DANA
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC6501923|XP_001966699.3|DANA, LOC6496821|XP_001963330.1|DANA, LOC6496822|XP_001963329.2|DANA
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC6497036|XP_001962875.1|DANA
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC6499192|XP_001955143.1|DANA, LOC6499191|XP_001955144.1|DANA
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC6497490|XP_001961975.1|DANA
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC6505350|XP_032311033.1|DANA
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC6505398|XP_001966896.1|DANA, LOC6502176|XP_032309346.1|DANA
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC6499069|XP_001955369.1|DANA, LOC6499070|XP_001955368.1|DANA, LOC6499071|XP_001955367.1|DANA
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC6501547|XP_001955456.1|DANA, LOC26513740|XP_014767205.1|DANA, LOC6501548|XP_001955457.2|DANA
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC6499512|XP_032309745.1|DANA, LOC6499513|XP_001954469.1|DANA, LOC26514622|XP_014765646.1|DANA
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC6506421|XP_001957910.1|DANA, LOC6506426|XP_001957904.1|DANA, LOC6493516|XP_032310219.1|DANA
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC6504315|XP_001967792.1|DANA, LOC6504316|XP_001967794.1|DANA, LOC6502539|XP_001958803.3|DANA
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC6496001|XP_001960014.2|DANA, LOC6507641|XP_001956059.1|DANA, LOC6507415|XP_001956060.1|DANA
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC6493872|XP_001958596.1|DANA
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC6507855|XP_001956475.1|DANA, LOC6506334|XP_032309699.1|DANA
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC6500815|XP_001953973.1|DANA, LOC6500816|XP_001953974.1|DANA, LOC6500817|XP_001953975.1|DANA
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC6506389|XP_001957964.1|DANA, LOC6504193|XP_001965167.1|DANA, LOC6504224|XP_001965130.2|DANA
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC6497190|XP_001962589.1|DANA, LOC6501685|XP_001955757.1|DANA, LOC6498878|XP_001955758.2|DANA
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC6503622|XP_032308428.1|DANA, LOC6493627|XP_001958126.2|DANA
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC116654746|XP_032306927.1|DANA, LOC6495828|XP_032306926.1|DANA
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC6499826|XP_001953835.2|DANA
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC6502845|XP_001957991.1|DANA, LOC6493556|XP_001957990.1|DANA, LOC6499907|XP_001953658.1|DANA
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC6497315|XP_001962336.2|DANA, LOC6497316|XP_001962335.1|DANA
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC6497107|XP_032311135.1|DANA
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC6504542|XP_014760443.1|DANA
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC6502870|XP_032311863.1|DANA
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC6493096|XP_032309598.1|DANA
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC26515599|XP_014764145.1|DANA, LOC6494145|XP_001960871.1|DANA
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC6495093|XP_001959081.3|DANA, LOC6505362|XP_001964855.1|DANA, LOC6495767|XP_001959531.1|DANA
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC6500937|XP_001954206.2|DANA
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC6499579|XP_001954348.3|DANA
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC6501804|XP_001967174.3|DANA
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC6501645|XP_001955669.1|DANA
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC6504796|XP_001966360.1|DANA
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC6496228|XP_032306947.1|DANA, LOC6494932|XP_001959377.1|DANA
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC6497819|XP_001961509.2|DANA
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC6501483|XP_001955343.1|DANA, LOC6499250|XP_001955024.1|DANA
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC6501427|XP_001955231.1|DANA
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC6499135|XP_001955233.1|DANA, LOC6499134|XP_001955234.1|DANA
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC6504700|XP_014759779.2|DANA, LOC6493761|XP_001958385.1|DANA, LOC6506375|XP_032310821.1|DANA
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC116655995|XP_032310894.1|DANA, LOC6496842|XP_032310893.1|DANA
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC6496485|XP_001960995.1|DANA, LOC6499566|XP_001954365.1|DANA
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC6502971|XP_001963494.2|DANA, LOC6502969|XP_001963496.1|DANA
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC6499874|XP_014766265.1|DANA, LOC6502883|XP_001963667.2|DANA, LOC26514423|XP_014759128.1|DANA
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC6497807|XP_001961486.2|DANA
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC6504888|XP_014759844.1|DANA
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC6502153|XP_032309341.1|DANA
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC6494624|XP_032306077.1|DANA
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC6501170|XP_001954686.1|DANA, LOC26515342|XP_014765721.1|DANA, LOC6506666|XP_001957449.3|DANA
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC6498051|XP_001961971.1|DANA, LOC6498050|XP_001961970.1|DANA, LOC6506883|XP_001957065.1|DANA
OG0000194	LOC119767854|XP_038113466.1|CQUI	LOC6494949|XP_032306001.1|DANA
OG0000195	LOC6041450|XP_001850708.2|CQUI	LOC6494710|XP_001959814.2|DANA
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC6503861|XP_014761094.1|DANA, LOC6495493|XP_001958967.1|DANA, LOC6494001|XP_001961163.1|DANA
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC6497604|XP_032307481.1|DANA, LOC6497600|XP_014761734.1|DANA
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC6497924|XP_014761894.1|DANA
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC6502181|XP_001966069.1|DANA
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC6502190|XP_001966060.2|DANA
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC116654479|XP_032308721.1|DANA
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC6501604|XP_001955572.2|DANA, LOC6505549|XP_001964720.1|DANA, LOC6505551|XP_014760701.2|DANA, LOC6505550|XP_001964721.2|DANA, LOC6505548|XP_001964722.1|DANA, LOC6505546|XP_001964723.1|DANA
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC6501050|XP_001954462.1|DANA, LOC6501049|XP_001954459.1|DANA
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC6505717|XP_001964397.1|DANA
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC6495972|XP_001959954.1|DANA, LOC6495969|XP_001959951.2|DANA, LOC6495970|XP_001959952.1|DANA, LOC6495968|XP_001959950.1|DANA, LOC6495971|XP_001959953.1|DANA
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC6501078|XP_001954516.1|DANA, LOC6505863|XP_001964505.1|DANA
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC6496203|XP_001960440.1|DANA
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC6494376|XP_001960438.1|DANA
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC6506650|XP_001957474.2|DANA, LOC6506649|XP_032310004.1|DANA
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC6502385|XP_001967778.2|DANA, LOC116656070|XP_032311325.1|DANA, LOC6498670|XP_032311042.1|DANA, LOC6498673|XP_001963295.1|DANA
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC6494433|XP_001960321.1|DANA, LOC6503682|XP_001963941.2|DANA
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC6500742|XP_014766694.1|DANA
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC6498130|XP_001962139.2|DANA, LOC6497412|XP_014761697.1|DANA, LOC6497784|XP_001961445.2|DANA
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC6506233|XP_032310206.1|DANA, LOC6493890|XP_032311524.1|DANA
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC6504984|XP_001965688.1|DANA, LOC6495471|XP_001958920.1|DANA, LOC6503420|XP_001967462.2|DANA
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC6493803|XP_001958471.2|DANA, LOC6493804|XP_001958472.1|DANA, LOC6493801|XP_001958468.1|DANA
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC6507780|XP_014765471.1|DANA, LOC6503389|XP_001967627.1|DANA
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC6504938|XP_032309276.1|DANA
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC6497869|XP_001961608.1|DANA, LOC6504939|XP_001966620.1|DANA
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC6495528|XP_001959043.1|DANA, LOC6495997|XP_001960008.1|DANA, LOC6495529|XP_001959044.1|DANA
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC6507007|XP_001956841.1|DANA, LOC6507008|XP_001956838.1|DANA, LOC6493005|XP_001956839.1|DANA
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC6494857|XP_001959539.2|DANA, LOC6501555|XP_001955466.2|DANA, LOC6494856|XP_032306615.1|DANA
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC6498414|XP_032311055.1|DANA
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	LOC6496135|XP_014763639.1|DANA
OG0000225	LOC6048011|XP_038116796.1|CQUI	LOC26515209|XP_014759161.1|DANA, LOC6503410|XP_001967482.2|DANA, LOC6503439|XP_001967481.1|DANA
OG0000226	LOC6051914|XP_038112080.1|CQUI	LOC6507308|XP_001956275.2|DANA, LOC6507752|XP_001956273.1|DANA, LOC6502822|XP_001956270.2|DANA
OG0000228	LOC6035355|XP_038104411.1|CQUI	LOC6503246|XP_001965824.1|DANA, LOC6501698|XP_001955788.1|DANA, LOC6498193|XP_001962273.1|DANA
OG0000229	LOC6033009|XP_038108186.1|CQUI	LOC6501482|XP_032310768.1|DANA, LOC26514110|XP_032309236.1|DANA, LOC6503350|XP_032309234.1|DANA, LOC26514621|XP_032308650.1|DANA
OG0000229	LOC6043526|XP_038113796.1|CQUI	LOC6501300|XP_001954946.1|DANA
OG0000230	LOC6032803|XP_038119651.1|CQUI, LOC6045865|XP_001863154.2|CQUI, LOC6045866|XP_001863152.2|CQUI, LOC6045867|XP_001863153.2|CQUI, LOC6045871|XP_001863155.1|CQUI, LOC6032804|XP_001843343.2|CQUI, LOC6038924|XP_038109200.1|CQUI, LOC6032802|XP_038119653.1|CQUI, LOC6038934|XP_038109248.1|CQUI	LOC6494157|XP_001960853.1|DANA, LOC6494156|XP_001960854.1|DANA
OG0000232	LOC6034440|XP_001844755.2|CQUI	LOC6501260|XP_001954870.1|DANA, LOC6496631|XP_001961295.1|DANA, LOC6496632|XP_001961296.1|DANA
OG0000233	LOC6036502|XP_038104913.1|CQUI	LOC6501440|XP_001955260.1|DANA, LOC6501328|XP_001955003.2|DANA, LOC6501329|XP_001955004.1|DANA
OG0000234	LOC6041204|XP_001850498.1|CQUI	LOC6502580|XP_001960722.2|DANA, LOC6496338|XP_001960723.2|DANA, LOC26515090|XP_014764088.1|DANA
OG0000235	LOC6038137|XP_001847970.2|CQUI	LOC6505892|XP_001964564.2|DANA, LOC26513989|XP_032305503.1|DANA, LOC6505893|XP_001964565.1|DANA, LOC6505895|XP_001964566.1|DANA
