Orthogroup	CQUI.longest_only	DSIM.longest_only
OG0000087	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI	LOC6732326|XP_002079454.1|DSIM, LOC6731729|XP_002078864.1|DSIM
OG0000088	LOC6043654|XP_038106206.1|CQUI	LOC6733235|XP_016026114.1|DSIM
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC6731877|XP_039147209.1|DSIM, LOC6737664|XP_016031426.1|DSIM, LOC6734839|XP_002081841.1|DSIM, LOC27206292|XP_016031427.1|DSIM
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC6727037|XP_002102435.1|DSIM, LOC6727103|XP_002102496.1|DSIM
OG0000089	LOC6044343|XP_001861873.1|CQUI	LOC6728738|XP_002104073.1|DSIM
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC6737468|XP_002084304.1|DSIM
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC6733740|XP_002080786.2|DSIM, LOC6733746|XP_016026706.1|DSIM, LOC6736772|XP_002083628.1|DSIM, LOC6736298|XP_016029779.1|DSIM
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC6730014|XP_016036778.1|DSIM
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC6732003|XP_016024679.1|DSIM, LOC6727564|XP_016034162.1|DSIM, LOC6727565|XP_016034164.1|DSIM
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC6731455|XP_016024109.1|DSIM
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC6737538|XP_002084373.2|DSIM, LOC6726915|XP_002102317.1|DSIM
OG0000095	LOC119766865|XP_038109027.1|CQUI	LOC120285249|XP_039152516.1|DSIM, LOC120284975|XP_039150807.1|DSIM, LOC120285823|XP_039154448.1|DSIM
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC6728369|XP_002103717.1|DSIM
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC6724923|XP_016037782.1|DSIM
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC27207534|XP_016032499.1|DSIM, LOC27207047|XP_016032497.2|DSIM, LOC6738674|XP_016032493.2|DSIM, LOC120284835|XP_039150176.1|DSIM
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC6735023|XP_002082004.1|DSIM
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC6733641|XP_016026602.1|DSIM, LOC6735806|XP_002082719.1|DSIM
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM, LOC27207409|XP_016032345.1|DSIM, LOC6733940|XP_016026992.1|DSIM
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC6731627|XP_002078767.1|DSIM, LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM, LOC6728924|XP_002104252.1|DSIM, LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC6731858|XP_002078993.1|DSIM, LOC6731857|XP_016024540.1|DSIM
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC6731848|XP_016024531.1|DSIM, LOC27208206|XP_016024529.1|DSIM
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC6737135|XP_002083982.1|DSIM, LOC6737136|XP_002083983.2|DSIM, LOC6737137|XP_002083984.1|DSIM, LOC6737138|XP_002083985.1|DSIM
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC6735301|XP_002082261.1|DSIM, LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM, LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC6732644|XP_016025356.2|DSIM, LOC6731264|XP_002078422.2|DSIM, LOC6734348|XP_002081369.1|DSIM, LOC6726892|XP_002102294.1|DSIM
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC6732271|XP_016024938.1|DSIM, LOC6732270|XP_002079399.2|DSIM, LOC27208966|XP_016024937.1|DSIM, LOC6732269|XP_002079398.1|DSIM
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC6731055|XP_039150598.1|DSIM, LOC6732291|XP_002079420.1|DSIM
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC6728692|XP_002104028.2|DSIM, LOC6728690|XP_016035360.2|DSIM, LOC6728691|XP_002104027.1|DSIM
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC6724797|XP_002105838.1|DSIM
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC6734025|XP_016027044.1|DSIM
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC6725520|XP_002106533.1|DSIM, LOC6728083|XP_002103435.1|DSIM, LOC6728081|XP_002103433.1|DSIM, LOC6728082|XP_002103434.1|DSIM
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC6730645|XP_016023081.1|DSIM, LOC6725674|XP_016038931.1|DSIM, LOC6733724|XP_039148554.1|DSIM, LOC6730941|XP_039154462.1|DSIM
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC6736097|XP_002082998.1|DSIM, LOC6728300|XP_016034934.1|DSIM, LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM, LOC6726984|XP_002102385.2|DSIM
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC6734813|XP_002081816.1|DSIM, LOC27208977|XP_016026539.1|DSIM, LOC6733578|XP_002080632.2|DSIM, LOC6733588|XP_016026546.1|DSIM
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC6728310|XP_002103659.2|DSIM
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC6730114|XP_002105407.1|DSIM, LOC6732374|XP_016025028.1|DSIM
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM, LOC6727118|XP_016033595.1|DSIM
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC6735515|XP_016028855.1|DSIM, LOC6735513|XP_016028854.1|DSIM, LOC6727189|XP_039151032.1|DSIM
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC27207923|XP_016038346.1|DSIM, LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC6736999|XP_002083846.2|DSIM, LOC6736995|XP_002083842.1|DSIM, LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM, LOC6727586|XP_002102965.1|DSIM
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC6728063|XP_016034682.1|DSIM
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC6731882|XP_016024555.1|DSIM
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC6739695|XP_039150368.1|DSIM
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC6737058|XP_016030680.1|DSIM
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC27208920|XP_016038337.1|DSIM
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC6736689|XP_002083545.2|DSIM, LOC6732495|XP_002079615.1|DSIM, LOC27206228|XP_016031846.1|DSIM, LOC6732536|XP_002079655.1|DSIM, LOC27207370|XP_016025193.1|DSIM
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC6739774|XP_016036532.1|DSIM
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC6737298|XP_002084138.1|DSIM, LOC6737296|XP_016031007.1|DSIM, LOC6737295|XP_002084135.1|DSIM, LOC6737294|XP_002084134.2|DSIM
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC6729412|XP_016036060.2|DSIM
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC6740747|XP_016033059.1|DSIM
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC6725439|XP_039152649.1|DSIM
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC6738586|XP_002085390.1|DSIM
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC6738585|XP_002085389.2|DSIM
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC6728034|XP_016034649.1|DSIM
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC6725945|XP_016039294.1|DSIM
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC27207725|XP_016038719.1|DSIM, LOC6732521|XP_002079640.1|DSIM, LOC6732519|XP_002079638.2|DSIM, LOC6732520|XP_002079639.1|DSIM
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC6732125|XP_002079257.2|DSIM
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC6726955|XP_002102357.1|DSIM, LOC6726954|XP_002102356.1|DSIM
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC6730876|XP_016023300.1|DSIM
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC27208895|XP_016024272.1|DSIM
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC6731362|XP_002078516.2|DSIM, LOC6726522|XP_002107478.1|DSIM
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC6729998|XP_002105292.1|DSIM, LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM, LOC6730000|XP_016036767.1|DSIM
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC6728123|XP_016034743.1|DSIM, LOC6728126|XP_002103477.1|DSIM, LOC6728125|XP_002103476.2|DSIM
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM, LOC27206855|XP_016031941.1|DSIM
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC6737150|XP_002083997.1|DSIM, LOC27206885|XP_039149275.1|DSIM, LOC6737146|XP_002083993.2|DSIM
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM, LOC6733590|XP_002080644.1|DSIM
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC120284218|XP_039148835.1|DSIM, LOC6737096|XP_002083943.2|DSIM, LOC6737097|XP_002083944.2|DSIM
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC6739162|XP_039149829.1|DSIM
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC6738522|XP_002085328.2|DSIM, LOC6738134|XP_016031967.1|DSIM
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC6728996|XP_002104317.1|DSIM, LOC6728997|XP_016035660.1|DSIM
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC6737895|XP_002084723.1|DSIM, LOC27209216|XP_016030017.1|DSIM, LOC6733109|XP_002080186.2|DSIM, LOC6731015|XP_016023502.1|DSIM
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC6736190|XP_002083086.1|DSIM, LOC6730512|XP_016022972.1|DSIM, LOC6725782|XP_016039090.1|DSIM
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC6739845|XP_039153162.1|DSIM, LOC120285585|XP_039154149.1|DSIM, LOC6726615|XP_039154202.1|DSIM, LOC120285633|XP_039154206.1|DSIM, LOC120285238|XP_039152356.1|DSIM, LOC120285320|XP_039153158.1|DSIM, LOC6726616|XP_039153168.1|DSIM, LOC27208883|XP_039153171.1|DSIM, LOC6736878|XP_016030522.1|DSIM, LOC6736817|XP_002083673.1|DSIM
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC6735482|XP_002082421.1|DSIM, LOC6735481|XP_016028817.2|DSIM
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC6729334|XP_002104651.1|DSIM
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC27207558|XP_016031169.1|DSIM, LOC6728313|XP_002103662.1|DSIM
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC6732657|XP_016025370.1|DSIM, LOC6732658|XP_002079775.1|DSIM
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC6732305|XP_039147991.1|DSIM
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC6731680|XP_039154479.1|DSIM
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC27208953|XP_039152349.1|DSIM
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC6736567|XP_016030152.1|DSIM
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC6735740|XP_016029110.1|DSIM, LOC6735737|XP_002082650.1|DSIM
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC6733346|XP_002080403.2|DSIM, LOC6731603|XP_039153037.1|DSIM, LOC6734227|XP_002081256.1|DSIM
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC6728524|XP_016035184.1|DSIM
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC6729686|XP_016036350.1|DSIM
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC6740497|XP_016039622.1|DSIM
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC6729924|XP_002105226.1|DSIM
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC6740296|XP_002077172.2|DSIM
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC6733762|XP_016026719.1|DSIM, LOC6734112|XP_016027125.2|DSIM
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC6732371|XP_016025021.1|DSIM
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC27206427|XP_016036575.1|DSIM, LOC6729772|XP_016036457.1|DSIM
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC120285037|XP_039151314.1|DSIM
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC6726850|XP_002102252.1|DSIM, LOC27207083|XP_016033359.1|DSIM
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC6724843|XP_016037625.1|DSIM, LOC6729990|XP_016036757.1|DSIM, LOC6737036|XP_002083883.1|DSIM, LOC6737416|XP_016031176.1|DSIM
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC6731373|XP_002078527.1|DSIM, LOC6731374|XP_002078528.1|DSIM
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC6730917|XP_039147417.1|DSIM, LOC27206151|XP_016026406.1|DSIM, LOC27206484|XP_039150846.1|DSIM, LOC27206152|XP_016026408.1|DSIM
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC27209397|XP_039153485.1|DSIM, LOC27209302|XP_016038841.1|DSIM
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC6728604|XP_002103945.1|DSIM, LOC6740155|XP_002077035.1|DSIM, LOC6740153|XP_002077034.2|DSIM
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC6730795|XP_039150946.1|DSIM
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC27206375|XP_016037541.1|DSIM
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC6725779|XP_039152424.1|DSIM
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC6733283|XP_039147301.1|DSIM, LOC6733284|XP_002080347.1|DSIM
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC6728478|XP_002103823.1|DSIM, LOC27209212|XP_016031686.1|DSIM, LOC6737916|XP_002084740.2|DSIM
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC6730872|XP_002078036.1|DSIM, LOC6730871|XP_002078035.1|DSIM, LOC6736531|XP_016030115.1|DSIM
OG0000194	LOC119767854|XP_038113466.1|CQUI	LOC6740556|XP_002077380.3|DSIM, LOC6740246|XP_002077126.1|DSIM, LOC6735573|XP_016028935.1|DSIM, LOC6735574|XP_039148419.1|DSIM, LOC6735579|XP_016028941.2|DSIM
OG0000195	LOC6041450|XP_001850708.2|CQUI	LOC6726483|XP_039153983.1|DSIM, LOC6735878|XP_002082788.1|DSIM
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC6726641|XP_016037582.1|DSIM, LOC6734092|XP_016027086.1|DSIM
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC27206561|XP_016025274.1|DSIM, LOC6732583|XP_016025268.1|DSIM
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC6732595|XP_016025278.1|DSIM
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC6725972|XP_039153181.1|DSIM
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC120284207|XP_039153182.1|DSIM
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC27206332|XP_016039327.1|DSIM
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC6730036|XP_016036801.1|DSIM, LOC6730035|XP_039151497.1|DSIM, LOC6730034|XP_016036800.1|DSIM, LOC6730037|XP_016036802.1|DSIM
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC6729184|XP_002104505.1|DSIM, LOC6729185|XP_016035832.1|DSIM
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC6727595|XP_016034192.1|DSIM
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC6734918|XP_002081915.1|DSIM, LOC6734915|XP_016028186.1|DSIM, LOC6734917|XP_016028188.1|DSIM
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC6727949|XP_002103304.1|DSIM, LOC6727522|XP_002102902.1|DSIM
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC6736172|XP_002083072.1|DSIM
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC6736171|XP_002083071.1|DSIM
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC6737831|XP_016031606.1|DSIM
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC6731411|XP_016024029.1|DSIM, LOC6731465|XP_002078616.1|DSIM, LOC6733007|XP_039147191.1|DSIM, LOC6731366|XP_016023970.1|DSIM, LOC6733286|XP_016026188.1|DSIM
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC120285054|XP_039151574.1|DSIM, LOC6730612|XP_039152182.1|DSIM, LOC6740015|XP_016038473.1|DSIM
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC6728348|XP_016034972.1|DSIM
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC27206647|XP_016023995.1|DSIM, LOC6731375|XP_016023994.1|DSIM, LOC6732467|XP_002079587.1|DSIM
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC6738736|XP_016032549.1|DSIM, LOC6739267|XP_016025993.2|DSIM
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC27206589|XP_016038690.1|DSIM, LOC6734594|XP_002081602.1|DSIM, LOC6729740|XP_002105046.2|DSIM
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC6739085|XP_002085878.2|DSIM, LOC6739086|XP_002085879.2|DSIM, LOC6739082|XP_039150241.1|DSIM
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC6737470|XP_002084306.2|DSIM, LOC6726102|XP_002107083.1|DSIM
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC6725120|XP_016038097.1|DSIM
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC6725121|XP_002106147.1|DSIM
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC6733309|XP_002080368.1|DSIM, LOC6733306|XP_016026230.1|DSIM, LOC6733310|XP_016026232.1|DSIM
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC6737374|XP_002084212.1|DSIM, LOC6737377|XP_002084215.1|DSIM, LOC6737376|XP_016031117.1|DSIM
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC6734234|XP_002081263.1|DSIM, LOC6728131|XP_002103482.1|DSIM, LOC6734235|XP_016027282.1|DSIM
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC6732285|XP_002079414.1|DSIM
