Orthogroup	CQUI.longest_only	DPER.longest_only
OG0000088	LOC119768033|XP_038114253.1|CQUI	LOC6593404|XP_002018858.2|DPER, LOC6591475|XP_002017466.2|DPER, LOC6590413|XP_002016426.1|DPER, LOC6590414|XP_002016427.1|DPER, LOC6591474|XP_002017465.1|DPER
OG0000089	LOC6051513|XP_001867948.1|CQUI	LOC113565706|XP_026844403.1|DPER
OG0000089	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI	LOC6601937|XP_002026979.1|DPER
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC6592691|XP_002017728.1|DPER, LOC6593093|XP_026842252.1|DPER, LOC113566321|XP_026847263.1|DPER, LOC6601034|XP_002026122.2|DPER
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC6587436|XP_026850695.1|DPER
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC6589208|XP_002014698.1|DPER, LOC6588440|XP_002013817.1|DPER, LOC6588470|XP_002013826.1|DPER
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC6588885|XP_026844631.1|DPER
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC6600289|XP_026849039.1|DPER, LOC6587848|XP_002013277.1|DPER
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC6598722|XP_002023869.1|DPER
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC6598378|XP_026846207.1|DPER
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC6602368|XP_026848566.1|DPER, LOC6602367|XP_026848565.1|DPER, LOC113566568|XP_026848547.1|DPER, LOC6602366|XP_026848564.1|DPER, LOC6602370|XP_026848567.1|DPER, LOC6602371|XP_026848545.1|DPER
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC6589981|XP_002016329.1|DPER
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC6593018|XP_002018259.1|DPER
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC6600283|XP_002025396.1|DPER, LOC6596091|XP_026845530.1|DPER, LOC113566017|XP_026845529.1|DPER, LOC6601265|XP_002026394.1|DPER
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC6593376|XP_002019042.1|DPER, LOC6599813|XP_002024913.1|DPER
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC113567433|XP_026851048.1|DPER, LOC6591576|XP_002017405.2|DPER, LOC6591573|XP_026849170.1|DPER
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC6589777|XP_002014720.1|DPER, LOC6589778|XP_026844019.1|DPER, LOC6594954|XP_002020322.2|DPER
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC6596622|XP_002021630.1|DPER
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC6597183|XP_002022328.2|DPER, LOC6597184|XP_002022329.2|DPER, LOC6597186|XP_002022331.1|DPER, LOC6597187|XP_002022332.2|DPER
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC6590619|XP_002016706.1|DPER, LOC6590615|XP_002016702.1|DPER, LOC6590616|XP_002016703.1|DPER
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC6600036|XP_002025083.2|DPER, LOC113566310|XP_026847204.1|DPER
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC6593354|XP_002018820.2|DPER, LOC6588309|XP_002013782.2|DPER, LOC6588086|XP_002013767.2|DPER
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC6597997|XP_002023222.1|DPER, LOC6598029|XP_002023221.1|DPER, LOC6598028|XP_002023220.1|DPER, LOC6598027|XP_002023219.1|DPER
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC6589861|XP_002015166.1|DPER, LOC6599402|XP_026847098.1|DPER
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC6598639|XP_002023820.1|DPER, LOC6598637|XP_002023818.1|DPER, LOC6598638|XP_002023819.1|DPER
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC6600097|XP_002025205.2|DPER
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC6590173|XP_002016107.1|DPER
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC6599963|XP_002025040.1|DPER, LOC6587257|XP_002013500.1|DPER, LOC6587434|XP_002013499.1|DPER
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC6595720|XP_002020578.1|DPER, LOC6599189|XP_002024346.1|DPER, LOC6592948|XP_002017692.1|DPER, LOC6589395|XP_002014644.1|DPER
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC6600859|XP_002025996.1|DPER, LOC6591749|XP_002016987.1|DPER, LOC6591748|XP_002016986.1|DPER
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC6592458|XP_002017793.1|DPER, LOC6592447|XP_002017792.2|DPER, LOC6592445|XP_026841433.1|DPER, LOC6592444|XP_026841435.1|DPER
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC6587322|XP_026840529.1|DPER
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC6595651|XP_002020775.1|DPER, LOC6593662|XP_026843526.1|DPER
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC6594438|XP_002019550.1|DPER, LOC6594439|XP_002019551.2|DPER, LOC6594437|XP_002019549.1|DPER, LOC6594436|XP_002019548.2|DPER
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC6591138|XP_026841346.1|DPER, LOC6591137|XP_002015931.1|DPER
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC6600225|XP_026846733.1|DPER, LOC6595739|XP_002021356.1|DPER, LOC113565640|XP_026844003.1|DPER, LOC6604479|XP_026846732.1|DPER
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC113566721|XP_026849408.1|DPER, LOC6601427|XP_026847802.1|DPER, LOC6601429|XP_002026465.2|DPER, LOC6599462|XP_002024611.2|DPER
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC6589424|XP_002014544.2|DPER, LOC6591607|XP_002017102.1|DPER
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC6588294|XP_002012910.1|DPER
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC6596579|XP_026843085.1|DPER
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC6601084|XP_026847344.1|DPER, LOC6587713|XP_026840068.1|DPER
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC6604534|XP_026847613.1|DPER
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC6595551|XP_002020638.1|DPER, LOC6595550|XP_002020637.1|DPER
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC6587347|XP_002013026.1|DPER, LOC6600838|XP_026842581.1|DPER
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC6601432|XP_026847826.1|DPER, LOC6601434|XP_002026469.1|DPER, LOC6601435|XP_002026471.1|DPER, LOC6601436|XP_002026472.1|DPER
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC6592001|XP_002016826.1|DPER
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC6591470|XP_026840208.1|DPER
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC6598595|XP_026846352.1|DPER
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC6599054|XP_002024170.1|DPER
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC6599053|XP_002024169.2|DPER
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC6591617|XP_002017119.2|DPER
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC6598384|XP_026850061.1|DPER
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC6589307|XP_026844454.1|DPER
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC6597884|XP_026846962.1|DPER, LOC6589346|XP_002015321.1|DPER, LOC6589344|XP_002015319.1|DPER, LOC6589345|XP_002015320.1|DPER
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC6603062|XP_002028055.1|DPER
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC6588072|XP_002013315.1|DPER
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC6588718|XP_002014991.1|DPER
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC6593518|XP_002019209.2|DPER
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC6593815|XP_002019062.1|DPER, LOC6599925|XP_002025053.1|DPER
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC6587401|XP_002013652.1|DPER, LOC6587313|XP_002013654.2|DPER
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC6588597|XP_002013631.1|DPER, LOC6588624|XP_002013628.1|DPER, LOC6588591|XP_002013629.2|DPER
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC6598833|XP_026849429.1|DPER, LOC6598832|XP_026849435.1|DPER, LOC113566039|XP_026845649.1|DPER
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC6597170|XP_002022348.1|DPER, LOC6597196|XP_002022341.1|DPER, LOC6597197|XP_002022342.1|DPER
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC6592443|XP_002017788.1|DPER, LOC6592446|XP_002017791.1|DPER, LOC113565052|XP_026841013.1|DPER
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC6600977|XP_026841188.1|DPER, LOC113565999|XP_026845403.1|DPER, LOC6596108|XP_002021261.2|DPER
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC6596168|XP_002021145.2|DPER
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC6598893|XP_026847869.1|DPER, LOC6597048|XP_026845483.1|DPER
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC6587958|XP_002012778.1|DPER, LOC6587907|XP_002012779.1|DPER
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC6603387|XP_002028373.1|DPER, LOC6589167|XP_002015024.2|DPER
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC6593292|XP_002019185.1|DPER, LOC6587704|XP_026840272.1|DPER
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC6598661|XP_002023779.2|DPER, LOC6600107|XP_026846681.1|DPER
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC6600870|XP_002025905.1|DPER, LOC6600871|XP_026841757.1|DPER
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC6588463|XP_002013457.1|DPER
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC6599645|XP_002024755.2|DPER, LOC6588226|XP_002013958.1|DPER
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC6589767|XP_026844617.1|DPER, LOC6589766|XP_002014925.1|DPER
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC6598082|XP_026843556.1|DPER
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC6588676|XP_026844905.1|DPER
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC6603374|XP_026845885.1|DPER
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC113566576|XP_026848585.1|DPER, LOC6591490|XP_026849952.1|DPER, LOC6587788|XP_026839976.1|DPER, LOC6588077|XP_026842102.1|DPER, LOC6600615|XP_026847635.1|DPER, LOC6590989|XP_026841961.1|DPER, LOC6590990|XP_026840586.1|DPER, LOC6600602|XP_026847640.1|DPER, LOC6600817|XP_026841451.1|DPER, LOC6590004|XP_002016054.1|DPER, LOC113565146|XP_026842020.1|DPER, LOC6600600|XP_002025590.2|DPER
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC6590945|XP_002016015.1|DPER, LOC6590933|XP_002016012.1|DPER
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC6590910|XP_026842071.1|DPER, LOC6593850|XP_002019218.1|DPER, LOC6592364|XP_002017969.1|DPER
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC6594575|XP_002019826.1|DPER
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC6592066|XP_026848234.1|DPER
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC113566297|XP_026847132.1|DPER
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC113566101|XP_026845952.1|DPER
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC6593033|XP_002017710.1|DPER, LOC6591109|XP_026841469.1|DPER
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC6593359|XP_026843516.1|DPER
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC6587450|XP_002013053.1|DPER, LOC6598755|XP_026845471.1|DPER
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC6588239|XP_002014129.1|DPER
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC6587677|XP_002014128.1|DPER, LOC6588170|XP_002014127.1|DPER
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC6601664|XP_002026729.1|DPER, LOC6601932|XP_026848776.1|DPER
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC6588908|XP_026844068.1|DPER, LOC6588910|XP_002014616.1|DPER
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC6590477|XP_002016663.1|DPER, LOC6591758|XP_002017419.1|DPER, LOC6591757|XP_002017418.1|DPER
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC6596899|XP_026849895.1|DPER, LOC113566201|XP_026846570.1|DPER, LOC6597208|XP_002022616.1|DPER, LOC6591781|XP_002017142.1|DPER, LOC6591782|XP_002017143.1|DPER, LOC113567328|XP_026850536.1|DPER
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC6591847|XP_026844373.1|DPER, LOC6599347|XP_026847209.1|DPER, LOC6599448|XP_026847207.1|DPER
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC6596288|XP_026843746.1|DPER
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC6598151|XP_026846353.1|DPER
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC6597034|XP_026845712.1|DPER
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC6590792|XP_002015536.2|DPER
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC113567323|XP_026850501.1|DPER, LOC113565988|XP_026845379.1|DPER, LOC6595906|XP_026845380.1|DPER
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC6589745|XP_002014996.2|DPER, LOC6599609|XP_002024765.1|DPER
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC6603752|XP_002028717.1|DPER, LOC6604179|XP_026846674.1|DPER, LOC6600099|XP_002025203.1|DPER, LOC6592776|XP_026841766.1|DPER
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC6603541|XP_002028512.2|DPER, LOC6595424|XP_026844783.1|DPER
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC6603537|XP_026843437.1|DPER
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC6602888|XP_026845135.1|DPER
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC6602885|XP_026849666.1|DPER
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC6602886|XP_026849657.1|DPER
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC6595233|XP_002020255.1|DPER, LOC6597989|XP_026843297.1|DPER, LOC6595234|XP_002020256.2|DPER
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC6598809|XP_026844368.1|DPER, LOC6598806|XP_002023978.1|DPER
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC6594185|XP_002019816.1|DPER
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC6591309|XP_002016132.2|DPER, LOC113565072|XP_026841210.1|DPER, LOC6591307|XP_026842078.1|DPER
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC6587789|XP_002012764.1|DPER, LOC6588211|XP_002013381.1|DPER
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC6592540|XP_002018315.1|DPER
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC6592539|XP_002018314.1|DPER
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC6596224|XP_026845243.1|DPER
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC6590794|XP_026842909.1|DPER
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC6590462|XP_002015853.1|DPER, LOC6600424|XP_026848404.1|DPER
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC6598706|XP_002023885.1|DPER
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC6589194|XP_002014618.1|DPER, LOC6589193|XP_026844063.1|DPER
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC6602286|XP_026848556.1|DPER, LOC6590765|XP_002015397.2|DPER
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC6599389|XP_026847075.1|DPER, LOC6591196|XP_002015445.1|DPER, LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC6602193|XP_026848038.1|DPER, LOC6602192|XP_026848037.1|DPER, LOC6595839|XP_026845456.1|DPER
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC6598189|XP_002023363.1|DPER, LOC6599178|XP_002024369.1|DPER, LOC6599143|XP_002024377.1|DPER, LOC6599156|XP_002024383.1|DPER, LOC6599145|XP_002024379.2|DPER, LOC6601936|XP_002026978.1|DPER, LOC6603240|XP_002028216.1|DPER
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC6597347|XP_002022549.1|DPER
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC6588853|XP_002014908.2|DPER, LOC6597348|XP_002022550.1|DPER
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC6590590|XP_026841508.1|DPER, LOC6590884|XP_026841510.1|DPER, LOC6590592|XP_026841509.1|DPER
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC6603022|XP_002028043.1|DPER, LOC6603020|XP_002028041.1|DPER, LOC6603021|XP_002028042.1|DPER
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC6592960|XP_002017962.1|DPER, LOC6588577|XP_002013622.2|DPER, LOC6592959|XP_026841017.1|DPER
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC6598101|XP_002023243.2|DPER
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	LOC6592353|XP_002018425.1|DPER
OG0000225	LOC6048011|XP_038116796.1|CQUI	LOC113566005|XP_026845454.1|DPER, LOC6592129|XP_026839946.1|DPER, LOC6592112|XP_002016838.2|DPER
OG0000226	LOC6051914|XP_038112080.1|CQUI	LOC6602823|XP_002027825.2|DPER, LOC6602822|XP_002027824.1|DPER, LOC6602817|XP_002027819.2|DPER
OG0000228	LOC6035355|XP_038104411.1|CQUI	LOC6594401|XP_002019347.1|DPER, LOC113564959|XP_026840570.1|DPER, LOC6596405|XP_026843531.1|DPER
OG0000229	LOC6033009|XP_038108186.1|CQUI	LOC6587187|XP_026840041.1|DPER, LOC6587181|XP_002013055.2|DPER
OG0000229	LOC6043526|XP_038113796.1|CQUI	LOC6594363|XP_026850362.1|DPER
OG0000230	LOC6032803|XP_038119651.1|CQUI, LOC6045865|XP_001863154.2|CQUI, LOC6045866|XP_001863152.2|CQUI, LOC6045867|XP_001863153.2|CQUI, LOC6045871|XP_001863155.1|CQUI, LOC6032804|XP_001843343.2|CQUI, LOC6038924|XP_038109200.1|CQUI, LOC6032802|XP_038119653.1|CQUI, LOC6038934|XP_038109248.1|CQUI	LOC6601345|XP_002026389.1|DPER, LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER
OG0000232	LOC6034440|XP_001844755.2|CQUI	LOC6591535|XP_002017319.2|DPER, LOC6590307|XP_002015511.1|DPER, LOC6590306|XP_002015510.2|DPER
OG0000233	LOC6036502|XP_038104913.1|CQUI	LOC6595052|XP_026846751.1|DPER, LOC6598675|XP_002023762.2|DPER, LOC6598677|XP_002023764.1|DPER
OG0000234	LOC6041204|XP_001850498.1|CQUI	LOC113565260|XP_026842896.1|DPER, LOC6590230|XP_026842894.1|DPER
OG0000235	LOC6038137|XP_001847970.2|CQUI	LOC6588111|XP_002013388.1|DPER, LOC6587804|XP_002013387.1|DPER, LOC6587986|XP_002013386.1|DPER
OG0000236	LOC6041207|XP_001850501.2|CQUI	LOC6602587|XP_002027611.1|DPER, LOC6589563|XP_026844814.1|DPER, LOC6596549|XP_026843606.1|DPER, LOC113566778|XP_026849659.1|DPER
