Orthogroup	CQUI.longest_only	DSAN.longest_only
OG0000090	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI	LOC120448309|XP_039486192.1|DSAN, LOC120448284|XP_039486150.1|DSAN, LOC120447536|XP_039484914.1|DSAN, LOC120449735|XP_039488300.1|DSAN
OG0000091	LOC6037334|XP_038105758.1|CQUI	LOC120454553|XP_039495874.1|DSAN
OG0000091	LOC6034718|XP_038115256.1|CQUI	LOC120458039|XP_039501482.1|DSAN, LOC120454568|XP_039495897.1|DSAN, LOC120452896|XP_039493288.1|DSAN
OG0000093	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI	LOC120445748|XP_039482264.1|DSAN
OG0000094	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI	LOC120447699|XP_039485161.1|DSAN, LOC120452712|XP_039493010.1|DSAN
OG0000095	LOC119766865|XP_038109027.1|CQUI	LOC120447009|XP_039484295.1|DSAN, LOC120457588|XP_039501029.1|DSAN
OG0000098	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI	LOC120451400|XP_039491001.1|DSAN
OG0000099	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI	LOC120455656|XP_039497981.1|DSAN
OG0000101	LOC6031031|XP_038120612.1|CQUI	LOC120447594|XP_039484996.1|DSAN, LOC120447595|XP_039484997.1|DSAN, LOC120447598|XP_039485002.1|DSAN, LOC120448473|XP_039486431.1|DSAN, LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN, LOC120448469|XP_039486421.1|DSAN
OG0000102	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI	LOC120444369|XP_039479910.1|DSAN
OG0000102	LOC6039374|XP_038104844.1|CQUI	LOC120444543|XP_039480230.1|DSAN, LOC120445351|XP_039481626.1|DSAN
OG0000103	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN, LOC120457733|XP_039501166.1|DSAN
OG0000104	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI	LOC120457816|XP_039501251.1|DSAN, LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	LOC6047452|XP_038116619.1|CQUI	LOC120447610|XP_039485017.1|DSAN, LOC120451809|XP_039491700.1|DSAN, LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN
OG0000109	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI	LOC120443888|XP_039479246.1|DSAN, LOC120443889|XP_039479249.1|DSAN, LOC120443892|XP_039479253.1|DSAN, LOC120444016|XP_039479432.1|DSAN
OG0000109	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI	LOC120458470|XP_039502057.1|DSAN
OG0000110	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI	LOC120448445|XP_039486393.1|DSAN, LOC120449757|XP_039488327.1|DSAN, LOC120449997|XP_039488641.1|DSAN, LOC120449458|XP_039487864.1|DSAN
OG0000111	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI	LOC120446698|XP_039483730.1|DSAN, LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN
OG0000112	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN, LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN
OG0000113	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI	LOC120458260|XP_039501783.1|DSAN, LOC120445859|XP_039482434.1|DSAN, LOC120451060|XP_039490352.1|DSAN, LOC120447236|XP_039484695.1|DSAN
OG0000117	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI	LOC120444154|XP_039479666.1|DSAN, LOC120444155|XP_039479668.1|DSAN, LOC120444156|XP_039479669.1|DSAN, LOC120444158|XP_039479671.1|DSAN
OG0000118	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN, LOC120458057|XP_039501500.1|DSAN
OG0000119	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI	LOC120454455|XP_039495701.1|DSAN, LOC120452109|XP_039492121.1|DSAN, LOC120451917|XP_039491863.1|DSAN
OG0000120	LOC6045947|XP_001863227.1|CQUI	LOC120457201|XP_039500489.1|DSAN
OG0000120	LOC6036207|XP_038120021.1|CQUI	LOC120446605|XP_039483576.1|DSAN
OG0000121	LOC6033966|XP_001844354.1|CQUI	LOC120452429|XP_039492591.1|DSAN, LOC120452427|XP_039492589.1|DSAN, LOC120452430|XP_039492592.1|DSAN
OG0000122	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI	LOC120446930|XP_039484118.1|DSAN, LOC120455728|XP_039498076.1|DSAN, LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN
OG0000123	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN
OG0000124	LOC6034071|XP_001844446.1|CQUI	LOC120446749|XP_039483821.1|DSAN, LOC120458592|XP_039502228.1|DSAN, LOC120458563|XP_039502185.1|DSAN, LOC120458564|XP_039502189.1|DSAN
OG0000125	LOC6045001|XP_038105443.1|CQUI	LOC120451369|XP_039490949.1|DSAN
OG0000126	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI	LOC120454254|XP_039495315.1|DSAN, LOC120458709|XP_039502389.1|DSAN
OG0000127	LOC6037843|XP_038111453.1|CQUI	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN, LOC120451773|XP_039491637.1|DSAN
OG0000128	LOC6043355|XP_038120797.1|CQUI	LOC120445036|XP_039481059.1|DSAN, LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN, LOC120453890|XP_039494740.1|DSAN
OG0000129	LOC6040494|XP_038119684.1|CQUI	LOC120455629|XP_039497949.1|DSAN, LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN
OG0000130	LOC6037744|XP_001847624.2|CQUI	LOC120450387|XP_039489313.1|DSAN, LOC120449269|XP_039487586.1|DSAN, LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN
OG0000132	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN, LOC120452537|XP_039492737.1|DSAN
OG0000134	LOC6052953|XP_038113348.1|CQUI	LOC120451359|XP_039490929.1|DSAN
OG0000134	LOC6033339|XP_001843803.1|CQUI	LOC120453306|XP_039493897.1|DSAN
OG0000137	LOC6042021|XP_038106251.1|CQUI	LOC120451005|XP_039490252.1|DSAN
OG0000137	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI	LOC120450371|XP_039489288.1|DSAN
OG0000137	LOC6035609|XP_038118403.1|CQUI	LOC120457403|XP_039500933.1|DSAN
OG0000139	LOC6040185|XP_001849635.2|CQUI	LOC120448860|XP_039487004.1|DSAN, LOC120456384|XP_039499528.1|DSAN, LOC120448678|XP_039486751.1|DSAN, LOC120443696|XP_039478870.1|DSAN, LOC120447072|XP_039484397.1|DSAN, LOC120447071|XP_039484396.1|DSAN
OG0000140	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI	LOC120451422|XP_039491029.1|DSAN
OG0000141	LOC6030837|XP_001841701.2|CQUI	LOC120448451|XP_039486401.1|DSAN, LOC120448452|XP_039486403.1|DSAN, LOC120448453|XP_039486405.1|DSAN, LOC120448454|XP_039486406.1|DSAN
OG0000142	LOC6039236|XP_038120121.1|CQUI	LOC120451264|XP_039490727.1|DSAN
OG0000142	LOC6044332|XP_038109956.1|CQUI	LOC120447845|XP_039485386.1|DSAN
OG0000142	LOC6048699|XP_038103996.1|CQUI	LOC120457117|XP_039500268.1|DSAN
OG0000143	LOC6041351|XP_038120395.1|CQUI	LOC120450562|XP_039489605.1|DSAN
OG0000143	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI	LOC120450563|XP_039489606.1|DSAN
OG0000144	LOC6048354|XP_038114540.1|CQUI	LOC120452659|XP_039492916.1|DSAN
OG0000144	LOC6039460|XP_038119712.1|CQUI	LOC120457308|XP_039500730.1|DSAN
OG0000144	LOC6045045|XP_038109682.1|CQUI	LOC120457482|XP_039500967.1|DSAN
OG0000145	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI	LOC120456131|XP_039498694.1|DSAN, LOC120444793|XP_039480676.1|DSAN
OG0000147	LOC6042249|XP_001851387.2|CQUI	LOC120451646|XP_039491487.1|DSAN
OG0000147	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI	LOC120452393|XP_039492541.1|DSAN, LOC120454057|XP_039494997.1|DSAN
OG0000148	LOC6031471|XP_038111140.1|CQUI	LOC120449015|XP_039487230.1|DSAN
OG0000148	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI	LOC120453191|XP_039493694.1|DSAN
OG0000149	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI	LOC120450388|XP_039489317.1|DSAN, LOC120455384|XP_039497444.1|DSAN
OG0000152	LOC6031785|XP_038110277.1|CQUI	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN
OG0000153	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI	LOC120451577|XP_039491320.1|DSAN, LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN
OG0000154	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN, LOC120449197|XP_039487492.1|DSAN
OG0000155	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN
OG0000157	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI	LOC120458565|XP_039502192.1|DSAN, LOC120447552|XP_039484939.1|DSAN
OG0000158	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI	LOC120444707|XP_039480514.1|DSAN, LOC120449667|XP_039488200.1|DSAN, LOC120448946|XP_039487126.1|DSAN
OG0000159	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI	LOC120447635|XP_039485072.1|DSAN
OG0000159	LOC6035692|XP_038109533.1|CQUI	LOC120448194|XP_039485994.1|DSAN, LOC120448642|XP_039486703.1|DSAN
OG0000160	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI	LOC120451440|XP_039491049.1|DSAN, LOC120453850|XP_039494688.1|DSAN
OG0000162	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN, LOC120447628|XP_039485066.1|DSAN
OG0000163	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI	LOC120449329|XP_039487663.1|DSAN, LOC120458089|XP_039501541.1|DSAN, LOC120456660|XP_039499526.1|DSAN
OG0000165	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI	LOC120455780|XP_039498171.1|DSAN, LOC120449990|XP_039488633.1|DSAN
OG0000166	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI	LOC120445051|XP_039481102.1|DSAN, LOC120445045|XP_039481092.1|DSAN
OG0000169	LOC6047014|XP_001864125.2|CQUI	LOC120452629|XP_039492872.1|DSAN
OG0000169	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI	LOC120447495|XP_039484826.1|DSAN, LOC120451692|XP_039491521.1|DSAN
OG0000170	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN
OG0000171	LOC6049441|XP_038114112.1|CQUI	LOC120445878|XP_039482751.1|DSAN
OG0000171	LOC6043756|XP_038110408.1|CQUI	LOC120451198|XP_039490587.1|DSAN
OG0000171	LOC6051581|XP_038105341.1|CQUI	LOC120456869|XP_039499896.1|DSAN
OG0000172	LOC6032888|XP_038115797.1|CQUI	LOC120448014|XP_039485669.1|DSAN
OG0000173	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI	LOC120445686|XP_039482176.1|DSAN, LOC120446598|XP_039483562.1|DSAN
OG0000174	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI	LOC120452240|XP_039492303.1|DSAN, LOC120458882|XP_039502652.1|DSAN, LOC120445713|XP_039482207.1|DSAN
OG0000175	LOC6042891|XP_038121685.1|CQUI	LOC120451302|XP_039490802.1|DSAN
OG0000175	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN
OG0000177	LOC119765279|XP_038104752.1|CQUI	LOC120455520|XP_039497732.1|DSAN
OG0000177	LOC6044855|XP_038114600.1|CQUI	LOC120453959|XP_039494842.1|DSAN
OG0000178	LOC119770385|XP_038121070.1|CQUI	LOC120456378|XP_039499133.1|DSAN
OG0000179	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI	LOC120455127|XP_039496958.1|DSAN, LOC120444365|XP_039479889.1|DSAN
OG0000179	LOC6054543|XP_038109008.1|CQUI	LOC120458115|XP_039501582.1|DSAN
OG0000181	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI	LOC120452244|XP_039492305.1|DSAN, LOC120453640|XP_039494368.1|DSAN
OG0000182	LOC6045919|XP_038120260.1|CQUI	LOC120450801|XP_039489902.1|DSAN
OG0000182	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI	LOC120451020|XP_039490279.1|DSAN, LOC120451018|XP_039490277.1|DSAN
OG0000183	LOC119770031|XP_038120042.1|CQUI	LOC120457162|XP_039500372.1|DSAN, LOC120451563|XP_039491300.1|DSAN, LOC120448380|XP_039486296.1|DSAN, LOC120449076|XP_039487309.1|DSAN
OG0000184	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI	LOC120449599|XP_039488103.1|DSAN, LOC120458704|XP_039502382.1|DSAN
OG0000185	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI	LOC120445960|XP_039482601.1|DSAN, LOC120455801|XP_039498199.1|DSAN, LOC120445946|XP_039482564.1|DSAN, LOC120453713|XP_039494470.1|DSAN, LOC120445958|XP_039482587.1|DSAN, LOC120445952|XP_039482573.1|DSAN
OG0000186	LOC6043534|XP_038112948.1|CQUI	LOC120455515|XP_039497722.1|DSAN, LOC120455010|XP_039496765.1|DSAN
OG0000188	LOC6048613|XP_038121408.1|CQUI	LOC120454152|XP_039495145.1|DSAN, LOC120455320|XP_039497328.1|DSAN, LOC120457066|XP_039500178.1|DSAN
OG0000189	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI	LOC120458020|XP_039501457.1|DSAN
OG0000189	LOC6040495|XP_038115089.1|CQUI	LOC120455411|XP_039497487.1|DSAN
OG0000190	LOC6053655|XP_038108154.1|CQUI	LOC120455354|XP_039497386.1|DSAN
OG0000191	LOC6048101|XP_038106999.1|CQUI	LOC120458827|XP_039502576.1|DSAN, LOC120458829|XP_039502587.1|DSAN
OG0000192	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI	LOC120454228|XP_039495262.1|DSAN, LOC120450167|XP_039488949.1|DSAN, LOC120450166|XP_039488948.1|DSAN
OG0000193	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI	LOC120458359|XP_039501907.1|DSAN, LOC120443852|XP_039479148.1|DSAN, LOC120450306|XP_039489188.1|DSAN
OG0000194	LOC119767854|XP_038113466.1|CQUI	LOC120445933|XP_039482531.1|DSAN, LOC120446735|XP_039483788.1|DSAN, LOC120455675|XP_039498013.1|DSAN, LOC120444843|XP_039480735.1|DSAN, LOC120446895|XP_039484046.1|DSAN, LOC120446894|XP_039484045.1|DSAN
OG0000195	LOC6041450|XP_001850708.2|CQUI	LOC120445310|XP_039481554.1|DSAN
OG0000195	LOC6032919|XP_001843442.1|CQUI	LOC120457200|XP_039500488.1|DSAN, LOC120444945|XP_039480884.1|DSAN
OG0000196	LOC6036352|XP_038110858.1|CQUI	LOC120445832|XP_039482387.1|DSAN, LOC120446245|XP_039483051.1|DSAN
OG0000196	LOC6049487|XP_038113426.1|CQUI	LOC120446081|XP_039482797.1|DSAN
OG0000197	LOC6039214|XP_001848855.1|CQUI	LOC120455822|XP_039498220.1|DSAN
OG0000197	LOC6039207|XP_038122040.1|CQUI	LOC120455833|XP_039498236.1|DSAN
OG0000197	LOC6032716|XP_038122035.1|CQUI	LOC120455817|XP_039498216.1|DSAN
OG0000200	LOC6048961|XP_038122842.1|CQUI	LOC120451232|XP_039490659.1|DSAN, LOC120451231|XP_039490657.1|DSAN, LOC120453710|XP_039494466.1|DSAN, LOC120453512|XP_039494193.1|DSAN, LOC120453508|XP_039494188.1|DSAN, LOC120451230|XP_039490653.1|DSAN
OG0000201	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI	LOC120453936|XP_039494815.1|DSAN, LOC120453749|XP_039494516.1|DSAN
OG0000202	LOC6040476|XP_001849862.1|CQUI	LOC120451630|XP_039491421.1|DSAN
OG0000203	LOC6049238|XP_038119741.1|CQUI	LOC120445393|XP_039481734.1|DSAN, LOC120446174|XP_039482943.1|DSAN, LOC120446375|XP_039483240.1|DSAN
OG0000205	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI	LOC120450955|XP_039490175.1|DSAN, LOC120453498|XP_039494178.1|DSAN
OG0000206	LOC6038367|XP_038114070.1|CQUI	LOC120446694|XP_039483725.1|DSAN
OG0000206	LOC6047129|XP_038112898.1|CQUI	LOC120445251|XP_039481459.1|DSAN
OG0000207	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI	LOC120448303|XP_039486177.1|DSAN
OG0000209	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI	LOC120449423|XP_039487819.1|DSAN, LOC120449414|XP_039487808.1|DSAN, LOC120444051|XP_039479489.1|DSAN, LOC120458245|XP_039501767.1|DSAN, LOC120449875|XP_039488477.1|DSAN, LOC120458830|XP_039502588.1|DSAN
OG0000210	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI	LOC120445463|XP_039481842.1|DSAN, LOC120451041|XP_039490314.1|DSAN, LOC120456185|XP_039498794.1|DSAN
OG0000211	LOC6047469|XP_001864523.2|CQUI	LOC120452704|XP_039492996.1|DSAN
OG0000212	LOC6033117|XP_038106489.1|CQUI	LOC120455241|XP_039497160.1|DSAN, LOC120445179|XP_039481364.1|DSAN, LOC120458444|XP_039502024.1|DSAN
OG0000213	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI	LOC120450554|XP_039489594.1|DSAN, LOC120458425|XP_039502037.1|DSAN, LOC120457150|XP_039500794.1|DSAN
OG0000214	LOC6040777|XP_038112879.1|CQUI	LOC120455517|XP_039497724.1|DSAN, LOC120446928|XP_039484113.1|DSAN, LOC120452569|XP_039492785.1|DSAN
OG0000215	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI	LOC120450462|XP_039489416.1|DSAN, LOC120449307|XP_039487632.1|DSAN, LOC120450463|XP_039489419.1|DSAN
OG0000216	LOC6031177|XP_001842020.2|CQUI	LOC120448183|XP_039485972.1|DSAN, LOC120456714|XP_039499630.1|DSAN
OG0000217	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI	LOC120455889|XP_039498315.1|DSAN
OG0000217	LOC6035862|XP_038110287.1|CQUI	LOC120455888|XP_039498314.1|DSAN
OG0000219	LOC6043970|XP_038118955.1|CQUI	LOC120458787|XP_039502502.1|DSAN, LOC120458946|XP_039502740.1|DSAN, LOC120458169|XP_039501660.1|DSAN
OG0000220	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI	LOC120449767|XP_039488339.1|DSAN, LOC120449846|XP_039488438.1|DSAN, LOC120449800|XP_039488379.1|DSAN
OG0000221	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI	LOC120445236|XP_039481434.1|DSAN, LOC120451987|XP_039491948.1|DSAN, LOC120445235|XP_039481429.1|DSAN
OG0000222	LOC6042080|XP_001851233.2|CQUI	LOC120458059|XP_039501503.1|DSAN
OG0000224	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI	LOC120447037|XP_039484317.1|DSAN
OG0000225	LOC6048011|XP_038116796.1|CQUI	LOC120453839|XP_039494667.1|DSAN, LOC120453759|XP_039494526.1|DSAN, LOC120453860|XP_039494699.1|DSAN
OG0000226	LOC6051914|XP_038112080.1|CQUI	LOC120448275|XP_039486137.1|DSAN, LOC120448278|XP_039486141.1|DSAN, LOC120450267|XP_039489106.1|DSAN
OG0000228	LOC6035355|XP_038104411.1|CQUI	LOC120451043|XP_039490331.1|DSAN, LOC120455838|XP_039498242.1|DSAN, LOC120451122|XP_039490478.1|DSAN
OG0000229	LOC6033009|XP_038108186.1|CQUI	LOC120453243|XP_039493779.1|DSAN
