Orthogroup	DKIK.longest_only	BTRY.longest_only
OG0000049	LOC108084022|XP_017035524.1|DKIK, LOC108084023|XP_017035525.1|DKIK	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY
OG0000049	LOC108084019|XP_017035520.1|DKIK	LOC120772847|XP_039957638.1|BTRY
OG0000050	LOC108073068|XP_017020022.1|DKIK	LOC120776369|XP_039962882.1|BTRY
OG0000050	LOC108072577|XP_017019276.1|DKIK, LOC108072587|XP_017019288.1|DKIK, LOC108072753|XP_017019515.1|DKIK, LOC108072610|XP_017019326.1|DKIK, LOC108072709|XP_017019438.1|DKIK, LOC108072761|XP_017019527.1|DKIK, LOC108072698|XP_017019426.1|DKIK, LOC108072596|XP_017019300.1|DKIK, LOC108072619|XP_017019339.1|DKIK, LOC108072601|XP_017019314.1|DKIK	LOC120778411|XP_039966128.1|BTRY
OG0000051	LOC108083217|XP_017034415.1|DKIK	LOC120776450|XP_039963045.1|BTRY
OG0000051	LOC108085672|XP_017037854.1|DKIK	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY
OG0000051	LOC108080429|XP_017030651.1|DKIK, LOC108080428|XP_017030650.1|DKIK	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY
OG0000052	LOC108084580|XP_017036343.1|DKIK, LOC108074446|XP_017021976.1|DKIK, LOC108085090|XP_017037048.1|DKIK, LOC108074588|XP_017022184.1|DKIK, LOC108084010|XP_017035511.1|DKIK, LOC108077591|XP_017026474.1|DKIK, LOC108084105|XP_017035621.1|DKIK, LOC108084092|XP_017035606.1|DKIK, LOC108084066|XP_017035574.1|DKIK, LOC108082278|XP_017033098.1|DKIK, LOC108082558|XP_017033497.1|DKIK	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY
OG0000053	LOC108070784|XP_017016873.1|DKIK, LOC108070783|XP_017016872.1|DKIK	LOC120770153|XP_039953281.1|BTRY
OG0000053	LOC108070782|XP_017016871.1|DKIK	LOC120770564|XP_039954076.1|BTRY
OG0000053	LOC108070781|XP_017016869.1|DKIK	LOC120770562|XP_039954075.1|BTRY
OG0000053	LOC108070786|XP_017016875.1|DKIK	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY
OG0000054	LOC108081173|XP_017031718.1|DKIK	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY
OG0000054	LOC108080878|XP_017031270.1|DKIK, LOC108080879|XP_017031271.1|DKIK, LOC108081160|XP_017031693.1|DKIK, LOC108081159|XP_017031690.1|DKIK	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY
OG0000055	LOC108085845|XP_017038092.1|DKIK, LOC108085848|XP_017038094.1|DKIK	LOC120767407|XP_039949383.1|BTRY, LOC120767396|XP_039949357.1|BTRY, LOC120779292|XP_039967439.1|BTRY, LOC120779293|XP_039967441.1|BTRY, LOC120767398|XP_039949371.1|BTRY, LOC120767423|XP_039949402.1|BTRY, LOC120767442|XP_039949442.1|BTRY, LOC120767412|XP_039949391.1|BTRY, LOC120767431|XP_039949416.1|BTRY, LOC120767391|XP_039949342.1|BTRY, LOC120767434|XP_039949431.1|BTRY, LOC120778647|XP_039966497.1|BTRY, LOC120767385|XP_039949328.1|BTRY
OG0000056	LOC108071295|XP_017017484.1|DKIK, LOC108071297|XP_017017486.1|DKIK, LOC108071299|XP_017017488.1|DKIK, LOC108071298|XP_017017487.1|DKIK, LOC108071296|XP_017017485.1|DKIK	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY
OG0000056	LOC108077622|XP_017026519.1|DKIK, LOC108077830|XP_017026845.1|DKIK	LOC120775660|XP_039961862.1|BTRY
OG0000058	LOC108084972|XP_017036881.1|DKIK, LOC108082757|XP_017033763.1|DKIK, LOC108082758|XP_017033764.1|DKIK, LOC108070811|XP_017016903.1|DKIK	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000059	LOC108085570|XP_017037699.1|DKIK, LOC108085569|XP_017037698.1|DKIK, LOC108085567|XP_017037695.1|DKIK, LOC108085562|XP_017037690.1|DKIK, LOC108085556|XP_017037683.1|DKIK, LOC108085561|XP_017037689.1|DKIK, LOC108085559|XP_017037687.1|DKIK	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC108080522|XP_017030803.1|DKIK	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC108085322|XP_017037367.1|DKIK	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC108086185|XP_017038537.1|DKIK	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC108086191|XP_017038544.1|DKIK, LOC108086182|XP_017038533.1|DKIK	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC108079601|XP_017029447.1|DKIK, LOC108071778|XP_017018123.1|DKIK, LOC108079559|XP_017029388.1|DKIK, LOC108072700|XP_017019425.1|DKIK, LOC108082791|XP_017033825.1|DKIK, LOC108082790|XP_017033824.1|DKIK, LOC108077206|XP_017025943.1|DKIK, LOC108082143|XP_017032934.1|DKIK, LOC108078896|XP_017028518.1|DKIK, LOC108078667|XP_017028088.1|DKIK, LOC108079653|XP_017029539.1|DKIK, LOC108082253|XP_017033087.1|DKIK, LOC108082254|XP_017033088.1|DKIK	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK, LOC108071304|XP_017017500.1|DKIK	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC108071602|XP_017017872.1|DKIK, LOC108071633|XP_017017906.1|DKIK, LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000064	LOC108076898|XP_017025421.1|DKIK	LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY
OG0000064	LOC108080822|XP_017031214.1|DKIK	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY
OG0000064	LOC108084033|XP_017035536.1|DKIK	LOC120780520|XP_039968723.1|BTRY, LOC120780940|XP_039969104.1|BTRY
OG0000065	LOC108077717|XP_017026657.1|DKIK, LOC108077718|XP_017026658.1|DKIK, LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK, LOC108077800|XP_017026803.1|DKIK, LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC108083599|XP_017034957.1|DKIK, LOC108080484|XP_017030727.1|DKIK, LOC108077666|XP_017026575.1|DKIK, LOC108081852|XP_017032582.1|DKIK, LOC108080961|XP_017031364.1|DKIK, LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK, LOC108072837|XP_017019618.1|DKIK	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC108085996|XP_017038286.1|DKIK	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC108077943|XP_017026970.1|DKIK	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC108085995|XP_017038285.1|DKIK	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC108074164|XP_017021563.1|DKIK	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC108072243|XP_017018793.1|DKIK	LOC120769525|XP_039952497.1|BTRY
OG0000069	LOC108085291|XP_017037341.1|DKIK	LOC120779684|XP_039967976.1|BTRY, LOC120780768|XP_039968955.1|BTRY, LOC120768676|XP_039951388.1|BTRY, LOC120782061|XP_039970152.1|BTRY, LOC120779525|XP_039967789.1|BTRY, LOC120768824|XP_039951511.1|BTRY, LOC120781112|XP_039969185.1|BTRY, LOC120768341|XP_039950928.1|BTRY, LOC120779618|XP_039967900.1|BTRY, LOC120768781|XP_039951474.1|BTRY, LOC120779500|XP_039967726.1|BTRY, LOC120779818|XP_039968124.1|BTRY, LOC120781302|XP_039969436.1|BTRY, LOC120775495|XP_039961636.1|BTRY, LOC120780820|XP_039969000.1|BTRY, LOC120781397|XP_039969540.1|BTRY, LOC120779769|XP_039968082.1|BTRY, LOC120781496|XP_039969655.1|BTRY, LOC120781281|XP_039969411.1|BTRY, LOC120781543|XP_039969709.1|BTRY, LOC120780171|XP_039968382.1|BTRY, LOC120780163|XP_039968376.1|BTRY, LOC120768649|XP_039951354.1|BTRY, LOC120780276|XP_039968475.1|BTRY
OG0000070	LOC108082879|XP_017033949.1|DKIK	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC108076002|XP_017024145.1|DKIK	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC108082683|XP_017033673.1|DKIK, LOC108082714|XP_017033711.1|DKIK	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC108070385|XP_017016325.1|DKIK, LOC108070384|XP_017016324.1|DKIK, LOC108070386|XP_017016326.1|DKIK	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC108076540|XP_017024942.1|DKIK	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC108076135|XP_017024352.1|DKIK	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC108082462|XP_017033327.1|DKIK	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC108079402|XP_017029216.1|DKIK	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC108075433|XP_017023346.1|DKIK	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC108071625|XP_017017896.1|DKIK	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC108071877|XP_017018294.1|DKIK	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC108078805|XP_017028362.1|DKIK	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC108078731|XP_017028222.1|DKIK	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000076	LOC108078964|XP_017028614.1|DKIK	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC108085608|XP_017037769.1|DKIK, LOC108085599|XP_017037755.1|DKIK	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC108085219|XP_017037239.1|DKIK	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC108076740|XP_017025218.1|DKIK	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC108073492|XP_017020640.1|DKIK	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC108070868|XP_017016990.1|DKIK	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC108077758|XP_017026727.1|DKIK	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC108082104|XP_017032889.1|DKIK, LOC108083237|XP_017034431.1|DKIK, LOC108084091|XP_017035604.1|DKIK, LOC108080166|XP_017030300.1|DKIK, LOC108083371|XP_017034605.1|DKIK	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC108076175|XP_017024395.1|DKIK	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC108073934|XP_017021227.1|DKIK	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC108076521|XP_017024919.1|DKIK, LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC108077101|XP_017025775.1|DKIK	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC108082570|XP_017033516.1|DKIK	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC108073008|XP_017019953.1|DKIK	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC108078118|XP_017027223.1|DKIK	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC108081995|XP_017032728.1|DKIK	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC108077379|XP_017026162.1|DKIK	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC108081987|XP_017032714.1|DKIK	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC108076386|XP_017024698.1|DKIK	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC108081135|XP_017031645.1|DKIK	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC108078680|XP_017028115.1|DKIK	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC108077947|XP_017026974.1|DKIK	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC108078973|XP_017028631.1|DKIK	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC108075739|XP_017023776.1|DKIK	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC108082079|XP_017032861.1|DKIK	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC108081166|XP_017031709.1|DKIK	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC108081243|XP_017031811.1|DKIK	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC108071264|XP_017017444.1|DKIK	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC108079645|XP_017029525.1|DKIK	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC108074155|XP_017021548.1|DKIK	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000096	LOC108082873|XP_017033940.1|DKIK, LOC108075861|XP_017023944.1|DKIK, LOC108085902|XP_017038160.1|DKIK	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC108082876|XP_017033946.1|DKIK	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC108083427|XP_017034672.1|DKIK	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC108083341|XP_017034574.1|DKIK	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC108083422|XP_017034666.1|DKIK	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC108083701|XP_017035085.1|DKIK	LOC120776871|XP_039963862.1|BTRY
OG0000101	LOC108083696|XP_017035073.1|DKIK	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC108083702|XP_017035086.1|DKIK	LOC120776632|XP_039963382.1|BTRY
OG0000102	LOC108073007|XP_017019952.1|DKIK	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC108078325|XP_017027613.1|DKIK	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK, LOC108071951|XP_017018407.1|DKIK	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC108072142|XP_017018672.1|DKIK	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC108071553|XP_017017820.1|DKIK	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC108082132|XP_017032923.1|DKIK	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC108080884|XP_017031275.1|DKIK	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC108072231|XP_017018782.1|DKIK, LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK, LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK	LOC120770816|XP_039954328.1|BTRY
OG0000108	LOC108076114|XP_017024329.1|DKIK	LOC120779619|XP_039967901.1|BTRY
OG0000108	LOC108072095|XP_017018601.1|DKIK	LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY
OG0000108	LOC108076717|XP_017025172.1|DKIK	LOC120779714|XP_039968013.1|BTRY, LOC120769356|XP_039952251.1|BTRY
OG0000109	LOC108077298|XP_017026067.1|DKIK	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC108078152|XP_017027292.1|DKIK, LOC108078144|XP_017027276.1|DKIK	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC108078161|XP_017027305.1|DKIK	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC108082105|XP_017032890.1|DKIK, LOC108082108|XP_017032897.1|DKIK	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC108085943|XP_017038219.1|DKIK	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC108070647|XP_017016704.1|DKIK, LOC108083778|XP_017035191.1|DKIK	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC108082009|XP_017032753.1|DKIK	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC108082010|XP_017032754.1|DKIK	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC108071262|XP_017017439.1|DKIK	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC108085279|XP_017037320.1|DKIK	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC108085280|XP_017037321.1|DKIK	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC108085261|XP_017037300.1|DKIK	LOC120769113|XP_039951909.1|BTRY
OG0000118	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK, LOC108084013|XP_017035515.1|DKIK	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC108084109|XP_017035624.1|DKIK	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC108076008|XP_017024152.1|DKIK	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC108073105|XP_017020084.1|DKIK	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC108082906|XP_017033978.1|DKIK, LOC108083606|XP_017034966.1|DKIK	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC108071718|XP_017018030.1|DKIK	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC108074529|XP_017022095.1|DKIK	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC108074147|XP_017021535.1|DKIK	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC108078069|XP_017027122.1|DKIK, LOC108086046|XP_017038354.1|DKIK	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC108076393|XP_017024719.1|DKIK, LOC108084539|XP_017036265.1|DKIK, LOC108080453|XP_017030679.1|DKIK, LOC108080459|XP_017030684.1|DKIK	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC108083937|XP_017035432.1|DKIK	LOC120770437|XP_039953842.1|BTRY
OG0000127	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC108084088|XP_017035601.1|DKIK	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC108079385|XP_017029196.1|DKIK	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC108070448|XP_017016416.1|DKIK, LOC108074574|XP_017022165.1|DKIK, LOC108081608|XP_017032316.1|DKIK, LOC108071891|XP_017018312.1|DKIK, LOC108079384|XP_017029194.1|DKIK	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC108071644|XP_017017924.1|DKIK, LOC108071629|XP_017017901.1|DKIK, LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC108080803|XP_017031183.1|DKIK	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC108084363|XP_017036025.1|DKIK	LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC108075492|XP_017023441.1|DKIK	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC108076037|XP_017024186.1|DKIK, LOC108077139|XP_017025842.1|DKIK	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC108084384|XP_017036065.1|DKIK, LOC108072864|XP_017019673.1|DKIK	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY
OG0000136	LOC108080414|XP_017030635.1|DKIK	LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY, LOC120781435|XP_039969589.1|BTRY
