Orthogroup	DKIK.longest_only	DPSE.longest_only
OG0000040	LOC108070662|XP_017016722.1|DKIK	LOC6897971|XP_002138070.1|DPSE
OG0000040	LOC108070710|XP_017016793.1|DKIK	LOC4803208|XP_001359988.4|DPSE
OG0000040	LOC108084976|XP_017036887.1|DKIK	LOC4801113|XP_001358260.2|DPSE
OG0000041	LOC108071265|XP_017017445.1|DKIK, LOC108071273|XP_017017453.1|DKIK, LOC108071358|XP_017017589.1|DKIK	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE
OG0000041	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK	LOC4802353|XP_001359283.3|DPSE
OG0000041	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK	LOC6897572|XP_033240353.1|DPSE
OG0000042	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK	LOC4804794|XP_001361299.3|DPSE
OG0000042	LOC108076658|XP_017025082.1|DKIK	LOC5495510|XP_001361301.4|DPSE
OG0000042	LOC108076656|XP_017025079.1|DKIK, LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK	LOC6898652|XP_002138657.1|DPSE, LOC4804796|XP_033234018.1|DPSE, LOC6898651|XP_033233475.1|DPSE, LOC6902899|XP_002132633.1|DPSE
OG0000042	LOC108076657|XP_017025080.1|DKIK	LOC4804792|XP_001361298.2|DPSE
OG0000043	LOC108081486|XP_017032174.1|DKIK	LOC4803128|XP_001359922.2|DPSE
OG0000043	LOC108081508|XP_017032216.1|DKIK	LOC4803135|XP_001359927.2|DPSE, LOC6897936|XP_002138038.2|DPSE
OG0000043	LOC108081485|XP_017032173.1|DKIK	LOC4803134|XP_001359926.3|DPSE
OG0000043	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK	LOC4803126|XP_001359920.4|DPSE
OG0000043	LOC108081483|XP_017032171.1|DKIK, LOC108086038|XP_017038347.1|DKIK	LOC6897937|XP_002138039.2|DPSE
OG0000043	LOC108081480|XP_017032168.1|DKIK	LOC4803132|XP_001359925.3|DPSE
OG0000044	LOC108071988|XP_017018451.1|DKIK	LOC4802344|XP_001359278.1|DPSE
OG0000044	LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK, LOC108072010|XP_017018477.1|DKIK	LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE
OG0000044	LOC108072006|XP_017018472.1|DKIK, LOC108072020|XP_017018489.1|DKIK, LOC108072017|XP_017018486.1|DKIK	LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE
OG0000044	LOC108082753|XP_017033762.1|DKIK	LOC4802849|XP_001359684.3|DPSE
OG0000045	LOC108073518|XP_017020682.1|DKIK	LOC4812813|XP_033238456.1|DPSE
OG0000045	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK	LOC4813084|XP_001353641.2|DPSE
OG0000045	LOC108073894|XP_017021172.1|DKIK	LOC6900434|XP_002134825.3|DPSE
OG0000045	LOC108073882|XP_017021156.1|DKIK	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE
OG0000046	LOC108075359|XP_017023259.1|DKIK	LOC4800854|XP_001358055.2|DPSE
OG0000046	LOC108083339|XP_017034572.1|DKIK, LOC108083340|XP_017034573.1|DKIK	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE
OG0000046	LOC108083611|XP_017034972.1|DKIK, LOC108083337|XP_017034570.1|DKIK	LOC6898136|XP_002138215.2|DPSE
OG0000046	LOC108080985|XP_017031400.1|DKIK, LOC108080931|XP_017031324.1|DKIK, LOC108080891|XP_017031283.1|DKIK, LOC108080893|XP_017031285.1|DKIK, LOC108080892|XP_017031284.1|DKIK, LOC108080934|XP_017031327.1|DKIK, LOC108080984|XP_017031399.1|DKIK, LOC108080895|XP_017031286.1|DKIK, LOC108080933|XP_017031326.1|DKIK	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE
OG0000047	LOC108076173|XP_017024393.1|DKIK	LOC4803784|XP_001360446.3|DPSE
OG0000047	LOC108076538|XP_017024940.1|DKIK	LOC4803787|XP_001360449.3|DPSE
OG0000047	LOC108080858|XP_017031251.1|DKIK	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE
OG0000047	LOC108078780|XP_017028320.1|DKIK	LOC4805161|XP_001361611.2|DPSE
OG0000047	LOC108071908|XP_017018345.1|DKIK	LOC4813116|XP_001353776.3|DPSE
OG0000048	LOC108084399|XP_017036085.1|DKIK, LOC108084435|XP_017036132.1|DKIK	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE
OG0000048	LOC108084433|XP_017036130.1|DKIK	LOC4812161|XP_001352552.3|DPSE
OG0000048	LOC108084436|XP_017036133.1|DKIK	LOC4812224|XP_033238777.1|DPSE
OG0000049	LOC108084080|XP_017035590.1|DKIK	LOC4800760|XP_001357975.3|DPSE
OG0000049	LOC108084068|XP_017035576.1|DKIK	LOC4800765|XP_001357980.2|DPSE
OG0000049	LOC108084077|XP_017035587.1|DKIK	LOC4800759|XP_001357974.3|DPSE
OG0000049	LOC108084022|XP_017035524.1|DKIK	LOC4800761|XP_001357976.3|DPSE
OG0000049	LOC108084023|XP_017035525.1|DKIK	LOC4800766|XP_001357981.4|DPSE
OG0000049	LOC108084019|XP_017035520.1|DKIK	LOC4800764|XP_001357979.3|DPSE
OG0000050	LOC108073068|XP_017020022.1|DKIK	LOC4805406|XP_001361811.3|DPSE
OG0000050	LOC108072577|XP_017019276.1|DKIK, LOC108072587|XP_017019288.1|DKIK	LOC6899906|XP_002135274.3|DPSE
OG0000050	LOC108072753|XP_017019515.1|DKIK, LOC108072610|XP_017019326.1|DKIK	LOC6899912|XP_033237397.1|DPSE
OG0000050	LOC108072709|XP_017019438.1|DKIK, LOC108072761|XP_017019527.1|DKIK, LOC108072698|XP_017019426.1|DKIK	LOC6899911|XP_002135279.1|DPSE
OG0000050	LOC108072596|XP_017019300.1|DKIK	LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE
OG0000050	LOC108072619|XP_017019339.1|DKIK	LOC6899913|XP_002135281.2|DPSE
OG0000050	LOC108072601|XP_017019314.1|DKIK	LOC6899909|XP_033237398.1|DPSE
OG0000051	LOC108083217|XP_017034415.1|DKIK	LOC4802029|XP_001359029.3|DPSE
OG0000051	LOC108085672|XP_017037854.1|DKIK	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE
OG0000051	LOC108080429|XP_017030651.1|DKIK, LOC108080428|XP_017030650.1|DKIK	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE
OG0000052	LOC108084580|XP_017036343.1|DKIK	LOC4801488|XP_001358571.4|DPSE
OG0000052	LOC108074446|XP_017021976.1|DKIK, LOC108085090|XP_017037048.1|DKIK, LOC108074588|XP_017022184.1|DKIK, LOC108084010|XP_017035511.1|DKIK, LOC108077591|XP_017026474.1|DKIK, LOC108084105|XP_017035621.1|DKIK, LOC108084092|XP_017035606.1|DKIK, LOC108084066|XP_017035574.1|DKIK	LOC4801489|XP_001358572.4|DPSE
OG0000052	LOC108082278|XP_017033098.1|DKIK	LOC4803747|XP_001360412.1|DPSE
OG0000052	LOC108082558|XP_017033497.1|DKIK	LOC4803748|XP_001360413.3|DPSE
OG0000053	LOC108070784|XP_017016873.1|DKIK	LOC4803611|XP_001360303.3|DPSE
OG0000053	LOC108070783|XP_017016872.1|DKIK	LOC6898153|XP_002138231.3|DPSE
OG0000053	LOC108070782|XP_017016871.1|DKIK	LOC4803609|XP_001360302.2|DPSE
OG0000053	LOC108070781|XP_017016869.1|DKIK	LOC6898152|XP_002138230.3|DPSE
OG0000053	LOC108070786|XP_017016875.1|DKIK	LOC6898150|XP_002138228.2|DPSE
OG0000054	LOC108081173|XP_017031718.1|DKIK	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE
OG0000054	LOC108080878|XP_017031270.1|DKIK, LOC108080879|XP_017031271.1|DKIK	LOC4803310|XP_001360074.4|DPSE
OG0000054	LOC108081160|XP_017031693.1|DKIK	LOC5384075|XP_033232371.1|DPSE
OG0000054	LOC108081159|XP_017031690.1|DKIK	LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE
OG0000055	LOC108085846|XP_017038093.1|DKIK	LOC6896734|XP_002136946.1|DPSE
OG0000056	LOC108071295|XP_017017484.1|DKIK	LOC4800581|XP_015038723.2|DPSE
OG0000056	LOC108071297|XP_017017486.1|DKIK	LOC6896822|XP_002137025.2|DPSE
OG0000056	LOC108071299|XP_017017488.1|DKIK, LOC108071298|XP_017017487.1|DKIK, LOC108071296|XP_017017485.1|DKIK	LOC4800580|XP_001357831.3|DPSE
OG0000056	LOC108077622|XP_017026519.1|DKIK	LOC6897000|XP_002137186.2|DPSE
OG0000056	LOC108077830|XP_017026845.1|DKIK	LOC6896999|XP_002137185.2|DPSE
OG0000058	LOC108084972|XP_017036881.1|DKIK	LOC6902428|XP_002133362.2|DPSE
OG0000058	LOC108082757|XP_017033763.1|DKIK	LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE
OG0000058	LOC108082758|XP_017033764.1|DKIK	LOC4816156|XP_001355873.3|DPSE
OG0000058	LOC108070811|XP_017016903.1|DKIK	LOC4816089|XP_001355320.2|DPSE
OG0000059	LOC108085570|XP_017037699.1|DKIK	LOC6897147|XP_002137327.1|DPSE
OG0000059	LOC108085567|XP_017037695.1|DKIK	LOC6897146|XP_033232929.1|DPSE
OG0000059	LOC108085562|XP_017037690.1|DKIK	LOC4801319|XP_001358434.2|DPSE
OG0000059	LOC108085556|XP_017037683.1|DKIK, LOC108085561|XP_017037689.1|DKIK	LOC6897145|XP_002137325.3|DPSE, LOC6897144|XP_002137324.2|DPSE
OG0000060	LOC108080522|XP_017030803.1|DKIK	LOC4816062|XP_001355381.1|DPSE
OG0000060	LOC108085335|XP_017037380.1|DKIK	LOC4817672|XP_001357060.2|DPSE
OG0000060	LOC108075427|XP_017023341.1|DKIK	LOC6897604|XP_002137749.3|DPSE
OG0000060	LOC108085322|XP_017037367.1|DKIK	LOC4800333|XP_033234022.1|DPSE
OG0000060	LOC108076086|XP_017024289.1|DKIK	LOC4815703|XP_001355362.3|DPSE
OG0000061	LOC108086185|XP_017038537.1|DKIK	LOC4816506|XP_001356011.2|DPSE
OG0000061	LOC108086197|XP_017038548.1|DKIK	LOC4816666|XP_001356006.2|DPSE
OG0000061	LOC108086180|XP_017038532.1|DKIK	LOC6902543|XP_033236222.1|DPSE
OG0000061	LOC108086191|XP_017038544.1|DKIK	LOC4816280|XP_001356010.3|DPSE
OG0000061	LOC108086182|XP_017038533.1|DKIK	LOC4816542|XP_001356009.2|DPSE
OG0000062	LOC108071778|XP_017018123.1|DKIK	LOC4814796|XP_001355129.2|DPSE
OG0000062	LOC108082791|XP_017033825.1|DKIK	LOC4816599|XP_001356269.1|DPSE
OG0000062	LOC108082143|XP_017032934.1|DKIK, LOC108078896|XP_017028518.1|DKIK, LOC108078667|XP_017028088.1|DKIK, LOC108079653|XP_017029539.1|DKIK	LOC26533356|XP_015035231.2|DPSE
OG0000063	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK	LOC6897651|XP_002137792.2|DPSE
OG0000063	LOC108071304|XP_017017500.1|DKIK	LOC4802566|XP_001359461.3|DPSE
OG0000063	LOC108071602|XP_017017872.1|DKIK	LOC6900640|XP_002135013.2|DPSE
OG0000063	LOC108071633|XP_017017906.1|DKIK	LOC4813121|XP_001353706.2|DPSE
OG0000063	LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK	LOC6900641|XP_002135014.2|DPSE
OG0000064	LOC108076898|XP_017025421.1|DKIK	LOC6903363|XP_002132244.2|DPSE
OG0000065	LOC108077717|XP_017026657.1|DKIK	LOC6896923|XP_002137108.2|DPSE
OG0000065	LOC108077718|XP_017026658.1|DKIK	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE
OG0000065	LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK	LOC4800791|XP_001358004.3|DPSE
OG0000065	LOC108077800|XP_017026803.1|DKIK	LOC4800793|XP_001358005.3|DPSE
OG0000065	LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK	LOC6896918|XP_002137102.2|DPSE
OG0000066	LOC108083599|XP_017034957.1|DKIK	LOC4814734|XP_001354838.2|DPSE
OG0000066	LOC108080484|XP_017030727.1|DKIK	LOC6897545|XP_002137691.2|DPSE
OG0000066	LOC108077666|XP_017026575.1|DKIK	LOC4801086|XP_001358244.4|DPSE
OG0000066	LOC108081852|XP_017032582.1|DKIK	LOC6903735|XP_002136740.2|DPSE
OG0000066	LOC108080961|XP_017031364.1|DKIK	LOC4803318|XP_001360081.2|DPSE
OG0000066	LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK	LOC26533930|XP_015041746.1|DPSE
OG0000066	LOC108072837|XP_017019618.1|DKIK	LOC6902765|XP_033236203.1|DPSE
OG0000067	LOC108084848|XP_017036716.1|DKIK	LOC4801537|XP_001358611.3|DPSE
OG0000067	LOC108085996|XP_017038286.1|DKIK	LOC4813294|XP_001353742.3|DPSE
OG0000067	LOC108077943|XP_017026970.1|DKIK	LOC4805303|XP_001361725.2|DPSE
OG0000067	LOC108085995|XP_017038285.1|DKIK	LOC4813729|XP_001353743.2|DPSE
OG0000067	LOC108071874|XP_017018291.1|DKIK	LOC6901001|XP_033238396.1|DPSE
OG0000068	LOC108071863|XP_017018280.1|DKIK, LOC108071864|XP_017018281.1|DKIK	LOC6900642|XP_002135015.3|DPSE
OG0000068	LOC108084117|XP_017035637.1|DKIK	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE
OG0000068	LOC108074164|XP_017021563.1|DKIK	LOC4815620|XP_015041394.2|DPSE
OG0000069	LOC108072243|XP_017018793.1|DKIK	LOC4804621|XP_033234564.1|DPSE
OG0000069	LOC108085291|XP_017037341.1|DKIK	LOC6897757|XP_002137862.3|DPSE, LOC117184682|XP_033239188.1|DPSE, LOC117184751|XP_033239465.1|DPSE
OG0000070	LOC108082879|XP_017033949.1|DKIK	LOC4816245|XP_001355864.2|DPSE
OG0000070	LOC108076002|XP_017024145.1|DKIK	LOC4815848|XP_001355583.2|DPSE
OG0000070	LOC108082683|XP_017033673.1|DKIK	LOC4816246|XP_001355865.2|DPSE
OG0000070	LOC108082714|XP_017033711.1|DKIK	LOC6902417|XP_002133351.2|DPSE
OG0000071	LOC108073779|XP_017021035.1|DKIK	LOC6900130|XP_033241129.1|DPSE
OG0000071	LOC108070385|XP_017016325.1|DKIK	LOC4811953|XP_001352897.3|DPSE
OG0000071	LOC108070384|XP_017016324.1|DKIK	LOC6900213|XP_033239373.1|DPSE
OG0000071	LOC108070386|XP_017016326.1|DKIK	LOC6900212|XP_002135544.1|DPSE
OG0000072	LOC108076540|XP_017024942.1|DKIK	LOC4803788|XP_001360450.3|DPSE
OG0000072	LOC108076135|XP_017024352.1|DKIK	LOC6898245|XP_002138311.1|DPSE
OG0000073	LOC108082462|XP_017033327.1|DKIK	LOC4804155|XP_001360761.3|DPSE
OG0000073	LOC108079402|XP_017029216.1|DKIK	LOC6902077|XP_033240712.1|DPSE
OG0000073	LOC108075433|XP_017023346.1|DKIK	LOC13036455|XP_003736334.2|DPSE
OG0000074	LOC108071625|XP_017017896.1|DKIK	LOC4813467|XP_001353839.3|DPSE
OG0000074	LOC108071877|XP_017018294.1|DKIK	LOC4813167|XP_001353329.2|DPSE
OG0000075	LOC108078729|XP_017028220.1|DKIK	LOC4814181|XP_001354308.4|DPSE
OG0000075	LOC108078805|XP_017028362.1|DKIK	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE
OG0000075	LOC108078731|XP_017028222.1|DKIK	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE
OG0000076	LOC108078964|XP_017028614.1|DKIK	LOC6900056|XP_033238646.1|DPSE
OG0000076	LOC108085608|XP_017037769.1|DKIK, LOC108085599|XP_017037755.1|DKIK	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE
OG0000076	LOC108085219|XP_017037239.1|DKIK	LOC6901614|XP_002134284.3|DPSE
OG0000076	LOC108085227|XP_017037254.1|DKIK	LOC4815315|XP_001355000.2|DPSE
OG0000077	LOC108076740|XP_017025218.1|DKIK	LOC6903891|XP_002136626.1|DPSE
OG0000077	LOC108073492|XP_017020640.1|DKIK	LOC4800596|XP_001357842.1|DPSE
OG0000077	LOC108070868|XP_017016990.1|DKIK	LOC4805619|XP_001361993.1|DPSE
OG0000077	LOC108077758|XP_017026727.1|DKIK	LOC6897044|XP_003736391.1|DPSE
OG0000078	LOC108082104|XP_017032889.1|DKIK	LOC4804955|XP_001361435.3|DPSE
OG0000078	LOC108083237|XP_017034431.1|DKIK	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE
OG0000078	LOC108084091|XP_017035604.1|DKIK	LOC4802953|XP_001359766.2|DPSE
OG0000078	LOC108080166|XP_017030300.1|DKIK	LOC4814621|XP_001355050.3|DPSE
OG0000078	LOC108083371|XP_017034605.1|DKIK	LOC4815368|XP_001354621.3|DPSE
OG0000079	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK	LOC6902965|XP_002132691.2|DPSE
OG0000079	LOC108086076|XP_017038383.1|DKIK	LOC4817314|XP_001356685.1|DPSE
OG0000080	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE
OG0000080	LOC108076175|XP_017024395.1|DKIK	LOC4805687|XP_001362046.3|DPSE
OG0000081	LOC108073934|XP_017021227.1|DKIK	LOC4811957|XP_001352460.4|DPSE
OG0000082	LOC108076521|XP_017024919.1|DKIK	LOC4803829|XP_001360483.2|DPSE
OG0000082	LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK	LOC4800945|XP_001358129.3|DPSE
OG0000082	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK	LOC4801644|XP_001358698.2|DPSE
OG0000083	LOC108077314|XP_017026091.1|DKIK	LOC6899312|XP_033235907.1|DPSE
OG0000083	LOC108075851|XP_017023931.1|DKIK	LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE
OG0000083	LOC108075726|XP_017023759.1|DKIK	LOC6902371|XP_002133317.3|DPSE
OG0000083	LOC108077101|XP_017025775.1|DKIK	LOC26532411|XP_033235904.1|DPSE
OG0000084	LOC108082570|XP_017033516.1|DKIK	LOC4803751|XP_001360416.2|DPSE
OG0000084	LOC108073008|XP_017019953.1|DKIK	LOC4805472|XP_001361867.2|DPSE
OG0000085	LOC108078117|XP_017027221.1|DKIK	LOC4804897|XP_015040262.2|DPSE
OG0000085	LOC108078385|XP_017027713.1|DKIK	LOC4804123|XP_001360733.2|DPSE
OG0000085	LOC108078118|XP_017027223.1|DKIK	LOC4804898|XP_001361384.3|DPSE
OG0000086	LOC108076785|XP_017025280.1|DKIK	LOC4804253|XP_001360840.1|DPSE
OG0000087	LOC108081995|XP_017032728.1|DKIK	LOC4816786|XP_001356332.1|DPSE
OG0000087	LOC108077379|XP_017026162.1|DKIK	LOC4817851|XP_001357379.2|DPSE
OG0000087	LOC108081987|XP_017032714.1|DKIK	LOC6902768|XP_002132512.2|DPSE
OG0000088	LOC108076386|XP_017024698.1|DKIK	LOC4805581|XP_001361962.1|DPSE
OG0000088	LOC108085237|XP_017037265.1|DKIK	LOC6903460|XP_002132339.1|DPSE
OG0000088	LOC108073869|XP_017021143.1|DKIK	LOC6897738|XP_015038003.2|DPSE
OG0000088	LOC108076406|XP_017024734.1|DKIK	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE
OG0000088	LOC108073878|XP_017021152.1|DKIK	LOC6897737|XP_002137843.1|DPSE
OG0000089	LOC108081135|XP_017031645.1|DKIK	LOC4802911|XP_001359737.1|DPSE
OG0000089	LOC108078680|XP_017028115.1|DKIK	LOC4812687|XP_001353070.2|DPSE
OG0000090	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK	LOC4805122|XP_001361578.1|DPSE
OG0000090	LOC108077947|XP_017026974.1|DKIK	LOC4805121|XP_015040451.2|DPSE
OG0000090	LOC108078973|XP_017028631.1|DKIK	LOC6900041|XP_002135405.1|DPSE
OG0000090	LOC108071532|XP_017017793.1|DKIK	LOC6899944|XP_002135312.2|DPSE
OG0000091	LOC108075739|XP_017023776.1|DKIK	LOC4801161|XP_015037056.1|DPSE
OG0000091	LOC108082079|XP_017032861.1|DKIK	LOC4816825|XP_001356505.3|DPSE
OG0000091	LOC108081166|XP_017031709.1|DKIK	LOC4801449|XP_033232375.1|DPSE
OG0000091	LOC108081243|XP_017031811.1|DKIK	LOC4801443|XP_001358537.1|DPSE
OG0000092	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK	LOC4802360|XP_001359289.2|DPSE
OG0000092	LOC108071264|XP_017017444.1|DKIK	LOC4802357|XP_001359285.1|DPSE
OG0000092	LOC108077658|XP_017026562.1|DKIK	LOC4802658|XP_001359535.3|DPSE
OG0000092	LOC108071261|XP_017017438.1|DKIK	LOC4802361|XP_001359290.2|DPSE
OG0000093	LOC108079645|XP_017029525.1|DKIK	LOC4817063|XP_015036040.1|DPSE
OG0000093	LOC108072972|XP_017019896.1|DKIK, LOC108075766|XP_017023815.1|DKIK	LOC4804675|XP_001361198.4|DPSE
OG0000093	LOC108080636|XP_017030949.1|DKIK	LOC6899211|XP_002136312.2|DPSE
OG0000093	LOC108074155|XP_017021548.1|DKIK	LOC4814997|XP_001354996.4|DPSE
OG0000094	LOC108071561|XP_017017831.1|DKIK	LOC4813472|XP_015043125.2|DPSE
OG0000094	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK	LOC4801917|XP_001358935.4|DPSE
OG0000096	LOC108082873|XP_017033940.1|DKIK	LOC6897403|XP_002137555.3|DPSE
OG0000096	LOC108075861|XP_017023944.1|DKIK	LOC6897404|XP_015037507.2|DPSE
OG0000096	LOC108085902|XP_017038160.1|DKIK	LOC6897015|XP_002137200.2|DPSE
OG0000096	LOC108082876|XP_017033946.1|DKIK	LOC4816202|XP_001355846.3|DPSE
OG0000097	LOC108080564|XP_017030859.1|DKIK, LOC108080620|XP_017030934.1|DKIK, LOC108080631|XP_017030944.1|DKIK	LOC6897587|XP_002137732.1|DPSE, LOC6900810|XP_002135169.2|DPSE
OG0000097	LOC108080591|XP_017030888.1|DKIK, LOC108080635|XP_017030947.1|DKIK, LOC108080612|XP_017030925.1|DKIK, LOC108080593|XP_017030890.1|DKIK, LOC108080568|XP_017030862.1|DKIK, LOC108080565|XP_017030860.1|DKIK, LOC108080566|XP_017030861.1|DKIK, LOC108080632|XP_017030945.1|DKIK	LOC6900802|XP_033239884.1|DPSE
OG0000098	LOC108077716|XP_017026656.1|DKIK	LOC4800823|XP_001358028.1|DPSE
OG0000099	LOC108083427|XP_017034672.1|DKIK	LOC4815949|XP_001355223.2|DPSE
OG0000099	LOC108083341|XP_017034574.1|DKIK	LOC6901833|XP_002133371.2|DPSE
OG0000099	LOC108083422|XP_017034666.1|DKIK	LOC6901374|XP_015041636.2|DPSE
OG0000100	LOC108076209|XP_017024435.1|DKIK	LOC26533905|XP_015035090.2|DPSE
OG0000100	LOC108075976|XP_017024117.1|DKIK	LOC4801809|XP_001358843.4|DPSE, LOC4801613|XP_001358676.4|DPSE
OG0000101	LOC108083696|XP_017035073.1|DKIK	LOC6900247|XP_015044019.2|DPSE
OG0000101	LOC108083702|XP_017035086.1|DKIK	LOC26533784|XP_015044023.2|DPSE
OG0000102	LOC108073007|XP_017019952.1|DKIK	LOC4804100|XP_001360716.3|DPSE
OG0000102	LOC108078325|XP_017027613.1|DKIK	LOC4804567|XP_001361108.2|DPSE
OG0000103	LOC108078639|XP_017028056.1|DKIK	LOC4812871|XP_001353722.3|DPSE
OG0000103	LOC108071952|XP_017018408.1|DKIK	LOC4813106|XP_001353445.4|DPSE
OG0000103	LOC108071951|XP_017018407.1|DKIK	LOC4813251|XP_033237392.1|DPSE
OG0000103	LOC108072142|XP_017018672.1|DKIK	LOC4805641|XP_001362010.2|DPSE
OG0000104	LOC108071553|XP_017017820.1|DKIK	LOC4811865|XP_001352567.2|DPSE
OG0000104	LOC108082132|XP_017032923.1|DKIK	LOC4817994|XP_001357248.2|DPSE
OG0000104	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK	LOC4812453|XP_001352571.2|DPSE
OG0000105	LOC108084017|XP_017035519.1|DKIK	LOC6897188|XP_033241709.1|DPSE
OG0000105	LOC108080884|XP_017031275.1|DKIK	LOC4802641|XP_001359524.3|DPSE
OG0000105	LOC108080981|XP_017031395.1|DKIK	LOC117185148|XP_033241100.1|DPSE
OG0000105	LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK	LOC4802639|XP_033241098.1|DPSE
OG0000106	LOC108074711|XP_017022340.1|DKIK	LOC6898861|XP_002138833.3|DPSE
OG0000106	LOC108082295|XP_017033115.1|DKIK, LOC108082296|XP_017033116.1|DKIK, LOC108082298|XP_017033118.1|DKIK, LOC108082294|XP_017033114.1|DKIK, LOC108082297|XP_017033117.1|DKIK, LOC108074039|XP_017021396.1|DKIK, LOC108082537|XP_017033462.1|DKIK, LOC108082292|XP_017033112.1|DKIK, LOC108082393|XP_017033227.1|DKIK, LOC108082290|XP_017033110.1|DKIK, LOC108082293|XP_017033113.1|DKIK	LOC4805729|XP_001362082.3|DPSE
OG0000107	LOC108072231|XP_017018782.1|DKIK	LOC4803727|XP_001360399.3|DPSE
OG0000107	LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK	LOC4816269|XP_001355878.2|DPSE
OG0000107	LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK	LOC4803728|XP_001360400.3|DPSE
OG0000109	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE
OG0000109	LOC108077298|XP_017026067.1|DKIK	LOC4816673|XP_001356046.3|DPSE
OG0000110	LOC108078140|XP_017027262.1|DKIK	LOC4813509|XP_001353237.3|DPSE
