Orthogroup	DKIK.longest_only	AAEG.longest_only
OG0000090	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK, LOC108077947|XP_017026974.1|DKIK, LOC108078973|XP_017028631.1|DKIK, LOC108071532|XP_017017793.1|DKIK	LOC5570363|XP_001659077.2|AAEG, LOC5570364|XP_001659080.1|AAEG, LOC5570370|XP_021706827.1|AAEG
OG0000091	LOC108075739|XP_017023776.1|DKIK	LOC5578943|XP_021693136.1|AAEG
OG0000091	LOC108082079|XP_017032861.1|DKIK, LOC108081166|XP_017031709.1|DKIK, LOC108081243|XP_017031811.1|DKIK	LOC5579216|XP_021706364.1|AAEG
OG0000094	LOC108071561|XP_017017831.1|DKIK, LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG
OG0000099	LOC108083422|XP_017034666.1|DKIK	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG
OG0000101	LOC108083700|XP_017035084.1|DKIK, LOC108083701|XP_017035085.1|DKIK, LOC108083696|XP_017035073.1|DKIK, LOC108083702|XP_017035086.1|DKIK	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC108073007|XP_017019952.1|DKIK	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC108078325|XP_017027613.1|DKIK	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK, LOC108071951|XP_017018407.1|DKIK, LOC108072142|XP_017018672.1|DKIK	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC108082132|XP_017032923.1|DKIK, LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC108084017|XP_017035519.1|DKIK, LOC108080884|XP_017031275.1|DKIK, LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK	LOC5576020|XP_001662355.3|AAEG
OG0000108	LOC108080839|XP_017031231.1|DKIK	LOC110676965|XP_021702767.1|AAEG, LOC110677941|XP_021705680.1|AAEG
OG0000109	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC108077298|XP_017026067.1|DKIK	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC108078140|XP_017027262.1|DKIK, LOC108078152|XP_017027292.1|DKIK, LOC108078144|XP_017027276.1|DKIK, LOC108078161|XP_017027305.1|DKIK	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC108082105|XP_017032890.1|DKIK, LOC108082108|XP_017032897.1|DKIK	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC108085943|XP_017038219.1|DKIK, LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC108070647|XP_017016704.1|DKIK, LOC108083778|XP_017035191.1|DKIK	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC108082010|XP_017032754.1|DKIK	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC108085279|XP_017037320.1|DKIK, LOC108085280|XP_017037321.1|DKIK, LOC108085261|XP_017037300.1|DKIK	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK, LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK, LOC108084013|XP_017035515.1|DKIK, LOC108084109|XP_017035624.1|DKIK	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC108076008|XP_017024152.1|DKIK	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC108073105|XP_017020084.1|DKIK	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC108077894|XP_017026921.1|DKIK, LOC108071718|XP_017018030.1|DKIK, LOC108077632|XP_017026534.1|DKIK, LOC108077631|XP_017026533.1|DKIK, LOC108077895|XP_017026922.1|DKIK, LOC108077893|XP_017026919.1|DKIK	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC108074529|XP_017022095.1|DKIK, LOC108074147|XP_017021535.1|DKIK, LOC108078069|XP_017027122.1|DKIK, LOC108086046|XP_017038354.1|DKIK	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC108076393|XP_017024719.1|DKIK, LOC108084539|XP_017036265.1|DKIK, LOC108080453|XP_017030679.1|DKIK, LOC108080459|XP_017030684.1|DKIK	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC108076347|XP_017024629.1|DKIK, LOC108078503|XP_017027891.1|DKIK, LOC108078504|XP_017027895.1|DKIK	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC108083937|XP_017035432.1|DKIK	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC108076398|XP_017024726.1|DKIK, LOC108076399|XP_017024727.1|DKIK	LOC5568366|XP_001658020.2|AAEG
OG0000127	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK, LOC108084088|XP_017035601.1|DKIK	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK, LOC108082276|XP_017033096.1|DKIK, LOC108082275|XP_017033095.1|DKIK, LOC108082355|XP_017033184.1|DKIK, LOC108082628|XP_017033596.1|DKIK, LOC108075942|XP_017024077.1|DKIK, LOC108084070|XP_017035577.1|DKIK	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC108079385|XP_017029196.1|DKIK, LOC108070448|XP_017016416.1|DKIK, LOC108074574|XP_017022165.1|DKIK, LOC108081608|XP_017032316.1|DKIK, LOC108071891|XP_017018312.1|DKIK, LOC108079384|XP_017029194.1|DKIK	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC108071644|XP_017017924.1|DKIK, LOC108071629|XP_017017901.1|DKIK, LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK, LOC108084363|XP_017036025.1|DKIK	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC108075492|XP_017023441.1|DKIK	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC108077139|XP_017025842.1|DKIK	LOC5565848|XP_021703610.1|AAEG
OG0000136	LOC108080414|XP_017030635.1|DKIK	LOC110678395|XP_021706922.1|AAEG, LOC110675888|XP_021697550.1|AAEG, LOC110676016|XP_021698064.1|AAEG, LOC110681546|XP_021713287.1|AAEG, LOC110676210|XP_021698875.1|AAEG, LOC110681549|XP_021713290.1|AAEG, LOC110677818|XP_021705066.1|AAEG
OG0000137	LOC108079090|XP_017028805.1|DKIK, LOC108070683|XP_017016744.1|DKIK	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC108079073|XP_017028777.1|DKIK	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000140	LOC108084947|XP_017036835.1|DKIK	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC108077479|XP_017026289.1|DKIK, LOC108077557|XP_017026439.1|DKIK, LOC108077558|XP_017026440.1|DKIK, LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC108073193|XP_017020195.1|DKIK	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC108072493|XP_017019152.1|DKIK, LOC108083644|XP_017035008.1|DKIK	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC108078996|XP_017028664.1|DKIK	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC108080652|XP_017030964.1|DKIK	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC108084005|XP_017035507.1|DKIK	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC108074187|XP_017021613.1|DKIK	LOC5567664|XP_021706076.1|AAEG
OG0000145	LOC108080161|XP_017030292.1|DKIK, LOC108072611|XP_017019323.1|DKIK, LOC108072579|XP_017019273.1|DKIK, LOC108072578|XP_017019272.1|DKIK	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC108077260|XP_017026015.1|DKIK	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC108085646|XP_017037825.1|DKIK, LOC108085647|XP_017037826.1|DKIK	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC108086104|XP_017038421.1|DKIK	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC108082842|XP_017033898.1|DKIK	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC108081466|XP_017032148.1|DKIK, LOC108079227|XP_017028999.1|DKIK	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC108070721|XP_017016804.1|DKIK, LOC108075504|XP_017023460.1|DKIK, LOC108070720|XP_017016803.1|DKIK, LOC108070636|XP_017016691.1|DKIK	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC108075707|XP_017023727.1|DKIK, LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK, LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK, LOC108072718|XP_017019464.1|DKIK	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC108078113|XP_017027210.1|DKIK, LOC108078122|XP_017027238.1|DKIK, LOC108078116|XP_017027224.1|DKIK	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK, LOC108078512|XP_017027903.1|DKIK	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC108084037|XP_017035546.1|DKIK, LOC108071493|XP_017017744.1|DKIK, LOC108071548|XP_017017814.1|DKIK	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC108083323|XP_017034554.1|DKIK	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC108080686|XP_017031009.1|DKIK, LOC108083108|XP_017034255.1|DKIK	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC108073540|XP_017020713.1|DKIK	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC108070381|XP_017016320.1|DKIK, LOC108070382|XP_017016321.1|DKIK, LOC108074971|XP_017022693.1|DKIK, LOC108081847|XP_017032576.1|DKIK, LOC108086259|XP_017038632.1|DKIK	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC108077980|XP_017027012.1|DKIK, LOC108078725|XP_017028218.1|DKIK, LOC108073848|XP_017021118.1|DKIK	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000164	LOC108080902|XP_017031293.1|DKIK, LOC108080939|XP_017031334.1|DKIK, LOC108080922|XP_017031315.1|DKIK	LOC5574446|XP_001661463.1|AAEG
OG0000165	LOC108084663|XP_017036473.1|DKIK, LOC108072437|XP_017019048.1|DKIK	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC108078362|XP_017027672.1|DKIK	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC108078410|XP_017027755.1|DKIK, LOC108078364|XP_017027674.1|DKIK	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC108084557|XP_017036298.1|DKIK, LOC108084558|XP_017036302.1|DKIK	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC108079562|XP_017029391.1|DKIK, LOC108079543|XP_017029368.1|DKIK	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC108075455|XP_017023402.1|DKIK	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC108077094|XP_017025759.1|DKIK	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC108079344|XP_017029138.1|DKIK	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC108079826|XP_017029808.1|DKIK	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC108076238|XP_017024473.1|DKIK, LOC108076546|XP_017024947.1|DKIK	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC108081304|XP_017031879.1|DKIK, LOC108082140|XP_017032932.1|DKIK, LOC108078063|XP_017027117.1|DKIK	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC108077633|XP_017026536.1|DKIK	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC108077812|XP_017026819.1|DKIK, LOC108077568|XP_017026452.1|DKIK	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC108083492|XP_017034781.1|DKIK	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC108077686|XP_017026607.1|DKIK	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC108078379|XP_017027703.1|DKIK, LOC108082597|XP_017033553.1|DKIK	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC108072544|XP_017019210.1|DKIK	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC108083988|XP_017035489.1|DKIK, LOC108085564|XP_017037692.1|DKIK	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC108085450|XP_017037551.1|DKIK	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC108085449|XP_017037550.1|DKIK, LOC108083205|XP_017034399.1|DKIK	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC108079966|XP_017030020.1|DKIK, LOC108079034|XP_017028703.1|DKIK, LOC108078920|XP_017028550.1|DKIK	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC108073642|XP_017020850.1|DKIK, LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC108077885|XP_017026910.1|DKIK, LOC108076748|XP_017025231.1|DKIK	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC108078194|XP_017027358.1|DKIK, LOC108079257|XP_017029035.1|DKIK, LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC108071394|XP_017017626.1|DKIK, LOC108078894|XP_017028516.1|DKIK, LOC108079169|XP_017028908.1|DKIK	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC108075936|XP_017024064.1|DKIK	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC108083820|XP_017035261.1|DKIK	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC108076092|XP_017024300.1|DKIK	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC108080725|XP_017031068.1|DKIK, LOC108080727|XP_017031074.1|DKIK	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC108082797|XP_017033839.1|DKIK, LOC108074978|XP_017022700.1|DKIK, LOC108075138|XP_017022910.1|DKIK	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC108079564|XP_017029394.1|DKIK, LOC108079566|XP_017029397.1|DKIK, LOC108075063|XP_017022832.1|DKIK	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC108076916|XP_017025448.1|DKIK, LOC108076920|XP_017025453.1|DKIK	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC108077207|XP_017025944.1|DKIK	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC108079186|XP_017028926.1|DKIK	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC108079196|XP_017028947.1|DKIK	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC108079181|XP_017028922.1|DKIK	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC108075700|XP_017023713.1|DKIK, LOC108075728|XP_017023756.1|DKIK, LOC108075743|XP_017023784.1|DKIK, LOC108075742|XP_017023781.1|DKIK	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC108073340|XP_017020394.1|DKIK, LOC108073307|XP_017020354.1|DKIK	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC108072892|XP_017019704.1|DKIK, LOC108073055|XP_017020011.1|DKIK, LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC108081028|XP_017031478.1|DKIK, LOC108085697|XP_017037898.1|DKIK	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC108070455|XP_017016425.1|DKIK	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC108080731|XP_017031079.1|DKIK	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC108072386|XP_017018979.1|DKIK, LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK, LOC108079368|XP_017029167.1|DKIK	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC108074296|XP_017021773.1|DKIK, LOC108077692|XP_017026614.1|DKIK, LOC108077847|XP_017026866.1|DKIK, LOC108077613|XP_017026509.1|DKIK, LOC108073331|XP_017020382.1|DKIK	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC108077689|XP_017026610.1|DKIK	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC108079651|XP_017029534.1|DKIK, LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK, LOC108079542|XP_017029366.1|DKIK, LOC108075771|XP_017023818.1|DKIK	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC108073915|XP_017021201.1|DKIK, LOC108076415|XP_017024748.1|DKIK	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC108080136|XP_017030258.1|DKIK, LOC108073110|XP_017020093.1|DKIK, LOC108072153|XP_017018685.1|DKIK	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC108075115|XP_017022887.1|DKIK, LOC108075318|XP_017023213.1|DKIK, LOC108075256|XP_017023106.1|DKIK	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC108078790|XP_017028336.1|DKIK, LOC108072519|XP_017019179.1|DKIK, LOC108079143|XP_017028880.1|DKIK, LOC108079142|XP_017028879.1|DKIK	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC108076101|XP_017024312.1|DKIK	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC108080724|XP_017031066.1|DKIK, LOC108070977|XP_017017133.1|DKIK, LOC108071190|XP_017017362.1|DKIK	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC108080705|XP_017031031.1|DKIK, LOC108080734|XP_017031083.1|DKIK, LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC108078634|XP_017028049.1|DKIK, LOC108078618|XP_017028031.1|DKIK, LOC108078613|XP_017028025.1|DKIK	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC108081800|XP_017032522.1|DKIK, LOC108075711|XP_017023731.1|DKIK, LOC108081798|XP_017032517.1|DKIK	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC108075420|XP_017023337.1|DKIK	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC108078338|XP_017027629.1|DKIK	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC108073187|XP_017020188.1|DKIK, LOC108073196|XP_017020200.1|DKIK, LOC108073186|XP_017020187.1|DKIK	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC108078589|XP_017027997.1|DKIK, LOC108078952|XP_017028593.1|DKIK, LOC108078795|XP_017028347.1|DKIK	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC108075515|XP_017023492.1|DKIK, LOC108086194|XP_017038545.1|DKIK	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC108083967|XP_017035462.1|DKIK, LOC108084503|XP_017036229.1|DKIK, LOC108079522|XP_017029350.1|DKIK	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC108084819|XP_017036670.1|DKIK	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC108077939|XP_017026966.1|DKIK	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
