Orthogroup	DKIK.longest_only	ASTE.longest_only
OG0000118	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK, LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK, LOC108084013|XP_017035515.1|DKIK, LOC108084109|XP_017035624.1|DKIK	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC108076008|XP_017024152.1|DKIK	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC108073105|XP_017020084.1|DKIK	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC108077894|XP_017026921.1|DKIK, LOC108071718|XP_017018030.1|DKIK, LOC108077632|XP_017026534.1|DKIK, LOC108077631|XP_017026533.1|DKIK, LOC108077895|XP_017026922.1|DKIK, LOC108077893|XP_017026919.1|DKIK	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC108074529|XP_017022095.1|DKIK, LOC108074147|XP_017021535.1|DKIK, LOC108078069|XP_017027122.1|DKIK, LOC108086046|XP_017038354.1|DKIK	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC108076393|XP_017024719.1|DKIK, LOC108084539|XP_017036265.1|DKIK, LOC108080453|XP_017030679.1|DKIK, LOC108080459|XP_017030684.1|DKIK	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC108083937|XP_017035432.1|DKIK	LOC118511794|XP_035911255.1|ASTE
OG0000127	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK, LOC108084088|XP_017035601.1|DKIK	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK, LOC108082276|XP_017033096.1|DKIK, LOC108082275|XP_017033095.1|DKIK, LOC108082355|XP_017033184.1|DKIK, LOC108082628|XP_017033596.1|DKIK, LOC108075942|XP_017024077.1|DKIK, LOC108084070|XP_017035577.1|DKIK	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC108079385|XP_017029196.1|DKIK, LOC108070448|XP_017016416.1|DKIK, LOC108074574|XP_017022165.1|DKIK, LOC108081608|XP_017032316.1|DKIK, LOC108071891|XP_017018312.1|DKIK, LOC108079384|XP_017029194.1|DKIK	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC108071644|XP_017017924.1|DKIK, LOC108071629|XP_017017901.1|DKIK, LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK, LOC108084363|XP_017036025.1|DKIK	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC108075492|XP_017023441.1|DKIK	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC108077139|XP_017025842.1|DKIK	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC108084384|XP_017036065.1|DKIK, LOC108072864|XP_017019673.1|DKIK	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000136	LOC108080414|XP_017030635.1|DKIK	LOC118508014|XP_035903292.1|ASTE
OG0000137	LOC108079090|XP_017028805.1|DKIK, LOC108070683|XP_017016744.1|DKIK	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC108079073|XP_017028777.1|DKIK	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000140	LOC108084947|XP_017036835.1|DKIK	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC108077479|XP_017026289.1|DKIK, LOC108077557|XP_017026439.1|DKIK, LOC108077558|XP_017026440.1|DKIK, LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC108073193|XP_017020195.1|DKIK	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC108072493|XP_017019152.1|DKIK, LOC108083644|XP_017035008.1|DKIK	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC108078996|XP_017028664.1|DKIK	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC108080652|XP_017030964.1|DKIK	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC108084005|XP_017035507.1|DKIK	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC108074187|XP_017021613.1|DKIK	LOC118517574|XP_035919714.1|ASTE
OG0000145	LOC108080161|XP_017030292.1|DKIK, LOC108072611|XP_017019323.1|DKIK, LOC108072579|XP_017019273.1|DKIK, LOC108072578|XP_017019272.1|DKIK	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC108077260|XP_017026015.1|DKIK	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC108085646|XP_017037825.1|DKIK, LOC108085647|XP_017037826.1|DKIK	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC108086104|XP_017038421.1|DKIK	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC108082842|XP_017033898.1|DKIK	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC108081466|XP_017032148.1|DKIK, LOC108079227|XP_017028999.1|DKIK	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC108070721|XP_017016804.1|DKIK, LOC108075504|XP_017023460.1|DKIK, LOC108070720|XP_017016803.1|DKIK, LOC108070636|XP_017016691.1|DKIK	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC108075707|XP_017023727.1|DKIK, LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK, LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK, LOC108072718|XP_017019464.1|DKIK	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC108078113|XP_017027210.1|DKIK, LOC108078122|XP_017027238.1|DKIK, LOC108078116|XP_017027224.1|DKIK	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK, LOC108078512|XP_017027903.1|DKIK	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC108084037|XP_017035546.1|DKIK, LOC108071493|XP_017017744.1|DKIK, LOC108071548|XP_017017814.1|DKIK	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC108083323|XP_017034554.1|DKIK	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC108080686|XP_017031009.1|DKIK, LOC108083108|XP_017034255.1|DKIK	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC108073540|XP_017020713.1|DKIK	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC108070381|XP_017016320.1|DKIK, LOC108070382|XP_017016321.1|DKIK, LOC108074971|XP_017022693.1|DKIK, LOC108081847|XP_017032576.1|DKIK, LOC108086259|XP_017038632.1|DKIK	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC108077980|XP_017027012.1|DKIK, LOC108078725|XP_017028218.1|DKIK, LOC108073848|XP_017021118.1|DKIK	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC108084663|XP_017036473.1|DKIK, LOC108072437|XP_017019048.1|DKIK	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC108078362|XP_017027672.1|DKIK	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC108078410|XP_017027755.1|DKIK, LOC108078364|XP_017027674.1|DKIK	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC108084557|XP_017036298.1|DKIK, LOC108084558|XP_017036302.1|DKIK	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC108079562|XP_017029391.1|DKIK, LOC108079543|XP_017029368.1|DKIK	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC108075455|XP_017023402.1|DKIK	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC108077094|XP_017025759.1|DKIK	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC108079344|XP_017029138.1|DKIK	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC108079826|XP_017029808.1|DKIK	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC108076238|XP_017024473.1|DKIK, LOC108076546|XP_017024947.1|DKIK	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC108081304|XP_017031879.1|DKIK, LOC108082140|XP_017032932.1|DKIK, LOC108078063|XP_017027117.1|DKIK	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC108077633|XP_017026536.1|DKIK	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC108077812|XP_017026819.1|DKIK, LOC108077568|XP_017026452.1|DKIK	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC108083492|XP_017034781.1|DKIK	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC108077686|XP_017026607.1|DKIK	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC108078379|XP_017027703.1|DKIK, LOC108082597|XP_017033553.1|DKIK	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC108072544|XP_017019210.1|DKIK	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC108083988|XP_017035489.1|DKIK, LOC108085564|XP_017037692.1|DKIK	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC108085450|XP_017037551.1|DKIK	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC108085449|XP_017037550.1|DKIK, LOC108083205|XP_017034399.1|DKIK	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC108079966|XP_017030020.1|DKIK, LOC108079034|XP_017028703.1|DKIK, LOC108078920|XP_017028550.1|DKIK	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC108073642|XP_017020850.1|DKIK, LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC108077885|XP_017026910.1|DKIK, LOC108076748|XP_017025231.1|DKIK	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC108078194|XP_017027358.1|DKIK, LOC108079257|XP_017029035.1|DKIK, LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC108071394|XP_017017626.1|DKIK, LOC108078894|XP_017028516.1|DKIK, LOC108079169|XP_017028908.1|DKIK	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC108075936|XP_017024064.1|DKIK	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC108083820|XP_017035261.1|DKIK	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC108076092|XP_017024300.1|DKIK	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC108076165|XP_017024379.1|DKIK	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC108080725|XP_017031068.1|DKIK, LOC108080727|XP_017031074.1|DKIK	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC108072956|XP_017019872.1|DKIK	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC108082797|XP_017033839.1|DKIK, LOC108074978|XP_017022700.1|DKIK, LOC108075138|XP_017022910.1|DKIK	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC108079564|XP_017029394.1|DKIK, LOC108079566|XP_017029397.1|DKIK, LOC108075063|XP_017022832.1|DKIK	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC108077207|XP_017025944.1|DKIK	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC108079186|XP_017028926.1|DKIK	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC108079196|XP_017028947.1|DKIK	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC108079181|XP_017028922.1|DKIK	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC108075700|XP_017023713.1|DKIK, LOC108075728|XP_017023756.1|DKIK, LOC108075743|XP_017023784.1|DKIK, LOC108075742|XP_017023781.1|DKIK	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC108073340|XP_017020394.1|DKIK, LOC108073307|XP_017020354.1|DKIK	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC108072892|XP_017019704.1|DKIK, LOC108073055|XP_017020011.1|DKIK, LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC108081028|XP_017031478.1|DKIK, LOC108085697|XP_017037898.1|DKIK	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC108070455|XP_017016425.1|DKIK	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC108072386|XP_017018979.1|DKIK, LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK, LOC108079368|XP_017029167.1|DKIK	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC108077689|XP_017026610.1|DKIK	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC108079651|XP_017029534.1|DKIK, LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK, LOC108079542|XP_017029366.1|DKIK, LOC108075771|XP_017023818.1|DKIK	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC108073915|XP_017021201.1|DKIK, LOC108076415|XP_017024748.1|DKIK	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC108080136|XP_017030258.1|DKIK, LOC108073110|XP_017020093.1|DKIK, LOC108072153|XP_017018685.1|DKIK	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC108075115|XP_017022887.1|DKIK, LOC108075318|XP_017023213.1|DKIK, LOC108075256|XP_017023106.1|DKIK	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC108078790|XP_017028336.1|DKIK, LOC108072519|XP_017019179.1|DKIK, LOC108079143|XP_017028880.1|DKIK, LOC108079142|XP_017028879.1|DKIK	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC108076101|XP_017024312.1|DKIK	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC108080724|XP_017031066.1|DKIK, LOC108070977|XP_017017133.1|DKIK, LOC108071190|XP_017017362.1|DKIK	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC108082100|XP_017032885.1|DKIK, LOC108082102|XP_017032887.1|DKIK, LOC108082101|XP_017032886.1|DKIK	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC108080705|XP_017031031.1|DKIK, LOC108080734|XP_017031083.1|DKIK, LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC108078634|XP_017028049.1|DKIK, LOC108078618|XP_017028031.1|DKIK, LOC108078613|XP_017028025.1|DKIK	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC108081800|XP_017032522.1|DKIK, LOC108075711|XP_017023731.1|DKIK, LOC108081798|XP_017032517.1|DKIK	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC108075420|XP_017023337.1|DKIK	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC108078338|XP_017027629.1|DKIK	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC108073187|XP_017020188.1|DKIK, LOC108073196|XP_017020200.1|DKIK, LOC108073186|XP_017020187.1|DKIK	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC108078589|XP_017027997.1|DKIK, LOC108078952|XP_017028593.1|DKIK, LOC108078795|XP_017028347.1|DKIK	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC108075515|XP_017023492.1|DKIK, LOC108086194|XP_017038545.1|DKIK	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC108083967|XP_017035462.1|DKIK, LOC108084503|XP_017036229.1|DKIK, LOC108079522|XP_017029350.1|DKIK	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC108084819|XP_017036670.1|DKIK	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC108077939|XP_017026966.1|DKIK	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC108071369|XP_017017601.1|DKIK, LOC108086088|XP_017038394.1|DKIK, LOC108086057|XP_017038364.1|DKIK	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC108073466|XP_017020595.1|DKIK, LOC108072087|XP_017018589.1|DKIK, LOC108075629|XP_017023655.1|DKIK	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC108077749|XP_017026710.1|DKIK, LOC108077562|XP_017026446.1|DKIK, LOC108077698|XP_017026629.1|DKIK	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC108081296|XP_017031872.1|DKIK, LOC108073609|XP_017020789.1|DKIK, LOC108084469|XP_017036172.1|DKIK	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC108070526|XP_017016529.1|DKIK	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC108081306|XP_017031881.1|DKIK, LOC108076212|XP_017024441.1|DKIK, LOC108072259|XP_017018816.1|DKIK, LOC108083798|XP_017035213.1|DKIK, LOC108079357|XP_017029154.1|DKIK, LOC108085506|XP_017037618.1|DKIK	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC108074777|XP_017022444.1|DKIK, LOC108074869|XP_017022575.1|DKIK, LOC108074781|XP_017022447.1|DKIK	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC108081604|XP_017032311.1|DKIK	LOC118504707|XP_035895433.1|ASTE, LOC118504706|XP_035895432.1|ASTE, LOC118504708|XP_035895434.1|ASTE
OG0000239	LOC108081505|XP_017032212.1|DKIK, LOC108081219|XP_017031785.1|DKIK	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC108080444|XP_017030669.1|DKIK, LOC108080454|XP_017030680.1|DKIK, LOC108080483|XP_017030725.1|DKIK	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC108083050|XP_017034167.1|DKIK, LOC108075325|XP_017023219.1|DKIK, LOC108083740|XP_017035142.1|DKIK	LOC118503481|XP_035892675.1|ASTE
OG0000242	LOC108073979|XP_017021318.1|DKIK, LOC108085742|XP_017037966.1|DKIK	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE
OG0000246	LOC108076294|XP_017024554.1|DKIK	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC108073760|XP_017021014.1|DKIK, LOC108073841|XP_017021111.1|DKIK, LOC108073761|XP_017021015.1|DKIK, LOC108074009|XP_017021360.1|DKIK, LOC108073995|XP_017021337.1|DKIK	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC108071937|XP_017018391.1|DKIK	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC108079637|XP_017029512.1|DKIK, LOC108079636|XP_017029511.1|DKIK, LOC108079527|XP_017029353.1|DKIK	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC108077217|XP_017025961.1|DKIK, LOC108077227|XP_017025974.1|DKIK, LOC108077296|XP_017026064.1|DKIK	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC108079280|XP_017029065.1|DKIK, LOC108070772|XP_017016860.1|DKIK, LOC108077502|XP_017026320.1|DKIK	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC108074697|XP_017022327.1|DKIK	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC108082489|XP_017033392.1|DKIK, LOC108082589|XP_017033541.1|DKIK	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC108082626|XP_017033595.1|DKIK	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC108081381|XP_017032027.1|DKIK, LOC108081380|XP_017032026.1|DKIK	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC108081794|XP_017032509.1|DKIK	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC108082318|XP_017033137.1|DKIK	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC108071576|XP_017017846.1|DKIK	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC108085934|XP_017038202.1|DKIK, LOC108085920|XP_017038184.1|DKIK, LOC108085319|XP_017037363.1|DKIK	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC108073743|XP_017020995.1|DKIK, LOC108073671|XP_017020886.1|DKIK	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC108070643|XP_017016700.1|DKIK, LOC108070637|XP_017016692.1|DKIK	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC108071277|XP_017017458.1|DKIK	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC108073190|XP_017020191.1|DKIK	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC108076210|XP_017024437.1|DKIK	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC108082245|XP_017033074.1|DKIK, LOC108070856|XP_017016976.1|DKIK	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC108079937|XP_017029970.1|DKIK	LOC118506675|XP_035900007.1|ASTE
OG0000272	LOC108072385|XP_017018983.1|DKIK	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC108081046|XP_017031505.1|DKIK, LOC108077044|XP_017025666.1|DKIK, LOC108077753|XP_017026715.1|DKIK	LOC118508518|XP_035904265.1|ASTE
OG0000279	LOC108077546|XP_017026427.1|DKIK, LOC108077549|XP_017026430.1|DKIK	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC108083747|XP_017035152.1|DKIK, LOC108083748|XP_017035153.1|DKIK, LOC108083645|XP_017035005.1|DKIK	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC108079108|XP_017028835.1|DKIK, LOC108076576|XP_017024978.1|DKIK, LOC108085220|XP_017037240.1|DKIK	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC108073266|XP_017020312.1|DKIK	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC108082387|XP_017033219.1|DKIK	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC108084994|XP_017036909.1|DKIK	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC108075930|XP_017024057.1|DKIK	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC108075953|XP_017024088.1|DKIK	LOC118514629|XP_035917520.1|ASTE
