Orthogroup	DKIK.longest_only	DALB.longest_only
OG0000046	LOC108083339|XP_017034572.1|DKIK, LOC108083340|XP_017034573.1|DKIK	LOC117577657|XP_034118436.1|DALB, LOC117577658|XP_034118437.1|DALB
OG0000046	LOC108083611|XP_017034972.1|DKIK, LOC108083337|XP_017034570.1|DKIK, LOC108080985|XP_017031400.1|DKIK, LOC108080931|XP_017031324.1|DKIK, LOC108080891|XP_017031283.1|DKIK, LOC108080893|XP_017031285.1|DKIK, LOC108080892|XP_017031284.1|DKIK, LOC108080934|XP_017031327.1|DKIK, LOC108080984|XP_017031399.1|DKIK, LOC108080895|XP_017031286.1|DKIK, LOC108080933|XP_017031326.1|DKIK	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB
OG0000047	LOC108076173|XP_017024393.1|DKIK	LOC117570271|XP_034107678.1|DALB
OG0000047	LOC108076538|XP_017024940.1|DKIK	LOC117570312|XP_034107745.1|DALB
OG0000047	LOC108080858|XP_017031251.1|DKIK	LOC117567370|XP_034103204.1|DALB
OG0000047	LOC108078780|XP_017028320.1|DKIK	LOC117570238|XP_034107631.1|DALB
OG0000048	LOC108084399|XP_017036085.1|DKIK, LOC108084435|XP_017036132.1|DKIK	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB
OG0000048	LOC108084433|XP_017036130.1|DKIK	LOC117572034|XP_034110480.1|DALB
OG0000048	LOC108084436|XP_017036133.1|DKIK	LOC117569405|XP_034106432.1|DALB
OG0000049	LOC108084080|XP_017035590.1|DKIK	LOC117574804|XP_034114660.1|DALB
OG0000049	LOC108084068|XP_017035576.1|DKIK	LOC117574253|XP_034113873.1|DALB
OG0000049	LOC108084077|XP_017035587.1|DKIK	LOC117574270|XP_034113907.1|DALB
OG0000049	LOC108084023|XP_017035525.1|DKIK	LOC117576198|XP_034116681.1|DALB
OG0000049	LOC108084019|XP_017035520.1|DKIK	LOC117574439|XP_034114168.1|DALB
OG0000050	LOC108073068|XP_017020022.1|DKIK	LOC117567964|XP_034104164.1|DALB
OG0000050	LOC108072753|XP_017019515.1|DKIK, LOC108072610|XP_017019326.1|DKIK	LOC117566525|XP_034101957.1|DALB
OG0000050	LOC108072709|XP_017019438.1|DKIK, LOC108072761|XP_017019527.1|DKIK, LOC108072698|XP_017019426.1|DKIK	LOC117566526|XP_034101958.1|DALB
OG0000050	LOC108072596|XP_017019300.1|DKIK	LOC117570483|XP_034108058.1|DALB
OG0000050	LOC108072619|XP_017019339.1|DKIK	LOC117569367|XP_034106390.1|DALB
OG0000051	LOC108083217|XP_017034415.1|DKIK	LOC117576304|XP_034116849.1|DALB
OG0000051	LOC108085672|XP_017037854.1|DKIK	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB
OG0000051	LOC108080429|XP_017030651.1|DKIK, LOC108080428|XP_017030650.1|DKIK	LOC117576902|XP_034117931.1|DALB
OG0000052	LOC108084580|XP_017036343.1|DKIK, LOC108074446|XP_017021976.1|DKIK, LOC108085090|XP_017037048.1|DKIK, LOC108074588|XP_017022184.1|DKIK, LOC108084010|XP_017035511.1|DKIK, LOC108077591|XP_017026474.1|DKIK, LOC108084105|XP_017035621.1|DKIK, LOC108084092|XP_017035606.1|DKIK, LOC108084066|XP_017035574.1|DKIK	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB
OG0000052	LOC108082278|XP_017033098.1|DKIK	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB
OG0000052	LOC108082558|XP_017033497.1|DKIK	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC108070784|XP_017016873.1|DKIK	LOC117569597|XP_034106723.1|DALB
OG0000053	LOC108070783|XP_017016872.1|DKIK	LOC117569598|XP_034106724.1|DALB
OG0000053	LOC108070782|XP_017016871.1|DKIK	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC108070781|XP_017016869.1|DKIK	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC108070786|XP_017016875.1|DKIK	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC108081173|XP_017031718.1|DKIK	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC108081160|XP_017031693.1|DKIK, LOC108081159|XP_017031690.1|DKIK	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC108085846|XP_017038093.1|DKIK	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000055	LOC108085865|XP_017038112.1|DKIK	LOC117574889|XP_034114817.1|DALB
OG0000056	LOC108071295|XP_017017484.1|DKIK	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC108071299|XP_017017488.1|DKIK, LOC108071298|XP_017017487.1|DKIK, LOC108071296|XP_017017485.1|DKIK	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC108077622|XP_017026519.1|DKIK, LOC108077830|XP_017026845.1|DKIK	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC108084972|XP_017036881.1|DKIK, LOC108082757|XP_017033763.1|DKIK	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB
OG0000058	LOC108082758|XP_017033764.1|DKIK	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000058	LOC108070811|XP_017016903.1|DKIK	LOC117570528|XP_034108128.1|DALB
OG0000059	LOC108085570|XP_017037699.1|DKIK	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC108085569|XP_017037698.1|DKIK, LOC108085567|XP_017037695.1|DKIK	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC108085562|XP_017037690.1|DKIK	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC108085559|XP_017037687.1|DKIK	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC108080522|XP_017030803.1|DKIK	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC108085335|XP_017037380.1|DKIK	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC108075427|XP_017023341.1|DKIK	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC108085322|XP_017037367.1|DKIK	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC108076086|XP_017024289.1|DKIK	LOC117577733|XP_034118527.1|DALB
OG0000060	LOC108077343|XP_017026120.1|DKIK	LOC117565160|XP_034100035.1|DALB
OG0000061	LOC108086185|XP_017038537.1|DKIK	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC108086197|XP_017038548.1|DKIK, LOC108086180|XP_017038532.1|DKIK, LOC108086179|XP_017038531.1|DKIK, LOC108086178|XP_017038530.1|DKIK	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC108086191|XP_017038544.1|DKIK	LOC117564867|XP_034099707.1|DALB
OG0000061	LOC108086182|XP_017038533.1|DKIK	LOC117564866|XP_034099705.1|DALB
OG0000062	LOC108071778|XP_017018123.1|DKIK	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC108082791|XP_017033825.1|DKIK, LOC108082790|XP_017033824.1|DKIK	LOC117578240|XP_034119548.1|DALB
OG0000062	LOC108077206|XP_017025943.1|DKIK, LOC108082143|XP_017032934.1|DKIK, LOC108078896|XP_017028518.1|DKIK, LOC108078667|XP_017028088.1|DKIK, LOC108079653|XP_017029539.1|DKIK, LOC108082253|XP_017033087.1|DKIK, LOC108082254|XP_017033088.1|DKIK	LOC117564777|XP_034099566.1|DALB
OG0000063	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK, LOC108071304|XP_017017500.1|DKIK	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC108071602|XP_017017872.1|DKIK	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC108071633|XP_017017906.1|DKIK	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC108077717|XP_017026657.1|DKIK	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC108077718|XP_017026658.1|DKIK, LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK, LOC108077800|XP_017026803.1|DKIK, LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC108080484|XP_017030727.1|DKIK, LOC108077666|XP_017026575.1|DKIK	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC108081852|XP_017032582.1|DKIK	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC108080961|XP_017031364.1|DKIK	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK	LOC117567332|XP_034103141.1|DALB
OG0000066	LOC108072837|XP_017019618.1|DKIK	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC108084848|XP_017036716.1|DKIK	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC108085996|XP_017038286.1|DKIK	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC108077943|XP_017026970.1|DKIK	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC108085995|XP_017038285.1|DKIK	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC108071874|XP_017018291.1|DKIK	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC108071863|XP_017018280.1|DKIK, LOC108071864|XP_017018281.1|DKIK	LOC117575545|XP_034115693.1|DALB
OG0000068	LOC108084117|XP_017035637.1|DKIK	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC108074164|XP_017021563.1|DKIK	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC108072243|XP_017018793.1|DKIK	LOC117568075|XP_034104335.1|DALB
OG0000069	LOC108085291|XP_017037341.1|DKIK	LOC117577235|XP_034118115.1|DALB, LOC117577412|XP_034118212.1|DALB
OG0000070	LOC108082879|XP_017033949.1|DKIK	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC108076002|XP_017024145.1|DKIK	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC108082683|XP_017033673.1|DKIK	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC108082714|XP_017033711.1|DKIK	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC108073779|XP_017021035.1|DKIK	LOC117572590|XP_034111368.1|DALB
OG0000071	LOC108070385|XP_017016325.1|DKIK	LOC117570623|XP_034108276.1|DALB
OG0000071	LOC108070386|XP_017016326.1|DKIK	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC108076135|XP_017024352.1|DKIK	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC108082462|XP_017033327.1|DKIK	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC108079402|XP_017029216.1|DKIK	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC108075433|XP_017023346.1|DKIK	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC108071625|XP_017017896.1|DKIK	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC108071877|XP_017018294.1|DKIK	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC108078729|XP_017028220.1|DKIK	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC108078805|XP_017028362.1|DKIK	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC108078731|XP_017028222.1|DKIK	LOC117568441|XP_034105000.1|DALB
OG0000076	LOC108078964|XP_017028614.1|DKIK	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC108085219|XP_017037239.1|DKIK	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC108085227|XP_017037254.1|DKIK	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC108076740|XP_017025218.1|DKIK	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC108073492|XP_017020640.1|DKIK	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC108070868|XP_017016990.1|DKIK	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC108077758|XP_017026727.1|DKIK	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC108082104|XP_017032889.1|DKIK	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB
OG0000078	LOC108083237|XP_017034431.1|DKIK	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC108084091|XP_017035604.1|DKIK	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC108080166|XP_017030300.1|DKIK	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC108083371|XP_017034605.1|DKIK	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK	LOC117565282|XP_034100202.1|DALB
OG0000079	LOC108086076|XP_017038383.1|DKIK	LOC117564408|XP_034099031.1|DALB
OG0000080	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC108076175|XP_017024395.1|DKIK	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC108073934|XP_017021227.1|DKIK	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC108076521|XP_017024919.1|DKIK	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC108082570|XP_017033516.1|DKIK	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC108073008|XP_017019953.1|DKIK	LOC117571981|XP_034110380.1|DALB
OG0000086	LOC108076785|XP_017025280.1|DKIK	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC108081995|XP_017032728.1|DKIK	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC108077379|XP_017026162.1|DKIK	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC108081987|XP_017032714.1|DKIK	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC108076386|XP_017024698.1|DKIK	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC108085237|XP_017037265.1|DKIK	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC108073869|XP_017021143.1|DKIK	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC108076406|XP_017024734.1|DKIK	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC108073878|XP_017021152.1|DKIK	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC108081135|XP_017031645.1|DKIK	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC108075612|XP_017023634.1|DKIK	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC108078680|XP_017028115.1|DKIK	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC108077947|XP_017026974.1|DKIK	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC108078973|XP_017028631.1|DKIK	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC108071532|XP_017017793.1|DKIK	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC108075739|XP_017023776.1|DKIK	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC108082079|XP_017032861.1|DKIK	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC108081166|XP_017031709.1|DKIK	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC108081243|XP_017031811.1|DKIK	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC108071264|XP_017017444.1|DKIK	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC108079645|XP_017029525.1|DKIK	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC108072972|XP_017019896.1|DKIK, LOC108075766|XP_017023815.1|DKIK	LOC117572473|XP_034111211.1|DALB
OG0000093	LOC108074155|XP_017021548.1|DKIK	LOC117571868|XP_034110194.1|DALB
OG0000094	LOC108071561|XP_017017831.1|DKIK	LOC117569967|XP_034107235.1|DALB
OG0000094	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC108082873|XP_017033940.1|DKIK	LOC117576098|XP_034116547.1|DALB
OG0000096	LOC108075861|XP_017023944.1|DKIK	LOC117576097|XP_034116544.1|DALB
OG0000096	LOC108085902|XP_017038160.1|DKIK	LOC117576096|XP_034116543.1|DALB
OG0000096	LOC108082876|XP_017033946.1|DKIK	LOC117564095|XP_034098634.1|DALB
OG0000097	LOC108080564|XP_017030859.1|DKIK, LOC108080620|XP_017030934.1|DKIK, LOC108080631|XP_017030944.1|DKIK, LOC108080576|XP_017030870.1|DKIK, LOC108080575|XP_017030868.1|DKIK, LOC108080591|XP_017030888.1|DKIK, LOC108080635|XP_017030947.1|DKIK, LOC108080612|XP_017030925.1|DKIK, LOC108080593|XP_017030890.1|DKIK, LOC108080568|XP_017030862.1|DKIK, LOC108080565|XP_017030860.1|DKIK, LOC108080566|XP_017030861.1|DKIK, LOC108080632|XP_017030945.1|DKIK	LOC117571330|XP_034109312.1|DALB
OG0000098	LOC108077716|XP_017026656.1|DKIK	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000099	LOC108083427|XP_017034672.1|DKIK	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC108083341|XP_017034574.1|DKIK	LOC117567580|XP_034103552.1|DALB
OG0000099	LOC108083422|XP_017034666.1|DKIK	LOC117577441|XP_034118229.1|DALB
OG0000100	LOC108076209|XP_017024435.1|DKIK	LOC117569898|XP_034107130.1|DALB
OG0000100	LOC108077662|XP_017026570.1|DKIK	LOC117574748|XP_034114579.1|DALB
OG0000100	LOC108075976|XP_017024117.1|DKIK	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB
OG0000100	LOC108079993|XP_017030051.1|DKIK, LOC108076030|XP_017024178.1|DKIK	LOC117575926|XP_034116275.1|DALB
OG0000101	LOC108083696|XP_017035073.1|DKIK	LOC117569034|XP_034105922.1|DALB
OG0000101	LOC108083702|XP_017035086.1|DKIK	LOC117569035|XP_034105923.1|DALB
OG0000102	LOC108073007|XP_017019952.1|DKIK	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC108078325|XP_017027613.1|DKIK	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB
OG0000103	LOC108071951|XP_017018407.1|DKIK	LOC117572313|XP_034110935.1|DALB
OG0000103	LOC108072142|XP_017018672.1|DKIK	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC108071553|XP_017017820.1|DKIK	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC108082132|XP_017032923.1|DKIK	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC108084017|XP_017035519.1|DKIK	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB
OG0000105	LOC108080884|XP_017031275.1|DKIK	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC108072231|XP_017018782.1|DKIK, LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK, LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000109	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC108077298|XP_017026067.1|DKIK	LOC117564337|XP_034098933.1|DALB
OG0000110	LOC108078140|XP_017027262.1|DKIK	LOC117571418|XP_034109449.1|DALB
OG0000110	LOC108078152|XP_017027292.1|DKIK	LOC117572446|XP_034111168.1|DALB
OG0000110	LOC108078144|XP_017027276.1|DKIK	LOC117571419|XP_034109450.1|DALB
OG0000110	LOC108078161|XP_017027305.1|DKIK	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC108082105|XP_017032890.1|DKIK	LOC117568704|XP_034105408.1|DALB
OG0000111	LOC108082108|XP_017032897.1|DKIK	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC108085943|XP_017038219.1|DKIK	LOC117565393|XP_034100371.1|DALB
OG0000112	LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000114	LOC108082011|XP_017032755.1|DKIK	LOC117563970|XP_034098449.1|DALB
OG0000114	LOC108082009|XP_017032753.1|DKIK	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC108071262|XP_017017439.1|DKIK	LOC117574278|XP_034113920.1|DALB
OG0000116	LOC108072007|XP_017018473.1|DKIK, LOC108076606|XP_017025010.1|DKIK, LOC108071989|XP_017018452.1|DKIK	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	LOC108071353|XP_017017583.1|DKIK	LOC117576082|XP_034116520.1|DALB
OG0000116	LOC108071254|XP_017017430.1|DKIK, LOC108071253|XP_017017429.1|DKIK	LOC117574279|XP_034113921.1|DALB
OG0000117	LOC108085279|XP_017037320.1|DKIK	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC108085280|XP_017037321.1|DKIK	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC108085261|XP_017037300.1|DKIK	LOC117565747|XP_034100885.1|DALB
OG0000118	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000118	LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB
OG0000119	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK	LOC117573918|XP_034113322.1|DALB
OG0000119	LOC108084013|XP_017035515.1|DKIK	LOC117575301|XP_034115342.1|DALB
OG0000119	LOC108084109|XP_017035624.1|DKIK	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC108076008|XP_017024152.1|DKIK	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC108073105|XP_017020084.1|DKIK	LOC117567543|XP_034103482.1|DALB
OG0000120	LOC108082906|XP_017033978.1|DKIK	LOC117565294|XP_034100219.1|DALB
OG0000120	LOC108083606|XP_017034966.1|DKIK	LOC117569372|XP_034106394.1|DALB
OG0000121	LOC108077632|XP_017026534.1|DKIK, LOC108077631|XP_017026533.1|DKIK	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB
OG0000121	LOC108077895|XP_017026922.1|DKIK, LOC108077893|XP_017026919.1|DKIK	LOC117576173|XP_034116649.1|DALB
OG0000122	LOC108074529|XP_017022095.1|DKIK	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC108074147|XP_017021535.1|DKIK	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC108078069|XP_017027122.1|DKIK	LOC117570141|XP_034107498.1|DALB
OG0000122	LOC108086046|XP_017038354.1|DKIK	LOC117565066|XP_034099905.1|DALB
OG0000123	LOC108076393|XP_017024719.1|DKIK	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB
OG0000123	LOC108080459|XP_017030684.1|DKIK	LOC117574507|XP_034114251.1|DALB
OG0000124	LOC108078503|XP_017027891.1|DKIK, LOC108078504|XP_017027895.1|DKIK	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB
OG0000125	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK	LOC117574624|XP_034114404.1|DALB
