Orthogroup	DKIK.longest_only	DBUS.longest_only
OG0000058	LOC108070811|XP_017016903.1|DKIK	LOC108606881|XP_017852895.1|DBUS
OG0000059	LOC108085569|XP_017037698.1|DKIK, LOC108085567|XP_017037695.1|DKIK	LOC108601365|XP_017844754.1|DBUS, LOC108601366|XP_017844755.1|DBUS
OG0000059	LOC108085562|XP_017037690.1|DKIK	LOC108602589|XP_017846217.1|DBUS
OG0000059	LOC108085559|XP_017037687.1|DKIK	LOC108602779|XP_017846474.2|DBUS, LOC108601372|XP_017844761.1|DBUS, LOC108602778|XP_017846473.2|DBUS
OG0000060	LOC108080522|XP_017030803.1|DKIK	LOC108605501|XP_017850738.1|DBUS
OG0000060	LOC108085335|XP_017037380.1|DKIK	LOC108596314|XP_017837413.1|DBUS
OG0000060	LOC108075427|XP_017023341.1|DKIK	LOC108602170|XP_017845695.1|DBUS
OG0000060	LOC108085322|XP_017037367.1|DKIK	LOC108604124|XP_017848902.1|DBUS
OG0000060	LOC108076086|XP_017024289.1|DKIK	LOC108605927|XP_017851236.1|DBUS
OG0000060	LOC108077343|XP_017026120.1|DKIK	LOC108594930|XP_033150017.1|DBUS
OG0000061	LOC108086185|XP_017038537.1|DKIK	LOC108602145|XP_017845670.1|DBUS
OG0000061	LOC108086197|XP_017038548.1|DKIK, LOC108086180|XP_017038532.1|DKIK, LOC108086179|XP_017038531.1|DKIK, LOC108086178|XP_017038530.1|DKIK	LOC108594753|XP_017835384.1|DBUS
OG0000061	LOC108086182|XP_017038533.1|DKIK	LOC108603702|XP_017848228.1|DBUS, LOC108599637|XP_017842101.2|DBUS
OG0000062	LOC108071778|XP_017018123.1|DKIK	LOC108606274|XP_017851741.1|DBUS
OG0000062	LOC108082791|XP_017033825.1|DKIK, LOC108082790|XP_017033824.1|DKIK	LOC108607908|XP_017854511.1|DBUS
OG0000063	LOC108071602|XP_017017872.1|DKIK	LOC108598139|XP_033149614.1|DBUS
OG0000063	LOC108071633|XP_017017906.1|DKIK	LOC108598875|XP_017841124.1|DBUS
OG0000063	LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK	LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS
OG0000064	LOC108076898|XP_017025421.1|DKIK	LOC117134905|XP_033150234.1|DBUS
OG0000065	LOC108077717|XP_017026657.1|DKIK	LOC108602948|XP_017846787.1|DBUS
OG0000065	LOC108077718|XP_017026658.1|DKIK, LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK, LOC108077800|XP_017026803.1|DKIK, LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK	LOC108604232|XP_017849089.1|DBUS, LOC108597099|XP_017838955.1|DBUS
OG0000066	LOC108080484|XP_017030727.1|DKIK, LOC108077666|XP_017026575.1|DKIK	LOC108605823|XP_017851118.1|DBUS
OG0000066	LOC108081852|XP_017032582.1|DKIK	LOC108596039|XP_017836905.1|DBUS
OG0000066	LOC108080961|XP_017031364.1|DKIK	LOC108602400|XP_017846000.1|DBUS
OG0000066	LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK	LOC108606855|XP_017852841.1|DBUS
OG0000066	LOC108072837|XP_017019618.1|DKIK	LOC108606023|XP_017851338.1|DBUS
OG0000067	LOC108084848|XP_017036716.1|DKIK	LOC108603517|XP_017847897.1|DBUS
OG0000067	LOC108085996|XP_017038286.1|DKIK	LOC108598960|XP_017841219.2|DBUS
OG0000067	LOC108077943|XP_017026970.1|DKIK	LOC108596347|XP_017837491.1|DBUS
OG0000067	LOC108085995|XP_017038285.1|DKIK	LOC108600356|XP_017843371.2|DBUS
OG0000067	LOC108071874|XP_017018291.1|DKIK	LOC108598075|XP_017840177.1|DBUS
OG0000068	LOC108084117|XP_017035637.1|DKIK	LOC108596576|XP_017837985.1|DBUS
OG0000068	LOC108074164|XP_017021563.1|DKIK	LOC108604996|XP_017850051.2|DBUS
OG0000069	LOC108072243|XP_017018793.1|DKIK	LOC108597146|XP_017839029.1|DBUS
OG0000070	LOC108082879|XP_017033949.1|DKIK	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS
OG0000070	LOC108076002|XP_017024145.1|DKIK	LOC108606170|XP_017851511.2|DBUS
OG0000070	LOC108082683|XP_017033673.1|DKIK	LOC108600264|XP_017843206.1|DBUS
OG0000070	LOC108082714|XP_017033711.1|DKIK	LOC108601682|XP_017845084.1|DBUS
OG0000071	LOC108073779|XP_017021035.1|DKIK	LOC108600865|XP_017844159.2|DBUS
OG0000071	LOC108070385|XP_017016325.1|DKIK	LOC108599237|XP_017841523.1|DBUS
OG0000071	LOC108070384|XP_017016324.1|DKIK	LOC108599153|XP_017841429.1|DBUS
OG0000071	LOC108070386|XP_017016326.1|DKIK	LOC108599099|XP_017841377.1|DBUS
OG0000072	LOC108076540|XP_017024942.1|DKIK	LOC108594812|XP_017835440.1|DBUS
OG0000072	LOC108076135|XP_017024352.1|DKIK	LOC108595671|XP_017836439.1|DBUS
OG0000073	LOC108082462|XP_017033327.1|DKIK	LOC108596382|XP_017837542.1|DBUS
OG0000073	LOC108079402|XP_017029216.1|DKIK	LOC108606257|XP_017851695.1|DBUS
OG0000073	LOC108075433|XP_017023346.1|DKIK	LOC108602957|XP_017846798.1|DBUS
OG0000074	LOC108071625|XP_017017896.1|DKIK	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS
OG0000075	LOC108078729|XP_017028220.1|DKIK	LOC108598567|XP_017840740.2|DBUS
OG0000075	LOC108078805|XP_017028362.1|DKIK	LOC108598547|XP_017840720.1|DBUS
OG0000075	LOC108078731|XP_017028222.1|DKIK	LOC108598795|XP_017841028.2|DBUS
OG0000076	LOC108078964|XP_017028614.1|DKIK	LOC108600032|XP_017842842.1|DBUS
OG0000076	LOC108085608|XP_017037769.1|DKIK, LOC108085599|XP_017037755.1|DKIK	LOC108602295|XP_017845864.1|DBUS
OG0000076	LOC108085219|XP_017037239.1|DKIK	LOC108607277|XP_017853461.1|DBUS
OG0000076	LOC108085227|XP_017037254.1|DKIK	LOC108606263|XP_017851709.1|DBUS
OG0000077	LOC108076740|XP_017025218.1|DKIK	LOC108596705|XP_017838216.1|DBUS
OG0000077	LOC108073492|XP_017020640.1|DKIK	LOC108603705|XP_017848234.1|DBUS
OG0000077	LOC108070868|XP_017016990.1|DKIK	LOC108597238|XP_017839176.1|DBUS
OG0000077	LOC108077758|XP_017026727.1|DKIK	LOC108603566|XP_017847972.1|DBUS
OG0000078	LOC108082104|XP_017032889.1|DKIK	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS
OG0000078	LOC108083237|XP_017034431.1|DKIK	LOC108598842|XP_017841085.1|DBUS
OG0000078	LOC108084091|XP_017035604.1|DKIK	LOC108602138|XP_017845655.1|DBUS
OG0000078	LOC108080166|XP_017030300.1|DKIK	LOC108607118|XP_017853240.1|DBUS
OG0000078	LOC108083371|XP_017034605.1|DKIK	LOC108607224|XP_017853386.1|DBUS
OG0000079	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK	LOC108605780|XP_033150835.1|DBUS
OG0000079	LOC108086076|XP_017038383.1|DKIK	LOC108604682|XP_017849730.1|DBUS
OG0000080	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK	LOC108597403|XP_017839438.1|DBUS
OG0000080	LOC108076175|XP_017024395.1|DKIK	LOC108596751|XP_017838316.1|DBUS
OG0000081	LOC108073934|XP_017021227.1|DKIK	LOC108598616|XP_017840803.1|DBUS
OG0000082	LOC108076521|XP_017024919.1|DKIK	LOC108594984|XP_017835606.1|DBUS
OG0000082	LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK	LOC108601638|XP_017845027.1|DBUS
OG0000082	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK	LOC108602837|XP_017846578.1|DBUS
OG0000083	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK	LOC108598442|XP_017840564.2|DBUS
OG0000083	LOC108077101|XP_017025775.1|DKIK	LOC108608236|XP_017855013.1|DBUS
OG0000084	LOC108082570|XP_017033516.1|DKIK	LOC108596367|XP_017837520.1|DBUS
OG0000084	LOC108073008|XP_017019953.1|DKIK	LOC108596833|XP_017838444.1|DBUS
OG0000085	LOC108078118|XP_017027223.1|DKIK	LOC108597194|XP_017839111.1|DBUS
OG0000086	LOC108076785|XP_017025280.1|DKIK	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS
OG0000087	LOC108081995|XP_017032728.1|DKIK	LOC108602830|XP_017846606.2|DBUS
OG0000087	LOC108077379|XP_017026162.1|DKIK	LOC108594397|XP_017835055.2|DBUS
OG0000087	LOC108081987|XP_017032714.1|DKIK	LOC108594213|XP_017834809.1|DBUS
OG0000088	LOC108076386|XP_017024698.1|DKIK	LOC108596419|XP_017837625.1|DBUS
OG0000088	LOC108085237|XP_017037265.1|DKIK	LOC108600586|XP_017843752.1|DBUS
OG0000088	LOC108073869|XP_017021143.1|DKIK	LOC108598974|XP_017841236.1|DBUS
OG0000088	LOC108076406|XP_017024734.1|DKIK	LOC108600741|XP_017843975.1|DBUS
OG0000088	LOC108073878|XP_017021152.1|DKIK	LOC108599008|XP_017841274.1|DBUS
OG0000089	LOC108081135|XP_017031645.1|DKIK	LOC108603673|XP_017848160.1|DBUS
OG0000089	LOC108075612|XP_017023634.1|DKIK	LOC108602744|XP_033149214.1|DBUS
OG0000089	LOC108078680|XP_017028115.1|DKIK	LOC108599916|XP_017842604.1|DBUS
OG0000090	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK	LOC108596533|XP_017837911.1|DBUS
OG0000090	LOC108077947|XP_017026974.1|DKIK	LOC108595000|XP_017835621.1|DBUS
OG0000090	LOC108078973|XP_017028631.1|DKIK	LOC108598990|XP_017841255.1|DBUS
OG0000090	LOC108071532|XP_017017793.1|DKIK	LOC108598575|XP_017840751.1|DBUS
OG0000091	LOC108075739|XP_017023776.1|DKIK	LOC108603501|XP_017847855.1|DBUS
OG0000091	LOC108082079|XP_017032861.1|DKIK	LOC108594365|XP_017835015.1|DBUS
OG0000091	LOC108081166|XP_017031709.1|DKIK	LOC108603403|XP_017847679.1|DBUS
OG0000091	LOC108081243|XP_017031811.1|DKIK	LOC108603402|XP_017847678.1|DBUS
OG0000092	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK	LOC108603711|XP_017848239.1|DBUS
OG0000092	LOC108071264|XP_017017444.1|DKIK	LOC108603710|XP_017848238.1|DBUS
OG0000092	LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK	LOC108603712|XP_017848241.1|DBUS
OG0000093	LOC108079645|XP_017029525.1|DKIK	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS
OG0000093	LOC108074155|XP_017021548.1|DKIK	LOC108606302|XP_017851781.1|DBUS
OG0000094	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK	LOC108601416|XP_017844804.1|DBUS
OG0000096	LOC108082873|XP_017033940.1|DKIK	LOC108604818|XP_017849916.1|DBUS
OG0000096	LOC108085902|XP_017038160.1|DKIK	LOC108604817|XP_017849915.2|DBUS
OG0000096	LOC108082876|XP_017033946.1|DKIK	LOC108598852|XP_017841102.2|DBUS
OG0000098	LOC108077716|XP_017026656.1|DKIK	LOC108602947|XP_017846786.1|DBUS
OG0000099	LOC108083427|XP_017034672.1|DKIK	LOC108594985|XP_017835607.1|DBUS
OG0000099	LOC108083341|XP_017034574.1|DKIK	LOC108606769|XP_017852670.1|DBUS
OG0000099	LOC108083422|XP_017034666.1|DKIK	LOC108606666|XP_017852484.1|DBUS
OG0000100	LOC108076209|XP_017024435.1|DKIK	LOC108595699|XP_017836470.2|DBUS
OG0000100	LOC108077662|XP_017026570.1|DKIK	LOC108601485|XP_017844872.2|DBUS
OG0000100	LOC108075976|XP_017024117.1|DKIK	LOC108602051|XP_017845552.1|DBUS
OG0000100	LOC108079993|XP_017030051.1|DKIK, LOC108076030|XP_017024178.1|DKIK	LOC108602577|XP_017846204.1|DBUS
OG0000101	LOC108083701|XP_017035085.1|DKIK	LOC108597898|XP_017840006.1|DBUS
OG0000101	LOC108083696|XP_017035073.1|DKIK	LOC117134769|XP_033149322.1|DBUS
OG0000101	LOC108083702|XP_017035086.1|DKIK	LOC108597899|XP_017840007.1|DBUS
OG0000102	LOC108073007|XP_017019952.1|DKIK	LOC108596624|XP_017838058.1|DBUS
OG0000102	LOC108078325|XP_017027613.1|DKIK	LOC108594981|XP_017835603.1|DBUS
OG0000103	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK	LOC108598786|XP_017841018.2|DBUS
OG0000103	LOC108071951|XP_017018407.1|DKIK	LOC108598520|XP_017840689.2|DBUS
OG0000103	LOC108072142|XP_017018672.1|DKIK	LOC108596814|XP_017838418.1|DBUS
OG0000104	LOC108071553|XP_017017820.1|DKIK	LOC108600928|XP_017844252.1|DBUS
OG0000104	LOC108082132|XP_017032923.1|DKIK	LOC108600531|XP_017843673.2|DBUS
OG0000104	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK	LOC108599046|XP_017841315.1|DBUS
OG0000105	LOC108084017|XP_017035519.1|DKIK	LOC117134791|XP_033149540.1|DBUS
OG0000105	LOC108080884|XP_017031275.1|DKIK	LOC108601437|XP_017844824.1|DBUS
OG0000107	LOC108072231|XP_017018782.1|DKIK, LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK, LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK	LOC108594739|XP_017835366.1|DBUS
OG0000108	LOC108076114|XP_017024329.1|DKIK	LOC117134977|XP_033150551.1|DBUS, LOC108598607|XP_017840795.2|DBUS, LOC108598038|XP_017840145.2|DBUS
OG0000108	LOC108083650|XP_017035011.1|DKIK, LOC108080914|XP_017031311.1|DKIK, LOC108072095|XP_017018601.1|DKIK, LOC108076717|XP_017025172.1|DKIK	LOC108595519|XP_017836262.1|DBUS
OG0000108	LOC108083428|XP_017034676.1|DKIK	LOC117134678|XP_033149022.1|DBUS
OG0000109	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK	LOC108594532|XP_017835224.1|DBUS
OG0000109	LOC108077298|XP_017026067.1|DKIK	LOC108598653|XP_033149257.1|DBUS
OG0000110	LOC108078140|XP_017027262.1|DKIK	LOC108597992|XP_017840097.1|DBUS
OG0000110	LOC108078152|XP_017027292.1|DKIK	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS
OG0000110	LOC108078144|XP_017027276.1|DKIK	LOC108597995|XP_033149356.1|DBUS
OG0000110	LOC108078161|XP_017027305.1|DKIK	LOC108598479|XP_017840618.1|DBUS
OG0000111	LOC108082108|XP_017032897.1|DKIK	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS
OG0000112	LOC108085943|XP_017038219.1|DKIK	LOC108605061|XP_017850117.1|DBUS
OG0000112	LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK	LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS
OG0000114	LOC108082011|XP_017032755.1|DKIK	LOC108607383|XP_017853614.2|DBUS
OG0000114	LOC108082009|XP_017032753.1|DKIK	LOC117134785|XP_033149477.1|DBUS
OG0000114	LOC108082010|XP_017032754.1|DKIK	LOC108607386|XP_017853628.1|DBUS
OG0000116	LOC108071262|XP_017017439.1|DKIK	LOC108602168|XP_017845690.1|DBUS
OG0000116	LOC108071254|XP_017017430.1|DKIK, LOC108071253|XP_017017429.1|DKIK	LOC108602362|XP_017845952.1|DBUS
OG0000117	LOC108085279|XP_017037320.1|DKIK	LOC108602137|XP_017845657.1|DBUS
OG0000117	LOC108085280|XP_017037321.1|DKIK	LOC108603069|XP_017847020.1|DBUS
OG0000117	LOC108085261|XP_017037300.1|DKIK	LOC108603222|XP_017845754.1|DBUS
OG0000118	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK	LOC108606418|XP_017852007.1|DBUS
OG0000118	LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK	LOC108606874|XP_017852886.1|DBUS
OG0000119	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK	LOC108604291|XP_017849192.1|DBUS
OG0000119	LOC108084013|XP_017035515.1|DKIK	LOC108602574|XP_017846201.1|DBUS
OG0000119	LOC108084109|XP_017035624.1|DKIK	LOC108602566|XP_017846189.1|DBUS
OG0000120	LOC108076008|XP_017024152.1|DKIK	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS
OG0000120	LOC108073105|XP_017020084.1|DKIK	LOC108596912|XP_017838608.1|DBUS
OG0000120	LOC108082906|XP_017033978.1|DKIK	LOC108596127|XP_017837092.2|DBUS
OG0000120	LOC108083606|XP_017034966.1|DKIK	LOC108601049|XP_017844430.1|DBUS
OG0000121	LOC108071718|XP_017018030.1|DKIK	LOC108606058|XP_017851394.1|DBUS
OG0000121	LOC108077895|XP_017026922.1|DKIK, LOC108077893|XP_017026919.1|DKIK	LOC108602647|XP_017846282.1|DBUS
OG0000122	LOC108074529|XP_017022095.1|DKIK	LOC108595833|XP_017836616.1|DBUS
OG0000122	LOC108074147|XP_017021535.1|DKIK	LOC108605338|XP_033150253.1|DBUS
OG0000122	LOC108078069|XP_017027122.1|DKIK	LOC108594762|XP_017835390.1|DBUS
OG0000122	LOC108086046|XP_017038354.1|DKIK	LOC108605067|XP_017850560.1|DBUS
OG0000123	LOC108076393|XP_017024719.1|DKIK	LOC108595656|XP_017836420.1|DBUS
OG0000123	LOC108080459|XP_017030684.1|DKIK	LOC108602509|XP_017846128.1|DBUS
OG0000124	LOC108076347|XP_017024629.1|DKIK	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS
OG0000125	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK	LOC108602946|XP_017846784.1|DBUS
OG0000125	LOC108083937|XP_017035432.1|DKIK	LOC108604285|XP_017849183.1|DBUS
OG0000125	LOC108076398|XP_017024726.1|DKIK	LOC108596689|XP_017838198.1|DBUS
OG0000125	LOC108076399|XP_017024727.1|DKIK	LOC108596690|XP_017838199.1|DBUS
OG0000127	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK	LOC108602433|XP_017846041.1|DBUS
OG0000127	LOC108084025|XP_017035527.1|DKIK	LOC108602111|XP_017845625.1|DBUS
OG0000127	LOC108084088|XP_017035601.1|DKIK	LOC108602067|XP_017845575.1|DBUS
OG0000128	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK, LOC108082276|XP_017033096.1|DKIK, LOC108082275|XP_017033095.1|DKIK, LOC108082355|XP_017033184.1|DKIK, LOC108082628|XP_017033596.1|DKIK, LOC108075942|XP_017024077.1|DKIK, LOC108084070|XP_017035577.1|DKIK	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS
OG0000129	LOC108079385|XP_017029196.1|DKIK	LOC108606979|XP_017853037.1|DBUS
OG0000129	LOC108070448|XP_017016416.1|DKIK	LOC108598557|XP_017840732.2|DBUS
OG0000129	LOC108074574|XP_017022165.1|DKIK	LOC108600868|XP_017844168.1|DBUS
OG0000129	LOC108079384|XP_017029194.1|DKIK	LOC108606980|XP_017853040.1|DBUS
OG0000130	LOC108071644|XP_017017924.1|DKIK	LOC108598755|XP_017840979.2|DBUS
OG0000130	LOC108071629|XP_017017901.1|DKIK	LOC108598612|XP_017840799.1|DBUS
OG0000130	LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK	LOC117134652|XP_033149629.1|DBUS
OG0000131	LOC108080803|XP_017031183.1|DKIK	LOC108601558|XP_017844945.1|DBUS
OG0000132	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS
OG0000132	LOC108084363|XP_017036025.1|DKIK	LOC108602868|XP_017846646.1|DBUS
OG0000134	LOC108075492|XP_017023441.1|DKIK	LOC108603028|XP_017846927.1|DBUS
OG0000134	LOC108076037|XP_017024186.1|DKIK	LOC108606038|XP_017851357.1|DBUS
OG0000134	LOC108077139|XP_017025842.1|DKIK	LOC108597009|XP_017838780.1|DBUS
OG0000137	LOC108070683|XP_017016744.1|DKIK	LOC108603879|XP_017848540.1|DBUS
OG0000137	LOC108079073|XP_017028777.1|DKIK	LOC108599893|XP_017842571.1|DBUS
OG0000138	LOC108085405|XP_017037462.1|DKIK	LOC108603086|XP_017847065.1|DBUS
OG0000138	LOC108085456|XP_017037558.1|DKIK	LOC108603084|XP_017847063.1|DBUS
OG0000138	LOC108085455|XP_017037557.1|DKIK	LOC108603561|XP_017847968.1|DBUS
OG0000138	LOC108085457|XP_017037559.1|DKIK	LOC108603085|XP_017847064.1|DBUS
OG0000139	LOC108077394|XP_017026177.1|DKIK	LOC108599313|XP_017841605.1|DBUS, LOC108599329|XP_017841624.1|DBUS
OG0000139	LOC108078200|XP_017027373.1|DKIK, LOC108076965|XP_017025505.1|DKIK	LOC108605895|XP_017851200.1|DBUS
OG0000140	LOC108084947|XP_017036835.1|DKIK	LOC108601804|XP_017845230.1|DBUS
OG0000141	LOC108077557|XP_017026439.1|DKIK	LOC108601014|XP_017844377.1|DBUS
OG0000141	LOC108077558|XP_017026440.1|DKIK	LOC108601015|XP_017844378.1|DBUS
OG0000141	LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK	LOC108598911|XP_017841162.1|DBUS
OG0000142	LOC108073193|XP_017020195.1|DKIK	LOC108602123|XP_017845639.1|DBUS
OG0000142	LOC108072493|XP_017019152.1|DKIK	LOC108603285|XP_017847441.1|DBUS
OG0000142	LOC108078996|XP_017028664.1|DKIK	LOC108605452|XP_017850626.2|DBUS
OG0000143	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK	LOC108599728|XP_017842219.1|DBUS
OG0000143	LOC108080652|XP_017030964.1|DKIK	LOC108599729|XP_017842220.1|DBUS
OG0000144	LOC108084005|XP_017035507.1|DKIK	LOC108604352|XP_017849272.1|DBUS
OG0000144	LOC108074187|XP_017021613.1|DKIK	LOC108607001|XP_017853067.1|DBUS
OG0000145	LOC108080161|XP_017030292.1|DKIK	LOC108607135|XP_017853261.1|DBUS
OG0000145	LOC108072578|XP_017019272.1|DKIK	LOC108608037|XP_017854707.2|DBUS
OG0000147	LOC108077260|XP_017026015.1|DKIK	LOC108608365|XP_017855203.2|DBUS
OG0000147	LOC108085646|XP_017037825.1|DKIK	LOC108602069|XP_017845578.1|DBUS
OG0000147	LOC108085647|XP_017037826.1|DKIK	LOC108602063|XP_017845572.1|DBUS
OG0000148	LOC108086104|XP_017038421.1|DKIK	LOC108596445|XP_017837681.1|DBUS
OG0000148	LOC108082842|XP_017033898.1|DKIK	LOC108608076|XP_017854761.1|DBUS
OG0000149	LOC108081466|XP_017032148.1|DKIK	LOC108607653|XP_017854084.1|DBUS
OG0000149	LOC108079227|XP_017028999.1|DKIK	LOC108606918|XP_017852948.1|DBUS
OG0000150	LOC108072350|XP_017018934.1|DKIK, LOC108072341|XP_017018924.1|DKIK, LOC108072368|XP_017018957.1|DKIK, LOC108072361|XP_017018945.1|DKIK	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS
OG0000151	LOC108074988|XP_017022708.1|DKIK	LOC108599278|XP_017841563.2|DBUS
OG0000151	LOC108074989|XP_017022709.1|DKIK	LOC108599144|XP_017841420.2|DBUS
OG0000151	LOC108075025|XP_017022768.1|DKIK	LOC108607641|XP_017854058.1|DBUS
OG0000151	LOC108073775|XP_017021031.1|DKIK, LOC108073776|XP_017021032.1|DKIK	LOC108598778|XP_017841008.1|DBUS
OG0000152	LOC108070721|XP_017016804.1|DKIK	LOC108601725|XP_017845133.1|DBUS
OG0000152	LOC108075504|XP_017023460.1|DKIK, LOC108070720|XP_017016803.1|DKIK	LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS
OG0000152	LOC108070636|XP_017016691.1|DKIK	LOC108604171|XP_017848992.1|DBUS
OG0000153	LOC108075707|XP_017023727.1|DKIK	LOC108602243|XP_017845781.1|DBUS
OG0000153	LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK	LOC108601757|XP_017845170.1|DBUS
OG0000153	LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK	LOC108602141|XP_017845661.1|DBUS
OG0000154	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK	LOC108601228|XP_017844616.2|DBUS
OG0000155	LOC108078122|XP_017027238.1|DKIK	LOC108600838|XP_017844123.1|DBUS
OG0000155	LOC108078116|XP_017027224.1|DKIK	LOC108597991|XP_017840096.1|DBUS
OG0000156	LOC108076185|XP_017024406.1|DKIK, LOC108077789|XP_017026782.1|DKIK	LOC108606057|XP_017851393.2|DBUS
OG0000157	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK	LOC108595635|XP_017836395.1|DBUS
OG0000157	LOC108078512|XP_017027903.1|DKIK	LOC108595528|XP_017836272.1|DBUS
OG0000158	LOC108084037|XP_017035546.1|DKIK	LOC108595174|XP_017835840.1|DBUS
OG0000158	LOC108071493|XP_017017744.1|DKIK	LOC108598137|XP_017840243.2|DBUS
OG0000158	LOC108071548|XP_017017814.1|DKIK	LOC108599375|XP_017841670.2|DBUS
OG0000159	LOC108083323|XP_017034554.1|DKIK	LOC108601113|XP_017844521.2|DBUS
OG0000159	LOC108080686|XP_017031009.1|DKIK	LOC108600352|XP_017843365.1|DBUS
OG0000159	LOC108083108|XP_017034255.1|DKIK	LOC108600784|XP_017844045.2|DBUS
OG0000160	LOC108073540|XP_017020713.1|DKIK	LOC108604426|XP_017849383.1|DBUS
OG0000161	LOC108080257|XP_017030406.1|DKIK, LOC108080406|XP_017030627.1|DKIK, LOC108072666|XP_017019391.1|DKIK	LOC108599217|XP_017841500.1|DBUS
OG0000161	LOC108080517|XP_017030789.1|DKIK	LOC108605223|XP_017850321.1|DBUS
