Orthogroup	DKIK.longest_only	BCOP.longest_only
OG0000073	LOC108075433|XP_017023346.1|DKIK	LOC119069220|XP_037029092.1|BCOP
OG0000074	LOC108071625|XP_017017896.1|DKIK, LOC108071877|XP_017018294.1|DKIK	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC108078729|XP_017028220.1|DKIK, LOC108078805|XP_017028362.1|DKIK, LOC108078731|XP_017028222.1|DKIK	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP
OG0000076	LOC108078964|XP_017028614.1|DKIK	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC108085219|XP_017037239.1|DKIK	LOC119068533|XP_037028044.1|BCOP
OG0000076	LOC108085227|XP_017037254.1|DKIK	LOC119066422|XP_037024794.1|BCOP
OG0000077	LOC108076740|XP_017025218.1|DKIK	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC108073492|XP_017020640.1|DKIK	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC108070868|XP_017016990.1|DKIK	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC108077758|XP_017026727.1|DKIK	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC108082104|XP_017032889.1|DKIK, LOC108083237|XP_017034431.1|DKIK, LOC108084091|XP_017035604.1|DKIK, LOC108080166|XP_017030300.1|DKIK, LOC108083371|XP_017034605.1|DKIK	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK, LOC108086076|XP_017038383.1|DKIK	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK, LOC108076175|XP_017024395.1|DKIK	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC108073934|XP_017021227.1|DKIK	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC108076521|XP_017024919.1|DKIK, LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK, LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC108077101|XP_017025775.1|DKIK	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC108082570|XP_017033516.1|DKIK	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC108078118|XP_017027223.1|DKIK	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC108076785|XP_017025280.1|DKIK	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC108081995|XP_017032728.1|DKIK	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC108077379|XP_017026162.1|DKIK, LOC108081987|XP_017032714.1|DKIK	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC108076386|XP_017024698.1|DKIK	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC108085237|XP_017037265.1|DKIK, LOC108073869|XP_017021143.1|DKIK, LOC108076406|XP_017024734.1|DKIK, LOC108073878|XP_017021152.1|DKIK	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC108081135|XP_017031645.1|DKIK	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC108075612|XP_017023634.1|DKIK	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC108078680|XP_017028115.1|DKIK	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK, LOC108077947|XP_017026974.1|DKIK, LOC108078973|XP_017028631.1|DKIK, LOC108071532|XP_017017793.1|DKIK	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC108075739|XP_017023776.1|DKIK	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC108082079|XP_017032861.1|DKIK, LOC108081166|XP_017031709.1|DKIK, LOC108081243|XP_017031811.1|DKIK	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK, LOC108071264|XP_017017444.1|DKIK, LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC108079645|XP_017029525.1|DKIK	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC108072972|XP_017019896.1|DKIK, LOC108075766|XP_017023815.1|DKIK	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC108080636|XP_017030949.1|DKIK, LOC108074155|XP_017021548.1|DKIK	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC108071561|XP_017017831.1|DKIK, LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC108082873|XP_017033940.1|DKIK, LOC108075861|XP_017023944.1|DKIK, LOC108085902|XP_017038160.1|DKIK, LOC108082876|XP_017033946.1|DKIK	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC108083427|XP_017034672.1|DKIK, LOC108083341|XP_017034574.1|DKIK	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC108083422|XP_017034666.1|DKIK	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC108083700|XP_017035084.1|DKIK, LOC108083701|XP_017035085.1|DKIK, LOC108083696|XP_017035073.1|DKIK, LOC108083702|XP_017035086.1|DKIK	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC108073007|XP_017019952.1|DKIK	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK, LOC108071951|XP_017018407.1|DKIK, LOC108072142|XP_017018672.1|DKIK	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC108071553|XP_017017820.1|DKIK	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC108082132|XP_017032923.1|DKIK, LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC108084017|XP_017035519.1|DKIK, LOC108080884|XP_017031275.1|DKIK, LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK	LOC119080671|XP_037045000.1|BCOP
OG0000108	LOC108080839|XP_017031231.1|DKIK	LOC119068947|XP_037028707.1|BCOP
OG0000109	LOC108077298|XP_017026067.1|DKIK	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC108078140|XP_017027262.1|DKIK, LOC108078152|XP_017027292.1|DKIK, LOC108078144|XP_017027276.1|DKIK, LOC108078161|XP_017027305.1|DKIK	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC108082105|XP_017032890.1|DKIK, LOC108082108|XP_017032897.1|DKIK	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC108070647|XP_017016704.1|DKIK, LOC108083778|XP_017035191.1|DKIK	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC108085279|XP_017037320.1|DKIK, LOC108085280|XP_017037321.1|DKIK, LOC108085261|XP_017037300.1|DKIK	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK, LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK, LOC108084013|XP_017035515.1|DKIK, LOC108084109|XP_017035624.1|DKIK	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC108076008|XP_017024152.1|DKIK	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC108073105|XP_017020084.1|DKIK	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC108074529|XP_017022095.1|DKIK, LOC108074147|XP_017021535.1|DKIK, LOC108078069|XP_017027122.1|DKIK, LOC108086046|XP_017038354.1|DKIK	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC108076393|XP_017024719.1|DKIK, LOC108084539|XP_017036265.1|DKIK, LOC108080453|XP_017030679.1|DKIK, LOC108080459|XP_017030684.1|DKIK	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC108083937|XP_017035432.1|DKIK	LOC119081947|XP_037047122.1|BCOP
OG0000127	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK, LOC108084088|XP_017035601.1|DKIK	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC108079385|XP_017029196.1|DKIK, LOC108070448|XP_017016416.1|DKIK, LOC108074574|XP_017022165.1|DKIK, LOC108081608|XP_017032316.1|DKIK, LOC108071891|XP_017018312.1|DKIK, LOC108079384|XP_017029194.1|DKIK	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC108080803|XP_017031183.1|DKIK	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK, LOC108084363|XP_017036025.1|DKIK	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC108075492|XP_017023441.1|DKIK	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC108077139|XP_017025842.1|DKIK	LOC119077122|XP_037040188.1|BCOP
OG0000136	LOC108080414|XP_017030635.1|DKIK	LOC119080269|XP_037044424.1|BCOP
OG0000137	LOC108079090|XP_017028805.1|DKIK, LOC108070683|XP_017016744.1|DKIK	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC108079073|XP_017028777.1|DKIK	LOC119075970|XP_037038454.1|BCOP
OG0000138	LOC108085405|XP_017037462.1|DKIK, LOC108085483|XP_017037593.1|DKIK, LOC108085456|XP_017037558.1|DKIK, LOC108085455|XP_017037557.1|DKIK, LOC108085457|XP_017037559.1|DKIK	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC108084947|XP_017036835.1|DKIK	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC108077558|XP_017026440.1|DKIK, LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC108073193|XP_017020195.1|DKIK	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC108072493|XP_017019152.1|DKIK	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC108078996|XP_017028664.1|DKIK	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC108080652|XP_017030964.1|DKIK	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC108084005|XP_017035507.1|DKIK	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC108074187|XP_017021613.1|DKIK	LOC119077624|XP_037040733.1|BCOP
OG0000145	LOC108080161|XP_017030292.1|DKIK, LOC108072611|XP_017019323.1|DKIK, LOC108072579|XP_017019273.1|DKIK, LOC108072578|XP_017019272.1|DKIK	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC108077260|XP_017026015.1|DKIK	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC108085646|XP_017037825.1|DKIK, LOC108085647|XP_017037826.1|DKIK	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC108086104|XP_017038421.1|DKIK	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC108082842|XP_017033898.1|DKIK	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC108081466|XP_017032148.1|DKIK, LOC108079227|XP_017028999.1|DKIK	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC108070721|XP_017016804.1|DKIK, LOC108075504|XP_017023460.1|DKIK, LOC108070720|XP_017016803.1|DKIK, LOC108070636|XP_017016691.1|DKIK	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK, LOC108072718|XP_017019464.1|DKIK	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC108078113|XP_017027210.1|DKIK, LOC108078122|XP_017027238.1|DKIK, LOC108078116|XP_017027224.1|DKIK	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK, LOC108078512|XP_017027903.1|DKIK	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC108084037|XP_017035546.1|DKIK, LOC108071493|XP_017017744.1|DKIK, LOC108071548|XP_017017814.1|DKIK	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC108083323|XP_017034554.1|DKIK	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC108080686|XP_017031009.1|DKIK	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC108073540|XP_017020713.1|DKIK	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC108070381|XP_017016320.1|DKIK, LOC108070382|XP_017016321.1|DKIK, LOC108074971|XP_017022693.1|DKIK, LOC108081847|XP_017032576.1|DKIK, LOC108086259|XP_017038632.1|DKIK	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000164	LOC108080902|XP_017031293.1|DKIK, LOC108080939|XP_017031334.1|DKIK, LOC108080922|XP_017031315.1|DKIK	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP
OG0000165	LOC108084663|XP_017036473.1|DKIK, LOC108072437|XP_017019048.1|DKIK	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC108078362|XP_017027672.1|DKIK	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC108078410|XP_017027755.1|DKIK, LOC108078364|XP_017027674.1|DKIK	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC108077485|XP_017026297.1|DKIK, LOC108077501|XP_017026318.1|DKIK, LOC108077487|XP_017026299.1|DKIK, LOC108077494|XP_017026308.1|DKIK	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC108084557|XP_017036298.1|DKIK, LOC108084558|XP_017036302.1|DKIK	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC108078733|XP_017028224.1|DKIK, LOC108085703|XP_017037906.1|DKIK	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC108079562|XP_017029391.1|DKIK, LOC108079543|XP_017029368.1|DKIK	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC108075455|XP_017023402.1|DKIK	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC108077094|XP_017025759.1|DKIK	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC108079344|XP_017029138.1|DKIK	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC108079826|XP_017029808.1|DKIK	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC108076238|XP_017024473.1|DKIK, LOC108076546|XP_017024947.1|DKIK	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC108077633|XP_017026536.1|DKIK	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC108077812|XP_017026819.1|DKIK, LOC108077568|XP_017026452.1|DKIK	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC108083492|XP_017034781.1|DKIK	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC108077686|XP_017026607.1|DKIK	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC108075170|XP_017022966.1|DKIK, LOC108083001|XP_017034114.1|DKIK	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC108078379|XP_017027703.1|DKIK, LOC108082597|XP_017033553.1|DKIK	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC108072544|XP_017019210.1|DKIK	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC108084606|XP_017036378.1|DKIK	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC108085450|XP_017037551.1|DKIK	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC108085449|XP_017037550.1|DKIK, LOC108083205|XP_017034399.1|DKIK	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC108079966|XP_017030020.1|DKIK, LOC108079034|XP_017028703.1|DKIK, LOC108078920|XP_017028550.1|DKIK	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC108073642|XP_017020850.1|DKIK, LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC108077885|XP_017026910.1|DKIK, LOC108076748|XP_017025231.1|DKIK	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC108078194|XP_017027358.1|DKIK, LOC108079257|XP_017029035.1|DKIK, LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC108071666|XP_017017960.1|DKIK	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC108071394|XP_017017626.1|DKIK, LOC108078894|XP_017028516.1|DKIK, LOC108079169|XP_017028908.1|DKIK	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC108075936|XP_017024064.1|DKIK	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC108083820|XP_017035261.1|DKIK	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC108076092|XP_017024300.1|DKIK	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC108080725|XP_017031068.1|DKIK, LOC108080727|XP_017031074.1|DKIK	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC108082797|XP_017033839.1|DKIK, LOC108074978|XP_017022700.1|DKIK, LOC108075138|XP_017022910.1|DKIK	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC108079564|XP_017029394.1|DKIK, LOC108079566|XP_017029397.1|DKIK, LOC108075063|XP_017022832.1|DKIK	LOC119066429|XP_037024804.1|BCOP
OG0000195	LOC108076533|XP_017024933.1|DKIK	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP
OG0000196	LOC108077207|XP_017025944.1|DKIK	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC108079186|XP_017028926.1|DKIK	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC108079196|XP_017028947.1|DKIK	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC108079181|XP_017028922.1|DKIK	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC108076131|XP_017024347.1|DKIK, LOC108076132|XP_017024349.1|DKIK, LOC108077913|XP_017026941.1|DKIK, LOC108077911|XP_017026939.1|DKIK, LOC108077912|XP_017026940.1|DKIK, LOC108077915|XP_017026944.1|DKIK, LOC108077914|XP_017026943.1|DKIK	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC108075700|XP_017023713.1|DKIK, LOC108075728|XP_017023756.1|DKIK, LOC108075743|XP_017023784.1|DKIK, LOC108075742|XP_017023781.1|DKIK	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC108073340|XP_017020394.1|DKIK, LOC108073307|XP_017020354.1|DKIK	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC108070398|XP_017016338.1|DKIK, LOC108070397|XP_017016337.1|DKIK	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC108072892|XP_017019704.1|DKIK, LOC108073055|XP_017020011.1|DKIK, LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC108081028|XP_017031478.1|DKIK, LOC108085697|XP_017037898.1|DKIK	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC108082243|XP_017033071.1|DKIK	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC108072652|XP_017019373.1|DKIK	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC108070455|XP_017016425.1|DKIK	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000209	LOC108080731|XP_017031079.1|DKIK	LOC119074339|XP_037036325.1|BCOP
OG0000210	LOC108072386|XP_017018979.1|DKIK, LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK, LOC108079368|XP_017029167.1|DKIK	LOC119068545|XP_037028059.1|BCOP
