Orthogroup	DKIK.longest_only	AALB.longest_only
OG0000127	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK, LOC108084088|XP_017035601.1|DKIK	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK, LOC108082276|XP_017033096.1|DKIK, LOC108082275|XP_017033095.1|DKIK, LOC108082355|XP_017033184.1|DKIK, LOC108082628|XP_017033596.1|DKIK, LOC108075942|XP_017024077.1|DKIK, LOC108084070|XP_017035577.1|DKIK	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC108079385|XP_017029196.1|DKIK, LOC108070448|XP_017016416.1|DKIK, LOC108074574|XP_017022165.1|DKIK, LOC108081608|XP_017032316.1|DKIK, LOC108071891|XP_017018312.1|DKIK, LOC108079384|XP_017029194.1|DKIK	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC108071644|XP_017017924.1|DKIK, LOC108071629|XP_017017901.1|DKIK, LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK, LOC108084363|XP_017036025.1|DKIK	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC108075492|XP_017023441.1|DKIK	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC108076037|XP_017024186.1|DKIK, LOC108077139|XP_017025842.1|DKIK	LOC118458491|XP_035776937.1|AALB
OG0000136	LOC108084384|XP_017036065.1|DKIK, LOC108072864|XP_017019673.1|DKIK	LOC118468175|XP_035794891.1|AALB
OG0000137	LOC108079090|XP_017028805.1|DKIK, LOC108070683|XP_017016744.1|DKIK	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC108079073|XP_017028777.1|DKIK	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000140	LOC108084947|XP_017036835.1|DKIK	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC108077479|XP_017026289.1|DKIK, LOC108077557|XP_017026439.1|DKIK, LOC108077558|XP_017026440.1|DKIK, LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC108073193|XP_017020195.1|DKIK	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC108072493|XP_017019152.1|DKIK, LOC108083644|XP_017035008.1|DKIK	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC108078996|XP_017028664.1|DKIK	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC108080652|XP_017030964.1|DKIK	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC108084005|XP_017035507.1|DKIK	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC108074187|XP_017021613.1|DKIK	LOC118456472|XP_035773156.1|AALB
OG0000145	LOC108080161|XP_017030292.1|DKIK, LOC108072611|XP_017019323.1|DKIK, LOC108072579|XP_017019273.1|DKIK, LOC108072578|XP_017019272.1|DKIK	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC108077260|XP_017026015.1|DKIK	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC108085646|XP_017037825.1|DKIK, LOC108085647|XP_017037826.1|DKIK	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC108086104|XP_017038421.1|DKIK	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC108082842|XP_017033898.1|DKIK	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC108081466|XP_017032148.1|DKIK, LOC108079227|XP_017028999.1|DKIK	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC108070721|XP_017016804.1|DKIK, LOC108075504|XP_017023460.1|DKIK, LOC108070720|XP_017016803.1|DKIK, LOC108070636|XP_017016691.1|DKIK	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC108075707|XP_017023727.1|DKIK, LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK, LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK, LOC108072718|XP_017019464.1|DKIK	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK, LOC108078512|XP_017027903.1|DKIK	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC108084037|XP_017035546.1|DKIK, LOC108071493|XP_017017744.1|DKIK, LOC108071548|XP_017017814.1|DKIK	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC108083323|XP_017034554.1|DKIK	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC108080686|XP_017031009.1|DKIK, LOC108083108|XP_017034255.1|DKIK	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC108073540|XP_017020713.1|DKIK	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC108070381|XP_017016320.1|DKIK, LOC108070382|XP_017016321.1|DKIK, LOC108074971|XP_017022693.1|DKIK, LOC108081847|XP_017032576.1|DKIK, LOC108086259|XP_017038632.1|DKIK	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC108077980|XP_017027012.1|DKIK, LOC108078725|XP_017028218.1|DKIK, LOC108073848|XP_017021118.1|DKIK	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC108080902|XP_017031293.1|DKIK, LOC108080939|XP_017031334.1|DKIK, LOC108080922|XP_017031315.1|DKIK	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC108084663|XP_017036473.1|DKIK, LOC108072437|XP_017019048.1|DKIK	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC108078362|XP_017027672.1|DKIK	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC108078410|XP_017027755.1|DKIK, LOC108078364|XP_017027674.1|DKIK	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC108084557|XP_017036298.1|DKIK, LOC108084558|XP_017036302.1|DKIK	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC108079562|XP_017029391.1|DKIK, LOC108079543|XP_017029368.1|DKIK	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC108075455|XP_017023402.1|DKIK	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC108077094|XP_017025759.1|DKIK	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC108079344|XP_017029138.1|DKIK	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC108079826|XP_017029808.1|DKIK	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC108076238|XP_017024473.1|DKIK, LOC108076546|XP_017024947.1|DKIK	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC108081304|XP_017031879.1|DKIK, LOC108082140|XP_017032932.1|DKIK, LOC108078063|XP_017027117.1|DKIK	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC108077633|XP_017026536.1|DKIK	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC108077812|XP_017026819.1|DKIK, LOC108077568|XP_017026452.1|DKIK	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC108083492|XP_017034781.1|DKIK	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC108077686|XP_017026607.1|DKIK	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC108078379|XP_017027703.1|DKIK, LOC108082597|XP_017033553.1|DKIK	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC108072544|XP_017019210.1|DKIK	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC108083988|XP_017035489.1|DKIK, LOC108085564|XP_017037692.1|DKIK	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC108085450|XP_017037551.1|DKIK	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC108085449|XP_017037550.1|DKIK, LOC108083205|XP_017034399.1|DKIK	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC108079966|XP_017030020.1|DKIK, LOC108079034|XP_017028703.1|DKIK, LOC108078920|XP_017028550.1|DKIK	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC108073642|XP_017020850.1|DKIK, LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC108077885|XP_017026910.1|DKIK, LOC108076748|XP_017025231.1|DKIK	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC108078194|XP_017027358.1|DKIK, LOC108079257|XP_017029035.1|DKIK, LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC108071394|XP_017017626.1|DKIK, LOC108078894|XP_017028516.1|DKIK, LOC108079169|XP_017028908.1|DKIK	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC108075936|XP_017024064.1|DKIK	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC108083820|XP_017035261.1|DKIK	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC108076092|XP_017024300.1|DKIK	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC108080725|XP_017031068.1|DKIK, LOC108080727|XP_017031074.1|DKIK	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC108072956|XP_017019872.1|DKIK	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC108082797|XP_017033839.1|DKIK, LOC108074978|XP_017022700.1|DKIK, LOC108075138|XP_017022910.1|DKIK	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC108079564|XP_017029394.1|DKIK, LOC108079566|XP_017029397.1|DKIK, LOC108075063|XP_017022832.1|DKIK	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC108076916|XP_017025448.1|DKIK, LOC108076920|XP_017025453.1|DKIK	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC108077207|XP_017025944.1|DKIK	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC108079186|XP_017028926.1|DKIK	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC108079196|XP_017028947.1|DKIK	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC108079181|XP_017028922.1|DKIK	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC108075700|XP_017023713.1|DKIK, LOC108075728|XP_017023756.1|DKIK, LOC108075743|XP_017023784.1|DKIK, LOC108075742|XP_017023781.1|DKIK	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC108073340|XP_017020394.1|DKIK, LOC108073307|XP_017020354.1|DKIK	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC108072892|XP_017019704.1|DKIK, LOC108073055|XP_017020011.1|DKIK, LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC108081028|XP_017031478.1|DKIK, LOC108085697|XP_017037898.1|DKIK	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC108070455|XP_017016425.1|DKIK	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC108080731|XP_017031079.1|DKIK	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC108072386|XP_017018979.1|DKIK, LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK, LOC108079368|XP_017029167.1|DKIK	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC108077689|XP_017026610.1|DKIK	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC108079651|XP_017029534.1|DKIK, LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK, LOC108079542|XP_017029366.1|DKIK, LOC108075771|XP_017023818.1|DKIK	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC108073915|XP_017021201.1|DKIK, LOC108076415|XP_017024748.1|DKIK	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC108080136|XP_017030258.1|DKIK, LOC108073110|XP_017020093.1|DKIK, LOC108072153|XP_017018685.1|DKIK	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC108075115|XP_017022887.1|DKIK, LOC108075318|XP_017023213.1|DKIK, LOC108075256|XP_017023106.1|DKIK	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC108078790|XP_017028336.1|DKIK, LOC108072519|XP_017019179.1|DKIK, LOC108079143|XP_017028880.1|DKIK, LOC108079142|XP_017028879.1|DKIK	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC108076101|XP_017024312.1|DKIK	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC108080724|XP_017031066.1|DKIK, LOC108070977|XP_017017133.1|DKIK, LOC108071190|XP_017017362.1|DKIK	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC108082100|XP_017032885.1|DKIK, LOC108082102|XP_017032887.1|DKIK, LOC108082101|XP_017032886.1|DKIK	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC108080705|XP_017031031.1|DKIK, LOC108080734|XP_017031083.1|DKIK, LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC108078634|XP_017028049.1|DKIK, LOC108078618|XP_017028031.1|DKIK, LOC108078613|XP_017028025.1|DKIK	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC108081800|XP_017032522.1|DKIK, LOC108075711|XP_017023731.1|DKIK, LOC108081798|XP_017032517.1|DKIK	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000224	LOC108078338|XP_017027629.1|DKIK	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC108073187|XP_017020188.1|DKIK, LOC108073196|XP_017020200.1|DKIK, LOC108073186|XP_017020187.1|DKIK	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC108078589|XP_017027997.1|DKIK, LOC108078952|XP_017028593.1|DKIK, LOC108078795|XP_017028347.1|DKIK	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC108075515|XP_017023492.1|DKIK, LOC108086194|XP_017038545.1|DKIK	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC108083967|XP_017035462.1|DKIK, LOC108084503|XP_017036229.1|DKIK, LOC108079522|XP_017029350.1|DKIK	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC108084819|XP_017036670.1|DKIK	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC108077939|XP_017026966.1|DKIK	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC108071369|XP_017017601.1|DKIK, LOC108086088|XP_017038394.1|DKIK, LOC108086057|XP_017038364.1|DKIK	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC108073466|XP_017020595.1|DKIK, LOC108072087|XP_017018589.1|DKIK, LOC108075629|XP_017023655.1|DKIK	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC108077749|XP_017026710.1|DKIK, LOC108077562|XP_017026446.1|DKIK, LOC108077698|XP_017026629.1|DKIK	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC108081296|XP_017031872.1|DKIK, LOC108073609|XP_017020789.1|DKIK, LOC108084469|XP_017036172.1|DKIK	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC108070526|XP_017016529.1|DKIK	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC108081306|XP_017031881.1|DKIK, LOC108076212|XP_017024441.1|DKIK, LOC108072259|XP_017018816.1|DKIK, LOC108083798|XP_017035213.1|DKIK, LOC108079357|XP_017029154.1|DKIK, LOC108085506|XP_017037618.1|DKIK	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC108074777|XP_017022444.1|DKIK, LOC108074869|XP_017022575.1|DKIK, LOC108074781|XP_017022447.1|DKIK	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC108081604|XP_017032311.1|DKIK	LOC118461993|XP_035783821.1|AALB, LOC118461992|XP_035783820.1|AALB
OG0000239	LOC108081505|XP_017032212.1|DKIK, LOC108081219|XP_017031785.1|DKIK	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC108080444|XP_017030669.1|DKIK, LOC108080454|XP_017030680.1|DKIK, LOC108080483|XP_017030725.1|DKIK	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC108083050|XP_017034167.1|DKIK, LOC108075325|XP_017023219.1|DKIK, LOC108083740|XP_017035142.1|DKIK	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC108076294|XP_017024554.1|DKIK	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC108073760|XP_017021014.1|DKIK, LOC108073841|XP_017021111.1|DKIK, LOC108073761|XP_017021015.1|DKIK, LOC108074009|XP_017021360.1|DKIK, LOC108073995|XP_017021337.1|DKIK	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC108071937|XP_017018391.1|DKIK	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC108079637|XP_017029512.1|DKIK, LOC108079636|XP_017029511.1|DKIK, LOC108079527|XP_017029353.1|DKIK	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC108077217|XP_017025961.1|DKIK, LOC108077227|XP_017025974.1|DKIK, LOC108077296|XP_017026064.1|DKIK	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC108079280|XP_017029065.1|DKIK, LOC108070772|XP_017016860.1|DKIK, LOC108077502|XP_017026320.1|DKIK	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC108074697|XP_017022327.1|DKIK	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC108082489|XP_017033392.1|DKIK, LOC108082589|XP_017033541.1|DKIK	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC108082626|XP_017033595.1|DKIK	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC108081381|XP_017032027.1|DKIK, LOC108081380|XP_017032026.1|DKIK	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC108081794|XP_017032509.1|DKIK	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC108082318|XP_017033137.1|DKIK	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC108085934|XP_017038202.1|DKIK, LOC108085920|XP_017038184.1|DKIK, LOC108085319|XP_017037363.1|DKIK	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC108073743|XP_017020995.1|DKIK, LOC108073671|XP_017020886.1|DKIK	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC108070643|XP_017016700.1|DKIK, LOC108070637|XP_017016692.1|DKIK	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC108071277|XP_017017458.1|DKIK	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC108073190|XP_017020191.1|DKIK	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC108076210|XP_017024437.1|DKIK	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC108082245|XP_017033074.1|DKIK, LOC108070856|XP_017016976.1|DKIK	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC108070586|XP_017016631.1|DKIK	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC108079937|XP_017029970.1|DKIK	LOC118459703|XP_035779238.1|AALB
OG0000272	LOC108072385|XP_017018983.1|DKIK	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC108081046|XP_017031505.1|DKIK, LOC108077044|XP_017025666.1|DKIK, LOC108077753|XP_017026715.1|DKIK	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC108077546|XP_017026427.1|DKIK, LOC108077549|XP_017026430.1|DKIK	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC108083747|XP_017035152.1|DKIK, LOC108083748|XP_017035153.1|DKIK, LOC108083645|XP_017035005.1|DKIK	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC108079108|XP_017028835.1|DKIK, LOC108076576|XP_017024978.1|DKIK, LOC108085220|XP_017037240.1|DKIK	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC108073266|XP_017020312.1|DKIK	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC108082387|XP_017033219.1|DKIK	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC108084994|XP_017036909.1|DKIK	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC108075930|XP_017024057.1|DKIK	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC108075953|XP_017024088.1|DKIK	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC108082613|XP_017033582.1|DKIK	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC108077952|XP_017026981.1|DKIK	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC108070424|XP_017016368.1|DKIK	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC108080970|XP_017031372.1|DKIK, LOC108077233|XP_017025980.1|DKIK, LOC108080907|XP_017031300.1|DKIK	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC108075867|XP_017023958.1|DKIK	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC108075232|XP_017023074.1|DKIK	LOC118461686|XP_035783177.1|AALB
OG0000296	LOC108081851|XP_017032581.1|DKIK, LOC108079091|XP_017028806.1|DKIK, LOC108078406|XP_017027752.1|DKIK	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC108074087|XP_017021458.1|DKIK, LOC108074108|XP_017021494.1|DKIK, LOC108074100|XP_017021484.1|DKIK	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC108082627|XP_017033598.1|DKIK	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC108079664|XP_017029550.1|DKIK	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC108085812|XP_017038051.1|DKIK, LOC108085813|XP_017038052.1|DKIK	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC108073832|XP_017021100.1|DKIK, LOC108082962|XP_017034073.1|DKIK, LOC108079673|XP_017029560.1|DKIK	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC108085056|XP_017037005.1|DKIK, LOC108084904|XP_017036788.1|DKIK	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC108082983|XP_017034094.1|DKIK	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC108072241|XP_017018791.1|DKIK, LOC108072394|XP_017018990.1|DKIK, LOC108084476|XP_017036185.1|DKIK	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC108084833|XP_017036688.1|DKIK	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC108083682|XP_017035048.1|DKIK	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC108071755|XP_017018069.1|DKIK, LOC108072532|XP_017019195.1|DKIK, LOC108072535|XP_017019197.1|DKIK	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC108083694|XP_017035069.1|DKIK, LOC108071302|XP_017017497.1|DKIK, LOC108080140|XP_017030263.1|DKIK	LOC118457548|XP_035775107.1|AALB
