Orthogroup	DKIK.longest_only	CQUI.longest_only
OG0000087	LOC108081995|XP_017032728.1|DKIK	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI
OG0000087	LOC108077379|XP_017026162.1|DKIK, LOC108081987|XP_017032714.1|DKIK	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI
OG0000088	LOC108076386|XP_017024698.1|DKIK	LOC6043654|XP_038106206.1|CQUI
OG0000088	LOC108085237|XP_017037265.1|DKIK, LOC108073869|XP_017021143.1|DKIK, LOC108076406|XP_017024734.1|DKIK, LOC108073878|XP_017021152.1|DKIK	LOC119768033|XP_038114253.1|CQUI
OG0000089	LOC108081135|XP_017031645.1|DKIK	LOC6051513|XP_001867948.1|CQUI
OG0000089	LOC108075612|XP_017023634.1|DKIK	LOC6044343|XP_001861873.1|CQUI
OG0000089	LOC108078680|XP_017028115.1|DKIK	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK, LOC108077947|XP_017026974.1|DKIK, LOC108078973|XP_017028631.1|DKIK, LOC108071532|XP_017017793.1|DKIK	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	LOC108075739|XP_017023776.1|DKIK	LOC6037334|XP_038105758.1|CQUI
OG0000091	LOC108082079|XP_017032861.1|DKIK, LOC108081166|XP_017031709.1|DKIK, LOC108081243|XP_017031811.1|DKIK	LOC6034718|XP_038115256.1|CQUI
OG0000093	LOC108079645|XP_017029525.1|DKIK	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC108071561|XP_017017831.1|DKIK, LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	LOC108077716|XP_017026656.1|DKIK	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC108083422|XP_017034666.1|DKIK	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC108083700|XP_017035084.1|DKIK, LOC108083701|XP_017035085.1|DKIK, LOC108083696|XP_017035073.1|DKIK, LOC108083702|XP_017035086.1|DKIK	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC108073007|XP_017019952.1|DKIK	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC108078325|XP_017027613.1|DKIK	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK, LOC108071951|XP_017018407.1|DKIK, LOC108072142|XP_017018672.1|DKIK	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC108082132|XP_017032923.1|DKIK, LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC108084017|XP_017035519.1|DKIK, LOC108080884|XP_017031275.1|DKIK, LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC108077298|XP_017026067.1|DKIK	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC108078140|XP_017027262.1|DKIK, LOC108078152|XP_017027292.1|DKIK, LOC108078144|XP_017027276.1|DKIK, LOC108078161|XP_017027305.1|DKIK	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC108082105|XP_017032890.1|DKIK, LOC108082108|XP_017032897.1|DKIK	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC108085943|XP_017038219.1|DKIK, LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC108070647|XP_017016704.1|DKIK, LOC108083778|XP_017035191.1|DKIK	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000117	LOC108085279|XP_017037320.1|DKIK, LOC108085280|XP_017037321.1|DKIK, LOC108085261|XP_017037300.1|DKIK	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK, LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK, LOC108084013|XP_017035515.1|DKIK, LOC108084109|XP_017035624.1|DKIK	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC108076008|XP_017024152.1|DKIK	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC108073105|XP_017020084.1|DKIK	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC108077894|XP_017026921.1|DKIK, LOC108071718|XP_017018030.1|DKIK, LOC108077632|XP_017026534.1|DKIK, LOC108077631|XP_017026533.1|DKIK, LOC108077895|XP_017026922.1|DKIK, LOC108077893|XP_017026919.1|DKIK	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC108074529|XP_017022095.1|DKIK, LOC108074147|XP_017021535.1|DKIK, LOC108078069|XP_017027122.1|DKIK, LOC108086046|XP_017038354.1|DKIK	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC108076393|XP_017024719.1|DKIK, LOC108084539|XP_017036265.1|DKIK, LOC108080453|XP_017030679.1|DKIK, LOC108080459|XP_017030684.1|DKIK	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC108076347|XP_017024629.1|DKIK, LOC108078503|XP_017027891.1|DKIK, LOC108078504|XP_017027895.1|DKIK	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC108083937|XP_017035432.1|DKIK	LOC6045001|XP_038105443.1|CQUI
OG0000127	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK, LOC108084088|XP_017035601.1|DKIK	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK, LOC108082276|XP_017033096.1|DKIK, LOC108082275|XP_017033095.1|DKIK, LOC108082355|XP_017033184.1|DKIK, LOC108082628|XP_017033596.1|DKIK, LOC108075942|XP_017024077.1|DKIK, LOC108084070|XP_017035577.1|DKIK	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC108079385|XP_017029196.1|DKIK, LOC108070448|XP_017016416.1|DKIK, LOC108074574|XP_017022165.1|DKIK, LOC108081608|XP_017032316.1|DKIK, LOC108071891|XP_017018312.1|DKIK, LOC108079384|XP_017029194.1|DKIK	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC108071644|XP_017017924.1|DKIK, LOC108071629|XP_017017901.1|DKIK, LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK, LOC108084363|XP_017036025.1|DKIK	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000134	LOC108075492|XP_017023441.1|DKIK	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC108077139|XP_017025842.1|DKIK	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC108079090|XP_017028805.1|DKIK, LOC108070683|XP_017016744.1|DKIK	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC108079073|XP_017028777.1|DKIK	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000139	LOC108077394|XP_017026177.1|DKIK, LOC108078200|XP_017027373.1|DKIK, LOC108076965|XP_017025505.1|DKIK	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC108084947|XP_017036835.1|DKIK	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC108077479|XP_017026289.1|DKIK, LOC108077557|XP_017026439.1|DKIK, LOC108077558|XP_017026440.1|DKIK, LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC108073193|XP_017020195.1|DKIK	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC108072493|XP_017019152.1|DKIK, LOC108083644|XP_017035008.1|DKIK	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC108078996|XP_017028664.1|DKIK	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC108080652|XP_017030964.1|DKIK	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC108084005|XP_017035507.1|DKIK	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC108074187|XP_017021613.1|DKIK	LOC6039460|XP_038119712.1|CQUI
OG0000145	LOC108080161|XP_017030292.1|DKIK, LOC108072611|XP_017019323.1|DKIK, LOC108072579|XP_017019273.1|DKIK, LOC108072578|XP_017019272.1|DKIK	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC108077260|XP_017026015.1|DKIK	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC108085646|XP_017037825.1|DKIK, LOC108085647|XP_017037826.1|DKIK	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC108086104|XP_017038421.1|DKIK	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC108082842|XP_017033898.1|DKIK	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC108081466|XP_017032148.1|DKIK, LOC108079227|XP_017028999.1|DKIK	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC108070721|XP_017016804.1|DKIK, LOC108075504|XP_017023460.1|DKIK, LOC108070720|XP_017016803.1|DKIK, LOC108070636|XP_017016691.1|DKIK	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC108075707|XP_017023727.1|DKIK, LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK, LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK, LOC108072718|XP_017019464.1|DKIK	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC108078113|XP_017027210.1|DKIK, LOC108078122|XP_017027238.1|DKIK, LOC108078116|XP_017027224.1|DKIK	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK, LOC108078512|XP_017027903.1|DKIK	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC108084037|XP_017035546.1|DKIK, LOC108071493|XP_017017744.1|DKIK, LOC108071548|XP_017017814.1|DKIK	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC108083323|XP_017034554.1|DKIK	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC108080686|XP_017031009.1|DKIK, LOC108083108|XP_017034255.1|DKIK	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC108073540|XP_017020713.1|DKIK	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC108070381|XP_017016320.1|DKIK, LOC108070382|XP_017016321.1|DKIK, LOC108074971|XP_017022693.1|DKIK, LOC108081847|XP_017032576.1|DKIK, LOC108086259|XP_017038632.1|DKIK	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC108077980|XP_017027012.1|DKIK, LOC108078725|XP_017028218.1|DKIK, LOC108073848|XP_017021118.1|DKIK	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC108084663|XP_017036473.1|DKIK, LOC108072437|XP_017019048.1|DKIK	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC108078410|XP_017027755.1|DKIK, LOC108078364|XP_017027674.1|DKIK	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC108084557|XP_017036298.1|DKIK, LOC108084558|XP_017036302.1|DKIK	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC108078733|XP_017028224.1|DKIK, LOC108085703|XP_017037906.1|DKIK	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC108079562|XP_017029391.1|DKIK, LOC108079543|XP_017029368.1|DKIK	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC108075455|XP_017023402.1|DKIK	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC108077094|XP_017025759.1|DKIK	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC108079344|XP_017029138.1|DKIK	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC108079826|XP_017029808.1|DKIK	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC108076238|XP_017024473.1|DKIK, LOC108076546|XP_017024947.1|DKIK	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC108081304|XP_017031879.1|DKIK, LOC108082140|XP_017032932.1|DKIK, LOC108078063|XP_017027117.1|DKIK	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC108077633|XP_017026536.1|DKIK	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC108077812|XP_017026819.1|DKIK, LOC108077568|XP_017026452.1|DKIK	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC108083492|XP_017034781.1|DKIK	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC108077686|XP_017026607.1|DKIK	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC108080090|XP_017030191.1|DKIK	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC108078379|XP_017027703.1|DKIK, LOC108082597|XP_017033553.1|DKIK	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC108072544|XP_017019210.1|DKIK	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC108083988|XP_017035489.1|DKIK, LOC108085564|XP_017037692.1|DKIK	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC108085450|XP_017037551.1|DKIK	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC108085449|XP_017037550.1|DKIK, LOC108083205|XP_017034399.1|DKIK	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC108079966|XP_017030020.1|DKIK, LOC108079034|XP_017028703.1|DKIK, LOC108078920|XP_017028550.1|DKIK	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC108073642|XP_017020850.1|DKIK, LOC108073612|XP_017020793.1|DKIK, LOC108073641|XP_017020849.1|DKIK	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC108077885|XP_017026910.1|DKIK, LOC108076748|XP_017025231.1|DKIK	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC108078194|XP_017027358.1|DKIK, LOC108079257|XP_017029035.1|DKIK, LOC108085246|XP_017037280.1|DKIK, LOC108079263|XP_017029043.1|DKIK	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC108071394|XP_017017626.1|DKIK, LOC108078894|XP_017028516.1|DKIK, LOC108079169|XP_017028908.1|DKIK	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC108075936|XP_017024064.1|DKIK	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC108083820|XP_017035261.1|DKIK	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC108076092|XP_017024300.1|DKIK	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC108080725|XP_017031068.1|DKIK, LOC108080727|XP_017031074.1|DKIK	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC108082797|XP_017033839.1|DKIK, LOC108074978|XP_017022700.1|DKIK, LOC108075138|XP_017022910.1|DKIK	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC108079564|XP_017029394.1|DKIK, LOC108079566|XP_017029397.1|DKIK, LOC108075063|XP_017022832.1|DKIK	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000194	LOC108074647|XP_017022251.1|DKIK, LOC108074648|XP_017022252.1|DKIK, LOC108074646|XP_017022250.1|DKIK, LOC108074631|XP_017022235.1|DKIK	LOC119767854|XP_038113466.1|CQUI
OG0000195	LOC108076533|XP_017024933.1|DKIK	LOC6041450|XP_001850708.2|CQUI
OG0000195	LOC108076001|XP_017024144.1|DKIK, LOC108082616|XP_017033585.1|DKIK	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC108076916|XP_017025448.1|DKIK, LOC108076920|XP_017025453.1|DKIK	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC108077207|XP_017025944.1|DKIK	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC108079186|XP_017028926.1|DKIK	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC108079196|XP_017028947.1|DKIK	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC108079181|XP_017028922.1|DKIK	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC108075700|XP_017023713.1|DKIK, LOC108075728|XP_017023756.1|DKIK, LOC108075743|XP_017023784.1|DKIK, LOC108075742|XP_017023781.1|DKIK	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC108073340|XP_017020394.1|DKIK, LOC108073307|XP_017020354.1|DKIK	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC108083225|XP_017034425.1|DKIK	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC108072892|XP_017019704.1|DKIK, LOC108073055|XP_017020011.1|DKIK, LOC108073050|XP_017020004.1|DKIK, LOC108073051|XP_017020005.1|DKIK	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC108081028|XP_017031478.1|DKIK, LOC108085697|XP_017037898.1|DKIK	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC108072239|XP_017018789.1|DKIK	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC108072372|XP_017018961.1|DKIK	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC108070455|XP_017016425.1|DKIK	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000209	LOC108080731|XP_017031079.1|DKIK	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI
OG0000210	LOC108072386|XP_017018979.1|DKIK, LOC108086049|XP_017038357.1|DKIK, LOC108086052|XP_017038359.1|DKIK, LOC108086053|XP_017038360.1|DKIK, LOC108075772|XP_017023820.1|DKIK, LOC108076881|XP_017025400.1|DKIK, LOC108086051|XP_017038358.1|DKIK, LOC108079368|XP_017029167.1|DKIK	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
OG0000211	LOC108077689|XP_017026610.1|DKIK	LOC6047469|XP_001864523.2|CQUI
OG0000212	LOC108079651|XP_017029534.1|DKIK, LOC108073630|XP_017020821.1|DKIK, LOC108073632|XP_017020828.1|DKIK, LOC108079542|XP_017029366.1|DKIK, LOC108075771|XP_017023818.1|DKIK	LOC6033117|XP_038106489.1|CQUI
OG0000213	LOC108073915|XP_017021201.1|DKIK, LOC108076415|XP_017024748.1|DKIK	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	LOC108080136|XP_017030258.1|DKIK, LOC108073110|XP_017020093.1|DKIK, LOC108072153|XP_017018685.1|DKIK	LOC6040777|XP_038112879.1|CQUI
OG0000215	LOC108075115|XP_017022887.1|DKIK, LOC108075318|XP_017023213.1|DKIK, LOC108075256|XP_017023106.1|DKIK	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	LOC108078790|XP_017028336.1|DKIK, LOC108072519|XP_017019179.1|DKIK, LOC108079143|XP_017028880.1|DKIK, LOC108079142|XP_017028879.1|DKIK	LOC6031177|XP_001842020.2|CQUI
OG0000217	LOC108076101|XP_017024312.1|DKIK	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI
OG0000217	LOC108080724|XP_017031066.1|DKIK, LOC108070977|XP_017017133.1|DKIK, LOC108071190|XP_017017362.1|DKIK	LOC6035862|XP_038110287.1|CQUI
OG0000219	LOC108080705|XP_017031031.1|DKIK, LOC108080734|XP_017031083.1|DKIK, LOC108082386|XP_017033218.1|DKIK, LOC108080738|XP_017031087.1|DKIK	LOC6043970|XP_038118955.1|CQUI
OG0000220	LOC108078634|XP_017028049.1|DKIK, LOC108078618|XP_017028031.1|DKIK, LOC108078613|XP_017028025.1|DKIK	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
