Orthogroup	BCOP.longest_only	DBIA.longest_only
OG0000077	LOC119076378|XP_037038990.1|BCOP	LOC108032098|XP_016961415.1|DBIA
OG0000077	LOC119071068|XP_037031598.1|BCOP	LOC108026817|XP_016953471.1|DBIA
OG0000077	LOC119069760|XP_037029786.1|BCOP	LOC108024645|XP_016950184.1|DBIA
OG0000078	LOC119072413|XP_037033522.1|BCOP	LOC108026559|XP_016952999.1|DBIA, LOC108030890|XP_016959551.1|DBIA, LOC108027078|XP_016953782.1|DBIA, LOC108027590|XP_016954597.1|DBIA, LOC108023624|XP_016948723.1|DBIA
OG0000079	LOC119073294|XP_037034574.1|BCOP	LOC108029252|XP_016956936.1|DBIA, LOC108029253|XP_016956937.1|DBIA, LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA, LOC108029014|XP_016956549.1|DBIA
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA, LOC108036474|XP_016968140.1|DBIA
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC108026719|XP_016953316.1|DBIA, LOC108032144|XP_016961473.1|DBIA, LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC108034224|XP_016964555.1|DBIA, LOC108036802|XP_016968638.1|DBIA, LOC108036697|XP_016968476.1|DBIA, LOC108036696|XP_016968475.1|DBIA
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC108034049|XP_016964289.1|DBIA
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC108029487|XP_016957244.1|DBIA
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC108030036|XP_016958096.1|DBIA
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC108026716|XP_016953312.1|DBIA
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC108033838|XP_016963957.1|DBIA
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC108032464|XP_016961778.1|DBIA, LOC108033704|XP_016963704.1|DBIA
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC108030164|XP_016958382.1|DBIA
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC108029008|XP_016956541.1|DBIA, LOC108028140|XP_016955285.1|DBIA, LOC108036273|XP_016967772.1|DBIA, LOC108028134|XP_016955279.1|DBIA
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC108027303|XP_016954184.1|DBIA, LOC108027149|XP_016953860.1|DBIA
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC108031913|XP_016961170.1|DBIA
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC108034931|XP_016965678.1|DBIA
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC108036323|XP_016967826.1|DBIA, LOC108036321|XP_016967823.1|DBIA, LOC108035651|XP_016966846.1|DBIA, LOC108029154|XP_016956781.1|DBIA
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC108026296|XP_016952657.1|DBIA
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC108034140|XP_016964423.1|DBIA, LOC108024396|XP_016949800.1|DBIA, LOC108025529|XP_016951546.1|DBIA
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC108026462|XP_016952892.1|DBIA, LOC108026448|XP_016952876.1|DBIA, LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC108036087|XP_016967526.1|DBIA
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC108024087|XP_016949351.1|DBIA, LOC108022062|XP_016946396.1|DBIA
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC108023730|XP_016948856.1|DBIA
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC108034459|XP_016964832.1|DBIA, LOC108027023|XP_016953706.1|DBIA
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC108034354|XP_016964729.1|DBIA, LOC108032607|XP_016962024.1|DBIA, LOC108024684|XP_016950250.1|DBIA, LOC108032371|XP_016961681.1|DBIA
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC108023646|XP_016948752.1|DBIA, LOC108023446|XP_016948427.1|DBIA
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC108023711|XP_016948830.1|DBIA
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC108035923|XP_016967190.1|DBIA, LOC108035925|XP_016967202.1|DBIA
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC108022873|XP_016947552.1|DBIA
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC108026512|XP_016952947.1|DBIA
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA, LOC108028436|XP_016955755.1|DBIA, LOC108022796|XP_016947418.1|DBIA
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC108035283|XP_016966339.1|DBIA
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC108032687|XP_016962152.1|DBIA, LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA, LOC108031026|XP_016959715.1|DBIA, LOC108031245|XP_016959970.1|DBIA, LOC108031263|XP_016959991.1|DBIA
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC108033291|XP_016963046.1|DBIA, LOC108034262|XP_016964608.1|DBIA
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC108028113|XP_016955251.1|DBIA, LOC108028807|XP_016956281.1|DBIA, LOC108028040|XP_016955167.1|DBIA, LOC108028752|XP_016956212.1|DBIA
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC108026543|XP_016952982.1|DBIA, LOC108026931|XP_016953634.1|DBIA
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC108033114|XP_016962807.1|DBIA, LOC108023899|XP_016949074.1|DBIA, LOC108034036|XP_016964270.1|DBIA, LOC108027444|XP_016954385.1|DBIA, LOC108033272|XP_016963026.1|DBIA
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC108032547|XP_016961914.1|DBIA, LOC108032549|XP_016961915.1|DBIA, LOC108032550|XP_016961916.1|DBIA, LOC108032552|XP_016961919.1|DBIA
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA, LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA, LOC108031272|XP_016960002.1|DBIA, LOC108031192|XP_016959902.1|DBIA
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC108023244|XP_016948011.1|DBIA
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC108030087|XP_016958214.1|DBIA
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC108032496|XP_016961805.1|DBIA, LOC108023300|XP_016948090.1|DBIA, LOC108036632|XP_016968395.1|DBIA, LOC108029050|XP_016956602.1|DBIA
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC108022341|XP_016946693.1|DBIA, LOC108023693|XP_016948810.1|DBIA, LOC108027082|XP_016953785.1|DBIA, LOC108027106|XP_016953813.1|DBIA, LOC108027083|XP_016953787.1|DBIA
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC108025392|XP_016951356.1|DBIA
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC108024815|XP_016950433.1|DBIA
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC108021876|XP_016946157.1|DBIA, LOC108021888|XP_016946169.1|DBIA, LOC108021886|XP_016946167.1|DBIA, LOC108025016|XP_016950761.1|DBIA, LOC108028993|XP_016956523.1|DBIA
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA, LOC108027452|XP_016954393.1|DBIA, LOC108027034|XP_016953720.1|DBIA
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC108023412|XP_016948359.1|DBIA, LOC108028100|XP_016955236.1|DBIA, LOC108034826|XP_016965429.1|DBIA, LOC108023411|XP_016948357.1|DBIA
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC108024454|XP_016949864.1|DBIA
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA, LOC108025160|XP_016950929.1|DBIA
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC108031841|XP_016961080.1|DBIA
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC108034196|XP_016964513.1|DBIA
OG0000136	LOC119080269|XP_037044424.1|BCOP	LOC108030929|XP_016959612.1|DBIA
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC108027255|XP_016954103.1|DBIA
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC108028330|XP_016955559.1|DBIA
OG0000137	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP	LOC108021953|XP_016946274.1|DBIA, LOC108023165|XP_016947895.1|DBIA
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC108032199|XP_016961546.1|DBIA, LOC108032198|XP_016961543.1|DBIA, LOC108032221|XP_016961573.1|DBIA, LOC108032211|XP_016961561.1|DBIA, LOC108032223|XP_016961574.1|DBIA
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC108025043|XP_016950788.1|DBIA
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC108035147|XP_016966079.1|DBIA, LOC108035148|XP_016966080.1|DBIA
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC108026100|XP_016952288.1|DBIA
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC108032915|XP_016962471.1|DBIA
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC108033124|XP_016962829.1|DBIA
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC108028495|XP_016955860.1|DBIA
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC108028497|XP_016955861.1|DBIA
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC108031834|XP_016961066.1|DBIA
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC108025875|XP_016952038.1|DBIA
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC108027597|XP_016954605.1|DBIA, LOC108034972|XP_016965780.1|DBIA, LOC108034447|XP_016964824.1|DBIA, LOC108034436|XP_016964813.1|DBIA
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC108034317|XP_016964676.1|DBIA
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC108027404|XP_016954331.1|DBIA, LOC108027405|XP_016954333.1|DBIA
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC108028951|XP_016956479.1|DBIA
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC108032365|XP_016961667.1|DBIA
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC108032390|XP_016961701.1|DBIA, LOC108025773|XP_016951860.1|DBIA
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC108026369|XP_016952778.1|DBIA, LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA, LOC108026064|XP_016952248.1|DBIA
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA, LOC108034901|XP_016965616.1|DBIA
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC108028198|XP_016955347.1|DBIA, LOC108028194|XP_016955343.1|DBIA, LOC108028164|XP_016955313.1|DBIA
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA, LOC108029406|XP_016957128.1|DBIA
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC108029726|XP_016957696.1|DBIA, LOC108028216|XP_016955369.1|DBIA, LOC108028229|XP_016955384.1|DBIA
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC108030879|XP_016959525.1|DBIA
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC108028558|XP_016955951.1|DBIA
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC108031910|XP_016961167.1|DBIA, LOC108031925|XP_016961192.1|DBIA
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA, LOC108027861|XP_016954951.1|DBIA
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC108033162|XP_016962883.1|DBIA, LOC108034398|XP_016964769.1|DBIA
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC108022776|XP_016947379.1|DBIA
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC108022183|XP_016946523.1|DBIA, LOC108022182|XP_016946522.1|DBIA
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC108027716|XP_016954760.1|DBIA, LOC108028514|XP_016955888.1|DBIA, LOC108028386|XP_016955691.1|DBIA, LOC108027871|XP_016954979.1|DBIA
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC108026158|XP_016952382.1|DBIA
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC108028466|XP_016955816.1|DBIA, LOC108032033|XP_016961334.1|DBIA
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC108034111|XP_016964378.1|DBIA, LOC108034110|XP_016964377.1|DBIA
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC108033635|XP_016963542.1|DBIA
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC108032501|XP_016961815.1|DBIA
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC108024170|XP_016949475.1|DBIA
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC108034553|XP_016964970.1|DBIA, LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA, LOC108026725|XP_016953325.1|DBIA
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC108024690|XP_016950256.1|DBIA
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC108025020|XP_016950765.1|DBIA, LOC108025019|XP_016950764.1|DBIA, LOC108025301|XP_016951185.1|DBIA
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC108025819|XP_016951960.1|DBIA
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC108024708|XP_016950288.1|DBIA
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC108034960|XP_016965755.1|DBIA
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC108036576|XP_016968317.1|DBIA, LOC108022792|XP_016947410.1|DBIA
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC108029190|XP_016956852.1|DBIA
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC108024973|XP_016950705.1|DBIA
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC108027222|XP_016954039.1|DBIA
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC108027221|XP_016954038.1|DBIA, LOC108027033|XP_016953719.1|DBIA
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC108024098|XP_016949362.1|DBIA, LOC108024392|XP_016949792.1|DBIA, LOC108028157|XP_016955305.1|DBIA, LOC108030920|XP_016959607.1|DBIA
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC108033641|XP_016963563.1|DBIA, LOC108033749|XP_016963809.1|DBIA
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC108029021|XP_016956556.1|DBIA, LOC108029530|XP_016957321.1|DBIA, LOC108026035|XP_016952216.1|DBIA, LOC108029531|XP_016957322.1|DBIA
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC108025899|XP_016952070.1|DBIA, LOC108025761|XP_016951845.1|DBIA
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC108023791|XP_016948919.1|DBIA
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC108031864|XP_016961107.1|DBIA, LOC108025728|XP_016951795.1|DBIA, LOC108025627|XP_016951652.1|DBIA
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC108027777|XP_016954829.1|DBIA
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC108023377|XP_016948269.1|DBIA
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC108024635|XP_016950169.1|DBIA
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC108030249|XP_016958550.1|DBIA, LOC108029951|XP_016957942.1|DBIA
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC108025181|XP_016950979.1|DBIA, LOC108028235|XP_016955389.1|DBIA, LOC108027990|XP_016955105.1|DBIA
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC108029279|XP_016956966.1|DBIA, LOC108028995|XP_016956526.1|DBIA, LOC108034791|XP_016965264.1|DBIA
OG0000195	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP	LOC108022956|XP_016947662.1|DBIA
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC108034159|XP_016964452.1|DBIA
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC108025839|XP_016951990.1|DBIA
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC108025956|XP_016952148.1|DBIA
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC108025814|XP_016951955.1|DBIA
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC108029335|XP_016957016.1|DBIA, LOC108029336|XP_016957017.1|DBIA, LOC108029971|XP_016957966.1|DBIA, LOC108030007|XP_016958012.1|DBIA, LOC108029885|XP_016957865.1|DBIA
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC108026352|XP_016952748.1|DBIA, LOC108026351|XP_016952746.1|DBIA, LOC108026236|XP_016952560.1|DBIA, LOC108026440|XP_016952866.1|DBIA, LOC108026394|XP_016952805.1|DBIA
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC108031002|XP_016959692.1|DBIA, LOC108032235|XP_016961586.1|DBIA
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC108025484|XP_016951491.1|DBIA
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC108028145|XP_016955291.1|DBIA, LOC108028170|XP_016955320.1|DBIA
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC108022280|XP_016946628.1|DBIA, LOC108022958|XP_016947664.1|DBIA, LOC108023024|XP_016947746.1|DBIA
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC108026184|XP_016952462.1|DBIA, LOC108031690|XP_016960828.1|DBIA
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC108022162|XP_016946495.1|DBIA
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC108034269|XP_016964617.1|DBIA
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC108023096|XP_016947846.1|DBIA
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC108034562|XP_016964980.1|DBIA, LOC108034527|XP_016964942.1|DBIA
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC108030692|XP_016959216.1|DBIA
OG0000209	LOC119074339|XP_037036325.1|BCOP	LOC108034614|XP_016965037.1|DBIA, LOC108036709|XP_016968496.1|DBIA, LOC108036046|XP_016967476.1|DBIA, LOC108029191|XP_016956856.1|DBIA, LOC108036070|XP_016967504.1|DBIA, LOC108036078|XP_016967514.1|DBIA, LOC108036072|XP_016967508.1|DBIA, LOC108036073|XP_016967509.1|DBIA, LOC108036071|XP_016967506.1|DBIA, LOC108033409|XP_016963220.1|DBIA, LOC108029882|XP_016957861.1|DBIA
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC108023033|XP_016947761.1|DBIA, LOC108032333|XP_016961633.1|DBIA, LOC108028855|XP_016956330.1|DBIA
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC108028727|XP_016956177.1|DBIA
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC108027188|XP_016953977.1|DBIA
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC108033998|XP_016964215.1|DBIA, LOC108033747|XP_016963800.1|DBIA, LOC108022675|XP_016947234.1|DBIA, LOC108032801|XP_016962296.1|DBIA
