Orthogroup	BCOP.longest_only	DNOV.longest_only
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC115760531|XP_030557814.1|DNOV, LOC115771876|XP_030573620.1|DNOV, LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC115771570|XP_030573183.1|DNOV
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC115759698|XP_030556562.1|DNOV
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC115764646|XP_030563684.1|DNOV
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC115759965|XP_030556974.1|DNOV
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC115763574|XP_030562052.1|DNOV, LOC115763556|XP_030562035.1|DNOV
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC115758292|XP_030554718.1|DNOV
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC115758633|XP_030555227.1|DNOV, LOC115766362|XP_030566125.1|DNOV, LOC115769943|XP_030570850.1|DNOV, LOC115766373|XP_030566137.1|DNOV
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC115760358|XP_030557507.1|DNOV
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC115758299|XP_030554725.1|DNOV, LOC115758298|XP_030554724.1|DNOV, LOC115765820|XP_030565404.1|DNOV, LOC115766045|XP_030565682.1|DNOV, LOC115769503|XP_030570188.1|DNOV
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC115759049|XP_030555733.1|DNOV, LOC115761273|XP_030558848.1|DNOV, LOC115761272|XP_030558847.1|DNOV
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC115766069|XP_030565732.1|DNOV, LOC115766167|XP_030565870.1|DNOV, LOC115766082|XP_030565748.1|DNOV
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC115758323|XP_030554750.1|DNOV
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC115767804|XP_030567996.1|DNOV
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC115770336|XP_030571434.1|DNOV, LOC115761783|XP_030559578.1|DNOV, LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC115761336|XP_030558933.1|DNOV, LOC115761351|XP_030558956.1|DNOV, LOC115761323|XP_030558916.1|DNOV, LOC115759222|XP_030555977.1|DNOV
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC115758025|XP_030554389.1|DNOV
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC115768874|XP_030569441.1|DNOV
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC115769895|XP_030570771.1|DNOV, LOC115769419|XP_030570087.1|DNOV, LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV, LOC115769861|XP_030570719.1|DNOV, LOC115769416|XP_030570083.1|DNOV, LOC115769860|XP_030570709.1|DNOV
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC115764983|XP_030564174.1|DNOV
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV, LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC115762610|XP_030560765.1|DNOV
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC115763001|XP_030561251.1|DNOV, LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC115763410|XP_030561820.1|DNOV, LOC115766038|XP_030565668.1|DNOV, LOC115766116|XP_030565797.1|DNOV
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC115771207|XP_030572667.1|DNOV, LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV, LOC115771159|XP_030572591.1|DNOV
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC115767450|XP_030567608.1|DNOV, LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC115769301|XP_030569889.1|DNOV, LOC115769303|XP_030569891.1|DNOV, LOC115769305|XP_030569893.1|DNOV, LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC115758561|XP_030555129.1|DNOV, LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV, LOC115761429|XP_030559055.1|DNOV
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC115768766|XP_030569316.1|DNOV
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC115765330|XP_030564696.1|DNOV
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC115763181|XP_030561499.1|DNOV, LOC115767044|XP_030567034.1|DNOV, LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC115771741|XP_030573428.1|DNOV
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC115761248|XP_030558810.1|DNOV
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV, LOC115761374|XP_030558985.1|DNOV
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC115768023|XP_030568300.1|DNOV, LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC115761671|XP_030559382.1|DNOV
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC115759801|XP_030556744.1|DNOV
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC115771032|XP_030572427.1|DNOV
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC115759568|XP_030556393.1|DNOV, LOC115759565|XP_030556391.1|DNOV, LOC115759562|XP_030556388.1|DNOV, LOC115759563|XP_030556389.1|DNOV, LOC115759564|XP_030556390.1|DNOV
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC115769511|XP_030570205.1|DNOV
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC115769830|XP_030570664.1|DNOV
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC115765151|XP_030564416.1|DNOV
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC115759963|XP_030556972.1|DNOV
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC115759976|XP_030556989.1|DNOV
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC115763251|XP_030561588.1|DNOV
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC115766606|XP_030566453.1|DNOV, LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC115771513|XP_030573108.1|DNOV
OG0000159	LOC119077378|XP_037040467.1|BCOP	LOC115771555|XP_030573161.1|DNOV
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC115769762|XP_030570577.1|DNOV
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV, LOC115765477|XP_030564918.1|DNOV
OG0000164	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP	LOC115766229|XP_030565951.1|DNOV, LOC115771572|XP_030573186.1|DNOV, LOC115769302|XP_030569894.1|DNOV, LOC115763122|XP_030561428.1|DNOV
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC115767822|XP_030568021.1|DNOV, LOC115763724|XP_030562278.1|DNOV
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC115760996|XP_030558467.1|DNOV
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC115758455|XP_030554986.1|DNOV, LOC115763053|XP_030561342.1|DNOV
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC115771223|XP_030572683.1|DNOV, LOC115771086|XP_030572499.1|DNOV, LOC115771224|XP_030572685.1|DNOV
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC115764089|XP_030562802.1|DNOV
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC115770173|XP_030571193.1|DNOV, LOC115759507|XP_030556307.1|DNOV
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC115769196|XP_030569760.1|DNOV
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC115759362|XP_030556143.1|DNOV
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC115766344|XP_030566098.1|DNOV
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC115762740|XP_030560936.1|DNOV, LOC115762637|XP_030560800.1|DNOV, LOC115762990|XP_030561235.1|DNOV, LOC115765997|XP_030565624.1|DNOV, LOC115762752|XP_030560950.1|DNOV, LOC115762683|XP_030560863.1|DNOV
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC115771883|XP_030573665.1|DNOV, LOC115772024|XP_030573855.1|DNOV, LOC115771789|XP_030573556.1|DNOV, LOC115758462|XP_030554998.1|DNOV
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC115770630|XP_030571836.1|DNOV
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC115765636|XP_030565149.1|DNOV, LOC115765633|XP_030565145.1|DNOV, LOC115765599|XP_030565112.1|DNOV
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC115765143|XP_030564406.1|DNOV
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC115771616|XP_030573253.1|DNOV
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC115766833|XP_030566734.1|DNOV, LOC115768365|XP_030568801.1|DNOV, LOC115769406|XP_030570072.1|DNOV
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC115758200|XP_030554608.1|DNOV, LOC115758073|XP_030554447.1|DNOV
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC115758572|XP_030555144.1|DNOV
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC115764071|XP_030562778.1|DNOV
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC115763761|XP_030562335.1|DNOV, LOC115763722|XP_030562276.1|DNOV
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC115763760|XP_030562334.1|DNOV, LOC115763721|XP_030562275.1|DNOV, LOC115763888|XP_030562525.1|DNOV
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC115767097|XP_030567105.1|DNOV, LOC115762807|XP_030561023.1|DNOV, LOC115766461|XP_030566255.1|DNOV, LOC115770443|XP_030571578.1|DNOV
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC115765555|XP_030565053.1|DNOV, LOC115765562|XP_030565066.1|DNOV
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC115763118|XP_030561421.1|DNOV, LOC115762248|XP_030560261.1|DNOV, LOC115763829|XP_030562441.1|DNOV, LOC115762247|XP_030560258.1|DNOV
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC115771352|XP_030572885.1|DNOV, LOC115771350|XP_030572883.1|DNOV
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC115768510|XP_030568957.1|DNOV
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC115765011|XP_030564221.1|DNOV, LOC115766334|XP_030566087.1|DNOV, LOC115766341|XP_030566095.1|DNOV
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC115763061|XP_030561347.1|DNOV
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC115768341|XP_030568764.1|DNOV
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC115767359|XP_030567476.1|DNOV
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC115762518|XP_030560630.1|DNOV, LOC115770788|XP_030572068.1|DNOV
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC115766027|XP_030565658.1|DNOV, LOC115766144|XP_030565839.1|DNOV, LOC115769442|XP_030570113.1|DNOV, LOC115769443|XP_030570114.1|DNOV
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC115758500|XP_030555045.1|DNOV, LOC115771464|XP_030573043.1|DNOV
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC115765549|XP_030565039.1|DNOV
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC115766890|XP_030566823.1|DNOV
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC115766896|XP_030566833.1|DNOV
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC115766812|XP_030566707.1|DNOV
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC115762333|XP_030560358.1|DNOV, LOC115762332|XP_030560357.1|DNOV, LOC115762334|XP_030560359.1|DNOV, LOC115760496|XP_030557707.1|DNOV
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC115763818|XP_030562428.1|DNOV, LOC115764172|XP_030562919.1|DNOV
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC115768645|XP_030569177.1|DNOV, LOC115768631|XP_030569154.1|DNOV
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC115764630|XP_030563656.1|DNOV
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC115762717|XP_030560907.1|DNOV, LOC115762408|XP_030560460.1|DNOV, LOC115764318|XP_030563118.1|DNOV
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC115760547|XP_030557801.1|DNOV, LOC115762507|XP_030560611.1|DNOV, LOC115758278|XP_030554704.1|DNOV, LOC115760553|XP_030557815.1|DNOV, LOC115763779|XP_030562363.1|DNOV
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC115771878|XP_030573623.1|DNOV, LOC115764149|XP_030562885.1|DNOV
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC115764558|XP_030563539.1|DNOV
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC115759213|XP_030555965.1|DNOV
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC115764557|XP_030563538.1|DNOV
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC115766922|XP_030566867.1|DNOV
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC115770396|XP_030571507.1|DNOV
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC115766612|XP_030566462.1|DNOV, LOC115767384|XP_030567504.1|DNOV
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC115761589|XP_030559244.1|DNOV
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC115761588|XP_030559242.1|DNOV
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC115766005|XP_030565634.1|DNOV, LOC115765561|XP_030565059.1|DNOV
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC115769189|XP_030569756.1|DNOV, LOC115762095|XP_030560059.1|DNOV
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC115767835|XP_030568037.1|DNOV, LOC115762255|XP_030560270.1|DNOV, LOC115770556|XP_030571727.1|DNOV, LOC115770555|XP_030571726.1|DNOV
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	LOC115770381|XP_030571493.1|DNOV, LOC115770372|XP_030571482.1|DNOV, LOC115769657|XP_030570432.1|DNOV
OG0000217	LOC119076525|XP_037039206.1|BCOP	LOC115764267|XP_030563050.1|DNOV
OG0000217	LOC119066897|XP_037025481.1|BCOP	LOC115767722|XP_030567890.1|DNOV, LOC115764266|XP_030563048.1|DNOV
OG0000219	LOC119073633|XP_037035119.1|BCOP	LOC115762121|XP_030560086.1|DNOV, LOC115762203|XP_030560186.1|DNOV, LOC115762120|XP_030560085.1|DNOV
OG0000220	LOC119083685|XP_037049364.1|BCOP	LOC115770317|XP_030571413.1|DNOV, LOC115770253|XP_030571327.1|DNOV, LOC115770333|XP_030571431.1|DNOV
OG0000221	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP	LOC115771690|XP_030573370.1|DNOV, LOC115764659|XP_030563705.1|DNOV, LOC115771672|XP_030573350.1|DNOV
OG0000222	LOC119070808|XP_037031183.1|BCOP	LOC115763260|XP_030561598.1|DNOV
OG0000222	LOC119076255|XP_037038817.1|BCOP	LOC115769217|XP_030569790.1|DNOV
OG0000223	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP	LOC115768032|XP_030568314.1|DNOV, LOC115762701|XP_030560885.1|DNOV, LOC115762911|XP_030561150.1|DNOV
OG0000224	LOC119081110|XP_037045746.1|BCOP	LOC115760529|XP_030557769.1|DNOV
