Orthogroup	BCOP.longest_only	AALB.longest_only
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC118468298|XP_035794920.1|AALB
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC118461077|XP_035781863.1|AALB
OG0000092	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP	LOC118457781|XP_035775518.1|AALB
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC118468732|XP_035795763.1|AALB
OG0000093	LOC119070006|XP_037030164.1|BCOP	LOC118462485|XP_035784085.1|AALB
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP	LOC118466575|XP_035792014.1|AALB, LOC118460828|XP_035781369.1|AALB
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC118467953|XP_035794822.1|AALB
OG0000098	LOC119076678|XP_037039470.1|BCOP, LOC119078741|XP_037042332.1|BCOP	LOC118464703|XP_035788120.1|AALB, LOC118464704|XP_035788121.1|AALB, LOC118464701|XP_035788118.1|AALB, LOC118464705|XP_035788122.1|AALB
OG0000099	LOC119079068|XP_037042772.1|BCOP, LOC119080441|XP_037044699.1|BCOP	LOC118460308|XP_035780403.1|AALB
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC118460309|XP_035780405.1|AALB, LOC118460316|XP_035780419.1|AALB
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC118462817|XP_035784730.1|AALB
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC118464146|XP_035787145.1|AALB, LOC118465171|XP_035789026.1|AALB, LOC118463048|XP_035785187.1|AALB
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC118457482|XP_035775000.1|AALB
OG0000104	LOC119069509|XP_037029482.1|BCOP, LOC119078961|XP_037042605.1|BCOP	LOC118459051|XP_035777970.1|AALB
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC118464278|XP_035787434.1|AALB
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC118457265|XP_035774549.1|AALB
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC118459572|XP_035778973.1|AALB
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC118463974|XP_035786869.1|AALB, LOC118463973|XP_035786868.1|AALB
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC118469050|XP_035796408.1|AALB, LOC118463092|XP_035785265.1|AALB, LOC118463385|XP_035785816.1|AALB, LOC118467776|XP_035794507.1|AALB, LOC118463948|XP_035786818.1|AALB
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC118462848|XP_035784798.1|AALB
OG0000115	LOC119072021|XP_037033034.1|BCOP	LOC118460434|XP_035780619.1|AALB, LOC118464508|XP_035787837.1|AALB
OG0000117	LOC119075248|XP_037037542.1|BCOP	LOC118458656|XP_035777238.1|AALB
OG0000117	LOC119077509|XP_037040636.1|BCOP	LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB
OG0000118	LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC118457110|XP_035774302.1|AALB
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC118458699|XP_035777331.1|AALB, LOC118460125|XP_035780068.1|AALB, LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB, LOC118458698|XP_035777330.1|AALB
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC118463432|XP_035785893.1|AALB
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC118464687|XP_035788103.1|AALB
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC118456844|XP_035773833.1|AALB
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC118461289|XP_035782355.1|AALB
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC118457525|XP_035775063.1|AALB
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC118463575|XP_035786112.1|AALB
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC118460528|XP_035780801.1|AALB
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC118456548|XP_035773308.1|AALB
OG0000131	LOC119069243|XP_037029191.1|BCOP, LOC119073673|XP_037035178.1|BCOP	LOC118457177|XP_035774401.1|AALB, LOC118459907|XP_035779632.1|AALB, LOC118456281|XP_035772788.1|AALB, LOC118456282|XP_035772790.1|AALB, LOC118459906|XP_035779631.1|AALB
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC118458491|XP_035776937.1|AALB
OG0000135	LOC119083265|XP_037048841.1|BCOP, LOC119078024|XP_037041326.1|BCOP, LOC119078036|XP_037041342.1|BCOP, LOC119078035|XP_037041341.1|BCOP, LOC119078026|XP_037041331.1|BCOP	LOC118458636|XP_035777218.1|AALB
OG0000135	LOC119073097|XP_037034306.1|BCOP	LOC118458069|XP_035776112.1|AALB, LOC118458071|XP_035776117.1|AALB, LOC118458068|XP_035776111.1|AALB, LOC118458072|XP_035776118.1|AALB, LOC118460866|XP_035781490.1|AALB, LOC118458070|XP_035776116.1|AALB, LOC118469054|XP_035796413.1|AALB, LOC118464423|XP_035787677.1|AALB
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000137	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP	LOC118466212|XP_035791127.1|AALB
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC119071652|XP_037032507.1|BCOP	LOC118459735|XP_035779305.1|AALB
OG0000143	LOC119078755|XP_037042355.1|BCOP	LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000144	LOC119084631|XP_037050594.1|BCOP	LOC118459655|XP_035779138.1|AALB, LOC118459654|XP_035779130.1|AALB
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000146	LOC119074033|XP_037035870.1|BCOP	LOC118462930|XP_035784932.1|AALB, LOC118463705|XP_035786391.1|AALB, LOC118465626|XP_035789921.1|AALB
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000147	LOC119069330|XP_037029290.1|BCOP	LOC118461759|XP_035783387.1|AALB
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC118456165|XP_035772584.1|AALB
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC118457944|XP_035775851.1|AALB
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000155	LOC119070710|XP_037031058.1|BCOP	LOC118467230|XP_035793381.1|AALB
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC119072713|XP_037033879.1|BCOP	LOC118459995|XP_035779789.1|AALB
OG0000162	LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC118459994|XP_035779785.1|AALB
OG0000164	LOC119068878|XP_037028612.1|BCOP	LOC118466739|XP_035792315.1|AALB
OG0000164	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC119068609|XP_037028163.1|BCOP	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC118462698|XP_035784519.1|AALB
OG0000170	LOC119068257|XP_037027690.1|BCOP, LOC119080340|XP_037044530.1|BCOP, LOC119071268|XP_037032028.1|BCOP	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC119081516|XP_037046421.1|BCOP	LOC118457022|XP_035774150.1|AALB
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC118460236|XP_035780283.1|AALB
OG0000178	LOC119078124|XP_037041478.1|BCOP	LOC118464560|XP_035787893.1|AALB
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC118464344|XP_035787555.1|AALB
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC118464881|XP_035788517.1|AALB
OG0000187	LOC119083410|XP_037049057.1|BCOP, LOC119081089|XP_037045725.1|BCOP, LOC119068649|XP_037028219.1|BCOP, LOC119079565|XP_037043437.1|BCOP	LOC118468878|XP_035796060.1|AALB, LOC118460705|XP_035781111.1|AALB, LOC118468964|XP_035796222.1|AALB, LOC118468965|XP_035796223.1|AALB, LOC118468966|XP_035796224.1|AALB, LOC118468893|XP_035796084.1|AALB, LOC118468884|XP_035796072.1|AALB, LOC118468901|XP_035796097.1|AALB
OG0000188	LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC118466053|XP_035790785.1|AALB
OG0000189	LOC119066285|XP_037024548.1|BCOP	LOC118468673|XP_035795650.1|AALB
OG0000189	LOC119082491|XP_037047904.1|BCOP	LOC118456425|XP_035773076.1|AALB
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC119071110|XP_037031649.1|BCOP	LOC118466886|XP_035792630.1|AALB
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000195	LOC119068888|XP_037028650.1|BCOP	LOC118457673|XP_035775324.1|AALB
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC119074339|XP_037036325.1|BCOP	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP	LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB
OG0000213	LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC118458019|XP_035776017.1|AALB
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000217	LOC119076525|XP_037039206.1|BCOP	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC119066897|XP_037025481.1|BCOP	LOC118467404|XP_035793771.1|AALB
OG0000219	LOC119073633|XP_037035119.1|BCOP	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC119083685|XP_037049364.1|BCOP	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC119079523|XP_037043384.1|BCOP	LOC118467167|XP_035793221.1|AALB
OG0000221	LOC119079527|XP_037043404.1|BCOP	LOC118467169|XP_035793228.1|AALB
OG0000222	LOC119070808|XP_037031183.1|BCOP	LOC118460977|XP_035781684.1|AALB
OG0000224	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC119066756|XP_037025327.1|BCOP	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC119085720|XP_037052063.1|BCOP	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC119085369|XP_037051647.1|BCOP	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC119077980|XP_037041257.1|BCOP	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC119081748|XP_037046818.1|BCOP, LOC119067276|XP_037026048.1|BCOP	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC119083575|XP_037049216.1|BCOP	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC119067908|XP_037027095.1|BCOP	LOC118460317|XP_035780420.1|AALB
OG0000234	LOC119070620|XP_037030945.1|BCOP	LOC118456811|XP_035773795.1|AALB, LOC118460077|XP_035779985.1|AALB, LOC118456695|XP_035773594.1|AALB
OG0000235	LOC119076788|XP_037039645.1|BCOP	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC119074337|XP_037036323.1|BCOP	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC119081803|XP_037046924.1|BCOP	LOC118467602|XP_035794187.1|AALB
OG0000238	LOC119081216|XP_037045834.1|BCOP, LOC119075688|XP_037038103.1|BCOP	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC119083199|XP_037048754.1|BCOP	LOC118461993|XP_035783821.1|AALB, LOC118461992|XP_035783820.1|AALB
OG0000239	LOC119076101|XP_037038653.1|BCOP	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC119075202|XP_037037489.1|BCOP	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC119082363|XP_037047778.1|BCOP, LOC119081579|XP_037046508.1|BCOP, LOC119067568|XP_037026548.1|BCOP	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC119069188|XP_037029028.1|BCOP, LOC119080408|XP_037044634.1|BCOP, LOC119076819|XP_037039708.1|BCOP, LOC119085359|XP_037051632.1|BCOP	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC119080017|XP_037044090.1|BCOP, LOC119079054|XP_037042754.1|BCOP	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC119077491|XP_037040605.1|BCOP	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC119070944|XP_037031391.1|BCOP, LOC119070945|XP_037031393.1|BCOP	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC119067470|XP_037026366.1|BCOP	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC119077899|XP_037041162.1|BCOP	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC119067390|XP_037026215.1|BCOP, LOC119076680|XP_037039474.1|BCOP, LOC119076681|XP_037039476.1|BCOP	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC119074087|XP_037035939.1|BCOP, LOC119074086|XP_037035936.1|BCOP, LOC119074088|XP_037035942.1|BCOP	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC119081285|XP_037045942.1|BCOP	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC119071644|XP_037032502.1|BCOP, LOC119073127|XP_037034324.1|BCOP, LOC119077384|XP_037040476.1|BCOP	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000263	LOC119081500|XP_037046401.1|BCOP	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC119081053|XP_037045658.1|BCOP	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC119076397|XP_037039012.1|BCOP	LOC118459324|XP_035778474.1|AALB
OG0000267	LOC119067735|XP_037026747.1|BCOP, LOC119073037|XP_037034249.1|BCOP, LOC119072699|XP_037033868.1|BCOP, LOC119085531|XP_037051841.1|BCOP	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
