Orthogroup	BCOP.longest_only	AEAL.longest_only
OG0000038	LOC119080135|XP_037044248.1|BCOP	LOC109404300|XP_019532679.1|AEAL, LOC115265054|XP_029725109.1|AEAL, LOC109403140|XP_019531426.2|AEAL, LOC109399492|XP_019527483.1|AEAL, LOC115270445|XP_029736034.1|AEAL, LOC115270362|XP_029735743.1|AEAL, LOC109404363|XP_019532757.2|AEAL, LOC109399504|XP_019527495.1|AEAL, LOC115270447|XP_029736037.1|AEAL, LOC109399503|XP_019527494.2|AEAL, LOC109399506|XP_029735745.1|AEAL, LOC109404357|XP_029735742.1|AEAL, LOC109404310|XP_019532688.1|AEAL, LOC109403106|XP_019531388.2|AEAL, LOC115265052|XP_029725107.1|AEAL, LOC109403102|XP_019531384.1|AEAL, LOC109404311|XP_019532690.1|AEAL, LOC109404353|XP_019532747.2|AEAL, LOC109399493|XP_019527484.1|AEAL, LOC109399495|XP_029736036.1|AEAL, LOC109403117|XP_019531397.2|AEAL, LOC115269903|XP_029734564.1|AEAL, LOC109404330|XP_019532705.2|AEAL, LOC109404321|XP_019532699.2|AEAL, LOC115268370|XP_029732241.1|AEAL, LOC109425906|XP_019556824.1|AEAL, LOC115265051|XP_029725106.1|AEAL, LOC109403100|XP_019531382.1|AEAL, LOC109404307|XP_019532685.1|AEAL, LOC109433067|XP_019564999.2|AEAL, LOC109403138|XP_019531425.1|AEAL, LOC115270366|XP_029735747.1|AEAL, LOC109404304|XP_019532681.1|AEAL, LOC109404277|XP_019532658.2|AEAL, LOC115270370|XP_029735754.1|AEAL, LOC115265074|XP_029725132.1|AEAL, LOC109403105|XP_019531387.2|AEAL, LOC115265072|XP_029725130.1|AEAL, LOC109403093|XP_019531376.2|AEAL, LOC115265055|XP_029725112.1|AEAL, LOC109403110|XP_019531392.2|AEAL, LOC115265071|XP_029725129.1|AEAL, LOC109404306|XP_019532683.1|AEAL, LOC109404315|XP_019532693.1|AEAL, LOC109403112|XP_019531394.2|AEAL, LOC115265075|XP_029725133.1|AEAL, LOC115265056|XP_029725113.1|AEAL, LOC115265058|XP_029725115.1|AEAL, LOC109403101|XP_029725127.1|AEAL, LOC115270371|XP_029735755.1|AEAL
OG0000039	LOC119080832|XP_037045287.1|BCOP, LOC119072451|XP_037033568.1|BCOP	LOC115262125|XP_029720056.1|AEAL, LOC115267561|XP_029730501.1|AEAL, LOC115262034|XP_029719825.1|AEAL, LOC109416579|XP_019546202.2|AEAL, LOC109404256|XP_029720555.1|AEAL, LOC109416577|XP_019546200.2|AEAL, LOC109429852|XP_019561385.2|AEAL, LOC109433331|XP_029732953.1|AEAL, LOC109401619|XP_019529736.1|AEAL, LOC109418802|XP_019548573.1|AEAL, LOC109397975|XP_019525849.2|AEAL, LOC109431626|XP_019563398.2|AEAL, LOC115260764|XP_029717944.1|AEAL, LOC115260826|XP_029718008.1|AEAL, LOC115262156|XP_029720202.1|AEAL, LOC109419154|XP_029722994.1|AEAL, LOC115264233|XP_029723884.1|AEAL, LOC109419155|XP_019548922.2|AEAL, LOC109419189|XP_029720551.1|AEAL, LOC115263721|XP_029722835.1|AEAL, LOC109419188|XP_029722824.1|AEAL, LOC109407083|XP_029722987.1|AEAL
OG0000041	LOC119070988|XP_037031473.1|BCOP	LOC109422559|XP_029727967.1|AEAL, LOC109422710|XP_029727894.1|AEAL
OG0000043	LOC119068357|XP_037027820.1|BCOP, LOC119075751|XP_037038184.1|BCOP, LOC119075743|XP_037038180.1|BCOP	LOC109408672|XP_019537578.2|AEAL
OG0000043	LOC119077492|XP_037040609.1|BCOP, LOC119068375|XP_037027839.1|BCOP, LOC119075787|XP_037038245.1|BCOP	LOC109414818|XP_019544201.2|AEAL, LOC109418033|XP_029726645.1|AEAL
OG0000044	LOC119081961|XP_037047159.1|BCOP, LOC119070043|XP_037030222.1|BCOP	LOC115264850|XP_029724740.1|AEAL, LOC109422698|XP_029727931.1|AEAL
OG0000045	LOC119080622|XP_037044922.1|BCOP, LOC119077644|XP_037040760.1|BCOP	LOC109420202|XP_019550070.2|AEAL, LOC109409992|XP_019539065.1|AEAL, LOC115265341|XP_029725836.1|AEAL, LOC109420201|XP_019550068.1|AEAL, LOC109420161|XP_019550034.2|AEAL, LOC109420162|XP_019550036.2|AEAL, LOC109410052|XP_029718040.1|AEAL, LOC109410051|XP_029718041.1|AEAL, LOC109420181|XP_029725251.1|AEAL, LOC109410030|XP_029718039.1|AEAL, LOC109420163|XP_019550037.2|AEAL, LOC109410049|XP_019539131.2|AEAL
OG0000045	LOC119072379|XP_037033474.1|BCOP	LOC109410053|XP_019539134.2|AEAL, LOC115260842|XP_029718022.1|AEAL
OG0000047	LOC119076406|XP_037039030.1|BCOP, LOC119076447|XP_037039111.1|BCOP	LOC109430117|XP_029718231.1|AEAL
OG0000049	LOC119075345|XP_037037670.1|BCOP, LOC119085689|XP_037052030.1|BCOP, LOC119071948|XP_037032968.1|BCOP, LOC119082085|XP_037047341.1|BCOP, LOC119078213|XP_037041568.1|BCOP	LOC109399452|XP_019527436.2|AEAL, LOC109399533|XP_019527529.1|AEAL, LOC109398113|XP_019526019.1|AEAL, LOC115263197|XP_029722019.1|AEAL, LOC115263209|XP_029722054.1|AEAL, LOC109430845|XP_019562486.2|AEAL
OG0000051	LOC119075282|XP_037037564.1|BCOP, LOC119084550|XP_037050461.1|BCOP, LOC119084548|XP_037050456.1|BCOP, LOC119077746|XP_037040925.1|BCOP, LOC119068575|XP_037028116.1|BCOP, LOC119080254|XP_037044399.1|BCOP, LOC119070436|XP_037030675.1|BCOP, LOC119068715|XP_037028299.1|BCOP, LOC119072641|XP_037033787.1|BCOP, LOC119073031|XP_037034245.1|BCOP	LOC109430500|XP_029732671.1|AEAL, LOC109413829|XP_019543100.2|AEAL, LOC109430428|XP_029732623.1|AEAL, LOC109430433|XP_019562037.2|AEAL, LOC115268560|XP_029732528.1|AEAL, LOC109413823|XP_019543095.2|AEAL, LOC109409607|XP_029718954.1|AEAL, LOC109430439|XP_019562042.2|AEAL, LOC115255265|XP_029709099.1|AEAL, LOC109413830|XP_029709535.1|AEAL, LOC109405777|XP_029730639.1|AEAL, LOC109430435|XP_019562039.2|AEAL, LOC109430411|XP_019562018.2|AEAL, LOC109413821|XP_019543093.2|AEAL, LOC115268580|XP_029732559.1|AEAL, LOC109405721|XP_019534339.2|AEAL, LOC115267635|XP_029730641.1|AEAL, LOC115268656|XP_029732628.1|AEAL, LOC109430430|XP_019562033.2|AEAL, LOC109413827|XP_019543098.2|AEAL, LOC109430429|XP_019562032.2|AEAL, LOC109430431|XP_019562034.2|AEAL
OG0000053	LOC119072494|XP_037033629.1|BCOP	LOC109399585|XP_019527609.2|AEAL, LOC109426036|XP_019557019.2|AEAL, LOC109426037|XP_029731825.1|AEAL
OG0000053	LOC119073487|XP_037034887.1|BCOP, LOC119073485|XP_037034885.1|BCOP	LOC109426035|XP_019557018.2|AEAL, LOC109410996|XP_019540003.2|AEAL, LOC109410901|XP_019539963.2|AEAL
OG0000054	LOC119078880|XP_037042497.1|BCOP, LOC119074993|XP_037037290.1|BCOP, LOC119073438|XP_037034817.1|BCOP, LOC119073440|XP_037034823.1|BCOP, LOC119081720|XP_037046756.1|BCOP, LOC119083861|XP_037049555.1|BCOP, LOC119079462|XP_037043284.1|BCOP, LOC119073442|XP_037034826.1|BCOP, LOC119066738|XP_037025254.1|BCOP	LOC109408663|XP_019537561.2|AEAL, LOC109403074|XP_019531357.2|AEAL, LOC109408662|XP_019537559.2|AEAL, LOC109408659|XP_029735838.1|AEAL, LOC109408675|XP_029734574.1|AEAL, LOC109403053|XP_029735706.1|AEAL, LOC109408692|XP_029734575.1|AEAL, LOC109403004|XP_019531261.2|AEAL, LOC109408694|XP_019537603.2|AEAL
OG0000056	LOC119075842|XP_037038285.1|BCOP, LOC119069079|XP_037028851.1|BCOP, LOC119070819|XP_037031210.1|BCOP, LOC119077330|XP_037040408.1|BCOP, LOC119083576|XP_037049217.1|BCOP, LOC119072255|XP_037033333.1|BCOP, LOC119080728|XP_037045140.1|BCOP, LOC119073796|XP_037035427.1|BCOP, LOC119076770|XP_037039620.1|BCOP, LOC119078571|XP_037042041.1|BCOP, LOC119080735|XP_037045174.1|BCOP, LOC119084316|XP_037050135.1|BCOP	LOC115254536|XP_029707956.1|AEAL, LOC109397278|XP_029712433.1|AEAL, LOC109423208|XP_019553687.2|AEAL, LOC115255644|XP_029709605.1|AEAL, LOC109405345|XP_029709588.1|AEAL
OG0000057	LOC119082293|XP_037047662.1|BCOP	LOC109417705|XP_029724028.1|AEAL
OG0000057	LOC119077205|XP_037040283.1|BCOP	LOC115255407|XP_029709358.1|AEAL, LOC115254625|XP_029708120.1|AEAL
OG0000058	LOC119080858|XP_037045328.1|BCOP	LOC109413458|XP_019542679.2|AEAL, LOC115265775|XP_029727582.1|AEAL, LOC109623107|XP_019933135.2|AEAL, LOC109405129|XP_019533674.2|AEAL
OG0000060	LOC119068417|XP_037027881.1|BCOP	LOC115253826|XP_029711789.1|AEAL, LOC109415565|XP_019544994.1|AEAL, LOC109431105|XP_029711394.1|AEAL, LOC115256864|XP_029711798.1|AEAL
OG0000060	LOC119069761|XP_037029789.1|BCOP	LOC109421315|XP_029726943.1|AEAL, LOC109621270|XP_029727055.1|AEAL
OG0000061	LOC119067640|XP_037026635.1|BCOP, LOC119079107|XP_037042821.1|BCOP, LOC119078167|XP_037041537.1|BCOP, LOC119076906|XP_037039818.1|BCOP, LOC119085000|XP_037051067.1|BCOP	LOC109412069|XP_029714346.1|AEAL, LOC109424634|XP_019555343.1|AEAL
OG0000064	LOC119072676|XP_037033846.1|BCOP, LOC119084722|XP_037050692.1|BCOP, LOC119081134|XP_037045774.1|BCOP, LOC119085665|XP_037052008.1|BCOP	LOC115260339|XP_029717129.1|AEAL, LOC109430841|XP_029724254.1|AEAL, LOC109621615|XP_029714523.1|AEAL, LOC115253505|XP_029724189.1|AEAL, LOC109409945|XP_029722726.1|AEAL, LOC115255481|XP_029709469.1|AEAL, LOC115257567|XP_029713201.1|AEAL, LOC115256635|XP_029711328.1|AEAL, LOC115256772|XP_029711584.1|AEAL, LOC109432101|XP_019563941.2|AEAL, LOC115259833|XP_029716525.1|AEAL, LOC115261637|XP_029719399.1|AEAL, LOC115268307|XP_029732199.1|AEAL, LOC115255035|XP_029708607.1|AEAL, LOC109417501|XP_029732482.1|AEAL
OG0000067	LOC119076438|XP_037039101.1|BCOP	LOC109411462|XP_019540532.2|AEAL
OG0000068	LOC119084165|XP_037049915.1|BCOP	LOC109417573|XP_029725470.1|AEAL, LOC109417572|XP_029725464.1|AEAL, LOC115265252|XP_029725472.1|AEAL, LOC109417818|XP_029725465.1|AEAL, LOC109431213|XP_019562968.2|AEAL, LOC109420142|XP_029724370.1|AEAL, LOC109420119|XP_019549974.2|AEAL
OG0000068	LOC119072059|XP_037033087.1|BCOP, LOC119067027|XP_037025654.1|BCOP	LOC109412631|XP_029724411.1|AEAL
OG0000068	LOC119070188|XP_037030388.1|BCOP, LOC119079055|XP_037042758.1|BCOP, LOC119072981|XP_037034196.1|BCOP	LOC109426780|XP_019557858.2|AEAL
OG0000069	LOC119078630|XP_037042121.1|BCOP, LOC119074566|XP_037036687.1|BCOP, LOC119083287|XP_037048871.1|BCOP	LOC115265242|XP_029725388.1|AEAL
OG0000071	LOC119066624|XP_037025081.1|BCOP, LOC119077962|XP_037041236.1|BCOP, LOC119066899|XP_037025483.1|BCOP, LOC119081822|XP_037046953.1|BCOP, LOC119070482|XP_037030730.1|BCOP	LOC109403424|XP_029713039.1|AEAL, LOC109421863|XP_019551968.2|AEAL
OG0000071	LOC119066621|XP_037025073.1|BCOP, LOC119075170|XP_037037491.1|BCOP	LOC115257416|XP_029712856.1|AEAL
OG0000071	LOC119077499|XP_037040619.1|BCOP, LOC119080663|XP_037044988.1|BCOP, LOC119072693|XP_037033860.1|BCOP	LOC109431530|XP_019563303.2|AEAL, LOC115263888|XP_029723093.1|AEAL, LOC109422248|XP_019552407.2|AEAL, LOC115257508|XP_029713040.1|AEAL
OG0000071	LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP	LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL
OG0000071	LOC119066595|XP_037025045.1|BCOP, LOC119082472|XP_037047886.1|BCOP, LOC119079098|XP_037042811.1|BCOP	LOC109403459|XP_019531835.2|AEAL
OG0000073	LOC119072039|XP_037033052.1|BCOP	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	LOC119070609|XP_037030924.1|BCOP	LOC109413013|XP_029734257.1|AEAL, LOC109432985|XP_019564895.2|AEAL
OG0000073	LOC119067527|XP_037026453.1|BCOP	LOC109416850|XP_029728654.1|AEAL
OG0000073	LOC119085615|XP_037051934.1|BCOP	LOC115257328|XP_029712644.1|AEAL, LOC109428579|XP_029712660.1|AEAL
OG0000073	LOC119069895|XP_037029990.1|BCOP	LOC109400905|XP_029717490.1|AEAL, LOC109422828|XP_029717552.1|AEAL
OG0000074	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000075	LOC119066796|XP_037025355.1|BCOP	LOC109425649|XP_019556434.2|AEAL, LOC109423364|XP_019553894.2|AEAL
OG0000076	LOC119071813|XP_037032779.1|BCOP	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	LOC119068533|XP_037028044.1|BCOP	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	LOC119076378|XP_037038990.1|BCOP	LOC109414298|XP_019543658.1|AEAL
OG0000077	LOC119071068|XP_037031598.1|BCOP	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	LOC119069760|XP_037029786.1|BCOP	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	LOC119072413|XP_037033522.1|BCOP	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	LOC119082209|XP_037047551.1|BCOP, LOC119080227|XP_037044368.1|BCOP	LOC115270972|XP_029736209.1|AEAL, LOC115262214|XP_029720424.1|AEAL, LOC115262216|XP_029720426.1|AEAL, LOC109425750|XP_019556618.2|AEAL
OG0000080	LOC119071117|XP_037031661.1|BCOP	LOC109426588|XP_019557665.2|AEAL
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL
OG0000081	LOC119066627|XP_037025085.1|BCOP, LOC119075064|XP_037037353.1|BCOP	LOC115254804|XP_029708344.1|AEAL, LOC109401604|XP_029721125.1|AEAL, LOC109410090|XP_019539168.3|AEAL, LOC109622304|XP_019932112.2|AEAL
OG0000081	LOC119080801|XP_037045266.1|BCOP	LOC115268351|XP_029732230.1|AEAL, LOC109621489|XP_019931077.2|AEAL, LOC115268352|XP_029732231.1|AEAL, LOC109621490|XP_019931078.2|AEAL, LOC109621427|XP_019931003.2|AEAL, LOC115268191|XP_029732103.1|AEAL, LOC109621428|XP_029734478.1|AEAL, LOC115257250|XP_029712551.1|AEAL, LOC115259718|XP_029716355.1|AEAL, LOC109622702|XP_019932676.2|AEAL, LOC109622701|XP_019932675.2|AEAL, LOC109412555|XP_019541733.2|AEAL, LOC115258237|XP_029714168.1|AEAL, LOC115256492|XP_029711011.1|AEAL, LOC115258235|XP_029714167.1|AEAL, LOC109400393|XP_019528444.2|AEAL, LOC109420766|XP_019550779.2|AEAL, LOC115257991|XP_029713834.1|AEAL, LOC115269919|XP_029734582.1|AEAL
OG0000081	LOC119077978|XP_037041256.1|BCOP, LOC119079546|XP_037043429.1|BCOP, LOC119082960|XP_037048502.1|BCOP, LOC119082961|XP_037048503.1|BCOP, LOC119082962|XP_037048504.1|BCOP, LOC119066874|XP_037025443.1|BCOP, LOC119066603|XP_037025061.1|BCOP, LOC119083562|XP_037049185.1|BCOP, LOC119069899|XP_037030006.1|BCOP, LOC119080371|XP_037044567.1|BCOP	LOC109398030|XP_029730572.1|AEAL
OG0000082	LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP, LOC119077030|XP_037040043.1|BCOP	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL
OG0000084	LOC119085264|XP_037051509.1|BCOP	LOC109403167|XP_019531455.2|AEAL
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000085	LOC119078404|XP_037041802.1|BCOP, LOC119075491|XP_037037853.1|BCOP, LOC119078406|XP_037041805.1|BCOP, LOC119075492|XP_037037854.1|BCOP, LOC119082788|XP_037048277.1|BCOP, LOC119079916|XP_037043902.1|BCOP, LOC119073099|XP_037034308.1|BCOP, LOC119077221|XP_037040300.1|BCOP	LOC109423352|XP_029726416.1|AEAL
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC109423303|XP_019553776.2|AEAL
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC109422315|XP_019552548.1|AEAL
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL
OG0000089	LOC119085328|XP_037051605.1|BCOP	LOC109426232|XP_029727715.1|AEAL, LOC109424041|XP_029727689.1|AEAL, LOC115254157|XP_029727714.1|AEAL, LOC115261630|XP_029719397.1|AEAL, LOC115253772|XP_029719343.1|AEAL
OG0000090	LOC119078560|XP_037042023.1|BCOP	LOC109420406|XP_019550284.2|AEAL
OG0000090	LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC109398456|XP_029716267.1|AEAL
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL
OG0000092	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP	LOC109422709|XP_029727892.1|AEAL, LOC109412320|XP_019541513.2|AEAL, LOC109412322|XP_029728003.1|AEAL, LOC115264852|XP_029724745.1|AEAL
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC109429581|XP_029719934.1|AEAL
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL
OG0000094	LOC119081968|XP_037047175.1|BCOP	LOC115260470|XP_029717274.1|AEAL
OG0000095	LOC119068814|XP_037028486.1|BCOP	LOC115260491|XP_029717541.1|AEAL, LOC115259248|XP_029715638.1|AEAL, LOC115257861|XP_029713680.1|AEAL, LOC115260556|XP_029717333.1|AEAL, LOC115267325|XP_029730110.1|AEAL, LOC115262913|XP_029721673.1|AEAL, LOC115263786|XP_029723025.1|AEAL, LOC115265065|XP_029725122.1|AEAL, LOC115265183|XP_029725310.1|AEAL, LOC115256486|XP_029711005.1|AEAL
OG0000098	LOC119076678|XP_037039470.1|BCOP, LOC119078741|XP_037042332.1|BCOP	LOC109426407|XP_019557463.2|AEAL, LOC109403754|XP_019532173.2|AEAL, LOC109426413|XP_019557470.2|AEAL, LOC109426414|XP_029732068.1|AEAL, LOC109426410|XP_019557467.2|AEAL, LOC109426411|XP_029731419.1|AEAL, LOC109426408|XP_029731420.1|AEAL, LOC109426420|XP_019557478.2|AEAL, LOC109403786|XP_019532233.2|AEAL, LOC115254008|XP_029714339.1|AEAL, LOC109428226|XP_019559485.2|AEAL, LOC115258360|XP_029714308.1|AEAL, LOC109427910|XP_029714302.1|AEAL, LOC109426419|XP_029731422.1|AEAL, LOC109403897|XP_019532346.2|AEAL, LOC109426422|XP_019557480.2|AEAL, LOC109426415|XP_019557472.2|AEAL, LOC109403845|XP_019532288.2|AEAL, LOC109426416|XP_019557474.2|AEAL, LOC109433244|XP_019565200.2|AEAL, LOC115258900|XP_029715219.1|AEAL, LOC109424176|XP_019554817.2|AEAL, LOC109426424|XP_019557481.2|AEAL, LOC109426418|XP_019557476.2|AEAL
OG0000099	LOC119079068|XP_037042772.1|BCOP, LOC119080441|XP_037044699.1|BCOP	LOC109422661|XP_019553061.2|AEAL, LOC109419774|XP_019549607.2|AEAL, LOC115255254|XP_029709060.1|AEAL
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC109412780|XP_029726786.1|AEAL
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC109622447|XP_019932332.1|AEAL
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC109405837|XP_029725568.1|AEAL
OG0000108	LOC119068947|XP_037028707.1|BCOP	LOC109417985|XP_029714017.1|AEAL
