Orthogroup	BCOP.longest_only	DYAK.longest_only
OG0000078	LOC119072413|XP_037033522.1|BCOP	LOC6530900|XP_002091752.1|DYAK, LOC6539800|XP_002086683.2|DYAK, LOC6536046|XP_015047532.1|DYAK, LOC6526129|XP_002101946.1|DYAK, LOC6525682|XP_002101504.1|DYAK
OG0000079	LOC119073294|XP_037034574.1|BCOP	LOC26535989|XP_015054680.1|DYAK, LOC26535629|XP_015054648.1|DYAK, LOC26536219|XP_015054707.1|DYAK, LOC26534965|XP_015054567.1|DYAK, LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK, LOC6526758|XP_002087861.1|DYAK
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK, LOC6531377|XP_002092180.1|DYAK
OG0000081	LOC119072492|XP_037033632.1|BCOP	LOC6532337|XP_002093097.1|DYAK
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC6531302|XP_002092106.3|DYAK, LOC6537790|XP_002098331.1|DYAK, LOC6537368|XP_002097924.1|DYAK
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC6527136|XP_002088230.2|DYAK, LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK, LOC6527782|XP_002088855.1|DYAK, LOC6527783|XP_002088856.1|DYAK
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC26535515|XP_015054631.2|DYAK
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC6531040|XP_002091876.1|DYAK
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC6528455|XP_039227178.1|DYAK
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC6530960|XP_002091798.1|DYAK
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC6527930|XP_002088998.1|DYAK
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC6528232|XP_002089294.1|DYAK, LOC6527955|XP_002089022.1|DYAK
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC6528290|XP_002089343.1|DYAK
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC6527178|XP_002088272.1|DYAK, LOC6533709|XP_002094414.1|DYAK, LOC6531716|XP_002092506.1|DYAK, LOC6533710|XP_002094415.1|DYAK
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC6536099|XP_002096707.1|DYAK, LOC6536028|XP_002096643.1|DYAK
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC6536414|XP_002096996.1|DYAK
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC6532521|XP_002093267.1|DYAK
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC6528787|XP_002089821.1|DYAK, LOC6528791|XP_002089825.1|DYAK, LOC6532959|XP_002093694.1|DYAK, LOC6532328|XP_002093088.2|DYAK
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC6538091|XP_015048654.1|DYAK
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC6527294|XP_002088388.1|DYAK, LOC6535563|XP_015047216.1|DYAK, LOC6535562|XP_002096191.1|DYAK
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC6538546|XP_002099068.1|DYAK, LOC26535729|XP_015048909.1|DYAK, LOC6538467|XP_002098991.1|DYAK, LOC6538545|XP_002099067.1|DYAK
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC6527671|XP_002088757.1|DYAK
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC6525289|XP_002101125.1|DYAK, LOC26534678|XP_015051176.1|DYAK, LOC6531242|XP_002092054.1|DYAK
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC6526841|XP_002087941.2|DYAK, LOC6525246|XP_002101083.1|DYAK
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC6533581|XP_002094291.1|DYAK, LOC6537561|XP_002098107.2|DYAK
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC6529683|XP_002090676.1|DYAK, LOC6528976|XP_002090008.1|DYAK, LOC6536489|XP_002097067.1|DYAK, LOC6529746|XP_002090736.1|DYAK
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC6524441|XP_002100299.2|DYAK, LOC6524440|XP_002100298.3|DYAK
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC6524444|XP_002100302.2|DYAK
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC6534957|XP_015050955.2|DYAK, LOC6539439|XP_002086331.3|DYAK, LOC6534953|XP_039230714.1|DYAK, LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK, LOC6539441|XP_039230706.1|DYAK
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC6531176|XP_002092005.1|DYAK
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC6538432|XP_002098956.1|DYAK, LOC6531759|XP_002092549.1|DYAK
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK, LOC6529323|XP_015052185.1|DYAK
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC6539474|XP_002086359.2|DYAK
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC6527852|XP_002088924.1|DYAK, LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK, LOC6536226|XP_002096817.1|DYAK, LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC6527148|XP_002088242.1|DYAK
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC6533315|XP_002094041.3|DYAK, LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK, LOC6533318|XP_002094044.1|DYAK
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC6527566|XP_002088656.1|DYAK, LOC6527565|XP_002088655.1|DYAK, LOC6527564|XP_002088654.1|DYAK, LOC6527563|XP_002088653.1|DYAK
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK, LOC6528194|XP_002089257.1|DYAK
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK, LOC6536470|XP_002097051.3|DYAK
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC6523825|XP_002099700.1|DYAK
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC6530249|XP_002091186.1|DYAK
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC6526500|XP_039226456.1|DYAK, LOC6525028|XP_039226839.1|DYAK, LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC6538299|XP_015048763.1|DYAK
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC6536869|XP_015047972.1|DYAK
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC6537992|XP_002098527.3|DYAK, LOC6528273|XP_002089326.1|DYAK
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC6536904|XP_039232407.1|DYAK
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK
OG0000133	LOC119078344|XP_037041742.1|BCOP	LOC120322271|XP_039233256.1|DYAK
OG0000133	LOC119073052|XP_037034257.1|BCOP, LOC119075717|XP_037038141.1|BCOP, LOC119069033|XP_037028797.1|BCOP	LOC120322356|XP_039233332.1|DYAK
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC6537276|XP_002097834.1|DYAK
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC6527184|XP_002088278.1|DYAK
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC6537555|XP_002098101.1|DYAK
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC6533242|XP_002093968.1|DYAK
OG0000137	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP	LOC26534914|XP_015045456.1|DYAK
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC6536260|XP_002096846.2|DYAK, LOC6536259|XP_002096845.1|DYAK, LOC6536261|XP_002096847.1|DYAK, LOC6536263|XP_002096849.1|DYAK, LOC6536262|XP_002096848.1|DYAK
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC6538298|XP_002098825.1|DYAK
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC6538713|XP_002099228.3|DYAK
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC6540503|XP_039229515.1|DYAK
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC6525320|XP_002101156.1|DYAK
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC6534200|XP_002094883.1|DYAK
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC6534201|XP_002094884.2|DYAK
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC6537248|XP_039232329.1|DYAK
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC6524725|XP_039231928.1|DYAK
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC26536134|XP_039226772.1|DYAK
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC6527414|XP_002088506.2|DYAK
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC6526734|XP_002087837.1|DYAK
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC6527822|XP_002088895.2|DYAK
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC6526936|XP_002088034.1|DYAK, LOC6526086|XP_002101903.1|DYAK
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK, LOC26535678|XP_039230328.1|DYAK
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC6533334|XP_002094060.2|DYAK, LOC6533328|XP_002094054.1|DYAK, LOC6533329|XP_002094055.1|DYAK
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC6530839|XP_002091722.1|DYAK, LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC6535202|XP_002095861.1|DYAK
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC6534272|XP_002094953.2|DYAK
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC6537638|XP_002098183.1|DYAK, LOC6537639|XP_002098184.1|DYAK
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC6533954|XP_002094654.2|DYAK, LOC6533515|XP_002094226.1|DYAK, LOC26534882|XP_039228674.1|DYAK, LOC6527627|XP_002088715.1|DYAK
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC6526197|XP_015046681.1|DYAK, LOC6533062|XP_002093794.1|DYAK
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC6530706|XP_002091597.1|DYAK
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC120321040|XP_039228226.1|DYAK, LOC6530704|XP_002091595.3|DYAK
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC6532651|XP_002093395.1|DYAK, LOC6532653|XP_002093397.1|DYAK, LOC6532650|XP_002093394.1|DYAK, LOC6532652|XP_002093396.1|DYAK
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC6538787|XP_002099300.1|DYAK
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC6532584|XP_002093328.2|DYAK, LOC6536867|XP_002097436.1|DYAK
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC6529559|XP_002090556.3|DYAK, LOC6529560|XP_002090557.1|DYAK
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC6528206|XP_002089268.1|DYAK
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC6527905|XP_039226885.1|DYAK
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC6525200|XP_039226094.1|DYAK
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC6533428|XP_002094145.1|DYAK
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC6531309|XP_015051236.1|DYAK, LOC6531306|XP_002092110.1|DYAK
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC6536634|XP_002097206.1|DYAK
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC6538448|XP_039232654.1|DYAK
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC6524952|XP_002100792.1|DYAK
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC6538179|XP_002098707.2|DYAK
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC6534088|XP_039230809.1|DYAK
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC6528805|XP_002089837.1|DYAK, LOC6530153|XP_039227810.1|DYAK
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC6528270|XP_002089323.2|DYAK
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC6535275|XP_002095931.1|DYAK
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC6537506|XP_002098052.1|DYAK
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC6537504|XP_002098050.1|DYAK, LOC6537503|XP_002098049.3|DYAK
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC6523883|XP_015045362.2|DYAK, LOC6538113|XP_002098648.1|DYAK, LOC6533220|XP_002093946.1|DYAK, LOC6532576|XP_039230642.1|DYAK
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC6526924|XP_039227701.1|DYAK
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC6526773|XP_002087876.1|DYAK, LOC6528505|XP_002089551.1|DYAK, LOC6538463|XP_002098987.1|DYAK, LOC6528506|XP_002089552.1|DYAK
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC6526053|XP_002101870.3|DYAK, LOC6526054|XP_002101871.1|DYAK
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC6525395|XP_002101230.1|DYAK
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC6536556|XP_002097132.2|DYAK, LOC6524932|XP_002100772.1|DYAK, LOC6524926|XP_002100766.1|DYAK
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC6526646|XP_039226426.1|DYAK
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC6523810|XP_015045348.1|DYAK
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC6524498|XP_039227389.1|DYAK
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC6528336|XP_015054421.1|DYAK, LOC6528337|XP_015054409.1|DYAK
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC6537400|XP_002097956.1|DYAK, LOC26536027|XP_015050360.1|DYAK, LOC6533976|XP_002094671.3|DYAK
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC6526730|XP_002087833.1|DYAK, LOC6526729|XP_002087832.1|DYAK, LOC6533470|XP_002094181.1|DYAK
OG0000195	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP	LOC6531829|XP_002092616.1|DYAK
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC6529478|XP_015052370.1|DYAK
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC6524768|XP_002100612.1|DYAK
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC120321921|XP_039232122.1|DYAK
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC6524759|XP_002100603.1|DYAK
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC6530005|XP_039228265.1|DYAK, LOC6530420|XP_002091336.3|DYAK, LOC6530479|XP_002091394.2|DYAK, LOC6528289|XP_039226918.1|DYAK
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK, LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK, LOC6538064|XP_015048632.1|DYAK
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC6537830|XP_002098371.3|DYAK, LOC6537833|XP_002098374.1|DYAK
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC6535527|XP_002096156.1|DYAK
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC6533953|XP_002094653.1|DYAK, LOC6533952|XP_002094652.1|DYAK
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC6531635|XP_002092432.3|DYAK, LOC6531634|XP_039228283.1|DYAK
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC6537165|XP_002097726.1|DYAK, LOC6535617|XP_002096245.2|DYAK
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC6532161|XP_002092937.1|DYAK
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC6527350|XP_002088442.1|DYAK
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC6532160|XP_002092936.1|DYAK
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC6532870|XP_002093606.1|DYAK, LOC6532871|XP_002093607.1|DYAK
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC6533893|XP_039229992.1|DYAK
OG0000209	LOC119074339|XP_037036325.1|BCOP	LOC120320595|XP_039226640.1|DYAK, LOC6527680|XP_002088766.2|DYAK, LOC6526931|XP_039227047.1|DYAK, LOC6528339|XP_002089392.1|DYAK
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC6531807|XP_039227799.1|DYAK, LOC6526462|XP_002087581.2|DYAK, LOC6525374|XP_002101210.2|DYAK
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC6536826|XP_002097396.1|DYAK, LOC6533641|XP_002094347.3|DYAK
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC6536829|XP_002097399.1|DYAK
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC6526922|XP_002088020.1|DYAK, LOC6526923|XP_002088021.1|DYAK, LOC6528963|XP_002089995.1|DYAK
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC6534897|XP_039230744.1|DYAK, LOC6540014|XP_039226182.1|DYAK
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC6525931|XP_002101751.1|DYAK, LOC6530497|XP_002091412.1|DYAK, LOC6538392|XP_002098916.2|DYAK
