Orthogroup	BCOP.longest_only	ASTE.longest_only
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC118507487|XP_035901904.1|ASTE, LOC118509025|XP_035904952.1|ASTE, LOC118504703|XP_035895429.1|ASTE, LOC118508829|XP_035904468.1|ASTE, LOC118509024|XP_035904951.1|ASTE, LOC118509023|XP_035904949.1|ASTE, LOC118513092|XP_035914386.1|ASTE
OG0000085	LOC119078404|XP_037041802.1|BCOP, LOC119075491|XP_037037853.1|BCOP, LOC119078406|XP_037041805.1|BCOP, LOC119075492|XP_037037854.1|BCOP, LOC119082788|XP_037048277.1|BCOP, LOC119079916|XP_037043902.1|BCOP, LOC119073099|XP_037034308.1|BCOP, LOC119077221|XP_037040300.1|BCOP	LOC118512093|XP_035911950.1|ASTE
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC118513044|XP_035914229.1|ASTE
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC118508907|XP_035904661.1|ASTE
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC118511163|XP_035909795.1|ASTE, LOC118511165|XP_035909796.1|ASTE, LOC118511162|XP_035909794.1|ASTE, LOC118511161|XP_035909793.1|ASTE
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC118503330|XP_035892383.1|ASTE
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC118505310|XP_035896841.1|ASTE
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE
OG0000089	LOC119085328|XP_037051605.1|BCOP	LOC118506188|XP_035898872.1|ASTE
OG0000090	LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC118506264|XP_035899059.1|ASTE
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC118507859|XP_035902942.1|ASTE
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE
OG0000092	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP	LOC118502652|XP_035890995.1|ASTE
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC118510780|XP_035908957.1|ASTE
OG0000093	LOC119070006|XP_037030164.1|BCOP	LOC118512414|XP_035912706.1|ASTE
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP	LOC118502720|XP_035891168.1|ASTE
OG0000094	LOC119081968|XP_037047175.1|BCOP	LOC118506771|XP_035900263.1|ASTE, LOC118514681|XP_035917717.1|ASTE, LOC118516006|XP_035918152.1|ASTE
OG0000095	LOC119068814|XP_037028486.1|BCOP	LOC118507514|XP_035901957.1|ASTE
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC118514595|XP_035917485.1|ASTE
OG0000098	LOC119076678|XP_037039470.1|BCOP, LOC119078741|XP_037042332.1|BCOP	LOC118503065|XP_035891826.1|ASTE, LOC118503062|XP_035891822.1|ASTE, LOC118503063|XP_035891823.1|ASTE, LOC118503064|XP_035891825.1|ASTE
OG0000099	LOC119079068|XP_037042772.1|BCOP, LOC119080441|XP_037044699.1|BCOP	LOC118506913|XP_035900599.1|ASTE
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC118502385|XP_035890500.1|ASTE, LOC118506916|XP_035900604.1|ASTE, LOC118506914|XP_035900601.1|ASTE
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC118510504|XP_035908303.1|ASTE
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC118509466|XP_035905987.1|ASTE, LOC118511833|XP_035911269.1|ASTE, LOC118509016|XP_035904927.1|ASTE, LOC118509017|XP_035904928.1|ASTE, LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC118504365|XP_035894655.1|ASTE
OG0000104	LOC119069509|XP_037029482.1|BCOP, LOC119078961|XP_037042605.1|BCOP	LOC118507638|XP_035902290.1|ASTE
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC118506605|XP_035899865.1|ASTE
OG0000108	LOC119068947|XP_037028707.1|BCOP	LOC118509668|XP_035906547.1|ASTE, LOC118509663|XP_035906533.1|ASTE
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC118504419|XP_035894746.1|ASTE
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC118511309|XP_035910114.1|ASTE, LOC118511304|XP_035910107.1|ASTE
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC118504874|XP_035895818.1|ASTE, LOC118503662|XP_035893080.1|ASTE, LOC118503161|XP_035892015.1|ASTE, LOC118504876|XP_035895821.1|ASTE, LOC118507965|XP_035903187.1|ASTE, LOC118507089|XP_035900970.1|ASTE, LOC118503024|XP_035891741.1|ASTE
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC118512990|XP_035914139.1|ASTE
OG0000115	LOC119072021|XP_037033034.1|BCOP	LOC118507936|XP_035903140.1|ASTE
OG0000117	LOC119077509|XP_037040636.1|BCOP	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC118512861|XP_035913838.1|ASTE
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC118506636|XP_035899907.1|ASTE
OG0000131	LOC119069243|XP_037029191.1|BCOP, LOC119073673|XP_037035178.1|BCOP	LOC118504381|XP_035894684.1|ASTE, LOC118507054|XP_035900909.1|ASTE, LOC118507053|XP_035900908.1|ASTE, LOC118502872|XP_035891473.1|ASTE, LOC118502877|XP_035891487.1|ASTE
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000133	LOC119078344|XP_037041742.1|BCOP	LOC118506929|XP_035900664.1|ASTE, LOC118515142|XP_035917736.1|ASTE, LOC118515187|XP_035917779.1|ASTE, LOC118511144|XP_035909766.1|ASTE
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC118514038|XP_035916413.1|ASTE
OG0000135	LOC119073097|XP_037034306.1|BCOP	LOC118504600|XP_035895158.1|ASTE, LOC118504599|XP_035895157.1|ASTE, LOC118502450|XP_035890572.1|ASTE, LOC118504593|XP_035895148.1|ASTE, LOC118515262|XP_035917840.1|ASTE, LOC118508259|XP_035903777.1|ASTE
OG0000136	LOC119080269|XP_037044424.1|BCOP, LOC119085163|XP_037051356.1|BCOP, LOC119071495|XP_037032253.1|BCOP, LOC119076697|XP_037039503.1|BCOP, LOC119080078|XP_037044197.1|BCOP, LOC119082929|XP_037048480.1|BCOP, LOC119072010|XP_037033022.1|BCOP, LOC119078473|XP_037041922.1|BCOP, LOC119082464|XP_037047877.1|BCOP, LOC119080853|XP_037045322.1|BCOP	LOC118508014|XP_035903292.1|ASTE
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC119071652|XP_037032507.1|BCOP	LOC118508535|XP_035904305.1|ASTE
OG0000143	LOC119078755|XP_037042355.1|BCOP	LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000144	LOC119084631|XP_037050594.1|BCOP	LOC118514646|XP_035917563.1|ASTE
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000146	LOC119074033|XP_037035870.1|BCOP	LOC118508422|XP_035904084.1|ASTE, LOC118505869|XP_035898185.1|ASTE, LOC118505871|XP_035898187.1|ASTE
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000147	LOC119069330|XP_037029290.1|BCOP	LOC118505552|XP_035897398.1|ASTE
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC119070710|XP_037031058.1|BCOP	LOC118510089|XP_035907396.1|ASTE
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC119072713|XP_037033879.1|BCOP	LOC118510542|XP_035908395.1|ASTE
OG0000162	LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC118512639|XP_035913230.1|ASTE
OG0000164	LOC119068878|XP_037028612.1|BCOP	LOC118507409|XP_035901763.1|ASTE
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC119068609|XP_037028163.1|BCOP	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC119068257|XP_037027690.1|BCOP, LOC119080340|XP_037044530.1|BCOP, LOC119071268|XP_037032028.1|BCOP	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC119081516|XP_037046421.1|BCOP	LOC118514585|XP_035917481.1|ASTE
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC118504483|XP_035894893.1|ASTE
OG0000178	LOC119077515|XP_037040645.1|BCOP	LOC118510163|XP_035907569.1|ASTE, LOC118510164|XP_035907570.1|ASTE
OG0000178	LOC119078124|XP_037041478.1|BCOP	LOC118514408|XP_035917181.1|ASTE
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC118504074|XP_035894020.1|ASTE
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC118504849|XP_035895754.1|ASTE
OG0000187	LOC119083410|XP_037049057.1|BCOP, LOC119081089|XP_037045725.1|BCOP, LOC119068649|XP_037028219.1|BCOP, LOC119079565|XP_037043437.1|BCOP	LOC118516390|XP_035918149.1|ASTE, LOC118505086|XP_035896270.1|ASTE, LOC118502488|XP_035890613.1|ASTE, LOC118502487|XP_035890612.1|ASTE, LOC118516235|XP_035918007.1|ASTE, LOC118516251|XP_035918008.1|ASTE, LOC118511793|XP_035911641.1|ASTE
OG0000188	LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC119066285|XP_037024548.1|BCOP	LOC118512655|XP_035913266.1|ASTE
OG0000189	LOC119082491|XP_037047904.1|BCOP	LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC119071110|XP_037031649.1|BCOP	LOC118503099|XP_035891900.1|ASTE
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC118510368|XP_035907979.1|ASTE
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC118512001|XP_035911636.1|ASTE
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000195	LOC119068888|XP_037028650.1|BCOP	LOC118511765|XP_035911131.1|ASTE
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP	LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE
OG0000213	LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000217	LOC119076525|XP_037039206.1|BCOP	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC119066897|XP_037025481.1|BCOP	LOC118512344|XP_035912523.1|ASTE
OG0000219	LOC119073633|XP_037035119.1|BCOP	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC119083685|XP_037049364.1|BCOP	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC119079523|XP_037043384.1|BCOP	LOC118512893|XP_035913890.1|ASTE
OG0000221	LOC119079527|XP_037043404.1|BCOP	LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC119076255|XP_037038817.1|BCOP	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC119066756|XP_037025327.1|BCOP	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC119085720|XP_037052063.1|BCOP	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC119085369|XP_037051647.1|BCOP	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC119077980|XP_037041257.1|BCOP	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC119081748|XP_037046818.1|BCOP, LOC119067276|XP_037026048.1|BCOP	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC119083575|XP_037049216.1|BCOP	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC119067908|XP_037027095.1|BCOP	LOC118508457|XP_035904152.1|ASTE
OG0000234	LOC119070620|XP_037030945.1|BCOP	LOC118507019|XP_035900849.1|ASTE, LOC118507020|XP_035900850.1|ASTE, LOC118507022|XP_035900852.1|ASTE
OG0000235	LOC119076788|XP_037039645.1|BCOP	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC119074337|XP_037036323.1|BCOP	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC119081803|XP_037046924.1|BCOP	LOC118512278|XP_035912368.1|ASTE
