Orthogroup	BCOP.longest_only	DPSE.longest_only
OG0000075	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP	LOC4814181|XP_001354308.4|DPSE, LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE, LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE, LOC4814183|XP_001354309.1|DPSE
OG0000076	LOC119071813|XP_037032779.1|BCOP	LOC6900056|XP_033238646.1|DPSE
OG0000076	LOC119068533|XP_037028044.1|BCOP	LOC6901614|XP_002134284.3|DPSE
OG0000076	LOC119066422|XP_037024794.1|BCOP	LOC4815315|XP_001355000.2|DPSE
OG0000077	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP	LOC6903891|XP_002136626.1|DPSE
OG0000077	LOC119076378|XP_037038990.1|BCOP	LOC4800596|XP_001357842.1|DPSE
OG0000077	LOC119071068|XP_037031598.1|BCOP	LOC4805619|XP_001361993.1|DPSE
OG0000077	LOC119069760|XP_037029786.1|BCOP	LOC6897044|XP_003736391.1|DPSE
OG0000078	LOC119072413|XP_037033522.1|BCOP	LOC4804955|XP_001361435.3|DPSE, LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE, LOC4802953|XP_001359766.2|DPSE, LOC4814621|XP_001355050.3|DPSE, LOC4815368|XP_001354621.3|DPSE
OG0000079	LOC119073294|XP_037034574.1|BCOP	LOC6902977|XP_015036111.2|DPSE, LOC26534025|XP_033235814.1|DPSE, LOC6902942|XP_002132668.2|DPSE, LOC6902963|XP_002132689.1|DPSE, LOC6902964|XP_015036104.1|DPSE, LOC117183178|XP_033235181.1|DPSE, LOC6902965|XP_002132691.2|DPSE, LOC4817314|XP_001356685.1|DPSE, LOC26534171|XP_015036113.2|DPSE
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE, LOC4805687|XP_001362046.3|DPSE
OG0000081	LOC119072492|XP_037033632.1|BCOP	LOC4811957|XP_001352460.4|DPSE
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC4803829|XP_001360483.2|DPSE, LOC4800945|XP_001358129.3|DPSE, LOC4801644|XP_001358698.2|DPSE
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC26532411|XP_033235904.1|DPSE
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC4803751|XP_001360416.2|DPSE
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC4804898|XP_001361384.3|DPSE
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC4804253|XP_001360840.1|DPSE
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC4816786|XP_001356332.1|DPSE
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC4817851|XP_001357379.2|DPSE, LOC6902768|XP_002132512.2|DPSE
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC4805581|XP_001361962.1|DPSE
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC6903460|XP_002132339.1|DPSE, LOC6897738|XP_015038003.2|DPSE, LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE, LOC6897737|XP_002137843.1|DPSE
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC4802911|XP_001359737.1|DPSE
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC4812687|XP_001353070.2|DPSE
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC4805122|XP_001361578.1|DPSE, LOC4805121|XP_015040451.2|DPSE, LOC6900041|XP_002135405.1|DPSE, LOC6899944|XP_002135312.2|DPSE
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC4801161|XP_015037056.1|DPSE
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC4816825|XP_001356505.3|DPSE, LOC4801449|XP_033232375.1|DPSE, LOC4801443|XP_001358537.1|DPSE
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC4802360|XP_001359289.2|DPSE, LOC4802357|XP_001359285.1|DPSE, LOC4802658|XP_001359535.3|DPSE, LOC4802361|XP_001359290.2|DPSE
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC4817063|XP_015036040.1|DPSE
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC4804675|XP_001361198.4|DPSE
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC6899211|XP_002136312.2|DPSE, LOC4814997|XP_001354996.4|DPSE
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC4813472|XP_015043125.2|DPSE, LOC4801917|XP_001358935.4|DPSE
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC6897403|XP_002137555.3|DPSE, LOC6897404|XP_015037507.2|DPSE, LOC6897015|XP_002137200.2|DPSE, LOC4816202|XP_001355846.3|DPSE
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC4815949|XP_001355223.2|DPSE, LOC6901833|XP_002133371.2|DPSE
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC6901374|XP_015041636.2|DPSE
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC6900247|XP_015044019.2|DPSE, LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC4804100|XP_001360716.3|DPSE
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE, LOC4813251|XP_033237392.1|DPSE, LOC4805641|XP_001362010.2|DPSE
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC4811865|XP_001352567.2|DPSE
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC4817994|XP_001357248.2|DPSE, LOC4812453|XP_001352571.2|DPSE
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC6897188|XP_033241709.1|DPSE, LOC4802641|XP_001359524.3|DPSE, LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC4816673|XP_001356046.3|DPSE
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC4813509|XP_001353237.3|DPSE, LOC4813564|XP_001353238.4|DPSE, LOC4813596|XP_001353239.2|DPSE, LOC4813344|XP_001353235.2|DPSE
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC4804957|XP_001361436.2|DPSE, LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC4801479|XP_001358564.4|DPSE, LOC6899502|XP_033240539.1|DPSE, LOC117185048|XP_033240543.1|DPSE, LOC26531981|XP_033240362.1|DPSE, LOC6899402|XP_002136128.1|DPSE, LOC6899401|XP_002136127.1|DPSE, LOC6904066|XP_033240668.1|DPSE, LOC117185004|XP_033240273.1|DPSE, LOC117185065|XP_033240663.1|DPSE, LOC6904030|XP_033240677.1|DPSE, LOC117185072|XP_033240678.1|DPSE, LOC6897235|XP_002137407.2|DPSE, LOC26533299|XP_015041637.2|DPSE, LOC6901379|XP_002134067.2|DPSE
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC4816702|XP_001356233.1|DPSE, LOC4816357|XP_001356234.2|DPSE, LOC4816358|XP_001356235.2|DPSE, LOC6902710|XP_002133224.1|DPSE
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC4816812|XP_001356809.3|DPSE, LOC6901699|XP_002134369.2|DPSE
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC4800772|XP_001357987.3|DPSE, LOC4800771|XP_001357986.2|DPSE, LOC4800773|XP_001357988.3|DPSE
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC6901854|XP_002133392.2|DPSE
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC4803913|XP_001360557.1|DPSE
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC4817541|XP_001356952.2|DPSE, LOC6901494|XP_002134180.2|DPSE, LOC4805302|XP_001361724.1|DPSE, LOC4817383|XP_001356484.3|DPSE
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC4805442|XP_001361843.2|DPSE, LOC4802279|XP_001359231.2|DPSE, LOC4802278|XP_001359230.2|DPSE
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC4801148|XP_003736422.2|DPSE
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC4801426|XP_003736507.1|DPSE
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC26532672|XP_033236106.1|DPSE, LOC26532541|XP_033236242.1|DPSE, LOC6903471|XP_015035428.2|DPSE
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE, LOC4802973|XP_001359783.3|DPSE
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC6901846|XP_002133384.1|DPSE, LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC4801402|XP_001358502.3|DPSE
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC4817091|XP_033235701.1|DPSE, LOC4802383|XP_001359312.1|DPSE
OG0000133	LOC119073052|XP_037034257.1|BCOP, LOC119075717|XP_037038141.1|BCOP, LOC119069033|XP_037028797.1|BCOP	LOC117185139|XP_033240982.1|DPSE
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC6897020|XP_002137205.1|DPSE
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC4816709|XP_001356064.2|DPSE
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC6899972|XP_002135340.3|DPSE, LOC4801920|XP_001358938.2|DPSE
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC6900167|XP_002135506.1|DPSE
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC4802999|XP_001359805.3|DPSE, LOC4802997|XP_015038238.2|DPSE, LOC4802998|XP_001359804.3|DPSE, LOC4803004|XP_001359809.4|DPSE
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC4801149|XP_001358287.3|DPSE, LOC6898982|XP_033234599.1|DPSE
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC4813077|XP_015043197.2|DPSE, LOC6900705|XP_002135068.1|DPSE
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC6897479|XP_002137628.3|DPSE
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC4811728|XP_033232983.1|DPSE
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC6901253|XP_002133954.2|DPSE
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC4813283|XP_001353993.3|DPSE
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC4813434|XP_001353992.4|DPSE
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC6897589|XP_033241591.1|DPSE
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC6901434|XP_033238837.1|DPSE
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC26533897|XP_015044394.2|DPSE
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC4814222|XP_001354408.3|DPSE, LOC4817494|XP_001356913.2|DPSE, LOC4817492|XP_001356911.2|DPSE, LOC4817493|XP_001356912.1|DPSE
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC4816304|XP_001355892.2|DPSE
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC4801881|XP_001358904.3|DPSE
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC4816928|XP_033236378.1|DPSE
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC4816143|XP_033237038.1|DPSE
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC4818071|XP_001357237.3|DPSE, LOC4816056|XP_001355620.2|DPSE
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC4801596|XP_001358665.3|DPSE, LOC4801597|XP_001358666.3|DPSE, LOC4801595|XP_001358664.3|DPSE
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC4800918|XP_033241792.1|DPSE, LOC4800917|XP_001358106.2|DPSE, LOC26533071|XP_015042600.2|DPSE
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC4813315|XP_001353247.3|DPSE, LOC4812763|XP_001353242.2|DPSE, LOC4813790|XP_001353243.2|DPSE
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE, LOC4805065|XP_001361529.3|DPSE
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC4805548|XP_001361934.2|DPSE, LOC4812810|XP_001353456.2|DPSE, LOC4813871|XP_033238538.1|DPSE
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC4813365|XP_033240111.1|DPSE
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC4813653|XP_001353959.3|DPSE
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC4800954|XP_001358138.2|DPSE, LOC4800957|XP_001358139.3|DPSE
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC6902668|XP_002133184.2|DPSE, LOC4816956|XP_001356727.2|DPSE
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC6898988|XP_002138948.2|DPSE
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC4805524|XP_001361913.2|DPSE, LOC4805523|XP_001361912.3|DPSE
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC4812702|XP_001353084.4|DPSE, LOC4812706|XP_001353086.3|DPSE, LOC4812703|XP_001353085.3|DPSE
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC6897332|XP_002137485.2|DPSE
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC6900999|XP_002134695.2|DPSE, LOC4801348|XP_001358457.2|DPSE
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC6902949|XP_002132675.1|DPSE, LOC4816800|XP_001356660.2|DPSE
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC4816415|XP_015036793.2|DPSE
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC4817310|XP_001356348.3|DPSE
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC6901864|XP_033241343.1|DPSE
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE, LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE, LOC6897231|XP_033232298.1|DPSE, LOC6900096|XP_002135454.2|DPSE, LOC6898323|XP_002138378.2|DPSE, LOC4803976|XP_001360613.4|DPSE, LOC6900110|XP_002135462.3|DPSE, LOC6898268|XP_033233872.1|DPSE, LOC6899002|XP_033233436.1|DPSE, LOC4812066|XP_033238024.1|DPSE
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC6898259|XP_033233396.1|DPSE, LOC4803831|XP_001360485.1|DPSE
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC6897968|XP_002138067.1|DPSE
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC4802223|XP_002137664.4|DPSE
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC4815261|XP_002134398.2|DPSE
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC4801082|XP_001358241.2|DPSE
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC26532615|XP_033237501.1|DPSE
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC4805135|XP_015040459.2|DPSE, LOC6898179|XP_033234236.1|DPSE
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC4817927|XP_033236715.1|DPSE
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC4802751|XP_001359612.1|DPSE
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC4802044|XP_001359037.2|DPSE
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC4802043|XP_001359036.2|DPSE, LOC6897440|XP_002137590.2|DPSE
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC6900177|XP_002135516.2|DPSE, LOC4812682|XP_015044112.2|DPSE
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC4817147|XP_001356460.3|DPSE, LOC4816852|XP_001356459.3|DPSE
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC4804996|XP_001361466.1|DPSE, LOC4802654|XP_001359534.1|DPSE, LOC6897693|XP_002137819.1|DPSE, LOC6898742|XP_002138729.1|DPSE, LOC6898741|XP_002138728.1|DPSE
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC4815480|XP_001355402.3|DPSE, LOC6902241|XP_002133768.2|DPSE, LOC6897595|XP_033241793.1|DPSE
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC4815239|XP_015042164.2|DPSE
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC6897456|XP_033241163.1|DPSE, LOC4814758|XP_001355055.1|DPSE, LOC4814826|XP_001355051.3|DPSE
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC6902645|XP_033235428.1|DPSE
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC4814760|XP_033239771.1|DPSE
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC4815789|XP_033238609.1|DPSE
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC6898085|XP_033233403.1|DPSE
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC4802843|XP_001359679.3|DPSE, LOC26532408|XP_015042933.2|DPSE, LOC4813888|XP_001353589.3|DPSE
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC4817245|XP_001356707.4|DPSE, LOC4812047|XP_001352715.1|DPSE
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC4816535|XP_015036495.2|DPSE
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC4815865|XP_001355518.2|DPSE
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC6902142|XP_033240109.1|DPSE
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC4816099|XP_001355514.4|DPSE
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC6898585|XP_002138605.3|DPSE, LOC26532927|XP_033233380.1|DPSE, LOC6899053|XP_033234621.1|DPSE, LOC26532754|XP_015040087.1|DPSE
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC6896763|XP_033232743.1|DPSE, LOC6902764|XP_033236196.1|DPSE, LOC4800468|XP_001357737.1|DPSE
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC4800909|XP_001358098.3|DPSE, LOC4800908|XP_001358097.2|DPSE
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC4803189|XP_001359972.1|DPSE
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC4813462|XP_001353498.3|DPSE, LOC6898414|XP_002138460.2|DPSE, LOC4813696|XP_001353497.2|DPSE, LOC6902317|XP_002133844.2|DPSE, LOC6902316|XP_002133843.2|DPSE
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC6898299|XP_002138361.2|DPSE, LOC4803932|XP_001360573.3|DPSE, LOC4803933|XP_015039442.2|DPSE
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC6896969|XP_002137154.1|DPSE, LOC4801828|XP_001358861.1|DPSE
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC4804616|XP_001361149.2|DPSE
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC4817789|XP_001357148.2|DPSE
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC4804615|XP_001361148.1|DPSE
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC4812082|XP_001352422.2|DPSE
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC6900480|XP_002134870.3|DPSE
OG0000209	LOC119074339|XP_037036325.1|BCOP	LOC6898086|XP_002138171.2|DPSE
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC4803708|XP_001360382.3|DPSE, LOC4816053|XP_001355344.3|DPSE
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC6901685|XP_015041993.2|DPSE, LOC4800838|XP_015038679.2|DPSE, LOC6897154|XP_002137334.2|DPSE, LOC6897735|XP_002137841.2|DPSE, LOC4813665|XP_001353637.2|DPSE
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC4800837|XP_001358041.1|DPSE
