Orthogroup	BCOP.longest_only	DSAN.longest_only
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN, LOC120445200|XP_039481358.1|DSAN
OG0000081	LOC119072492|XP_037033632.1|BCOP	LOC120449798|XP_039488374.1|DSAN
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC120444539|XP_039480221.1|DSAN, LOC120453176|XP_039493670.1|DSAN, LOC120454374|XP_039495543.1|DSAN
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC120458313|XP_039501854.1|DSAN, LOC120455686|XP_039498031.1|DSAN, LOC120456937|XP_039500014.1|DSAN, LOC120455860|XP_039498269.1|DSAN, LOC120455849|XP_039498257.1|DSAN
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC120450759|XP_039489843.1|DSAN
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC120446957|XP_039484147.1|DSAN
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC120448625|XP_039486680.1|DSAN
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC120444981|XP_039480942.1|DSAN
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC120458014|XP_039501448.1|DSAN
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC120452956|XP_039493382.1|DSAN, LOC120451745|XP_039491597.1|DSAN
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC120445629|XP_039482091.1|DSAN
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC120451916|XP_039491866.1|DSAN, LOC120448571|XP_039486565.1|DSAN, LOC120444823|XP_039480713.1|DSAN, LOC120448663|XP_039486732.1|DSAN
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC120454625|XP_039496027.1|DSAN, LOC120454392|XP_039495577.1|DSAN
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC120454433|XP_039495663.1|DSAN
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC120447506|XP_039484850.1|DSAN
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC120448309|XP_039486192.1|DSAN, LOC120448284|XP_039486150.1|DSAN, LOC120447536|XP_039484914.1|DSAN, LOC120449735|XP_039488300.1|DSAN
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC120454553|XP_039495874.1|DSAN
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC120458039|XP_039501482.1|DSAN, LOC120454568|XP_039495897.1|DSAN, LOC120452896|XP_039493288.1|DSAN
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC120452494|XP_039492677.1|DSAN, LOC120453296|XP_039493860.1|DSAN, LOC120454055|XP_039494995.1|DSAN, LOC120453475|XP_039494142.1|DSAN
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC120445748|XP_039482264.1|DSAN
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC120456501|XP_039499302.1|DSAN, LOC120444750|XP_039480614.1|DSAN, LOC120444752|XP_039480616.1|DSAN
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC120451538|XP_039491256.1|DSAN, LOC120455113|XP_039496936.1|DSAN
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC120447699|XP_039485161.1|DSAN, LOC120452712|XP_039493010.1|DSAN
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC120446709|XP_039483748.1|DSAN, LOC120456060|XP_039498581.1|DSAN, LOC120451499|XP_039491185.1|DSAN, LOC120445403|XP_039481752.1|DSAN
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC120455657|XP_039497983.1|DSAN, LOC120455658|XP_039497984.1|DSAN
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC120455656|XP_039497981.1|DSAN
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC120447594|XP_039484996.1|DSAN, LOC120447595|XP_039484997.1|DSAN, LOC120447598|XP_039485002.1|DSAN, LOC120448473|XP_039486431.1|DSAN, LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN, LOC120448469|XP_039486421.1|DSAN
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC120444369|XP_039479910.1|DSAN
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC120445351|XP_039481626.1|DSAN
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN, LOC120457733|XP_039501166.1|DSAN
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC120447890|XP_039485434.1|DSAN
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC120457816|XP_039501251.1|DSAN, LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC120447610|XP_039485017.1|DSAN, LOC120451809|XP_039491700.1|DSAN, LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC120458470|XP_039502057.1|DSAN
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC120448445|XP_039486393.1|DSAN, LOC120449757|XP_039488327.1|DSAN, LOC120449997|XP_039488641.1|DSAN, LOC120449458|XP_039487864.1|DSAN
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC120446698|XP_039483730.1|DSAN, LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC120458260|XP_039501783.1|DSAN, LOC120445859|XP_039482434.1|DSAN, LOC120451060|XP_039490352.1|DSAN, LOC120447236|XP_039484695.1|DSAN
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC120444154|XP_039479666.1|DSAN, LOC120444155|XP_039479668.1|DSAN, LOC120444156|XP_039479669.1|DSAN, LOC120444158|XP_039479671.1|DSAN
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN, LOC120458057|XP_039501500.1|DSAN
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC120454455|XP_039495701.1|DSAN, LOC120452109|XP_039492121.1|DSAN, LOC120451917|XP_039491863.1|DSAN
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC120457201|XP_039500489.1|DSAN
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC120446605|XP_039483576.1|DSAN
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC120446930|XP_039484118.1|DSAN, LOC120455728|XP_039498076.1|DSAN, LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC120451421|XP_039491027.1|DSAN
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC120451369|XP_039490949.1|DSAN
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC120454254|XP_039495315.1|DSAN, LOC120458709|XP_039502389.1|DSAN
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN, LOC120451773|XP_039491637.1|DSAN
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC120455629|XP_039497949.1|DSAN, LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC120450809|XP_039489913.1|DSAN
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN, LOC120452537|XP_039492737.1|DSAN
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC120451359|XP_039490929.1|DSAN
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC120453306|XP_039493897.1|DSAN
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC120451005|XP_039490252.1|DSAN
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC120450371|XP_039489288.1|DSAN
OG0000137	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP	LOC120457403|XP_039500933.1|DSAN
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC120453268|XP_039493829.1|DSAN, LOC120453267|XP_039493828.1|DSAN, LOC120453446|XP_039494088.1|DSAN, LOC120453355|XP_039493962.1|DSAN, LOC120453447|XP_039494089.1|DSAN
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC120451422|XP_039491029.1|DSAN
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC120448453|XP_039486405.1|DSAN, LOC120448454|XP_039486406.1|DSAN
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC120451264|XP_039490727.1|DSAN
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC120447845|XP_039485386.1|DSAN
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC120457117|XP_039500268.1|DSAN
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC120450562|XP_039489605.1|DSAN
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC120450563|XP_039489606.1|DSAN
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC120452659|XP_039492916.1|DSAN
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC120457308|XP_039500730.1|DSAN
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC120457482|XP_039500967.1|DSAN
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC120456131|XP_039498694.1|DSAN, LOC120444793|XP_039480676.1|DSAN
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC120451646|XP_039491487.1|DSAN
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC120452393|XP_039492541.1|DSAN, LOC120454057|XP_039494997.1|DSAN
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC120449015|XP_039487230.1|DSAN
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC120453191|XP_039493694.1|DSAN
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC120450388|XP_039489317.1|DSAN, LOC120455384|XP_039497444.1|DSAN
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN, LOC120449197|XP_039487492.1|DSAN
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC120458565|XP_039502192.1|DSAN, LOC120447552|XP_039484939.1|DSAN
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC120444707|XP_039480514.1|DSAN, LOC120449667|XP_039488200.1|DSAN, LOC120448946|XP_039487126.1|DSAN
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC120447635|XP_039485072.1|DSAN
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC120448194|XP_039485994.1|DSAN
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC120451440|XP_039491049.1|DSAN, LOC120453850|XP_039494688.1|DSAN
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN, LOC120447628|XP_039485066.1|DSAN
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC120455780|XP_039498171.1|DSAN, LOC120449990|XP_039488633.1|DSAN
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC120445044|XP_039481091.1|DSAN
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC120445051|XP_039481102.1|DSAN, LOC120445045|XP_039481092.1|DSAN
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC120448505|XP_039486473.1|DSAN, LOC120448889|XP_039487040.1|DSAN, LOC120449994|XP_039488638.1|DSAN, LOC120448507|XP_039486474.1|DSAN
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC120452629|XP_039492872.1|DSAN
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC120447495|XP_039484826.1|DSAN, LOC120451692|XP_039491521.1|DSAN
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC120445878|XP_039482751.1|DSAN
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC120451198|XP_039490587.1|DSAN
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC120456869|XP_039499896.1|DSAN
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC120448014|XP_039485669.1|DSAN
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC120445686|XP_039482176.1|DSAN, LOC120446598|XP_039483562.1|DSAN
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC120451302|XP_039490802.1|DSAN
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC120455520|XP_039497732.1|DSAN
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC120453959|XP_039494842.1|DSAN
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC120447459|XP_039484773.1|DSAN
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC120455127|XP_039496958.1|DSAN, LOC120444365|XP_039479889.1|DSAN
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC120458115|XP_039501582.1|DSAN
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC120452336|XP_039492433.1|DSAN
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC120450801|XP_039489902.1|DSAN
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC120451020|XP_039490279.1|DSAN, LOC120451018|XP_039490277.1|DSAN
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC120457162|XP_039500372.1|DSAN, LOC120451563|XP_039491300.1|DSAN, LOC120448380|XP_039486296.1|DSAN, LOC120449076|XP_039487309.1|DSAN
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC120449599|XP_039488103.1|DSAN, LOC120458704|XP_039502382.1|DSAN
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC120445960|XP_039482601.1|DSAN, LOC120455801|XP_039498199.1|DSAN, LOC120445946|XP_039482564.1|DSAN, LOC120453713|XP_039494470.1|DSAN, LOC120445958|XP_039482587.1|DSAN, LOC120445952|XP_039482573.1|DSAN
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC120455515|XP_039497722.1|DSAN, LOC120455010|XP_039496765.1|DSAN
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC120456188|XP_039498799.1|DSAN
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC120454152|XP_039495145.1|DSAN, LOC120455320|XP_039497328.1|DSAN, LOC120457066|XP_039500178.1|DSAN
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC120458020|XP_039501457.1|DSAN
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC120455411|XP_039497487.1|DSAN
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC120455354|XP_039497386.1|DSAN
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC120458827|XP_039502576.1|DSAN, LOC120458829|XP_039502587.1|DSAN
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC120454228|XP_039495262.1|DSAN, LOC120450167|XP_039488949.1|DSAN, LOC120450166|XP_039488948.1|DSAN
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC120458359|XP_039501907.1|DSAN, LOC120443852|XP_039479148.1|DSAN, LOC120450306|XP_039489188.1|DSAN
OG0000195	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP	LOC120445310|XP_039481554.1|DSAN
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC120446081|XP_039482797.1|DSAN
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC120455822|XP_039498220.1|DSAN
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC120455833|XP_039498236.1|DSAN
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC120455817|XP_039498216.1|DSAN
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC120444828|XP_039480718.1|DSAN, LOC120444917|XP_039480844.1|DSAN, LOC120444915|XP_039480842.1|DSAN, LOC120444142|XP_039479644.1|DSAN
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC120451232|XP_039490659.1|DSAN, LOC120451231|XP_039490657.1|DSAN, LOC120453710|XP_039494466.1|DSAN, LOC120453512|XP_039494193.1|DSAN, LOC120453508|XP_039494188.1|DSAN, LOC120451230|XP_039490653.1|DSAN
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC120453936|XP_039494815.1|DSAN, LOC120453749|XP_039494516.1|DSAN
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC120451630|XP_039491421.1|DSAN
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC120449862|XP_039488456.1|DSAN, LOC120449861|XP_039488455.1|DSAN
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC120445393|XP_039481734.1|DSAN, LOC120446174|XP_039482943.1|DSAN, LOC120446375|XP_039483240.1|DSAN
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC120450955|XP_039490175.1|DSAN, LOC120453498|XP_039494178.1|DSAN
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC120446694|XP_039483725.1|DSAN
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC120458312|XP_039501853.1|DSAN
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC120445251|XP_039481459.1|DSAN
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC120448256|XP_039486107.1|DSAN, LOC120449692|XP_039488241.1|DSAN
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC120448303|XP_039486177.1|DSAN
OG0000209	LOC119074339|XP_037036325.1|BCOP	LOC120449423|XP_039487819.1|DSAN, LOC120449414|XP_039487808.1|DSAN, LOC120444051|XP_039479489.1|DSAN, LOC120458245|XP_039501767.1|DSAN, LOC120449875|XP_039488477.1|DSAN, LOC120458830|XP_039502588.1|DSAN
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC120445463|XP_039481842.1|DSAN, LOC120451041|XP_039490314.1|DSAN, LOC120456185|XP_039498794.1|DSAN
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC120454645|XP_039496080.1|DSAN, LOC120448844|XP_039486983.1|DSAN
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC120452704|XP_039492996.1|DSAN
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC120455241|XP_039497160.1|DSAN, LOC120445179|XP_039481364.1|DSAN, LOC120458444|XP_039502024.1|DSAN
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC120450554|XP_039489594.1|DSAN, LOC120458425|XP_039502037.1|DSAN, LOC120457150|XP_039500794.1|DSAN
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC120455517|XP_039497724.1|DSAN, LOC120446928|XP_039484113.1|DSAN, LOC120452569|XP_039492785.1|DSAN
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	LOC120450462|XP_039489416.1|DSAN, LOC120449307|XP_039487632.1|DSAN, LOC120450463|XP_039489419.1|DSAN
OG0000217	LOC119076525|XP_037039206.1|BCOP	LOC120455889|XP_039498315.1|DSAN
OG0000217	LOC119066897|XP_037025481.1|BCOP	LOC120455888|XP_039498314.1|DSAN
OG0000219	LOC119073633|XP_037035119.1|BCOP	LOC120458787|XP_039502502.1|DSAN, LOC120458946|XP_039502740.1|DSAN, LOC120458169|XP_039501660.1|DSAN
