Orthogroup	BCOP.longest_only	DALB.longest_only
OG0000078	LOC119072413|XP_037033522.1|BCOP	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB, LOC117567346|XP_034103163.1|DALB, LOC117575907|XP_034116242.1|DALB, LOC117577833|XP_034118665.1|DALB, LOC117578297|XP_034119631.1|DALB
OG0000079	LOC119073294|XP_037034574.1|BCOP	LOC117564795|XP_034099607.1|DALB, LOC117565282|XP_034100202.1|DALB, LOC117564408|XP_034099031.1|DALB
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC117571068|XP_034108929.1|DALB, LOC117568685|XP_034105383.1|DALB
OG0000081	LOC119072492|XP_037033632.1|BCOP	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB, LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB, LOC117575543|XP_034115688.1|DALB
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC117569126|XP_034106037.1|DALB
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC117563519|XP_034097786.1|DALB, LOC117564649|XP_034099401.1|DALB
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC117563949|XP_034098412.1|DALB, LOC117568293|XP_034104704.1|DALB, LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB, LOC117568558|XP_034105177.1|DALB
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC117570152|XP_034107510.1|DALB, LOC117570045|XP_034107362.1|DALB, LOC117571453|XP_034109491.1|DALB, LOC117568592|XP_034105231.1|DALB, LOC117571773|XP_034110022.1|DALB
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC117564850|XP_034099676.1|DALB, LOC117576271|XP_034116807.1|DALB, LOC117576270|XP_034116806.1|DALB
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB, LOC117573342|XP_034112343.1|DALB, LOC117573728|XP_034112989.1|DALB
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC117572473|XP_034111211.1|DALB
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC117568850|XP_034105618.1|DALB, LOC117571868|XP_034110194.1|DALB
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC117569967|XP_034107235.1|DALB, LOC117566609|XP_034102040.1|DALB, LOC117574461|XP_034114190.1|DALB, LOC117574464|XP_034114191.1|DALB, LOC117573441|XP_034112552.1|DALB
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC117576098|XP_034116547.1|DALB, LOC117576097|XP_034116544.1|DALB, LOC117576096|XP_034116543.1|DALB, LOC117564095|XP_034098634.1|DALB
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB, LOC117567580|XP_034103552.1|DALB
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC117577441|XP_034118229.1|DALB
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC117569034|XP_034105922.1|DALB, LOC117569035|XP_034105923.1|DALB, LOC117569031|XP_034105916.1|DALB
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC117567444|XP_034103343.1|DALB
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB, LOC117572313|XP_034110935.1|DALB, LOC117567293|XP_034103057.1|DALB
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC117565234|XP_034100132.1|DALB, LOC117572065|XP_034110536.1|DALB
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB, LOC117576159|XP_034116625.1|DALB, LOC117576833|XP_034117801.1|DALB
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC117564341|XP_034098942.1|DALB, LOC117564337|XP_034098933.1|DALB
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC117571418|XP_034109449.1|DALB, LOC117572446|XP_034111168.1|DALB, LOC117571419|XP_034109450.1|DALB, LOC117571412|XP_034109441.1|DALB
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC117568704|XP_034105408.1|DALB, LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB, LOC117568015|XP_034104233.1|DALB
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC117565743|XP_034100882.1|DALB, LOC117565744|XP_034100883.1|DALB, LOC117565747|XP_034100885.1|DALB, LOC117565748|XP_034100886.1|DALB
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB, LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB, LOC117575968|XP_034116338.1|DALB
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB, LOC117574706|XP_034114510.1|DALB
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC117567543|XP_034103482.1|DALB
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC117563285|XP_034097414.1|DALB, LOC117573903|XP_034113305.1|DALB, LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC117573946|XP_034113364.1|DALB
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB, LOC117575878|XP_034116207.1|DALB
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC117577997|XP_034118986.1|DALB, LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC117573955|XP_034113385.1|DALB
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB, LOC117576685|XP_034117572.1|DALB
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC117564459|XP_034099134.1|DALB
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC117568552|XP_034105163.1|DALB, LOC117573629|XP_034112821.1|DALB
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC117566965|XP_034102511.1|DALB
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC117573291|XP_034112285.1|DALB, LOC117574048|XP_034113540.1|DALB, LOC117573290|XP_034112283.1|DALB
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC117576114|XP_034116562.1|DALB, LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB, LOC117567257|XP_034102998.1|DALB
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC117568470|XP_034105047.1|DALB, LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC117573688|XP_034112934.1|DALB
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC117573203|XP_034112086.1|DALB
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC117577839|XP_034118671.1|DALB
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC117572619|XP_034111465.1|DALB
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC117570901|XP_034108697.1|DALB
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC117574830|XP_034114694.1|DALB
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC117575624|XP_034115793.1|DALB
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC117564386|XP_034098997.1|DALB
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC117573665|XP_034112888.1|DALB, LOC117565133|XP_034099995.1|DALB, LOC117564784|XP_034099582.1|DALB, LOC117563990|XP_034098470.1|DALB
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC117563867|XP_034098313.1|DALB
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC117573367|XP_034112387.1|DALB, LOC117573368|XP_034112388.1|DALB
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC117563553|XP_034097824.1|DALB
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC117563206|XP_034097284.1|DALB
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC117565727|XP_034100866.1|DALB, LOC117569224|XP_034106193.1|DALB
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC117576816|XP_034117777.1|DALB, LOC117576823|XP_034117786.1|DALB, LOC117576822|XP_034117785.1|DALB
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC117574657|XP_034114452.1|DALB, LOC117576746|XP_034117670.1|DALB
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC117572459|XP_034111186.1|DALB, LOC117571424|XP_034109454.1|DALB, LOC117571421|XP_034109452.1|DALB
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB, LOC117569547|XP_034106646.1|DALB
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC117567617|XP_034103599.1|DALB, LOC117571685|XP_034109819.1|DALB, LOC117566851|XP_034102334.1|DALB
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC117568681|XP_034105378.1|DALB
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC117568060|XP_034104305.1|DALB
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC117576732|XP_034117649.1|DALB, LOC117576738|XP_034117660.1|DALB
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC117563513|XP_034097781.1|DALB, LOC117576994|XP_034118071.1|DALB, LOC117563600|XP_034097881.1|DALB
OG0000164	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP	LOC117566501|XP_034101932.1|DALB, LOC117567993|XP_034104203.1|DALB, LOC117568002|XP_034104216.1|DALB, LOC117567987|XP_034104198.1|DALB, LOC117567989|XP_034104200.1|DALB, LOC117567988|XP_034104199.1|DALB, LOC117567992|XP_034104202.1|DALB, LOC117567990|XP_034104201.1|DALB, LOC117567995|XP_034104204.1|DALB, LOC117568003|XP_034104217.1|DALB, LOC117567998|XP_034104207.1|DALB, LOC117567997|XP_034104205.1|DALB, LOC117568000|XP_034104213.1|DALB, LOC117566500|XP_034101931.1|DALB, LOC117566499|XP_034101930.1|DALB, LOC117567983|XP_034104193.1|DALB, LOC117567982|XP_034104192.1|DALB, LOC117567985|XP_034104195.1|DALB, LOC117567986|XP_034104196.1|DALB, LOC117567980|XP_034104190.1|DALB, LOC117566502|XP_034101934.1|DALB, LOC117568004|XP_034104218.1|DALB, LOC117568005|XP_034104219.1|DALB, LOC117566503|XP_034101935.1|DALB, LOC117567981|XP_034104191.1|DALB, LOC117566441|XP_034101863.1|DALB, LOC117567586|XP_034103559.1|DALB, LOC117568001|XP_034104214.1|DALB, LOC117572392|XP_034111058.1|DALB, LOC117571365|XP_034109367.1|DALB
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC117578114|XP_034119188.1|DALB
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC117571588|XP_034109694.1|DALB
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC117569363|XP_034106385.1|DALB, LOC117569361|XP_034106384.1|DALB, LOC117568522|XP_034105115.1|DALB, LOC117567640|XP_034103637.1|DALB
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC117571205|XP_034109141.1|DALB, LOC117568404|XP_034104930.1|DALB, LOC117571206|XP_034109143.1|DALB
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC117574182|XP_034113766.1|DALB
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC117568224|XP_034104588.1|DALB, LOC117574877|XP_034114798.1|DALB
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC117565189|XP_034100082.1|DALB, LOC117565188|XP_034100081.1|DALB, LOC117565263|XP_034100177.1|DALB
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC117578387|XP_034119714.1|DALB
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC117564246|XP_034098831.1|DALB
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC117578239|XP_034119547.1|DALB
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC117569511|XP_034106589.1|DALB, LOC117571943|XP_034110327.1|DALB, LOC117571938|XP_034110319.1|DALB, LOC117565049|XP_034099884.1|DALB, LOC117567046|XP_034102648.1|DALB
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC117571967|XP_034110359.1|DALB, LOC117571968|XP_034110360.1|DALB, LOC117566583|XP_034102016.1|DALB, LOC117571966|XP_034110358.1|DALB, LOC117571960|XP_034110351.1|DALB
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC117573592|XP_034112778.1|DALB
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC117576209|XP_034116701.1|DALB
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC117577910|XP_034118799.1|DALB
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC117573574|XP_034112753.1|DALB
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC117571010|XP_034108859.1|DALB, LOC117568418|XP_034104954.1|DALB
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC117566864|XP_034102353.1|DALB, LOC117569415|XP_034106444.1|DALB
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC117563225|XP_034097312.1|DALB
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC117576068|XP_034116494.1|DALB
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC117575402|XP_034115472.1|DALB
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC117575407|XP_034115477.1|DALB, LOC117575401|XP_034115471.1|DALB, LOC117575400|XP_034115470.1|DALB
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC117577878|XP_034118728.1|DALB, LOC117568497|XP_034105078.1|DALB, LOC117577456|XP_034118237.1|DALB, LOC117568151|XP_034104454.1|DALB
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC117565003|XP_034099839.1|DALB, LOC117565569|XP_034100636.1|DALB, LOC117565568|XP_034100635.1|DALB, LOC117564674|XP_034099432.1|DALB, LOC117565570|XP_034100637.1|DALB
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC117575601|XP_034115761.1|DALB
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC117572307|XP_034110932.1|DALB, LOC117572317|XP_034110944.1|DALB
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC117565650|XP_034100758.1|DALB
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC117576248|XP_034116762.1|DALB, LOC117565843|XP_034101051.1|DALB, LOC117577871|XP_034118719.1|DALB
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC117565678|XP_034100803.1|DALB
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC117578009|XP_034118997.1|DALB
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC117572191|XP_034110739.1|DALB
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC117571552|XP_034109646.1|DALB, LOC117566650|XP_034102083.1|DALB, LOC117566651|XP_034102085.1|DALB, LOC117566648|XP_034102082.1|DALB, LOC117571355|XP_034109355.1|DALB, LOC117572732|XP_034111693.1|DALB, LOC117570093|XP_034107431.1|DALB, LOC117574366|XP_034114091.1|DALB
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC117576861|XP_034117854.1|DALB, LOC117575019|XP_034114989.1|DALB, LOC117566535|XP_034101967.1|DALB, LOC117566534|XP_034101965.1|DALB
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC117563405|XP_034097630.1|DALB, LOC117568210|XP_034104572.1|DALB
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC117563956|XP_034098420.1|DALB
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC117578021|XP_034119016.1|DALB
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC117578047|XP_034119061.1|DALB
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC117577991|XP_034118982.1|DALB
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC117575860|XP_034116171.1|DALB, LOC117574037|XP_034113527.1|DALB
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC117575566|XP_034115719.1|DALB, LOC117575567|XP_034115720.1|DALB, LOC117575563|XP_034115715.1|DALB, LOC117575564|XP_034115717.1|DALB, LOC117573568|XP_034112746.1|DALB, LOC117576042|XP_034116458.1|DALB
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC117573335|XP_034112335.1|DALB
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC117566720|XP_034102156.1|DALB, LOC117570700|XP_034108394.1|DALB, LOC117569554|XP_034106663.1|DALB
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC117566696|XP_034102133.1|DALB, LOC117566694|XP_034102132.1|DALB, LOC117567829|XP_034103964.1|DALB, LOC117567827|XP_034103961.1|DALB, LOC117567828|XP_034103963.1|DALB
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC117573755|XP_034113030.1|DALB, LOC117576715|XP_034117625.1|DALB
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC117571486|XP_034109543.1|DALB
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC117565488|XP_034100482.1|DALB
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC117568661|XP_034105354.1|DALB
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC117570854|XP_034108624.1|DALB
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC117570017|XP_034107324.1|DALB
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC117568543|XP_034105151.1|DALB, LOC117576753|XP_034117677.1|DALB, LOC117566449|XP_034101870.1|DALB, LOC117566448|XP_034101869.1|DALB, LOC117566450|XP_034101872.1|DALB, LOC117570715|XP_034108416.1|DALB, LOC117566606|XP_034102038.1|DALB, LOC117576394|XP_034116999.1|DALB, LOC117576946|XP_034117994.1|DALB, LOC117576953|XP_034118007.1|DALB, LOC117576954|XP_034118008.1|DALB, LOC117576393|XP_034116997.1|DALB, LOC117576392|XP_034116996.1|DALB, LOC117563812|XP_034098233.1|DALB, LOC117578045|XP_034119055.1|DALB
