Orthogroup	BCOP.longest_only	DSUP.longest_only
OG0000054	LOC119078880|XP_037042497.1|BCOP, LOC119074993|XP_037037290.1|BCOP, LOC119073438|XP_037034817.1|BCOP, LOC119073440|XP_037034823.1|BCOP, LOC119081720|XP_037046756.1|BCOP, LOC119083861|XP_037049555.1|BCOP, LOC119079462|XP_037043284.1|BCOP, LOC119073442|XP_037034826.1|BCOP, LOC119066738|XP_037025254.1|BCOP	LOC119556528|XP_037724737.1|DSUP, LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP, LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP
OG0000056	LOC119075842|XP_037038285.1|BCOP, LOC119069079|XP_037028851.1|BCOP, LOC119070819|XP_037031210.1|BCOP, LOC119077330|XP_037040408.1|BCOP, LOC119083576|XP_037049217.1|BCOP, LOC119072255|XP_037033333.1|BCOP, LOC119080728|XP_037045140.1|BCOP, LOC119073796|XP_037035427.1|BCOP, LOC119076770|XP_037039620.1|BCOP, LOC119078571|XP_037042041.1|BCOP, LOC119080735|XP_037045174.1|BCOP, LOC119084316|XP_037050135.1|BCOP	LOC119563020|XP_037732144.1|DSUP, LOC119563019|XP_037732142.1|DSUP, LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP, LOC119556291|XP_037724281.1|DSUP, LOC119553956|XP_037720582.1|DSUP
OG0000058	LOC119080858|XP_037045328.1|BCOP	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP, LOC119546720|XP_037709134.1|DSUP, LOC119556721|XP_037725047.1|DSUP
OG0000060	LOC119068417|XP_037027881.1|BCOP	LOC119556360|XP_037724450.1|DSUP
OG0000060	LOC119069761|XP_037029789.1|BCOP	LOC119550934|XP_037715889.1|DSUP
OG0000067	LOC119084735|XP_037050703.1|BCOP, LOC119072217|XP_037033292.1|BCOP, LOC119085607|XP_037051925.1|BCOP	LOC119560888|XP_037730510.1|DSUP, LOC119553386|XP_037719671.1|DSUP
OG0000067	LOC119085608|XP_037051927.1|BCOP	LOC119550078|XP_037714475.1|DSUP, LOC119553465|XP_037719795.1|DSUP
OG0000067	LOC119076438|XP_037039101.1|BCOP	LOC119553512|XP_037719863.1|DSUP
OG0000068	LOC119084165|XP_037049915.1|BCOP, LOC119072059|XP_037033087.1|BCOP, LOC119067027|XP_037025654.1|BCOP, LOC119070188|XP_037030388.1|BCOP, LOC119079055|XP_037042758.1|BCOP, LOC119072981|XP_037034196.1|BCOP	LOC119552687|XP_037718340.1|DSUP, LOC119559817|XP_037728832.1|DSUP, LOC119555070|XP_037722207.1|DSUP, LOC119550979|XP_037715942.1|DSUP, LOC119549875|XP_037714104.1|DSUP, LOC119549881|XP_037714113.1|DSUP, LOC119555964|XP_037723613.1|DSUP
OG0000070	LOC119071237|XP_037031965.1|BCOP	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP, LOC119553795|XP_037720335.1|DSUP, LOC119546705|XP_037709112.1|DSUP, LOC119556647|XP_037724907.1|DSUP
OG0000071	LOC119066621|XP_037025073.1|BCOP, LOC119075170|XP_037037491.1|BCOP	LOC119555204|XP_037722387.1|DSUP
OG0000071	LOC119077499|XP_037040619.1|BCOP, LOC119080663|XP_037044988.1|BCOP, LOC119072693|XP_037033860.1|BCOP, LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP, LOC119066595|XP_037025045.1|BCOP, LOC119082472|XP_037047886.1|BCOP, LOC119079098|XP_037042811.1|BCOP	LOC119552553|XP_037718101.1|DSUP, LOC119552552|XP_037718100.1|DSUP, LOC119554936|XP_037721974.1|DSUP
OG0000073	LOC119072039|XP_037033052.1|BCOP	LOC119549420|XP_037713422.1|DSUP
OG0000073	LOC119067527|XP_037026453.1|BCOP	LOC119557222|XP_037725820.1|DSUP
OG0000073	LOC119069220|XP_037029092.1|BCOP	LOC119559869|XP_037728906.1|DSUP
OG0000074	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP	LOC119555627|XP_037723076.1|DSUP, LOC119553528|XP_037719882.1|DSUP
OG0000075	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP	LOC119552995|XP_037718942.1|DSUP, LOC119553014|XP_037718987.1|DSUP, LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP, LOC119552996|XP_037718943.1|DSUP
OG0000076	LOC119071813|XP_037032779.1|BCOP	LOC119555219|XP_037722410.1|DSUP
OG0000076	LOC119068533|XP_037028044.1|BCOP	LOC119556781|XP_037725143.1|DSUP
OG0000076	LOC119066422|XP_037024794.1|BCOP	LOC119556782|XP_037725144.1|DSUP
OG0000077	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP	LOC119549138|XP_037712837.1|DSUP
OG0000077	LOC119076378|XP_037038990.1|BCOP	LOC119560232|XP_037729526.1|DSUP
OG0000077	LOC119071068|XP_037031598.1|BCOP	LOC119549259|XP_037713095.1|DSUP
OG0000077	LOC119069760|XP_037029786.1|BCOP	LOC119548360|XP_037711506.1|DSUP
OG0000078	LOC119072413|XP_037033522.1|BCOP	LOC119550532|XP_037715180.1|DSUP, LOC119553881|XP_037720469.1|DSUP, LOC119560420|XP_037729785.1|DSUP, LOC119556490|XP_037724675.1|DSUP, LOC119557021|XP_037725486.1|DSUP
OG0000079	LOC119073294|XP_037034574.1|BCOP	LOC119547250|XP_037709958.1|DSUP, LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP, LOC119547248|XP_037709955.1|DSUP
OG0000080	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP, LOC119549434|XP_037713451.1|DSUP
OG0000081	LOC119072492|XP_037033632.1|BCOP	LOC119554911|XP_037721941.1|DSUP
OG0000082	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP	LOC119551581|XP_037716911.1|DSUP, LOC119556198|XP_037724083.1|DSUP, LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP
OG0000083	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC119547461|XP_037710270.1|DSUP
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC119550924|XP_037715869.1|DSUP
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC119549284|XP_037713160.1|DSUP
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC119549877|XP_037714110.1|DSUP
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC119546360|XP_037708515.1|DSUP
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC119547736|XP_037710650.1|DSUP, LOC119547060|XP_037709670.1|DSUP
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC119549208|XP_037712982.1|DSUP
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC119547300|XP_037710018.1|DSUP, LOC119553792|XP_037720331.1|DSUP, LOC119549647|XP_037713759.1|DSUP, LOC119553816|XP_037720365.1|DSUP
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC119559948|XP_037729105.1|DSUP, LOC119559790|XP_037728799.1|DSUP
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC119560639|XP_037730119.1|DSUP
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC119554444|XP_037721284.1|DSUP
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC119551577|XP_037716907.1|DSUP, LOC119551295|XP_037716502.1|DSUP, LOC119552801|XP_037718566.1|DSUP, LOC119555352|XP_037722617.1|DSUP
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC119550132|XP_037714564.1|DSUP
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC119548319|XP_037711427.1|DSUP, LOC119545780|XP_037707573.1|DSUP, LOC119563325|XP_037732595.1|DSUP
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC119555984|XP_037723644.1|DSUP, LOC119554434|XP_037721266.1|DSUP, LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC119548851|XP_037712400.1|DSUP
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC119555990|XP_037723649.1|DSUP, LOC119549355|XP_037713272.1|DSUP
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC119546349|XP_037708504.1|DSUP, LOC119547033|XP_037709635.1|DSUP, LOC119559303|XP_037728310.1|DSUP, LOC119557146|XP_037725658.1|DSUP
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC119553732|XP_037720249.1|DSUP, LOC119560272|XP_037729566.1|DSUP
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC119548522|XP_037711741.1|DSUP, LOC119547864|XP_037710825.1|DSUP, LOC119548857|XP_037712415.1|DSUP, LOC119548361|XP_037711504.1|DSUP
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC119558177|XP_037727371.1|DSUP
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC119558261|XP_037727536.1|DSUP
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC119552818|XP_037718594.1|DSUP, LOC119552822|XP_037718602.1|DSUP, LOC119554657|XP_037721586.1|DSUP
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC119549166|XP_037712887.1|DSUP
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC119549711|XP_037713871.1|DSUP
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP, LOC119552690|XP_037718343.1|DSUP, LOC119549539|XP_037713615.1|DSUP
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC119552682|XP_037718328.1|DSUP
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC119547526|XP_037710347.1|DSUP, LOC119552753|XP_037718469.1|DSUP
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP, LOC119561103|XP_037730925.1|DSUP, LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC119548267|XP_037711341.1|DSUP
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC119553324|XP_037719581.1|DSUP, LOC119553439|XP_037719757.1|DSUP, LOC119554910|XP_037721940.1|DSUP
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC119551522|XP_037716837.1|DSUP, LOC119549723|XP_037713889.1|DSUP, LOC119551617|XP_037716958.1|DSUP
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC119556622|XP_037724870.1|DSUP, LOC119557771|XP_037726597.1|DSUP, LOC119547880|XP_037710844.1|DSUP, LOC119560721|XP_037730266.1|DSUP, LOC119547804|XP_037710747.1|DSUP
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC119548691|XP_037712083.1|DSUP, LOC119548692|XP_037712084.1|DSUP, LOC119548694|XP_037712085.1|DSUP, LOC119548696|XP_037712087.1|DSUP
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP, LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC119560592|XP_037730045.1|DSUP, LOC119560299|XP_037729598.1|DSUP, LOC119560412|XP_037729775.1|DSUP
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC119558090|XP_037727226.1|DSUP
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC119549174|XP_037712903.1|DSUP
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC119546481|XP_037708701.1|DSUP, LOC119556222|XP_037724134.1|DSUP, LOC119550845|XP_037715740.1|DSUP, LOC119548272|XP_037711351.1|DSUP
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC119551627|XP_037716977.1|DSUP, LOC119560279|XP_037729580.1|DSUP, LOC119560576|XP_037730025.1|DSUP, LOC119560577|XP_037730026.1|DSUP, LOC119560581|XP_037730032.1|DSUP
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC119548800|XP_037712309.1|DSUP
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC119548559|XP_037711792.1|DSUP
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC119557572|XP_037726295.1|DSUP, LOC119557571|XP_037726294.1|DSUP, LOC119557762|XP_037726586.1|DSUP, LOC119557481|XP_037726178.1|DSUP, LOC119557551|XP_037726261.1|DSUP, LOC119557538|XP_037726238.1|DSUP, LOC119557497|XP_037726196.1|DSUP, LOC119557653|XP_037726435.1|DSUP, LOC119557251|XP_037725864.1|DSUP, LOC119557711|XP_037726520.1|DSUP, LOC119557723|XP_037726533.1|DSUP, LOC119557642|XP_037726420.1|DSUP, LOC119557407|XP_037726082.1|DSUP, LOC119557534|XP_037726234.1|DSUP, LOC119557736|XP_037726549.1|DSUP, LOC119557631|XP_037726389.1|DSUP, LOC119557610|XP_037726344.1|DSUP, LOC119556183|XP_037724053.1|DSUP, LOC119557384|XP_037726057.1|DSUP, LOC119557470|XP_037726165.1|DSUP, LOC119557379|XP_037726051.1|DSUP, LOC119557442|XP_037726132.1|DSUP, LOC119557526|XP_037726228.1|DSUP, LOC119557445|XP_037726134.1|DSUP, LOC119557514|XP_037726215.1|DSUP, LOC119556405|XP_037724516.1|DSUP, LOC119557474|XP_037726170.1|DSUP, LOC119557540|XP_037726239.1|DSUP, LOC119557608|XP_037726341.1|DSUP, LOC119557394|XP_037726067.1|DSUP, LOC119558139|XP_037727303.1|DSUP, LOC119547190|XP_037709853.1|DSUP
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC119560125|XP_037729404.1|DSUP, LOC119560421|XP_037729786.1|DSUP, LOC119560124|XP_037729403.1|DSUP, LOC119560338|XP_037729658.1|DSUP
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC119557955|XP_037726918.1|DSUP, LOC119553670|XP_037720111.1|DSUP, LOC119547470|XP_037710284.1|DSUP, LOC119557954|XP_037726917.1|DSUP
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC119556354|XP_037724393.1|DSUP
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC119546979|XP_037709556.1|DSUP, LOC119546922|XP_037709481.1|DSUP, LOC119563530|XP_037732929.1|DSUP
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC119559860|XP_037728894.1|DSUP
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC119547397|XP_037710175.1|DSUP
OG0000136	LOC119080269|XP_037044424.1|BCOP	LOC119555081|XP_037722223.1|DSUP, LOC119561849|XP_037731259.1|DSUP
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC119559842|XP_037728864.1|DSUP
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC119555060|XP_037722187.1|DSUP
OG0000137	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP	LOC119558198|XP_037727413.1|DSUP
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC119563459|XP_037732796.1|DSUP, LOC119563458|XP_037732795.1|DSUP, LOC119562546|XP_037731677.1|DSUP, LOC119562537|XP_037731664.1|DSUP, LOC119562551|XP_037731686.1|DSUP
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC119548811|XP_037712332.1|DSUP
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC119555046|XP_037722161.1|DSUP, LOC119555049|XP_037722169.1|DSUP, LOC119555266|XP_037722499.1|DSUP
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC119547720|XP_037710630.1|DSUP
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC119562486|XP_037731616.1|DSUP
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC119556727|XP_037725053.1|DSUP
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC119552560|XP_037718109.1|DSUP
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC119552561|XP_037718110.1|DSUP
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC119557850|XP_037726766.1|DSUP
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC119557261|XP_037725874.1|DSUP
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC119556997|XP_037725455.1|DSUP, LOC119546230|XP_037708302.1|DSUP, LOC119548786|XP_037712280.1|DSUP
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC119547292|XP_037710007.1|DSUP
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC119560817|XP_037730390.1|DSUP, LOC119560818|XP_037730391.1|DSUP
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC119546802|XP_037709309.1|DSUP
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC119546189|XP_037708243.1|DSUP
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC119561741|XP_037731150.1|DSUP, LOC119548892|XP_037712478.1|DSUP, LOC119556424|XP_037724568.1|DSUP
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC119563445|XP_037732767.1|DSUP, LOC119547091|XP_037709723.1|DSUP, LOC119555351|XP_037722620.1|DSUP, LOC119563444|XP_037732766.1|DSUP, LOC119553148|XP_037719296.1|DSUP
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC119550964|XP_037715928.1|DSUP, LOC119550973|XP_037715939.1|DSUP, LOC119553162|XP_037719324.1|DSUP
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC119554318|XP_037721108.1|DSUP, LOC119554751|XP_037721707.1|DSUP, LOC119554018|XP_037720662.1|DSUP
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC119550533|XP_037715181.1|DSUP, LOC119550347|XP_037714894.1|DSUP
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC119549779|XP_037713969.1|DSUP, LOC119554453|XP_037721293.1|DSUP, LOC119555406|XP_037722691.1|DSUP
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC119553047|XP_037719082.1|DSUP
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC119553123|XP_037719240.1|DSUP
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC119560316|XP_037729622.1|DSUP, LOC119559267|XP_037728264.1|DSUP, LOC119559270|XP_037728268.1|DSUP, LOC119560765|XP_037730315.1|DSUP
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC119553631|XP_037720030.1|DSUP, LOC119555557|XP_037722930.1|DSUP, LOC119547161|XP_037709815.1|DSUP, LOC119546294|XP_037708403.1|DSUP
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC119556348|XP_037724378.1|DSUP, LOC119556359|XP_037724449.1|DSUP, LOC119556387|XP_037724490.1|DSUP, LOC119553548|XP_037719914.1|DSUP
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC119551348|XP_037716594.1|DSUP
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC119550152|XP_037714591.1|DSUP, LOC119550289|XP_037714808.1|DSUP
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC119554624|XP_037721548.1|DSUP, LOC119555235|XP_037722443.1|DSUP, LOC119555025|XP_037722099.1|DSUP, LOC119555024|XP_037722098.1|DSUP, LOC119553562|XP_037719936.1|DSUP
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC119545788|XP_037707588.1|DSUP
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC119553174|XP_037719341.1|DSUP, LOC119560731|XP_037730273.1|DSUP
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC119548004|XP_037710994.1|DSUP, LOC119548003|XP_037710993.1|DSUP
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC119548455|XP_037711647.1|DSUP
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC119546769|XP_037709248.1|DSUP
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC119557754|XP_037726569.1|DSUP
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC119554537|XP_037721420.1|DSUP, LOC119553055|XP_037719095.1|DSUP
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC119549710|XP_037713870.1|DSUP, LOC119549707|XP_037713862.1|DSUP, LOC119551369|XP_037716619.1|DSUP, LOC119551370|XP_037716620.1|DSUP, LOC119551540|XP_037716857.1|DSUP
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC119548039|XP_037711047.1|DSUP
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC119549888|XP_037714127.1|DSUP
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC119556355|XP_037724390.1|DSUP
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC119555767|XP_037723351.1|DSUP
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC119555252|XP_037722478.1|DSUP
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC119550231|XP_037714726.1|DSUP, LOC119549122|XP_037712813.1|DSUP
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC119547668|XP_037710551.1|DSUP
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC119560446|XP_037729820.1|DSUP
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC119560773|XP_037730326.1|DSUP
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC119560771|XP_037730323.1|DSUP, LOC119560772|XP_037730324.1|DSUP
