Orthogroup	BCOP.longest_only	DSEC.longest_only
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC6611274|XP_002035829.1|DSEC, LOC6611909|XP_002036426.1|DSEC
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC6607857|XP_032572237.1|DSEC
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC6612055|XP_002036572.1|DSEC, LOC6605272|XP_002030110.1|DSEC, LOC6609520|XP_002034204.1|DSEC, LOC6605273|XP_002030111.1|DSEC
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC6614195|XP_002038642.1|DSEC, LOC6614269|XP_002038709.1|DSEC
OG0000089	LOC119068248|XP_037027675.1|BCOP	LOC6607057|XP_002031845.1|DSEC
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC6605081|XP_002029922.1|DSEC
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC6608382|XP_002033118.1|DSEC, LOC6608386|XP_032571023.1|DSEC, LOC6610773|XP_002035339.1|DSEC, LOC6610282|XP_032573795.1|DSEC
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC6612658|XP_032576233.1|DSEC
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC6612181|XP_032580799.1|DSEC, LOC6613760|XP_032578418.1|DSEC, LOC116801651|XP_032578417.1|DSEC
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC6619698|XP_032579430.1|DSEC, LOC6619700|XP_002043915.1|DSEC, LOC6616968|XP_002041296.1|DSEC, LOC6619699|XP_002043914.1|DSEC
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC6611634|XP_002036170.1|DSEC
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC116802189|XP_032581620.1|DSEC, LOC116800366|XP_032570747.1|DSEC, LOC116800368|XP_032570749.1|DSEC
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC6613360|XP_032569736.1|DSEC, LOC6619757|XP_002043971.1|DSEC
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC6605148|XP_002029989.1|DSEC, LOC6614059|XP_002038513.1|DSEC
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC6614658|XP_002039085.1|DSEC, LOC6611394|XP_002035938.1|DSEC, LOC6606981|XP_032576845.1|DSEC, LOC6614724|XP_032569761.1|DSEC
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC6616102|XP_002040467.1|DSEC, LOC6616103|XP_002040468.1|DSEC
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC6616099|XP_032580297.1|DSEC
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC6618410|XP_002042680.2|DSEC, LOC6619343|XP_032573862.1|DSEC, LOC6618409|XP_032573873.1|DSEC, LOC6618414|XP_032573872.1|DSEC
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC6609708|XP_032571910.1|DSEC
OG0000102	LOC119069719|XP_037029740.1|BCOP	LOC6615642|XP_032570858.1|DSEC
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC6604961|XP_002029804.1|DSEC, LOC6606121|XP_002030929.1|DSEC, LOC116801298|XP_032575929.1|DSEC, LOC6608599|XP_002033333.1|DSEC
OG0000104	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP	LOC6605945|XP_002030757.2|DSEC
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC6611808|XP_002036330.1|DSEC, LOC6605951|XP_002030763.2|DSEC, LOC6605950|XP_002030762.1|DSEC
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC6619284|XP_032579009.1|DSEC, LOC6605055|XP_002029896.2|DSEC, LOC6607252|XP_002032031.1|DSEC, LOC6607258|XP_002032037.1|DSEC, LOC6607259|XP_002032038.1|DSEC
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC6612023|XP_002036540.1|DSEC, LOC6612022|XP_002036539.1|DSEC
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC6620844|XP_032573645.1|DSEC, LOC6611144|XP_002035701.2|DSEC, LOC6611145|XP_002035702.1|DSEC
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC6609987|XP_002034623.1|DSEC, LOC6620815|XP_032571778.1|DSEC, LOC6620816|XP_002045014.1|DSEC
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC6611439|XP_002035982.2|DSEC, LOC6609037|XP_032571701.1|DSEC, LOC6614036|XP_002038490.1|DSEC, LOC6614519|XP_002038950.2|DSEC
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC6611215|XP_002035771.1|DSEC, LOC6611214|XP_002035770.2|DSEC, LOC6611213|XP_002035769.1|DSEC, LOC6611212|XP_002035768.1|DSEC
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC6613457|XP_002037929.1|DSEC, LOC6613456|XP_002037928.1|DSEC, LOC6611235|XP_002035791.1|DSEC
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC6607002|XP_002031791.1|DSEC, LOC6621198|XP_002045377.1|DSEC, LOC6607001|XP_002031790.1|DSEC
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC6615886|XP_002040256.1|DSEC
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC6608695|XP_032572430.1|DSEC
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC6617448|XP_032583537.1|DSEC, LOC6619859|XP_002044072.2|DSEC, LOC6608366|XP_032570800.1|DSEC, LOC6613313|XP_002037789.1|DSEC
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC6618845|XP_002043094.1|DSEC, LOC6606606|XP_002031407.1|DSEC, LOC6614134|XP_002038587.1|DSEC, LOC6614133|XP_002038586.1|DSEC, LOC6614135|XP_002038588.1|DSEC
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC6617143|XP_032576639.1|DSEC
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC6606616|XP_002031417.2|DSEC
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC6612756|XP_002037259.1|DSEC, LOC6611315|XP_002035862.1|DSEC
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC, LOC6614283|XP_002038723.1|DSEC, LOC6614282|XP_032579442.1|DSEC
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC6612241|XP_002036753.1|DSEC, LOC6605270|XP_032575245.1|DSEC, LOC116800634|XP_032572551.1|DSEC, LOC116802521|XP_032582873.1|DSEC, LOC6612240|XP_032581536.1|DSEC
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC6606580|XP_002031381.1|DSEC
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC6617718|XP_002042030.1|DSEC, LOC6617717|XP_032583024.1|DSEC, LOC6616627|XP_002040984.1|DSEC
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC6606359|XP_002031164.1|DSEC
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC6612060|XP_002036577.1|DSEC
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC6614052|XP_002038506.1|DSEC
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC6611072|XP_032575266.1|DSEC
OG0000137	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP	LOC6612250|XP_002036762.1|DSEC
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC6607217|XP_002032001.2|DSEC, LOC6607218|XP_002032002.1|DSEC, LOC6607216|XP_002032000.1|DSEC, LOC6607214|XP_002031998.2|DSEC, LOC6607215|XP_002031999.2|DSEC
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC6617144|XP_002041471.1|DSEC
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC6604890|XP_032573338.1|DSEC, LOC6604889|XP_002029734.1|DSEC
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC6607750|XP_002032513.1|DSEC
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC6620133|XP_032573236.1|DSEC
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC6619853|XP_032582718.1|DSEC
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC6618331|XP_002042603.1|DSEC
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC6618330|XP_002042602.2|DSEC
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC6606328|XP_032577860.1|DSEC
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC6618538|XP_032581282.1|DSEC
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC116801758|XP_032578980.1|DSEC
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC6617502|XP_002041819.1|DSEC, LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC6617770|XP_002042082.2|DSEC
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC6614099|XP_002038553.1|DSEC, LOC6614098|XP_002038552.1|DSEC
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC6613247|XP_002037724.1|DSEC
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC6611775|XP_002036298.2|DSEC
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC6611540|XP_002036079.1|DSEC, LOC6615127|XP_002039543.1|DSEC
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC6612643|XP_002037147.1|DSEC, LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC6607513|XP_002032282.1|DSEC, LOC6607514|XP_002032283.1|DSEC, LOC116801047|XP_032574342.1|DSEC
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC6611161|XP_002035718.2|DSEC, LOC6611155|XP_002035712.1|DSEC, LOC6611156|XP_002035713.1|DSEC
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC, LOC6608224|XP_002032968.1|DSEC
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC6610036|XP_032573098.1|DSEC, LOC6611107|XP_002035664.1|DSEC, LOC6611108|XP_002035665.1|DSEC
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC6616610|XP_032574184.1|DSEC
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC6606142|XP_002030950.2|DSEC
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC, LOC6607327|XP_002032100.1|DSEC
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC, LOC6613397|XP_032571753.1|DSEC
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC, LOC6610879|XP_002035442.1|DSEC, LOC6610821|XP_002035387.2|DSEC
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC6615293|XP_032571732.1|DSEC
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC6615296|XP_002039700.1|DSEC, LOC6615295|XP_032571736.1|DSEC
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC6604944|XP_002029787.2|DSEC, LOC6604942|XP_002029785.1|DSEC, LOC6604945|XP_002029788.1|DSEC, LOC6604943|XP_002029786.2|DSEC
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC6607673|XP_002032438.1|DSEC
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC6605012|XP_002029855.2|DSEC, LOC6606618|XP_002031419.1|DSEC
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC6614532|XP_032581872.1|DSEC, LOC6614533|XP_002038964.1|DSEC
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC6611249|XP_002035804.2|DSEC
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC6611860|XP_032571700.1|DSEC
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC6614984|XP_032581050.1|DSEC
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC6610559|XP_032573638.1|DSEC
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC6615573|XP_002039947.1|DSEC, LOC6615570|XP_002039944.1|DSEC
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC6606829|XP_002031626.1|DSEC
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC6616988|XP_032576933.1|DSEC, LOC116801444|XP_032576940.1|DSEC
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC6617917|XP_002042225.1|DSEC
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC6618757|XP_032577150.1|DSEC
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC6605653|XP_032575908.1|DSEC
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC6608403|XP_002033137.1|DSEC, LOC6608799|XP_032571878.1|DSEC
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC6611312|XP_032580358.1|DSEC
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC6613811|XP_002038280.1|DSEC
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC6613999|XP_002038453.1|DSEC
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC6613997|XP_002038451.1|DSEC, LOC6613996|XP_002038450.1|DSEC
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC6615946|XP_002040313.1|DSEC, LOC6612635|XP_032578536.1|DSEC, LOC6611040|XP_002035597.1|DSEC, LOC6605020|XP_032574269.1|DSEC
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC6611551|XP_002036090.1|DSEC, LOC6611552|XP_002036091.1|DSEC
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC6613288|XP_002037765.1|DSEC, LOC6608086|XP_002032834.1|DSEC, LOC6616972|XP_002041300.1|DSEC, LOC6608087|XP_002032835.1|DSEC
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC6617595|XP_002041908.2|DSEC, LOC6617596|XP_002041909.2|DSEC
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC6620241|XP_032581121.1|DSEC
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC116801748|XP_032578907.1|DSEC, LOC6606914|XP_032578900.1|DSEC, LOC6620216|XP_002044428.1|DSEC, LOC6620728|XP_002044931.1|DSEC
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC6613176|XP_032572813.1|DSEC
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC6615871|XP_032582589.1|DSEC
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC6618556|XP_032580997.1|DSEC
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC6607904|XP_032572194.1|DSEC, LOC6620685|XP_032572182.1|DSEC, LOC6607905|XP_002032659.1|DSEC
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC6606781|XP_002031578.1|DSEC, LOC116801164|XP_032575057.1|DSEC, LOC6605538|XP_032575108.1|DSEC
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC6621140|XP_002045319.2|DSEC, LOC6621139|XP_002045318.1|DSEC, LOC6610522|XP_032574065.1|DSEC
OG0000195	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP	LOC6615063|XP_002039480.1|DSEC, LOC6615714|XP_002040085.1|DSEC
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC6614466|XP_032581059.1|DSEC
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC6619577|XP_032582069.1|DSEC
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC6619569|XP_032582071.1|DSEC
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC6619566|XP_032582068.1|DSEC
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC6608949|XP_032572271.1|DSEC, LOC6609181|XP_002033872.2|DSEC, LOC6609243|XP_032571995.1|DSEC, LOC6607855|XP_002032609.1|DSEC
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC6612681|XP_032579275.1|DSEC, LOC6612680|XP_032579278.1|DSEC, LOC6612682|XP_002037185.1|DSEC
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC6607520|XP_002032289.1|DSEC, LOC6607523|XP_002032292.1|DSEC
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC6616638|XP_002040995.1|DSEC
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC6605515|XP_002030348.1|DSEC, LOC6605514|XP_002030347.1|DSEC
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC6609606|XP_002034283.1|DSEC, LOC6609604|XP_002034281.1|DSEC, LOC6609605|XP_032573047.1|DSEC
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC6606243|XP_002031051.1|DSEC, LOC6613712|XP_002038182.1|DSEC
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC6618925|XP_002043173.2|DSEC
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC6617709|XP_002042021.1|DSEC
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC6618924|XP_002043172.1|DSEC
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC6610683|XP_002035249.1|DSEC, LOC6610684|XP_002035250.1|DSEC
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC6605449|XP_032575275.1|DSEC
OG0000209	LOC119074339|XP_037036325.1|BCOP	LOC6611590|XP_032583617.1|DSEC, LOC6611643|XP_002036179.2|DSEC, LOC116800216|XP_032569943.1|DSEC, LOC6611545|XP_032578776.1|DSEC, LOC6607907|XP_002032661.1|DSEC
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC6615691|XP_032570062.1|DSEC, LOC6617415|XP_002041740.2|DSEC, LOC6620262|XP_032580152.1|DSEC
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC6606660|XP_002031460.1|DSEC, LOC6605203|XP_002030041.1|DSEC
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC6606657|XP_002031457.2|DSEC
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC6611554|XP_002036093.1|DSEC, LOC6611553|XP_032574213.1|DSEC, LOC6613648|XP_032583319.1|DSEC
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC6619398|XP_002043613.2|DSEC, LOC6620526|XP_002044729.2|DSEC
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC6617468|XP_032580865.1|DSEC, LOC6609261|XP_002033951.1|DSEC, LOC6617048|XP_002041376.2|DSEC
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	LOC6616526|XP_002040885.2|DSEC, LOC6616528|XP_002040887.1|DSEC, LOC6616523|XP_002040882.1|DSEC
OG0000217	LOC119076525|XP_037039206.1|BCOP	LOC6612474|XP_032582439.1|DSEC
OG0000217	LOC119066897|XP_037025481.1|BCOP	LOC6612473|XP_002036981.1|DSEC
OG0000219	LOC119073633|XP_037035119.1|BCOP	LOC6607929|XP_002032679.2|DSEC, LOC6607926|XP_032570999.1|DSEC, LOC6607930|XP_002032680.1|DSEC, LOC116803469|XP_032583063.1|DSEC, LOC116803565|XP_032583269.1|DSEC, LOC116802598|XP_032582914.1|DSEC, LOC6621381|XP_002045544.2|DSEC, LOC6620912|XP_002045110.1|DSEC
OG0000220	LOC119083685|XP_037049364.1|BCOP	LOC6604973|XP_002029816.1|DSEC, LOC6604977|XP_002029820.1|DSEC, LOC6604975|XP_002029818.1|DSEC
OG0000221	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP	LOC6608912|XP_002033626.1|DSEC, LOC6606431|XP_002031235.1|DSEC, LOC6608913|XP_002033627.1|DSEC
OG0000222	LOC119076255|XP_037038817.1|BCOP	LOC6611229|XP_002035785.1|DSEC
OG0000223	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP	LOC6606047|XP_002030858.1|DSEC, LOC6611134|XP_032574946.1|DSEC, LOC6610802|XP_002035368.1|DSEC
