Orthogroup	BCOP.longest_only	DGUA.longest_only
OG0000083	LOC119077030|XP_037040043.1|BCOP	LOC117584140|XP_034128787.1|DGUA
OG0000084	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP	LOC117584511|XP_034129342.1|DGUA
OG0000085	LOC119077040|XP_037040059.1|BCOP	LOC117584775|XP_034129774.1|DGUA
OG0000086	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP	LOC117591981|XP_034141311.1|DGUA
OG0000087	LOC119084681|XP_037050656.1|BCOP	LOC117587854|XP_034134711.1|DGUA
OG0000087	LOC119075761|XP_037038197.1|BCOP	LOC117590892|XP_034139815.1|DGUA, LOC117587527|XP_034134219.1|DGUA
OG0000088	LOC119079125|XP_037042849.1|BCOP	LOC117591442|XP_034140602.1|DGUA
OG0000088	LOC119082220|XP_037047569.1|BCOP	LOC117591452|XP_034140612.1|DGUA, LOC117579316|XP_034121020.1|DGUA, LOC117578545|XP_034120007.1|DGUA, LOC117579295|XP_034120991.1|DGUA
OG0000089	LOC119082274|XP_037047643.1|BCOP	LOC117586065|XP_034131804.1|DGUA
OG0000089	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP	LOC117580023|XP_034122138.1|DGUA
OG0000090	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP	LOC117592026|XP_034141376.1|DGUA, LOC117592024|XP_034141370.1|DGUA, LOC117579331|XP_034121048.1|DGUA, LOC117587279|XP_034133756.1|DGUA
OG0000091	LOC119067519|XP_037026434.1|BCOP	LOC117582702|XP_034126503.1|DGUA
OG0000091	LOC119085240|XP_037051459.1|BCOP	LOC117584351|XP_034129075.1|DGUA, LOC117589947|XP_034138129.1|DGUA, LOC117589742|XP_034137813.1|DGUA
OG0000092	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP	LOC117585928|XP_034131585.1|DGUA, LOC117585910|XP_034131563.1|DGUA, LOC117585924|XP_034131582.1|DGUA
OG0000093	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP	LOC117581781|XP_034125096.1|DGUA
OG0000093	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP	LOC117591822|XP_034141050.1|DGUA
OG0000093	LOC119074158|XP_037036056.1|BCOP	LOC117590334|XP_034138719.1|DGUA
OG0000094	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP	LOC117579446|XP_034121226.1|DGUA, LOC117583138|XP_034127220.1|DGUA
OG0000096	LOC119071730|XP_037032649.1|BCOP	LOC117583520|XP_034127757.1|DGUA, LOC117583521|XP_034127758.1|DGUA, LOC117589840|XP_034137983.1|DGUA, LOC117587944|XP_034134834.1|DGUA
OG0000099	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP	LOC117581162|XP_034123995.1|DGUA, LOC117580852|XP_034123490.1|DGUA
OG0000099	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP	LOC117580660|XP_034123163.1|DGUA
OG0000101	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP	LOC117579631|XP_034121489.1|DGUA, LOC117580405|XP_034122843.1|DGUA, LOC117580404|XP_034122842.1|DGUA, LOC117580403|XP_034122841.1|DGUA
OG0000102	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP	LOC117586238|XP_034132070.1|DGUA
OG0000103	LOC119074607|XP_037036759.1|BCOP	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA, LOC117587388|XP_034133933.1|DGUA, LOC117583109|XP_034127185.1|DGUA
OG0000104	LOC119080513|XP_037044818.1|BCOP	LOC117588188|XP_034135199.1|DGUA, LOC117589106|XP_034136649.1|DGUA
OG0000105	LOC119080671|XP_037045000.1|BCOP	LOC117589745|XP_034137817.1|DGUA, LOC117586422|XP_034132350.1|DGUA, LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA
OG0000109	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP	LOC117584465|XP_034129274.1|DGUA
OG0000110	LOC119073251|XP_037034515.1|BCOP	LOC117579137|XP_034120769.1|DGUA, LOC117579140|XP_034120771.1|DGUA, LOC117579139|XP_034120770.1|DGUA, LOC117579141|XP_034120772.1|DGUA
OG0000111	LOC119083195|XP_037048752.1|BCOP	LOC117590789|XP_034139634.1|DGUA, LOC117580091|XP_034122239.1|DGUA, LOC117591842|XP_034141099.1|DGUA
OG0000113	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA, LOC117585197|XP_034130465.1|DGUA, LOC117585201|XP_034130470.1|DGUA
OG0000117	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP	LOC117584691|XP_034129616.1|DGUA, LOC117584692|XP_034129617.1|DGUA, LOC117584694|XP_034129618.1|DGUA, LOC117584696|XP_034129620.1|DGUA
OG0000118	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP	LOC117582588|XP_034126325.1|DGUA, LOC117590401|XP_034138890.1|DGUA
OG0000119	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP	LOC117583187|XP_034127279.1|DGUA, LOC117583191|XP_034127285.1|DGUA, LOC117583192|XP_034127286.1|DGUA
OG0000120	LOC119080998|XP_037045563.1|BCOP	LOC117588310|XP_034135390.1|DGUA
OG0000120	LOC119078165|XP_037041538.1|BCOP	LOC117591909|XP_034141191.1|DGUA
OG0000122	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP	LOC117582102|XP_034125557.1|DGUA, LOC117588393|XP_034135538.1|DGUA, LOC117585356|XP_034130696.1|DGUA, LOC117581989|XP_034125375.1|DGUA
OG0000123	LOC119084065|XP_037049800.1|BCOP	LOC117586147|XP_034131933.1|DGUA, LOC117586116|XP_034131868.1|DGUA
OG0000125	LOC119067921|XP_037027119.1|BCOP	LOC117583753|XP_034128164.1|DGUA
OG0000125	LOC119081947|XP_037047122.1|BCOP	LOC117589767|XP_034137851.1|DGUA
OG0000126	LOC119077979|XP_037041260.1|BCOP	LOC117579486|XP_034121276.1|DGUA, LOC117582140|XP_034125615.1|DGUA
OG0000127	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA, LOC117586301|XP_034132149.1|DGUA, LOC117586433|XP_034132360.1|DGUA
OG0000129	LOC119074452|XP_037036480.1|BCOP	LOC117580643|XP_034123127.1|DGUA, LOC117579252|XP_034120930.1|DGUA, LOC117587783|XP_034134618.1|DGUA
OG0000131	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP	LOC117589815|XP_034137935.1|DGUA
OG0000132	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA, LOC117586091|XP_034131838.1|DGUA
OG0000134	LOC119084917|XP_037050964.1|BCOP	LOC117589485|XP_034137338.1|DGUA
OG0000134	LOC119077122|XP_037040188.1|BCOP	LOC117584812|XP_034129823.1|DGUA
OG0000137	LOC119076570|XP_037039260.1|BCOP	LOC117582737|XP_034126559.1|DGUA
OG0000137	LOC119075970|XP_037038454.1|BCOP	LOC117588859|XP_034136252.1|DGUA
OG0000138	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP	LOC117586701|XP_034132859.1|DGUA, LOC117586698|XP_034132856.1|DGUA, LOC117586699|XP_034132858.1|DGUA, LOC117586696|XP_034132854.1|DGUA
OG0000140	LOC119069608|XP_037029594.1|BCOP	LOC117583410|XP_034127589.1|DGUA, LOC117590230|XP_034138594.1|DGUA
OG0000141	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP	LOC117589334|XP_034137077.1|DGUA, LOC117589335|XP_034137078.1|DGUA
OG0000142	LOC119069777|XP_037029851.1|BCOP	LOC117585694|XP_034131199.1|DGUA
OG0000142	LOC119069688|XP_037029708.1|BCOP	LOC117590199|XP_034138533.1|DGUA
OG0000142	LOC119068456|XP_037027931.1|BCOP	LOC117588458|XP_034135635.1|DGUA
OG0000143	LOC119079862|XP_037043834.1|BCOP	LOC117579028|XP_034120604.1|DGUA
OG0000143	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP	LOC117579031|XP_034120607.1|DGUA
OG0000144	LOC119076752|XP_037039594.1|BCOP	LOC117585409|XP_034130768.1|DGUA
OG0000144	LOC119077624|XP_037040733.1|BCOP	LOC117590246|XP_034138608.1|DGUA
OG0000144	LOC119084638|XP_037050601.1|BCOP	LOC117584066|XP_034128699.1|DGUA
OG0000145	LOC119066144|XP_037024335.1|BCOP	LOC117580967|XP_034123648.1|DGUA, LOC117582661|XP_034126465.1|DGUA, LOC117582226|XP_034125724.1|DGUA
OG0000147	LOC119077121|XP_037040187.1|BCOP	LOC117583999|XP_034128619.1|DGUA
OG0000147	LOC119083723|XP_037049415.1|BCOP	LOC117582746|XP_034126577.1|DGUA, LOC117582747|XP_034126578.1|DGUA
OG0000148	LOC119072936|XP_037034156.1|BCOP	LOC117582434|XP_034126028.1|DGUA
OG0000148	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP	LOC117588221|XP_034135257.1|DGUA
OG0000149	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP	LOC117588085|XP_034135045.1|DGUA, LOC117581583|XP_034124825.1|DGUA
OG0000152	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA
OG0000154	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA, LOC117580197|XP_034122464.1|DGUA
OG0000155	LOC119070504|XP_037030760.1|BCOP	LOC117579730|XP_034121618.1|DGUA, LOC117579513|XP_034121310.1|DGUA, LOC117579431|XP_034121204.1|DGUA
OG0000157	LOC119081533|XP_037046430.1|BCOP	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA
OG0000158	LOC119066838|XP_037025433.1|BCOP	LOC117579769|XP_034121719.1|DGUA, LOC117579414|XP_034121184.1|DGUA
OG0000159	LOC119071737|XP_037032662.1|BCOP	LOC117589013|XP_034136524.1|DGUA
OG0000159	LOC119070684|XP_037031027.1|BCOP	LOC117580574|XP_034123068.1|DGUA
OG0000160	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA
OG0000162	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP	LOC117584558|XP_034129407.1|DGUA, LOC117582601|XP_034126355.1|DGUA
OG0000165	LOC119068607|XP_037028159.1|BCOP	LOC117581657|XP_034124927.1|DGUA
OG0000166	LOC119073858|XP_037035618.1|BCOP	LOC117586001|XP_034131724.1|DGUA
OG0000166	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP	LOC117586032|XP_034131768.1|DGUA, LOC117585993|XP_034131712.1|DGUA
OG0000167	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP	LOC117579746|XP_034121655.1|DGUA, LOC117579278|XP_034120965.1|DGUA, LOC117579747|XP_034121656.1|DGUA, LOC117579748|XP_034121657.1|DGUA
OG0000169	LOC119078686|XP_037042236.1|BCOP	LOC117585602|XP_034131042.1|DGUA
OG0000169	LOC119070541|XP_037030812.1|BCOP	LOC117579276|XP_034120963.1|DGUA, LOC117583003|XP_034127045.1|DGUA
OG0000170	LOC119068257|XP_037027690.1|BCOP	LOC117581982|XP_034125365.1|DGUA
OG0000171	LOC119077027|XP_037040036.1|BCOP	LOC117584320|XP_034129040.1|DGUA
OG0000171	LOC119078436|XP_037041851.1|BCOP	LOC117588130|XP_034135110.1|DGUA
OG0000171	LOC119069385|XP_037029335.1|BCOP	LOC117588653|XP_034135980.1|DGUA
OG0000172	LOC119080398|XP_037044615.1|BCOP	LOC117585193|XP_034130433.1|DGUA, LOC117581161|XP_034123994.1|DGUA, LOC117579178|XP_034120833.1|DGUA, LOC117580001|XP_034122088.1|DGUA, LOC117579735|XP_034121634.1|DGUA, LOC117580526|XP_034123010.1|DGUA, LOC117592015|XP_034141360.1|DGUA, LOC117579734|XP_034121623.1|DGUA
OG0000173	LOC119081507|XP_037046410.1|BCOP	LOC117592099|XP_034141507.1|DGUA, LOC117592093|XP_034141500.1|DGUA
OG0000175	LOC119085626|XP_037051954.1|BCOP	LOC117586083|XP_034131830.1|DGUA
OG0000175	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP	LOC117591099|XP_034140091.1|DGUA
OG0000177	LOC119070258|XP_037030426.1|BCOP	LOC117588473|XP_034135656.1|DGUA
OG0000177	LOC119067483|XP_037026379.1|BCOP	LOC117582947|XP_034126947.1|DGUA
OG0000177	LOC119079898|XP_037043882.1|BCOP	LOC117579039|XP_034120624.1|DGUA
OG0000179	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP	LOC117588265|XP_034135297.1|DGUA, LOC117581207|XP_034124110.1|DGUA
OG0000179	LOC119071177|XP_037031839.1|BCOP	LOC117591391|XP_034140528.1|DGUA
OG0000181	LOC119080812|XP_037045279.1|BCOP	LOC117590078|XP_034138307.1|DGUA
OG0000182	LOC119074666|XP_037036843.1|BCOP	LOC117585578|XP_034131006.1|DGUA
OG0000182	LOC119072417|XP_037033532.1|BCOP	LOC117585580|XP_034131008.1|DGUA, LOC117585579|XP_034131007.1|DGUA
OG0000183	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP	LOC117590714|XP_034139505.1|DGUA, LOC117589022|XP_034136541.1|DGUA, LOC117579353|XP_034121073.1|DGUA
OG0000184	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP	LOC117582424|XP_034126019.1|DGUA, LOC117582423|XP_034126018.1|DGUA
OG0000185	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP	LOC117584375|XP_034129112.1|DGUA, LOC117591213|XP_034140249.1|DGUA
OG0000186	LOC119068740|XP_037028338.1|BCOP	LOC117590855|XP_034139743.1|DGUA, LOC117580555|XP_034123046.1|DGUA
OG0000187	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP	LOC117581514|XP_034124697.1|DGUA
OG0000188	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP	LOC117585412|XP_034130776.1|DGUA, LOC117591421|XP_034140568.1|DGUA, LOC117591398|XP_034140534.1|DGUA
OG0000189	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP	LOC117584573|XP_034129434.1|DGUA
OG0000189	LOC119074481|XP_037036522.1|BCOP	LOC117590825|XP_034139686.1|DGUA
OG0000190	LOC119068106|XP_037027437.1|BCOP	LOC117581459|XP_034124563.1|DGUA
OG0000191	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP	LOC117592287|XP_034141839.1|DGUA
OG0000192	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP	LOC117590117|XP_034138358.1|DGUA, LOC117580444|XP_034122892.1|DGUA, LOC117579550|XP_034121359.1|DGUA
OG0000193	LOC119066429|XP_037024804.1|BCOP	LOC117582595|XP_034126345.1|DGUA, LOC117579194|XP_034120854.1|DGUA
OG0000196	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP	LOC117584167|XP_034128822.1|DGUA
OG0000197	LOC119074868|XP_037037087.1|BCOP	LOC117581037|XP_034123757.1|DGUA
OG0000197	LOC119074875|XP_037037107.1|BCOP	LOC117581036|XP_034123756.1|DGUA
OG0000197	LOC119074871|XP_037037089.1|BCOP	LOC117581029|XP_034123750.1|DGUA
OG0000198	LOC119070667|XP_037030999.1|BCOP	LOC117592257|XP_034141793.1|DGUA, LOC117582819|XP_034126756.1|DGUA, LOC117592346|XP_034141930.1|DGUA, LOC117592251|XP_034141779.1|DGUA
OG0000200	LOC119083328|XP_037048913.1|BCOP	LOC117583596|XP_034127880.1|DGUA, LOC117587582|XP_034134307.1|DGUA, LOC117583597|XP_034127881.1|DGUA
OG0000201	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP	LOC117585855|XP_034131496.1|DGUA, LOC117585853|XP_034131492.1|DGUA
OG0000202	LOC119074650|XP_037036823.1|BCOP	LOC117586090|XP_034131837.1|DGUA
OG0000202	LOC119086010|XP_037052481.1|BCOP	LOC117591304|XP_034140402.1|DGUA, LOC117579256|XP_034120934.1|DGUA, LOC117581481|XP_034124614.1|DGUA, LOC117588425|XP_034135596.1|DGUA
OG0000203	LOC119071700|XP_037032582.1|BCOP	LOC117592623|XP_034142448.1|DGUA, LOC117589329|XP_034137072.1|DGUA, LOC117581838|XP_034125179.1|DGUA, LOC117589338|XP_034137085.1|DGUA
OG0000205	LOC119069914|XP_037030030.1|BCOP	LOC117585075|XP_034130230.1|DGUA, LOC117585020|XP_034130152.1|DGUA
OG0000206	LOC119086016|XP_037052485.1|BCOP	LOC117591994|XP_034141330.1|DGUA
OG0000206	LOC119085366|XP_037051641.1|BCOP	LOC117584715|XP_034129651.1|DGUA
OG0000206	LOC119066120|XP_037024298.1|BCOP	LOC117586721|XP_034132908.1|DGUA
OG0000207	LOC119084595|XP_037050539.1|BCOP	LOC117587063|XP_034133395.1|DGUA
OG0000207	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP	LOC117589374|XP_034137176.1|DGUA
OG0000210	LOC119068545|XP_037028059.1|BCOP	LOC117581120|XP_034123935.1|DGUA
OG0000211	LOC119070444|XP_037030690.1|BCOP	LOC117591040|XP_034140026.1|DGUA, LOC117583719|XP_034128118.1|DGUA, LOC117583144|XP_034127224.1|DGUA
OG0000211	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP	LOC117583718|XP_034128116.1|DGUA
OG0000212	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP	LOC117581957|XP_034125330.1|DGUA, LOC117582419|XP_034126011.1|DGUA
OG0000213	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP	LOC117580458|XP_034122921.1|DGUA, LOC117592198|XP_034141698.1|DGUA
OG0000214	LOC119081039|XP_037045634.1|BCOP, LOC119070984|XP_037031466.1|BCOP, LOC119066381|XP_037024707.1|BCOP	LOC117580767|XP_034123352.1|DGUA, LOC117592176|XP_034141667.1|DGUA, LOC117585188|XP_034130427.1|DGUA
OG0000215	LOC119071076|XP_037031613.1|BCOP, LOC119067193|XP_037025919.1|BCOP, LOC119069734|XP_037029760.1|BCOP, LOC119071024|XP_037031517.1|BCOP, LOC119071556|XP_037032375.1|BCOP	LOC117579370|XP_034121128.1|DGUA, LOC117579368|XP_034121126.1|DGUA, LOC117579369|XP_034121127.1|DGUA
OG0000217	LOC119076525|XP_037039206.1|BCOP	LOC117590794|XP_034139640.1|DGUA
OG0000217	LOC119066897|XP_037025481.1|BCOP	LOC117582338|XP_034125881.1|DGUA, LOC117590793|XP_034139639.1|DGUA
OG0000219	LOC119073633|XP_037035119.1|BCOP	LOC117578470|XP_034119893.1|DGUA, LOC117578472|XP_034119895.1|DGUA, LOC117578468|XP_034119891.1|DGUA
OG0000220	LOC119083685|XP_037049364.1|BCOP	LOC117586871|XP_034133059.1|DGUA, LOC117587270|XP_034133741.1|DGUA, LOC117587126|XP_034133516.1|DGUA
OG0000221	LOC119079523|XP_037043384.1|BCOP, LOC119079527|XP_037043404.1|BCOP	LOC117578437|XP_034119832.1|DGUA, LOC117589585|XP_034137540.1|DGUA, LOC117578434|XP_034119795.1|DGUA
OG0000222	LOC119076255|XP_037038817.1|BCOP	LOC117583988|XP_034128585.1|DGUA
OG0000223	LOC119073472|XP_037034873.1|BCOP, LOC119072064|XP_037033094.1|BCOP	LOC117587254|XP_034133719.1|DGUA, LOC117580214|XP_034122499.1|DGUA
OG0000224	LOC119081110|XP_037045746.1|BCOP	LOC117591817|XP_034141043.1|DGUA
OG0000224	LOC119080190|XP_037044324.1|BCOP, LOC119081111|XP_037045750.1|BCOP, LOC119081109|XP_037045745.1|BCOP, LOC119077534|XP_037041024.1|BCOP, LOC119066791|XP_037025349.1|BCOP	LOC117586682|XP_034132828.1|DGUA
OG0000225	LOC119066756|XP_037025327.1|BCOP	LOC117585453|XP_034130827.1|DGUA, LOC117585417|XP_034130781.1|DGUA, LOC117585342|XP_034130674.1|DGUA
OG0000226	LOC119074792|XP_037036969.1|BCOP, LOC119069766|XP_037029798.1|BCOP, LOC119066837|XP_037025395.1|BCOP	LOC117589392|XP_034137199.1|DGUA, LOC117589393|XP_034137200.1|DGUA, LOC117589386|XP_034137192.1|DGUA
OG0000228	LOC119085720|XP_037052063.1|BCOP	LOC117590157|XP_034138434.1|DGUA, LOC117586556|XP_034132610.1|DGUA, LOC117584133|XP_034128778.1|DGUA
OG0000229	LOC119085369|XP_037051647.1|BCOP	LOC117583694|XP_034128063.1|DGUA, LOC117583695|XP_034128064.1|DGUA
OG0000229	LOC119077980|XP_037041257.1|BCOP	LOC117585095|XP_034130254.1|DGUA
OG0000230	LOC119081748|XP_037046818.1|BCOP, LOC119067276|XP_037026048.1|BCOP	LOC117578797|XP_034120414.1|DGUA, LOC117578800|XP_034120420.1|DGUA, LOC117578799|XP_034120418.1|DGUA, LOC117578798|XP_034120416.1|DGUA, LOC117592499|XP_034142236.1|DGUA
OG0000232	LOC119083575|XP_037049216.1|BCOP	LOC117586758|XP_034132958.1|DGUA, LOC117582432|XP_034126030.1|DGUA, LOC117581660|XP_034124937.1|DGUA
OG0000233	LOC119067908|XP_037027095.1|BCOP	LOC117591474|XP_034140648.1|DGUA, LOC117583397|XP_034127572.1|DGUA, LOC117583402|XP_034127576.1|DGUA
OG0000234	LOC119077414|XP_037040522.1|BCOP, LOC119070520|XP_037030787.1|BCOP, LOC119080769|XP_037045230.1|BCOP, LOC119084387|XP_037050246.1|BCOP	LOC117583611|XP_034127944.1|DGUA, LOC117583555|XP_034127812.1|DGUA
OG0000235	LOC119076788|XP_037039645.1|BCOP	LOC117584957|XP_034130045.1|DGUA, LOC117584956|XP_034130044.1|DGUA, LOC117584955|XP_034130043.1|DGUA
OG0000236	LOC119074337|XP_037036323.1|BCOP	LOC117590934|XP_034139866.1|DGUA, LOC117582510|XP_034126196.1|DGUA, LOC117587857|XP_034134714.1|DGUA, LOC117591356|XP_034140480.1|DGUA
OG0000237	LOC119081803|XP_037046924.1|BCOP	LOC117578458|XP_034119873.1|DGUA
